application_id,app_key,body_id,name,rep_title
38,RDA|s|pmn_backfill/text/RDA_2598_667587.txt|4,3,,CLOSE THE PUBLIC HEARING AT 8:35 PM
39,Council|s|meeting_minutes/minutes/2020/2020-07-06/2020-07-08_city-council-meeting-regular.md|8,1,,"APPROVE THE PROPOSED LAKE FRONT AT TOWN CENTER PRELIMINARY PLAT AMENDMENT DATED JULY 2, 2020, PRESENTED AT THE JULY, 8, 2020 CITY COUNCIL MEETING WITH THE FOLLOWING CONDITIONS: • THE AREA DELINEATED AS WETLANDS IN THE JULY 2, 2020 PRELIMINARY PLAT BE NOTED ON THE FINAL PLAT AS COMMON AREA OPEN SP..."
40,Council|s|meeting_minutes/minutes/2020/2020-07-20/2020-07-22_city-council-meeting-regular.md|6,1,,"ADOPT ORDINANCE 2020-09 AMENDING SECTION 15.34.060 ACCESSORY DWELLING UNITS PROVISIONS WITH A CONDITION THAT CURRENT APPLICANTS WITH ACTIVE BUILDING PERMITS, AS OF JULY 22, 2020, INTENDED TO ESTABLISH AN ACCESSORY DWELLING UNIT, WILL BE GOVERNED UNDER THE ACCESSORY DWELLING UNIT CODE IN PLACE PRI..."
41,Council|s|meeting_minutes/minutes/2020/2020-07-20/2020-07-22_city-council-meeting-regular.md|8,1,,"APPROVE THE NORTH WATERS EDGE CLUBHOUSE AND PARK DEDICATION FINAL PLAT WITH THE FOLLOWING TWO (2) CONDITIONS: 1. SIGNATURE BLOCKS ARE ADDED TO THE PLAT FOR WOODSIDE HOMES. 2. THE APPLICANT IS SUBJECT TO ALL FEDERAL, STATE, AND LOCAL LAWS"
42,Council|s|meeting_minutes/minutes/2020/2020-09-21/2020-09-23_city-council-meeting-regular.md|4,1,,ADOPT RESOLUTION 2020-16 AS PRESENTED AND ADDING THE REMOVAL OF THE ACCESSORY DWELLING UNIT APPLICATION FEE UNDER THE LAND USE APPLICATION SECTION OF THE CONSOLIDATED FEE SCHEDULE
43,RDA|s|pmn_backfill/text/RDA_2598_677385.txt|1,3,,APPROVE THE CONSENT ITEM
44,RDA|s|pmn_backfill/text/RDA_2598_677385.txt|2,3,,AUTHORIZE THE CITY MANAGER TO SIGN A CONTRACT WITH MOON SHADOW ETCHERS INC
45,RDA|s|pmn_backfill/text/RDA_2598_677385.txt|3,3,,ADJOURN THE MEETING AT 8:07 PM
46,RDA|s|pmn_backfill/text/RDA_2598_680351.txt|1,3,,APPROVE THE CONSENT ITEM
47,RDA|s|pmn_backfill/text/RDA_2598_680351.txt|2,3,,"APPROVE THE RDA APPLICATION WITH THE NOT TO EXCEED AMOUNT OF $92,296 AND ALLOW THE CHAIR TO SIGN A REIMBURSEMENT AGREEMENT"
48,RDA|s|pmn_backfill/text/RDA_2598_680351.txt|3,3,,ADJOURN THE MEETING AT 8:26 PM
49,RDA|s|pmn_backfill/text/RDA_2598_690583.txt|1,3,,APPROVE THE CONSENT ITEM
50,RDA|s|pmn_backfill/text/RDA_2598_690583.txt|2,3,,APPROVE THE RDA APPLICATION AND ALLOW THE CHAIR TO SIGN THE COST SHARING REIMBURSEMENT AGREEMENT AS PRESENTED
51,RDA|s|pmn_backfill/text/RDA_2598_690583.txt|3,3,,ADJOURN THE MEETING AT 8:25 PM
52,RDA|s|pmn_backfill/text/RDA_2598_720491.txt|1,3,,APPROVE CONSENT ITEM 3.1
53,RDA|s|pmn_backfill/text/RDA_2598_720491.txt|3,3,,"AUTHORIZE CITY MANAGER JACOB MCHARGUE TO SIGN THE LOCAL GOVERNMENT APPROVAL MEMORANDUM FOR THE CONTRACT AS STIPULATED OR THE $1,235,214.31"
54,RDA|s|pmn_backfill/text/RDA_2598_720491.txt|4,3,,CONTINUE ITEM 4.3 TO THE NEXT RDA MEETING
55,RDA|s|pmn_backfill/text/RDA_2598_720491.txt|5,3,,ADJOURN THE MEETING AT 6:29 PM
56,Council|s|meeting_minutes/minutes/2021/2021-04-12/2021-04-14_city-council-meeting-regular.md|5,1,,APPROVE THE GENEVA RETAIL FRONTAGE SUBDIVISION B PRELIMINARY AND FINAL PLAT WITH THE CONDITIONS AS PROPOSED: 1. THE APPLICANT PAYS ANY OUTSTANDING FEES. 2. THE APPLICANT MAKES ANY REDLINE CORRECTIONS PRIOR TO THE RECORDATION OF THE PLAT. 3. ALL CITY AND COUNTY REQUIREMENTS WILL NEED TO BE MET PRI...
57,RDA|s|pmn_backfill/text/RDA_2598_1043453.txt|1,3,,APPROVE CONSENT ITEM 2.1
58,RDA|s|pmn_backfill/text/RDA_2598_1043453.txt|4,3,,ADJOURN THE MEETING AT 8:17 PM
59,RDA|s|pmn_backfill/text/RDA_2598_1043455.txt|1,3,,APPROVE CONSENT ITEM 2.1
60,RDA|s|pmn_backfill/text/RDA_2598_1043455.txt|2,3,,OPEN THE PUBLIC HEARING AT 7:45 PM
61,RDA|s|pmn_backfill/text/RDA_2598_1043455.txt|3,3,,CLOSE THE PUBLIC HEARING AT 7:46 PM
62,RDA|s|pmn_backfill/text/RDA_2598_1043455.txt|4,3,,ADJOURN THE MEETING AT 7:48 PM
63,RDA|s|pmn_backfill/text/RDA_2598_740543.txt|1,3,,APPROVE CONSENT ITEM 2.1
64,RDA|s|pmn_backfill/text/RDA_2598_740543.txt|3,3,,ADJOURN THE MEETING AT 8:16 PM
65,Council|s|meeting_minutes/minutes/2021/2021-06-21/2021-06-23_city-council-meeting-regular.md|11,1,,APPROVE THE PRELIMINARY AND FINAL PLAT THAT WAS REQUESTED BY 4LIFE PROPERTIES LLC WITH THE PROPOSED CONDITIONS: 1. THE APPLICANT MUST SUBMIT PRELIMINARY AND FINAL PLAT DOCUMENTS THAT MEET ALL THE REQUIREMENTS OF THE VINEYARD SUBDIVISION CODE. THIS MUST BE DONE BEFORE PRINTING THE MYLAR FOR RECORD...
66,RDA|s|pmn_backfill/text/RDA_2598_737785.txt|1,3,,APPROVE CONSENT ITEM 2.1
67,RDA|s|pmn_backfill/text/RDA_2598_737785.txt|2,3,,OPEN THE PUBLIC HEARING AT 7:34 PM
68,RDA|s|pmn_backfill/text/RDA_2598_737785.txt|3,3,,CLOSE THE PUBLIC HEARING AT 7:35 PM
69,RDA|s|pmn_backfill/text/RDA_2598_737785.txt|5,3,,APPROVE CHAIR FULLMER TO SIGN A CONTRACT WITH FFKR AND EDSA FOR THE VINEYARD WATERFRONT PLANNING AND DESIGN SERVICES
70,RDA|s|pmn_backfill/text/RDA_2598_737785.txt|6,3,,ADJOURN THE MEETING AT 7:41 PM
71,RDA|s|pmn_backfill/text/RDA_2598_1043465.txt|1,3,,APPROVE CONSENT ITEM 2.1
72,RDA|s|pmn_backfill/text/RDA_2598_1043465.txt|2,3,,APPROVE THE SUBORDINATION AGREEMENT FOR THE 2021 BONDS AS PRESENTED
73,RDA|s|pmn_backfill/text/RDA_2598_1043465.txt|3,3,,ADJOURN THE MEETING AT 5:07 PM
74,Council|s|meeting_minutes/minutes/2021/2021-07-26/2021-07-28_city-council-meeting.md|2,1,,"ADOPT ORDINANCE WITH TABLE 1 EXHIBIT ESTABLISHING LAWFUL SPEED ALONG CITY OF VINEYARD STREETS, ORDINANCE 2021-05"
75,RDA|s|pmn_backfill/text/RDA_2598_1043467.txt|1,3,,APPROVE CONSENT ITEM 2.1
76,RDA|s|pmn_backfill/text/RDA_2598_1043467.txt|2,3,,APPROVE CHAIR FULLMER TO SIGN A CONTRACT WITH FFKR AND EDSA FOR THE VINEYARD WATERFRONT PLANNING AND DESIGN SERVICES AS PRESENTED
77,RDA|s|pmn_backfill/text/RDA_2598_1043467.txt|3,3,,ADJOURN THE MEETING AT 7:32 PM
78,Council|s|meeting_minutes/minutes/2021/2021-08-23/2021-08-25_city-council-meeting-regular.md|5,1,,RECOMMEND APPROVAL OF THE PROPOSED SUBDIVISION CODE TEXT AMENDMENT ORDINANCE 2021-11 TO INCLUDE THE CITY ATTORNEY AS ALSO A SIGNER ON THE MYLAR SUBDIVISION PLATS
79,RDA|s|pmn_backfill/text/RDA_2598_1043471.txt|1,3,,APPROVE CONSENT ITEM 2.1
80,RDA|s|pmn_backfill/text/RDA_2598_1043471.txt|2,3,,ALLOW STAFF TO AMEND THE CONTRACT AND HAVE THE CHAIR SIGN IT
81,RDA|s|pmn_backfill/text/RDA_2598_1043471.txt|3,3,,ADJOURN THE MEETING AT 6:52 PM
82,Council|s|meeting_minutes/minutes/2021/2021-10-11/2021-10-13_city-council-meeting.md|6,1,,ADOPT ZONING TEXT AMENDMENTS ORDINANCE 2021-14 WITH THE FOLLOWING MODIFICATION: THAT WE INSERT A SECTION TWO JUST BELOW SECTION ONE THAT READS: THE TEXT AMENDMENT MADE BY THIS ORDINANCE ALLOWS FOR THE MAXIMUM RESIDENTIAL DENSITY TO BE INCREASED THROUGH A DEVELOPMENT AGREEMENT. IF THE CITY DOES NO...
83,Council|s|meeting_minutes/minutes/2021/2021-10-11/2021-10-13_city-council-meeting.md|10,1,,APPROVE THE FINAL PLAT AMENDMENT AS REQUESTED BY THE APPLICANT
84,RDA|s|pmn_backfill/text/RDA_2598_1043473.txt|3,3,,APPROVE MADAM CHAIR FULLMER TO SIGN THE INTERLOCAL AGREEMENT BETWEEN UDOT AND THE CITY FOR THE INSTALLATION OF A FOUR-WAY TRAFFIC SIGNAL AT VINEYARD CONNECTOR ROAD AND MAIN STREET AND APPROVE AND FUND THE PROPOSED BUDGET ASSOCIATED WITH IT
85,Council|s|meeting_minutes/minutes/2021/2021-12-06/2021-12-08_city-council-regular.md|13,1,,"APPROVE THE PROPOSED DEVELOPMENT AGREEMENT, AS SUBMITTED BY JASON BOAL, OF SNELL AND WILMER LAW FIRM WITH THE PROPOSED CONDITIONS: 1. (ADDENDUM1 A4.2) AT LEAST 15 UNITS ARE DEDICATED FOR SHORT-TERM RENTAL WITH A MINIMUM OF 30 UNITS INCLUDING THE FIRST 15 UNITS TO BE FURNISHED WITH THE INTENT FOR..."
86,RDA|s|pmn_backfill/text/RDA_2598_1043423.txt|2,3,,APPROVE ADDING UNFUNDED CAPITAL IMPROVEMENT PROJECTS SUCH AS THE “REGIONAL NORTH STORM DRAIN IMPROVEMENT” IN FY22 BUDGET WITH A COST TO BE PRESENTED DURING THE FY23 BUDGET
87,RDA|s|pmn_backfill/text/RDA_2598_1043423.txt|3,3,,"APPROVE THE RDA FUNDING FOR A DESIGN OF A CENTER STREET OVERPASS LANDSCAPING, AND APPROVAL OF ADDING AN UNFUNDED CAPITAL IMPROVEMENT PROJECT FOR “IMPROVE CENTER STREET OVERPASS LANDSCAPING” IN FY23 WITH A COST TO BE PRESENTED DURING THE FY23 BUDGET"
88,RDA|s|pmn_backfill/text/RDA_2598_1043423.txt|4,3,,"APPROVE THE RDA FUNDS TO PAY FOR THE NOVEMBER 2021 TRAFFIC SIGNAL WARRANT STUDY AT MAIN STREET & 400 NORTH, THE FUNDING FOR A DESIGN OF A TRAFFIC SIGNAL AT MAIN STREET & 400 NORTH, AND APPROVAL OF ADDING AN UNFUNDED CAPITAL IMPROVEMENT PROJECT FOR “CONSTRUCT TRAFFIC SIGNAL AT MAIN STREET & 400 NO..."
89,RDA|s|pmn_backfill/text/RDA_2598_1043423.txt|5,3,,ADJOURN THE MEETING AT 8:49 PM
90,RDA|s|pmn_backfill/text/RDA_2598_1043425.txt|1,3,,APPROVE THE CONSENT ITEM AS PRESENTED
91,RDA|s|pmn_backfill/text/RDA_2598_1043425.txt|2,3,,GO INTO A PUBLIC HEARING AT 7:58 PM
92,Council|s|meeting_minutes/minutes/2022/2022-02-21/2022-02-23_city-council-meeting-regular.md|4,1,,"APPROVE THE REPLAT OF THE SPRINGS TRAILS PLAT “A” COMMON SPACE PROPERTY, MINUS THE TRAIL EASEMENT AND STORMWATER MAINTENANCE EASEMENT, DESCRIBED IN THE EXHIBITS, TO THE SPRINGS SUBDIVISION HOMEOWNER ASSOCIATION, RESOLUTION 2022-07"
93,RDA|s|pmn_backfill/text/RDA_2598_1043431.txt|1,3,,APPROVE THE CONSENT ITEMS AS PRESENTED
94,RDA|s|pmn_backfill/text/RDA_2598_1043431.txt|2,3,,ADJOURN THE MEETING AT 5:59 PM
95,RDA|s|pmn_backfill/text/RDA_2598_829575.txt|1,3,,APPROVE THE CONSENT ITEMS AS PRESENTED
96,RDA|s|pmn_backfill/text/RDA_2598_829575.txt|2,3,,CONTINUE THE APPLICATION FOR THE RDA FUNDING BY THE X DEVELOPMENT CORPORATION
97,RDA|s|pmn_backfill/text/RDA_2598_829575.txt|3,3,,ADJOURN THE MEETING AT 7:02 PM
98,RDA|s|pmn_backfill/text/RDA_2598_836045.txt|1,3,,APPROVE THE CONSENT ITEMS AS PRESENTED
99,RDA|s|pmn_backfill/text/RDA_2598_836045.txt|2,3,,"AWARD THE 6-MILLION-GALLON TANK AND BOOSTER PUMP STATION PHASE OF THE WATER TANK PROJECT TO DRY CREEK STRUCTURES, APPROVE THE PROPOSED BUDGET, AND ALLOW STAFF TO CONTRACT WITH DRY CREEK TO COMPLETE THE WORK AS PROPOSED"
100,RDA|s|pmn_backfill/text/RDA_2598_836045.txt|3,3,,APPROVE CITY STAFF TO EXECUTE AND COMPLETE THE AMENDMENT NO. 1 TO THE VINEYARD PUMP STATION DESIGNS WITH HANSEN ALLEN AND LUCE ENGINEERS AS PRESENTED TO COMPLETE THE CULINARY WATER SYSTEM BUILD OUT DESIGN AS PROPOSED
101,RDA|s|pmn_backfill/text/RDA_2598_841501.txt|1,3,,APPROVE THE CONSENT ITEMS AS PRESENTED
102,RDA|s|pmn_backfill/text/RDA_2598_841501.txt|2,3,,CONTINUE THIS DISCUSSION TO FOLLOW THE NEXT SCHEDULED COUNCIL MEETING
103,RDA|s|pmn_backfill/text/RDA_2598_841501.txt|3,3,,ADJOURN THE MEETING AT 8:25 PM
104,RDA|s|pmn_backfill/text/RDA_2598_850025.txt|1,3,,APPROVE THE CONSENT ITEMS AS PRESENTED
105,RDA|s|pmn_backfill/text/RDA_2598_850025.txt|2,3,,"APPROVE FUNDING UP TO $12.2MILLION, WITH $1MILLION CONTRIBUTION FROM UDOT AND CONTINGENT ON THE $6MILLION FROM THE TRANSPORTATION COMMISSION, TOWARDS THE UDOT BETTERMENT AGREEMENT FOR THE OVERPASS STRUCTURE, THE RDA AGREEMENT WITH ANDERSON GENEVA FOR OVERPASS SURFACE IMPROVEMENTS THAT MAY INCLUDE..."
106,RDA|s|pmn_backfill/text/RDA_2598_850025.txt|3,3,,ADJOURN THE MEETING AT 8:51 PM
107,Council|s|meeting_minutes/minutes/2022/2022-05-09/2022-05-11_city-council-meeting.md|6,1,,APPROVE ORDINANCE 2022-06 ADDING SOUTH HOLDAWAY ROAD TO TABLE 1 OF THE CITY’S TRANSPORTATION CODE ESTABLISHING THE MAXIMUM SPEED LIMIT AT 20 MILES-PER-HOUR AND ALLOCATING FUNDING FOR CITY STAFF TO INSTALL A STOP SIGN AT THE INTERSECTION OF SOUTH HOLDAWAY ROAD AND SOUTH 200 EAST
108,RDA|s|pmn_backfill/text/RDA_2598_853001.txt|1,3,,APPROVE THE CONSENT ITEM AS PRESENTED
109,RDA|s|pmn_backfill/text/RDA_2598_853001.txt|3,3,,"CONTINUE THIS ITEM TO MAY 25, 2022"
110,RDA|s|pmn_backfill/text/RDA_2598_853001.txt|4,3,,ADJOURN THE MEETING AT 7:41 PM
111,RDA|s|pmn_backfill/text/RDA_2598_1043439.txt|1,3,,APPROVE THE CONSENT ITEM AS PRESENTED
112,RDA|s|pmn_backfill/text/RDA_2598_1043439.txt|2,3,,OPEN THE PUBLIC HEARING AT 7:11 PM
113,RDA|s|pmn_backfill/text/RDA_2598_1043439.txt|3,3,,"APPROVE THE RDA APPLICATION AT 87.5 PERCENT WITH A CAP AT $790,122 WITH $500,000 IN UPFRONT COST BEING PAID OUT UPON DEVELOPER RECEIVING THE CERTIFICATE OF OCCUPANCY AND REMAINING COSTS PAID OVER FIVE YEARS, WITH THE STIPULATIONS AS PRESENTED: STIPULATIONS: 1. THE AVAILABLE INCREMENT IS SUFFICIEN..."
114,Council|s|meeting_minutes/minutes/2022/2022-06-13/2022-06-15_city-council-special-session.md|8,1,,"ADOPT ORDINANCE 2022-08, AMENDING CHAPTER 5.14 ITINERANT MERCHANTS, AS PRESENTED"
115,RDA|s|pmn_backfill/text/RDA_2598_870229.txt|1,3,,"APPROVE CONSENT ITEMS 2.1, 2.2, AND 2.3"
116,RDA|s|pmn_backfill/text/RDA_2598_870229.txt|2,3,,CONTINUE THE DISCUSSION ON THE CENTER STREET TRAILHEAD PARKING BETTERMENT FUNDING TO THE NEXT HELD RDA MEETING
117,RDA|s|pmn_backfill/text/RDA_2598_870229.txt|3,3,,OPEN THE PUBLIC HEARING AT 9:44 PM
118,RDA|s|pmn_backfill/text/RDA_2598_870229.txt|4,3,,CLOSE THE PUBLIC HEARING AT 9:44 PM
119,RDA|s|pmn_backfill/text/RDA_2598_870229.txt|7,3,,ADJOURN THE MEETING AT 10:14 PM
120,RDA|s|pmn_backfill/text/RDA_2598_879619.txt|3,3,,APPROVE FUNDS FOR THE ADDENDUMS TO THE VINEYARD CITY WATER TANK DESIGN AND VINEYARD CITY PIPELINES AND METER STATION DESIGNS CONTRACTS AS PRESENTED
121,RDA|s|pmn_backfill/text/RDA_2598_879619.txt|4,3,,ADJOURN THE MEETING AT 8:35 PM
122,Council|s|meeting_minutes/minutes/2022/2022-07-25/2022-07-27_city-council-meeting.md|7,1,,"ADOPT ORDINANCE 2022-13 VINEYARD WATERFRONT MASTER PLAN, AS PRESENTED"
123,RDA|s|pmn_backfill/text/RDA_2598_884883.txt|1,3,,APPROVE THE CONSENT ITEM AS PRESENTED
124,RDA|s|pmn_backfill/text/RDA_2598_884883.txt|2,3,,APPROVE FUNDING FOR THE ADDENDUM TO THE VINEYARD CITY PIPELINES AND METER STATION CONSTRUCTION CONTRACTS AS PRESENTED
125,RDA|s|pmn_backfill/text/RDA_2598_884883.txt|3,3,,ADJOURN THE MEETING AT 5:44 PM
126,RDA|s|pmn_backfill/text/RDA_2598_937439.txt|1,3,,APPROVE THE CONSENT ITEM AS PRESENTED
127,RDA|s|pmn_backfill/text/RDA_2598_937439.txt|2,3,,OPEN THE PUBLIC HEARING AT 6:06 PM
128,RDA|s|pmn_backfill/text/RDA_2598_937439.txt|3,3,,CLOSE THE PUBLIC HEARING AT 6:10 PM
129,RDA|s|pmn_backfill/text/RDA_2598_937439.txt|4,3,,"APPROVE ORDINANCE 2022- 14, ADJUSTING THE SEWER IMPACT FEE AS PRESENTED BY STAFF"
130,RDA|s|pmn_backfill/text/RDA_2598_937439.txt|5,3,,ADJOURN THE MEETING AT 6:12 PM
131,Council|s|meeting_minutes/minutes/2022/2022-09-26/2022-09-28_city-council-meeting.md|1,1,,REMOVE ITEM 6.4 HOLDAWAY FIELDS FINAL PLAT FOR DISCUSSION
132,Council|s|meeting_minutes/minutes/2022/2022-09-26/2022-09-28_city-council-meeting.md|2,1,,"APPROVE THE HOLDAWAY FIELDS PHASE 1 FINAL PLAT APPLICATION, AS REQUESTED BY RYAN BYBEE (WITH CADENCE HOMES), WITH THE PROPOSED CONDITIONS PRESENTED BY STAFF AND COUNSEL: 1. THE APPLICANT PAYS ANY OUTSTANDING FEES AND MAKES ANY REDLINE CORRECTIONS. 2. THE APPLICANT IS SUBJECT TO ALL FEDERAL, STATE..."
133,Council|s|meeting_minutes/minutes/2023/2023-01-09/2023-01-11_city-council-meeting.md|6,1,,"ADOPT ORDINANCE 2023-02, MUNICIPAL CODE AMENDMENT 10.04.040 UNLAWFUL PARKING"
134,Council|s|meeting_minutes/minutes/2023/2023-01-23/2023-01-25_city-council-meeting.md|11,1,,COUNCILMEMBER FLAKE RESTATED HIS MOTION: I MOVE TO CONTINUE BUSINESS ITEM 10.4 DEVELOPMENT AGREEMENT WITH THE FORGE TO A FUTURE CITY COUNCIL MEETING
135,RDA|s|pmn_backfill/text/RDA_2598_953582.txt|1,3,,"APPROVE THE CONSENT ITEM AS PRESENTED FROM THE LAST MEETING OF AUGUST 24, 2022"
136,RDA|s|pmn_backfill/text/RDA_2598_953582.txt|2,3,,OPEN THE PUBLIC HEARING AT 8:49 PM
137,RDA|s|pmn_backfill/text/RDA_2598_953582.txt|3,3,,CLOSE THE PUBLIC HEARING AT 8:51 PM
138,Council|s|meeting_minutes/minutes/2023/2023-02-06/2023-02-08_city-council-meeting.md|5,1,,"ADOPT ORDINANCE 2023-04, GENERAL PLAN AMENDMENTS, WITH THE CHANGES NOTED"
