ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,instrument_type,canonical_no,dup_raw,source_last_modified,linkage_note
2017-07-01,2017-07-01,2017-07-01,"AN ORDINANCE AMENDING TITLE 19, ENTITLED ""ZONING"", OF THE MAGNA METRO TOWNSHIP CODE OF ORDINANCES, 2017, BY RECLASSIFYING CERTAIN PROPERTY LOCATED IN MAGNA METRO TOWNSHIP FROM THE R-1-6 ZIC (SINGLE-FAMILY RESIDENTIAL - INCLUSIVE OF ZONING CONDITIONS) ZONE TO THE R-1-6 (RESIDENTIAL SINGLE-FAMILY) ZON",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/ordinances/documents/Ordinance%2017-07-01.pdf,2026-07-13,text,pdftotext_layout,raw/Ordinance_17-07-01.pdf,yes,,,,none,ordinance,2017-07-01,,2018-07-08,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2017-07-02,2017-07-01,2017-07-01,"AN ORDINANCE, AMENDING TITLE 19, ENTITLED ""ZONING"" OF THE MAGNA METRO TOWNSHIP CODE OF ORDINANCES, 2001, BY RECLASSIFYING CERTAIN PROPERTY LOCATED IN MAGNA METRO TOWNSHIP FROM THE A-20 AND M-1 ZONES TO THE M-2 ZONE",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/ordinances/documents/Ordinance%2017-07-02.pdf,2026-07-13,text,pdftotext_layout,raw/Ordinance_17-07-02.pdf,yes,,,,none,ordinance,2017-07-02,,2018-07-08,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2017-07-03,2017-07-01,2017-07-01,"AN ORDINANCE, AMENDING TITLE 19, ENTITLED ""ZONING"" OF THE MAGNA METRO TOWNSHIP CODE OF ORDINANCES, 2001, BY RECLASSIFYING CERTAIN PROPERTY LOCATED IN MAGNA METRO TOWNSHIP FROM THE A-20 ZONE to the M-2 ZONE",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/ordinances/documents/Ordinance%2017-07-03.pdf,2026-07-13,text,pdftotext_layout,raw/Ordinance_17-07-03.pdf,yes,,,,none,ordinance,2017-07-03,,2018-07-08,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2017-08-01,2017-08-01,2017-08-01,"AN ORDINANCE, AMENDING TITLE 19, ENTITLED ""ZONING"" OF THE MAGNA METRO TOWNSHIP CODE OF ORDINANCES, 2001, BY RECLASSIFYING CERTAIN PROPERTY LOCATED IN MAGNA METRO TOWNSHIP FROM THE A-1 z/c ZONE to the R-1-4 z/c ZONE",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/ordinances/documents/Ordinance%2017-08-01.pdf,2026-07-13,text,pdftotext_layout,raw/Ordinance_17-08-01.pdf,yes,,,,none,ordinance,2017-08-01,,2018-07-08,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2017-11-01,2017-11-01,2017-11-01,"AN ORDINANCE CREATING TITLE 11 - VEHICLES AND TRAFFIC OF THE MAGNA METRO TOWNSHIP CODE OF ORDINANCES TO REGULA TE WINTER ON-STREET PARKING , AND TO MODIFY ORDINANCE LANGUAGE TO BETTER CONFORM TO THE NEEDS OF THE METRO TOWNSHIP",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/ordinances/documents/Ordinance%2017-11-01.pdf,2026-07-13,text,pdftotext_layout,raw/Ordinance_17-11-01.pdf,no,,,,none,ordinance,2017-11-01,,2018-07-08,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2017-11-02,2017-11-01,2017-11-01,A RESOLUTION OF THE MAGNA METRO TOWNSHIP COUNCIL APPROVING AND ADOPTING THE MAGNA METRO TOWNSHIP ANNEXATION POLICY PLAN TO FACILITATE FUTURE LAND ANNEXATIONS INTO MAGNA,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/resolutions/documents/1653077252_Resolution%2017-11-02.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_17-11-02.pdf,yes,,,,none,resolution,2017-11-02,,2022-05-20,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2018-01-01,2018-01-01,2018-01-01,"AN ORDINANCE CREATING CHAPTER 3.15 - PURCHASING, CONTRACTING AND PROCUREMENT OF THE MAGNA CODE OF ORDINANCES, AND MAGNA POLICY #2 — PURCHASING, CONTRACTING, AND PROCUREMENT TO ESTABLISH PURCHASING, CONTRACTING AND PROCUREMENT PROCESSES FOR THE MAGNA METRO TOWNSHIP",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/ordinances/documents/1600803755_Ordinance%2018-01-01.pdf,2026-07-13,scanned,ocr_tesseract,raw/Ordinance_18-01-01.pdf,no,,,,none,ordinance,2018-01-01,,2020-09-22,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2018-01-01,2018-01-01,2018-01-01,"AN ORDINANCE CREATING CHAPTER 3.15 - PURCHASING, CONTRACTING AND PROCUREMENT OF THE MAGNA CODE OF ORDINANCES, AND MAGNA POLICY #2 — PURCHASING, CONTRACTING, AND PROCUREMENT TO ESTABLISH PURCHASING, CONTRACTING AND PROCUREMENT PROCESSES FOR THE MAGNA METRO TOWNSHIP",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/ordinances/documents/1663601745_Ordinance%2018-01-01%20Purchasing%20Ordinance.pdf,2026-07-13,scanned,ocr_tesseract,raw/Ordinance_18-01-01_Purchasing_Ordinance.pdf,no,,,,none,ordinance,2018-01-01,,2022-09-19,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2018-01-02,2018-01-01,2018-01-01,AN ORDINANCE CREATING CHAPTER 19.69 — PLANNED COMMUNITY (P-C) ZONE FOR THE MAGNA METRO TOWNSHIP CODE OF ORDINANCES TO MANAGE LARGE-SCALE DEVELOPMENT,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/ordinances/documents/1569350278_Ordinance%2018-01-02%5B114211%5D.pdf,2026-07-13,scanned,ocr_tesseract,raw/Ordinance_18-01-02[114211].pdf,yes,,,,none,ordinance,2018-01-02,,2019-09-24,"header date 2017-11-07 disagrees w/ number year 2018 — discarded; date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2018-12-01,2018-12-18,2018-12-18,AN ORDINANCE OF THE MAGNA METRO TOWNSHIP COUNCIL CREATING CHAPTER 16.01 - INLAND PORT OVERLAY DISTRICT FOR THE PURPOSE OF MANAGING THE LAND USE PROCESSES FOR PROPERTIES LOCATED IN THE UTAH INLAND PORT PURSUANT TO UTAH CODE § 11-58: “UTAH INLAND PORT AUTHORITY ACT” The Magna Metro Township Council do,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/ordinances/documents/1579643303_Signed%20and%20Executed%20Ordinance%2018-12-01.pdf,2026-07-13,scanned,ocr_tesseract,raw/Signed_and_Executed_Ordinance_18-12-01.pdf,yes,Unanimous Pass,2018-12-18,9,high,ordinance,2018-12-01,,2020-01-21,number cited in recorded motion
2019-05-01,2019-05-28,2019-05-28,AN ORDINANCE OF THE MAGNA METRO TOWNSHIP COUNCIL REPEALING TITLE 17:“FLOOD CONTROL AND WATER QUALITY’ AND REPLACING WITH TITLE 17: “CITY FLOOD CONTROL AND WATER QUALITY”,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/ordinances/pdf/Ord_19-05-01.pdf,2026-07-13,scanned,ocr_tesseract,raw/Ord_19-05-01.pdf,no,Unanimous Pass,2019-05-28,8,high,ordinance,2019-05-01,,2019-07-29,number cited in recorded motion
2019-05-03,2019-05-28,2019-05-28,"AN ORDINANCE OF THE MAGNA METRO TOWNSHIP COUNCIL AMENDING MAGNA CODE TITLE 18: “SUBDIVISIONS,” CHAPTERS 16: “FINAL PLAT’ AND 24: “REQUIRED IMPROVEMENTS’ TO ADD REQUIREMENTS FOR GEOGRAPHIC INFORMATION SYSTEMS (GIS) FILES SUBMISSION AS A PART OF THE FINAL SUBDIVISION PLAT APPROVAL PROCESS",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/ordinances/pdf/Ord_19-05-03.pdf,2026-07-13,scanned,ocr_tesseract,raw/Ord_19-05-03.pdf,yes,Unanimous Pass,2019-05-28,8,high,ordinance,2019-05-03,,2019-07-29,number cited in recorded motion
2019-05-02,2019-06-11,2019-06-11,AN ORDINANCE OF THE MAGNA METRO TOWNSHIP COUNCIL AMENDING MAGNA CODE SECTION 14.16.010 “RIGHT OF WAY---EXCAVATIONS AND STRUCTURES PROHIBITED WHEN’ TO INCLUDE LANGUAGE PROHIBITING EXCAVATION IN MAGNA RIGHT OF WAYS UNDER CERTAIN CIRCUMSTANCES AND ESTABLISHES MINIMUM STANDARDS FOR REPAIRS FOLLOWING EXC,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/ordinances/pdf/Ord_19-05-02.pdf,2026-07-13,scanned,ocr_tesseract,raw/Ord_19-05-02.pdf,no,Unanimous Pass,2019-06-11,4,high,ordinance,2019-05-02,,2019-07-29,number cited in recorded motion
2019-06-01,2019-07-09,2019-07-09,AN ORDINANCE OF THE MAGNA METRO TOWNSHIP COUNCIL CREATING TITLE 12: “CODE ENFORCEMENT AND COMMUNITY PRESERVATION” AND SUBSEQUENT CHAPTERS OF THE MAGNA CODE OF ORDINANCES TO ESTABLISH AND REGULATE THE ADMINISTRATIVE CODE ENFORCEMENT PROCESS,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/ordinances/documents/1661801784_Ordinance%2019-06-01.pdf,2026-07-13,scanned,ocr_tesseract,raw/Ordinance_19-06-01.pdf,no,Unanimous Pass,2019-07-09,6,high,ordinance,2019-06-01,,2022-08-29,number cited in recorded motion
2019-06-01,2019-07-09,2019-07-09,AN ORDINANCE OF THE MAGNA METRO TOWNSHIP COUNCIL CREATING TITLE 12: “CODE ENFORCEMENT AND COMMUNITY PRESERVATION” AND SUBSEQUENT CHAPTERS OF THE MAGNA CODE OF ORDINANCES TO ESTABLISH AND REGULATE THE ADMINISTRATIVE CODE ENFORCEMENT PROCESS,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/ordinances/documents/1574794672_Ordinance%2019-06-01%5B24598%5D.pdf,2026-07-13,scanned,ocr_tesseract,raw/Ordinance_19-06-01[24598].pdf,no,Unanimous Pass,2019-07-09,6,high,ordinance,2019-06-01,,2019-11-26,number cited in recorded motion
2019-08-01,2019-08-13,2019-08-13,"A RESOLUTION OF THE MAGNA METRO TOWNSHIP COUNCIL APPROVING A FIVE-YEAR SERVICE CONTRACT BETWEEN MAGNA AND ONSOLVE, FOR USE OF THE CODE RED ALERT SYSTEM. |",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/resolutions/documents/1579292811_Resolution%2019-08-01.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_19-08-01.pdf,no,Unanimous Pass,2019-08-13,6,high,resolution,2019-08-01,,2020-01-17,number cited in recorded motion
2019-08-02,2019-08-27,2019-08-27,"AN ORDINANCE AMENDING SECTION 15.14.010 (Map only) OF THE MAGNA CODE OF ORDINANCES 2017, BY MODIFYING THE SPECIAL DEVELOPMENT STANDARDS AREA MAP.",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/ordinances/documents/1579294420_Ordinance%2019-08-02.pdf,2026-07-13,scanned,ocr_tesseract,raw/Ordinance_19-08-02.pdf,no,,,,none,ordinance,2019-08-02,,2020-01-17,
2019-08-02,2019-08-27,2019-08-27,A RESOLUTION OF THE MAGNA METRO TOWNSHIP COUNCIL APPROVING AN INTERLOCAL COOPERATION AGREEMENT BETWEEN MAGNA AND SALT LAKE COUNTY FOR THE PROVISION OF PERSONNEL FOR THE MAGNA “COMMUNITY THAT CARES” PROGRAM,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/resolutions/documents/1579295414_Resolution%2019-08-02.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_19-08-02.pdf,no,,,,none,resolution,2019-08-02,,2020-01-17,
2019-08-03,2019-08-27,2019-08-27,A RESOLUTION OF THE MAGNA METRO TOWNSHIP COUNCIL,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/resolutions/documents/1579295778_Resolution%2019-08-03.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_19-08-03.pdf,no,,,,none,resolution,2019-08-03,,2020-01-17,
2019-09-01,2019-09-10,2019-09-10,"AN ORDINANCE, AMENDING TITLE 19, ENTITLED ""ZONING"" OF THE MAGNA METRO TOWNSHIP CODE OF ORDINANCES, 2001, BY RECLASSIFYING CERTAIN PROPERTY LOCATED IN MAGNA METRO TOWNSHIP FROM THE R-M/ZC (RESIDENTIAL) TO C- 2/ZC(COMMERCIAL) ZONE. The Magna Metro Township, Salt Lake County, State of Utah, ordains as ",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/ordinances/documents/1579296226_Ordinance%2019-09-01.pdf,2026-07-13,scanned,ocr_tesseract,raw/Ordinance_19-09-01.pdf,yes,,,,none,ordinance,2019-09-01,,2020-01-17,
2019-09-01,2019-09-10,2019-09-10,"A RESOLUTION OF THE MAGNA METRO TOWNSHIP COUNCIL AMENDING POLICY #2 — PURCHASING, CONTRACTING, AND PROCUREMENT ADDING AN ARTICLE TO THE POLICY TO INCLUDE THE USE OF APPROVED VENDORS FOR THE PURCHASE OF PRODUCTS AND SERVICES",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/resolutions/documents/1579296725_Resolution%2019-09-01.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_19-09-01.pdf,no,Unanimous Pass,2019-09-10,5,high,resolution,2019-09-01,,2020-01-17,number cited in recorded motion
2019-09-02,2019-09-24,2019-09-24,"A RESOLUTION OF THE MAGNA METRO TOWNSHIP COUNCIL | ADOPTING AMENDMENT #1 TO THE MASTER INTERLOCAL COOPERATION AGREEMENT BETWEEN MAGNA, SALT LAKE COUNTY, THE GREATER SALT LAKE MUNICIPAL SERVICES | DISTRICT, ET.AL., CLARIFYING THE ROLES AND RELATIONSHIPS FOR THE PROVISION OF CERTAIN MUNICIPAL ADMINIST",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/resolutions/documents/1579297681_Resolution%2019-09-02.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_19-09-02.pdf,no,Unanimous Pass,2019-09-24,2,high,resolution,2019-09-02,,2020-01-17,number cited in recorded motion
2019-09-03,2019-09-24,2019-09-24,"A RESOLUTION OF THE MAGNA METRO TOWNSHIP COUNCIL ADOPTING AMENDMENT #2 TO THE MASTER INTERLOCAL COOPERATION AGREEMENT BETWEEN MAGNA, SALT LAKE COUNTY, THE GREATER SALT LAKE MUNICIPAL SERVICES",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/resolutions/documents/1579298106_Resolution%2019-09-03.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_19-09-03.pdf,no,Unanimous Pass,2019-09-24,3,high,resolution,2019-09-03,,2020-01-17,number cited in recorded motion
2019-09-04,2019-09-24,2019-09-24,"A RESOLUTION OF THE MAGNA METRO TOWNSHIP COUNCIL ADOPTINGAN INTERLOCAL COOPERATION AGREEMENT | BETWEEN MAGNA AND SALT LAKE COUNTY, ET.AL., FOR | ADDRESSING SERVICES",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/resolutions/documents/1579298809_Resolution%2019-09-04.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_19-09-04.pdf,no,Unanimous Pass,2019-09-24,4,high,resolution,2019-09-04,,2020-01-17,number cited in recorded motion
2019-09-05,2019-09-24,2019-09-24,"A RESOLUTION OF THE MAGNA METRO TOWNSHIP COUNCIL | ADOPTING, AND APPROVING FOR USE BY THE MUNICIPALITY, | THE MAGNA VISION AND MISSION STATEMENTS RECOMMENDED BY THE MAGNA LONG-RANGE STRATEGIC PLANNING COMMITTEE",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/resolutions/documents/1579299789_Resolution%2019-09-05.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_19-09-05.pdf,no,Unanimous Pass,2019-09-24,5,high,resolution,2019-09-05,,2020-01-17,number cited in recorded motion
2019-09-06,2019-09-24,2019-09-24,A RESOLUTION OF THE MAGNA METRO TOWNSHIP COUNCIL APPROVING THE 3500 SOUTH AND 9200 WEST BRIDGE LICENSE AGREEMENTS BETWEEN MAGNA AND THE UTAH-SALT LAKE CANAL COMPANY,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/resolutions/documents/1579300027_Resolution%2019-09-06.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_19-09-06.pdf,no,Unanimous Pass,2019-09-24,6,high,resolution,2019-09-06,,2020-01-17,number cited in recorded motion
2019-10-01,2019-10-08,2019-10-08,"A RESOLUTION OF THE MAGNA METRO TOWNSHIP COUNCIL APPROVING A DECISION, IF MADE BY THE BOARD OF TRUSTEES OF THE SALT LAKE VALLEY LAW ENFORCEMENT SERVICE AREA (SLVLESA) FOLLOWING PROCESSES REQUIRED BY UTAH LAW, TO INCREASE SLVLESA BUDGETED PROPERTY TAX REVENUES BY 3% FOR CALENDAR YEAR 2020 WHICH WOULD",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/resolutions/documents/1579300723_Resolution%2019-10-01.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_19-10-01.pdf,no,Unanimous Pass,2019-10-08,2,high,resolution,2019-10-01,,2020-01-17,number cited in recorded motion; header DATE 2019-09-19 differs from motion date (source typo?)
2019-11-01,2019-11-12,2019-11-12,A RESOLUTION OF THE MAGNA METRO TOWNSHIP COUNCIL APPROVING THE 2020 MAGNA METRO TOWNSHIP TENTATIVE BUDGET AND SETTING THE PUBLIC HEARING FOR PUBLIC COMMENT AND A POSSIBLE FINAL ADOPTION OF THE BUDGET,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/resolutions/documents/1579301262_Resolution%2019-11-01.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_19-11-01.pdf,no,Unanimous Pass,2019-11-12,3,high,resolution,2019-11-01,,2020-01-17,number cited in recorded motion
2019-11-02,2019-11-12,2019-11-12,A RESOLUTION OF THE MAGNA METRO TOWNSHIP COUNCIL APPROVING AND ADOPTING THE 2019 MAGNA METRO TOWNSHIP COUNCIL REGULAR MEETING SCHEDULE,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/resolutions/documents/1579301665_Resolution%2019-11-02.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_19-11-02.pdf,no,Unanimous Pass,2019-11-12,4,high,resolution,2019-11-02,,2020-01-17,number cited in recorded motion
2019-11-04,2019-11-26,2019-11-26,A RESOLUTION OF THE MAGNA METRO TOWNSHIP COUNCIL ADOPTING THE 2020 MAGNA METRO TOWNSHIP TENTATIVE BUDGET,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/resolutions/documents/1579302225_Resolution%2019-11-04.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_19-11-04.pdf,no,Unanimous Pass,2019-11-26,7,high,resolution,2019-11-04,,2020-01-17,number cited in recorded motion
2019-11-05,2019-11-26,2019-11-26,A RESOLUTION ADOPTING THE 2020 MAGNA CONSOLIDATED FEE SCHEDULE FOR MAGNA,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/resolutions/documents/1579303708_Resolution%2019-11-05.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_19-11-05.pdf,no,Unanimous Pass,2019-11-26,8,high,resolution,2019-11-05,,2020-01-17,number cited in recorded motion
2019-11-06,2019-11-26,2019-11-26,A RESOLUTION OF THE MAGNA METRO TOWNSHIP COUNCIL APPROVING AND ADOPTING THE REVISED AND RESTATED INTERLOCAL COOPERATION AGREEMENT BETWEEN PUBLIC ENTITIES TO CREATE AND GOVERN THE UNIFIED FIRE AUTHORITY,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/resolutions/documents/1579632215_Resolution%2019-11-06.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_19-11-06.pdf,no,Unanimous Pass,2019-11-26,9,high,resolution,2019-11-06,,2020-01-21,number cited in recorded motion
