referral_id,confidence,match_method,primary_body,related_body,gap_days,related_application_id,related_date,related_title,primary_application_id,primary_date,primary_title,shared_address,subject_score,note
18,medium,subject,Council,PlanningCommission,75,226,2021-06-24,to APPROVE the zone text change amending Fencing Section and 18.155.080. Commissioner Lefgren,47,2021-09-07,"that the Riverton City Council adopt Ordinance No. 21- 24 – Amending Section 18.155.080, Addressing Standards for Fencing Between Non- Compatible Uses. Councilmember Stewart",,0.613,
60,medium,subject,Council,PlanningCommission,12,511,2026-04-23,recommend APPROVAL of the proposed inclusion of the Water Conservation and Efficiency Standards as an element of the Riverton City General Plan. Commissioner Cluff,121,2026-05-05,"adopt Ordinance No. 26-08 – Adoption of Water Conservation Element of General Plan, Correcting the previously adopted Water Conservation and Efficiency Standard to be included, as an element of the General Plan. Councilmember Smith",,0.614,
50,medium,subject,Council,PlanningCommission,26,422,2024-12-12,"recommend APPROVAL of Application PLZ-24-4008, “Sycamore Glen South Rezone,” to change the General Plan designation to High-Density Residential and rezone a 1.04-Acre Parcel located at 11851 South Redwood Road to RM-14 SD with the SD Adjustments of: 1. Minimum lot size of one acre. 2. Up to 10 units total, no more than five contiguous units. 3. Other zoning regulations to be consistent with the standards applied to the Sycamore Glen Townhomes. Commissioner Beck",101,2025-01-07,"adopt Ordinance No. 25-02 – Sycamore Glen South Rezone, Rezone of approximately 1.04-acres located at 118551 South Redwood Road from RR-22 (Residential ½ acre) to RM-14-SD. Councilmember McDougal",,0.617,
7,medium,subject,Council,PlanningCommission,64,166,2020-08-13,"deny the Zone Text Change for distance regulations on gasoline service stations, removing the limitation of a maximum of two within 1,000 feet. The motion was",19,2020-10-16,"adopt Ordinance No. 20-25 - Amending Section 18.90.010, and 18.85.030(12) Distance Regulations on Gasoline Service Stations, a max of two within 1,000 feet unless separated by a roadway of at least seven lanes. Councilmember Buroker",,0.621,
55,medium,subject,Council,PlanningCommission,54,440,2025-03-13,TABLE PLZ-25-4001 “DAI – McKenzie Development Agreement.” Commissioner Rushton,110,2025-05-06,TABLE Ordinance No. 25-15 – DAI Development Agreement. Councilmember Buroker,,0.642,
45,medium,subject,Council,PlanningCommission,12,405,2024-08-22,"APPROVE PLZ-24- 5005, the Code Text amending Section 18.135.200 of the Riverton City Land Use and Development Code to clarify the maximum duration and frequency for temporary commercial uses subject to the following changes: 1. Allowing up to 100 days for summer seasonal food establishments. 2. The duration for new temporary commercial uses would be aligned with the current conditional use permit duration for existing businesses in the City. The motion was",93,2024-09-03,"DENY Ordinance 24-18 – Code Text Amendment, Amending Section 18.135.200, Regulating Permits for Temporary Commercial Uses. Councilmember McCay",,0.676,
49,medium,subject,Council,PlanningCommission,26,421,2024-12-12,"recommend APPROVAL of application PLZ-24-4009, “Riverton Under Car Properties Rezone,” to rezone a 0.88-acre parcel located at 2284 West 12600 to C-G (Gateway Commercial). Commissioner Cluff",100,2025-01-07,"adopt Ordinance No. 25-01 – Riverton Under Car Properties LLC, Rezone of approximately 0.88-acres located at 2284 West 12600 South from RR-22 (Residential ½-acre min) to C-G (Gateway Commercial). Councilmember McCay",,0.69,
10,medium,subject,Council,PlanningCommission,40,198,2021-03-11,"recommend APPROVAL of the Ordinance amendments to Section 18.120, Elderly Housing Overlay Zone, 18.90 Table of Commercial Uses, and Conditional Uses sections within the commercial zones, with the following modifications and amendments: 1. Incorporating pertinent Commission comments from the Commission and having detailed minutes for review at a later time. Commissioner Brown",35,2021-04-20,"approve Ordinance No. 21-10 – Amending and Updating Section 18.120, Elderly Housing Overlay Zone, 18.90 Table of Commercial Uses and Conditional Uses Sections within the Commercial Zones as Described in Exhibit A. Councilmember Buroker",,0.721,
8,medium,subject,Council,PlanningCommission,26,175,2020-10-22,"to recommend APPROVAL of the Zone Text Change to Section 18.90, Table of Commercial Uses by removing the line that describes “Auto Glass Repair and Retail” and amending the next line to read “Automobile Repair Related Services including Glass Repair and Retail and Tire Sales and Repair”. Commissioner Hartley",21,2020-11-17,"adopt Ordinance No. 20-27 - Amending Section 18.90.10, Table of Commercial Uses, combining “Auto glass repair and retail” the “Automobile repair and related services line” and adding “tire repair and retail” with the uses as listed for “Automobile repair”. Councilmember Wells",,0.723,
6,medium,subject,Council,PlanningCommission,173,139,2020-03-12,to recommend approval of PLZ-20-5004 amending Section 18.145.100 of the Zoning Ordinance be amended as shown in the attached exhibit. The motion was,13,2020-09-01,adopt Ordinance No. 20-15 - Amending Section 18.145.100 of the Zoning Ordinance as shown on the attached Exhibit “A”. Council Member McDougal,,0.74,
52,medium,subject,Council,PlanningCommission,26,431,2025-01-09,"recommend APPROVAL of the Historic Sites Ordinance Text Amendment, Application, PLZ-25-5001, Amending Section 18.63.040, Riverton Historic Sites List, regulating minimum age of potential sites and designation plaque criteria. Commissioner Cluff",103,2025-02-04,"adopt Ordinance No. 25-04 – Amending Section 18.63.040, “Riverton Historic Sites List,” Amendments Proposed by Riverton City. Councilmember McDougal",,0.745,
58,medium,subject,Council,PlanningCommission,5,499,2026-02-26,"recommend APPROVAL of the amended 2nd Amendment to the Mountain View Place Development Agreement, subject to the following: Conditions: 1. The Development Agreement be amended to allow a total of 302 residential units. Commissioner Matheson",119,2026-03-03,"approve Resolution No. 26-11, amending the 2nd Amendment to the Mountain View Place Development Agreement with the following change: 1. The development agreement be amended to allow a total of 302 residential units. Councilmember Pierucci",,0.835,
5,low,address,Council,PlanningCommission,117,128,2020-01-23,"to recommend DENIAL of Application PLZ-19-4015 rezoning properties located near 11845 South Redwood Road as shown on the attached Proposed Zoning Map and keeping the properties zoned RR-22, C-N, and C-PO. Mr. Morton addressed the Commission but was off mic and inaudible. Commissioner Rushton remarked that the owner has a right to develop the parcel, and the neighbors recognize his right. There is an opportunity to develop the property with specific protection of the wetlands",10,2020-05-19,"adopt Ordinance No. 20-13 - Rezoning approximately 12.8 acres located at 11845 South Redwood Road from C-N, RR- 22, and R-3 to RM-6-SD, with SD designations as described in Exhibit “A” and to direct staff to identify and implement solutions up to and including (Amendment proposed by Council Member Stewart) the closure of Melba Lane on either the east or west end upon completion of Laurel Chase. This closure should be reviewed after one year. I also move that Riverton explore options with UDOT to extend the medium south on redwood road making Melba Lane a right in right out if the closure of Me",11845 s redwood,0.055,
51,low,address,Council,PlanningCommission,54,418,2024-11-14,"recommend DENIAL of Application PLZ-24-4006 to amend the General Plan and rezone 0.96 acres located at 3516 West 12600 South, thus keeping the property designated as Estate Density Residential in the General Plan and keeping the current zoning of R-1 (One Acre Lots). Commissioner Cluff suggested an amendment to the motion to include Chair Matheson’s recommendation because she believes that with future increased traffic, homes along 12600 South may not have appeal for residential uses. She was in favor of denying the application but believed the City Council should consider revising the General",102,2025-01-07,"DENY Ordinance No. 25-03 – Pelaez Rezone, Amending the General Plan Designation ad Zoning for Approximately 0.96-acres located at 3516 West 12600 South from R-1 Residential Zone to C-G (Commercial Gateway) Zone. Councilmember Buroker",3516 w 12600 s,0.064,
26,low,address,Council,PlanningCommission,61,258,2021-11-18,"to recommend DENIAL of PLZ-21-4008 Rezone of 1.93 acres of land located at 12317 and 12325 South Redwood Road, thus keeping the zoning as RR-22. Commissioner Brown asked if further review into the surrounding traffic could be conducted prior to site plan approval. Mr. Prestwich stated that it could be continued or tabled until further review or until a recommendation is forwarded on to the City Council and include a recommendation that some sort of traffic analysis be included",58,2022-01-18,"that the Riverton City Council adopt Ordinance No. 22-04 rezoning approximately 1.93 acres of land located at 12317 and 12325 South Redwood Road to RM-6-SD, with the following Specific Development designations: 1) properties along the north boundary shall be no more than four lots and line up as closely as possible with the existing lots to the north. 2) a solid masonry fence will be installed along the south property line prior to issuance of any building permits on the property. And directs staff to prepare a development agreement to be executed prior to subdivision approval requiring histor",12325 s redwood,0.073,
13,low,address,Council,PlanningCommission,19,212,2021-05-13,to APPROVE Application PLZ 21-5005 General Plan Amendment and rezone of 5.91 acres of land located near 12900 South 1830 West and City Council work with Staff to review an SD recommendation attached to the zoning. Commissioner Cannon,40,2021-06-01,"adopt Ordinance No. 21-14, General Plan Amendment and Rezone of 5.91 acres of land located near 12900 South 1830 West, changing the General Plan Designation to Medium-High Density Residential and the Zoning to RM-6-SD, with the following designations: 1. Development of the property shall be limited to the individual lot detached units only and Page | 8 Minutes – City Council Meeting June 1, 2021 2. Units shall be rambler style and will allow for a bonus room. Councilmember Wells and Mr. Lethbridge had discussion on height restrictions and rambler style and bonus room. Councilmember Stewart sai",12900 s 1830 w,0.086,
47,low,address,Council,PlanningCommission,33,411,2024-10-10,"forward a recommendation of DENIAL of Application PLZ-24-6001, adopting the Development Agreement for 2682 West 13400 South, thus keeping the existing R-2 Single Family Zoning. Commissioner Cluff",97,2024-11-12,"DENY Ordinance No. 24-21 – Page | 11 Minutes – City Council Meeting November 12, 2024 Development Agreement for 2682 West 13400 South, establishing requirements, standards, and parameters for development of approximately .32 acres located at 2682 West 13400 South, with zoning set to RM-6 and allowing up to three (3) attached units on that property. Councilmember Pierucci",2682 w 13400 s,0.119,
25,low,address,Council,PlanningCommission,26,265,2021-12-09,"recommend APPROVAL of Application PLZ-21-4012, for 4.07-acres at 2356 West 11800 South, thus amending the General Plan to Medium-Density Residential and changing the Zoning to R-4 (Single-family residential, 10,000 square-foot lots) with the recommendation that the applicant communicate with the property owner to the west to create a solution for the access road. Commissioner Brown",57,2022-01-04,"that the Riverton City Council adopt Ordinance No. 22-03 – General Plan Amendment and Rezone of Approximately 4.07-Acres at 2356 West 11800 South from RR-22 to R-4 SD Single Family Residential with 10,000 Sf Minimum Lot Size, with the SD designation that the lots adjacent to the creek channel shall be at least one- third acre, and directs staff to prepare a development agreement including shared access requirements with the adjacent properties to the west, to be executed before subdivision approval may be granted. Councilmember McDougal",2356 w 11800 s,0.156,
33,low,address,Council,PlanningCommission,26,304,2022-08-25,"recommend APPROVAL of Application PLZ-22-4007 ""AFCU Rezone"" of 7.93-acres of land, located at 12653 South 3600 West, thus changing the Zoning to C-G (Gateway Commercial). Chair Cluff",69,2022-09-20,"adopt Ordinance No. 22-21 – America First Credit Union Rezone, 7.93 acres at 12653 South 3600 West. Proposed Rezone from C-PO to C-G. Councilmember Buroker",12653 s 3600 w,0.157,
15,low,address,Council,PlanningCommission,68,212,2021-05-13,to APPROVE Application PLZ 21-5005 General Plan Amendment and rezone of 5.91 acres of land located near 12900 South 1830 West and City Council work with Staff to review an SD recommendation attached to the zoning. Commissioner Cannon,43,2021-07-20,"Reconsider Ordinance No. 21-14, General Plan Amendment and Rezone of 5.91 acres located near 12900 South 1830 West, changing the General Plan Designation to Medium-High Density Residential and the Zoning to RM-6-SD to be reconsidered on August 3. Councilmember McDougal",12900 s 1830 w,0.18,
24,low,address,Council,PlanningCommission,26,264,2021-12-09,"that Planning Commission recommend APPROVAL of Application PLZ-21-4010, for 0.50 acres of land located at 1933 West 11800 South, thus amending the General Plan to Medium-Density Residential and changing the Zoning to R-4 (Single-family residential, 10,000-square foot lots). Commissioner Breinholt",56,2022-01-04,"that the Riverton City Council adopt Ordinance No. 22-02 – Bergstrom Rezone, General Plan Amendment to Medium Density Residential and rezone Page | 4 Minutes – City Council Meeting January 4, 2022 of 0.50-acres at 1933 West 11800 South from RR-22 to R-4 of 0.50-acres at 1933 West 11800 South. Councilmember McDougal",1933 w 11800 s,0.182,
16,low,address,Council,PlanningCommission,96,212,2021-05-13,to APPROVE Application PLZ 21-5005 General Plan Amendment and rezone of 5.91 acres of land located near 12900 South 1830 West and City Council work with Staff to review an SD recommendation attached to the zoning. Commissioner Cannon,45,2021-08-17,"that the Riverton City Council adopt Ordinance No. 21- 14 General Plan Amendment and Rezone of 5.91 acres located near 12900 South 1830 West, changing the General Plan Designation to Medium-High Density Residential and Page | 7 Minutes – City Council Meeting August 17, 2021 the Zoning to RM-6-SD, eliminating designation #2. Councilmember Buroker",12900 s 1830 w,0.185,
43,low,address,Council,PlanningCommission,26,388,2024-05-23,"recommend APPROVAL of Application PLZ-24-4003, for the rezoning of 1.06 acres located at 3807 West 11800 South by adding the Elderly Housing Overlay (“EHOV”), subject to the following conditions: 1. The property will be limited to no more than four (4) lots, with one (1) unit per lot allowed. 2. Infrastructure within the project area, including access and utilities, shall be private, and in compliance with all City codes and standards. 3. The property and units shall be deed-restricted to ownership individuals aged 55 or older. 4. Units within the property shall include a minimum of four (4) """,89,2024-06-18,"adopt Ordinance No. 24-11 rezoning 1.06-acres located at 3807 West 11800 South to R-4/SD with the following designations: 1. The property will be limited to no more than four (4) lots, with one (1) unit per lot allowed. 2. The lots will be configured as close to 10,000 sf as possible. 3. The lots will comply with all other standards of the R-4 zone, including setbacks. 4. A five (5) foot internal side-yard setback is allowed. 5. Front setbacks shall be measured to property line. 6. Units are limited to single story, with an upper bonus room allowed. Councilmember McCay",3807 w 11800 s,0.199,
11,low,address,Council,PlanningCommission,40,200,2021-03-25,to recommend DENIAL of Application PLZ-21-5003 changing the General Plan Designation of the 8.9-acre parcel located at 11850 South 3600 West thus keeping the current “Low-Density Residential” designation with the following condition: 1. The applicant can return once the Elderly Housing Designation has been approved and is available. Commissioner Cluff,38,2021-05-04,"approve General Plan Amendment & Rezone, 8.9 Acres Located At 11850 S 3600 W, Amending the General Plan from Low Density Residential to Medium Density Residential, And Rezoning The Property From C-N To RM-6/EHOV. Councilmember Buroker",11850 s 3600 w,0.527,
1,low,address,Council,PlanningCommission,26,128,2020-01-23,"to recommend DENIAL of Application PLZ-19-4015 rezoning properties located near 11845 South Redwood Road as shown on the attached Proposed Zoning Map and keeping the properties zoned RR-22, C-N, and C-PO. Mr. Morton addressed the Commission but was off mic and inaudible. Commissioner Rushton remarked that the owner has a right to develop the parcel, and the neighbors recognize his right. There is an opportunity to develop the property with specific protection of the wetlands",5,2020-02-18,"remand Application PLZ-19-4015, the proposed rezoning of properties located near 11845 South Redwood Road as shown on the attached zoning map from RR-22, C-N and C-PO to RM-6 SD, to the Planning Commission for further consideration in a public hearing. Council Member Wells",11845 s redwood,0.598,
28,low,address,Council,PlanningCommission,-23,276,2022-02-24,"APPROVE PLZ-21-2048 “Scooters Coffee” a commercial drive-thru business, to be located at 3479 West 12600 South with the following conditions: 1. The applicant shall make a site plan application that meets City ordinance and is approved by the Planning Commission in a public hearing. 2. The site shall utilize shared access points and/or cross-access easements with the other Commercially Zoned properties at the southeast corner of 12600 South and 3600 West. 3. Lighting shall be directed away from the residential uses to the south as reviewed and approved by the Planning Commission with a site pl",59,2022-02-01,"that the Riverton City Council adopt Ordinance No. 22-06 – Scooters Rezone, Proposed Rezone of 0.51-acres located at 3479 West 12600 South, from C-N to C-G. Councilmember Stewart",3479 w 12600 s,0.701,
27,high,address+subject,Council,PlanningCommission,19,269,2022-01-13,"recommend APPROVAL of Application PLZ-21-4013 rezone of approximately 0.51-acres of land located at 3479 West 12600 South and recommend changing the zone to C-G, Commercial Gateway. Commissioner Brown",59,2022-02-01,"that the Riverton City Council adopt Ordinance No. 22-06 – Scooters Rezone, Proposed Rezone of 0.51-acres located at 3479 West 12600 South, from C-N to C-G. Councilmember Stewart",3479 w 12600 s,0.233,
32,high,address+subject,Council,PlanningCommission,26,295,2022-06-23,"recommend APPROVAL of Application PLZ-22-4006 Rezone of 2.61-acres of land located at 12984 South 4490 West, thus changing the Zoning to R-3 (14,000-SF lots). Commissioner Cannon",67,2022-07-19,"that the Riverton City Council adopt Ordinance No. 22-19 – Hughes and Hubbard Rezone, Rezone of 2.61 Acres Located at 12984 South 4490 West From RR-22 to R-3 (Single-family Residential with 14,000 sf Minimum Lot Size). Councilmember Stewart",12984 s 4490 w,0.234,
46,high,address+subject,Council,PlanningCommission,19,407,2024-09-12,"recommend DENIAL of Application PLZ-24-4005, for rezoning 1.5 acres located at 13191, 13171, and 13153 South Redwood Road, thus keeping the property designated as Low-Density Residential in the General Plan and keeping the current zoning of RR-22 (0.5-acre lots). Commissioner Beck",95,2024-10-01,"DENY Ordinance No. 24-20 – Beckstead Manor, Rezone of approximately 1.5-acres located at 13191, 13171, and 13153 South Redwood Road from RR-22 (Residential low-density, .5-acre min) to RM-18 (Residential high-density, 18 units per acre) and General Plan to High Density Residential. Councilmember Pierucci",13153 s redwood,0.517,
30,high,address+subject,Council,PlanningCommission,19,280,2022-04-14,"recommend APPROVAL of Application PLZ-22-4003, rezoning 2.62-acres located near 1768 West 13400 South, to change the zoning to R-4 (Single-Family Residential with 10,000 square-foot lots). Commissioner Matheson",65,2022-05-03,"that the Riverton City Council DENY Ordinance No. 22-14 – Cardenas Rezone, Rezone of approximately 2.62-acres located near 1768 West 13400 South from RR-22 to R-4. Councilmember McDougal",1768 w 13400 s,0.518,
29,high,address+subject,Council,PlanningCommission,40,277,2022-03-10,"recommend APPROVAL of Application PLZ-22-4002, for 3.79-acres at 4623 West 12600 South, proposed Rezone to Commercial Gateway (C-G) Zone, consistent with the provisions of the Western Springs Specific Plan. Commissioner Breinholt",64,2022-04-19,"that the Riverton City Council adopt Ordinance No. 22-13 – Perry Rezone, Approximately 3.79-Acres at 4623 West 12600 South, From SP- Commercial to Commercial Gateway. Councilmember McDougal",4623 w 12600 s,0.567,
38,high,address+subject,Council,PlanningCommission,26,340,2023-02-23,recommend APPROVAL of Application PLZ-23-4001 to rezone 0.91 acres located at 4141 West 13400 South and change the zoning to C-R (Regional Commercial). Commissioner Matheson,79,2023-03-21,that the Riverton City Council adopt Ordinance No. 23-06 – Butterfield Rezone – Proposed Rezone of Approximately 0.91-Acres Located at 4141 West 13400 South From R-1 to C-R (Commercial Regional). Councilmember Pierucci,4141 w 13400 s,0.582,
2,high,address+subject,Council,PlanningCommission,26,129,2020-01-23,"to recommend DENIAL of Application PLZ-19-4015 rezoning properties located near 11845 South Redwood Road as shown on the attached Proposed Zoning Map and keeping the properties zoned RR-22, C-N and C-PO based on conflict with the existing Master Plan and the character of the neighborhood. Commissioner James",5,2020-02-18,"remand Application PLZ-19-4015, the proposed rezoning of properties located near 11845 South Redwood Road as shown on the attached zoning map from RR-22, C-N and C-PO to RM-6 SD, to the Planning Commission for further consideration in a public hearing. Council Member Wells",11845 s redwood,0.598,
22,high,address+subject,Council,PlanningCommission,19,254,2021-10-28,"to recommend DENIAL of Application PLZ-21-4007 General Plan Amendment and Rezone 5.95 acres of land located at 12261 South 4000 West, thus keeping the General Plan Designation of “Low-Density Residential” and the Zoning as R-3 (14,000 square foot lots). Commissioner Lefgren",51,2021-11-16,"that the Riverton City Council DENY Ordinance No. 21- 29 - General Plan Amendment and Rezone of 5.95-acres Located At Approximately 12261 South 4000 West from ""Low Density Residential"" and Zone R-3 to ""Medium-High Density Residential"" and Zone RM-6. Councilmember Wells",12261 s 4000 w,0.603,
31,high,address+subject,Council,PlanningCommission,19,287,2022-04-28,"recommend APPROVAL of Application PLZ-22-4004, for changing the General Plan Designation and Zoning of 3.25 acres located near 11944 South 3600 West, thus changing the General Plan Designation to Medium-High Density Residential and changing the zoning RM-6. The motion was",66,2022-05-17,"that the Riverton City Council adopt Ordinance No. 22- 15 – Kunz Rezone, General Plan Amendment & Rezone of Approximately 3.25-Acres Located at 11944 South 3600 West from the General Plan Designation to Low Density Residential to Medium-High Density Residential, and Zoning from R-3 to RM-6. Councilmember McCay",11944 s 3600 w,0.612,
35,high,address+subject,Council,PlanningCommission,33,320,2022-10-13,"recommend APPROVAL of Application PLZ-22-4009, Funaro General Plan Amendment, and Rezone for 0.5 acres at 1794 West 11800 South proposed Rezone to the R-4 zone. Commissioner Matheson",73,2022-11-15,"that the Riverton City Council adopt Ordinance No. 22-24 – Funaro Rezone and General Plan Amendment, Proposed Amendment of the General Plan to Medium Density Residential and the Zoning from RR-22 to R-4 for 0.5 acres at 1794 West 11800 South. Councilmember Wells",1794 w 11800 s,0.615,
12,high,address+subject,Council,PlanningCommission,40,201,2021-03-25,"to recommend APPROVAL of Application PLZ-21-5003 changing the General Plan Designation of the 8.9-acre parcel located at 11850 South 3600 West from “Low-Density Residential” to “Medium-High Density Residential” with a maximum of six units per acre or RM-6, which is in line with Elderly Housing Overlay when adopted. Commissioner Breinholt",38,2021-05-04,"approve General Plan Amendment & Rezone, 8.9 Acres Located At 11850 S 3600 W, Amending the General Plan from Low Density Residential to Medium Density Residential, And Rezoning The Property From C-N To RM-6/EHOV. Councilmember Buroker",11850 s 3600 w,0.628,
48,high,address+subject,Council,PlanningCommission,19,417,2024-11-14,"recommend APPROVAL of Application PLZ-24-4007, “Roberts Rezone,” by rezoning a 0.91-acre parcel located at 4191 West 13400 South to C-R (Regional Commercial). Commissioner Cluff",99,2024-12-03,"adopt Ordinance No. 24-27 – Roberts Rezone, rezone of approximately 0.91-acres located at 4191 West 13400 South from R-1 (Residential 1-acre min) to C-R (Regional Commercial). Councilmember McCay",4191 w 13400 s,0.645,
41,high,address+subject,Council,PlanningCommission,26,386,2024-04-25,"recommend APPROVAL of PLZ-24-4001, “Homestead 2 Rezone” for rezoning 9.26 acres at 12701 South 3600 West, to zoning RM-6 (Residential Medium-Density). The motion was",87,2024-05-21,"adopt Ordinance No. 24-07 – Homestead 2 Rezone, Proposed rezone of approximately 9.26-acres located at 12701 South 3600 West from RR-22 and C-PO with an Elderly Housing Overlay/Special Designations to RM-6 (Residential Medium-Density). Councilmember Buroker",12701 s 3600 w,0.692,
20,high,address+subject,Council,PlanningCommission,26,243,2021-09-09,"to recommend DENIAL of the requested General Plan Amendment and Rezone to R-4 of two acres of land located at 12984 South Sunday Drive and recommend APPROVAL of the rezone of the property to R-3 (14,000 square- foot lots) consistent with the current General Plan designation of “Low-Density Residential”. Commissioner Brown",49,2021-10-05,"that the Riverton City Council adopt Ordinance No. 21- 26 – denying the requested General Plan Amendment and Rezone to R-4 of 2.0 acres located at 12984 South Sunday Drive, but rezoning the property to R-3 (14,000-sf minimum lots), consistent with the current General Plan Designation of “Low Density Residential,” as shown in Exhibit “A.” Councilmember Wells",12984 s sunday,0.713,
53,high,address+subject,Council,PlanningCommission,19,435,2025-02-13,"recommend APPROVAL of Application PLZ-25-4002 “Joseph White Rezone”, by rezoning a 0.81-acre parcel located at 11968 South Redwood Road to C-G (Commercial Gateway). Commissioner Cannon",106,2025-03-04,"adopt Ordinance No. 25-06 – Joseph White Rezone, Rezone of approximately 0.81-acres located at 11968 South Redwood Road from C-N (Commercial Neighborhood) to C-G (Commercial Gateway). Councilmember McCay",11968 s redwood,0.727,
