year,election_type,contest,jurisdiction_slug,office,district,seats,candidate,party,votes,rank_in_contest,n_precincts,suppressed,source_file,rcv,rcv_final_winner,official_total
2017,municipal general,Lindon City Council - 4 year term,,Council,,2,Desiree Green,,516,3,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Mapleton City Council,,Council,,2,Therin Garrett,,1460,3,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Payson City Council,,Council,,2,Larry Skinner,,1448,3,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Pleasant Grove City Council,,Council,,2,Blaine Thatcher,,2845,3,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Salem City Council,,Council,,2,Tim Degraw,,664,3,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Santaquin City Council,,Council,,2,David Hathaway,,717,3,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Saratoga Springs City Council,,Council,,2,Leah Hansen,,1071,3,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Spanish Fork City Council,,Council,,2,Dennis R. Sorensen,,2259,3,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Springville City Council,,Council,,2,Brett Nelson,,2984,3,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,American Fork City Council,,Council,,2,Jeffrey Shorter,,1532,4,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Eagle Mountain City Council,,Council,,2,Matt Visser,,995,4,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Highland City Council,,Council,,2,Christopher Kemp,,1296,4,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Payson City Council,,Council,,2,Scott Phillips,,1361,4,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Pleasant Grove City Council,,Council,,2,Ben Stanley,,2591,4,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Salem City Council,,Council,,2,Garrett McLean Jones,,660,4,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Santaquin City Council,,Council,,2,Tina M. Farnsworth,,460,4,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Springville City Council,,Council,,2,Gene Stulce,,696,4,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Alpine Mayor,,Mayor,,1,Troy Stout,,1606,1,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,American Fork Mayor,,Mayor,,1,Brad Frost,,3935,1,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Cedar Hills Mayor,,Mayor,,1,Jenney Rees,,1462,1,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Eagle Mountain Mayor,,Mayor,,1,Tom Westmoreland,,1845,1,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Elk Ridge Mayor,,Mayor,,1,Ty H. Ellis,,410,1,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Genola Mayor,,Mayor,,1,Marty Larson,,258,1,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Highland Mayor,,Mayor,,1,Rod Mann,,2061,1,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Lindon Mayor,,Mayor,,1,Jeff Acerson,,1932,1,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Mapleton Mayor,,Mayor,,1,Dallas Hakes,,1939,1,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Payson Mayor,,Mayor,,1,Bill Wright,,2332,1,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Pleasant Grove Mayor,,Mayor,,1,Guy L. Fugal,,4848,1,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Salem Mayor,,Mayor,,1,Kurt L Christensen,,1186,1,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Santaquin Mayor,,Mayor,,1,Kirk F. Hunsaker,,1305,1,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Saratoga Springs Mayor,,Mayor,,1,Jim Miller,,1956,1,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Spanish Fork Mayor,,Mayor,,1,Steve Leifson,,3541,1,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Springville Mayor,,Mayor,,1,Richard Child,,3396,1,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Alpine Mayor,,Mayor,,1,Sheldon G. Wimmer,,1445,2,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,American Fork Mayor,,Mayor,,1,Carlton E. Bowen,,1177,2,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Eagle Mountain Mayor,,Mayor,,1,Stephanie Gricius,,1217,2,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Elk Ridge Mayor,,Mayor,,1,Melanie Hoover,,265,2,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Highland Mayor,,Mayor,,1,Jessie J. Schoenfeld,,1676,2,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Mapleton Mayor,,Mayor,,1,Brian Wall,,1173,2,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Payson Mayor,,Mayor,,1,Mike Hardy,,977,2,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Pleasant Grove Mayor,,Mayor,,1,Cyd LeMone,,2796,2,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Salem Mayor,,Mayor,,1,Soren K. Christensen,,851,2,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Saratoga Springs Mayor,,Mayor,,1,Craig W. Parry,,528,2,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Spanish Fork Mayor,,Mayor,,1,Chad Argyle,,2082,2,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Springville Mayor,,Mayor,,1,Craig Conover,,2146,2,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Salem Mayor,,Mayor,,1,Joshua Wilford Thayer,,29,3,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Lehi City Council,lehi,Council,,2,Chris Condie,,5310,1,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Lehi City Council,lehi,Council,,2,Paul C. Hancock,,4691,2,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Lehi City Council,lehi,Council,,2,Bailey Holmes,,3308,3,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Lehi City Council,lehi,Council,,2,Sean Williams,,2225,4,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Lehi Mayor,lehi,Mayor,,1,Mark I. Johnson,,4535,1,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Lehi Mayor,lehi,Mayor,,1,Bert Wilson,,3938,2,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Orem City Council,orem,Council,,3,Brent Sumner,,8549,1,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Orem City Council,orem,Council,,3,Tom Macdonald,,8465,2,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Orem City Council,orem,Council,,3,David M. Spencer,,7653,3,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Orem City Council,orem,Council,,3,Annette Harkness,,5956,4,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Orem City Council,orem,Council,,3,Murray Low,,5257,5,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Orem City Council,orem,Council,,3,Melodee Andersen,,4245,6,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Orem City Council,orem,Council,,3,Tommy Williams,,18,7,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Orem Mayor,orem,Mayor,,1,Richard F. Brunst Jr.,,9737,1,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Orem Mayor,orem,Mayor,,1,Hans V. Andersen,,5011,2,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Provo City Council D2,provo,Council,,1,George Handley,,780,1,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Provo City Council D5,provo,Council,,1,David Harding,,850,1,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Provo City Council D2,provo,Council,,1,David Clark,,598,2,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Provo City Council D5,provo,Council,,1,Tinesha Zandamela,,577,2,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Provo City Council City Wide I,provo,Council,City Wide 1,1,Dave Sewell,,8813,1,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Provo City Council City Wide I,provo,Council,City Wide 1,1,Wesley Marriott,,5202,2,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Provo Mayor,provo,Mayor,,1,Michelle G. Kaufusi,,5856,1,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Provo Mayor,provo,Mayor,,1,Sherrie Hall Everett,,5021,2,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Provo Mayor,provo,Mayor,,1,Odell Miner,,3612,3,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Vineyard City Council,vineyard,Council,,2,Chris Judd,,527,1,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Vineyard City Council,vineyard,Council,,2,John Earnest,,385,2,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Vineyard City Council,vineyard,Council,,2,Kevin Mehner,,264,3,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Vineyard Mayor,vineyard,Mayor,,1,Julie Fullmer,,338,1,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Vineyard Mayor,vineyard,Mayor,,1,Randy E. Farnworth,,195,2,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal general,Vineyard Mayor,vineyard,Mayor,,1,Shawn Scott Herring,,155,3,0,false,2017_General_Election_Summary_0e2231c9e1.pdf,false,,false
2017,municipal primary,Lehi City Council,lehi,Council,,2,Chris Condie,,4096,1,0,false,2017_Primary_Lehi_Summary_97c19ea2ea.pdf,false,,false
2017,municipal primary,Lehi City Council,lehi,Council,,2,Paul C. Hancock,,3591,2,0,false,2017_Primary_Lehi_Summary_97c19ea2ea.pdf,false,,false
2017,municipal primary,Lehi City Council,lehi,Council,,2,Bailey Holmes,,2211,3,0,false,2017_Primary_Lehi_Summary_97c19ea2ea.pdf,false,,false
2017,municipal primary,Lehi City Council,lehi,Council,,2,Sean Williams,,1450,4,0,false,2017_Primary_Lehi_Summary_97c19ea2ea.pdf,false,,false
2017,municipal primary,Lehi City Council,lehi,Council,,2,Steven Sabey,,1163,5,0,false,2017_Primary_Lehi_Summary_97c19ea2ea.pdf,false,,false
2017,municipal primary,Lehi City Council,lehi,Council,,2,Unresolved Write-In,,0,6,0,false,2017_Primary_Lehi_Summary_97c19ea2ea.pdf,false,,false
2017,municipal primary,Lehi Mayor,lehi,Mayor,,1,Bert Wilson,,2665,1,0,false,2017_Primary_Lehi_Summary_97c19ea2ea.pdf,false,,false
2017,municipal primary,Lehi Mayor,lehi,Mayor,,1,Mark I. Johnson,,1912,2,0,false,2017_Primary_Lehi_Summary_97c19ea2ea.pdf,false,,false
2017,municipal primary,Lehi Mayor,lehi,Mayor,,1,Cody Black,,1478,3,0,false,2017_Primary_Lehi_Summary_97c19ea2ea.pdf,false,,false
2017,municipal primary,Lehi Mayor,lehi,Mayor,,1,R. Curtis Payne,,843,4,0,false,2017_Primary_Lehi_Summary_97c19ea2ea.pdf,false,,false
2017,municipal primary,Lehi Mayor,lehi,Mayor,,1,Nolan J. Johnson,,86,5,0,false,2017_Primary_Lehi_Summary_97c19ea2ea.pdf,false,,false
2017,municipal primary,Lehi Mayor,lehi,Mayor,,1,Unresolved Write-In,,0,6,0,false,2017_Primary_Lehi_Summary_97c19ea2ea.pdf,false,,false
2018,general,UTAH COUNTY ATTORNEY,utah_county,County Attorney,,1,DAVID O. LEAVITT,REP,132745,1,332,false,18_G_SOVC_By_Precinct_G_2018_Suppressed_f8b6c0ead9.xlsx,false,,true
2018,general,UTAH COUNTY ATTORNEY,utah_county,County Attorney,,1,W. ANDREW MCCULLOUGH,LIB,31258,2,332,false,18_G_SOVC_By_Precinct_G_2018_Suppressed_f8b6c0ead9.xlsx,false,,true
2018,general,UTAH COUNTY ATTORNEY,utah_county,County Attorney,,1,Unresolved,,0,3,332,false,18_G_SOVC_By_Precinct_G_2018_Suppressed_f8b6c0ead9.xlsx,false,,true
2018,general,UTAH COUNTY CLERK / AUDITOR,utah_county,County Clerk/Auditor,,1,AMELIA POWERS,REP,131334,1,332,false,18_G_SOVC_By_Precinct_G_2018_Suppressed_f8b6c0ead9.xlsx,false,,true
2018,general,UTAH COUNTY CLERK / AUDITOR,utah_county,County Clerk/Auditor,,1,JASON CHRISTENSEN,IAP,28791,2,332,false,18_G_SOVC_By_Precinct_G_2018_Suppressed_f8b6c0ead9.xlsx,false,,true
2018,general,UTAH COUNTY CLERK / AUDITOR,utah_county,County Clerk/Auditor,,1,Unresolved,,0,3,332,false,18_G_SOVC_By_Precinct_G_2018_Suppressed_f8b6c0ead9.xlsx,false,,true
2018,general,UTAH COUNTY COMMISSION SEAT A,utah_county,County Commission,Seat A,1,TANNER AINGE,REP,133235,1,332,false,18_G_SOVC_By_Precinct_G_2018_Suppressed_f8b6c0ead9.xlsx,false,,true
2018,general,UTAH COUNTY COMMISSION SEAT A,utah_county,County Commission,Seat A,1,TERI MCCABE,UUP,30736,2,332,false,18_G_SOVC_By_Precinct_G_2018_Suppressed_f8b6c0ead9.xlsx,false,,true
2018,general,UTAH COUNTY COMMISSION SEAT A,utah_county,County Commission,Seat A,1,Unresolved,,0,3,332,false,18_G_SOVC_By_Precinct_G_2018_Suppressed_f8b6c0ead9.xlsx,false,,true
2018,general,UTAH COUNTY COMMISSION SEAT B,utah_county,County Commission,Seat B,1,BILL LEE,REP,119878,1,332,false,18_G_SOVC_By_Precinct_G_2018_Suppressed_f8b6c0ead9.xlsx,false,,true
2018,general,UTAH COUNTY COMMISSION SEAT B,utah_county,County Commission,Seat B,1,JEANNE BOWEN,DEM,46134,2,332,false,18_G_SOVC_By_Precinct_G_2018_Suppressed_f8b6c0ead9.xlsx,false,,true
2018,general,UTAH COUNTY COMMISSION SEAT B,utah_county,County Commission,Seat B,1,Unresolved,,0,3,332,false,18_G_SOVC_By_Precinct_G_2018_Suppressed_f8b6c0ead9.xlsx,false,,true
2018,general,UTAH COUNTY SHERIFF,utah_county,County Sheriff,,1,MIKE SMITH,REP,150306,1,332,false,18_G_SOVC_By_Precinct_G_2018_Suppressed_f8b6c0ead9.xlsx,false,,true
2018,general,UTAH COUNTY SHERIFF,utah_county,County Sheriff,,1,Unresolved,,0,2,332,false,18_G_SOVC_By_Precinct_G_2018_Suppressed_f8b6c0ead9.xlsx,false,,true
2018,regular primary,UTAH COUNTY ATTORNEY (REP),utah_county,County Attorney,,1,DAVID O. LEAVITT,,36454,1,307,false,18_P_SOVC_By_Precinct_P_2018_Suppressed_d4d32a6067.xlsx,false,,true
2018,regular primary,UTAH COUNTY ATTORNEY (REP),utah_county,County Attorney,,1,CHAD GRUNANDER,,25952,2,307,false,18_P_SOVC_By_Precinct_P_2018_Suppressed_d4d32a6067.xlsx,false,,true
2018,regular primary,UTAH COUNTY COMMISSION SEAT A (REP),utah_county,County Commission,Seat A,1,TANNER AINGE,,42898,1,307,false,18_P_SOVC_By_Precinct_P_2018_Suppressed_d4d32a6067.xlsx,false,,true
2018,regular primary,UTAH COUNTY COMMISSION SEAT A (REP),utah_county,County Commission,Seat A,1,TOM SAKIEVICH,,19844,2,307,false,18_P_SOVC_By_Precinct_P_2018_Suppressed_d4d32a6067.xlsx,false,,true
2018,regular primary,UTAH COUNTY SHERIFF (REP),utah_county,County Sheriff,,1,MIKE SMITH,,38338,1,307,false,18_P_SOVC_By_Precinct_P_2018_Suppressed_d4d32a6067.xlsx,false,,true
2018,regular primary,UTAH COUNTY SHERIFF (REP),utah_county,County Sheriff,,1,JIM PHELPS,,24444,2,307,false,18_P_SOVC_By_Precinct_P_2018_Suppressed_d4d32a6067.xlsx,false,,true
2019,municipal general,Alpine City Council,,Council,,3,LON LOTT,,1863,1,6,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,American Fork City Council,,Council,,3,ROBERT SHELTON,,3424,1,16,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Eagle Mountain City Council,,Council,,3,COLBY CURTIS,,2011,1,9,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Highland City Council,,Council,,3,BRITTNEY P BILLS,,2736,1,10,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Lindon City Council,,Council,,3,CAROLYN LUNDBERG,,1646,1,6,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Mapleton City Council,,Council,,3,THERIN GARRETT,,1978,1,6,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Pleasant Grove City Council,,Council,,3,CYD LEMONE,,3745,1,16,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Salem City Council,,Council,,3,SETH SORENSEN,,1208,1,5,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Santaquin City Council,,Council,,3,JENNIFER S BOWMAN,,1475,1,4,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Saratoga Springs City Council,,Council,,3,CHRISTOPHER B. CARN,,2189,1,10,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Spanish Fork City Council,,Council,,3,STACY BECK,,4273,1,16,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Springville City Council,,Council,,3,MATT PACKARD,,2708,1,18,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Woodland Hills City Council,,Council,,3,KARI MALKOVICH,,363,1,1,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Alpine City Council,,Council,,3,GREGORY S GORDON,,1814,2,6,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,American Fork City Council,,Council,,3,CLARK P TAYLOR,,3048,2,16,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Eagle Mountain City Council,,Council,,3,JARED GRAY,,1512,2,9,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Highland City Council,,Council,,3,KIM RODELA,,2724,2,10,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Lindon City Council,,Council,,3,MIKE VANCHIERE,,1341,2,6,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
