ordinance_no,title,adoption_date,land_use_type,matter_id,motion_id,match_confidence,path,text_path,format,source_url,notes
,"Formal Adoption of an Ordinance of the Salt Lake County Council Modifying Chapters 17.04, 17.08, 17.20 of the Salt Lake County Code Regarding the Establishment of  Procedures and Standards for Conducting Hydrological Studies of Drainage Basins and Drainage Areas in Salt Lake County for the Purpose of Determining Scientifically Based Regulations Regarding the Discharge of excess Stormwater Runoff from Developed Properties into County Flood Control Facilities, Including Maximum Release Rates and Exceptions Thereto; and Making Other Related Changes",2021-08-03,land_use,6635,792,high,raw/6635_2021_07_26_chapter_17_amendment_final_clean_a.pdf,text/6635_2021_07_26_chapter_17_amendment_final_clean_a.txt,pdf,https://slco.legistar1.com/slco/attachments/5647fcc8-42cf-476c-96ba-f993bcb34b80.pdf,
,Formal Adoption of an Ordinance of the Salt Lake County Council Amending the Boundaries of the Mountainous Planning District (to Exclude the town of Brighton) and Amending the Membership Requirements of the Mountainous Planning District Planning Commission; and Making other Related Changes,2021-10-05,land_use,6908,882,high,raw/6908_mpd_draft_ordinance_aatf_6july21.pdf,text/6908_mpd_draft_ordinance_aatf_6july21.txt,pdf,https://slco.legistar1.com/slco/attachments/837caf1c-733c-4eb7-b094-28e0d8bd4a5d.pdf,
,Formal Adoption of an Ordinance Approving Amendment No. 2 of the Olympia Hills Master Development Agreement Providing for Termination of the Agreement Upon Annexation of the Olympia Hills Property into the City of Herriman and Waiver of Requirement that this Ordinance Be Introduced at a Prior Meeting as Permitted in Salt Lake County Code Section 2.04.150(A)(5),2021-10-19,land_use,6980,914,high,raw/6980_ordinance_summary_mda_amendment_final.pdf,text/6980_ordinance_summary_mda_amendment_final.txt,pdf,https://slco.legistar1.com/slco/attachments/db128ffd-54fc-4566-9a28-234fec925435.pdf,
,Formal Adoption of an Ordinance of the Salt Lake County Council Creating Chapter 19.15 of the Salt Lake County Code to Authorize Accessory Dwelling Units in Accordance with Limits in State Law and to Enact Related Regulations,2021-11-02,land_use,7035,947,high,raw/7035_adu_ordinance_draft_to_council_3aug21.pdf,text/7035_adu_ordinance_draft_to_council_3aug21.txt,pdf,https://slco.legistar1.com/slco/attachments/391484e5-d756-4e37-a088-88ffdb16946a.pdf,
,"Formal Adoption of an Ordinance of the Legislative Body of Salt Lake County, Utah, Enacting Section 9.12.050 of the Salt Lake County Code of Ordinances, 2001, Entitled “COVID-19 Vaccine Exemptions,” Providing Exemptions from any Salt Lake County Vaccine Mandate if the Vaccine would Compromise an Individual’s Life or Health because of a Sincerely Held Religious Belief, Providing a Sunset, and Making Other Related Changes",2021-11-02,non_land_use,7036,948,high,raw/7036_staff_report.pdf,text/7036_staff_report.txt,pdf,https://slco.legistar1.com/slco/attachments/506310e2-de4b-4c77-b029-b122bc2164c7.pdf,signed ordinance attached as a Word document; ordinance text captured from the accompanying staff-report PDF
,Formal Adoption of an Ordinance of the Salt Lake County Council Modifying Section 19.74.040 of the Salt Lake County Code to Allow for Automatic Adoption and Incorporation by Reference of Updated Maps and Studies,2021-11-09,land_use,7054,960,high,raw/7054_title_19_chapter_74_amendment_final_aatf.pdf,text/7054_title_19_chapter_74_amendment_final_aatf.txt,pdf,https://slco.legistar1.com/slco/attachments/0bf02b88-1b73-47f3-b1f1-7a590f0c2654.pdf,
,"Formal Adoption of an Ordinance of the Legislative Body of Salt Lake County Enacting Chapter 2.90, Entitled “County Financial Administration,” of the Salt Lake County Code of Ordinances, 2001; Regarding the Financial Operations, Standards and Procedures of the County; Providing for the Detailed Processes and Requirements to be Adopted by the County in Policy and Procedure Format; Directing Compliance with the Utah Uniform Fiscal Procedures Act for Counties; Setting Out General Purposes for Budgeting, Capital Budgeting, Revenues, Reserves, Investments, Accounting, Auditing, and Financial Reporting; and Making Related Changes",2022-02-01,non_land_use,7316,1055,high,raw/7316_ordinance_2_90_county_financial_administratio.pdf,text/7316_ordinance_2_90_county_financial_administratio.txt,pdf,https://slco.legistar1.com/slco/attachments/f706f13e-b606-4cd5-b440-2976041ca11c.pdf,
,"Formal Adoption of an Ordinance of the Legislative Body of Salt Lake County, Utah, Amending Section 2.95 of the Salt Lake County Code of Ordinances, 2001, Entitled “County Budget Process” Clarifying the Term Proposed Budget, Deleting References to the Auditor and Referencing the Mayor as the County Budget Officer",2022-02-01,non_land_use,7317,1056,high,raw/7317_summary_ordinance_2_95_county_budget_process.pdf,text/7317_summary_ordinance_2_95_county_budget_process.txt,pdf,https://slco.legistar1.com/slco/attachments/5a7bd602-a774-4c43-94a9-6945ae143c9f.pdf,
,"Formal Adoption of an Ordinance of the Legislative Body of Salt Lake County, Utah, Amending Section 2.06B of the Salt Lake County Code of Ordinances, 2001, Entitled “Deputy Mayors, Offices and Departments” Adding Disclosure Officer to the Duties Of Deputy Mayor of Finance and Administration",2022-02-01,non_land_use,7318,1057,high,raw/7318_summary_ordinance_2_06b.pdf,text/7318_summary_ordinance_2_06b.txt,pdf,https://slco.legistar1.com/slco/attachments/eaf27f1d-600e-41ba-8a05-04b8a9138cff.pdf,
,"Formal Adoption of an Ordinance of the Legislative Body of Salt Lake County, Utah, Amending Section 19.90.020 of the Salt Lake County Code of Ordinances, 2001, Entitled “Hearing - Notice” to Require the Posting of Physical Signs Informing Members of the Public About Certain Land Use Hearings and Related Matters",2022-03-08,land_use,7463,1145,high,raw/7463_public_notice_ordinance_draft_aatf.pdf,text/7463_public_notice_ordinance_draft_aatf.txt,pdf,https://slco.legistar1.com/slco/attachments/90f55446-e540-4ebc-a7be-9fab732b7c33.pdf,
,"Formal Adoption of An Ordinance of the Legislative Body of Salt Lake County, Utah, Repealing Chapter 2.61 of the Salt Lake County Code of Ordinances, 2001, Entitled “Equestrian Park Advisory Board”",2022-03-22,non_land_use,7421,1161,high,raw/7421_2_61_2_14_22.pdf,text/7421_2_61_2_14_22.txt,pdf,https://slco.legistar1.com/slco/attachments/2a5c34dc-3244-4b0d-b447-a5e1cb226ab0.pdf,
,"Formal Adoption of An Ordinance Amending Chapter 3.65, Entitled Tax Sale Procedures, And Chapter 3.66, Entitled Tax Sale Of Contaminated Properties, Of The Salt Lake County Code Of Ordinances, 2001, By Amending Sections 3.65.010, 3.65.020, 3.65.030, 3.65.060, 3.650.090, 3.65.100, 3.65.140, 3.66.010, 3.66.020, 3.66.030, And 3.66.040; Repealing Section 3.65.120; And Enacting Sections 3.65.065 And 3.65.150; Regarding Conducting The Annual Property Tax Sale Through Electronic Bidding; Addressing Circumstances Where A Winning Bidder Defaults; Updating And Clarifying Property Tax Sale Processes And Procedures; And Other Related Changes.",2022-04-05,non_land_use,7539,1192,high,raw/7539_ordinance_approved_as_to_form_23march2022.pdf,text/7539_ordinance_approved_as_to_form_23march2022.txt,pdf,https://slco.legistar1.com/slco/attachments/f6be5a51-0da3-4ea1-9a29-3eeaa16ce1a3.pdf,
,"Formal Adoption of An Ordinance Of The Legislative Body Of Salt Lake County, Utah, Amending Section 1.06.020 Of The Salt Lake County Code Of Ordinances, 2001, Entitled “Holidays” Establishing The Date On Which The Juneteenth Independence Day Holiday Is Observed",2022-05-10,non_land_use,7695,1276,high,raw/7695_staff_report.pdf,text/7695_staff_report.txt,pdf,https://slco.legistar1.com/slco/attachments/31a75fbb-e4d6-4c36-965a-649227547ea5.pdf,signed ordinance attached as a Word document; ordinance text captured from the accompanying staff-report PDF
,Formal Adoption of an Ordinance Amending Section 19.04.462 of the Salt Lake County Code to Include Wedding and Reception Uses in the Definition of “Restaurant Liquor License;” and to Enact Related Regulations.,2022-05-24,non_land_use,7770,1296,high,raw/7770_fr_restaurant_definition_ordinance_final_aatf.pdf,text/7770_fr_restaurant_definition_ordinance_final_aatf.txt,pdf,https://slco.legistar1.com/slco/attachments/ef35aaee-775a-49bc-b818-9d50ecbb54c0.pdf,
,"Formal Adoption of an Ordinance, Amending Title 19, Entitled “Zoning” of the Salt Lake County Code of Ordinances, 2001, by Reclassifying Certain Property Located in Salt Lake County From the A-20 Zone (Agriculture) to the M-2 Zone (Manufacturing).",2022-06-21,land_use,7869,1330,high,raw/7869_northrup_grumman_rezone_ordinance.pdf,text/7869_northrup_grumman_rezone_ordinance.txt,pdf,https://slco.legistar1.com/slco/attachments/ba708d2d-ec05-49a9-be3b-aba37d531b26.pdf,
,"Formal Adoption of An Ordinance of The Legislative Body of Salt Lake County, Utah, Amending Sections 2.91.010, 2.91.020, 2.91.030, 2.91.040, 2.91.050, 2.91.060, 2.91.070, 2.91.080 And 2.91.120 Of The Salt Lake County Code of Ordinances, 2001, Relating to the Salt Lake County Housing Trust Fund and The Salt Lake County Housing Trust Fund Advisory Board.",2022-06-28,non_land_use,7809,1341,high,raw/7809_220531_housing_trust_fund_amendments_ratf.pdf,text/7809_220531_housing_trust_fund_amendments_ratf.txt,pdf,https://slco.legistar1.com/slco/attachments/6096cf92-0a4e-44ab-8a71-307284e83183.pdf,
,"Formal Adoption of AN ORDINANCE OF THE LEGISLATIVE BODY OF SALT LAKE COUNTY, UTAH, AMENDING SECTION 9.04.030 OF THE SALT LAKE COUNTY CODE OF ORDINANCES, 2001, ENTITLED “SALT LAKE COUNTY BOARD OF HEALTH - MEMBERSHIP” BY MODIFYING MEMBERSHIP REQUIREMENTS FOR THE SALT LAKE COUNTY BOARD OF HEALTH",2022-08-02,non_land_use,7987,1380,high,raw/7987_board_of_health_ordinance_amendment_revised_7.pdf,text/7987_board_of_health_ordinance_amendment_revised_7.txt,pdf,https://slco.legistar1.com/slco/attachments/de813b92-7e20-43b9-98b2-0933549b5c2b.pdf,
,"Formal Adoption of An Ordinance of the Legislative Body of Salt Lake County Amending Chapter 2.82, Entitled “Records Management,” of the Salt Lake County Code of Ordinance, 2001; Regarding the Management of County Records and the Application to the County of the Governmental Records Access and Management Act",2022-09-20,non_land_use,8141,1479,high,raw/8141_new_grama_ordinance.pdf,text/8141_new_grama_ordinance.txt,pdf,https://slco.legistar1.com/slco/attachments/ddf09944-26e7-4c84-9731-fd839db0a487.pdf,
,Formal Adoption of an Ordinance Adopting Unincorporated Salt Lake County Moderate Income Housing Plan Update,2022-09-27,land_use,8158,1505,high,raw/8158_ordinance_mih.pdf,text/8158_ordinance_mih.txt,pdf,https://slco.legistar1.com/slco/attachments/99654410-4aa5-4734-b59b-60080c0325a5.pdf,
,Formal Adoption of AN ORDINANCE OF THE SALT LAKE COUNTY COUNCIL ENACTING CHAPTER 19.73 OF THE SALT LAKE COUNTY CODE ENTITLED FLOOD DAMAGE PREVENTION TO MAKE REGULATIONS IN THE UNINCORPORATED COUNTY OUTSIDE OF A MIGRATORY BIRD PRODUCTION AREA CONSISTENT WITH FEMA REGULATIONS; AMENDING SECTION 19.74.040 ENTITLED AREAS OF SPECIAL FLOOD HAZARD TO CLARIFY THAT CHAPTER 19.74 IS ONLY APPLICABLE TO MIGRATORY BIRD PRODUCTION AREAS; AND ENACTING RELATED REGULATIONS.,2022-11-22,land_use,8378,1614,high,raw/8378_slco_floodplain_ordinance_final_rafl.pdf,text/8378_slco_floodplain_ordinance_final_rafl.txt,pdf,https://slco.legistar1.com/slco/attachments/850dd9ac-aa39-49db-8cf5-3de52e6c7279.pdf,
,"Formal Adoption of AN ORDINANCE REPEALING CHAPTER 3.52, ENTITLED “SUBDIVISION AND ZONING FEES,” AND REPLACING IT WITH A NEW CHAPTER 3.52 THAT INCORPORATES THE PLANNING AND DEVELOPMENT SERVICES FEE SCHEDULE APPROVED BY THE COUNTY COUNCIL PURSUANT TO COUNTY ORDINANCE 3.42.040. THE ORDINANCE ALSO AMENDS SECTIONS 3.48.020, 3.48.025, AND 3.48.030 OF THE ENGINEERING FEES CHAPTER TO LIKEWISE INCORPORATE PLANNING AND DEVELOPMENT SERVICES’ FEE SCHEDULE.",2022-12-13,land_use,8419,1640,high,raw/8419_ordinance_subdivision_and_zoning_fees_final_r.pdf,text/8419_ordinance_subdivision_and_zoning_fees_final_r.txt,pdf,https://slco.legistar1.com/slco/attachments/bd8886d3-4c62-45b7-9988-86015c140114.pdf,
,"Formal Adoption of an Ordinance Amending Chapter 2.40.020, Entitled Board Membership, Selection of Chair, and Length of Terms; Replacing the Auditor’s Position on the Fleet Management Board with Representation from the Treasurer’s Office; and Other Related Changes",2023-01-31,non_land_use,8615,1711,high,raw/8615_ordinance_2_40_revised_1_6_23_pdf.pdf,text/8615_ordinance_2_40_revised_1_6_23_pdf.txt,pdf,https://slco.legistar1.com/slco/attachments/0028062e-119d-43e2-8adb-88c45668244f.pdf,
,"Formal Adoption of an Ordinance of the Legislative Body of Salt Lake County, Utah, Amending Section 2.04.080 of the Salt Lake County Code of Ordinances, 2001, Entitled “Regular Meetings” to Establish and Better Clarify Certain Practices and Customs Related to the Order of Business for the County Council’s Regular Meetings.",2023-02-07,non_land_use,8643,1733,high,raw/8643_council_agenda_ordinance_amendment_pdf.pdf,text/8643_council_agenda_ordinance_amendment_pdf.txt,pdf,https://slco.legistar1.com/slco/attachments/3acde288-29ca-4d6f-b514-d3a0d07795a1.pdf,
,"Formal Adoption of An Ordinance of the Legislative Body of Salt Lake County, Utah, Amending Section 2.06A.020 of the Salt Lake County Code of Ordinances, 2001, Entitled “Deputy Mayors, Associate Deputy Mayors and Department Directors”, and Section 2.06A.040 of the Salt Lake County Code of Ordinances, 2001, Entitled “Advice and Consent - Process,” to Formally Establish the Requirement that Appointments of Deputy Mayors, Associate Deputy Mayors, and Department Directors by the Salt Lake County Mayor are Subject to Advice and Consent of the County Council",2023-03-07,non_land_use,8793,1802,high,raw/8793_advice_and_consent_ordinance_amendment_rafl_p.pdf,text/8793_advice_and_consent_ordinance_amendment_rafl_p.txt,pdf,https://slco.legistar1.com/slco/attachments/16b51d11-87f3-498e-a946-03f546104ce8.pdf,
,"Formal Adoption of an Ordinance of the Legislative Body of Salt Lake County, Utah, Repealing and Replacing Chapter 2.56 of the Salt Lake County Code Of Ordinances, 2001, Entitled “Community Districts and Community Councils” to Reflect Changes in the Unincorporated County, and to Establish Requirements by which Nonprofit Entities Properly Organized as Community Councils in the Unincorporated County may Seek Recognition and Funding from the County",2023-03-21,non_land_use,8835,1829,high,raw/8835_community_council_ordinance_revisions_rafl_pd.pdf,text/8835_community_council_ordinance_revisions_rafl_pd.txt,pdf,https://slco.legistar1.com/slco/attachments/e8ae63e4-9764-4342-85ff-134bd3338478.pdf,
,Formal Adoption of Ordinance Approving the Northwest Creek and Canal Hydrology Study,2023-04-04,land_use,8905,1853,high,raw/8905_ordinance_approving_nw_study_rafl.pdf,text/8905_ordinance_approving_nw_study_rafl.txt,pdf,https://slco.legistar1.com/slco/attachments/4952fe1d-dcf8-4a91-a705-32c803e833bb.pdf,
,Formal Adoption of Ordinance Approving the Southwest Creek and Canal Hydrology Study,2023-04-04,land_use,8910,1854,high,raw/8910_ordinance_approving_sw_study_rafl.pdf,text/8910_ordinance_approving_sw_study_rafl.txt,pdf,https://slco.legistar1.com/slco/attachments/0aee7122-73e5-4528-84b0-6a7939a267a5.pdf,
,"Formal Adoption of An Ordinance of the Legislative Body of Salt Lake County, Utah, Amending Section 3.15.010 of the Salt Lake County Code of Ordinances, 2001, Entitled “Definitions”, Section 3.24.010 of the Salt Lake County Code of Ordinances, 2001, Entitled “Policy of the County”, and Section 3.24.020 of the Salt Lake County Code of Ordinances, 2001, Entitled “Preference System,” to Repeal the Small, Women-Owned, or Minority-Owned Emerging Business Preference for County Procurement of Goods or Services",2023-04-25,non_land_use,9005,1868,high,raw/9005_procurement_preference_amendments_pdf.pdf,text/9005_procurement_preference_amendments_pdf.txt,pdf,https://slco.legistar1.com/slco/attachments/ed13f64d-c526-4605-9706-d470ea86b3f9.pdf,
,"Formal Adoption of an Ordinance of the Legislative Body of Salt Lake County, Utah, Repealing Section 2.04.075 of the Salt Lake County Code of Ordinances, 2001, Entitled “Work Meetings”, and Amending Section 2.04.080 of the Salt Lake County Code of Ordinances, 2001, Entitled “Regular Meetings” to Clarify the Purpose and Function of Council Meetings",2023-06-13,non_land_use,9216,1921,high,raw/9216_council_meeting_ordinance_amendment_council_m.pdf,text/9216_council_meeting_ordinance_amendment_council_m.txt,pdf,https://slco.legistar1.com/slco/attachments/732aaa19-dc76-4bb9-8f89-3f480eed1db4.pdf,
,"Formal Adoption of an Ordinance of the Legislative Body of Salt Lake County, Utah, Creating an Appeal Authority to Hear and Decide Appeals Regarding the County Recorder’s Application of Rules Made by the County Recorder Standards Board, and Making Related Changes",2023-07-11,non_land_use,9287,1949,high,raw/9287_staff_report.pdf,text/9287_staff_report.txt,pdf,https://slco.legistar1.com/slco/attachments/a192eb6e-9749-45d0-87ae-999b4fdc7c72.pdf,ordinance text captured from the accompanying staff-report PDF (no standalone ordinance PDF attached)
,"Formal Adoption of an Ordinance Of The Legislative Body Of Salt Lake County, Utah, Amending Section 2.07.030 Of The Salt Lake County Code Of Ordinances, 2001, Entitled “Government In The Sunshine,” And Enacting Section 2.08.120 Of The Salt Lake County Code Of Ordinances, 2001, Entitled “Public Comment Requirements For Salt Lake County Public Bodies” Creating Requirements That Salt Lake County’s Public Bodies Establish Policies And Procedures Allowing Members Of The Public To Provide Certain Public Comment And Making Related Changes.",2023-08-15,non_land_use,9367,1988,high,raw/9367_board_public_comment_ordinance.pdf,text/9367_board_public_comment_ordinance.txt,pdf,https://slco.legistar1.com/slco/attachments/b1c152c8-6a49-46fa-8f85-259998f36580.pdf,
,"Formal Adoption of an Ordinance, Amending Title 19, Entitled “Zoning” of the Salt Lake County code of Ordinances, 2001, By Reclassifying Certain Property Located In Salt Lake County From The A-1 Zone (Agriculture, Ten Thousand Square Feet Minimum Lot Size) To The R-2-6.5 Zone (Residential, 4,000 Square Feet For A Lot Containing 1 Unit Of A Two-Family Dwelling, 6,000 Square Feet For A Single-Family Dwelling, 6,500 Square Ft For A Two-Family Dwelling, Or 8,000 Square Feet For Any Other Main Building)",2023-10-03,land_use,9505,2060,high,raw/9505_rezone_ordinance_rafl.pdf,text/9505_rezone_ordinance_rafl.txt,pdf,https://slco.legistar1.com/slco/attachments/e30e6bf6-1caf-47f5-815d-32dac9073d02.pdf,
,"Second Reading and Possible Adoption of Ordinance of the Legislative Body of Salt Lake County, Utah, Amending Section 11.20.050 of the Salt Lake County Code of Ordinances, 2001, Entitled “Parking Prohibited in Specified Areas,” Section 11.20.150 of the Salt Lake County Code of Ordinances, 2001, Entitled “Stopping, Standing and Parking: Liability,” and Section 11.20.170 of the Salt Lake County Code of Ordinances, 2001, Entitled “Stopping, Standing and Parking: Penalty” to Establish Strict Liability and Civil Penalties for Unauthorized Use of Streets",2023-10-17,non_land_use,9561,2043,high,raw/9561_parking_ordinance_revised_final_rafl.pdf,text/9561_parking_ordinance_revised_final_rafl.txt,pdf,https://slco.legistar1.com/slco/attachments/2f926649-5e75-4594-81dc-7b08403e7b2e.pdf,
,"Formal Adoption of an Ordinance of The Legislative Body of Salt Lake County, Utah, Amending Section 2.12.070 of The Salt Lake County Code of Ordinances, 2001, Entitled “Power to Appoint or Select Deputies, Assistants And Employees,” In Order To Define The County Council’s Power to Consent to The Appointment or Selection of Deputies Or Employees to Include The Temporary Adoption Of Budget Procedures That Limit the Use of Funds To Fill Previously Approved Positions",2023-11-14,non_land_use,9647,2126,high,raw/9647_hiring_ordinance_amendments_rafl_10_30_23.pdf,text/9647_hiring_ordinance_amendments_rafl_10_30_23.txt,pdf,https://slco.legistar1.com/slco/attachments/dcba44a0-7295-44cb-b5e4-27bbfe0e79be.pdf,
