date,title,body,video_url,video_id,caption_type,source_url,retrieved_date,format,extraction_method,path,upload_date,stored_locally
2024-05-06,Highlighting Economic Development in South Jordan City,,,b_FPiRtiq-g,asr,https://www.youtube.com/watch?v=b_FPiRtiq-g,2026-07-06,caption,yt-dlp --write-auto-sub (ASR); vtt cleaned to text/,raw/2024-05-06__b_FPiRtiq-g.vtt,2024-05-06,yes
2024-05-06,SoJo Summerfest 2024 - Where Summer Begins,,,6txlRVunKlA,asr,https://www.youtube.com/watch?v=6txlRVunKlA,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2024-05-06,no
2024-03-14,South Jordan Police Department's Drone Program,,,1uoPEX-d3hU,asr,https://www.youtube.com/watch?v=1uoPEX-d3hU,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2024-03-14,no
2024-02-27,South Jordan State of the City Address 2024,,,8CLPTPbwErE,none,https://www.youtube.com/watch?v=8CLPTPbwErE,2026-07-06,video,index-only (no caption track published),,2024-02-27,no
2024-02-16,City Jobs | Episode 7: Streets Division,,,1wFME9CngVI,manual,https://www.youtube.com/watch?v=1wFME9CngVI,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2024-02-16,no
2024-01-16,3 E's of Traffic Safety,,,H5EPekZpT14,asr,https://www.youtube.com/watch?v=H5EPekZpT14,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2024-01-16,no
2024-01-09,How the City of South Jordan Handles Traffic Issues,,,QgpnAJI1alA,asr,https://www.youtube.com/watch?v=QgpnAJI1alA,2026-07-06,caption,yt-dlp --write-auto-sub (ASR); vtt cleaned to text/,raw/2024-01-09__QgpnAJI1alA.vtt,2024-01-09,yes
2023-11-27,Pure SoJo - The Future of Water is Here,,,TAI0yLrOWGg,manual,https://www.youtube.com/watch?v=TAI0yLrOWGg,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2023-11-27,no
2023-10-12,How to Prune Your Trees,,,o8aEiMoDUeY,asr,https://www.youtube.com/watch?v=o8aEiMoDUeY,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2023-10-12,no
2023-05-02,SoJo Summerfest 2023 - Where Summer Begins,,,TBN02xoHNKI,asr,https://www.youtube.com/watch?v=TBN02xoHNKI,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2023-05-02,no
2023-03-28,Spring Spectacular 2023 Event,,,-2YYR4o6fMo,none,https://www.youtube.com/watch?v=-2YYR4o6fMo,2026-07-06,video,index-only (no caption track published),,2023-03-28,no
2023-03-21,SoJo Gold Rush 2023,,,Dd47aGjx2uc,none,https://www.youtube.com/watch?v=Dd47aGjx2uc,2026-07-06,video,index-only (no caption track published),,2023-03-21,no
2023-02-23,Join the South Jordan Police Department,,,PmZPW6C4doI,none,https://www.youtube.com/watch?v=PmZPW6C4doI,2026-07-06,video,index-only (no caption track published),,2023-02-23,no
2023-02-21,SoJo Race Series - Date Dash 2023,,,5w48K12WhKU,manual,https://www.youtube.com/watch?v=5w48K12WhKU,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2023-02-21,no
2023-02-21,Day in the Life - South Jordan City Fire Department,,,LkBhg_qiq-A,manual,https://www.youtube.com/watch?v=LkBhg_qiq-A,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2023-02-21,no
2023-01-25,Rio Tinto Kennecott Annexation Information,,,j9K_ElFLmHc,manual,https://www.youtube.com/watch?v=j9K_ElFLmHc,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2023-01-25,no
2022-11-22,Come to Light the Night in South Jordan City,,,fW7ZJk5nwjg,none,https://www.youtube.com/watch?v=fW7ZJk5nwjg,2026-07-06,video,index-only (no caption track published),,2022-11-22,no
2022-11-15,"SoJo News Now: Kitchen Fires, Google Fiber, and Light the Night Event",,,z_s5V-KYpxA,asr,https://www.youtube.com/watch?v=z_s5V-KYpxA,2026-07-06,caption,yt-dlp --write-auto-sub (ASR); vtt cleaned to text/,raw/2022-11-15__z_s5V-KYpxA.vtt,2022-11-15,yes
2022-09-20,Gold Star Families Monument Dedication,,,pSE19lrThQQ,manual,https://www.youtube.com/watch?v=pSE19lrThQQ,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2022-09-20,no
2022-08-02,City Jobs | Episode 6: Fire Department,,,bdVeGSmNfTo,manual,https://www.youtube.com/watch?v=bdVeGSmNfTo,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2022-08-02,no
2022-06-21,#SlowDownInYourTown: county-wide speeding prevention initiative,,,ozHOwA6OOho,asr,https://www.youtube.com/watch?v=ozHOwA6OOho,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2022-06-21,no
2022-05-31,Tax Education 101 - Truth in Taxation,,,O0rqbEfNxIU,asr,https://www.youtube.com/watch?v=O0rqbEfNxIU,2026-07-06,caption,yt-dlp --write-auto-sub (ASR); vtt cleaned to text/,raw/2022-05-31__O0rqbEfNxIU.vtt,2022-05-31,yes
2022-05-26,SoJo Race Series - Rucking,,,x0v-NLEBLsU,none,https://www.youtube.com/watch?v=x0v-NLEBLsU,2026-07-06,video,index-only (no caption track published),,2022-05-26,no
2022-05-24,SoJo Summerfest 2022 - Where Summer Begins,,,tWHjjYPbcZM,asr,https://www.youtube.com/watch?v=tWHjjYPbcZM,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2022-05-24,no
2022-05-14,"Gold Star Families Memorial Monument Groundbreaking in South Jordan, UT",,,RBBdvGYWReI,asr,https://www.youtube.com/watch?v=RBBdvGYWReI,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2022-05-14,no
2022-04-01,Tax Education 101 - Parks,,,b24rwxBcR8w,manual,https://www.youtube.com/watch?v=b24rwxBcR8w,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2022-04-01,no
2021-12-31,Economic Development 2021: A Bright Future for Business in South Jordan City,,,MaercfxD3Y4,asr,https://www.youtube.com/watch?v=MaercfxD3Y4,2026-07-06,caption,yt-dlp --write-auto-sub (ASR); vtt cleaned to text/,raw/2021-12-31__MaercfxD3Y4.vtt,2021-12-31,yes
2021-12-22,Shop Local in South Jordan City,,,cPEY_rv503I,asr,https://www.youtube.com/watch?v=cPEY_rv503I,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2021-12-22,no
2021-12-01,Understanding Taxes: Property Tax,,,ezpAuRKL8GM,asr,https://www.youtube.com/watch?v=ezpAuRKL8GM,2026-07-06,caption,yt-dlp --write-auto-sub (ASR); vtt cleaned to text/,raw/2021-12-01__ezpAuRKL8GM.vtt,2021-12-01,yes
2021-08-13,City Jobs: Episode 5 - Water Conservation,,,oYswruDh74c,manual,https://www.youtube.com/watch?v=oYswruDh74c,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2021-08-13,no
2020-10-09,We Train for You,,,i-HoQRh_m_A,none,https://www.youtube.com/watch?v=i-HoQRh_m_A,2026-07-06,video,index-only (no caption track published),,2020-10-09,no
2020-10-06,Economic Update 2020 - South Jordan City,,,nWZJ-Pcz7oM,asr,https://www.youtube.com/watch?v=nWZJ-Pcz7oM,2026-07-06,caption,yt-dlp --write-auto-sub (ASR); vtt cleaned to text/,raw/2020-10-06__nWZJ-Pcz7oM.vtt,2020-10-06,yes
2020-09-21,South Jordan Wins the 2020 Ethical Leadership Award - Government,,,tJBHVsO-V6M,asr,https://www.youtube.com/watch?v=tJBHVsO-V6M,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2020-09-21,no
2020-09-10,Virtual Race Series - Fall,,,FXvPNosKYfQ,none,https://www.youtube.com/watch?v=FXvPNosKYfQ,2026-07-06,video,index-only (no caption track published),,2020-09-10,no
2020-09-01,New Pickleball Courts in South Jordan,,,M6nYhRLZa4k,manual,https://www.youtube.com/watch?v=M6nYhRLZa4k,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2020-09-01,no
2020-07-07,Enhanced Neighborhood Watch - Introduction from Chief Carr,,,CDIYdGF7xe0,asr,https://www.youtube.com/watch?v=CDIYdGF7xe0,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2020-07-07,no
2020-07-02,Fireworks Safety,,,Iyx9oY92Eq8,asr,https://www.youtube.com/watch?v=Iyx9oY92Eq8,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2020-07-02,no
2020-06-30,Firework Restrictions,,,d1yBzOckaB4,none,https://www.youtube.com/watch?v=d1yBzOckaB4,2026-07-06,video,index-only (no caption track published),,2020-06-30,no
2020-06-08,Virtual Race Series,,,pgw7qJrWc8s,none,https://www.youtube.com/watch?v=pgw7qJrWc8s,2026-07-06,video,index-only (no caption track published),,2020-06-08,no
2020-06-06,Best in SoJo Pet Show,,,yzQ7-qX_Blk,none,https://www.youtube.com/watch?v=yzQ7-qX_Blk,2026-07-06,video,index-only (no caption track published),,2020-06-06,no
2020-05-25,Memorial Day 2020,,,XW3rySiODvI,manual,https://www.youtube.com/watch?v=XW3rySiODvI,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2020-05-25,no
2020-05-20,Rhythm of Public Works,,,gcf51cL9PNk,asr,https://www.youtube.com/watch?v=gcf51cL9PNk,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2020-05-20,no
2020-05-20,Front Line Salute,,,nGvvcRTQt_U,asr,https://www.youtube.com/watch?v=nGvvcRTQt_U,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2020-05-20,no
2020-05-01,A Message For South Jordan Residents on COVID-19,,,WDp6xdHD4iE,asr,https://www.youtube.com/watch?v=WDp6xdHD4iE,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2020-05-01,no
2020-04-03,SoJo Virtual Race Series,,,QpC4A7PeNmA,asr,https://www.youtube.com/watch?v=QpC4A7PeNmA,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2020-04-03,no
2020-03-17,Gold Rush 2020,,,SGbku-rj8v0,none,https://www.youtube.com/watch?v=SGbku-rj8v0,2026-07-06,video,index-only (no caption track published),,2020-03-17,no
2020-03-11,SoJo Race Series 2020,,,SXOl78jLn1s,none,https://www.youtube.com/watch?v=SXOl78jLn1s,2026-07-06,video,index-only (no caption track published),,2020-03-11,no
2020-02-27,South Jordan - Celebrating 150 Years,,,47nVUpmU1nU,none,https://www.youtube.com/watch?v=47nVUpmU1nU,2026-07-06,video,index-only (no caption track published),,2020-02-27,no
2020-02-19,Date Dash 2020,,,gBeAVVNWTcM,none,https://www.youtube.com/watch?v=gBeAVVNWTcM,2026-07-06,video,index-only (no caption track published),,2020-02-19,no
2020-01-07,City Jobs | Episode 4: School Safety,,,QkXeJLZeVBk,manual,https://www.youtube.com/watch?v=QkXeJLZeVBk,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2020-01-07,no
2020-01-06,STEP 5: Signing Up for Auto Pay,,,rnZVsNXhIXw,asr,https://www.youtube.com/watch?v=rnZVsNXhIXw,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2020-01-06,no
2020-01-06,STEP 4: Making a Payment,,,G9InyWL68e0,asr,https://www.youtube.com/watch?v=G9InyWL68e0,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2020-01-06,no
2019-12-23,STEP 3: Add Payment Method to Wallet,,,Y-G2RUokzUI,asr,https://www.youtube.com/watch?v=Y-G2RUokzUI,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2019-12-23,no
2019-12-23,STEP 2: Add an Account,,,1oGwxLYxslA,asr,https://www.youtube.com/watch?v=1oGwxLYxslA,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2019-12-23,no
2019-12-23,STEP 1: Create a Profile,,,mjFH2p03pMc,none,https://www.youtube.com/watch?v=mjFH2p03pMc,2026-07-06,video,index-only (no caption track published),,2019-12-23,no
2019-12-17,Economic Development   U of U Health,,,fonTmsckTo0,manual,https://www.youtube.com/watch?v=fonTmsckTo0,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2019-12-17,no
2019-12-04,Why Does What We Can Recycle Change?,,,lf-_Km4g6HM,asr,https://www.youtube.com/watch?v=lf-_Km4g6HM,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2019-12-04,no
2019-11-14,City of South Jordan - 2019 Top Workplace,,,hCjtVyDG5-c,asr,https://www.youtube.com/watch?v=hCjtVyDG5-c,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2019-11-14,no
2019-10-23,Water Update - Test Results Conclude Water is Safe,,,HKf1bxBC3NQ,manual,https://www.youtube.com/watch?v=HKf1bxBC3NQ,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2019-10-23,no
2019-10-22,Water Update From South Jordan City,,,33lfl0_t0ak,asr,https://www.youtube.com/watch?v=33lfl0_t0ak,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2019-10-22,no
2019-10-18,2019 SoJo Marathon,,,tH8AONDZcXU,asr,https://www.youtube.com/watch?v=tH8AONDZcXU,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2019-10-18,no
2019-10-09,Family Races in SoJo Marathon for 5th Year in a Row,,,xMXayCmsbwY,none,https://www.youtube.com/watch?v=xMXayCmsbwY,2026-07-06,video,index-only (no caption track published),,2019-10-09,no
2019-09-17,Children Raise Money for South Jordan City Fire Department,,,4Id-2vP-JwA,none,https://www.youtube.com/watch?v=4Id-2vP-JwA,2026-07-06,video,index-only (no caption track published),,2019-09-17,no
2019-08-19,Visit Mulligans Today!,,,pSeOYVMVFQw,none,https://www.youtube.com/watch?v=pSeOYVMVFQw,2026-07-06,video,index-only (no caption track published),,2019-08-19,no
2019-08-14,SoJo Marathon,,,K2PNibx4IdA,asr,https://www.youtube.com/watch?v=K2PNibx4IdA,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2019-08-14,no
2019-08-05,Fullmer Lane - Changing a Street Name to Honor a Family,,,LIfVa6Hs3Xs,asr,https://www.youtube.com/watch?v=LIfVa6Hs3Xs,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2019-08-05,no
2019-07-19,City in a Minute - The Caddie Shack at Mulligans,,,GmsSBk7h1yg,asr,https://www.youtube.com/watch?v=GmsSBk7h1yg,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2019-07-19,no
2019-07-02,City in a Minute - Fireworks Safety,,,OydZFMTwWe4,manual,https://www.youtube.com/watch?v=OydZFMTwWe4,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2019-07-02,no
2019-05-23,SoJo Summerfest 2019,,,wD1HYzD_40k,none,https://www.youtube.com/watch?v=wD1HYzD_40k,2026-07-06,video,index-only (no caption track published),,2019-05-23,no
2019-01-28,"Recycling 101 | City of South Jordan, Utah",,,bWz_3s-P1eE,asr,https://www.youtube.com/watch?v=bWz_3s-P1eE,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2019-01-28,no
2019-01-16,"City Jobs | Episode 3: Animal Control | City of South Jordan, Utah",,,npyMr5aEsyA,asr,https://www.youtube.com/watch?v=npyMr5aEsyA,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2019-01-16,no
2018-11-01,"Halloween Bash 2018 | City of South Jordan, Utah",,,VTYm-sbFeeE,none,https://www.youtube.com/watch?v=VTYm-sbFeeE,2026-07-06,video,index-only (no caption track published),,2018-11-01,no
2018-10-26,"Halloween Bash 2017 | City of South Jordan, Utah",,,442Pxpvshsg,none,https://www.youtube.com/watch?v=442Pxpvshsg,2026-07-06,video,index-only (no caption track published),,2018-10-26,no
2018-10-26,"Leaf Drop Off | City in a Minute | South Jordan, Utah",,,qHbY6ffF7qY,none,https://www.youtube.com/watch?v=qHbY6ffF7qY,2026-07-06,video,index-only (no caption track published),,2018-10-26,no
2018-10-23,"SoJo Marathon | South Jordan, Utah",,,KNRWZufykNU,asr,https://www.youtube.com/watch?v=KNRWZufykNU,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2018-10-23,no
2018-10-09,South Jordan General Plan | City in a Minute,,,j8EhDQiN6J0,asr,https://www.youtube.com/watch?v=j8EhDQiN6J0,2026-07-06,caption,yt-dlp --write-auto-sub (ASR); vtt cleaned to text/,raw/2018-10-09__j8EhDQiN6J0.vtt,2018-10-09,yes
2018-09-27,A Bright Future for South Jordan's Economy,,,RT5uwl14xXs,asr,https://www.youtube.com/watch?v=RT5uwl14xXs,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2018-09-27,no
2018-09-13,South Jordan | City in a Minute - Sojo Marathon,,,ZJs6lrORJOc,asr,https://www.youtube.com/watch?v=ZJs6lrORJOc,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2018-09-13,no
2018-09-13,City in a Minute - Native Grasses,,,Gsqj-j71cVE,asr,https://www.youtube.com/watch?v=Gsqj-j71cVE,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2018-09-13,no
2018-09-13,City in a Minute - South Jordan Water Customer portal,,,QnKSwxqMUKk,asr,https://www.youtube.com/watch?v=QnKSwxqMUKk,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2018-09-13,no
2018-08-28,City in a Minute - CPR/First Aid Classes,,,070esV5NRdA,asr,https://www.youtube.com/watch?v=070esV5NRdA,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2018-08-28,no
2018-07-03,City in a Minute - Firework Safety with Fire Chief Butler,,,i6Z18KbtZNQ,asr,https://www.youtube.com/watch?v=i6Z18KbtZNQ,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2018-07-03,no
2018-06-28,City Jobs: Episode 2 - SoJo Summerfest,,,KOYCC-gOwTg,asr,https://www.youtube.com/watch?v=KOYCC-gOwTg,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2018-06-28,no
2018-06-08,Sign up for E-billing Today!,,,yZJp8DI49J4,none,https://www.youtube.com/watch?v=yZJp8DI49J4,2026-07-06,video,index-only (no caption track published),,2018-06-08,no
2018-03-14,City Jobs: Episode 1 - Snow Removal,,,3EPapZj-8hI,asr,https://www.youtube.com/watch?v=3EPapZj-8hI,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2018-03-14,no
2018-01-30,How to Open the 15 yard Dumpster - South Jordan City,,,p4Kf3w3mkqY,none,https://www.youtube.com/watch?v=p4Kf3w3mkqY,2026-07-06,video,index-only (no caption track published),,2018-01-30,no
2017-08-22,SoJo Marathon 2017,,,mqZs5MBarlI,none,https://www.youtube.com/watch?v=mqZs5MBarlI,2026-07-06,video,index-only (no caption track published),,2017-08-22,no
2017-08-22,SJC TOU TV Spot,,,K3vdeYNK518,none,https://www.youtube.com/watch?v=K3vdeYNK518,2026-07-06,video,index-only (no caption track published),,2017-08-22,no
2017-02-27,Shop Locally in South Jordan,,,p5MuFL00yTY,asr,https://www.youtube.com/watch?v=p5MuFL00yTY,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2017-02-27,no
2016-07-27,Jason Bond   Forestry & Open Space,,,f1Hx07rqvbY,asr,https://www.youtube.com/watch?v=f1Hx07rqvbY,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2016-07-27,no
2016-07-22,Economic Dev video,,,TaXy-GGm36M,none,https://www.youtube.com/watch?v=TaXy-GGm36M,2026-07-06,video,index-only (no caption track published),,2016-07-22,no
2016-07-22,South Jordan,,,I3YC2ntqYmQ,none,https://www.youtube.com/watch?v=I3YC2ntqYmQ,2026-07-06,video,index-only (no caption track published),,2016-07-22,no
2016-07-21,Tyler Curtis   Mow Crew,,,G47PyMg-xRc,asr,https://www.youtube.com/watch?v=G47PyMg-xRc,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2016-07-21,no
2016-07-08,Sam B   Ball Fields,,,rqjNRpWEn2k,asr,https://www.youtube.com/watch?v=rqjNRpWEn2k,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2016-07-08,no
2016-05-18,Police Week 2016,,,rTtAhUuvMhs,asr,https://www.youtube.com/watch?v=rTtAhUuvMhs,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2016-05-18,no
2016-05-17,EMS week,,,KKnZUrCZ8zs,asr,https://www.youtube.com/watch?v=KKnZUrCZ8zs,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2016-05-17,no
2016-05-11,South Jordan City Public Works,,,umQBQXEEO0s,none,https://www.youtube.com/watch?v=umQBQXEEO0s,2026-07-06,video,index-only (no caption track published),,2016-05-11,no
2016-03-08,Mayor Alvord Discusses the Prescription Drop Off Disposal with the South Jordan Police Department,,,uyL_cAdODCs,asr,https://www.youtube.com/watch?v=uyL_cAdODCs,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2016-03-08,no
2015-12-16,Candy Windows 2015,,,SnTOkXt-14k,none,https://www.youtube.com/watch?v=SnTOkXt-14k,2026-07-06,video,index-only (no caption track published),,2015-12-16,no
2015-11-20,Jaws of Life Demonstration,,,cd0mI9NV1wk,asr,https://www.youtube.com/watch?v=cd0mI9NV1wk,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2015-11-20,no
2015-08-21,South Jordan City Strategic Priorities FY 2014 - 2015,,,TbiDzZwiu8o,none,https://www.youtube.com/watch?v=TbiDzZwiu8o,2026-07-06,video,index-only (no caption track published),,2015-08-21,no
2015-08-14,801-446-HELP,,,U-GhLFqK658,asr,https://www.youtube.com/watch?v=U-GhLFqK658,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2015-08-14,no
2015-04-15,Community Roundtable #27   So  Jordan City Manager,,,B-arde1Eu6Y,asr,https://www.youtube.com/watch?v=B-arde1Eu6Y,2026-07-06,caption,yt-dlp --write-auto-sub (ASR); vtt cleaned to text/,raw/2015-04-15__B-arde1Eu6Y.vtt,2015-04-15,yes
2015-03-23,SOUTH JORDAN TREES AWARD 6th Year,,,ZAtsvg4emFk,asr,https://www.youtube.com/watch?v=ZAtsvg4emFk,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2015-03-23,no
2015-03-13,ICSC Mountain States Exchange,,,Ut6JWg0XQHc,none,https://www.youtube.com/watch?v=Ut6JWg0XQHc,2026-07-06,video,index-only (no caption track published),,2015-03-13,no
2014-10-23,South Jordan City Mulligans Survey,,,S42efyPkbiU,asr,https://www.youtube.com/watch?v=S42efyPkbiU,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2014-10-23,no
2014-10-02,SOUTH JORDAN CITY BUILDINGS,,,Lfqd0lYw9l8,none,https://www.youtube.com/watch?v=Lfqd0lYw9l8,2026-07-06,video,index-only (no caption track published),,2014-10-02,no
2014-03-18,2014 Valentines 5k Run,,,tKJxz_6asDQ,none,https://www.youtube.com/watch?v=tKJxz_6asDQ,2026-07-06,video,index-only (no caption track published),,2014-03-18,no
2013-10-28,Copper Canyon (American Dream),,,4_kUkUx211U,asr,https://www.youtube.com/watch?v=4_kUkUx211U,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2013-10-28,no
2013-09-27,BLAST FROM THE PAST,,,vjdW6Utfitc,none,https://www.youtube.com/watch?v=vjdW6Utfitc,2026-07-06,video,index-only (no caption track published),,2013-09-27,no
2013-09-27,FLOWERS OF SOUTH JORDAN CITY,,,kaQlVq5nA7g,none,https://www.youtube.com/watch?v=kaQlVq5nA7g,2026-07-06,video,index-only (no caption track published),,2013-09-27,no
2013-09-27,1920 PHOTOS,,,JXsmPjQwQG8,none,https://www.youtube.com/watch?v=JXsmPjQwQG8,2026-07-06,video,index-only (no caption track published),,2013-09-27,no
2013-09-27,sjc foto new,,,dre0CA_1af0,asr,https://www.youtube.com/watch?v=dre0CA_1af0,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2013-09-27,no
2013-09-23,Chief Executive Training (MAC) Module 1,,,FtWX9aC74Hs,asr,https://www.youtube.com/watch?v=FtWX9aC74Hs,2026-07-06,caption,"index-only (caption track exists, not retrieved — sample-only policy)",,2013-09-23,no
