body,date,year,title,minutes_md,source_pdf,source_url,pages,provenance
MPO Board,2015-05-07,2015,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Historic Courthouse, 3rd Floor Ballroom 51 South University Ave, Provo Thur",legislative/minutes/2015/2015-05-07_mpo_board.md,legislative/raw_pdf/MPO Board/2015/7 May 2015 minutes rp.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/Older/2015/2015_05_07/7%20May%202015%20minutes%20rp.pdf,5,magutah_site
MPO Board,2015-06-04,2015,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Historic Courthouse, 3rd Floor Ballroom 51 South University Ave, Provo Thur",legislative/minutes/2015/2015-06-04_mpo_board.md,legislative/raw_pdf/MPO Board/2015/4 June 2015 minutes rp.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/Older/2015/2015_06_04/4%20June%202015%20minutes%20rp.pdf,4,magutah_site
MPO Board,2015-08-06,2015,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Historic Courthouse, 3rd Floor Ballroom 51 South University Ave, Provo Thur",legislative/minutes/2015/2015-08-06_mpo_board.md,legislative/raw_pdf/MPO Board/2015/6 August 2015 minutes rp.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/Older/2015/2015_08_06/6%20August%202015%20minutes%20rp.pdf,5,magutah_site
MPO Board,2015-11-05,2015,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Historic Courthouse, 3rd Floor Ballroom 51 South University Ave, Provo Thur",legislative/minutes/2015/2015-11-05_mpo_board.md,legislative/raw_pdf/MPO Board/2015/5 Nov 2015  Minutes RP.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/Older/2015/2015_11_05/5%20Nov%202015%20%20Minutes%20RP.pdf,6,magutah_site
MPO Board,2016-01-07,2016,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Historic Courthouse, 3rd Floor Ballroom 51 South University Ave, Provo Thur",legislative/minutes/2016/2016-01-07_mpo_board.md,legislative/raw_pdf/MPO Board/2016/7 Jan 2016  Minutes RP.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/Older/2016/2016_01_07/7%20Jan%202016%20%20Minutes%20RP.pdf,5,magutah_site
MPO Board,2016-02-04,2016,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Historic Courthouse, 3rd Floor Ballroom 51 South University Ave, Provo Thur",legislative/minutes/2016/2016-02-04_mpo_board.md,legislative/raw_pdf/MPO Board/2016/4 Feb 2016  Minutes RP.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/Older/2016/2016_02_04/4%20Feb%202016%20%20Minutes%20RP.pdf,6,magutah_site
MPO Board,2016-03-03,2016,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Historic Courthouse, 3rd Floor Ballroom 51 South University Ave, Provo Thur",legislative/minutes/2016/2016-03-03_mpo_board.md,legislative/raw_pdf/MPO Board/2016/3 Mar 2016  Minutes RP.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/Older/2016/2016_03_03/3%20Mar%202016%20%20Minutes%20RP.pdf,6,magutah_site
MPO Board,2016-05-05,2016,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Historic Courthouse, 3rd Floor Ballroom 51 South University Ave, Provo Thur",legislative/minutes/2016/2016-05-05_mpo_board.md,legislative/raw_pdf/MPO Board/2016/5 May 2016  Minutes RP.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/Older/2016/2016_05_05/5%20May%202016%20%20Minutes%20RP.pdf,4,magutah_site
MPO Board,2016-06-02,2016,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Historic Courthouse, 3rd Floor Ballroom 51 South University Ave, Provo Thur",legislative/minutes/2016/2016-06-02_mpo_board.md,legislative/raw_pdf/MPO Board/2016/2 June 2016  Minutes RP.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/Older/2016/2016_06_02/2%20June%202016%20%20Minutes%20RP.pdf,5,magutah_site
MPO Board,2016-08-04,2016,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Historic Courthouse, 3rd Floor Ballroom 51 South University Ave, Provo Thur",legislative/minutes/2016/2016-08-04_mpo_board.md,legislative/raw_pdf/MPO Board/2016/4 Aug 2016  Minutes RP.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/Older/2016/2016_08_04/4%20Aug%202016%20%20Minutes%20RP.pdf,5,magutah_site
MPO Board,2016-10-06,2016,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Historic Courthouse, 3rd Floor Ballroom 51 South University Ave, Provo Thur",legislative/minutes/2016/2016-10-06_mpo_board.md,legislative/raw_pdf/MPO Board/2016/6 Oct 2016  Minutes RP.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/Older/2016/2016_10_06/6%20Oct%202016%20%20Minutes%20RP.pdf,4,magutah_site
MPO Board,2016-11-03,2016,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Historic Courthouse, 3rd Floor Ballroom 51 South University Ave, Provo Thur",legislative/minutes/2016/2016-11-03_mpo_board.md,legislative/raw_pdf/MPO Board/2016/2016_11_03 minutes.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/Older/2016/2016_11_03/2016_11_03%20minutes.pdf,4,magutah_site
MPO Board,2017-02-02,2017,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Historic Courthouse, 3rd Floor Ballroom 51 South University Ave., Provo Thu",legislative/minutes/2017/2017-02-02_mpo_board.md,legislative/raw_pdf/MPO Board/2017/Minutes 2-02-2017 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/Older/2017/2017_02_02/Minutes%202-02-2017%20APPROVED.pdf,6,magutah_site
MPO Board,2017-05-04,2017,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Historic Courthouse, 3rd Floor Ballroom 51 South University Ave., Provo Thu",legislative/minutes/2017/2017-05-04_mpo_board.md,legislative/raw_pdf/MPO Board/2017/Minutes 05-04-2017 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/Older/2017/2017_05_04/Minutes%2005-04-2017%20APPROVED.pdf,6,magutah_site
MPO Board,2017-08-03,2017,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Historic Courthouse, 3rd Floor Ballroom 51 South University Ave., Provo Thu",legislative/minutes/2017/2017-08-03_mpo_board.md,legislative/raw_pdf/MPO Board/2017/Minutes 8-03-2017 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/Older/2017/2017_08_03/Minutes%208-03-2017%20APPROVED.pdf,6,magutah_site
MPO Board,2017-09-07,2017,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Historic Courthouse, 3rd Floor Ballroom 51 South University Ave., Provo Thu",legislative/minutes/2017/2017-09-07_mpo_board.md,legislative/raw_pdf/MPO Board/2017/Minutes 9-07-17 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/Older/2017/2017_09_07/Minutes%209-07-17%20APPROVED.pdf,9,magutah_site
MPO Board,2017-10-12,2017,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Clyde Companies 730 North 1500 West, Orem, UT Thursday, October 12, 2017 5:",legislative/minutes/2017/2017-10-12_mpo_board.md,legislative/raw_pdf/MPO Board/2017/Minutes 10-12-17 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/Older/2017/2017_10_12/Minutes%2010-12-17%20APPROVED.pdf,5,magutah_site
MPO Board,2017-11-09,2017,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Utah County Health and Justice Building 151 South University Ave., Provo, U",legislative/minutes/2017/2017-11-09_mpo_board.md,legislative/raw_pdf/MPO Board/2017/Minutes 11-9-17 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/Older/2017/2017_11_09/Minutes%2011-9-17%20APPROVED.pdf,4,magutah_site
MPO Board,2018-02-01,2018,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Utah County Health and Justice Building 151 South University Ave., Provo, U",legislative/minutes/2018/2018-02-01_mpo_board.md,legislative/raw_pdf/MPO Board/2018/Minutes 2-1-18 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/Older/2018/2018_02_01/Minutes%202-1-18%20APPROVED.pdf,6,magutah_site
MPO Board,2018-03-01,2018,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Utah County Health and Justice Building 151 South University Ave., Room 160",legislative/minutes/2018/2018-03-01_mpo_board.md,legislative/raw_pdf/MPO Board/2018/Minutes 3-1-18 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/Older/2018/2018_03_01/Minutes%203-1-18%20APPROVED.pdf,7,magutah_site
MPO Board,2018-03-14,2018,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Mountainland Association of Governments 586 East 800 North, Orem UT Wednesd",legislative/minutes/2018/2018-03-14_mpo_board.md,legislative/raw_pdf/MPO Board/2018/Minutes 3-14-18 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/Older/2018/2018_03_14/Minutes%203-14-18%20APPROVED.pdf,4,magutah_site
MPO Board,2018-05-03,2018,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Utah County Health and Justice Building 151 South University Ave., Room 160",legislative/minutes/2018/2018-05-03_mpo_board.md,legislative/raw_pdf/MPO Board/2018/Minutes 5-3-18 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/Older/2018/2018_05_03/Minutes%205-3-18%20APPROVED.pdf,6,magutah_site
MPO Board,2018-06-07,2018,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Utah County Health and Justice Building 151 South University Ave., Room 250",legislative/minutes/2018/2018-06-07_mpo_board.md,legislative/raw_pdf/MPO Board/2018/Minutes 6-7-18 APPROVED .pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/Older/2018/2018_06_07/Minutes%206-7-18%20APPROVED%20.pdf,8,magutah_site
MPO Board,2018-08-02,2018,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Utah County Health and Justice Building 151 South University Ave., Room 250",legislative/minutes/2018/2018-08-02_mpo_board.md,legislative/raw_pdf/MPO Board/2018/8-2-18 minutes APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/Older/2018/2018_08_02/8-2-18%20minutes%20APPROVED.pdf,6,magutah_site
MPO Board,2018-10-04,2018,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Utah County Health and Justice Building 151 South University Ave., Room 160",legislative/minutes/2018/2018-10-04_mpo_board.md,legislative/raw_pdf/MPO Board/2018/10-4-18 minutes APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/Older/2018/2018_10_04/10-4-18%20minutes%20APPROVED.pdf,5,magutah_site
MPO Board,2018-11-01,2018,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Utah County Health and Justice Building 151 South University Ave., Room 160",legislative/minutes/2018/2018-11-01_mpo_board.md,legislative/raw_pdf/MPO Board/2018/11-1-18 Minutes APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/Older/2018/2018_11_01/11-1-18%20Minutes%20APPROVED.pdf,4,magutah_site
MPO Board,2018-12-06,2018,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Utah County Health and Justice Building 151 South University Ave., Room 160",legislative/minutes/2018/2018-12-06_mpo_board.md,legislative/raw_pdf/MPO Board/2018/12-6-18 minutes APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/Older/2018/2018_12_06/12-6-18%20minutes%20APPROVED.pdf,3,magutah_site
MPO Board,2019-01-03,2019,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Utah County Health and Justice Building 151 South University Ave., Room 250",legislative/minutes/2019/2019-01-03_mpo_board.md,legislative/raw_pdf/MPO Board/2019/Minutes 1.3.19 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/Older/2019/2019_01_03/Minutes%201.3.19%20APPROVED.pdf,4,magutah_site
MPO Board,2019-02-07,2019,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Utah County Health and Justice Building 151 South University Ave., Room 250",legislative/minutes/2019/2019-02-07_mpo_board.md,legislative/raw_pdf/MPO Board/2019/Minutes 2.7.19 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/Older/2019/2019_02_07/Minutes%202.7.19%20APPROVED.pdf,6,magutah_site
MPO Board,2019-03-07,2019,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Utah County Health and Justice Building 151 South University Ave., Room 160",legislative/minutes/2019/2019-03-07_mpo_board.md,legislative/raw_pdf/MPO Board/2019/Minutes 3.7.19 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/Older/2019/2019_03_07/Minutes%203.7.19%20APPROVED.pdf,4,magutah_site
MPO Board,2019-05-02,2019,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Utah County Health and Justice Building 151 South University Ave., Room 160",legislative/minutes/2019/2019-05-02_mpo_board.md,legislative/raw_pdf/MPO Board/2019/Minutes 5.2.19 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/Older/2019/2019_05_02/Minutes%205.2.19%20APPROVED.pdf,5,magutah_site
MPO Board,2019-06-06,2019,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Utah County Health and Justice Building 151 South University Ave., Room 160",legislative/minutes/2019/2019-06-06_mpo_board.md,legislative/raw_pdf/MPO Board/2019/Minutes 6.6.19 FINAL.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/Older/2019/2019_06_06/Minutes%206.6.19%20FINAL.pdf,5,magutah_site
MPO Board,2019-08-01,2019,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Utah County Health and Justice Building 151 South University Ave., Room 160",legislative/minutes/2019/2019-08-01_mpo_board.md,legislative/raw_pdf/MPO Board/2019/Minutes 8.1.19 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/Older/2019/2019_08_01/Minutes%208.1.19%20APPROVED.pdf,6,magutah_site
MPO Board,2019-09-05,2019,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Utah County Health and Justice Building 151 South University Ave., Room 160",legislative/minutes/2019/2019-09-05_mpo_board.md,legislative/raw_pdf/MPO Board/2019/9.5.19 Minutes APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/Older/2019/2019_09_05/9.5.19%20Minutes%20APPROVED.pdf,5,magutah_site
MPO Board,2019-10-03,2019,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Utah County Health and Justice Building 151 South University Ave., Room 160",legislative/minutes/2019/2019-10-03_mpo_board.md,legislative/raw_pdf/MPO Board/2019/Minutes 10.3.19 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/Older/2019/2019_10_03/Minutes%2010.3.19%20APPROVED.pdf,5,magutah_site
MPO Board,2019-11-07,2019,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Utah County Health and Justice Building 151 South University Ave., Room 160",legislative/minutes/2019/2019-11-07_mpo_board.md,legislative/raw_pdf/MPO Board/2019/Minutes 11.7.19 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/Older/2019/2019_11_07/Minutes%2011.7.19%20APPROVED.pdf,6,magutah_site
MPO Board,2020-02-06,2020,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Utah County Health and Justice Building 151 South University Ave., Room 160",legislative/minutes/2020/2020-02-06_mpo_board.md,legislative/raw_pdf/MPO Board/2020/Minutes 2.6.20 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2020/2020_02_06/Minutes%202.6.20%20APPROVED.pdf,5,magutah_site
MPO Board,2020-03-05,2020,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Utah County Health and Justice Building 151 South University Ave., Room 160",legislative/minutes/2020/2020-03-05_mpo_board.md,legislative/raw_pdf/MPO Board/2020/Minutes 3.5.20 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2020/2020_03_05/Minutes%203.5.20%20APPROVED.pdf,3,magutah_site
MPO Board,2020-04-23,2020,MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Electronic Meeting Regional Planning Committee via Zoom Public via mountain,legislative/minutes/2020/2020-04-23_mpo_board.md,legislative/raw_pdf/MPO Board/2020/Minutes 4.23.20 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2020/2020_04_23/Minutes%204.23.20%20APPROVED.pdf,5,magutah_site
MPO Board,2020-08-06,2020,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE August 6, 2020 5:30 p.m. Voting Members: Representing: Mayor Steve Leifson,",legislative/minutes/2020/2020-08-06_mpo_board.md,legislative/raw_pdf/MPO Board/2020/Minutes 8.6.20 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2020/2020_08_06/Minutes%208.6.20%20APPROVED.pdf,7,magutah_site
MPO Board,2020-09-03,2020,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE September 3, 2020 5:30 p.m. Voting Members: Representing: Mayor Jim Miller,",legislative/minutes/2020/2020-09-03_mpo_board.md,legislative/raw_pdf/MPO Board/2020/Minutes 9.3.20 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2020/2020_09_03/Minutes%209.3.20%20APPROVED.pdf,3,magutah_site
MPO Board,2020-10-01,2020,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE October 1, 2020 5:30 p.m. Voting Members: Representing: Mayor Steve Leifson",legislative/minutes/2020/2020-10-01_mpo_board.md,legislative/raw_pdf/MPO Board/2020/Minutes 10.1.20 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2020/2020_10_01/Minutes%2010.1.20%20APPROVED.pdf,4,magutah_site
MPO Board,2020-11-05,2020,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE November 5, 2020 5:30 p.m. Voting Members: Representing: Mayor Steve Leifso",legislative/minutes/2020/2020-11-05_mpo_board.md,legislative/raw_pdf/MPO Board/2020/Minutes 11.5.20 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2020/2020_11_05/Minutes%2011.5.20%20APPROVED.pdf,4,magutah_site
MPO Board,2021-02-04,2021,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE February 4, 2021 5:30 p.m. Voting Members: Representing: Mayor Steve Leifso",legislative/minutes/2021/2021-02-04_mpo_board.md,legislative/raw_pdf/MPO Board/2021/Minutes 2.4.21 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2021/2021_02_04/Minutes%202.4.21%20APPROVED.pdf,4,magutah_site
MPO Board,2021-03-04,2021,"MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE March 4, 2021 5:30 p.m. Voting Members: Representing: Mayor Jim Miller, Vic",legislative/minutes/2021/2021-03-04_mpo_board.md,legislative/raw_pdf/MPO Board/2021/Minutes 3.4.21 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2021/2021_03_04/Minutes%203.4.21%20APPROVED.pdf,4,magutah_site
MPO Board,2021-04-01,2021,"- MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Location: Zoom Livestream: mountainland.org/live Meeting Minutes April 1,",legislative/minutes/2021/2021-04-01_mpo_board.md,legislative/raw_pdf/MPO Board/2021/Minutes 4.1.21 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2021/2021_04_01/Minutes%204.1.21%20APPROVED.pdf,4,magutah_site
MPO Board,2021-05-06,2021,"- MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Central Utah Water Conservancy District 1426 East 750 North, Bldg. 2 Orem",legislative/minutes/2021/2021-05-06_mpo_board.md,legislative/raw_pdf/MPO Board/2021/Minutes 5.6.21 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2021/2021_05_06/Minutes%205.6.21%20APPROVED.pdf,5,magutah_site
MPO Board,2021-06-30,2021,"- MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Location: Zoom Livestream: mountainland.org/live Meeting Minutes June 30,",legislative/minutes/2021/2021-06-30_mpo_board.md,legislative/raw_pdf/MPO Board/2021/Minutes 6.30.21 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2021/2021_06_30/Minutes%206.30.21%20APPROVED.pdf,2,magutah_site
MPO Board,2021-08-05,2021,"- MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Central Utah Water Conservancy District 1426 East 750 North, Bldg. 2 Orem",legislative/minutes/2021/2021-08-05_mpo_board.md,legislative/raw_pdf/MPO Board/2021/Minutes 8.5.21 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2021/2021_08_05/Minutes%208.5.21%20APPROVED.pdf,6,magutah_site
MPO Board,2021-10-07,2021,"- MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Central Utah Water Conservancy District 1426 East 750 North, Bldg. 2 Orem",legislative/minutes/2021/2021-10-07_mpo_board.md,legislative/raw_pdf/MPO Board/2021/Minutes 10.7.21 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2021/2021_10_07/Minutes%2010.7.21%20APPROVED.pdf,4,magutah_site
MPO Board,2021-11-04,2021,"- MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Central Utah Water Conservancy District 1426 East 750 North, Bldg. 2 Orem",legislative/minutes/2021/2021-11-04_mpo_board.md,legislative/raw_pdf/MPO Board/2021/Minutes 11.4.21 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2021/2021_11_04/Minutes%2011.4.21%20APPROVED.pdf,3,magutah_site
MPO Board,2022-02-03,2022,"- MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Central Utah Water Conservancy District 1426 East 750 North, Bldg. 2 Orem",legislative/minutes/2022/2022-02-03_mpo_board.md,legislative/raw_pdf/MPO Board/2022/Minutes 2.3.22 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2022/2022_02_03/Minutes%202.3.22%20APPROVED.pdf,7,magutah_site
MPO Board,2022-03-03,2022,"- MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Central Utah Water Conservancy District 1426 East 750 North, Bldg. 2 Orem",legislative/minutes/2022/2022-03-03_mpo_board.md,legislative/raw_pdf/MPO Board/2022/Minutes 3.3.22 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2022/2022_03_03/Minutes%203.3.22%20APPROVED.pdf,6,magutah_site
MPO Board,2022-06-02,2022,"- MOUNTAINLAND MPO REGIONAL PLANNING COMMITTEE Central Utah Water Conservancy District 1426 East 750 North, Bldg. 2 Orem",legislative/minutes/2022/2022-06-02_mpo_board.md,legislative/raw_pdf/MPO Board/2022/Minutes 6.2.22 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2022/2022_06_02/Minutes%206.2.22%20APPROVED.pdf,6,magutah_site
