filename,method,chars,note
1595530726_Resolution_20-07-01.pdf,pdftotext_layout,3550,
1595530749_Resolution_20-07-03.pdf,pdftotext_layout,1841,
1595530776_Resolution_20-07-04.pdf,pdftotext_layout,4381,
1595530996_Ordinance_20-06-01.pdf,pdftotext_layout,8463,
1597246645_Ordinance_20-02-01.pdf,pdftotext_layout,16775,
1597246703_Resolution_20-06-01.pdf,pdftotext_layout,5038,
1597246742_Resolution_20-04-01.pdf,pdftotext_layout,6558,
1597246859_Resolution_20-04-01.pdf,pdftotext_layout,6558,
1597246888_Resolution_20-03-02.pdf,pdftotext_layout,2353,
1597246929_Resolution_20-02-01.pdf,ocr_tesseract,2803,image-only PDF; OCR fallback
1609872087_Resolution_20-11-01.pdf,pdftotext_layout,3027,
1609872651_Resolution_20-11-02.pdf,pdftotext_layout,3470,
1609873129_Resolution_20-12-01.pdf,pdftotext_layout,7797,
1609874250_Resolution_20-12-02.pdf,pdftotext_layout,48993,
1609874382_Resolution_20-12-03.pdf,pdftotext_layout,19511,
1609875308_Resolution_20-12-05.pdf,ocr_tesseract,15065,image-only PDF; OCR fallback
1610050461_Resolution_20-11-01.pdf,pdftotext_layout,3226,
1614967990_Resolution_21-03-01_Appointment_of_Planning_Commission_Members.pdf,ocr_tesseract,1341,image-only PDF; OCR fallback
1632424384_Ordinance_21-09-02.pdf,pdftotext_layout,8445,
1632426354_Ordinance_21-09-01.pdf,ocr_tesseract,70825,image-only PDF; OCR fallback
1647891849_Ordinance_2021-10-01.pdf,pdftotext_layout,18731,
1647898647_Resolution_21-04-01.pdf,pdftotext_layout,5500,
1647899261_Resolution_21-04-02.pdf,pdftotext_layout,28296,
1647899384_Resolution_21-06-01.pdf,ocr_tesseract,3205,image-only PDF; OCR fallback
1647899706_Resolution_21-06-02.pdf,ocr_tesseract,2365,image-only PDF; OCR fallback
1647899948_Resolution_21-06-03.pdf,pdftotext_layout,2413,
1647900492_Resolution_21-07-02.pdf,ocr_tesseract,3218,image-only PDF; OCR fallback
1647900786_Resolution_21-07-03.pdf,ocr_tesseract,5571,image-only PDF; OCR fallback
1647900941_Resolution_21-07-04.pdf,ocr_tesseract,2424,image-only PDF; OCR fallback
1647901143_Resolution_21-08-01.pdf,ocr_tesseract,4770,image-only PDF; OCR fallback
1647901531_Resolution_21-08-02.PDF,ocr_tesseract,1472,image-only PDF; OCR fallback
1647901701_Resolution_21-08-03.pdf,ocr_tesseract,1858,image-only PDF; OCR fallback
1647902348_Resolution_21-09-01.pdf,ocr_tesseract,1364,image-only PDF; OCR fallback
1647902571_Resolution_21-09-02.pdf,ocr_tesseract,4930,image-only PDF; OCR fallback
1647902968_Resolution_21-09-03.pdf,ocr_tesseract,2853,image-only PDF; OCR fallback
1647903281_Resolution_21-11-01.pdf,pdftotext_layout,1551,
1647903553_Resolution_21-11-02.pdf,ocr_tesseract,33086,image-only PDF; OCR fallback
1647903748_Resolution_21-11-03.pdf,ocr_tesseract,2478,image-only PDF; OCR fallback
1647903870_Resolution_21-11-04.pdf,ocr_tesseract,35025,image-only PDF; OCR fallback
1647904419_Resolution_21-12-01.pdf,ocr_tesseract,52504,image-only PDF; OCR fallback
1647904566_Resolution_21-12-02.pdf,ocr_tesseract,2648,image-only PDF; OCR fallback
1647904769_Resolution_21-12-03.pdf,ocr_tesseract,6695,image-only PDF; OCR fallback
1647904994_Resolution_21-12-04.pdf,ocr_tesseract,25572,image-only PDF; OCR fallback
1652990142_Resolution_22-05-02.pdf,ocr_tesseract,29063,image-only PDF; OCR fallback
1656014983_Resolution_22-05-01_Planning_Commission_Appointments.pdf,ocr_tesseract,1862,image-only PDF; OCR fallback
1660600629_Resolution_22-08-01.pdf,pdftotext_layout,23190,
1660600830_Resolution_22-08-02.pdf,ocr_tesseract,1599,image-only PDF; OCR fallback
1660601451_Resolution_22-08-03.pdf,ocr_tesseract,2061,image-only PDF; OCR fallback
1660601718_Resolution_22-08-04.pdf,ocr_tesseract,1760,image-only PDF; OCR fallback
1661537290_Ordinance_19-07-01.pdf,ocr_tesseract,65920,image-only PDF; OCR fallback
1671136555_Resolution_22-11-02.pdf,pdftotext_layout,712,
1671136752_Resolution_22-11-01.pdf,ocr_tesseract,32273,image-only PDF; OCR fallback
1674167981_Resolution_22-12-04.pdf,pdftotext_layout,46770,
1681930555_Resolution_22-12-02.pdf,ocr_tesseract,2050,image-only PDF; OCR fallback
1681930732_Resolution_22-12-03.pdf,ocr_tesseract,3509,image-only PDF; OCR fallback
1681931249_Resolution_22-12-05.pdf,ocr_tesseract,2429,image-only PDF; OCR fallback
1681931764_Ordinance_22-09-01.pdf,pdftotext_layout,142997,
1681934938_Resolution_2023-01-01.pdf,ocr_tesseract,1763,image-only PDF; OCR fallback
1681935209_Resolution_2023-01-02.pdf,ocr_tesseract,1501,image-only PDF; OCR fallback
1681935428_Resolution_2023-02-01.pdf,ocr_tesseract,1880,image-only PDF; OCR fallback
1681935657_Resolution_2023-02-02.pdf,ocr_tesseract,1728,image-only PDF; OCR fallback
1687812066_Ordinance_2023-O-01.pdf,ocr_tesseract,4785,image-only PDF; OCR fallback
1687877042_Title_18_White_City_Subdivision_Ordinance.pdf,pdftotext_layout,137116,
1687877076_Title_19_White_City_Zoning_Ordinance.pdf,pdftotext_layout,759968,
1695327160_Resolution_2023-08-02.pdf,pdftotext_layout,53288,
1713823290_Resolution_2024-01-01.pdf,ocr_tesseract,2041,image-only PDF; OCR fallback
1713823546_Resolution_2024-01-02.pdf,ocr_tesseract,2073,image-only PDF; OCR fallback
1713823715_Resolution_2024-01-03.pdf,ocr_tesseract,1879,image-only PDF; OCR fallback
1713823880_Resolution_2024-01-04.pdf,ocr_tesseract,1896,image-only PDF; OCR fallback
1713824206_Ordinance_2024-O-01.pdf,pdftotext_layout,143783,
1713824400_Ordinance_2024-O-01.pdf,pdftotext_layout,143783,
1721244524_2024-07-01.pdf,ocr_tesseract,1300,image-only PDF; OCR fallback
1721244999_2024-O-03.pdf,ocr_tesseract,1557,image-only PDF; OCR fallback
1721245234_Ordinance_2024-O-04.pdf,ocr_tesseract,21568,image-only PDF; OCR fallback
1721254619_Resolution_2023-04-01.pdf,ocr_tesseract,22798,image-only PDF; OCR fallback
1721254958_Resolution_2023-04-02.pdf,pdftotext_layout,5122,
1721319061_Resolution_2023-06-01.pdf,ocr_tesseract,1338,image-only PDF; OCR fallback
1721320615_Resolution_2023-06-02.pdf,ocr_tesseract,38465,image-only PDF; OCR fallback
1721320974_Resolution_2023-06-03.pdf,ocr_tesseract,1287,image-only PDF; OCR fallback
1721321419_Resolution_2023-07-01.pdf,ocr_tesseract,27137,image-only PDF; OCR fallback
1721321798_Resolution_2023-07-02.pdf,ocr_tesseract,1793,image-only PDF; OCR fallback
1721322167_Resolution_2023-07-03.pdf,ocr_tesseract,1440,image-only PDF; OCR fallback
1721322370_Resolution_2023-08-01.pdf,pdftotext_layout,2056,
1721322589_Resolution_2023-09-01.pdf,ocr_tesseract,2301,image-only PDF; OCR fallback
1721323627_Resolution_2023-09-02.pdf,ocr_tesseract,38374,image-only PDF; OCR fallback
1721324025_Resolution_2023-09-03.pdf,ocr_tesseract,2605,image-only PDF; OCR fallback
1721327493_Resolution_2023-11-01.pdf,ocr_tesseract,3495,image-only PDF; OCR fallback
1721328105_Resolution_2023-11-02.pdf,ocr_tesseract,8974,image-only PDF; OCR fallback
1721329752_Resolution_2023-12-01.pdf,ocr_tesseract,16973,image-only PDF; OCR fallback
1721330326_Resolution_22-12-02.pdf,ocr_tesseract,2050,image-only PDF; OCR fallback
1721330533_Resolution_2023-12-03.pdf,ocr_tesseract,8810,image-only PDF; OCR fallback
1721331372_Resolution_2023-12-04.pdf,pdftotext_layout,63725,
1721331848_Resolution_2023-12-05.pdf,ocr_tesseract,2531,image-only PDF; OCR fallback
1725651007_Resolution_2024-09-01.pdf,ocr_tesseract,1473,image-only PDF; OCR fallback
1725651155_Resolution_2024-09-02.pdf,pdftotext_layout,2213,
1729016053_Ordinance_2024-O-05.pdf,pdftotext_layout,145655,
1733174032_Ordinance_18-01-01.pdf,ocr_tesseract,14610,image-only PDF; OCR fallback
1733174588_Ordinance_18-11-01.pdf,ocr_tesseract,3873,image-only PDF; OCR fallback
1737581198_Ordinance_2025-O-01.pdf,ocr_tesseract,82924,image-only PDF; OCR fallback
1738709768_Ordinance_17-02-03.pdf,ocr_tesseract,2660,image-only PDF; OCR fallback
1743020950_Resolution_2025-02-01_Appointing_Christy_Seiger_to_PC.pdf,ocr_tesseract,1281,image-only PDF; OCR fallback
1744836308_Ordinance_2025-O-02_Amend_Title_8_Animals.pdf,ocr_tesseract,27552,image-only PDF; OCR fallback
1744840008_Ordinance_2025-O-03_White_City_Title_2.04_Amend_Elections.pdf,pdftotext_layout,30686,
1746648510_Ordinance_2025-O-04_Amending_19.46.100_Infrastructure_and_public_improvements_copy.pdf,pdftotext_layout,7134,
1751300429_Ordinance_2024-O-06.pdf,ocr_tesseract,6049,image-only PDF; OCR fallback
1753206863_Ordinance_18-01-01_Policy_#2.pdf,ocr_tesseract,10980,image-only PDF; OCR fallback
1767887551_Ordinance_2025-O-06_Signed_White_City_WUI_Adopting_Ordinance.pdf,pdftotext_layout,5127,
19-01-01.pdf,ocr_tesseract,2212,image-only PDF; OCR fallback
19-02-01.pdf,ocr_tesseract,2498,image-only PDF; OCR fallback
19-02-02.pdf,ocr_tesseract,25601,image-only PDF; OCR fallback
Ordinance_17-02-01.pdf,pdftotext_layout,12091,
Ordinance_17-02-02.pdf,ocr_tesseract,17158,image-only PDF; OCR fallback
Ordinance_17-02-04.pdf,ocr_tesseract,3257,image-only PDF; OCR fallback
Ordinance_17-06-01.pdf,ocr_tesseract,6197,image-only PDF; OCR fallback
Ordinance_17-06-02.pdf,ocr_tesseract,3783,image-only PDF; OCR fallback
Resolution_17-02-03.pdf,ocr_tesseract,2480,image-only PDF; OCR fallback
Resolution_19-03-01.pdf,ocr_tesseract,2143,image-only PDF; OCR fallback
