date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,pmn_notice_url,pmn_file_id,bytes,doc_class,fetch_status,sha256,text_path,text_chars
2020-01-08,19-20 Jan proposed budget amendments,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/562117.pdf,2026-07-13,text,pdftotext -layout,raw/2020-01-08/562117_19-20_Jan_proposed_budget_amendments.pdf,https://www.utah.gov/pmn/sitemap/notice/580043.html,562117,119970,,,,,
2020-01-08,2019-12-30 Planning Commission Appointment,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/562119.pdf,2026-07-13,text,pdftotext -layout,raw/2020-01-08/562119_2019-12-30_Planning_Commission_Appointment.pdf,https://www.utah.gov/pmn/sitemap/notice/580043.html,562119,80464,,,,,
2020-01-08,Danya_Lee_Rumore__CV_Academic_February_2019,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/562121.pdf,2026-07-13,text,pdftotext -layout,raw/2020-01-08/562121_Danya_Lee_Rumore_CV_Academic_February_2019.pdf,https://www.utah.gov/pmn/sitemap/notice/580043.html,562121,160320,,,,,
2020-01-08,2020-1-CommunityCenterReportandRFP,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/562127.pdf,2026-07-13,text,pdftotext -layout,raw/2020-01-08/562127_2020-1-CommunityCenterReportandRFP.pdf,https://www.utah.gov/pmn/sitemap/notice/580043.html,562127,399517,,,,,
2020-02-12,2020-2-12 TC Agenda,TownCouncil,regular,agenda_packet,https://www.utah.gov/pmn/files/573885.pdf,2026-07-13,text,pdftotext -layout,raw/2020-02-12/573885_2020-2-12_TC_Agenda.pdf,https://www.utah.gov/pmn/sitemap/notice/587541.html,573885,216772,,,,,
2020-02-12,2020-2-12 Consent Agenda,TownCouncil,regular,agenda_packet,https://www.utah.gov/pmn/files/573887.pdf,2026-07-13,text,pdftotext -layout,raw/2020-02-12/573887_2020-2-12_Consent_Agenda.pdf,https://www.utah.gov/pmn/sitemap/notice/587541.html,573887,1303758,,,,,
2020-02-12,2020-2-12 Business Licensing Memo_Peak Law,TownCouncil,regular,staff_report,https://www.utah.gov/pmn/files/573805.pdf,2026-07-13,text,pdftotext -layout,raw/2020-02-12/573805_2020-2-12_Business_Licensing_Memo_Peak_Law.pdf,https://www.utah.gov/pmn/sitemap/notice/587541.html,573805,192302,,,,,
2020-02-12,2020-R-3 Resolution Honoring Our Public Safety Professionals,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/573795.pdf,2026-07-13,text,pdftotext -layout,raw/2020-02-12/573795_2020-R-3_Resolution_Honoring_Our_Public_Safety_Professionals.pdf,https://www.utah.gov/pmn/sitemap/notice/587541.html,573795,77752,,,,,
2020-02-12,Summary of Zoning Ord changes for 2.12.2020 meeting,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/573799.pdf,2026-07-13,text,pdftotext -layout,raw/2020-02-12/573799_Summary_of_Zoning_Ord_changes_for_2.12.2020_meeting.pdf,https://www.utah.gov/pmn/sitemap/notice/587541.html,573799,80220,,,,,
2020-02-12,TOA Zoning Code (cumulative redline)2.5.20,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/573801.pdf,2026-07-13,text,pdftotext -layout,raw/2020-02-12/573801_TOA_Zoning_Code_cumulative_redline2.5.20.pdf,https://www.utah.gov/pmn/sitemap/notice/587541.html,573801,433700,,,,,
2020-02-12,Ordinance supporting Land Use Amendments TOA 2.12.2020,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/573803.pdf,2026-07-13,text,pdftotext -layout,raw/2020-02-12/573803_Ordinance_supporting_Land_Use_Amendments_TOA_2.12.2020.pdf,https://www.utah.gov/pmn/sitemap/notice/587541.html,573803,94485,,,,,
2020-02-12,2020-R-2 Planning Commission Membership,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/573807.pdf,2026-07-13,text,pdftotext -layout,raw/2020-02-12/573807_2020-R-2_Planning_Commission_Membership.pdf,https://www.utah.gov/pmn/sitemap/notice/587541.html,573807,102810,,,,,
2020-03-10,2020-3-10 TC Agenda,TownCouncil,regular,agenda_packet,https://www.utah.gov/pmn/files/583077.pdf,2026-07-13,text,pdftotext -layout,raw/2020-03-10/583077_2020-3-10_TC_Agenda.pdf,https://www.utah.gov/pmn/sitemap/notice/593457.html,583077,207675,,,,,
2020-03-11,2020-3-11 Consent Agenda,TownCouncil,work_session,agenda_packet,https://www.utah.gov/pmn/files/583081.pdf,2026-07-13,text,pdftotext -layout,raw/2020-03-11/583081_2020-3-11_Consent_Agenda.pdf,https://www.utah.gov/pmn/sitemap/notice/593459.html,583081,1602785,,,,,
2020-03-11,2020-3-11 TC Agenda Amended,TownCouncil,work_session,agenda_packet,https://www.utah.gov/pmn/files/583689.pdf,2026-07-13,text,pdftotext -layout,raw/2020-03-11/583689_2020-3-11_TC_Agenda_Amended.pdf,https://www.utah.gov/pmn/sitemap/notice/593459.html,583689,220668,,,,,
2020-03-11,2020-3-11-COVID-19-Memo,TownCouncil,work_session,staff_report,https://www.utah.gov/pmn/files/585067.pdf,2026-07-13,text,pdftotext -layout,raw/2020-03-11/585067_2020-3-11-COVID-19-Memo.pdf,https://www.utah.gov/pmn/sitemap/notice/593459.html,585067,255323,,,,,
2020-03-11,2020-R-4 Dog Resolution DRAFT 1,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/583227.pdf,2026-07-13,text,pdftotext -layout,raw/2020-03-11/583227_2020-R-4_Dog_Resolution_DRAFT_1.pdf,https://www.utah.gov/pmn/sitemap/notice/593459.html,583227,646259,,,,,
2020-03-11,2020-O-1 Ordinance-supporting-Land-Use-Amendments-TOA-jhg,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/583229.pdf,2026-07-13,text,pdftotext -layout,raw/2020-03-11/583229_2020-O-1_Ordinance-supporting-Land-Use-Amendments-TOA-jhg.pdf,https://www.utah.gov/pmn/sitemap/notice/593459.html,583229,91704,,,,,
2020-03-11,TOA Zoning Code (cumulative redline) 3.3.20,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/583231.pdf,2026-07-13,text,pdftotext -layout,raw/2020-03-11/583231_TOA_Zoning_Code_cumulative_redline_3.3.20.pdf,https://www.utah.gov/pmn/sitemap/notice/593459.html,583231,435201,,,,,
2020-03-11,UFSA boundary adjustment process,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/583233.pdf,2026-07-13,text,pdftotext -layout,raw/2020-03-11/583233_UFSA_boundary_adjustment_process.pdf,https://www.utah.gov/pmn/sitemap/notice/593459.html,583233,202847,,,,,
2020-03-11,CWC call for ideas,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/585065.pdf,2026-07-13,text,pdftotext -layout,raw/2020-03-11/585065_CWC_call_for_ideas.pdf,https://www.utah.gov/pmn/sitemap/notice/593459.html,585065,226729,,,,,
2020-04-08,2020-4-8 TC Agenda,TownCouncil,regular,agenda_packet,https://www.utah.gov/pmn/files/589403.pdf,2026-07-13,text,pdftotext -layout,raw/2020-04-08/589403_2020-4-8_TC_Agenda.pdf,https://www.utah.gov/pmn/sitemap/notice/598019.html,589403,291784,,,,,
2020-04-08,2020-4-8 Consent Agenda,TownCouncil,regular,agenda_packet,https://www.utah.gov/pmn/files/589417.pdf,2026-07-13,text,pdftotext -layout,raw/2020-04-08/589417_2020-4-8_Consent_Agenda.pdf,https://www.utah.gov/pmn/sitemap/notice/598019.html,589417,1558562,,,,,
2020-04-08,2020-4-1-COVID-19-Memo,TownCouncil,regular,staff_report,https://www.utah.gov/pmn/files/589405.pdf,2026-07-13,text,pdftotext -layout,raw/2020-04-08/589405_2020-4-1-COVID-19-Memo.pdf,https://www.utah.gov/pmn/sitemap/notice/598019.html,589405,232152,,,,,
2020-04-08,Alta Transportation Concepts_Handout,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/589407.pdf,2026-07-13,text,pdftotext -layout,raw/2020-04-08/589407_Alta_Transportation_Concepts_Handout.pdf,https://www.utah.gov/pmn/sitemap/notice/598019.html,589407,18216710,,,,,
2020-04-08,2020-R-5 Resolution extending state of emergency DRAFT,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/589409.pdf,2026-07-13,text,pdftotext -layout,raw/2020-04-08/589409_2020-R-5_Resolution_extending_state_of_emergency_DRAFT.pdf,https://www.utah.gov/pmn/sitemap/notice/598019.html,589409,81465,,,,,
2020-04-08,2020-R-6 Resolution Declaring Intent to Adjust UFSA Boundary draft v. 1,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/589411.pdf,2026-07-13,text,pdftotext -layout,raw/2020-04-08/589411_2020-R-6_Resolution_Declaring_Intent_to_Adjust_UFSA_Boundary_draft_v._1.pdf,https://www.utah.gov/pmn/sitemap/notice/598019.html,589411,131649,,,,,
2020-04-08,2020-R-7 Dog Resolution Amended DRAFT,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/589413.pdf,2026-07-13,text,pdftotext -layout,raw/2020-04-08/589413_2020-R-7_Dog_Resolution_Amended_DRAFT.pdf,https://www.utah.gov/pmn/sitemap/notice/598019.html,589413,73152,,,,,
2020-04-08,Copy of UFACopy of Station 113 and Town of Alta Calls Summary for 2015-2019 (2),TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/590919.pdf,2026-07-13,text,pdftotext -layout,raw/2020-04-08/590919_Copy_of_UFACopy_of_Station_113_and_Town_of_Alta_Calls_Summary_for_2015-2019_2.pdf,https://www.utah.gov/pmn/sitemap/notice/598019.html,590919,258652,,,,,
2020-04-08,2020-4-8 TC Public Comment-Attachments,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/590921.pdf,2026-07-13,text,pdftotext -layout,raw/2020-04-08/590921_2020-4-8_TC_Public_Comment-Attachments.pdf,https://www.utah.gov/pmn/sitemap/notice/598019.html,590921,1645873,,,,,
2020-04-08,UFA Call Distribution Map - Fire Zone 113 - 2015-2019,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/590923.pdf,2026-07-13,text,pdftotext -layout,raw/2020-04-08/590923_UFA_Call_Distribution_Map_-_Fire_Zone_113_-_2015-2019.pdf,https://www.utah.gov/pmn/sitemap/notice/598019.html,590923,3136501,,,,,
2020-04-08,Service Demand Proportioning Among UFA Members_ALTA,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/590925.pdf,2026-07-13,text,pdftotext -layout,raw/2020-04-08/590925_Service_Demand_Proportioning_Among_UFA_Members_ALTA.pdf,https://www.utah.gov/pmn/sitemap/notice/598019.html,590925,100185,,,,,
2020-04-13,2020-4-13 TC Budget Committee Agenda,TownCouncil,regular,agenda_packet,https://www.utah.gov/pmn/files/591545.pdf,2026-07-13,text,pdftotext -layout,raw/2020-04-13/591545_2020-4-13_TC_Budget_Committee_Agenda.pdf,https://www.utah.gov/pmn/sitemap/notice/599257.html,591545,221149,,,,,
2020-04-23,2020-4-23 TC Budget Committee Agenda,TownCouncil,regular,agenda_packet,https://www.utah.gov/pmn/files/594593.pdf,2026-07-13,text,pdftotext -layout,raw/2020-04-23/594593_2020-4-23_TC_Budget_Committee_Agenda.pdf,https://www.utah.gov/pmn/sitemap/notice/600993.html,594593,221769,,,,,
2020-05-06,2020-5-6 TC Agenda,TownCouncil,work_session,agenda_packet,https://www.utah.gov/pmn/files/596967.pdf,2026-07-13,text,pdftotext -layout,raw/2020-05-06/596967_2020-5-6_TC_Agenda.pdf,https://www.utah.gov/pmn/sitemap/notice/602689.html,596967,293240,,,,,
2020-05-06,2020-5-6 Consent Agenda,TownCouncil,work_session,agenda_packet,https://www.utah.gov/pmn/files/596973.pdf,2026-07-13,text,pdftotext -layout,raw/2020-05-06/596973_2020-5-6_Consent_Agenda.pdf,https://www.utah.gov/pmn/sitemap/notice/602689.html,596973,1574044,,,,,
2020-05-06,2020-4-30-COVID-19-Memo,TownCouncil,work_session,staff_report,https://www.utah.gov/pmn/files/596981.pdf,2026-07-13,text,pdftotext -layout,raw/2020-05-06/596981_2020-4-30-COVID-19-Memo.pdf,https://www.utah.gov/pmn/sitemap/notice/602689.html,596981,188188,,,,,
2020-05-06,2020-4-30-COVID-19-Memo,TownCouncil,work_session,staff_report,https://www.utah.gov/pmn/files/596983.pdf,2026-07-13,text,pdftotext -layout,raw/2020-05-06/596983_2020-4-30-COVID-19-Memo.pdf,https://www.utah.gov/pmn/sitemap/notice/602689.html,596983,188188,,,,,
2020-05-06,Alta Concepts_Handout_reduced_May1,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/596969.pdf,2026-07-13,text,pdftotext -layout,raw/2020-05-06/596969_Alta_Concepts_Handout_reduced_May1.pdf,https://www.utah.gov/pmn/sitemap/notice/602689.html,596969,19172616,,,,,
2020-05-06,Trailhead and Wayfinding Handout,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/596971.pdf,2026-07-13,text,pdftotext -layout,raw/2020-05-06/596971_Trailhead_and_Wayfinding_Handout.pdf,https://www.utah.gov/pmn/sitemap/notice/602689.html,596971,1378541,,,,,
2020-05-06,2020-R-8 Resolution Extending State of Emergency,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/596975.pdf,2026-07-13,text,pdftotext -layout,raw/2020-05-06/596975_2020-R-8_Resolution_Extending_State_of_Emergency.pdf,https://www.utah.gov/pmn/sitemap/notice/602689.html,596975,74500,,,,,
2020-05-06,2020-R-9 Central Wasatch Commission ILA_Exhibits,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/596977.pdf,2026-07-13,text,pdftotext -layout,raw/2020-05-06/596977_2020-R-9_Central_Wasatch_Commission_ILA_Exhibits.pdf,https://www.utah.gov/pmn/sitemap/notice/602689.html,596977,237406,,,,,
2020-05-06,2020-R-10 Resolution .1% Resort Tax_,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/596979.pdf,2026-07-13,text,pdftotext -layout,raw/2020-05-06/596979_2020-R-10_Resolution_.1_Resort_Tax_.pdf,https://www.utah.gov/pmn/sitemap/notice/602689.html,596979,69276,,,,,
2020-05-06,2020-4-29 budget worksheet,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/597713.pdf,2026-07-13,text,pdftotext -layout,raw/2020-05-06/597713_2020-4-29_budget_worksheet.pdf,https://www.utah.gov/pmn/sitemap/notice/602689.html,597713,172242,,,,,
2020-05-06,2020-5-6 TC Public Comments_Attachments,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/598025.pdf,2026-07-13,text,pdftotext -layout,raw/2020-05-06/598025_2020-5-6_TC_Public_Comments_Attachments.pdf,https://www.utah.gov/pmn/sitemap/notice/602689.html,598025,767687,,,,,
2020-06-17,2020-6-17 Town Council Agenda,TownCouncil,regular,agenda_packet,https://www.utah.gov/pmn/files/610667.pdf,2026-07-13,text,pdftotext -layout,raw/2020-06-17/610667_2020-6-17_Town_Council_Agenda.pdf,https://www.utah.gov/pmn/sitemap/notice/611501.html,610667,305671,,,,,
2020-06-17,2020-6-11 budget worksheet,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/610669.pdf,2026-07-13,text,pdftotext -layout,raw/2020-06-17/610669_2020-6-11_budget_worksheet.pdf,https://www.utah.gov/pmn/sitemap/notice/611501.html,610669,173447,,,,,
2020-06-17,proposed final amended June 2020,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/610671.pdf,2026-07-13,text,pdftotext -layout,raw/2020-06-17/610671_proposed_final_amended_June_2020.pdf,https://www.utah.gov/pmn/sitemap/notice/611501.html,610671,133206,,,,,
2020-06-17,Notice of Proposed Boundary Adjustment and Public Hearing_Alta,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/610673.pdf,2026-07-13,text,pdftotext -layout,raw/2020-06-17/610673_Notice_of_Proposed_Boundary_Adjustment_and_Public_Hearing_Alta.pdf,https://www.utah.gov/pmn/sitemap/notice/611501.html,610673,128920,,,,,
2020-06-17,2020-6-17 Consent CL,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/610675.pdf,2026-07-13,text,pdftotext -layout,raw/2020-06-17/610675_2020-6-17_Consent_CL.pdf,https://www.utah.gov/pmn/sitemap/notice/611501.html,610675,151572,,,,,
2020-06-17,2020-R-11 Resolution Approving Boundary Adjustment between UFSA and Alta_Exhibit A,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/610677.pdf,2026-07-13,text,pdftotext -layout,raw/2020-06-17/610677_2020-R-11_Resolution_Approving_Boundary_Adjustment_between_UFSA_and_Alta_Exhibit_A.pdf,https://www.utah.gov/pmn/sitemap/notice/611501.html,610677,1240644,,,,,
2020-06-17,2020-R-12 Resolution Extending State of Emergency 6.4.20,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/610679.pdf,2026-07-13,text,pdftotext -layout,raw/2020-06-17/610679_2020-R-12_Resolution_Extending_State_of_Emergency_6.4.20.pdf,https://www.utah.gov/pmn/sitemap/notice/611501.html,610679,70539,,,,,
2020-06-17,2020-R-13 Resolution amending 2019.2020 budgetsdoc,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/610681.pdf,2026-07-13,text,pdftotext -layout,raw/2020-06-17/610681_2020-R-13_Resolution_amending_2019.2020_budgetsdoc.pdf,https://www.utah.gov/pmn/sitemap/notice/611501.html,610681,63029,,,,,
2020-06-17,2020-R-15 Final budgets for 2020.2021,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/610683.pdf,2026-07-13,text,pdftotext -layout,raw/2020-06-17/610683_2020-R-15_Final_budgets_for_2020.2021.pdf,https://www.utah.gov/pmn/sitemap/notice/611501.html,610683,76080,,,,,
2020-06-17,2020-R-16 Resolution ASSD budget and CTR,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/610685.pdf,2026-07-13,text,pdftotext -layout,raw/2020-06-17/610685_2020-R-16_Resolution_ASSD_budget_and_CTR.pdf,https://www.utah.gov/pmn/sitemap/notice/611501.html,610685,9858,,,,,
2020-06-17,2020-6-10-ACVBlettertoTC,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/610687.pdf,2026-07-13,text,pdftotext -layout,raw/2020-06-17/610687_2020-6-10-ACVBlettertoTC.pdf,https://www.utah.gov/pmn/sitemap/notice/611501.html,610687,155306,,,,,
2020-06-17,2020-O-2 Ordinance setting town council regular meeting schedule,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/610689.pdf,2026-07-13,text,pdftotext -layout,raw/2020-06-17/610689_2020-O-2_Ordinance_setting_town_council_regular_meeting_schedule.pdf,https://www.utah.gov/pmn/sitemap/notice/611501.html,610689,71343,,,,,
2020-06-17,Town Council Meeting Schedule 2020-2021,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/610691.pdf,2026-07-13,text,pdftotext -layout,raw/2020-06-17/610691_Town_Council_Meeting_Schedule_2020-2021.pdf,https://www.utah.gov/pmn/sitemap/notice/611501.html,610691,197043,,,,,
2020-07-08,2020-7-8 Town Council Amended Agenda,TownCouncil,work_session,agenda_packet,https://www.utah.gov/pmn/files/617247.pdf,2026-07-13,text,pdftotext -layout,raw/2020-07-08/617247_2020-7-8_Town_Council_Amended_Agenda.pdf,https://www.utah.gov/pmn/sitemap/notice/615293.html,617247,295857,,,,,
2020-07-08,2020-7-8 Consent Agenda V2,TownCouncil,work_session,agenda_packet,https://www.utah.gov/pmn/files/617249.pdf,2026-07-13,text,pdftotext -layout,raw/2020-07-08/617249_2020-7-8_Consent_Agenda_V2.pdf,https://www.utah.gov/pmn/sitemap/notice/615293.html,617249,2349702,,,,,
2020-07-08,Property Watch Presentation_reduced,TownCouncil,work_session,staff_report,https://www.utah.gov/pmn/files/617747.pdf,2026-07-13,text,pdftotext -layout,raw/2020-07-08/617747_Property_Watch_Presentation_reduced.pdf,https://www.utah.gov/pmn/sitemap/notice/615293.html,617747,1089573,,,,,
2020-07-08,LCC_EIS_LocalGovt_Presentation_DraftAlts_29June2020_FINAL-WEB,TownCouncil,work_session,staff_report,https://www.utah.gov/pmn/files/617749.pdf,2026-07-13,text,pdftotext -layout,raw/2020-07-08/617749_LCC_EIS_LocalGovt_Presentation_DraftAlts_29June2020_FINAL-WEB.pdf,https://www.utah.gov/pmn/sitemap/notice/615293.html,617749,5959156,,,,,
2020-07-08,2020-7-8 Determination Letter Location,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/617061.pdf,2026-07-13,text,pdftotext -layout,raw/2020-07-08/617061_2020-7-8_Determination_Letter_Location.pdf,https://www.utah.gov/pmn/sitemap/notice/615293.html,617061,152909,,,,,
2020-07-08,Property Watch Announcement (002),TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/617063.pdf,2026-07-13,text,pdftotext -layout,raw/2020-07-08/617063_Property_Watch_Announcement_002.pdf,https://www.utah.gov/pmn/sitemap/notice/615293.html,617063,154053,,,,,
2020-07-08,corrected FY2021 budget Exhibit A,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/617065.pdf,2026-07-13,text,pdftotext -layout,raw/2020-07-08/617065_corrected_FY2021_budget_Exhibit_A.pdf,https://www.utah.gov/pmn/sitemap/notice/615293.html,617065,136834,,,,,
2020-07-08,2020-R-17 Resolution Amended water rates 7-7-20 draft,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/617399.pdf,2026-07-13,text,pdftotext -layout,raw/2020-07-08/617399_2020-R-17_Resolution_Amended_water_rates_7-7-20_draft.pdf,https://www.utah.gov/pmn/sitemap/notice/615293.html,617399,98903,,,,,
2020-07-28,200-7-28 PC Agenda,PlanningCommission,regular,agenda_packet,https://www.utah.gov/pmn/files/622205.pdf,2026-07-13,text,pdftotext -layout,raw/2020-07-28/622205_200-7-28_PC_Agenda.pdf,https://www.utah.gov/pmn/sitemap/notice/618495.html,622205,119970,,,,,
2020-07-28,July 28 mtg draft memo,PlanningCommission,regular,staff_report,https://www.utah.gov/pmn/files/622209.pdf,2026-07-13,text,pdftotext -layout,raw/2020-07-28/622209_July_28_mtg_draft_memo.pdf,https://www.utah.gov/pmn/sitemap/notice/618495.html,622209,137706,,,,,
2020-07-28,2020-1-20-Alta.Community.Center.RFP_FINAL,PlanningCommission,regular,supporting_doc,https://www.utah.gov/pmn/files/622211.pdf,2026-07-13,text,pdftotext -layout,raw/2020-07-28/622211_2020-1-20-Alta.Community.Center.RFP_FINAL.pdf,https://www.utah.gov/pmn/sitemap/notice/618495.html,622211,177594,,,,,
2020-07-28,po,PlanningCommission,regular,supporting_doc,https://www.utah.gov/pmn/files/622213.pdf,2026-07-13,text,pdftotext -layout,raw/2020-07-28/622213_po.pdf,https://www.utah.gov/pmn/sitemap/notice/618495.html,622213,633193,,,,,
2020-07-28,Ketchum-ID-Lighting-Ordinance,PlanningCommission,regular,supporting_doc,https://www.utah.gov/pmn/files/622215.pdf,2026-07-13,text,pdftotext -layout,raw/2020-07-28/622215_Ketchum-ID-Lighting-Ordinance.pdf,https://www.utah.gov/pmn/sitemap/notice/618495.html,622215,988787,,,,,
2020-07-28,snowpine lights march 30,PlanningCommission,regular,supporting_doc,https://www.utah.gov/pmn/files/622217.pdf,2026-07-13,text,pdftotext -layout,raw/2020-07-28/622217_snowpine_lights_march_30.pdf,https://www.utah.gov/pmn/sitemap/notice/618495.html,622217,160962,,,,,
