prefix,key,filename,size,last_modified
whitecity/ordinances/,whitecity/ordinances/documents/1727122138_Title 18 Copperton Subdivision Ordinance Amendment.pdf,1727122138_Title 18 Copperton Subdivision Ordinance Amendment.pdf,3149231,2024-09-23T20:09:00.000Z
whitecity/ordinances/,whitecity/ordinances/documents/1729016053_Ordinance 2024-O-05.pdf,1729016053_Ordinance 2024-O-05.pdf,712444,2024-10-15T18:14:14.000Z
whitecity/ordinances/,whitecity/ordinances/documents/1733174032_Ordinance 18-01-01.pdf,1733174032_Ordinance 18-01-01.pdf,408371,2024-12-02T21:13:53.000Z
whitecity/ordinances/,whitecity/ordinances/documents/1733174588_Ordinance 18-11-01.pdf,1733174588_Ordinance 18-11-01.pdf,139610,2024-12-02T21:23:09.000Z
whitecity/ordinances/,whitecity/ordinances/documents/1737581198_Ordinance 2025-O-01.pdf,1737581198_Ordinance 2025-O-01.pdf,2296242,2025-01-22T21:26:40.000Z
whitecity/ordinances/,whitecity/ordinances/documents/1738709768_Ordinance 17-02-03.pdf,1738709768_Ordinance 17-02-03.pdf,67464,2025-02-04T22:56:10.000Z
whitecity/ordinances/,whitecity/ordinances/documents/1744836308_Ordinance 2025-O-02 Amend Title 8 Animals.pdf,1744836308_Ordinance 2025-O-02 Amend Title 8 Animals.pdf,8644565,2025-04-16T20:45:10.000Z
whitecity/ordinances/,whitecity/ordinances/documents/1744840008_Ordinance 2025-O-03 White City Title 2.04 Amend Elections.pdf,1744840008_Ordinance 2025-O-03 White City Title 2.04 Amend Elections.pdf,455383,2025-04-16T21:46:49.000Z
whitecity/ordinances/,whitecity/ordinances/documents/1746648510_Ordinance 2025-O-04 Amending 19.46.100 Infrastructure and public improvements copy.pdf,1746648510_Ordinance 2025-O-04 Amending 19.46.100 Infrastructure and public improvements copy.pdf,2239819,2025-05-07T20:08:32.000Z
whitecity/ordinances/,whitecity/ordinances/documents/1751300429_Ordinance 2024-O-06.pdf,1751300429_Ordinance 2024-O-06.pdf,183720,2025-06-30T16:20:30.000Z
whitecity/ordinances/,whitecity/ordinances/documents/1753206863_Ordinance 18-01-01 Policy #2.pdf,1753206863_Ordinance 18-01-01 Policy #2.pdf,278829,2025-07-22T17:54:24.000Z
whitecity/ordinances/,whitecity/ordinances/documents/1767887551_Ordinance 2025-O-06 Signed White City WUI Adopting Ordinance.pdf,1767887551_Ordinance 2025-O-06 Signed White City WUI Adopting Ordinance.pdf,380257,2026-01-08T15:52:33.000Z
whitecity/ordinances/,whitecity/ordinances/documents/Ordinance 17-02-01.pdf,Ordinance 17-02-01.pdf,469039,2018-07-09T16:02:07.000Z
whitecity/ordinances/,whitecity/ordinances/documents/Ordinance 17-02-02.pdf,Ordinance 17-02-02.pdf,390939,2018-07-09T16:04:08.000Z
whitecity/ordinances/,whitecity/ordinances/documents/Ordinance 17-02-04.pdf,Ordinance 17-02-04.pdf,90276,2018-07-10T01:18:00.000Z
whitecity/ordinances/,whitecity/ordinances/documents/Ordinance 17-06-01.pdf,Ordinance 17-06-01.pdf,124282,2018-07-10T01:19:31.000Z
whitecity/ordinances/,whitecity/ordinances/documents/Ordinance 17-06-02.pdf,Ordinance 17-06-02.pdf,90460,2018-07-10T01:57:04.000Z
whitecity/ordinances/,whitecity/ordinances/documents/Resolution 17-02-03.pdf,Resolution 17-02-03.pdf,54408,2018-07-10T00:57:23.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1570046133_Resolution 19-09-02.pdf,1570046133_Resolution 19-09-02.pdf,555105,2019-10-02T19:55:34.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1570046163_Resolution 19-09-03.pdf,1570046163_Resolution 19-09-03.pdf,899266,2019-10-02T19:56:05.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1570046189_Resolution 19-09-04.pdf,1570046189_Resolution 19-09-04.pdf,993690,2019-10-02T19:56:31.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1570461251_Resolution 19-03-02.pdf,1570461251_Resolution 19-03-02.pdf,387309,2019-10-07T15:14:15.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1570461290_Resolution 19-04-01.pdf,1570461290_Resolution 19-04-01.pdf,1486199,2019-10-07T15:14:51.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1570461318_Resolution 19-04-02.pdf,1570461318_Resolution 19-04-02.pdf,1398940,2019-10-07T15:15:19.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1574875700_2019 Moderate Income Housing Submitted Packet.pdf,1574875700_2019 Moderate Income Housing Submitted Packet.pdf,4093838,2019-11-27T17:28:24.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1575303167_2019 White City Moderate-Income Housing Plan Submittal.pdf,1575303167_2019 White City Moderate-Income Housing Plan Submittal.pdf,2922546,2019-12-02T16:12:51.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1579634840_Resolution 20-01-07.pdf,1579634840_Resolution 20-01-07.pdf,111485,2020-01-21T19:27:22.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1579635355_Resolution 20-01-06.pdf,1579635355_Resolution 20-01-06.pdf,68232,2020-01-21T19:35:57.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1579635794_Resolution 20-01-05.pdf,1579635794_Resolution 20-01-05.pdf,68670,2020-01-21T19:43:15.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1579636493_Resolution 20-01-04.pdf,1579636493_Resolution 20-01-04.pdf,68932,2020-01-21T19:54:55.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1579636796_Resolution 20-01-03.pdf,1579636796_Resolution 20-01-03.pdf,71559,2020-01-21T19:59:57.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1579636985_Resolution 20-01-02.pdf,1579636985_Resolution 20-01-02.pdf,70559,2020-01-21T20:03:06.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1579637702_Resolution 20-01-01.pdf,1579637702_Resolution 20-01-01.pdf,77169,2020-01-21T20:15:03.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1579647303_Resolution 19-12-04.pdf,1579647303_Resolution 19-12-04.pdf,2009494,2020-01-21T22:55:04.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1579649054_Resolution 19-12-03.pdf,1579649054_Resolution 19-12-03.pdf,1719833,2020-01-21T23:24:15.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1579889929_Resolution 19-12-02.pdf,1579889929_Resolution 19-12-02.pdf,1064128,2020-01-24T18:18:50.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1579890561_19-02-01.pdf,1579890561_19-02-01.pdf,771220,2020-01-24T18:29:22.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1579893423_Resolution 19-12-01.pdf,1579893423_Resolution 19-12-01.pdf,592278,2020-01-24T19:17:04.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1579910230_Resolution 19-11-02.pdf,1579910230_Resolution 19-11-02.pdf,105181,2020-01-24T23:57:11.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1580247880_Resolution 19-11-01.pdf,1580247880_Resolution 19-11-01.pdf,91768,2020-01-28T21:44:41.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1580248308_Resolution 19-10-01.pdf,1580248308_Resolution 19-10-01.pdf,144221,2020-01-28T21:51:49.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1580251225_Resolution 19-09-04.pdf,1580251225_Resolution 19-09-04.pdf,993690,2020-01-28T22:40:27.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1580316783_Resolution 19-09-01.pdf,1580316783_Resolution 19-09-01.pdf,193593,2020-01-29T16:53:07.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1580317082_Resolution 19-08-01.pdf,1580317082_Resolution 19-08-01.pdf,89381,2020-01-29T16:58:04.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1595530691_Resolution 20-07-02.pdf,1595530691_Resolution 20-07-02.pdf,165211,2020-07-23T18:58:12.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1595530726_Resolution 20-07-01.pdf,1595530726_Resolution 20-07-01.pdf,171724,2020-07-23T18:58:48.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1595530749_Resolution 20-07-03.pdf,1595530749_Resolution 20-07-03.pdf,112952,2020-07-23T18:59:11.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1595530776_Resolution 20-07-04.pdf,1595530776_Resolution 20-07-04.pdf,172419,2020-07-23T18:59:38.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1597246703_Resolution 20-06-01.pdf,1597246703_Resolution 20-06-01.pdf,3642062,2020-08-12T15:38:25.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1597246742_Resolution 20-04-01.pdf,1597246742_Resolution 20-04-01.pdf,212476,2020-08-12T15:39:03.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1597246859_Resolution 20-04-01.pdf,1597246859_Resolution 20-04-01.pdf,212476,2020-08-12T15:41:01.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1597246888_Resolution 20-03-02.pdf,1597246888_Resolution 20-03-02.pdf,250742,2020-08-12T15:41:30.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1597246929_Resolution 20-02-01.pdf,1597246929_Resolution 20-02-01.pdf,98554,2020-08-12T15:42:11.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1609872087_Resolution 20-11-01.pdf,1609872087_Resolution 20-11-01.pdf,324520,2021-01-05T18:41:29.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1609872651_Resolution 20-11-02.pdf,1609872651_Resolution 20-11-02.pdf,401152,2021-01-05T18:50:52.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1609873129_Resolution 20-12-01.pdf,1609873129_Resolution 20-12-01.pdf,422357,2021-01-05T18:58:50.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1609874250_Resolution 20-12-02.pdf,1609874250_Resolution 20-12-02.pdf,1059456,2021-01-05T19:17:31.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1609874382_Resolution 20-12-03.pdf,1609874382_Resolution 20-12-03.pdf,508059,2021-01-05T19:19:43.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1609875308_Resolution 20-12-05.pdf,1609875308_Resolution 20-12-05.pdf,2266206,2021-01-05T19:35:09.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1610050461_Resolution 20-11-01.pdf,1610050461_Resolution 20-11-01.pdf,517932,2021-01-07T20:14:23.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1614967990_Resolution 21-03-01 Appointment of Planning Commission Members.pdf,1614967990_Resolution 21-03-01 Appointment of Planning Commission Members.pdf,117583,2021-03-05T18:13:12.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1647898647_Resolution 21-04-01.pdf,1647898647_Resolution 21-04-01.pdf,345622,2022-03-21T21:37:29.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1647899261_Resolution 21-04-02.pdf,1647899261_Resolution 21-04-02.pdf,1082590,2022-03-21T21:47:42.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1647899384_Resolution 21-06-01.pdf,1647899384_Resolution 21-06-01.pdf,1139860,2022-03-21T21:49:45.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1647899706_Resolution 21-06-02.pdf,1647899706_Resolution 21-06-02.pdf,479576,2022-03-21T21:55:07.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1647899948_Resolution 21-06-03.pdf,1647899948_Resolution 21-06-03.pdf,348430,2022-03-21T21:59:09.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1647900492_Resolution 21-07-02.pdf,1647900492_Resolution 21-07-02.pdf,2036162,2022-03-21T22:08:13.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1647900786_Resolution 21-07-03.pdf,1647900786_Resolution 21-07-03.pdf,1841681,2022-03-21T22:13:07.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1647900941_Resolution 21-07-04.pdf,1647900941_Resolution 21-07-04.pdf,138094,2022-03-21T22:15:42.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1647901143_Resolution 21-08-01.pdf,1647901143_Resolution 21-08-01.pdf,188165,2022-03-21T22:19:04.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1647901531_Resolution 21-08-02.PDF,1647901531_Resolution 21-08-02.PDF,110701,2022-03-21T22:25:33.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1647901701_Resolution 21-08-03.pdf,1647901701_Resolution 21-08-03.pdf,122332,2022-03-21T22:28:23.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1647902348_Resolution 21-09-01.pdf,1647902348_Resolution 21-09-01.pdf,112728,2022-03-21T22:39:09.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1647902571_Resolution 21-09-02.pdf,1647902571_Resolution 21-09-02.pdf,188653,2022-03-21T22:42:52.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1647902968_Resolution 21-09-03.pdf,1647902968_Resolution 21-09-03.pdf,142738,2022-03-21T22:49:30.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1647903281_Resolution 21-11-01.pdf,1647903281_Resolution 21-11-01.pdf,267631,2022-03-21T22:54:42.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1647903553_Resolution 21-11-02.pdf,1647903553_Resolution 21-11-02.pdf,1093030,2022-03-21T22:59:14.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1647903748_Resolution 21-11-03.pdf,1647903748_Resolution 21-11-03.pdf,144183,2022-03-21T23:02:29.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1647903870_Resolution 21-11-04.pdf,1647903870_Resolution 21-11-04.pdf,995925,2022-03-21T23:04:32.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1647904419_Resolution 21-12-01.pdf,1647904419_Resolution 21-12-01.pdf,1220925,2022-03-21T23:13:41.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1647904566_Resolution 21-12-02.pdf,1647904566_Resolution 21-12-02.pdf,199577,2022-03-21T23:16:07.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1647904769_Resolution 21-12-03.pdf,1647904769_Resolution 21-12-03.pdf,336527,2022-03-21T23:19:31.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1647904994_Resolution 21-12-04.pdf,1647904994_Resolution 21-12-04.pdf,1084262,2022-03-21T23:23:16.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1652990142_Resolution 22-05-02.pdf,1652990142_Resolution 22-05-02.pdf,836447,2022-05-19T19:55:43.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1656014983_Resolution 22-05-01 Planning Commission Appointments.pdf,1656014983_Resolution 22-05-01 Planning Commission Appointments.pdf,124135,2022-06-23T20:09:45.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1660600629_Resolution 22-08-01.pdf,1660600629_Resolution 22-08-01.pdf,858336,2022-08-15T21:57:11.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1660600830_Resolution 22-08-02.pdf,1660600830_Resolution 22-08-02.pdf,232236,2022-08-15T22:00:31.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1660601451_Resolution 22-08-03.pdf,1660601451_Resolution 22-08-03.pdf,269177,2022-08-15T22:10:52.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1660601718_Resolution 22-08-04.pdf,1660601718_Resolution 22-08-04.pdf,241825,2022-08-15T22:15:20.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1671136555_Resolution 22-11-02.pdf,1671136555_Resolution 22-11-02.pdf,541554,2022-12-15T20:35:57.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1671136752_Resolution 22-11-01.pdf,1671136752_Resolution 22-11-01.pdf,1243052,2022-12-15T20:39:13.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1674167981_Resolution 22-12-04.pdf,1674167981_Resolution 22-12-04.pdf,613039,2023-01-19T22:39:42.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1681930555_Resolution 22-12-02.pdf,1681930555_Resolution 22-12-02.pdf,153468,2023-04-19T18:55:56.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1681930732_Resolution 22-12-03.pdf,1681930732_Resolution 22-12-03.pdf,224238,2023-04-19T18:58:53.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1681931249_Resolution 22-12-05.pdf,1681931249_Resolution 22-12-05.pdf,146799,2023-04-19T19:07:30.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1681934938_Resolution 2023-01-01.pdf,1681934938_Resolution 2023-01-01.pdf,70560,2023-04-19T20:09:00.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1681935209_Resolution 2023-01-02.pdf,1681935209_Resolution 2023-01-02.pdf,62081,2023-04-19T20:13:30.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1681935428_Resolution 2023-02-01.pdf,1681935428_Resolution 2023-02-01.pdf,76046,2023-04-19T20:17:10.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1681935657_Resolution 2023-02-02.pdf,1681935657_Resolution 2023-02-02.pdf,69306,2023-04-19T20:20:58.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1695327160_Resolution 2023-08-02.pdf,1695327160_Resolution 2023-08-02.pdf,1096016,2023-09-21T20:12:41.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1713823290_Resolution 2024-01-01.pdf,1713823290_Resolution 2024-01-01.pdf,81746,2024-04-22T22:01:31.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1713823546_Resolution 2024-01-02.pdf,1713823546_Resolution 2024-01-02.pdf,77307,2024-04-22T22:05:48.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1713823715_Resolution 2024-01-03.pdf,1713823715_Resolution 2024-01-03.pdf,75603,2024-04-22T22:08:36.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1713823880_Resolution 2024-01-04.pdf,1713823880_Resolution 2024-01-04.pdf,72047,2024-04-22T22:11:21.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1721244524_2024-07-01.pdf,1721244524_2024-07-01.pdf,58178,2024-07-17T19:28:45.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1721244999_2024-O-03.pdf,1721244999_2024-O-03.pdf,65984,2024-07-17T19:36:40.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1721254619_Resolution 2023-04-01.pdf,1721254619_Resolution 2023-04-01.pdf,623320,2024-07-17T22:17:01.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1721254958_Resolution 2023-04-02.pdf,1721254958_Resolution 2023-04-02.pdf,706413,2024-07-17T22:22:40.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1721319061_Resolution 2023-06-01.pdf,1721319061_Resolution 2023-06-01.pdf,52682,2024-07-18T16:11:02.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1721320615_Resolution 2023-06-02.pdf,1721320615_Resolution 2023-06-02.pdf,1023446,2024-07-18T16:36:56.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1721320974_Resolution 2023-06-03.pdf,1721320974_Resolution 2023-06-03.pdf,58753,2024-07-18T16:42:56.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1721321419_Resolution 2023-07-01.pdf,1721321419_Resolution 2023-07-01.pdf,663149,2024-07-18T16:50:21.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1721321798_Resolution 2023-07-02.pdf,1721321798_Resolution 2023-07-02.pdf,69739,2024-07-18T16:56:40.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1721322167_Resolution 2023-07-03.pdf,1721322167_Resolution 2023-07-03.pdf,56821,2024-07-18T17:02:48.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1721322370_Resolution 2023-08-01.pdf,1721322370_Resolution 2023-08-01.pdf,461897,2024-07-18T17:06:11.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1721322589_Resolution 2023-09-01.pdf,1721322589_Resolution 2023-09-01.pdf,78317,2024-07-18T17:09:50.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1721323627_Resolution 2023-09-02.pdf,1721323627_Resolution 2023-09-02.pdf,982129,2024-07-18T17:27:08.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1721324025_Resolution 2023-09-03.pdf,1721324025_Resolution 2023-09-03.pdf,78081,2024-07-18T17:33:47.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1721327493_Resolution 2023-11-01.pdf,1721327493_Resolution 2023-11-01.pdf,103072,2024-07-18T18:31:34.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1721328105_Resolution 2023-11-02.pdf,1721328105_Resolution 2023-11-02.pdf,242204,2024-07-18T18:41:47.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1721329752_Resolution 2023-12-01.pdf,1721329752_Resolution 2023-12-01.pdf,637660,2024-07-18T19:09:13.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1721330326_Resolution 22-12-02.pdf,1721330326_Resolution 22-12-02.pdf,153468,2024-07-18T19:18:47.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1721330533_Resolution 2023-12-03.pdf,1721330533_Resolution 2023-12-03.pdf,241505,2024-07-18T19:22:15.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1721331372_Resolution 2023-12-04.pdf,1721331372_Resolution 2023-12-04.pdf,562974,2024-07-18T19:36:14.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1721331848_Resolution 2023-12-05.pdf,1721331848_Resolution 2023-12-05.pdf,93635,2024-07-18T19:44:10.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1725651007_Resolution 2024-09-01.pdf,1725651007_Resolution 2024-09-01.pdf,68254,2024-09-06T19:30:09.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1725651155_Resolution 2024-09-02.pdf,1725651155_Resolution 2024-09-02.pdf,129403,2024-09-06T19:32:37.000Z
whitecity/resolutions/,whitecity/resolutions/documents/1743020950_Resolution 2025-02-01 Appointing Christy Seiger to PC.pdf,1743020950_Resolution 2025-02-01 Appointing Christy Seiger to PC.pdf,56634,2025-03-26T20:29:12.000Z
whitecity/resolutions/,whitecity/resolutions/documents/19-01-01.pdf,19-01-01.pdf,528434,2019-03-13T18:18:21.000Z
whitecity/resolutions/,whitecity/resolutions/documents/19-02-01.pdf,19-02-01.pdf,771220,2019-03-13T18:27:11.000Z
whitecity/resolutions/,whitecity/resolutions/documents/19-02-02.pdf,19-02-02.pdf,5094542,2019-03-13T18:39:02.000Z
whitecity/resolutions/,whitecity/resolutions/documents/Resolution 19-03-01.pdf,Resolution 19-03-01.pdf,808412,2019-04-18T18:51:49.000Z
