date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,size_mb,stored_locally,bytes
2020-09-02,Ogden City Planning Commission Meeting Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_09022020-1016,2026-07-05,text,none (raw retained),raw/PlanningCommission/2020-09-02_1016.pdf,0.128,yes,127684
2020-09-16,Ogden City Planning Commission Meeting Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_09162020-1021,2026-07-05,text,none (raw retained),raw/PlanningCommission/2020-09-16_1021.pdf,0.079,yes,79134
2020-11-04,Ogden City Planning Commission Meeting Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_11042020-1037,2026-07-05,text,none (raw retained),raw/PlanningCommission/2020-11-04_1037.pdf,0.131,yes,130915
2020-12-02,Ogden City Planning Commission Meeting Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_12022020-1047,2026-07-05,text,none (raw retained),raw/PlanningCommission/2020-12-02_1047.pdf,0.133,yes,133434
2021-01-06,Ogden City Planning Commission Meeting Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_01062021-1062,2026-07-05,text,none (raw retained),raw/PlanningCommission/2021-01-06_1062.pdf,0.127,yes,127068
2021-01-20,Ogden City Planning Commission Meeting Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_01202021-1066,2026-07-05,text,none (raw retained),raw/PlanningCommission/2021-01-20_1066.pdf,0.102,yes,102153
2021-02-03,Planning Commission Meeting Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_02032021-1073,2026-07-05,text,none (raw retained),raw/PlanningCommission/2021-02-03_1073.pdf,0.129,yes,128687
2021-02-17,Planning Commission Meeting Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_02172021-1078,2026-07-05,text,none (raw retained),raw/PlanningCommission/2021-02-17_1078.pdf,0.077,yes,77421
2021-03-03,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_03032021-1087,2026-07-05,text,none (raw retained),raw/PlanningCommission/2021-03-03_1087.pdf,0.13,yes,129871
2021-03-17,Planning Commission Meeting Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_03172021-1093,2026-07-05,text,none (raw retained),raw/PlanningCommission/2021-03-17_1093.pdf,0.078,yes,77884
2021-04-07,Planning Commission Meeting Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_04072021-1100,2026-07-05,text,none (raw retained),raw/PlanningCommission/2021-04-07_1100.pdf,0.134,yes,133599
2021-04-21,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_04212021-1106,2026-07-05,text,none (raw retained),raw/PlanningCommission/2021-04-21_1106.pdf,0.092,yes,92440
2021-05-05,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_05052021-1112,2026-07-05,text,none (raw retained),raw/PlanningCommission/2021-05-05_1112.pdf,0.137,yes,136512
2021-05-19,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_05192021-1117,2026-07-05,text,none (raw retained),raw/PlanningCommission/2021-05-19_1117.pdf,0.126,yes,126406
2021-06-02,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_06022021-1119,2026-07-05,text,none (raw retained),raw/PlanningCommission/2021-06-02_1119.pdf,0.098,yes,98153
2021-06-02,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_06022021-1120,2026-07-05,text,none (raw retained),raw/PlanningCommission/2021-06-02_1120.pdf,0.074,yes,73503
2021-07-07,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_07072021-1132,2026-07-05,text,none (raw retained),raw/PlanningCommission/2021-07-07_1132.pdf,0.073,yes,73029
2021-08-04,Planning Commission Public Hearing,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_08042021-1136,2026-07-05,text,none (raw retained),raw/PlanningCommission/2021-08-04_1136.pdf,0.038,yes,37520
2021-08-04,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_08042021-1139,2026-07-05,text,none (raw retained),raw/PlanningCommission/2021-08-04_1139.pdf,0.068,yes,67816
2021-08-18,Planning Commission Meeting Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_08182021-1143,2026-07-05,text,none (raw retained),raw/PlanningCommission/2021-08-18_1143.pdf,0.041,yes,40606
2021-08-18,Planning Commission Work Session Agenda,PlanningCommission,WorkSession,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_08182021-1144,2026-07-05,text,none (raw retained),raw/PlanningCommission/2021-08-18_1144.pdf,0.037,yes,37073
2021-09-01,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_09012021-1151,2026-07-05,text,none (raw retained),raw/PlanningCommission/2021-09-01_1151.pdf,0.065,yes,64650
2021-09-15,Planning Commission  Work Session Agenda,PlanningCommission,WorkSession,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_09152021-1157,2026-07-05,text,none (raw retained),raw/PlanningCommission/2021-09-15_1157.pdf,0.054,yes,53565
2021-10-06,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_10062021-1163,2026-07-05,text,none (raw retained),raw/PlanningCommission/2021-10-06_1163.pdf,0.071,yes,70897
2021-10-20,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_10202021-1169,2026-07-05,text,none (raw retained),raw/PlanningCommission/2021-10-20_1169.pdf,0.051,yes,50526
2021-11-03,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_11032021-1178,2026-07-05,text,none (raw retained),raw/PlanningCommission/2021-11-03_1178.pdf,0.069,yes,68582
2021-12-01,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_12012021-1187,2026-07-05,text,none (raw retained),raw/PlanningCommission/2021-12-01_1187.pdf,0.065,yes,64593
2021-12-15,Planning Commission Work Session Agenda,PlanningCommission,WorkSession,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_12152021-1194,2026-07-05,text,none (raw retained),raw/PlanningCommission/2021-12-15_1194.pdf,0.132,yes,132203
2021-12-15,Planning Commission Special Meeting Agenda,PlanningCommission,Special,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_12152021-1195,2026-07-05,text,none (raw retained),raw/PlanningCommission/2021-12-15_1195.pdf,0.056,yes,56330
2022-01-05,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_01052022-1200,2026-07-05,text,none (raw retained),raw/PlanningCommission/2022-01-05_1200.pdf,0.065,yes,65453
2022-01-19,Planning Commission Special Meeting Agenda,PlanningCommission,Special,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_01192022-1209,2026-07-05,text,none (raw retained),raw/PlanningCommission/2022-01-19_1209.pdf,0.117,yes,117466
2022-01-19,Planning Commission Work Session Agenda,PlanningCommission,WorkSession,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_01192022-1210,2026-07-05,text,none (raw retained),raw/PlanningCommission/2022-01-19_1210.pdf,0.078,yes,77641
2022-02-02,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_02022022-1216,2026-07-05,text,none (raw retained),raw/PlanningCommission/2022-02-02_1216.pdf,0.107,yes,107005
2022-03-02,Planning Commission Meeting Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_03022022-1227,2026-07-05,text,none (raw retained),raw/PlanningCommission/2022-03-02_1227.pdf,0.112,yes,112267
2022-04-06,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_04062022-1237,2026-07-05,text,none (raw retained),raw/PlanningCommission/2022-04-06_1237.pdf,0.064,yes,63659
2022-04-20,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_04202022-1242,2026-07-05,text,none (raw retained),raw/PlanningCommission/2022-04-20_1242.pdf,0.056,yes,56224
2022-04-27,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_04272022-1247,2026-07-05,text,none (raw retained),raw/PlanningCommission/2022-04-27_1247.pdf,0.129,yes,128910
2022-05-04,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_05042022-1248,2026-07-05,text,none (raw retained),raw/PlanningCommission/2022-05-04_1248.pdf,0.079,yes,78995
2022-06-01,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_06012022-1257,2026-07-05,text,none (raw retained),raw/PlanningCommission/2022-06-01_1257.pdf,0.073,yes,72815
2022-06-15,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_06152022-1263,2026-07-05,text,none (raw retained),raw/PlanningCommission/2022-06-15_1263.pdf,0.06,yes,59776
2022-07-06,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_07062022-1266,2026-07-05,text,none (raw retained),raw/PlanningCommission/2022-07-06_1266.pdf,0.074,yes,74402
2022-07-20,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_07202022-1271,2026-07-05,text,none (raw retained),raw/PlanningCommission/2022-07-20_1271.pdf,0.104,yes,104298
2022-08-03,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_08032022-1275,2026-07-05,text,none (raw retained),raw/PlanningCommission/2022-08-03_1275.pdf,0.117,yes,117229
2022-08-17,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_08172022-1281,2026-07-05,text,none (raw retained),raw/PlanningCommission/2022-08-17_1281.pdf,0.079,yes,79385
2022-09-07,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_09072022-1287,2026-07-05,text,none (raw retained),raw/PlanningCommission/2022-09-07_1287.pdf,0.101,yes,101476
2022-10-05,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_10052022-1294,2026-07-05,text,none (raw retained),raw/PlanningCommission/2022-10-05_1294.pdf,0.107,yes,106928
2022-10-19,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_10192022-1302,2026-07-05,text,none (raw retained),raw/PlanningCommission/2022-10-19_1302.pdf,0.103,yes,102905
2022-11-02,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_11022022-1306,2026-07-05,text,none (raw retained),raw/PlanningCommission/2022-11-02_1306.pdf,0.095,yes,94806
2022-11-16,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_11162022-1312,2026-07-05,text,none (raw retained),raw/PlanningCommission/2022-11-16_1312.pdf,0.081,yes,80934
2022-12-07,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_12072022-1315,2026-07-05,text,none (raw retained),raw/PlanningCommission/2022-12-07_1315.pdf,0.164,yes,164129
2023-01-04,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_01042023-1321,2026-07-05,text,none (raw retained),raw/PlanningCommission/2023-01-04_1321.pdf,0.071,yes,70626
2023-02-01,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_02012023-1331,2026-07-05,text,none (raw retained),raw/PlanningCommission/2023-02-01_1331.pdf,0.117,yes,116505
2023-02-15,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_02152023-1335,2026-07-05,text,none (raw retained),raw/PlanningCommission/2023-02-15_1335.pdf,0.08,yes,79516
2023-03-01,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_03012023-1337,2026-07-05,text,none (raw retained),raw/PlanningCommission/2023-03-01_1337.pdf,0.119,yes,119336
2023-03-15,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_03152023-1345,2026-07-05,text,none (raw retained),raw/PlanningCommission/2023-03-15_1345.pdf,0.08,yes,79762
2023-04-05,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_04052023-1351,2026-07-05,text,none (raw retained),raw/PlanningCommission/2023-04-05_1351.pdf,0.113,yes,113427
2023-04-19,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_04192023-1357,2026-07-05,text,none (raw retained),raw/PlanningCommission/2023-04-19_1357.pdf,0.079,yes,79049
2023-05-03,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_05032023-1360,2026-07-05,text,none (raw retained),raw/PlanningCommission/2023-05-03_1360.pdf,0.067,yes,66709
2023-05-17,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_05172023-1365,2026-07-05,text,none (raw retained),raw/PlanningCommission/2023-05-17_1365.pdf,0.082,yes,82161
2023-06-07,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_06072023-1372,2026-07-05,text,none (raw retained),raw/PlanningCommission/2023-06-07_1372.pdf,0.128,yes,128067
2023-07-05,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_07052023-1379,2026-07-05,text,none (raw retained),raw/PlanningCommission/2023-07-05_1379.pdf,0.07,yes,69575
2023-07-19,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_07192023-1383,2026-07-05,text,none (raw retained),raw/PlanningCommission/2023-07-19_1383.pdf,0.082,yes,82140
2023-08-02,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_08022023-1387,2026-07-05,text,none (raw retained),raw/PlanningCommission/2023-08-02_1387.pdf,0.106,yes,106372
2023-08-16,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_08162023-1391,2026-07-05,text,none (raw retained),raw/PlanningCommission/2023-08-16_1391.pdf,0.08,yes,80092
2023-09-06,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_09062023-1395,2026-07-05,text,none (raw retained),raw/PlanningCommission/2023-09-06_1395.pdf,0.122,yes,121631
2023-09-20,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_09202023-1401,2026-07-05,text,none (raw retained),raw/PlanningCommission/2023-09-20_1401.pdf,0.08,yes,79647
2023-10-04,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_10042023-1407,2026-07-05,text,none (raw retained),raw/PlanningCommission/2023-10-04_1407.pdf,0.085,yes,84631
2023-10-18,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_10182023-1411,2026-07-05,text,none (raw retained),raw/PlanningCommission/2023-10-18_1411.pdf,0.087,yes,87442
2023-11-01,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_11012023-1416,2026-07-05,text,none (raw retained),raw/PlanningCommission/2023-11-01_1416.pdf,0.087,yes,87355
2023-11-29,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_11292023-1426,2026-07-05,text,none (raw retained),raw/PlanningCommission/2023-11-29_1426.pdf,0.047,yes,46647
2023-12-06,Planning Commission Agenda,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_12062023-1429,2026-07-05,text,none (raw retained),raw/PlanningCommission/2023-12-06_1429.pdf,0.062,yes,61599
2024-01-01,2024 Annual Meeting Notice,PlanningCommission,Annual,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_01012024-1437,2026-07-05,text,none (raw retained),raw/PlanningCommission/2024-01-01_1437.pdf,0.073,yes,73282
2024-01-03,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_01032024-1441,2026-07-05,text,none (raw retained),raw/PlanningCommission/2024-01-03_1441.pdf,0.073,yes,72654
2024-01-17,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_01172024-1447,2026-07-05,text,none (raw retained),raw/PlanningCommission/2024-01-17_1447.pdf,0.165,yes,164813
2024-02-07,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_02072024-1452,2026-07-05,text,none (raw retained),raw/PlanningCommission/2024-02-07_1452.pdf,0.154,yes,153701
2024-02-21,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_02212024-1460,2026-07-05,text,none (raw retained),raw/PlanningCommission/2024-02-21_1460.pdf,0.152,yes,152195
2024-03-06,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_03062024-1463,2026-07-05,text,none (raw retained),raw/PlanningCommission/2024-03-06_1463.pdf,0.177,yes,176992
2024-03-20,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_03202024-1469,2026-07-05,text,none (raw retained),raw/PlanningCommission/2024-03-20_1469.pdf,0.152,yes,151886
2024-04-03,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_04032024-1474,2026-07-05,text,none (raw retained),raw/PlanningCommission/2024-04-03_1474.pdf,0.157,yes,156844
2024-04-17,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_04172024-1478,2026-07-05,text,none (raw retained),raw/PlanningCommission/2024-04-17_1478.pdf,0.152,yes,151589
2024-05-01,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_05012024-1484,2026-07-05,text,none (raw retained),raw/PlanningCommission/2024-05-01_1484.pdf,0.163,yes,162750
2024-06-05,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_06052024-1493,2026-07-05,text,none (raw retained),raw/PlanningCommission/2024-06-05_1493.pdf,0.163,yes,162716
2024-06-19,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_06192024-1498,2026-07-05,text,none (raw retained),raw/PlanningCommission/2024-06-19_1498.pdf,0.151,yes,151430
2024-07-03,Planning Commission Public Hearing Notice,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_07032024-1502,2026-07-05,text,none (raw retained),raw/PlanningCommission/2024-07-03_1502.pdf,0.046,yes,46222
2024-07-03,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_07032024-1505,2026-07-05,text,none (raw retained),raw/PlanningCommission/2024-07-03_1505.pdf,0.169,yes,168622
2024-07-17,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_07172024-1508,2026-07-05,text,none (raw retained),raw/PlanningCommission/2024-07-17_1508.pdf,0.151,yes,151153
2024-08-07,Planning Commission Public Hearing Notice,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_08072024-1511,2026-07-05,text,none (raw retained),raw/PlanningCommission/2024-08-07_1511.pdf,0.046,yes,45622
