date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,size_mb,stored_locally,docid,doc_class,fetch_status,sha256,text_path,text_chars,parent_path,appendix_no,case_key
2025-05-07,2025-05-07 Planning Commission — Agenda Packet,PlanningCommission,regular,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/9829/638817935268900000,2026-07-13,text,pdftotext-layout,raw/2025-05-07/9829_pc_regular.pdf,3.95,yes,9829,,,,,,,,
2025-06-04,2025-06-04 Planning Commission Administrative Hearing — Agenda Packet,PlanningCommission,admin_hearing,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/9931/638842083434200000,2026-07-13,text,pdftotext-layout,raw/2025-06-04/9931_pc_admin_hearing.pdf,14.42,yes,9931,,,,,,,,
2025-06-04,2025-06-04 Planning Commission — Agenda Packet,PlanningCommission,regular,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/9939/638842206178900000,2026-07-13,text,pdftotext-layout,raw/2025-06-04/9939_pc_regular.pdf,2.12,yes,9939,,,,,,,,
2025-07-16,2025-07-16 Planning Commission — Agenda Packet,PlanningCommission,regular,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10129/638881694497430000,2026-07-13,text,pdftotext-layout,raw/2025-07-16/10129_pc_regular.pdf,3.73,yes,10129,,,,,,,,
2025-08-06,2025-08-06 Planning Commission Administrative Hearing — Agenda Packet,PlanningCommission,admin_hearing,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10161/638895707110930000,2026-07-13,text,pdftotext-layout,raw/2025-08-06/10161_pc_admin_hearing.pdf,8.44,yes,10161,,,,,,,,
2025-08-06,2025-08-06 Planning Commission — Agenda Packet,PlanningCommission,regular,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10167/638896597128570000,2026-07-13,text,pdftotext-layout,raw/2025-08-06/10167_pc_regular.pdf,1.55,yes,10167,,,,,,,,
2025-08-19,2025-08-19 Council Work Session and Business Meeting — Agenda Packet,Council,regular,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10205/638907667781800000,2026-07-13,text,pdftotext-layout,raw/2025-08-19/10205_council_regular.pdf,15.83,yes,10205,,,,,,,,
2025-09-02,2025-09-02 Council Work Session and Business Meeting — Agenda Packet,Council,regular,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10264/638924000665130000,2026-07-13,text,pdftotext-layout,raw/2025-09-02/10264_council_regular.pdf,4.41,yes,10264,,,,,,,,
2025-09-03,2025-09-03 Planning Commission — Agenda Packet,PlanningCommission,regular,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10260/638920693977000000,2026-07-13,text,pdftotext-layout,raw/2025-09-03/10260_pc_regular.pdf,7.77,yes,10260,,,,,,,,
2025-09-16,2025-09-16 Council Work Session and Business Meeting — Agenda Packet,Council,regular,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10290/638931834101500000,2026-07-13,text,pdftotext-layout,raw/2025-09-16/10290_council_regular.pdf,2.69,yes,10290,,,,,,,,
2025-10-01,2025-10-01 Planning Commission Administrative Hearing — Agenda Packet,PlanningCommission,admin_hearing,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10333/638943173165230000,2026-07-13,text,pdftotext-layout,raw/2025-10-01/10333_pc_admin_hearing.pdf,19.7,yes,10333,,,,,,,,
2025-10-01,2025-10-01 Planning Commission — Agenda Packet,PlanningCommission,regular,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10461/638980350627870000,2026-07-13,text,pdftotext-layout,raw/2025-10-01/10461_pc_regular.pdf,0.16,yes,10461,,,,,,,,
2025-10-07,2025-10-07 Council Work Session and Business Meeting — Agenda Packet,Council,regular,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10345/638948267103830000,2026-07-13,text,pdftotext-layout,raw/2025-10-07/10345_council_regular.pdf,5.53,yes,10345,,,,,,,,
2025-10-21,2025-10-21 Council Work Session and Business Meeting — Agenda Packet,Council,regular,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10401/638961202697670000,2026-07-13,text,pdftotext-layout,raw/2025-10-21/10401_council_regular.pdf,8.92,yes,10401,,,,,,,,
2025-11-05,2025-11-05 Planning Commission Administrative Hearing — Agenda Packet,PlanningCommission,admin_hearing,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10447/638974316109500000,2026-07-13,text,pdftotext-layout,raw/2025-11-05/10447_pc_admin_hearing.pdf,2.37,yes,10447,,,,,,,,
2025-11-18,2025-11-18 Council Work Session and Business Meeting — Agenda Packet,Council,regular,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10491/638987077908030000,2026-07-13,text,pdftotext-layout,raw/2025-11-18/10491_council_regular.pdf,14.55,yes,10491,,,,,,,,
2025-12-02,2025-12-02 Council Work Session and Business Meeting — Agenda Packet,Council,regular,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10539/639001834149900000,2026-07-13,text,pdftotext-layout,raw/2025-12-02/10539_council_regular.pdf,3.54,yes,10539,,,,,,,,
2025-12-03,2025-12-03 Planning Commission Administrative Hearing — Agenda Packet,PlanningCommission,admin_hearing,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10525/638997691505870000,2026-07-13,text,pdftotext-layout,raw/2025-12-03/10525_pc_admin_hearing.pdf,6.95,yes,10525,,,,,,,,
2025-12-03,2025-12-03 Planning Commission — Agenda Packet,PlanningCommission,regular,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10533/638997704108070000,2026-07-13,text,pdftotext-layout,raw/2025-12-03/10533_pc_regular.pdf,9.27,yes,10533,,,,,,,,
2025-12-15,2025-12-15 Planning Commission — Agenda Packet,PlanningCommission,regular,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10589/639010724957900000,2026-07-13,text,pdftotext-layout,raw/2025-12-15/10589_pc_regular.pdf,9.14,yes,10589,,,,,,,,
2025-12-16,2025-12-16 Council Work Session and Business Meeting — Agenda Packet,Council,regular,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10581/639010409089370000,2026-07-13,text,pdftotext-layout,raw/2025-12-16/10581_council_regular.pdf,18.67,yes,10581,,,,,,,,
2026-01-06,2026-01-06 Council Work Session and Business Meeting — Agenda Packet,Council,regular,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10625/639032014725900000,2026-07-13,text,pdftotext-layout,raw/2026-01-06/10625_council_regular.pdf,10.89,yes,10625,,,,,,,,
2026-01-07,2026-01-07 Planning Commission Administrative Hearing — Agenda Packet,PlanningCommission,admin_hearing,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10647/639034843954700000,2026-07-13,text,pdftotext-layout,raw/2026-01-07/10647_pc_admin_hearing.pdf,1.56,yes,10647,,,,,,,,
2026-01-20,2026-01-20 Council Work Session and Business Meeting — Agenda Packet,Council,regular,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10669/639041864768030000,2026-07-13,text,pdftotext-layout,raw/2026-01-20/10669_council_regular.pdf,10.45,yes,10669,,,,,,,,
2026-01-21,2026-01-21 Planning Commission — Agenda Packet,PlanningCommission,regular,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10665/639041729291900000,2026-07-13,text,pdftotext-layout,raw/2026-01-21/10665_pc_regular.pdf,5.95,yes,10665,,,,,,,,
2026-02-03,2026-02-03 Council Work Session and Business Meeting — Agenda Packet,Council,regular,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10785/639052120887200000,2026-07-13,text,pdftotext-layout,raw/2026-02-03/10785_council_regular.pdf,11.58,yes,10785,,,,,,,,
2026-02-04,2026-02-04 Planning Commission — Agenda Packet,PlanningCommission,regular,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10795/639052976207000000,2026-07-13,text,pdftotext-layout,raw/2026-02-04/10795_pc_regular.pdf,16.12,yes,10795,,,,,,,,
2026-02-17,2026-02-17 Council Work Session and Business Meeting — Agenda Packet,Council,regular,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10845/639070044884070000,2026-07-13,text,pdftotext-layout,raw/2026-02-17/10845_council_regular.pdf,5.97,yes,10845,,,,,,,,
2026-03-03,2026-03-03 Council Work Session and Business Meeting — Agenda Packet,Council,regular,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10861/639076989047030000,2026-07-13,text,pdftotext-layout,raw/2026-03-03/10861_council_regular.pdf,5.9,yes,10861,,,,,,,,
2026-03-04,2026-03-04 Planning Commission — Agenda Packet,PlanningCommission,regular,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10875/639080645983170000,2026-07-13,text,pdftotext-layout,raw/2026-03-04/10875_pc_regular.pdf,7.04,yes,10875,,,,,,,,
2026-04-01,2026-04-01 Planning Commission — Agenda Packet,PlanningCommission,regular,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10960/639101259428570000,2026-07-13,text,pdftotext-layout,raw/2026-04-01/10960_pc_regular.pdf,5.93,yes,10960,,,,,,,,
2026-04-07,2026-04-07 Council Work Session and Business Meeting — Agenda Packet,Council,regular,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10970/639106577676230000,2026-07-13,text,pdftotext-layout,raw/2026-04-07/10970_council_regular.pdf,9.03,yes,10970,,,,,,,,
2026-04-21,2026-04-21 Council Work Session and Business Meeting — Agenda Packet,Council,regular,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/11002/639118477864330000,2026-07-13,text,pdftotext-layout,raw/2026-04-21/11002_council_regular.pdf,11.59,yes,11002,,,,,,,,
2026-05-05,2026-05-05 Council Work Session and Business Meeting — Agenda Packet,Council,regular,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/11045/639131658773470000,2026-07-13,text,pdftotext-layout,raw/2026-05-05/11045_council_regular.pdf,15.02,yes,11045,,,,,,,,
2026-05-06,2026-05-06 Planning Commission — Agenda Packet,PlanningCommission,regular,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/11035/639131311589270000,2026-07-13,text,pdftotext-layout,raw/2026-05-06/11035_pc_regular.pdf,24.48,yes,11035,,,,,,,,
2026-05-19,2026-05-19 Council Work Session and Business Meeting — Agenda Packet,Council,regular,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/11091/639146883781030000,2026-07-13,text,pdftotext-layout,raw/2026-05-19/11091_council_regular.pdf,8.55,yes,11091,,,,,,,,
2026-06-02,2026-06-02 Council Work Session and Business Meeting — Agenda Packet,Council,regular,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/11143/639155721007770000,2026-07-13,text,pdftotext-layout,raw/2026-06-02/11143_council_regular.pdf,8.73,yes,11143,,,,,,,,
2026-06-03,2026-06-03 Planning Commission Administrative Hearing — Agenda Packet,PlanningCommission,admin_hearing,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/11111/639149520846900000,2026-07-13,text,pdftotext-layout,raw/2026-06-03/11111_pc_admin_hearing.pdf,5.17,yes,11111,,,,,,,,
2026-06-03,2026-06-03 Planning Commission — Agenda Packet,PlanningCommission,regular,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/11135/639155666115530000,2026-07-13,text,pdftotext-layout,raw/2026-06-03/11135_pc_regular.pdf,17.1,yes,11135,,,,,,,,
2026-06-16,2026-06-16 Council Work Session and Business Meeting — Agenda Packet,Council,regular,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/11180/639167047652870000,2026-07-13,text,pdftotext-layout,raw/2026-06-16/11180_council_regular.pdf,7.81,yes,11180,,,,,,,,
2026-07-01,2026-07-01 Planning Commission — Agenda Packet,PlanningCommission,regular,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/11204/639180036937770000,2026-07-13,text,pdftotext-layout,raw/2026-07-01/11204_pc_regular.pdf,28.8,yes,11204,,,,,,,,
2026-07-07,2026-07-07 Council Work Session and Business Meeting — Agenda Packet,Council,regular,full_packet,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/12218/639189324626964686,2026-07-13,text,pdftotext-layout,raw/2026-07-07/12218_council_regular.pdf,13.18,yes,12218,,,,,,,,
2025-08-19,Appendix 3 - Staff Report/Planning Department Land Use Amendment and Rezone at 3425 E.,Council,regular,packet_section,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10205/638907667781800000,2026-07-13,text,pdftotext-layout,,,no,10205,staff_report,ok,,text/sections/10205_council_regular__appx03_planning-department-land-use-amendment-and-rezone-.txt,25421,raw/2025-08-19/10205_council_regular.pdf,3,ZMA-25-003
2025-08-19,"Appendix 8 - Staff Report/Pergolas, Gazebos, & Other Open Air Accessory Structures Jim Spung",Council,regular,packet_section,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10205/638907667781800000,2026-07-13,text,pdftotext-layout,,,no,10205,staff_report,ok,,text/sections/10205_council_regular__appx08_pergolas-gazebos-other-open-air-accessory-structur.txt,25461,raw/2025-08-19/10205_council_regular.pdf,8,CUP-25-011
2025-09-16,Appendix 3 - Staff Report/ Cottonwood Canyon Cove Park Naming Discussion Jared Gerber,Council,regular,packet_section,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10290/638931834101500000,2026-07-13,text,pdftotext-layout,,,no,10290,staff_report,ok,,text/sections/10290_council_regular__appx03_cottonwood-canyon-cove-park-naming-discussion-jare.txt,566,raw/2025-09-16/10290_council_regular.pdf,3,
2025-09-16,Appendix 4 - Staff Report/ General Plan Update Jim Spung,Council,regular,packet_section,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10290/638931834101500000,2026-07-13,text,pdftotext-layout,,,no,10290,staff_report,ok,,text/sections/10290_council_regular__appx04_general-plan-update-jim-spung.txt,457,raw/2025-09-16/10290_council_regular.pdf,4,
2025-10-07,Appendix 4 - Staff Report/ General Plan Update Jim Spung,Council,regular,packet_section,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10345/638948267103830000,2026-07-13,text,pdftotext-layout,,,no,10345,staff_report,ok,,text/sections/10345_council_regular__appx04_general-plan-update-jim-spung.txt,5536,raw/2025-10-07/10345_council_regular.pdf,4,
2025-10-21,Appendix 3 - Staff Report/ General Plan Update Jim Spung,Council,regular,packet_section,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10401/638961202697670000,2026-07-13,text,pdftotext-layout,,,no,10401,staff_report,ok,,text/sections/10401_council_regular__appx03_general-plan-update-jim-spung.txt,542,raw/2025-10-21/10401_council_regular.pdf,3,
2025-11-18,Appendix 3 - Staff Report/ WUI and Fireworks Maps Discussion Jim Spung,Council,regular,packet_section,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10491/638987077908030000,2026-07-13,text,pdftotext-layout,,,no,10491,staff_report,ok,,text/sections/10491_council_regular__appx03_wui-and-fireworks-maps-discussion-jim-spung.txt,219814,raw/2025-11-18/10491_council_regular.pdf,3,
2025-11-18,Appendix 4 - Chicken Coops Discussion Jim Spung,Council,regular,packet_section,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10491/638987077908030000,2026-07-13,text,pdftotext-layout,,,no,10491,staff_report,ok,,text/sections/10491_council_regular__appx04_appendix-4-chicken-coops-discussion-jim-spung.txt,8708,raw/2025-11-18/10491_council_regular.pdf,4,ZTA-25-004
2025-12-02,Appendix 3 - Staff Rep01i/ General Plan Update Jim Spung,Council,regular,packet_section,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10539/639001834149900000,2026-07-13,text,pdftotext-layout,,,no,10539,staff_report,ok,,text/sections/10539_council_regular__appx03_general-plan-update-jim-spung.txt,230,raw/2025-12-02/10539_council_regular.pdf,3,
2025-12-16,Appendix 3 - Staff Report/ Adopting a Supplemental Name for a Street Segment (Incheon,Council,regular,packet_section,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10581/639010409089370000,2026-07-13,text,pdftotext-layout,,,no,10581,staff_report,ok,,text/sections/10581_council_regular__appx03_adopting-a-supplemental-name-for-a-street-segment-.txt,986,raw/2025-12-16/10581_council_regular.pdf,3,
2025-12-16,Appendix 4 - General Plan Water Element Discussion Jim Spung,Council,regular,packet_section,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10581/639010409089370000,2026-07-13,text,pdftotext-layout,,,no,10581,general_plan,ok,,text/sections/10581_council_regular__appx04_appendix-4-general-plan-water-element-discussion-j.txt,36281,raw/2025-12-16/10581_council_regular.pdf,4,
2025-12-16,Appendix 6 - Mine Shaft Road Access Policy Mayor Weichers,Council,regular,packet_section,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10581/639010409089370000,2026-07-13,text,pdftotext-layout,,,no,10581,staff_report,ok,,text/sections/10581_council_regular__appx06_appendix-6-mine-shaft-road-access-policy-mayor-wei.txt,486,raw/2025-12-16/10581_council_regular.pdf,6,
2026-01-06,Appendix 3 – Staff Report/ Big Cottonwood Canyon EA Response Letter Discussion Jared,Council,regular,packet_section,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10625/639032014725900000,2026-07-13,text,pdftotext-layout,,,no,10625,staff_report,ok,,text/sections/10625_council_regular__appx03_big-cottonwood-canyon-ea-response-letter-discussio.txt,554,raw/2026-01-06/10625_council_regular.pdf,3,
2026-01-20,Appendix 4 - Staff Report/General Plan Presentation and Discussion with City Council and,Council,regular,packet_section,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10669/639041864768030000,2026-07-13,text,pdftotext-layout,,,no,10669,staff_report,ok,,text/sections/10669_council_regular__appx04_general-plan-presentation-and-discussion-with-city.txt,101304,raw/2026-01-20/10669_council_regular.pdf,4,
2026-01-20,Appendix 6 - Staff Report/Discussion ofUDOT's Concurrence Request Concerning,Council,regular,packet_section,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10669/639041864768030000,2026-07-13,text,pdftotext-layout,,,no,10669,staff_report,ok,,text/sections/10669_council_regular__appx06_discussion-ofudot-s-concurrence-request-concerning.txt,16721,raw/2026-01-20/10669_council_regular.pdf,6,
2026-02-03,Appendix 4 - Staff Report/General Plan Update Jim Spung,Council,regular,packet_section,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10785/639052120887200000,2026-07-13,text,pdftotext-layout,,,no,10785,staff_report,ok,,text/sections/10785_council_regular__appx04_general-plan-update-jim-spung.txt,2844,raw/2026-02-03/10785_council_regular.pdf,4,
2026-02-03,Appendix 8- Staff Report/Old Mill Discussion Jim Spung,Council,regular,packet_section,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10785/639052120887200000,2026-07-13,text,pdftotext-layout,,,no,10785,staff_report,ok,,text/sections/10785_council_regular__appx08_old-mill-discussion-jim-spung.txt,2718,raw/2026-02-03/10785_council_regular.pdf,8,
