year,election_type,office,district,contest,candidate,votes,pct,rank,is_winner
2009,municipal primary,Council,At-Large,Draper City Council At-Large,WILLIAM E. RAPPLEYE,558,20.5,2,True
2009,municipal primary,Council,At-Large,Draper City Council At-Large,PAUL EDWARDS,547,20.1,3,True
2009,municipal primary,Council,At-Large,Draper City Council At-Large,GREGORY POWERS,370,13.59,4,True
2009,municipal primary,Council,At-Large,Draper City Council At-Large,DREW GILLILAND,289,10.62,5,False
2009,municipal primary,Council,At-Large,Draper City Council At-Large,MARK BARRETT,271,9.96,6,False
2011,municipal general,Council,At-Large,Draper City Council At-Large,ALAN SUMMERHAYS,2145,21.54,1,True
2011,municipal general,Council,At-Large,Draper City Council At-Large,TROY WALKER,1987,19.96,2,True
2011,municipal general,Council,At-Large,Draper City Council At-Large,BILL COLBERT,1846,18.54,3,True
2011,municipal general,Council,At-Large,Draper City Council At-Large,CLAUDIA ANDERSON,1460,14.66,4,False
2011,municipal general,Council,At-Large,Draper City Council At-Large,SHAWN K. BENJAMIN,1256,12.62,5,False
2011,municipal general,Council,At-Large,Draper City Council At-Large,ROD BESAW,1219,12.24,6,False
2011,municipal general,Council,At-Large,Draper City Council At-Large,Write-in,43,0.43,7,False
2013,municipal general,Council,At-Large,Draper City Council At-Large,JEFFREY D. STENQUIST,2398,31.19,1,True
2013,municipal general,Council,At-Large,Draper City Council At-Large,WILLIAM E. RAPPLEYE,2252,29.29,2,True
2013,municipal general,Council,At-Large,Draper City Council At-Large,MICHELE WEEKS,1704,22.16,3,False
2013,municipal general,Council,At-Large,Draper City Council At-Large,CAROLYN HUNSAKER,1307,17.0,4,False
2013,municipal general,Council,At-Large,Draper City Council At-Large,Write-in,28,0.36,5,False
2013,municipal general,Mayor,,Draper City Mayor,TROY K. WALKER,2127,51.8,1,True
2013,municipal general,Mayor,,Draper City Mayor,PHILLIP B. SHELL,1970,47.98,2,False
2013,municipal general,Mayor,,Draper City Mayor,Write-in,9,0.22,3,False
2013,municipal primary,Council,At-Large,Draper City Council At-Large,WILLIAM E. RAPPLEYE,896,23.28,1,True
2013,municipal primary,Council,At-Large,Draper City Council At-Large,JEFFREY D. STENQUIST,827,21.49,2,True
2013,municipal primary,Council,At-Large,Draper City Council At-Large,CAROLYN HUNSAKER,698,18.13,3,True
2013,municipal primary,Council,At-Large,Draper City Council At-Large,MICHELE WEEKS,509,13.22,4,True
2013,municipal primary,Council,At-Large,Draper City Council At-Large,J. MICHAEL BURROWS,377,9.79,5,False
2013,municipal primary,Council,At-Large,Draper City Council At-Large,RANDY P. GERONA,297,7.72,6,False
2013,municipal primary,Council,At-Large,Draper City Council At-Large,MANI GREWAL,245,6.37,7,False
2013,municipal primary,Mayor,,Draper City Mayor,TROY K. WALKER,1034,48.98,1,True
2013,municipal primary,Mayor,,Draper City Mayor,PHILLIP B. SHELL,811,38.42,2,True
2013,municipal primary,Mayor,,Draper City Mayor,JOHN R. DISMUKE,266,12.6,3,False
2015,municipal general,Council,At-Large,Draper City Council At-Large,MARSHA R. VAWDREY,3883,22.0,1,True
2015,municipal general,Council,At-Large,Draper City Council At-Large,MICHELE WEEKS,3837,21.74,2,True
2015,municipal general,Council,At-Large,Draper City Council At-Large,ALAN SUMMERHAYS,3169,17.95,3,True
2015,municipal general,Council,At-Large,Draper City Council At-Large,MANI GREWAL,2963,16.79,4,False
2015,municipal general,Council,At-Large,Draper City Council At-Large,BILL COLBERT,2855,16.17,5,False
2015,municipal general,Council,At-Large,Draper City Council At-Large,JUSTIN POIRIER,944,5.35,6,False
2017,municipal general,Council,At-Large,Draper City Council At-Large,TASHA LOWERY,5213,28.72,1,True
2017,municipal general,Council,At-Large,Draper City Council At-Large,MIKE GREEN,4779,26.33,2,True
2017,municipal general,Council,At-Large,Draper City Council At-Large,WILLIAM E. RAPPLEYE,4510,24.85,3,False
2017,municipal general,Council,At-Large,Draper City Council At-Large,DAN WHEATLEY,3647,20.09,4,False
2017,municipal general,Mayor,,Draper City Mayor,TROY K. WALKER,5843,54.7,1,True
2017,municipal general,Mayor,,Draper City Mayor,MICHELE WEEKS,4838,45.3,2,False
2017,municipal primary,Council,At-Large,Draper City Council At-Large,TASHA LOWERY,3254,25.97,1,True
2017,municipal primary,Council,At-Large,Draper City Council At-Large,WILLIAM E. RAPPLEYE,2456,19.6,2,True
2017,municipal primary,Council,At-Large,Draper City Council At-Large,MIKE GREEN,2028,16.19,3,True
2017,municipal primary,Council,At-Large,Draper City Council At-Large,DAN WHEATLEY,2015,16.08,4,True
2017,municipal primary,Council,At-Large,Draper City Council At-Large,HUBERT Y. HUH,1531,12.22,5,False
2017,municipal primary,Council,At-Large,Draper City Council At-Large,JEFF GRAHAM,1246,9.94,6,False
2017,municipal primary,Mayor,,Draper City Mayor,MICHELE WEEKS,3302,45.27,1,True
2017,municipal primary,Mayor,,Draper City Mayor,TROY K. WALKER,2723,37.33,2,True
2017,municipal primary,Mayor,,Draper City Mayor,TROY MARTINEZ,1269,17.4,3,False
2019,municipal general,Council,At-Large,Draper City Council At-Large,MARSHA VAWDREY,4377,21.81,1,True
2019,municipal general,Council,At-Large,Draper City Council At-Large,FRED LOWRY,4027,20.06,2,True
2019,municipal general,Council,At-Large,Draper City Council At-Large,CAL ROBERTS,3885,19.36,3,True
2019,municipal general,Council,At-Large,Draper City Council At-Large,TAB BINGHAM,2926,14.58,4,False
2019,municipal general,Council,At-Large,Draper City Council At-Large,TRACI GUNDERSEN,2763,13.77,5,False
2019,municipal general,Council,At-Large,Draper City Council At-Large,DAVID HUNT,2093,10.43,6,False
2021,municipal general,Council,At-Large,Draper City Council At-Large,TASHA LOWERY,3105,36.95,1,True
2021,municipal general,Council,At-Large,Draper City Council At-Large,HUBERT HUH,2335,27.79,2,False
2021,municipal general,Council,At-Large,Draper City Council At-Large,MIKE GREEN,1565,18.62,3,False
2021,municipal general,Council,At-Large,Draper City Council At-Large,WILL ASHBY,542,6.45,4,False
2021,municipal general,Council,At-Large,Draper City Council At-Large,RUSS FUGAL,458,5.45,5,False
2021,municipal general,Council,At-Large,Draper City Council At-Large,DANITA ROUZER,240,2.86,6,False
2021,municipal general,Council,At-Large,Draper City Council At-Large,RACHELLE FARLEY,158,1.88,7,False
2021,municipal general,Mayor,,Draper City Mayor,TROY K. WALKER,5360,100.0,1,True
2023,municipal general,Council,At-Large,Draper City Council At-Large,FRED LOWRY,4443,26.96,1,True
2023,municipal general,Council,At-Large,Draper City Council At-Large,CAL ROBERTS,4377,26.56,2,True
2023,municipal general,Council,At-Large,Draper City Council At-Large,BRYN HEATHER JOHNSON,3429,20.81,3,True
2023,municipal general,Council,At-Large,Draper City Council At-Large,JORDAN DAVIS,1949,11.83,4,False
2023,municipal general,Council,At-Large,Draper City Council At-Large,LUCKY T. BOVO,1175,7.13,5,False
2023,municipal general,Council,At-Large,Draper City Council At-Large,TERRY SMITH,1107,6.72,6,False
2023,municipal primary,Council,At-Large,Draper City Council At-Large,FRED LOWRY,10377,26.0,1,True
2023,municipal primary,Council,At-Large,Draper City Council At-Large,CAL ROBERTS,10191,25.53,2,True
2023,municipal primary,Council,At-Large,Draper City Council At-Large,BRYN HEATHER JOHNSON,7017,17.58,3,True
2023,municipal primary,Council,At-Large,Draper City Council At-Large,JORDAN DAVIS,3759,9.42,4,True
2023,municipal primary,Council,At-Large,Draper City Council At-Large,LUCKY T. BOVO,3210,8.04,5,True
2023,municipal primary,Council,At-Large,Draper City Council At-Large,TERRY SMITH,3090,7.74,6,True
2023,municipal primary,Council,At-Large,Draper City Council At-Large,DANITA ROUZER,2274,5.7,7,False
2023,municipal primary,Council,At-Large,Draper City Council At-Large,Write-in (unresolved),0,0.0,8,False
2025,municipal general,Council,At-Large,Draper City Council At-Large,KATHRYN DAHLIN,4518,55.61,1,True
2025,municipal general,Council,At-Large,Draper City Council At-Large,BRAD BYINGTON,3606,44.39,2,False
2025,municipal general,Council,At-Large,Draper City Council At-Large,Write-in (unresolved),0,0.0,3,False
2025,municipal general,Mayor,,Draper City Mayor,TROY K. WALKER,5910,72.35,1,True
2025,municipal general,Mayor,,Draper City Mayor,BRAXTEN RUTHERFORD,2259,27.65,2,False
2025,municipal general,Mayor,,Draper City Mayor,Write-in (unresolved),0,0.0,3,False
2025,municipal primary,Council,At-Large,Draper City Council At-Large,KATHRYN DAHLIN,2407,47.63,1,True
2025,municipal primary,Council,At-Large,Draper City Council At-Large,BRAD BYINGTON,1622,32.09,2,True
2025,municipal primary,Council,At-Large,Draper City Council At-Large,OLIVER HERRERA SCHUSTER,538,10.65,3,False
2025,municipal primary,Council,At-Large,Draper City Council At-Large,EVAN SORENSEN,487,9.64,4,False
2025,municipal primary,Council,At-Large,Draper City Council At-Large,Write-in (unresolved),0,0.0,5,False
