date,title,body,video_url,video_id,caption_type,source_url,retrieved_date,format,extraction_method,path
2026-03-03,"Logan Municipal Council Meeting March 03, 2026",Council,https://www.youtube.com/watch?v=94Fs0v34Xj8,94Fs0v34Xj8,asr,https://www.youtube.com/watch?v=94Fs0v34Xj8,2026-07-05,caption,yt-dlp_auto_sub_vtt,text/2026-03-03.md
2026-02-17,"Logan Municipal Council Meeting February 17, 2026",Council,https://www.youtube.com/watch?v=WRll9gDXlhA,WRll9gDXlhA,asr,https://www.youtube.com/watch?v=WRll9gDXlhA,2026-07-05,caption,yt-dlp_auto_sub_vtt,text/2026-02-17.md
2026-02-03,"Logan Municipal Council Meeting February 3, 2026",Council,https://www.youtube.com/watch?v=YGKovKXtTQA,YGKovKXtTQA,asr,https://www.youtube.com/watch?v=YGKovKXtTQA,2026-07-05,caption,yt-dlp_auto_sub_vtt,text/2026-02-03.md
2026-01-20,"Logan Municipal Council Meeting January 20, 2026",Council,https://www.youtube.com/watch?v=yadV4U0U0RY,yadV4U0U0RY,asr,https://www.youtube.com/watch?v=yadV4U0U0RY,2026-07-05,caption,yt-dlp_auto_sub_vtt,text/2026-01-20.md
2026-01-06,"Logan Municipal Council Meeting January 6, 2026",Council,https://www.youtube.com/watch?v=q7QPK6-nPvk,q7QPK6-nPvk,asr,https://www.youtube.com/watch?v=q7QPK6-nPvk,2026-07-05,na,mapped_not_downloaded,
2025-12-16,"Logan Municipal Council Meeting December 16, 2025",Council,https://www.youtube.com/watch?v=w22HdEDgn88,w22HdEDgn88,asr,https://www.youtube.com/watch?v=w22HdEDgn88,2026-07-05,na,mapped_not_downloaded,
2025-12-02,"Logan Municipal Council Meeting December 2, 2025",Council,https://www.youtube.com/watch?v=8J697zWlBZM,8J697zWlBZM,asr,https://www.youtube.com/watch?v=8J697zWlBZM,2026-07-05,na,mapped_not_downloaded,
2025-11-18,"Logan Municipal Council Meeting November 18, 2025",Council,https://www.youtube.com/watch?v=3_riImKxpkI,3_riImKxpkI,asr,https://www.youtube.com/watch?v=3_riImKxpkI,2026-07-05,na,mapped_not_downloaded,
2025-11-04,"Logan Municipal Council Meeting November 04, 2025",Council,https://www.youtube.com/watch?v=7xEJxdJc6sk,7xEJxdJc6sk,asr,https://www.youtube.com/watch?v=7xEJxdJc6sk,2026-07-05,na,mapped_not_downloaded,
2025-10-21,"Logan Municipal Council Meeting October 21, 2025",Council,https://www.youtube.com/watch?v=Xl-0OSx2cN4,Xl-0OSx2cN4,asr,https://www.youtube.com/watch?v=Xl-0OSx2cN4,2026-07-05,na,mapped_not_downloaded,
2025-10-07,"Logan Municipal Council Meeting October 7, 2025",Council,https://www.youtube.com/watch?v=oR9nIxk7cLM,oR9nIxk7cLM,asr,https://www.youtube.com/watch?v=oR9nIxk7cLM,2026-07-05,na,mapped_not_downloaded,
2025-09-16,"Logan Municipal Council Meeting September 16, 2025",Council,https://www.youtube.com/watch?v=RpCHzMfTcls,RpCHzMfTcls,asr,https://www.youtube.com/watch?v=RpCHzMfTcls,2026-07-05,na,mapped_not_downloaded,
2025-09-02,"Logan Municipal Council Meeting September 2, 2025",Council,https://www.youtube.com/watch?v=eoLKsjWIO4E,eoLKsjWIO4E,asr,https://www.youtube.com/watch?v=eoLKsjWIO4E,2026-07-05,na,mapped_not_downloaded,
2025-08-19,"Logan Municipal Council Meeting August 19, 2025",Council,https://www.youtube.com/watch?v=1m1NEMXC6Qc,1m1NEMXC6Qc,asr,https://www.youtube.com/watch?v=1m1NEMXC6Qc,2026-07-05,na,mapped_not_downloaded,
2025-08-19,"Logan City Primary Election Canvass Meeting August 19, 2025",Canvass,https://www.youtube.com/watch?v=UyX38hy1dKg,UyX38hy1dKg,asr,https://www.youtube.com/watch?v=UyX38hy1dKg,2026-07-05,na,mapped_not_downloaded,
2025-08-07,"Logan City Truth in Taxation Meeting August 07, 2025",TruthInTaxation,https://www.youtube.com/watch?v=Nad6sRsDLPA,Nad6sRsDLPA,asr,https://www.youtube.com/watch?v=Nad6sRsDLPA,2026-07-05,na,mapped_not_downloaded,
2025-08-05,"Logan Municipal Council Meeting August 05, 2025",Council,https://www.youtube.com/watch?v=C_VMVrQcnWY,C_VMVrQcnWY,asr,https://www.youtube.com/watch?v=C_VMVrQcnWY,2026-07-05,na,mapped_not_downloaded,
2025-07-15,"Logan Municipal Council Meeting July 15, 2025",Council,https://www.youtube.com/watch?v=D73MUnMm8Qg,D73MUnMm8Qg,asr,https://www.youtube.com/watch?v=D73MUnMm8Qg,2026-07-05,na,mapped_not_downloaded,
2025-06-17,"Logan Municipal Council Meeting June 17, 2025",Council,https://www.youtube.com/watch?v=3siBdNZKzSE,3siBdNZKzSE,asr,https://www.youtube.com/watch?v=3siBdNZKzSE,2026-07-05,na,mapped_not_downloaded,
2025-06-03,"Logan Municipal Council Meeting June 3, 2025",Council,https://www.youtube.com/watch?v=JNacY-OnrnU,JNacY-OnrnU,asr,https://www.youtube.com/watch?v=JNacY-OnrnU,2026-07-05,na,mapped_not_downloaded,
2025-05-27,"Logan Municipal Council Budget Workshop May 27, 2025",BudgetWorkshop,https://www.youtube.com/watch?v=SUmcw_8lRmA,SUmcw_8lRmA,asr,https://www.youtube.com/watch?v=SUmcw_8lRmA,2026-07-05,na,mapped_not_downloaded,
2025-05-20,"Logan Municipal Council Meeting Meeting May 20, 2025",Council,https://www.youtube.com/watch?v=z5cWfkjoUxI,z5cWfkjoUxI,asr,https://www.youtube.com/watch?v=z5cWfkjoUxI,2026-07-05,na,mapped_not_downloaded,
2025-05-13,"Logan Municipal Council Budget Workshop May 13, 2025",BudgetWorkshop,https://www.youtube.com/watch?v=KY-GOY2owUk,KY-GOY2owUk,asr,https://www.youtube.com/watch?v=KY-GOY2owUk,2026-07-05,na,mapped_not_downloaded,
2025-05-06,"Logan Municipal Council Meeting Meeting May 6, 2025",Council,https://www.youtube.com/watch?v=6i4AYnPACEk,6i4AYnPACEk,asr,https://www.youtube.com/watch?v=6i4AYnPACEk,2026-07-05,na,mapped_not_downloaded,
2025-04-15,"Logan Municipal Council Meeting Meeting Apr. 15, 2025",Council,https://www.youtube.com/watch?v=ZexX0aPguWE,ZexX0aPguWE,asr,https://www.youtube.com/watch?v=ZexX0aPguWE,2026-07-05,na,mapped_not_downloaded,
2025-04-01,"Logan Municipal Council Meeting Meeting Apr. 1, 2025",Council,https://www.youtube.com/watch?v=WmODJR47rpA,WmODJR47rpA,asr,https://www.youtube.com/watch?v=WmODJR47rpA,2026-07-05,na,mapped_not_downloaded,
2025-03-18,"Logan Municipal Council Meeting Meeting Mar. 18, 2025",Council,https://www.youtube.com/watch?v=yEXuzkuAwyU,yEXuzkuAwyU,asr,https://www.youtube.com/watch?v=yEXuzkuAwyU,2026-07-05,na,mapped_not_downloaded,
2025-03-04,"Logan Municipal Council Meeting Meeting Mar. 4, 2025",Council,https://www.youtube.com/watch?v=wtKou-JAdAc,wtKou-JAdAc,asr,https://www.youtube.com/watch?v=wtKou-JAdAc,2026-07-05,na,mapped_not_downloaded,
2025-03-04,"Logan Municipal Council Meeting Meeting Mar. 4, 2025",Council,https://www.youtube.com/watch?v=uULom0x3mSA,uULom0x3mSA,asr,https://www.youtube.com/watch?v=uULom0x3mSA,2026-07-05,na,mapped_not_downloaded,
2025-02-18,"Logan Municipal Council Meeting Meeting Feb. 18, 2025",Council,https://www.youtube.com/watch?v=TygRS4PsnAQ,TygRS4PsnAQ,asr,https://www.youtube.com/watch?v=TygRS4PsnAQ,2026-07-05,na,mapped_not_downloaded,
2025-02-04,"Logan Municipal Council Meeting Meeting Feb. 04, 2025",Council,https://www.youtube.com/watch?v=iq6gzaxhmBo,iq6gzaxhmBo,asr,https://www.youtube.com/watch?v=iq6gzaxhmBo,2026-07-05,na,mapped_not_downloaded,
2025-01-21,"Logan Municipal Council Meeting Meeting Jan. 21, 2025",Council,https://www.youtube.com/watch?v=WIk_NAKfTBY,WIk_NAKfTBY,asr,https://www.youtube.com/watch?v=WIk_NAKfTBY,2026-07-05,na,mapped_not_downloaded,
2025-01-21,"Logan Municipal Council Meeting Meeting Jan. 21, 2025",Council,https://www.youtube.com/watch?v=54OM4-kJDag,54OM4-kJDag,asr,https://www.youtube.com/watch?v=54OM4-kJDag,2026-07-05,na,mapped_not_downloaded,
2025-01-07,"Logan Municipal Council Meeting Meeting Jan. 7, 2025",Council,https://www.youtube.com/watch?v=5J2zWTmOXAY,5J2zWTmOXAY,asr,https://www.youtube.com/watch?v=5J2zWTmOXAY,2026-07-05,na,mapped_not_downloaded,
2024-12-03,"Logan Municipal Council Meeting Meeting Dec. 3, 2024",Council,https://www.youtube.com/watch?v=496_2qYKtbc,496_2qYKtbc,asr,https://www.youtube.com/watch?v=496_2qYKtbc,2026-07-05,na,mapped_not_downloaded,
2024-11-19,"Logan Municipal Council Meeting Meeting Nov. 19, 2024",Council,https://www.youtube.com/watch?v=ocrtgbb5QBw,ocrtgbb5QBw,asr,https://www.youtube.com/watch?v=ocrtgbb5QBw,2026-07-05,na,mapped_not_downloaded,
2024-11-05,"Logan Municipal Council Meeting Meeting Nov. 5, 2024",Council,https://www.youtube.com/watch?v=GF_J1-7V6Ew,GF_J1-7V6Ew,asr,https://www.youtube.com/watch?v=GF_J1-7V6Ew,2026-07-05,na,mapped_not_downloaded,
2024-10-15,"Logan Municipal Council Meeting Meeting Oct. 15, 2024",Council,https://www.youtube.com/watch?v=DZTdKmjuF38,DZTdKmjuF38,asr,https://www.youtube.com/watch?v=DZTdKmjuF38,2026-07-05,na,mapped_not_downloaded,
2024-10-01,"Logan Municipal Council Meeting Meeting Oct. 1, 2024",Council,https://www.youtube.com/watch?v=k_RReZCbdKI,k_RReZCbdKI,asr,https://www.youtube.com/watch?v=k_RReZCbdKI,2026-07-05,na,mapped_not_downloaded,
2024-09-24,"Logan City Light and Power Integrated Resource Plan presentation  Sept. 24, 2024",Other,https://www.youtube.com/watch?v=80kyOUfYRyM,80kyOUfYRyM,asr,https://www.youtube.com/watch?v=80kyOUfYRyM,2026-07-05,na,mapped_not_downloaded,
2024-09-17,"Logan Municipal Council Meeting  Meeting Sept. 17, 2024",Council,https://www.youtube.com/watch?v=o9eHF1HU9yo,o9eHF1HU9yo,asr,https://www.youtube.com/watch?v=o9eHF1HU9yo,2026-07-05,na,mapped_not_downloaded,
2024-09-03,"Logan Municipal Council Meeting  Meeting Sept. 03, 2024",Council,https://www.youtube.com/watch?v=0oBC4csvMXw,0oBC4csvMXw,asr,https://www.youtube.com/watch?v=0oBC4csvMXw,2026-07-05,na,mapped_not_downloaded,
2024-08-20,"Logan Municipal Council Meeting  Meeting Aug. 20, 2024",Council,https://www.youtube.com/watch?v=NPdrF2joMuA,NPdrF2joMuA,asr,https://www.youtube.com/watch?v=NPdrF2joMuA,2026-07-05,na,mapped_not_downloaded,
2024-08-06,"Logan Municipal Council Meeting  Meeting Aug. 6, 2024",Council,https://www.youtube.com/watch?v=56rFfD0wLHg,56rFfD0wLHg,asr,https://www.youtube.com/watch?v=56rFfD0wLHg,2026-07-05,na,mapped_not_downloaded,
2024-08-01,"City of Logan Truth In Taxation Meeting Aug. 1, 2024",TruthInTaxation,https://www.youtube.com/watch?v=e0DIOAp4j9Y,e0DIOAp4j9Y,asr,https://www.youtube.com/watch?v=e0DIOAp4j9Y,2026-07-05,na,mapped_not_downloaded,
2024-07-16,"Logan Municipal Council Meeting July 16, 2024",Council,https://www.youtube.com/watch?v=25KXvu_cVTM,25KXvu_cVTM,asr,https://www.youtube.com/watch?v=25KXvu_cVTM,2026-07-05,na,mapped_not_downloaded,
2024-06-18,"Logan Municipal Council Meeting June 18, 2024",Council,https://www.youtube.com/watch?v=wqAsQFf-990,wqAsQFf-990,asr,https://www.youtube.com/watch?v=wqAsQFf-990,2026-07-05,na,mapped_not_downloaded,
2024-06-04,"Logan Municipal Council Meeting June 4, 2024",Council,https://www.youtube.com/watch?v=BliBpWyt6iQ,BliBpWyt6iQ,asr,https://www.youtube.com/watch?v=BliBpWyt6iQ,2026-07-05,na,mapped_not_downloaded,
2024-05-28,"Logan Municipal Council Budget Meeting May 28, 2024",BudgetWorkshop,https://www.youtube.com/watch?v=sacoYfp2Vdc,sacoYfp2Vdc,asr,https://www.youtube.com/watch?v=sacoYfp2Vdc,2026-07-05,na,mapped_not_downloaded,
2024-05-21,"Logan Municipal Council Meeting May 21, 2024",Council,https://www.youtube.com/watch?v=_fpYyftrC-4,_fpYyftrC-4,asr,https://www.youtube.com/watch?v=_fpYyftrC-4,2026-07-05,na,mapped_not_downloaded,
2024-05-14,"Logan Municipal Council Budget Workshop May 14, 2024",BudgetWorkshop,https://www.youtube.com/watch?v=2ErsMBE1klM,2ErsMBE1klM,asr,https://www.youtube.com/watch?v=2ErsMBE1klM,2026-07-05,na,mapped_not_downloaded,
2024-05-07,"Logan Municipal Council Meeting May 07, 2024",Council,https://www.youtube.com/watch?v=kMsreBfcssI,kMsreBfcssI,asr,https://www.youtube.com/watch?v=kMsreBfcssI,2026-07-05,na,mapped_not_downloaded,
2024-04-16,"Logan Municipal Council Meeting April 16, 2024",Council,https://www.youtube.com/watch?v=2egtaKKwKZ4,2egtaKKwKZ4,asr,https://www.youtube.com/watch?v=2egtaKKwKZ4,2026-07-05,na,mapped_not_downloaded,
2024-04-02,"Logan Municipal Council Meeting April 2, 2024",Council,https://www.youtube.com/watch?v=vlJF5OV_H68,vlJF5OV_H68,asr,https://www.youtube.com/watch?v=vlJF5OV_H68,2026-07-05,na,mapped_not_downloaded,
2024-03-19,"Logan Municipal Council Meeting March 19, 2024",Council,https://www.youtube.com/watch?v=r1_IoTY6Hbg,r1_IoTY6Hbg,asr,https://www.youtube.com/watch?v=r1_IoTY6Hbg,2026-07-05,na,mapped_not_downloaded,
2024-03-05,"Logan Municipal Council Meeting March 5, 2024",Council,https://www.youtube.com/watch?v=jjceYSxq30Q,jjceYSxq30Q,asr,https://www.youtube.com/watch?v=jjceYSxq30Q,2026-07-05,na,mapped_not_downloaded,
2024-02-20,"Logan Municipal Council Meeting February 20, 2024",Council,https://www.youtube.com/watch?v=RvojS-gkt7A,RvojS-gkt7A,asr,https://www.youtube.com/watch?v=RvojS-gkt7A,2026-07-05,na,mapped_not_downloaded,
2024-02-06,"Logan Municipal Council Meeting February 6, 2024",Council,https://www.youtube.com/watch?v=gFGhbiePhL8,gFGhbiePhL8,asr,https://www.youtube.com/watch?v=gFGhbiePhL8,2026-07-05,na,mapped_not_downloaded,
2024-01-16,"Logan Municipal Council Meeting January 16, 2024",Council,https://www.youtube.com/watch?v=G0LAcJKh8oE,G0LAcJKh8oE,asr,https://www.youtube.com/watch?v=G0LAcJKh8oE,2026-07-05,na,mapped_not_downloaded,
2024-01-02,"Logan Municipal Council Meeting January 02, 2024",Council,https://www.youtube.com/watch?v=EG4R4aoOe08,EG4R4aoOe08,asr,https://www.youtube.com/watch?v=EG4R4aoOe08,2026-07-05,na,mapped_not_downloaded,
2023-12-18,"Logan Board of Canvassers Meeting December 18, 2023",Canvass,https://www.youtube.com/watch?v=8m3u6Wchw0M,8m3u6Wchw0M,asr,https://www.youtube.com/watch?v=8m3u6Wchw0M,2026-07-05,na,mapped_not_downloaded,
2023-12-05,"Logan Municipal Council Meeting December 05, 2023",Council,https://www.youtube.com/watch?v=9DymGVjbmx0,9DymGVjbmx0,asr,https://www.youtube.com/watch?v=9DymGVjbmx0,2026-07-05,na,mapped_not_downloaded,
2023-11-21,"Logan Municipal Council Meeting November 21, 2023",Council,https://www.youtube.com/watch?v=O0e-It87xVo,O0e-It87xVo,asr,https://www.youtube.com/watch?v=O0e-It87xVo,2026-07-05,na,mapped_not_downloaded,
2023-11-07,"Logan Municipal Council Meeting November 7, 2023",Council,https://www.youtube.com/watch?v=-xwsdUcXyKI,-xwsdUcXyKI,asr,https://www.youtube.com/watch?v=-xwsdUcXyKI,2026-07-05,na,mapped_not_downloaded,
2023-10-18,"City of Logan Meet the Candidates Forum, Oct. 18, 2023",CandidateForum,https://www.youtube.com/watch?v=Lbpu76R3lIU,Lbpu76R3lIU,asr,https://www.youtube.com/watch?v=Lbpu76R3lIU,2026-07-05,na,mapped_not_downloaded,
2023-10-17,"Logan Municipal Council Meeting October 17, 2023",Council,https://www.youtube.com/watch?v=6MdFLq2enJE,6MdFLq2enJE,asr,https://www.youtube.com/watch?v=6MdFLq2enJE,2026-07-05,na,mapped_not_downloaded,
2023-10-03,"Logan Municipal Council Meeting October 03, 2023",Council,https://www.youtube.com/watch?v=EpwCVWyCw2o,EpwCVWyCw2o,asr,https://www.youtube.com/watch?v=EpwCVWyCw2o,2026-07-05,na,mapped_not_downloaded,
2023-09-19,"Logan Municipal Council Meeting Sept 19, 2023",Council,https://www.youtube.com/watch?v=mMwNOcCbv24,mMwNOcCbv24,asr,https://www.youtube.com/watch?v=mMwNOcCbv24,2026-07-05,na,mapped_not_downloaded,
2023-09-05,"Logan Municipal Council Meeting Sept 05, 2023",Council,https://www.youtube.com/watch?v=yvvvP2paqgc,yvvvP2paqgc,asr,https://www.youtube.com/watch?v=yvvvP2paqgc,2026-07-05,na,mapped_not_downloaded,
2023-09-05,"Logan Municipal Council Meeting Sept 05, 2023",Council,https://www.youtube.com/watch?v=M4OR0URzIRk,M4OR0URzIRk,asr,https://www.youtube.com/watch?v=M4OR0URzIRk,2026-07-05,na,mapped_not_downloaded,
2023-08-15,"Logan Municipal Council Meeting August 15, 2023",Council,https://www.youtube.com/watch?v=MqqhGI0ED2o,MqqhGI0ED2o,asr,https://www.youtube.com/watch?v=MqqhGI0ED2o,2026-07-05,na,mapped_not_downloaded,
2023-08-15,"Logan Municipal Council Meeting August 15, 2023",Council,https://www.youtube.com/watch?v=mYgZ8tfjNnQ,mYgZ8tfjNnQ,asr,https://www.youtube.com/watch?v=mYgZ8tfjNnQ,2026-07-05,na,mapped_not_downloaded,
2023-08-01,"Logan Municipal Council Meeting August 1, 2023",Council,https://www.youtube.com/watch?v=B-EFYTZ4Kjc,B-EFYTZ4Kjc,asr,https://www.youtube.com/watch?v=B-EFYTZ4Kjc,2026-07-05,na,mapped_not_downloaded,
2023-07-18,"Logan Municipal Council Meeting July 18, 2023",Council,https://www.youtube.com/watch?v=HT2YJdlCOrE,HT2YJdlCOrE,asr,https://www.youtube.com/watch?v=HT2YJdlCOrE,2026-07-05,na,mapped_not_downloaded,
2023-06-20,"Logan Municipal Council Meeting June 20, 2023",Council,https://www.youtube.com/watch?v=3Wck0D6U19c,3Wck0D6U19c,asr,https://www.youtube.com/watch?v=3Wck0D6U19c,2026-07-05,na,mapped_not_downloaded,
2023-06-06,"Logan Municipal Council Meeting June 6, 2023",Council,https://www.youtube.com/watch?v=HPscONUGFn8,HPscONUGFn8,asr,https://www.youtube.com/watch?v=HPscONUGFn8,2026-07-05,na,mapped_not_downloaded,
2023-05-23,"Logan Municipal Council Budget Workshop May 23, 2023",BudgetWorkshop,https://www.youtube.com/watch?v=oGO-cfzS6-A,oGO-cfzS6-A,asr,https://www.youtube.com/watch?v=oGO-cfzS6-A,2026-07-05,na,mapped_not_downloaded,
2023-05-16,"Logan Municipal Council Meeting May 16, 2023",Council,https://www.youtube.com/watch?v=q9aEay-J600,q9aEay-J600,asr,https://www.youtube.com/watch?v=q9aEay-J600,2026-07-05,na,mapped_not_downloaded,
2023-05-09,"Logan Municipal Council Budget Workshop May 9, 2023",BudgetWorkshop,https://www.youtube.com/watch?v=7Ql65kf0o3g,7Ql65kf0o3g,asr,https://www.youtube.com/watch?v=7Ql65kf0o3g,2026-07-05,na,mapped_not_downloaded,
2023-05-02,"Logan Municipal Council Meeting May 2, 2023",Council,https://www.youtube.com/watch?v=viP832W1g4A,viP832W1g4A,asr,https://www.youtube.com/watch?v=viP832W1g4A,2026-07-05,na,mapped_not_downloaded,
2023-04-18,"Logan Municipal Council Meeting April 18, 2023",Council,https://www.youtube.com/watch?v=HAbSe8PoS9Y,HAbSe8PoS9Y,asr,https://www.youtube.com/watch?v=HAbSe8PoS9Y,2026-07-05,na,mapped_not_downloaded,
2023-04-04,"Logan Municipal Council Meeting April 4, 2023",Council,https://www.youtube.com/watch?v=dxwptRHLKio,dxwptRHLKio,asr,https://www.youtube.com/watch?v=dxwptRHLKio,2026-07-05,na,mapped_not_downloaded,
2023-03-21,"Logan Municipal Council Meeting March 21, 2023",Council,https://www.youtube.com/watch?v=tZrqitiEszY,tZrqitiEszY,asr,https://www.youtube.com/watch?v=tZrqitiEszY,2026-07-05,na,mapped_not_downloaded,
2023-03-07,"Logan Municipal Council Meeting March 7, 2023",Council,https://www.youtube.com/watch?v=S35_CLbr4t4,S35_CLbr4t4,asr,https://www.youtube.com/watch?v=S35_CLbr4t4,2026-07-05,na,mapped_not_downloaded,
2023-02-21,"Logan Municipal Council Meeting February 21, 2023",Council,https://www.youtube.com/watch?v=K21v9Oy1mMM,K21v9Oy1mMM,asr,https://www.youtube.com/watch?v=K21v9Oy1mMM,2026-07-05,na,mapped_not_downloaded,
2023-02-07,"Logan Municipal Council Meeting February 7, 2023",Council,https://www.youtube.com/watch?v=MUzKlex9LlQ,MUzKlex9LlQ,asr,https://www.youtube.com/watch?v=MUzKlex9LlQ,2026-07-05,na,mapped_not_downloaded,
2023-01-17,"Logan Municipal Council Meeting January 17, 2023",Council,https://www.youtube.com/watch?v=FJaRIUZxVKU,FJaRIUZxVKU,asr,https://www.youtube.com/watch?v=FJaRIUZxVKU,2026-07-05,na,mapped_not_downloaded,
2023-01-03,"Logan Municipal Council Meeting January 3, 2023",Council,https://www.youtube.com/watch?v=9hWJfrsXCXQ,9hWJfrsXCXQ,asr,https://www.youtube.com/watch?v=9hWJfrsXCXQ,2026-07-05,na,mapped_not_downloaded,
2022-12-06,"Logan Municipal Council Meeting December 6, 2022",Council,https://www.youtube.com/watch?v=t9tugY4dGec,t9tugY4dGec,asr,https://www.youtube.com/watch?v=t9tugY4dGec,2026-07-05,na,mapped_not_downloaded,
2022-11-15,"Logan Municipal Council Meeting November 15 , 2022",Council,https://www.youtube.com/watch?v=cX4gUGsipRU,cX4gUGsipRU,asr,https://www.youtube.com/watch?v=cX4gUGsipRU,2026-07-05,na,mapped_not_downloaded,
2022-11-01,"Logan Municipal Council Meeting November 1 , 2022",Council,https://www.youtube.com/watch?v=yBQH007jZTs,yBQH007jZTs,asr,https://www.youtube.com/watch?v=yBQH007jZTs,2026-07-05,na,mapped_not_downloaded,
2022-10-18,"Logan Municipal Council Meeting October 18 , 2022",Council,https://www.youtube.com/watch?v=YVxQlEfAgUU,YVxQlEfAgUU,asr,https://www.youtube.com/watch?v=YVxQlEfAgUU,2026-07-05,na,mapped_not_downloaded,
2022-10-18,"Logan Municipal Council Meeting October 18 , 2022",Council,https://www.youtube.com/watch?v=En2uI09KMog,En2uI09KMog,asr,https://www.youtube.com/watch?v=En2uI09KMog,2026-07-05,na,mapped_not_downloaded,
2022-10-04,"Logan Municipal Council Meeting October 4 , 2022",Council,https://www.youtube.com/watch?v=oKA6P73RDfM,oKA6P73RDfM,asr,https://www.youtube.com/watch?v=oKA6P73RDfM,2026-07-05,na,mapped_not_downloaded,
2022-09-20,"Logan Municipal Council Meeting September 20 , 2022",Council,https://www.youtube.com/watch?v=hmfG14_D3Bk,hmfG14_D3Bk,asr,https://www.youtube.com/watch?v=hmfG14_D3Bk,2026-07-05,na,mapped_not_downloaded,
2022-09-06,"Logan Municipal Council Meeting September 06 , 2022",Council,https://www.youtube.com/watch?v=jKFkUUxjdd0,jKFkUUxjdd0,asr,https://www.youtube.com/watch?v=jKFkUUxjdd0,2026-07-05,na,mapped_not_downloaded,
2022-08-16,"Logan Municipal Council Meeting August 16 , 2022",Council,https://www.youtube.com/watch?v=pWmSxGd2G8Q,pWmSxGd2G8Q,asr,https://www.youtube.com/watch?v=pWmSxGd2G8Q,2026-07-05,na,mapped_not_downloaded,
2022-08-02,"Logan Municipal Council Meeting August 2 , 2022",Council,https://www.youtube.com/watch?v=FOrMwS6LkiU,FOrMwS6LkiU,asr,https://www.youtube.com/watch?v=FOrMwS6LkiU,2026-07-05,na,mapped_not_downloaded,
2022-07-19,"Logan Municipal Council Meeting July 19 , 2022",Council,https://www.youtube.com/watch?v=2bPQF655H7E,2bPQF655H7E,asr,https://www.youtube.com/watch?v=2bPQF655H7E,2026-07-05,na,mapped_not_downloaded,
2022-06-21,"Logan Municipal Council Meeting June 21 , 2022",Council,https://www.youtube.com/watch?v=Zqbmv5qVQWo,Zqbmv5qVQWo,asr,https://www.youtube.com/watch?v=Zqbmv5qVQWo,2026-07-05,na,mapped_not_downloaded,
2022-06-07,"Logan Municipal Council Meeting June 7 , 2022",Council,https://www.youtube.com/watch?v=tVGbSUqHZFQ,tVGbSUqHZFQ,asr,https://www.youtube.com/watch?v=tVGbSUqHZFQ,2026-07-05,na,mapped_not_downloaded,
