date,body,packet_kind,title,matter_id,path,text_path,format,source_url,stored_locally,doc_class,fetch_status,sha256,text_chars
2020-03-24,County Council,agenda,County Council Agenda 2020-03-24,,packets/raw/agenda_2931.pdf,packets/text/agenda_2931.txt,pdf,https://slco.legistar1.com/slco/meetings/2020/3/2931_A_County_Council_20-03-24_Meeting_Agenda.pdf,yes,,,,
2020-04-07,County Council,agenda,County Council Agenda 2020-04-07,,packets/raw/agenda_2947.pdf,packets/text/agenda_2947.txt,pdf,https://slco.legistar1.com/slco/meetings/2020/4/2947_A_County_Council_20-04-07_Meeting_Agenda.pdf,yes,,,,
2020-04-14,County Council,agenda,County Council Agenda 2020-04-14,,packets/raw/agenda_2948.pdf,packets/text/agenda_2948.txt,pdf,https://slco.legistar1.com/slco/meetings/2020/4/2948_A_County_Council_20-04-14_Meeting_Agenda.pdf,yes,,,,
2020-04-21,County Council,agenda,County Council Agenda 2020-04-21,,packets/raw/agenda_2949.pdf,packets/text/agenda_2949.txt,pdf,https://slco.legistar1.com/slco/meetings/2020/4/2949_A_County_Council_20-04-21_Meeting_Agenda.pdf,yes,,,,
2020-04-28,County Council,agenda,County Council Agenda 2020-04-28,,packets/raw/agenda_2950.pdf,packets/text/agenda_2950.txt,pdf,https://slco.legistar1.com/slco/meetings/2020/4/2950_A_County_Council_20-04-28_Meeting_Agenda.pdf,yes,,,,
2020-05-12,County Council,agenda,County Council Agenda 2020-05-12,,packets/raw/agenda_2959.pdf,packets/text/agenda_2959.txt,pdf,https://slco.legistar1.com/slco/meetings/2020/5/2959_A_County_Council_20-05-12_Meeting_Agenda.pdf,yes,,,,
2020-05-05,County Council,agenda,County Council Agenda 2020-05-05,,packets/raw/agenda_2960.pdf,packets/text/agenda_2960.txt,pdf,https://slco.legistar1.com/slco/meetings/2020/5/2960_A_County_Council_20-05-05_Meeting_Agenda.pdf,yes,,,,
2020-05-19,County Council,agenda,County Council Agenda 2020-05-19,,packets/raw/agenda_2961.pdf,packets/text/agenda_2961.txt,pdf,https://slco.legistar1.com/slco/meetings/2020/5/2961_A_County_Council_20-05-19_Meeting_Agenda.pdf,yes,,,,
2020-06-02,County Council,agenda,County Council Agenda 2020-06-02,,packets/raw/agenda_2967.pdf,packets/text/agenda_2967.txt,pdf,https://slco.legistar1.com/slco/meetings/2020/6/2967_A_County_Council_20-06-02_Meeting_Agenda.pdf,yes,,,,
2020-06-09,County Council,agenda,County Council Agenda 2020-06-09,,packets/raw/agenda_2968.pdf,packets/text/agenda_2968.txt,pdf,https://slco.legistar1.com/slco/meetings/2020/6/2968_A_County_Council_20-06-09_Meeting_Agenda.pdf,yes,,,,
2020-06-16,County Council,agenda,County Council Agenda 2020-06-16,,packets/raw/agenda_2969.pdf,packets/text/agenda_2969.txt,pdf,https://slco.legistar1.com/slco/meetings/2020/6/2969_A_County_Council_20-06-16_Meeting_Agenda.pdf,yes,,,,
2020-06-23,County Council,agenda,County Council Agenda 2020-06-23,,packets/raw/agenda_2970.pdf,packets/text/agenda_2970.txt,pdf,https://slco.legistar1.com/slco/meetings/2020/6/2970_A_County_Council_20-06-23_Meeting_Agenda.pdf,yes,,,,
2020-06-30,County Council,agenda,County Council Agenda 2020-06-30,,packets/raw/agenda_2971.pdf,packets/text/agenda_2971.txt,pdf,https://slco.legistar1.com/slco/meetings/2020/6/2971_A_County_Council_20-06-30_Meeting_Agenda.pdf,yes,,,,
2020-05-26,County Council,agenda,County Council Agenda 2020-05-26,,packets/raw/agenda_2978.pdf,packets/text/agenda_2978.txt,pdf,https://slco.legistar1.com/slco/meetings/2020/5/2978_A_County_Council_20-05-26_Meeting_Agenda.pdf,yes,,,,
2020-06-16,County Council,agenda,County Council Agenda 2020-06-16,,packets/raw/agenda_2985.pdf,packets/text/agenda_2985.txt,pdf,https://slco.legistar1.com/slco/meetings/2020/6/2985_A_County_Council_20-06-16_Meeting_Agenda.pdf,yes,,,,
2020-07-14,County Council,agenda,County Council Agenda 2020-07-14,,packets/raw/agenda_2991.pdf,packets/text/agenda_2991.txt,pdf,https://slco.legistar1.com/slco/meetings/2020/7/2991_A_County_Council_20-07-14_Meeting_Agenda.pdf,yes,,,,
2020-07-21,County Council,agenda,County Council Agenda 2020-07-21,,packets/raw/agenda_2992.pdf,packets/text/agenda_2992.txt,pdf,https://slco.legistar1.com/slco/meetings/2020/7/2992_A_County_Council_20-07-21_Meeting_Agenda.pdf,yes,,,,
2020-08-04,County Council,agenda,County Council Agenda 2020-08-04,,packets/raw/agenda_3001.pdf,packets/text/agenda_3001.txt,pdf,https://slco.legistar1.com/slco/meetings/2020/8/3001_A_County_Council_20-08-04_Meeting_Agenda.pdf,yes,,,,
2020-08-11,County Council,agenda,County Council Agenda 2020-08-11,,packets/raw/agenda_3002.pdf,packets/text/agenda_3002.txt,pdf,https://slco.legistar1.com/slco/meetings/2020/8/3002_A_County_Council_20-08-11_Meeting_Agenda.pdf,yes,,,,
2020-08-18,County Council,agenda,County Council Agenda 2020-08-18,,packets/raw/agenda_3003.pdf,packets/text/agenda_3003.txt,pdf,https://slco.legistar1.com/slco/meetings/2020/8/3003_A_County_Council_20-08-18_Meeting_Agenda.pdf,yes,,,,
2020-08-25,County Council,agenda,County Council Agenda 2020-08-25,,packets/raw/agenda_3004.pdf,packets/text/agenda_3004.txt,pdf,https://slco.legistar1.com/slco/meetings/2020/8/3004_A_County_Council_20-08-25_Meeting_Agenda.pdf,yes,,,,
2020-09-15,County Council,agenda,County Council Agenda 2020-09-15,,packets/raw/agenda_3011.pdf,packets/text/agenda_3011.txt,pdf,https://slco.legistar1.com/slco/meetings/2020/9/3011_A_County_Council_20-09-15_Meeting_Agenda.pdf,yes,,,,
2020-09-01,County Council,agenda,County Council Agenda 2020-09-01,,packets/raw/agenda_3012.pdf,packets/text/agenda_3012.txt,pdf,https://slco.legistar1.com/slco/meetings/2020/9/3012_A_County_Council_20-09-01_Meeting_Agenda.pdf,yes,,,,
2020-09-22,County Council,agenda,County Council Agenda 2020-09-22,,packets/raw/agenda_3013.pdf,packets/text/agenda_3013.txt,pdf,https://slco.legistar1.com/slco/meetings/2020/9/3013_A_County_Council_20-09-22_Meeting_Agenda.pdf,yes,,,,
2020-09-29,County Council,agenda,County Council Agenda 2020-09-29,,packets/raw/agenda_3014.pdf,packets/text/agenda_3014.txt,pdf,https://slco.legistar1.com/slco/meetings/2020/9/3014_A_County_Council_20-09-29_Meeting_Agenda.pdf,yes,,,,
2020-10-06,County Council,agenda,County Council Agenda 2020-10-06,,packets/raw/agenda_3021.pdf,packets/text/agenda_3021.txt,pdf,https://slco.legistar1.com/slco/meetings/2020/10/3021_A_County_Council_20-10-06_Meeting_Agenda.pdf,yes,,,,
2020-10-13,County Council,agenda,County Council Agenda 2020-10-13,,packets/raw/agenda_3022.pdf,packets/text/agenda_3022.txt,pdf,https://slco.legistar1.com/slco/meetings/2020/10/3022_A_County_Council_20-10-13_Meeting_Agenda.pdf,yes,,,,
2020-10-20,County Council,agenda,County Council Agenda 2020-10-20,,packets/raw/agenda_3025.pdf,packets/text/agenda_3025.txt,pdf,https://slco.legistar1.com/slco/meetings/2020/10/3025_A_County_Council_20-10-20_Meeting_Agenda.pdf,yes,,,,
2020-10-27,County Council,agenda,County Council Agenda 2020-10-27,,packets/raw/agenda_3026.pdf,packets/text/agenda_3026.txt,pdf,https://slco.legistar1.com/slco/meetings/2020/10/3026_A_County_Council_20-10-27_Meeting_Agenda.pdf,yes,,,,
2020-11-03,County Council,agenda,County Council Agenda 2020-11-03,,packets/raw/agenda_3037.pdf,packets/text/agenda_3037.txt,pdf,https://slco.legistar1.com/slco/meetings/2020/11/3037_A_County_Council_20-11-03_Meeting_Agenda.pdf,yes,,,,
2020-11-10,County Council,agenda,County Council Agenda 2020-11-10,,packets/raw/agenda_3039.pdf,packets/text/agenda_3039.txt,pdf,https://slco.legistar1.com/slco/meetings/2020/11/3039_A_County_Council_20-11-10_Meeting_Agenda.pdf,yes,,,,
2020-11-17,County Council,agenda,County Council Agenda 2020-11-17,,packets/raw/agenda_3041.pdf,packets/text/agenda_3041.txt,pdf,https://slco.legistar1.com/slco/meetings/2020/11/3041_A_County_Council_20-11-17_Meeting_Agenda.pdf,yes,,,,
2020-12-08,County Council,agenda,County Council Agenda 2020-12-08,,packets/raw/agenda_3049.pdf,packets/text/agenda_3049.txt,pdf,https://slco.legistar1.com/slco/meetings/2020/12/3049_A_County_Council_20-12-08_Meeting_Agenda.pdf,yes,,,,
2020-12-01,County Council,agenda,County Council Agenda 2020-12-01,,packets/raw/agenda_3050.pdf,packets/text/agenda_3050.txt,pdf,https://slco.legistar1.com/slco/meetings/2020/12/3050_A_County_Council_20-12-01_Meeting_Agenda.pdf,yes,,,,
2020-12-15,County Council,agenda,County Council Agenda 2020-12-15,,packets/raw/agenda_3051.pdf,packets/text/agenda_3051.txt,pdf,https://slco.legistar1.com/slco/meetings/2020/12/3051_A_County_Council_20-12-15_Meeting_Agenda.pdf,yes,,,,
2020-12-01,County Council,agenda,County Council Agenda 2020-12-01,,packets/raw/agenda_3057.pdf,packets/text/agenda_3057.txt,pdf,https://slco.legistar1.com/slco/meetings/2020/12/3057_A_County_Council_20-12-01_Meeting_Agenda.pdf,yes,,,,
2021-01-12,County Council,agenda,County Council Agenda 2021-01-12,,packets/raw/agenda_3061.pdf,packets/text/agenda_3061.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/1/3061_A_County_Council_21-01-12_Meeting_Agenda.pdf,yes,,,,
2021-01-05,County Council,agenda,County Council Agenda 2021-01-05,,packets/raw/agenda_3062.pdf,packets/text/agenda_3062.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/1/3062_A_County_Council_21-01-05_Meeting_Agenda.pdf,yes,,,,
2021-01-26,County Council,agenda,County Council Agenda 2021-01-26,,packets/raw/agenda_3063.pdf,packets/text/agenda_3063.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/1/3063_A_County_Council_21-01-26_Meeting_Agenda.pdf,yes,,,,
2021-02-02,County Council,agenda,County Council Agenda 2021-02-02,,packets/raw/agenda_3070.pdf,packets/text/agenda_3070.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/2/3070_A_County_Council_21-02-02_Meeting_Agenda.pdf,yes,,,,
2021-02-09,County Council,agenda,County Council Agenda 2021-02-09,,packets/raw/agenda_3071.pdf,packets/text/agenda_3071.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/2/3071_A_County_Council_21-02-09_Meeting_Agenda.pdf,yes,,,,
2021-02-23,County Council,agenda,County Council Agenda 2021-02-23,,packets/raw/agenda_3072.pdf,packets/text/agenda_3072.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/2/3072_A_County_Council_21-02-23_Meeting_Agenda.pdf,yes,,,,
2021-03-02,County Council,agenda,County Council Agenda 2021-03-02,,packets/raw/agenda_3076.pdf,packets/text/agenda_3076.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/3/3076_A_County_Council_21-03-02_Meeting_Agenda.pdf,yes,,,,
2021-03-09,County Council,agenda,County Council Agenda 2021-03-09,,packets/raw/agenda_3077.pdf,packets/text/agenda_3077.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/3/3077_A_County_Council_21-03-09_Meeting_Agenda.pdf,yes,,,,
2021-03-16,County Council,agenda,County Council Agenda 2021-03-16,,packets/raw/agenda_3078.pdf,packets/text/agenda_3078.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/3/3078_A_County_Council_21-03-16_Meeting_Agenda.pdf,yes,,,,
2021-04-13,County Council,agenda,County Council Agenda 2021-04-13,,packets/raw/agenda_3091.pdf,packets/text/agenda_3091.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/4/3091_A_County_Council_21-04-13_Meeting_Agenda.pdf,yes,,,,
2021-04-20,County Council,agenda,County Council Agenda 2021-04-20,,packets/raw/agenda_3092.pdf,packets/text/agenda_3092.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/4/3092_A_County_Council_21-04-20_Meeting_Agenda.pdf,yes,,,,
2021-04-27,County Council,agenda,County Council Agenda 2021-04-27,,packets/raw/agenda_3093.pdf,packets/text/agenda_3093.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/4/3093_A_County_Council_21-04-27_Meeting_Agenda.pdf,yes,,,,
2021-03-23,County Council,agenda,County Council Agenda 2021-03-23,,packets/raw/agenda_3097.pdf,packets/text/agenda_3097.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/3/3097_A_County_Council_21-03-23_Meeting_Agenda.pdf,yes,,,,
2021-03-30,County Council,agenda,County Council Agenda 2021-03-30,,packets/raw/agenda_3098.pdf,packets/text/agenda_3098.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/3/3098_A_County_Council_21-03-30_Meeting_Agenda.pdf,yes,,,,
2021-05-04,County Council,agenda,County Council Agenda 2021-05-04,,packets/raw/agenda_3105.pdf,packets/text/agenda_3105.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/5/3105_A_County_Council_21-05-04_Meeting_Agenda.pdf,yes,,,,
2021-05-11,County Council,agenda,County Council Agenda 2021-05-11,,packets/raw/agenda_3107.pdf,packets/text/agenda_3107.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/5/3107_A_County_Council_21-05-11_Meeting_Agenda.pdf,yes,,,,
2021-05-18,County Council,agenda,County Council Agenda 2021-05-18,,packets/raw/agenda_3108.pdf,packets/text/agenda_3108.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/5/3108_A_County_Council_21-05-18_Meeting_Agenda.pdf,yes,,,,
2021-05-25,County Council,agenda,County Council Agenda 2021-05-25,,packets/raw/agenda_3110.pdf,packets/text/agenda_3110.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/5/3110_A_County_Council_21-05-25_Meeting_Agenda.pdf,yes,,,,
2021-06-08,County Council,agenda,County Council Agenda 2021-06-08,,packets/raw/agenda_3120.pdf,packets/text/agenda_3120.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/6/3120_A_County_Council_21-06-08_Meeting_Agenda.pdf,yes,,,,
2021-06-15,County Council,agenda,County Council Agenda 2021-06-15,,packets/raw/agenda_3123.pdf,packets/text/agenda_3123.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/6/3123_A_County_Council_21-06-15_Meeting_Agenda.pdf,yes,,,,
2021-06-22,County Council,agenda,County Council Agenda 2021-06-22,,packets/raw/agenda_3124.pdf,packets/text/agenda_3124.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/6/3124_A_County_Council_21-06-22_Meeting_Agenda.pdf,yes,,,,
2021-06-29,County Council,agenda,County Council Agenda 2021-06-29,,packets/raw/agenda_3125.pdf,packets/text/agenda_3125.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/6/3125_A_County_Council_21-06-29_Meeting_Agenda.pdf,yes,,,,
2021-06-22,County Council,agenda,County Council Agenda 2021-06-22,,packets/raw/agenda_3129.pdf,packets/text/agenda_3129.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/6/3129_A_County_Council_21-06-22_Meeting_Agenda.pdf,yes,,,,
2021-07-13,County Council,agenda,County Council Agenda 2021-07-13,,packets/raw/agenda_3132.pdf,packets/text/agenda_3132.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/7/3132_A_County_Council_21-07-13_Meeting_Agenda.pdf,yes,,,,
2021-07-20,County Council,agenda,County Council Agenda 2021-07-20,,packets/raw/agenda_3133.pdf,packets/text/agenda_3133.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/7/3133_A_County_Council_21-07-20_Meeting_Agenda.pdf,yes,,,,
2021-08-10,County Council,agenda,County Council Agenda 2021-08-10,,packets/raw/agenda_3139.pdf,packets/text/agenda_3139.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/8/3139_A_County_Council_21-08-10_Meeting_Agenda.pdf,yes,,,,
2021-08-03,County Council,agenda,County Council Agenda 2021-08-03,,packets/raw/agenda_3140.pdf,packets/text/agenda_3140.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/8/3140_A_County_Council_21-08-03_Meeting_Agenda.pdf,yes,,,,
2021-08-17,County Council,agenda,County Council Agenda 2021-08-17,,packets/raw/agenda_3141.pdf,packets/text/agenda_3141.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/8/3141_A_County_Council_21-08-17_Meeting_Agenda.pdf,yes,,,,
2021-08-24,County Council,agenda,County Council Agenda 2021-08-24,,packets/raw/agenda_3142.pdf,packets/text/agenda_3142.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/8/3142_A_County_Council_21-08-24_Meeting_Agenda.pdf,yes,,,,
2021-08-12,County Council,agenda,County Council Agenda 2021-08-12,,packets/raw/agenda_3151.pdf,packets/text/agenda_3151.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/8/3151_A_County_Council_21-08-12_Meeting_Agenda.pdf,yes,,,,
2021-08-31,County Council,agenda,County Council Agenda 2021-08-31,,packets/raw/agenda_3153.pdf,packets/text/agenda_3153.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/8/3153_A_County_Council_21-08-31_Meeting_Agenda.pdf,yes,,,,
2021-09-14,County Council,agenda,County Council Agenda 2021-09-14,,packets/raw/agenda_3156.pdf,packets/text/agenda_3156.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/9/3156_A_County_Council_21-09-14_Meeting_Agenda.pdf,yes,,,,
2021-09-21,County Council,agenda,County Council Agenda 2021-09-21,,packets/raw/agenda_3157.pdf,packets/text/agenda_3157.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/9/3157_A_County_Council_21-09-21_Meeting_Agenda.pdf,yes,,,,
2021-09-28,County Council,agenda,County Council Agenda 2021-09-28,,packets/raw/agenda_3158.pdf,packets/text/agenda_3158.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/9/3158_A_County_Council_21-09-28_Meeting_Agenda.pdf,yes,,,,
2021-10-05,County Council,agenda,County Council Agenda 2021-10-05,,packets/raw/agenda_3168.pdf,packets/text/agenda_3168.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/10/3168_A_County_Council_21-10-05_Meeting_Agenda.pdf,yes,,,,
2021-10-12,County Council,agenda,County Council Agenda 2021-10-12,,packets/raw/agenda_3169.pdf,packets/text/agenda_3169.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/10/3169_A_County_Council_21-10-12_Meeting_Agenda.pdf,yes,,,,
2021-10-19,County Council,agenda,County Council Agenda 2021-10-19,,packets/raw/agenda_3170.pdf,packets/text/agenda_3170.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/10/3170_A_County_Council_21-10-19_Meeting_Agenda.pdf,yes,,,,
2021-10-26,County Council,agenda,County Council Agenda 2021-10-26,,packets/raw/agenda_3171.pdf,packets/text/agenda_3171.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/10/3171_A_County_Council_21-10-26_Meeting_Agenda.pdf,yes,,,,
2021-10-21,County Council,agenda,County Council Agenda 2021-10-21,,packets/raw/agenda_3182.pdf,packets/text/agenda_3182.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/10/3182_A_County_Council_21-10-21_Meeting_Agenda.pdf,yes,,,,
2021-11-16,County Council,agenda,County Council Agenda 2021-11-16,,packets/raw/agenda_3185.pdf,packets/text/agenda_3185.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/11/3185_A_County_Council_21-11-16_Meeting_Agenda.pdf,yes,,,,
2021-11-02,County Council,agenda,County Council Agenda 2021-11-02,,packets/raw/agenda_3186.pdf,packets/text/agenda_3186.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/11/3186_A_County_Council_21-11-02_Meeting_Agenda.pdf,yes,,,,
2021-11-09,County Council,agenda,County Council Agenda 2021-11-09,,packets/raw/agenda_3187.pdf,packets/text/agenda_3187.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/11/3187_A_County_Council_21-11-09_Meeting_Agenda.pdf,yes,,,,
2021-12-07,County Council,agenda,County Council Agenda 2021-12-07,,packets/raw/agenda_3193.pdf,packets/text/agenda_3193.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/12/3193_A_County_Council_21-12-07_Meeting_Agenda.pdf,yes,,,,
2021-11-23,County Council,agenda,County Council Agenda 2021-11-23,,packets/raw/agenda_3195.pdf,packets/text/agenda_3195.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/11/3195_A_County_Council_21-11-23_Meeting_Agenda.pdf,yes,,,,
2021-12-14,County Council,agenda,County Council Agenda 2021-12-14,,packets/raw/agenda_3197.pdf,packets/text/agenda_3197.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/12/3197_A_County_Council_21-12-14_Meeting_Agenda.pdf,yes,,,,
2021-12-07,County Council,agenda,County Council Agenda 2021-12-07,,packets/raw/agenda_3202.pdf,packets/text/agenda_3202.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/12/3202_A_County_Council_21-12-07_Meeting_Agenda.pdf,yes,,,,
2021-12-10,County Council,agenda,County Council Agenda 2021-12-10,,packets/raw/agenda_3206.pdf,packets/text/agenda_3206.txt,pdf,https://slco.legistar1.com/slco/meetings/2021/12/3206_A_County_Council_21-12-10_Meeting_Agenda.pdf,yes,,,,
2022-01-04,County Council,agenda,County Council Agenda 2022-01-04,,packets/raw/agenda_3208.pdf,packets/text/agenda_3208.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/1/3208_A_County_Council_22-01-04_Meeting_Agenda.pdf,yes,,,,
2022-01-11,County Council,agenda,County Council Agenda 2022-01-11,,packets/raw/agenda_3210.pdf,packets/text/agenda_3210.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/1/3210_A_County_Council_22-01-11_Meeting_Agenda.pdf,yes,,,,
2022-01-25,County Council,agenda,County Council Agenda 2022-01-25,,packets/raw/agenda_3218.pdf,packets/text/agenda_3218.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/1/3218_A_County_Council_22-01-25_Meeting_Agenda.pdf,yes,,,,
2022-01-13,County Council,agenda,County Council Agenda 2022-01-13,,packets/raw/agenda_3220.pdf,packets/text/agenda_3220.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/1/3220_A_County_Council_22-01-13_Meeting_Agenda.pdf,yes,,,,
2022-02-01,County Council,agenda,County Council Agenda 2022-02-01,,packets/raw/agenda_3221.pdf,packets/text/agenda_3221.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/2/3221_A_County_Council_22-02-01_Meeting_Agenda.pdf,yes,,,,
2022-02-08,County Council,agenda,County Council Agenda 2022-02-08,,packets/raw/agenda_3223.pdf,packets/text/agenda_3223.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/2/3223_A_County_Council_22-02-08_Meeting_Agenda.pdf,yes,,,,
2022-02-15,County Council,agenda,County Council Agenda 2022-02-15,,packets/raw/agenda_3225.pdf,packets/text/agenda_3225.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/2/3225_A_County_Council_22-02-15_Meeting_Agenda.pdf,yes,,,,
2022-03-01,County Council,agenda,County Council Agenda 2022-03-01,,packets/raw/agenda_3235.pdf,packets/text/agenda_3235.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/3/3235_A_County_Council_22-03-01_Meeting_Agenda.pdf,yes,,,,
2022-03-08,County Council,agenda,County Council Agenda 2022-03-08,,packets/raw/agenda_3237.pdf,packets/text/agenda_3237.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/3/3237_A_County_Council_22-03-08_Meeting_Agenda.pdf,yes,,,,
2022-03-22,County Council,agenda,County Council Agenda 2022-03-22,,packets/raw/agenda_3241.pdf,packets/text/agenda_3241.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/3/3241_A_County_Council_22-03-22_Meeting_Agenda.pdf,yes,,,,
2022-03-29,County Council,agenda,County Council Agenda 2022-03-29,,packets/raw/agenda_3243.pdf,packets/text/agenda_3243.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/3/3243_A_County_Council_22-03-29_Meeting_Agenda.pdf,yes,,,,
2022-04-05,County Council,agenda,County Council Agenda 2022-04-05,,packets/raw/agenda_3246.pdf,packets/text/agenda_3246.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/4/3246_A_County_Council_22-04-05_Meeting_Agenda.pdf,yes,,,,
2022-04-12,County Council,agenda,County Council Agenda 2022-04-12,,packets/raw/agenda_3249.pdf,packets/text/agenda_3249.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/4/3249_A_County_Council_22-04-12_Meeting_Agenda.pdf,yes,,,,
