filename,method,chars,note
1758924822_Emigration_2025-O-14_Franchise_Tax_Adoption_and_Rate.pdf,ocr_tesseract,1889,image-only PDF; OCR fallback
1758924863_Emigration_2025-O-08_Title_14.56_Special_Events_Amendments_-_Waiting_for_adjusted_code.pdf,ocr_tesseract,1754,image-only PDF; OCR fallback
1758925054_Emigration_2025-O-08_Title_14.56_Special_Events_Amendments_-_Waiting_for_adjusted_code.pdf,ocr_tesseract,1754,image-only PDF; OCR fallback
1759243276_Emigration_R2025-10_Canceling_the_2025_Mayoral_Race.pdf,ocr_tesseract,1613,image-only PDF; OCR fallback
1759415224_Ordinance_Log.xlsx,native_xlsx,0,non-PDF raw; not text-extracted
1759415279_Emigration_2025-O-05_Title_19.02_Changes.pdf,ocr_tesseract,18486,image-only PDF; OCR fallback
1759415416_Emigration_2025-O-06_Repealing_19.08-19.44-19.56.pdf,ocr_tesseract,3922,image-only PDF; OCR fallback
1759415542_Emigration_2025-O-07_Chapter_19.88_Nonconforming_Uses_and_Structures.pdf,ocr_tesseract,12905,image-only PDF; OCR fallback
1759415625_Emigration_2025-O-09_Zoning_Map_Change_-_4180_Emigration_Canyon_Road.pdf,ocr_tesseract,14894,image-only PDF; OCR fallback
1759415760_Emigration_2025-O-10_Fee_Schedule_Amendment_FY2026.pdf,pdftotext_layout,63565,
1759415829_Emigration_2025-O-11_Adopting_Stage_2_Fire_Restrictions.pdf,ocr_tesseract,6719,image-only PDF; OCR fallback
1762193592_Emigration_2025-O-15_Adopting_3.13_Municipal_Energy_Tax_MET_Code.pdf,ocr_tesseract,5649,image-only PDF; OCR fallback
1762193611_Emigration_2025-O-16_Adopting_3.14_Telecomunications_LIcense_Tax_Code.pdf,ocr_tesseract,3232,image-only PDF; OCR fallback
1762193847_Emigration_2025-O-16_Adopting_3.14_Telecomunications_LIcense_Tax_Code.pdf,ocr_tesseract,3232,image-only PDF; OCR fallback
1762193867_Emigration_2025-O-15_Adopting_3.13_Municipal_Energy_Tax_MET_Code.pdf,ocr_tesseract,5649,image-only PDF; OCR fallback
1766001316_Emigration_2025-O-17_Adjusting_Compensation_for_Mayor_and_Council_Members.pdf,ocr_tesseract,1718,image-only PDF; OCR fallback
1766001341_Emigration_2025-O-18_Adoption_of_Data_Privacy_Program.pdf,ocr_tesseract,34397,image-only PDF; OCR fallback
1766001359_Emigration_2025-O-19_Performance_Bonus_Mayor_Smolka.pdf,ocr_tesseract,3249,image-only PDF; OCR fallback
1766001584_Emigration_R2025-14_Adopting_Surplus_Property_Policy.pdf,ocr_tesseract,6797,image-only PDF; OCR fallback
1766001780_Emigration_R2025-14_Adopting_Surplus_Property_Policy.pdf,ocr_tesseract,6797,image-only PDF; OCR fallback
1767716820_Emigration_2025-O-04_Amend_9.72.140_Air_Pollution_Control.pdf,pdftotext_layout,6557,
1767716940_Emigration_2025-O-03_FY_2026_Fee_Schedule_-_SIGNED.pdf,ocr_tesseract,38292,image-only PDF; OCR fallback
1767717036_Emigration_2025-O-02_-_Adopting_Engineering_Standards_-_SIGNED.pdf,ocr_tesseract,23923,image-only PDF; OCR fallback
1767717151_Emigration_2025-O-01_-_Appointing_MSD_as_Municipal_Engineer.pdf,ocr_tesseract,3373,image-only PDF; OCR fallback
1769203090_Emigration_R2026-01_Appointing_Representative_to_MSD_Board.pdf,pdftotext_layout,1909,
1772054388_Emigration_2025-O-08_Title_14.56_Special_Events_Amendments.pdf,pdftotext_layout,53489,
1772055150_Emigration_2025-O-08_Title_14.56_Special_Events_Amendments.pdf,pdftotext_layout,53489,
1773954025_Emigration_R2026-03A_Appointing_Council_Members_to_Committees.pdf,pdftotext_layout,3692,
1773954061_Emigration_R2026-07_Paid_Bereavement_Leave.pdf,pdftotext_layout,4861,
1773954090_Emigration_R2026-02_Adopting_2025_Updated_Hazard_Mitigation_Plan_-_RESOLUTION_ONLY.pdf,pdftotext_layout,2891,
1773955374_Emigration_R2026-05_Appointing_Representatives_to_WFWRD_and_UPD.pdf,pdftotext_layout,5391,
1773955599_Emigration_R2026-04_Appointing_an_alternate_Representative_to_MSD_Board.docx.pdf,pdftotext_layout,2707,
1774036951_Emigration_R2026-02_Adopting_2025_Updated_Hazard_Mitigation_Plan_-_RESOLUTION_ONLY.pdf,pdftotext_layout,2891,
1774037031_Salt_Lake_County_Emigration_Canyon_Annex_2026-01-12.pdf,pdftotext_layout,243873,
1774037100_SLCo_MJHMP_Volume1_2026-01-12.pdf,pdftotext_layout,1213344,
1776822024_Resolution_19-02-01.pdf,ocr_tesseract,9637,image-only PDF; OCR fallback
1776822179_Resolution_19-02-01.pdf,ocr_tesseract,9637,image-only PDF; OCR fallback
1777406313_Emigration_2026-O-03_Joining_Clean_Energy_Program.pdf,pdftotext_layout,20581,
1777406369_Emigration_2026-O-03_Joining_Clean_Energy_Program.pdf,pdftotext_layout,20581,
1777408972_Emigration_R2026-08_Fireworks_Restrictions.pdf,pdftotext_layout,3777,
1777409194_Emigration_2026-O-04_Authorizing_MSD_to_receive_city_GRAMA_requests.pdf,pdftotext_layout,11585,
1777409604_Emigration_2026-O-04_Authorizing_MSD_to_receive_city_GRAMA_requests.pdf,pdftotext_layout,11585,
1781216179_Emigration_R2026-10_Adopting_FY2027_Tentative_Budget.pdf,ocr_tesseract,2108,image-only PDF; OCR fallback
Ordinance_17-04-01.pdf,pdftotext_layout,7761,
Ordinance_17-04-02.pdf,pdftotext_layout,5795,
Ordinance_18-12-01.pdf,ocr_tesseract,56414,image-only PDF; OCR fallback
Ordinance_19-02-01.pdf,ocr_tesseract,1986,image-only PDF; OCR fallback
Ordinance_19-02-02.pdf,ocr_tesseract,4770,image-only PDF; OCR fallback
Resolution_17-04-01.pdf,pdftotext_layout,13539,
Resolution_19-02-01.pdf,ocr_tesseract,9637,image-only PDF; OCR fallback
