motion_id,meeting_id,body_id,motion_no,motion_text,motion_type,result_raw,outcome,stage,recommendation,disposition,disposition_method,disposition_confidence,application_id,app_match_method,app_confidence,mover_person_id,seconder_person_id,names_recorded,source_file
38,8,2,3,to approve Resolution No. 17 - ______ authorizing the mayor to issue an RFP to obtain human resource services. A roll call vote was held and,Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,3,10,1,minutes/2017/2017-02-27/2017-02-27_city-council-agenda-amended-92.md
39,8,2,4,to approve Resolution No. 17 - ______ authorizing the mayor to enter into a interlocal agreement with Salt Lake County for the 2017 elections. A roll call vote was held and,Interlocal,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,3,10,1,minutes/2017/2017-02-27/2017-02-27_city-council-agenda-amended-92.md
40,8,2,5,to approve Resolution No. 17 - ______ approving a mutual aid interlocal agreement for Utah public works emergency management. A roll call vote was held and,Interlocal,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,3,10,1,minutes/2017/2017-02-27/2017-02-27_city-council-agenda-amended-92.md
41,9,2,1,to adopt Ordinance No. 17- _____ amending sections 5.21 of the Millcreek Code of Ordinances related to licensing of tobacco specialty business. A roll call vote was held and,Ordinance,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,2,23,1,minutes/2017/2017-03-06/2017-03-06_city-council-agenda-91.md
42,10,2,1,"to adopt Ordinance No. 17-_____, amending Title 2 of the Millcreek Code of Ordinances by Adding Chapter 2.49 entitled “Street Addressing and Property Identification”; and Title 3 of the Millcreek Code of Ordinances by adding Section 3.42.010 entitled “Addressing Fees”, but with a correction to subparagraph A of section 2.49.010 from “mailed to the city’s recorded address” to “mailed to addresses…",Ordinance,5-0 Pass,Pass,council_vote,,approve,keyword,high,2,singleton,high,3,2,1,minutes/2017/2017-03-27/2017-03-27_city-council-agenda-amended-87.md
43,10,2,2,to approve the permit parking program as is,Other,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,15,10,1,minutes/2017/2017-03-27/2017-03-27_city-council-agenda-amended-87.md
44,11,2,1,to approve the minutes with two changes; Wayne Johnson is the Division Director of the Parks Department and the Suicide Prevention program date is April 26th,Procedural/Administrative,Pass (unanimous),Pass,council_vote,,procedural,keyword,high,,,,3,23,0,minutes/2017/2017-04-03/2017-04-03_city-council-agenda-86.md
45,12,2,1,"to approve the minutes of April 3, 2017",Procedural/Administrative,Pass (unanimous),Pass,council_vote,,procedural,keyword,high,,,,3,23,0,minutes/2017/2017-04-10/2017-04-10_city-council-agenda-85.md
46,12,2,2,"to adopt Ordinance No. 17-_____, Notifying the Public of a Pending Ordinance Regarding Changes to the Commercial Zone to Limit/Prohibit Self Storage Units, Residential Uses, Pawn Shops, Check Cashing Businesses, Tobacco Specialty Businesses, Tattoo Shops Uses in the C-1, C-2 and C-3 Zones",Land-Use/Zoning,4-0 Pass,Pass,council_vote,,approve,keyword,high,3,singleton,high,10,3,1,minutes/2017/2017-04-10/2017-04-10_city-council-agenda-85.md
47,13,2,1,"to approve the minutes of April 10, 2017",Procedural/Administrative,Pass (unanimous),Pass,council_vote,,procedural,keyword,high,,,,3,10,0,minutes/2017/2017-04-17/2017-04-17_city-council-agenda-84.md
48,13,2,2,to adopt Ord. 17- ______ - formalizing a restricted parking program on Warr Road and Cascade Way near the Grandeur Peak Trailhead,Other,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,23,2,1,minutes/2017/2017-04-17/2017-04-17_city-council-agenda-84.md
49,13,2,3,"to adopt Ord. No 17-______ – to amend Title 19 Zoning of the Millcreek Code of Ordinances, 2017, to enact a new MD Zoning Ordinance",Land-Use/Zoning,5-0 Pass,Pass,council_vote,,approve,keyword,high,4,singleton,high,10,3,1,minutes/2017/2017-04-17/2017-04-17_city-council-agenda-84.md
50,13,2,4,"to adopt Resolution No. 17-______, authorizing the directing the Mayor to issue a Request for Proposal for auditing services",Resolution,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,3,2,0,minutes/2017/2017-04-17/2017-04-17_city-council-agenda-84.md
51,13,2,5,to adopt Resolution No. 17-______ - authorizing and directing the Mayor to negotiate a contract with NFP for the provision of human resource services,Contract/Purchase,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,2,23,1,minutes/2017/2017-04-17/2017-04-17_city-council-agenda-84.md
52,13,2,6,"to adjourn and return to the Work Session to review municipal priorities. WORK SESSION RECONVENED Mayor Silvestrini reconvened the Work Session at 8:45 PM. Councilmember Uipi listed several concerns including, private dumpster collection at an address on 9th East, a fence issue on 23rd East at Keller Lane, Millcreek Canyon Road flooding that would cost $20,000 to $30,000 to repair and flooding…",Procedural/Administrative,Pass (unanimous),Pass,council_vote,,procedural,keyword,high,,,,2,3,0,minutes/2017/2017-04-17/2017-04-17_city-council-agenda-84.md
53,14,2,1,"to recess the Council meeting and to convene in a closed session for the purpose of discussing the purchase, exchange, or lease of real property",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,2,3,1,minutes/2017/2017-04-24/2017-04-24_city-council-agenda-83.md
54,14,2,2,"to approve the minutes of April 17, 2017",Procedural/Administrative,Pass (unanimous),Pass,council_vote,,procedural,keyword,high,,,,23,2,0,minutes/2017/2017-04-24/2017-04-24_city-council-agenda-83.md
55,14,2,3,to accept the study and to set the date for a public hearing on May 23rd at 6:30 PM at Wasatch Jr High,Other,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,3,23,1,minutes/2017/2017-04-24/2017-04-24_city-council-agenda-83.md
56,14,2,4,"to approve Resolution No. 17-______, regarding floodplain management",Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,3,10,1,minutes/2017/2017-04-24/2017-04-24_city-council-agenda-83.md
57,14,2,5,to table the proposed resolution,Procedural/Administrative,Pass (unanimous),Pass,council_vote,,table,keyword,high,,,,3,2,0,minutes/2017/2017-04-24/2017-04-24_city-council-agenda-83.md
58,15,2,1,"to approve the minutes of April 24, 2017",Procedural/Administrative,Pass (unanimous),Pass,council_vote,,procedural,keyword,high,,,,3,10,0,minutes/2017/2017-05-01/2017-05-01_city-council-agenda-82.md
59,15,2,2,to approve Resolution No. 17- ______ - approving Planning Commission rules of order the procedure,Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,2,,1,minutes/2017/2017-05-01/2017-05-01_city-council-agenda-82.md
60,15,2,3,"to adopt Resolution No. 17-______ - acknowledging receipt of a tentative budget and tentatively adopting the tentative budget pursuant to the requirement of Utah Code Ann 10-6-111 for the fiscal year beginning July l, 2017, and ending June 30, 2018",Budget Amendment,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,2,3,1,minutes/2017/2017-05-01/2017-05-01_city-council-agenda-82.md
61,15,2,4,"to approve Resolution NO. 17-______ as amended - approving Community Council budget requests subject to funding from the MSD with the changes that include a note that the distribution is subject to funding being received from the MSD and to the reporting requirements and required forms and to require community councils to obtain at least three bids for any expenditure over $2,500",Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,3,2,1,minutes/2017/2017-05-01/2017-05-01_city-council-agenda-82.md
62,16,2,1,"to approve the minutes of May 1st, 2017",Procedural/Administrative,Pass (unanimous),Pass,council_vote,,procedural,keyword,high,,,,3,23,0,minutes/2017/2017-05-08/2017-05-08_city-council-agenda-81.md
63,16,2,2,to adopt Ordinance No. 17-______ - amending Millcreek’s Land Use Ordinances by Repealing the MD-1 Zone (Mixed Development-1 Zone,Land-Use/Zoning,5-0 Pass,Pass,council_vote,,approve,keyword,high,5,singleton,high,23,3,1,minutes/2017/2017-05-08/2017-05-08_city-council-agenda-81.md
64,16,2,3,to adopt Ordinance No. 17-______ - amending the definition of existing billboards and limiting the boundaries to the city boundaries,Ordinance,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,10,3,1,minutes/2017/2017-05-08/2017-05-08_city-council-agenda-81.md
65,16,2,4,to approve Resolution No. 17-______ - authorizing the Mayor to sign a letter of concurrence and match agreement with the Wasatch Front Regional Council,Contract/Purchase,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,2,3,1,minutes/2017/2017-05-08/2017-05-08_city-council-agenda-81.md
66,16,2,5,to authorize Mayor Silvestrini to negotiate a lease at the 3300 South and 1300 East location,Other,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,2,10,1,minutes/2017/2017-05-08/2017-05-08_city-council-agenda-81.md
67,16,2,6,to adopt Resolution No 17-______ - approving a cooperative landscape maintenance agreement between UDOT and Millcreek with respect to real property located at Wasatch Blvd. and Millstream Lane,Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,2,23,1,minutes/2017/2017-05-08/2017-05-08_city-council-agenda-81.md
68,17,2,1,"to approve the minutes of May 8th, 2017",Procedural/Administrative,Pass (unanimous),Pass,council_vote,,procedural,keyword,high,,,,3,10,0,minutes/2017/2017-05-15/2017-05-15_city-council-regular-meeting-agenda-80.md
69,17,2,2,"to adopt Resolution No. 17-______, authorizing NFP to set up benefits as outlined in the Benefit Enrollment Guide effective July 1, 2017, including but not limited to medical plan, dental plan, vision plan, health savings account, flexible spending account, life and disability supplement life, and voluntary additions and opting out of social security and contributing 6.2% of the employers portion…",Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,2,3,1,minutes/2017/2017-05-15/2017-05-15_city-council-regular-meeting-agenda-80.md
70,17,2,3,"approving Resolution No. 17-______, authorizing the posting for the position with the job description being finalized at a later date, with inclusion of changes suggested by city attorney John Brems to be added to the resolution",Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,3,10,1,minutes/2017/2017-05-15/2017-05-15_city-council-regular-meeting-agenda-80.md
71,18,2,1,"to adopt Resolution No. 17-______ - authorizing the payment of Venture Outdoor 2017 expenses in an amount not to exceed $13,000",Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,2,23,1,minutes/2017/2017-05-22/2017-05-22_city-council-regular-meeting-agenda-79.md
72,18,2,2,"to approve Resolution No 17-______ - approving an agreement regarding the Unified Police Department entitled “Third Amendment to the Cooperative Agreement by Public Agencies to Create a New Entity, to Consolidate Law Enforcement Service, and Provide Rules of Guidance”",Interlocal,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,10,3,1,minutes/2017/2017-05-22/2017-05-22_city-council-regular-meeting-agenda-79.md
73,18,2,3,"to declare June 2, 1017, as National Gun Violence Awareness Day and encourage members of the community who wish to honor those who have been victimized by gun violence to wear orange on that day",Ceremonial,5-0 Pass,Pass,council_vote,,,unclassified,low,,,,23,15,1,minutes/2017/2017-05-22/2017-05-22_city-council-regular-meeting-agenda-79.md
74,18,2,4,"to adopt Resolution No. 17-______ - authorizing the Mayor to negotiate a contract with Lewis Young to provide an evaluation of the possibility of withdrawing from the Salt Lake Valley Law Enforcement Services 8 (“SLVESA”), while continuing to obtain services from the Unified Police Department (“UPD”)",Contract/Purchase,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,2,3,1,minutes/2017/2017-05-22/2017-05-22_city-council-regular-meeting-agenda-79.md
75,19,2,1,"to approve the minutes of May 22, 2017",Procedural/Administrative,Pass (unanimous),Pass,council_vote,,procedural,keyword,high,,,,3,10,0,minutes/2017/2017-05-29/2017-05-30_city-council-agenda-78.md
76,19,2,2,to approve Resolution No. 17-______ - determining to withdraw from the Municipal Services District and to give notice to the Municipal Services District of the intent to withdraw effective June 30th according the statute,Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,3,2,1,minutes/2017/2017-05-29/2017-05-30_city-council-agenda-78.md
77,19,2,3,"to temporarily recess the Council meeting to convene in a closed session to discuss the character, professional competence, or physical or mental health of an individual, pending or reasonable imminent litigation, and the purchase, exchange, or lease of real property, as provided by Utah Code Annotated Section 52-4-205",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,3,2,1,minutes/2017/2017-05-29/2017-05-30_city-council-agenda-78.md
78,20,2,1,"to approve the minutes of May 30, 2017",Procedural/Administrative,Pass (unanimous),Pass,council_vote,,procedural,keyword,high,,,,2,3,0,minutes/2017/2017-06-05/2017-06-05_city-council-agenda-77.md
79,20,2,2,to approve Resolution No. 17-_____ - authorizing the Mayor to negotiate a contract with Hansen Bradshaw Malmrose & Ericksen to provide audit services,Contract/Purchase,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,3,10,1,minutes/2017/2017-06-05/2017-06-05_city-council-agenda-77.md
80,20,2,3,to approve Resolution No. 17-_____ - authorizing and directing the mayor to negotiate a lease for office space in the building at the corner of 1300 East and 3300 South,Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,2,23,1,minutes/2017/2017-06-05/2017-06-05_city-council-agenda-77.md
81,20,2,4,to approve Resolution No. 17-_____ - banning the use of fireworks and any open flame fires within certain areas of the City,Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,3,10,1,minutes/2017/2017-06-05/2017-06-05_city-council-agenda-77.md
82,20,2,5,to approve Resolution No. 17-_____ - approving an interlocal cooperative agreement with Salt Lake County for public works services,Interlocal,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,10,2,1,minutes/2017/2017-06-05/2017-06-05_city-council-agenda-77.md
83,20,2,6,to approve Resolution No. 17-_____ - approving an interlocal cooperative agreement with Salt Lake County for animal control services,Interlocal,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,3,10,1,minutes/2017/2017-06-05/2017-06-05_city-council-agenda-77.md
84,21,2,1,"to close the meeting to convene in a closed session to discuss the character, professional competence, or physical or mental health of an individual, pending or reasonable imminent litigation, and the purchase, exchange, or lease of real property, as provided by Utah Code Annotated §52-4-205. Council member",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,3,23,1,minutes/2017/2017-06-05/2017-06-06_city-council-agenda-76.md
85,21,2,2,to adjourn,Procedural/Administrative,Pass,Pass,council_vote,,procedural,keyword,high,,,,2,3,0,minutes/2017/2017-06-05/2017-06-06_city-council-agenda-76.md
86,22,2,1,"to approve Resolution 17-______, adding new definitions to further define use categories",Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,3,23,1,minutes/2017/2017-06-12/2017-06-12_city-council-agenda-75.md
87,22,2,2,"to approve a request by William Miner to rezone .23 acres from R-1-8 (Single Family Residential; 8,000 sq. ft. min. lot size) to R-2-8 (Two-Family Residential; 8,000 sq. ft. min. lot size). Location: 1401 East Woodland Avenue",Land-Use/Zoning,5-0 Pass,Pass,council_vote,,approve,keyword,high,6,singleton,high,2,10,1,minutes/2017/2017-06-12/2017-06-12_city-council-agenda-75.md
88,22,2,3,"to approve Resolution No. 17-______, adopting a policy on accepting gifts to the City",Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,2,3,1,minutes/2017/2017-06-12/2017-06-12_city-council-agenda-75.md
89,22,2,4,"to adopt Resolution No. 17-______, providing that Millcreek not participate in Utah’s Section 218 Agreement and thereby not provide Social Security benefits/coverage to Millcreek Employees (with the intent to instead contribute to the employees’ 401(k) plan)",Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,2,3,1,minutes/2017/2017-06-12/2017-06-12_city-council-agenda-75.md
90,22,2,5,"to adopt Resolution No. 17-______, authorizing the issuance of an RFP for IT services",Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,2,23,1,minutes/2017/2017-06-12/2017-06-12_city-council-agenda-75.md
91,22,2,6,"to approve Resolution No. 17-______, authorizing the Mayor to negotiate and sign a contract with Municipal Code Online, Inc, for codification services",Contract/Purchase,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,2,10,1,minutes/2017/2017-06-12/2017-06-12_city-council-agenda-75.md
92,23,2,1,"to approve the minutes of June 12, 2017",Procedural/Administrative,Pass (unanimous),Pass,council_vote,,procedural,keyword,high,,,,3,23,0,minutes/2017/2017-06-19/2017-06-19_city-council-agenda-73.md
93,23,2,2,"to approve Ordinance No. 17-______, repealing chapters 19.72 and 19.73 of the Millcreek City Ordinances, entitled, respectively, “Foothills and Canyons Overlay Zone” and “Foothills and Canyons Site Development and Design Standards” and replacing them with a new Chapter 19.72, entitled “Foothills and Canyons Overlay Zone.” These chapters are being repealed and replaced to clarify ambiguous terms…",Land-Use/Zoning,4-0 Pass,Pass,council_vote,,approve,keyword,high,7,singleton,high,2,23,1,minutes/2017/2017-06-19/2017-06-19_city-council-agenda-73.md
94,23,2,3,"to approve Ordinance No. 17-__,- adopting a final budget; making appropriations for the support of Millcreek for the time period beginning July 1, 2017 and ending June 30, 2018, and determining the rate of tax and levying taxes upon all real and personal property within Millcreek (the resulting tax is the same amount of tax previously collected by Salt Lake County and will not result in a tax…",Budget Amendment,4-0 Pass,Pass,council_vote,,approve,keyword,high,,,,3,2,1,minutes/2017/2017-06-19/2017-06-19_city-council-agenda-73.md
95,23,2,4,"to approve the resolutions in items 8.1 through and including 8.4, with a caveat that Mayor Silvestrini will advise the city council of the amount of the planning and development services contract before signing the contract",Contract/Purchase,4-0 Pass,Pass,council_vote,,approve,keyword,high,,,,2,23,1,minutes/2017/2017-06-19/2017-06-19_city-council-agenda-73.md
96,23,2,5,"to temporarily recess the Council meeting to convene in a closed session to discuss the character, professional competence, or 10 physical or mental health of an individual, pending or reasonable imminent litigation, and the purchase, exchange, or lease of real property, as provided by Utah Code Annotated Section 52-4-205",Procedural/Administrative,4-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,23,2,1,minutes/2017/2017-06-19/2017-06-19_city-council-agenda-73.md
97,24,2,1,"to approve the minutes of June 15 and June 19, 2017",Procedural/Administrative,Pass (unanimous),Pass,council_vote,,procedural,keyword,high,,,,3,2,0,minutes/2017/2017-06-26/2017-06-26_city-council-agenda-72.md
98,24,2,2,"to approve Ordinance No. 17-_____, updating and modifying Chapter 19.84 of Millcreek Ordinances, entitled “Conditional Uses”",Land-Use/Zoning,5-0 Pass,Pass,council_vote,,approve,keyword,high,8,singleton,high,3,10,1,minutes/2017/2017-06-26/2017-06-26_city-council-agenda-72.md
99,24,2,3,"to adopt Ordinance No. 17-______, setting a public hearing regarding fixing the compensation of the Mayor and members of the Council with a change stating to state the notice be posted at least once in the SL Tribune (removing the Deseret News) and the hearing to be scheduled for July 10th",Ordinance,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,2,23,1,minutes/2017/2017-06-26/2017-06-26_city-council-agenda-72.md
100,24,2,4,"to approve Resolution No. 17-______, approving an interlocal Cooperation Agreement among Salt Lake County, Millcreek, Copperton Metro Township, Emigration Canyon Metro Township, Kearns Metro Township, Magna Metro Township, and White City Metro Township relating to the Conduct of Community Development Block Grants and Home Investment Partnerships Programs for Federal Fiscal Years 2018 through 2020",Interlocal,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,2,10,1,minutes/2017/2017-06-26/2017-06-26_city-council-agenda-72.md
101,24,2,5,"to convene in a closed session to discuss the character, professional competence, or physical or mental health of an individual, pending or reasonable imminent litigation, and the purchase, exchange, or lease of real property, as provided by Utah Code Annotated 52-4-205",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,2,3,1,minutes/2017/2017-06-26/2017-06-26_city-council-agenda-72.md
102,25,2,1,"to approve the minutes of June 26, 2017",Procedural/Administrative,Pass (unanimous),Pass,council_vote,,procedural,keyword,high,,,,23,2,0,minutes/2017/2017-07-10/2017-07-10_city-council-agenda-71.md
