date,candidate,office,election_year,filing_type,reporting_period,title,source_url,retrieved_date,format,extraction_method,path,matched_election_candidate,join_confidence,office_confidence,date_precision,redacted,source_archive
2015-10-29,Randy E. Farnworth,Mayor,2015,interim,,Randy E. Farnworth — 2015 municipal campaign financial disclosure (interim),https://web.archive.org/web/20210809171508id_/https://www.vineyardutah.org/DocumentCenter/View/281/Randy-E-Farnworth-Financial-Report-PDF?bidId=,2026-07-05,scanned,ocr:tesseract-psm6@300dpi,raw/2015/2015_V281_Randy-E-Farnworth-Financial-Report-PDF.pdf,,pre_floor,inferred,cycle,no,wayback
2015-10-29,Simpson,Council,2015,interim,,Simpson — 2015 municipal campaign financial disclosure (interim),https://web.archive.org/web/20210809171626id_/https://www.vineyardutah.org/DocumentCenter/View/277/simpson-financial-report2-PDF?bidId=,2026-07-05,scanned,ocr:tesseract-psm6@300dpi,raw/2015/2015_V277_simpson-financial-report2-PDF.pdf,,pre_floor,inferred,cycle,no,wayback
2015-10-29,Simpson,Council,2015,interim,,Simpson — 2015 municipal campaign financial disclosure (interim),https://web.archive.org/web/20210809171644id_/https://www.vineyardutah.org/DocumentCenter/View/278/simpson-financial-report-PDF?bidId=,2026-07-05,scanned,ocr:tesseract-psm6@300dpi,raw/2015/2015_V278_simpson-financial-report-PDF.pdf,,pre_floor,inferred,cycle,no,wayback
2015-08-15,Wayne T. Holdaway,Council,2015,interim,,Wayne T. Holdaway — 2015 municipal campaign financial disclosure (interim),https://web.archive.org/web/20210810144424id_/https://www.vineyardutah.org/DocumentCenter/View/242/Wayne-T-Holdaway-Primary-Financial-Disclosure-Report-PDF?bidId=,2026-07-05,scanned,ocr:tesseract-psm6@300dpi,raw/2015/2015_V242_Wayne-T-Holdaway-Primary-Financial-Disclosure-Report-PDF.pdf,,pre_floor,inferred,cycle,no,wayback
2015-10-29,Wayne T. Holdaway,Council,2015,interim,,Wayne T. Holdaway — 2015 municipal campaign financial disclosure (interim),https://web.archive.org/web/20210809173122id_/https://www.vineyardutah.org/DocumentCenter/View/274/Wayne-T-Holdaway-Financial-Report-PDF?bidId=,2026-07-05,scanned,ocr:tesseract-psm6@300dpi,raw/2015/2015_V274_Wayne-T-Holdaway-Financial-Report-PDF.pdf,,pre_floor,inferred,cycle,no,wayback
2015-10-29,Wayne T. Holdaway,Council,2015,interim,,Wayne T. Holdaway — 2015 municipal campaign financial disclosure (interim),https://web.archive.org/web/20210809173112id_/https://www.vineyardutah.org/DocumentCenter/View/275/Wayne-T-Holdaway-financial-report-PDF?bidId=,2026-07-05,scanned,ocr:tesseract-psm6@300dpi,raw/2015/2015_V275_Wayne-T-Holdaway-financial-report-PDF.pdf,,pre_floor,inferred,cycle,no,wayback
2017-10-29,Chris Judd,Council,2017,interim,,Chris Judd — 2017 municipal campaign financial disclosure (interim),https://web.archive.org/web/20210810173803id_/https://www.vineyardutah.org/DocumentCenter/View/1006/Judd-Chris---General-Financial-Disclosure-Statement?bidId=,2026-07-05,scanned,ocr:tesseract-psm6@300dpi,raw/2017/2017_V1006_Judd-Chris-General-Financial-Disclosure-Statement.pdf,,pre_floor,inferred,cycle,no,wayback
2017-10-29,John Earnest,Council,2017,interim,,John Earnest — 2017 municipal campaign financial disclosure (interim),https://web.archive.org/web/20210810172152id_/https://www.vineyardutah.org/DocumentCenter/View/1010/Earnest-John---General-Financial-Disclosure?bidId=,2026-07-05,scanned,ocr:tesseract-psm6@300dpi,raw/2017/2017_V1010_Earnest-John-General-Financial-Disclosure.pdf,,pre_floor,inferred,cycle,no,wayback
2017-12-05,John Earnest,Council,2017,summary,,John Earnest — 2017 municipal campaign financial disclosure (summary),https://web.archive.org/web/20210810173759id_/https://www.vineyardutah.org/DocumentCenter/View/1056/Earnest-Final-Financial-Statement?bidId=,2026-07-05,scanned,ocr:tesseract-psm6@300dpi,raw/2017/2017_V1056_Earnest-Final-Financial-Statement.pdf,,pre_floor,inferred,cycle,no,wayback
2017-10-29,Julie Fullmer,Mayor,2017,interim,,Julie Fullmer — 2017 municipal campaign financial disclosure (interim),https://web.archive.org/web/20210810173839id_/https://www.vineyardutah.org/DocumentCenter/View/1014/Fullmer-Julie---General-Financial-Disclosure-Statement?bidId=,2026-07-05,scanned,ocr:tesseract-psm6@300dpi,raw/2017/2017_V1014_Fullmer-Julie-General-Financial-Disclosure-Statement.pdf,,pre_floor,verified,cycle,no,wayback
2017-12-05,Julie Fullmer,Mayor,2017,summary,,Julie Fullmer — 2017 municipal campaign financial disclosure (summary),https://web.archive.org/web/20210810173855id_/https://www.vineyardutah.org/DocumentCenter/View/1054/Fullmer---Final-Financial-Disclosure-Statement?bidId=,2026-07-05,scanned,ocr:tesseract-psm6@300dpi,raw/2017/2017_V1054_Fullmer-Final-Financial-Disclosure-Statement.pdf,,pre_floor,verified,cycle,no,wayback
2017-10-29,Kevin Mehner,Council,2017,interim,,Kevin Mehner — 2017 municipal campaign financial disclosure (interim),https://web.archive.org/web/20210810173811id_/https://www.vineyardutah.org/DocumentCenter/View/1012/Mehner-Kevin---General-Financial-Disclosure-Statement?bidId=,2026-07-05,scanned,ocr:tesseract-psm6@300dpi,raw/2017/2017_V1012_Mehner-Kevin-General-Financial-Disclosure-Statement.pdf,,pre_floor,inferred,cycle,no,wayback
2017-12-05,Kevin Mehner,Council,2017,summary,,Kevin Mehner — 2017 municipal campaign financial disclosure (summary),https://web.archive.org/web/20210810173825id_/https://www.vineyardutah.org/DocumentCenter/View/1068/Mehner---Final-Financial-Discloure-Statement?bidId=,2026-07-05,scanned,ocr:tesseract-psm6@300dpi,raw/2017/2017_V1068_Mehner-Final-Financial-Discloure-Statement.pdf,,pre_floor,inferred,cycle,no,wayback
2017-10-29,Randy E. Farnworth,Council,2017,interim,,Randy E. Farnworth — 2017 municipal campaign financial disclosure (interim),https://web.archive.org/web/20210810173916id_/https://www.vineyardutah.org/DocumentCenter/View/1005/Farnworth-Randy---General-Financial-Disclosure-Statement?bidId=,2026-07-05,scanned,ocr:tesseract-psm6@300dpi,raw/2017/2017_V1005_Farnworth-Randy-General-Financial-Disclosure-Statement.pdf,,pre_floor,inferred,cycle,no,wayback
2017-10-29,Shawn Scott Herring,Council,2017,interim,,Shawn Scott Herring — 2017 municipal campaign financial disclosure (interim),https://web.archive.org/web/20210810173941id_/https://www.vineyardutah.org/DocumentCenter/View/1004/Shawn-Herring---General-Financial-Disclosure-Statement?bidId=,2026-07-05,text,pdftotext_layout,raw/2017/2017_V1004_Shawn-Herring-General-Financial-Disclosure-Statement.pdf,,pre_floor,inferred,cycle,no,wayback
2017-10-29,Shawn Scott Herring,Council,2017,interim,,Shawn Scott Herring — 2017 municipal campaign financial disclosure (interim),https://web.archive.org/web/20210810174026id_/https://www.vineyardutah.org/DocumentCenter/View/943/Herring-Shawn-Scott---Elimination-Financial-Disclosure-Form-92017?bidId=,2026-07-05,scanned,ocr:tesseract-psm6@300dpi,raw/2017/2017_V943_Herring-Shawn-Scott-Elimination-Financial-Disclosure-Form-92017.pdf,,pre_floor,inferred,cycle,no,wayback
2017-12-05,Shawn Scott Herring,Council,2017,summary,,Shawn Scott Herring — 2017 municipal campaign financial disclosure (summary),https://web.archive.org/web/20210810174011id_/https://www.vineyardutah.org/DocumentCenter/View/1060/Herring---Final-Municipal-Campaign-Financial-Disclosure-Form?bidId=,2026-07-05,text,pdftotext_layout,raw/2017/2017_V1060_Herring-Final-Municipal-Campaign-Financial-Disclosure-Form.pdf,,pre_floor,inferred,cycle,no,wayback
2019-10-29,Anthony Jenkins,Council,2019,interim,,Anthony Jenkins — 2019 municipal campaign financial disclosure (interim),https://web.archive.org/web/20210118083608id_/https://www.vineyardutah.org/DocumentCenter/View/1863/Jenkins---General-Election-Campaign-Financial-Statement-,2026-07-05,text,pdftotext_layout,raw/2019/2019_V1863_Jenkins-General-Election-Campaign-Financial-Statement.pdf,ANTHONY JENKINS,exact,verified,cycle,no,wayback
2019-12-05,Anthony Jenkins,Council,2019,summary,,Anthony Jenkins — 2019 municipal campaign financial disclosure (summary),https://web.archive.org/web/20210118070748id_/https://www.vineyardutah.org/DocumentCenter/View/1915/Jenkins-Final-Municipal-Campaign-Financial-Disclosure-Form,2026-07-05,text,pdftotext_layout,raw/2019/2019_V1915_Jenkins-Final-Municipal-Campaign-Financial-Disclosure-Form.pdf,ANTHONY JENKINS,exact,verified,cycle,no,wayback
2019-10-29,Cristy Welsh,Council,2019,interim,,Cristy Welsh — 2019 municipal campaign financial disclosure (interim),https://web.archive.org/web/20210118083807id_/https://www.vineyardutah.org/DocumentCenter/View/1875/Welsh-Cristy---General-Election-Campaign-inancial-Diclosure-Statement,2026-07-05,text,pdftotext_layout,raw/2019/2019_V1875_Welsh-Cristy-General-Election-Campaign-inancial-Diclosure-Statement.pdf,CRISTY WELSH,exact,verified,cycle,no,wayback
2019-10-29,David Lauret,Council,2019,interim,,David Lauret — 2019 municipal campaign financial disclosure (interim) [redacted],https://web.archive.org/web/20210118070329id_/https://www.vineyardutah.org/DocumentCenter/View/1876/Lauret-David---General-Election-Financial-Disclosure-Statement---redacted,2026-07-05,scanned,unreadable:archive_capture_truncated,raw/2019/2019_V1876_Lauret-David-General-Election-Financial-Disclosure-Statement-redacted.pdf,DAVID LAURET,exact,verified,cycle,yes,wayback
2019-12-05,David Lauret,Council,2019,summary,,David Lauret — 2019 municipal campaign financial disclosure (summary),https://web.archive.org/web/20210118074031id_/https://www.vineyardutah.org/DocumentCenter/View/1921/Lauret-David--Final---Municipal-Campaign-Financial-Disclosure-Form---David-Lauret-191205,2026-07-05,text,pdftotext_layout,raw/2019/2019_V1921_Lauret-David-Final-Municipal-Campaign-Financial-Disclosure-Form-David-.pdf,DAVID LAURET,exact,verified,cycle,no,wayback
2019-10-29,G. Tyce Flake,Council,2019,interim,,G. Tyce Flake — 2019 municipal campaign financial disclosure (interim),https://web.archive.org/web/20210118062143id_/https://www.vineyardutah.org/DocumentCenter/View/1870/Flake-General-Election-Finacial-Campaign-Disclosure-Statement,2026-07-05,scanned,unreadable:archive_capture_truncated,raw/2019/2019_V1870_Flake-General-Election-Finacial-Campaign-Disclosure-Statement.pdf,G. TYCE FLAKE,exact,verified,cycle,no,wayback
2019-12-05,G. Tyce Flake,Council,2019,summary,,G. Tyce Flake — 2019 municipal campaign financial disclosure (summary),https://web.archive.org/web/20210118074458id_/https://www.vineyardutah.org/DocumentCenter/View/1919/Flake-Final-Election-Financial-Campaign-Disclosure-Statement,2026-07-05,scanned,unreadable:archive_capture_truncated,raw/2019/2019_V1919_Flake-Final-Election-Financial-Campaign-Disclosure-Statement.pdf,G. TYCE FLAKE,exact,verified,cycle,no,wayback
2019-10-29,Hector Hernandez,Council,2019,interim,,Hector Hernandez — 2019 municipal campaign financial disclosure (interim),https://web.archive.org/web/20210118082311id_/https://www.vineyardutah.org/DocumentCenter/View/1867/Hernandez---General-Election-Campaign-Financial-Statement,2026-07-05,scanned,ocr:tesseract-psm6@300dpi,raw/2019/2019_V1867_Hernandez-General-Election-Campaign-Financial-Statement.pdf,HECTOR RAFAEL HERNANDEZ,exact,verified,cycle,no,wayback
2019-01-25,Hector Hernandez,Council,2019,summary,,Hector Hernandez — 2019 municipal campaign financial disclosure (summary) [redacted],https://web.archive.org/web/20210118082754id_/https://www.vineyardutah.org/DocumentCenter/View/1923/Hernandez-Hector--redacted-Final-Financial-Disclosure-statement-1252019,2026-07-05,scanned,ocr:tesseract-psm6@300dpi,raw/2019/2019_V1923_Hernandez-Hector-redacted-Final-Financial-Disclosure-statement-1252019.pdf,HECTOR RAFAEL HERNANDEZ,exact,verified,exact,yes,wayback
2019-10-29,Keith Kuder,Council,2019,interim,,Keith Kuder — 2019 municipal campaign financial disclosure (interim),https://web.archive.org/web/20210118063505id_/https://www.vineyardutah.org/DocumentCenter/View/1868/Keith-Kuder---General-Election-Campaign-Financial-Statement,2026-07-05,text,pdftotext_layout,raw/2019/2019_V1868_Keith-Kuder-General-Election-Campaign-Financial-Statement.pdf,KEITH KUDER,exact,verified,cycle,no,wayback
2019-12-05,Keith Kuder,Council,2019,summary,,Keith Kuder — 2019 municipal campaign financial disclosure (summary),https://web.archive.org/web/20210118061832id_/https://www.vineyardutah.org/DocumentCenter/View/1920/Kuder-Keith---Final-Municipal-Campaign-Financial-Disclosure,2026-07-05,text,pdftotext_layout,raw/2019/2019_V1920_Kuder-Keith-Final-Municipal-Campaign-Financial-Disclosure.pdf,KEITH KUDER,exact,verified,cycle,no,wayback
2019-10-29,Tay Gudmundson,Council,2019,interim,,Tay Gudmundson — 2019 municipal campaign financial disclosure (interim) [redacted],https://web.archive.org/web/20210118080047id_/https://www.vineyardutah.org/DocumentCenter/View/1871/Gudmundsom---General-Election-Financial-Disclosure-Statement---Redacted,2026-07-05,text,pdftotext_layout,raw/2019/2019_V1871_Gudmundsom-General-Election-Financial-Disclosure-Statement-Redacted.pdf,TAY GUDMUNDSON,exact,verified,cycle,yes,wayback
2019-12-05,Tay Gudmundson,Council,2019,summary,,Tay Gudmundson — 2019 municipal campaign financial disclosure (summary) [redacted],https://web.archive.org/web/20210118073134id_/https://www.vineyardutah.org/DocumentCenter/View/1916/Gudmundon-Tay---Final-Municipal-Campaign-Financial-Disclosure-Redacted,2026-07-05,text,pdftotext_layout,raw/2019/2019_V1916_Gudmundon-Tay-Final-Municipal-Campaign-Financial-Disclosure-Redacted.pdf,TAY GUDMUNDSON,exact,verified,cycle,yes,wayback
2021-10-29,Amber Rasmussen,Council,2021,interim,,Amber Rasmussen — 2021 municipal campaign financial disclosure (interim),https://web.archive.org/web/20220302091055id_/https://www.vineyardutah.org/DocumentCenter/View/2489/Rasmussen---Financial-Disclosure,2026-07-05,scanned,ocr:tesseract-psm6@300dpi,raw/2021/2021_V2489_Rasmussen-Financial-Disclosure.pdf,AMBER RASMUSSEN,exact,verified,cycle,no,wayback
2021-12-05,Amber Rasmussen,Council,2021,summary,,Amber Rasmussen — 2021 municipal campaign financial disclosure (summary),https://web.archive.org/web/20220302091116id_/https://www.vineyardutah.org/DocumentCenter/View/2563/Rasmussen---Final-Financial-Disclosure-Form,2026-07-05,scanned,ocr:tesseract-psm6@300dpi,raw/2021/2021_V2563_Rasmussen-Final-Financial-Disclosure-Form.pdf,AMBER RASMUSSEN,exact,verified,cycle,no,wayback
2021-10-29,Julie Fullmer,Mayor,2021,interim,,Julie Fullmer — 2021 municipal campaign financial disclosure (interim),https://web.archive.org/web/20220302090019id_/https://www.vineyardutah.org/DocumentCenter/View/2490/Fullmer---Financial-Disclosure?bidId=,2026-07-05,scanned,ocr:tesseract-psm6@300dpi,raw/2021/2021_V2490_Fullmer-Financial-Disclosure.pdf,JULIE FULLMER,exact,verified,cycle,no,wayback
2021-12-05,Julie Fullmer,Mayor,2021,summary,,Julie Fullmer — 2021 municipal campaign financial disclosure (summary),https://web.archive.org/web/20220302090021id_/https://www.vineyardutah.org/DocumentCenter/View/2566/Fullmer---Final-Financial-Disclosure-Form,2026-07-05,scanned,ocr:tesseract-psm6@300dpi,raw/2021/2021_V2566_Fullmer-Final-Financial-Disclosure-Form.pdf,JULIE FULLMER,exact,verified,cycle,no,wayback
2021-10-29,Kristal C. Price,Council,2021,interim,,Kristal C. Price — 2021 municipal campaign financial disclosure (interim) [redacted],https://web.archive.org/web/20220302091218id_/https://www.vineyardutah.org/DocumentCenter/View/2494/Price---Financial-Disclosure-redacted,2026-07-05,scanned,ocr:tesseract-psm6@300dpi,raw/2021/2021_V2494_Price-Financial-Disclosure-redacted.pdf,KRISTAL C. PRICE,exact,verified,cycle,yes,wayback
2021-12-05,Kristal C. Price,Council,2021,summary,,Kristal C. Price — 2021 municipal campaign financial disclosure (summary) [redacted],https://web.archive.org/web/20220302091441id_/https://www.vineyardutah.org/DocumentCenter/View/2557/Price---Final-Financial-Disclosure-Form--redacted,2026-07-05,scanned,ocr:tesseract-psm6@300dpi,raw/2021/2021_V2557_Price-Final-Financial-Disclosure-Form-redacted.pdf,KRISTAL C. PRICE,exact,verified,cycle,yes,wayback
2021-10-29,Marc Brimhall,Mayor,2021,interim,,Marc Brimhall — 2021 municipal campaign financial disclosure (interim),https://web.archive.org/web/20211127231942id_/https://vineyardutah.org/DocumentCenter/View/2485/Brimhall---Financial-Disclosure,2026-07-05,text,pdftotext_layout,raw/2021/2021_V2485_Brimhall-Financial-Disclosure.pdf,MARC BRIMHALL,exact,verified,cycle,no,wayback
2021-10-29,Marc Brimhall,Mayor,2021,interim,,Marc Brimhall — 2021 municipal campaign financial disclosure (interim) [redacted],https://web.archive.org/web/20220302085934id_/https://www.vineyardutah.org/DocumentCenter/View/2493/Brimhall---Financial-Disclosure---redacted?bidId=,2026-07-05,text,pdftotext_layout,raw/2021/2021_V2493_Brimhall-Financial-Disclosure-redacted.pdf,MARC BRIMHALL,exact,verified,cycle,yes,wayback
2021-12-05,Marc Brimhall,Mayor,2021,summary,,Marc Brimhall — 2021 municipal campaign financial disclosure (summary),https://web.archive.org/web/20220302085944id_/https://www.vineyardutah.org/DocumentCenter/View/2564/Brimhall---Final-Financial-Disclosure-Form,2026-07-05,text,pdftotext_layout,raw/2021/2021_V2564_Brimhall-Final-Financial-Disclosure-Form.pdf,MARC BRIMHALL,exact,verified,cycle,no,wayback
2021-10-29,Mardi Sifuentes,Council,2021,interim,,Mardi Sifuentes — 2021 municipal campaign financial disclosure (interim),https://web.archive.org/web/20220302090243id_/https://www.vineyardutah.org/DocumentCenter/View/2487/Sifuentes---Financial-Disclosure,2026-07-05,text,pdftotext_layout,raw/2021/2021_V2487_Sifuentes-Financial-Disclosure.pdf,MARDI SIFUENTES,exact,verified,cycle,no,wayback
2021-12-05,Mardi Sifuentes,Council,2021,summary,,Mardi Sifuentes — 2021 municipal campaign financial disclosure (summary),https://web.archive.org/web/20220302090618id_/https://www.vineyardutah.org/DocumentCenter/View/2555/Sifuentes---Final-Financial-Disclosure-Form,2026-07-05,scanned,ocr:tesseract-psm6@300dpi,raw/2021/2021_V2555_Sifuentes-Final-Financial-Disclosure-Form.pdf,MARDI SIFUENTES,exact,verified,cycle,no,wayback
2021-10-29,Maria Guadalupe Cane,Mayor,2021,interim,,Maria Guadalupe Cane — 2021 municipal campaign financial disclosure (interim),https://web.archive.org/web/20211127231120id_/https://vineyardutah.org/DocumentCenter/View/2486/Cane---Financial-Disclosure,2026-07-05,scanned,unreadable:archive_capture_truncated,raw/2021/2021_V2486_Cane-Financial-Disclosure.pdf,MARIA GUADALUPE CANE,exact,verified,cycle,no,wayback
2021-10-29,Maria Guadalupe Cane,Mayor,2021,interim,,Maria Guadalupe Cane — 2021 municipal campaign financial disclosure (interim) [redacted],https://web.archive.org/web/20220302090111id_/https://www.vineyardutah.org/DocumentCenter/View/2491/Cane---Financial-Disclosure-redacted?bidId=,2026-07-05,scanned,ocr:tesseract-psm6@300dpi,raw/2021/2021_V2491_Cane-Financial-Disclosure-redacted.pdf,MARIA GUADALUPE CANE,exact,verified,cycle,yes,wayback
2021-12-05,Maria Guadalupe Cane,Mayor,2021,summary,,Maria Guadalupe Cane — 2021 municipal campaign financial disclosure (summary),https://web.archive.org/web/20220302090117id_/https://www.vineyardutah.org/DocumentCenter/View/2556/Cane---Final-Financial-Disclosure-Form,2026-07-05,scanned,ocr:tesseract-psm6@300dpi,raw/2021/2021_V2556_Cane-Final-Financial-Disclosure-Form.pdf,MARIA GUADALUPE CANE,exact,verified,cycle,no,wayback
2021-10-29,Nef Pacheco,Council,2021,interim,,Nef Pacheco — 2021 municipal campaign financial disclosure (interim) [redacted],https://web.archive.org/web/20220302090146id_/https://www.vineyardutah.org/DocumentCenter/View/2497/Pacheco---Financial-Disclosure---redacted,2026-07-05,scanned,ocr:tesseract-psm6@300dpi,raw/2021/2021_V2497_Pacheco-Financial-Disclosure-redacted.pdf,NEF PACHECO,exact,verified,cycle,yes,wayback
2021-12-05,Nef Pacheco,Council,2021,summary,,Nef Pacheco — 2021 municipal campaign financial disclosure (summary) [redacted],https://web.archive.org/web/20220302090153id_/https://www.vineyardutah.org/DocumentCenter/View/2562/Pacheco---Final-Financial-Disclosure---redacted,2026-07-05,scanned,ocr:tesseract-psm6@300dpi,raw/2021/2021_V2562_Pacheco-Final-Financial-Disclosure-redacted.pdf,NEF PACHECO,exact,verified,cycle,yes,wayback
2025-08-05,Steve Terry,Council,2025,interim,,Steve Terry — 2025 municipal campaign financial disclosure (interim),https://www.vineyardutah.gov/government/docs/Terry%2C%20Steve%20-%20Financial%20Disclosure%20Statement%20No.1%20-%20Primary%20Election.pdf?t=202508051138240,2026-07-05,text,pdftotext_layout,raw/2025/202508_Terry-Steve_Financial-Disclosure-Statement-No1-Primary.pdf,STEVE TERRY,exact,verified,deadline,no,live
2025-08-05,Terry Ewing,Council,2025,interim,,Terry Ewing — 2025 municipal campaign financial disclosure (interim),https://www.vineyardutah.gov/government/docs/Ewing%2C%20Terry%20-%20Financial%20Disclosure%20Statement%20No1.%20-%20Primary%20Election.pdf?t=202508051314190,2026-07-05,scanned,ocr:tesseract-psm6@300dpi,raw/2025/202508_Ewing-Terry_Financial-Disclosure-Statement-No1-Primary.pdf,TERRY EWING,exact,verified,deadline,no,live
2025-09-08,Terry Ewing,Council,2025,summary,,Terry Ewing — 2025 municipal campaign financial disclosure (summary),https://www.vineyardutah.gov/government/docs/2025%20Election%20-%20Final%20Election%20Finance%20Statement%209.8.2025.pdf?t=202509081710100,2026-07-05,scanned,ocr:tesseract-psm6@300dpi,raw/2025/202509_Ewing-Terry_Final-Election-Finance-Statement-2025-09-08.pdf,TERRY EWING,exact,verified,exact,no,live
