candidate,office,election_year,filing_date,reporting_period,filing_type,stated_total_contributions,stated_total_expenditures,stated_beginning_balance,stated_ending_balance,itemized_contrib_sum,itemized_expend_sum,reconciles_contrib,reconciles_expend,recon_delta_contrib,recon_delta_expend,self_funded_amount,n_contrib_rows,n_expend_rows,source_filing,document_id,extraction_confidence,notes,filing_regime
Kristal C. Price,Council,2021,2021-12-05,summary,summary,0.00,6.32,,0.00,0.00,,True,,0.00,,0.00,0,0,raw/2021/2021_V2557_Price-Final-Financial-Disclosure-Form-redacted.pdf,b1f76e4e,low,vision-transcribed(claude-sonnet-5); ≤$500 expenditure aggregate stated $6.32 (exemption; not itemized on form); totals-only(no itemization),
Marc Brimhall,Mayor,2021,2021-10-29,interim,interim,0.00,0.00,,0.00,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/2021/2021_V2485_Brimhall-Financial-Disclosure.pdf,0ee6a06a,high,born-digital direct (fillable-PDF: totals read from cover block),
Marc Brimhall,Mayor,2021,2021-10-29,interim,interim,0.00,0.00,,0.00,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/2021/2021_V2493_Brimhall-Financial-Disclosure-redacted.pdf,2f551057,high,born-digital direct (fillable-PDF: totals read from cover block),
Marc Brimhall,Mayor,2021,2021-12-05,summary,summary,0.00,0.00,,0.00,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/2021/2021_V2564_Brimhall-Final-Financial-Disclosure-Form.pdf,e4b626dc,high,born-digital direct (fillable-PDF: totals read from cover block),
Mardi Sifuentes,Council,2021,2021-10-29,interim,interim,6510.00,6424.35,,85.65,6510.00,6424.35,True,True,0.00,0.00,0.00,9,16,raw/2021/2021_V2487_Sifuentes-Financial-Disclosure.pdf,bfed83bc,medium,vision-transcribed(claude-sonnet-5),
Mardi Sifuentes,Council,2021,2021-12-05,summary,summary,85.65,86.45,,0.00,85.65,86.45,True,True,0.00,0.00,0.00,2,2,raw/2021/2021_V2555_Sifuentes-Final-Financial-Disclosure-Form.pdf,4f936e0a,medium,vision-transcribed(claude-sonnet-5); ≤$500 contribution aggregate stated $85.65 (exemption; not itemized on form); ≤$500 expenditure aggregate stated $86.45 (exemption; not itemized on form),
Maria Guadalupe Cane,Mayor,2021,2021-10-29,interim,interim,,,,,,,,,,,0.00,0,0,raw/2021/2021_V2486_Cane-Financial-Disclosure.pdf,0999caff,low,archive-truncated (1-MiB Wayback truncation) — unreadable; honest blank,
Maria Guadalupe Cane,Mayor,2021,2021-10-29,interim,interim,257.00,257.00,,,,,,,,,0.00,0,0,raw/2021/2021_V2491_Cane-Financial-Disclosure-redacted.pdf,95b6640f,low,vision-transcribed(claude-sonnet-5); ≤$500 contribution aggregate stated $257.00 (exemption; not itemized on form); ≤$500 expenditure aggregate stated $257.00 (exemption; not itemized on form); totals-only(no itemization); totals-only(no itemization),
Maria Guadalupe Cane,Mayor,2021,2021-12-05,summary,summary,0.00,0.00,,0.00,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/2021/2021_V2556_Cane-Final-Financial-Disclosure-Form.pdf,dc14bdf8,medium,vision-transcribed(claude-sonnet-5),
Nef Pacheco,Council,2021,2021-10-29,interim,interim,448.60,448.60,,0.00,,,,,,,0.00,0,0,raw/2021/2021_V2497_Pacheco-Financial-Disclosure-redacted.pdf,59a2c5ec,low,vision-transcribed(claude-sonnet-5); ≤$500 contribution aggregate stated $448.60 (exemption; not itemized on form); ≤$500 expenditure aggregate stated $448.60 (exemption; not itemized on form); totals-only(no itemization); totals-only(no itemization),
Nef Pacheco,Council,2021,2021-12-05,summary,summary,0.00,0.00,,0.00,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/2021/2021_V2562_Pacheco-Final-Financial-Disclosure-redacted.pdf,6800ed3f,medium,vision-transcribed(claude-sonnet-5),
Steve Terry,Council,2025,2025-08-05,interim,interim,1451.50,1395.57,,55.93,1451.50,1405.57,True,False,0.00,10.00,251.50,6,3,raw/2025/202508_Terry-Steve_Financial-Disclosure-Statement-No1-Primary.pdf,ca05ddb2,low,vision-transcribed(claude-sonnet-5); expend!=stated,
Terry Ewing,Council,2025,2025-08-05,interim,interim,0.60,1447.70,,1447.70,1447.70,1247.70,False,False,1447.10,-200.00,1447.70,1,6,raw/2025/202508_Ewing-Terry_Financial-Disclosure-Statement-No1-Primary.pdf,14d99782,low,vision-transcribed(claude-sonnet-5); contrib!=stated; expend!=stated,
Terry Ewing,Council,2025,2025-09-08,summary,summary,0.00,1447.70,,1447.70,1447.70,1453.70,False,False,1447.70,6.00,1447.70,1,6,raw/2025/202509_Ewing-Terry_Final-Election-Finance-Statement-2025-09-08.pdf,a0bf8eec,low,vision-transcribed(claude-sonnet-5); contrib!=stated; expend!=stated,
