year,week_start,meeting_date,meeting_type,variant,pages,chars,entry_id,source_url,file
2020,2020-04-06,2020-04-07,Formal Meeting,,10,22813,3849580,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3849580&dbid=0&repo=SLC,minutes/2020/2020-04-06/2020-04-07_formal-meeting.txt
2020,2020-04-06,2020-04-07,Work Session,,6,13658,3849582,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3849582&dbid=0&repo=SLC,minutes/2020/2020-04-06/2020-04-07_work-session.txt
2020,2020-04-13,2020-04-14,Formal Meeting,,3,3867,4074189,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4074189&dbid=0&repo=SLC,minutes/2020/2020-04-13/2020-04-14_formal-meeting.txt
2020,2020-04-13,2020-04-14,Work Session,,7,11636,3849585,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3849585&dbid=0&repo=SLC,minutes/2020/2020-04-13/2020-04-14_work-session.txt
2020,2020-04-20,2020-04-21,Formal Meeting,,8,17131,4074191,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4074191&dbid=0&repo=SLC,minutes/2020/2020-04-20/2020-04-21_formal-meeting.txt
2020,2020-04-20,2020-04-21,Work Session,,9,18268,4074198,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4074198&dbid=0&repo=SLC,minutes/2020/2020-04-20/2020-04-21_work-session.txt
2020,2020-05-04,2020-05-05,Formal Meeting,,10,21470,3849587,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3849587&dbid=0&repo=SLC,minutes/2020/2020-05-04/2020-05-05_formal-meeting.txt
2020,2020-05-04,2020-05-05,Work Session,,12,23332,3850146,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3850146&dbid=0&repo=SLC,minutes/2020/2020-05-04/2020-05-05_work-session.txt
2020,2020-05-11,2020-05-12,Work Session,,13,24780,3849589,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3849589&dbid=0&repo=SLC,minutes/2020/2020-05-11/2020-05-12_work-session.txt
2020,2020-05-18,2020-05-19,Formal Meeting,,10,20939,3849591,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3849591&dbid=0&repo=SLC,minutes/2020/2020-05-18/2020-05-19_formal-meeting.txt
2020,2020-05-18,2020-05-19,Work Session,,6,11334,3849595,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3849595&dbid=0&repo=SLC,minutes/2020/2020-05-18/2020-05-19_work-session.txt
2020,2020-05-25,2020-05-26,Work Session,,15,31357,3849601,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3849601&dbid=0&repo=SLC,minutes/2020/2020-05-25/2020-05-26_work-session.txt
2020,2020-05-25,2020-05-28,Work Session,,16,32328,3849605,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3849605&dbid=0&repo=SLC,minutes/2020/2020-05-25/2020-05-28_work-session.txt
2020,2020-06-01,2020-06-02,Formal Meeting,,10,21199,3849607,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3849607&dbid=0&repo=SLC,minutes/2020/2020-06-01/2020-06-02_formal-meeting.txt
2020,2020-06-01,2020-06-02,Work Session,,11,20313,3849611,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3849611&dbid=0&repo=SLC,minutes/2020/2020-06-01/2020-06-02_work-session.txt
2020,2020-06-01,2020-06-04,Formal Meeting,,3,3363,3849613,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3849613&dbid=0&repo=SLC,minutes/2020/2020-06-01/2020-06-04_formal-meeting.txt
2020,2020-06-08,2020-06-09,Work Session,,9,17245,3849619,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3849619&dbid=0&repo=SLC,minutes/2020/2020-06-08/2020-06-09_work-session.txt
2020,2020-06-08,2020-06-11,Work Session,,7,12365,3850148,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3850148&dbid=0&repo=SLC,minutes/2020/2020-06-08/2020-06-11_work-session.txt
2020,2020-06-15,2020-06-16,Work Session,,10,18866,3849625,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3849625&dbid=0&repo=SLC,minutes/2020/2020-06-15/2020-06-16_work-session.txt
2020,2020-06-29,2020-07-02,Formal Meeting,,3,3856,3849627,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3849627&dbid=0&repo=SLC,minutes/2020/2020-06-29/2020-07-02_formal-meeting.txt
2020,2020-06-29,2020-07-02,Work Session,,3,4244,3849629,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3849629&dbid=0&repo=SLC,minutes/2020/2020-06-29/2020-07-02_work-session.txt
2020,2020-07-06,2020-07-07,Formal Meeting,,31,44429,3850164,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3850164&dbid=0&repo=SLC,minutes/2020/2020-07-06/2020-07-07_formal-meeting.txt
2020,2020-07-06,2020-07-07,Work Session,,12,25539,3850150,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3850150&dbid=0&repo=SLC,minutes/2020/2020-07-06/2020-07-07_work-session.txt
2020,2020-07-13,2020-07-14,Formal Meeting,,9,19109,3849638,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3849638&dbid=0&repo=SLC,minutes/2020/2020-07-13/2020-07-14_formal-meeting.txt
2020,2020-07-13,2020-07-14,Work Session,,9,15785,3849642,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3849642&dbid=0&repo=SLC,minutes/2020/2020-07-13/2020-07-14_work-session.txt
2020,2020-08-10,2020-08-11,Formal Meeting,,3,4455,3849644,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3849644&dbid=0&repo=SLC,minutes/2020/2020-08-10/2020-08-11_formal-meeting.txt
2020,2020-08-10,2020-08-11,Formal Meeting,2,11,23081,3849646,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3849646&dbid=0&repo=SLC,minutes/2020/2020-08-10/2020-08-11_formal-meeting-2.txt
2020,2020-08-10,2020-08-11,Work Session,,12,24440,3850156,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3850156&dbid=0&repo=SLC,minutes/2020/2020-08-10/2020-08-11_work-session.txt
2020,2020-08-17,2020-08-18,Formal Meeting,,11,22606,3849648,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3849648&dbid=0&repo=SLC,minutes/2020/2020-08-17/2020-08-18_formal-meeting.txt
2020,2020-08-17,2020-08-18,Work Session,,10,21683,3849650,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3849650&dbid=0&repo=SLC,minutes/2020/2020-08-17/2020-08-18_work-session.txt
2020,2020-08-31,2020-09-01,Formal Meeting,,8,16222,3849652,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3849652&dbid=0&repo=SLC,minutes/2020/2020-08-31/2020-09-01_formal-meeting.txt
2020,2020-08-31,2020-09-01,Work Session,,11,22104,4003633,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4003633&dbid=0&repo=SLC,minutes/2020/2020-08-31/2020-09-01_work-session.txt
2020,2020-09-14,2020-09-15,Formal Meeting,,13,30232,3849654,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3849654&dbid=0&repo=SLC,minutes/2020/2020-09-14/2020-09-15_formal-meeting.txt
2020,2020-09-14,2020-09-15,Work Session,,9,19387,3849656,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3849656&dbid=0&repo=SLC,minutes/2020/2020-09-14/2020-09-15_work-session.txt
2020,2020-09-28,2020-09-29,Work Session,,7,12883,3850184,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3850184&dbid=0&repo=SLC,minutes/2020/2020-09-28/2020-09-29_work-session.txt
2020,2020-10-05,2020-10-06,Formal Meeting,,17,36758,3849662,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3849662&dbid=0&repo=SLC,minutes/2020/2020-10-05/2020-10-06_formal-meeting.txt
2020,2020-10-05,2020-10-06,Work Session,,13,27770,3850182,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3850182&dbid=0&repo=SLC,minutes/2020/2020-10-05/2020-10-06_work-session.txt
2020,2020-10-12,2020-10-13,Work Session,,8,16872,3850180,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3850180&dbid=0&repo=SLC,minutes/2020/2020-10-12/2020-10-13_work-session.txt
2020,2020-10-19,2020-10-20,Formal Meeting,,19,44223,3866579,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3866579&dbid=0&repo=SLC,minutes/2020/2020-10-19/2020-10-20_formal-meeting.txt
2020,2020-10-19,2020-10-20,Work Session,,14,28967,3850178,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3850178&dbid=0&repo=SLC,minutes/2020/2020-10-19/2020-10-20_work-session.txt
2020,2020-10-26,2020-10-28,Formal Meeting,,4,5765,3849668,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3849668&dbid=0&repo=SLC,minutes/2020/2020-10-26/2020-10-28_formal-meeting.txt
2020,2020-11-09,2020-11-10,Formal Meeting,,14,29401,3850162,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3850162&dbid=0&repo=SLC,minutes/2020/2020-11-09/2020-11-10_formal-meeting.txt
2020,2020-11-09,2020-11-10,Work Session,,11,20512,3886510,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3886510&dbid=0&repo=SLC,minutes/2020/2020-11-09/2020-11-10_work-session.txt
2020,2020-11-16,2020-11-17,Formal Meeting,,10,19967,3850160,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3850160&dbid=0&repo=SLC,minutes/2020/2020-11-16/2020-11-17_formal-meeting.txt
2020,2020-11-16,2020-11-17,Work Session,,11,23619,3849670,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3849670&dbid=0&repo=SLC,minutes/2020/2020-11-16/2020-11-17_work-session.txt
2020,2020-11-30,2020-12-01,Formal Meeting,,8,15430,3850168,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3850168&dbid=0&repo=SLC,minutes/2020/2020-11-30/2020-12-01_formal-meeting.txt
2020,2020-11-30,2020-12-01,Work Session,,11,20958,3849672,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3849672&dbid=0&repo=SLC,minutes/2020/2020-11-30/2020-12-01_work-session.txt
2020,2020-12-07,2020-12-08,Formal Meeting,,13,28009,3850152,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3850152&dbid=0&repo=SLC,minutes/2020/2020-12-07/2020-12-08_formal-meeting.txt
2020,2020-12-07,2020-12-08,Work Session,,8,16552,3849674,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3849674&dbid=0&repo=SLC,minutes/2020/2020-12-07/2020-12-08_work-session.txt
2020,2020-12-07,2020-12-11,Formal Meeting,,5,9868,3850154,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3850154&dbid=0&repo=SLC,minutes/2020/2020-12-07/2020-12-11_formal-meeting.txt
2021,2021-01-04,2021-01-05,Formal Meeting,,12,15152,3610335,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3610335&dbid=0&repo=SLC,minutes/2021/2021-01-04/2021-01-05_formal-meeting.txt
2021,2021-01-04,2021-01-05,Work Session,,15,18483,4630526,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4630526&dbid=0&repo=SLC,minutes/2021/2021-01-04/2021-01-05_work-session.txt
2021,2021-01-11,2021-01-12,Work Session,,18,31084,3849535,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3849535&dbid=0&repo=SLC,minutes/2021/2021-01-11/2021-01-12_work-session.txt
2021,2021-01-18,2021-01-19,Formal Meeting,,20,29637,3610307,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3610307&dbid=0&repo=SLC,minutes/2021/2021-01-18/2021-01-19_formal-meeting.txt
2021,2021-01-18,2021-01-19,Formal Meeting,2,5,6470,3610309,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3610309&dbid=0&repo=SLC,minutes/2021/2021-01-18/2021-01-19_formal-meeting-2.txt
2021,2021-01-18,2021-01-19,Work Session,,15,23163,4204125,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4204125&dbid=0&repo=SLC,minutes/2021/2021-01-18/2021-01-19_work-session.txt
2021,2021-02-01,2021-02-02,Formal Meeting,,13,17516,3926978,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3926978&dbid=0&repo=SLC,minutes/2021/2021-02-01/2021-02-02_formal-meeting.txt
2021,2021-02-01,2021-02-02,Work Session,,15,30728,3849533,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3849533&dbid=0&repo=SLC,minutes/2021/2021-02-01/2021-02-02_work-session.txt
2021,2021-02-08,2021-02-09,Work Session,,15,27213,3850186,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3850186&dbid=0&repo=SLC,minutes/2021/2021-02-08/2021-02-09_work-session.txt
2021,2021-02-15,2021-02-16,Formal Meeting,,20,27908,3926986,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3926986&dbid=0&repo=SLC,minutes/2021/2021-02-15/2021-02-16_formal-meeting.txt
2021,2021-02-15,2021-02-16,Work Session,,14,26487,3866570,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3866570&dbid=0&repo=SLC,minutes/2021/2021-02-15/2021-02-16_work-session.txt
2021,2021-03-01,2021-03-02,Formal Meeting,,18,28056,4246369,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4246369&dbid=0&repo=SLC,minutes/2021/2021-03-01/2021-03-02_formal-meeting.txt
2021,2021-03-01,2021-03-02,Work Session,,14,23886,4246365,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4246365&dbid=0&repo=SLC,minutes/2021/2021-03-01/2021-03-02_work-session.txt
2021,2021-03-15,2021-03-16,Formal Meeting,,21,31973,4228879,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4228879&dbid=0&repo=SLC,minutes/2021/2021-03-15/2021-03-16_formal-meeting.txt
2021,2021-03-15,2021-03-16,Work Session,,17,30480,3866567,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3866567&dbid=0&repo=SLC,minutes/2021/2021-03-15/2021-03-16_work-session.txt
2021,2021-03-22,2021-03-23,Work Session,,14,21187,4300393,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4300393&dbid=0&repo=SLC,minutes/2021/2021-03-22/2021-03-23_work-session.txt
2021,2021-04-05,2021-04-06,Formal Meeting,,14,19036,4204116,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4204116&dbid=0&repo=SLC,minutes/2021/2021-04-05/2021-04-06_formal-meeting.txt
2021,2021-04-05,2021-04-06,Work Session,,16,27099,4521634,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4521634&dbid=0&repo=SLC,minutes/2021/2021-04-05/2021-04-06_work-session.txt
2021,2021-04-12,2021-04-13,Formal Meeting,,6,4842,4204118,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4204118&dbid=0&repo=SLC,minutes/2021/2021-04-12/2021-04-13_formal-meeting.txt
2021,2021-04-12,2021-04-13,Work Session,,15,23411,4150175,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4150175&dbid=0&repo=SLC,minutes/2021/2021-04-12/2021-04-13_work-session.txt
2021,2021-04-19,2021-04-20,Formal Meeting,,24,35315,4300399,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4300399&dbid=0&repo=SLC,minutes/2021/2021-04-19/2021-04-20_formal-meeting.txt
2021,2021-04-19,2021-04-20,Work Session,,18,30153,4150173,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4150173&dbid=0&repo=SLC,minutes/2021/2021-04-19/2021-04-20_work-session.txt
2021,2021-05-03,2021-05-04,Formal Meeting,,23,29616,4630471,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4630471&dbid=0&repo=SLC,minutes/2021/2021-05-03/2021-05-04_formal-meeting.txt
2021,2021-05-03,2021-05-04,Work Session,,14,21454,4630516,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4630516&dbid=0&repo=SLC,minutes/2021/2021-05-03/2021-05-04_work-session.txt
2021,2021-05-10,2021-05-11,Formal Meeting,,4,4232,4807517,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4807517&dbid=0&repo=SLC,minutes/2021/2021-05-10/2021-05-11_formal-meeting.txt
2021,2021-05-10,2021-05-11,Work Session,,17,39657,5049893,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=5049893&dbid=0&repo=SLC,minutes/2021/2021-05-10/2021-05-11_work-session.txt
2021,2021-05-10,2021-05-13,Formal Meeting,,6,4737,3849540,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=3849540&dbid=0&repo=SLC,minutes/2021/2021-05-10/2021-05-13_formal-meeting.txt
2021,2021-05-10,2021-05-13,Work Session,,6,9221,4753773,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4753773&dbid=0&repo=SLC,minutes/2021/2021-05-10/2021-05-13_work-session.txt
2021,2021-05-17,2021-05-18,Formal Meeting,,30,37109,4630477,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4630477&dbid=0&repo=SLC,minutes/2021/2021-05-17/2021-05-18_formal-meeting.txt
2021,2021-05-17,2021-05-18,Work Session,,13,26220,5049891,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=5049891&dbid=0&repo=SLC,minutes/2021/2021-05-17/2021-05-18_work-session.txt
2021,2021-05-24,2021-05-25,Work Session,,21,44635,5049895,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=5049895&dbid=0&repo=SLC,minutes/2021/2021-05-24/2021-05-25_work-session.txt
2021,2021-05-31,2021-06-01,Formal Meeting,,26,40989,5752293,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=5752293&dbid=0&repo=SLC,minutes/2021/2021-05-31/2021-06-01_formal-meeting.txt
2021,2021-05-31,2021-06-01,Work Session,,12,18628,5031637,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=5031637&dbid=0&repo=SLC,minutes/2021/2021-05-31/2021-06-01_work-session.txt
2021,2021-05-31,2021-06-03,Work Session,,10,17421,4791733,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4791733&dbid=0&repo=SLC,minutes/2021/2021-05-31/2021-06-03_work-session.txt
2021,2021-06-07,2021-06-08,Formal Meeting,,10,12314,4339168,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4339168&dbid=0&repo=SLC,minutes/2021/2021-06-07/2021-06-08_formal-meeting.txt
2021,2021-06-07,2021-06-08,Work Session,,13,21994,4791731,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4791731&dbid=0&repo=SLC,minutes/2021/2021-06-07/2021-06-08_work-session.txt
2021,2021-06-07,2021-06-10,Work Session,,7,9986,4791737,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4791737&dbid=0&repo=SLC,minutes/2021/2021-06-07/2021-06-10_work-session.txt
2021,2021-06-14,2021-06-15,Formal Meeting,,30,52131,5243300,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=5243300&dbid=0&repo=SLC,minutes/2021/2021-06-14/2021-06-15_formal-meeting.txt
2021,2021-06-14,2021-06-15,Work Session,,23,40130,5031635,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=5031635&dbid=0&repo=SLC,minutes/2021/2021-06-14/2021-06-15_work-session.txt
2021,2021-06-21,2021-06-21,Formal Meeting,,13,14613,4778690,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4778690&dbid=0&repo=SLC,minutes/2021/2021-06-21/2021-06-21_formal-meeting.txt
2021,2021-06-21,2021-06-21,Work Session,,6,7955,4791735,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4791735&dbid=0&repo=SLC,minutes/2021/2021-06-21/2021-06-21_work-session.txt
2021,2021-07-12,2021-07-13,Formal Meeting,2,16,26899,4753771,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4753771&dbid=0&repo=SLC,minutes/2021/2021-07-12/2021-07-13_formal-meeting-2.txt
2021,2021-07-12,2021-07-13,Work Session,,16,28841,5031639,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=5031639&dbid=0&repo=SLC,minutes/2021/2021-07-12/2021-07-13_work-session.txt
2021,2021-07-19,2021-07-20,Formal Meeting,,20,34670,4791796,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4791796&dbid=0&repo=SLC,minutes/2021/2021-07-19/2021-07-20_formal-meeting.txt
2021,2021-07-19,2021-07-20,Work Session,,14,22315,4145345,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4145345&dbid=0&repo=SLC,minutes/2021/2021-07-19/2021-07-20_work-session.txt
2021,2021-08-16,2021-08-17,Formal Meeting,,23,34042,5243387,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=5243387&dbid=0&repo=SLC,minutes/2021/2021-08-16/2021-08-17_formal-meeting.txt
2021,2021-08-16,2021-08-17,Work Session,,14,24865,5024117,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=5024117&dbid=0&repo=SLC,minutes/2021/2021-08-16/2021-08-17_work-session.txt
2021,2021-08-23,2021-08-24,Formal Meeting,,17,22110,4150162,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4150162&dbid=0&repo=SLC,minutes/2021/2021-08-23/2021-08-24_formal-meeting.txt
2021,2021-08-23,2021-08-24,Work Session,,14,20687,4073506,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4073506&dbid=0&repo=SLC,minutes/2021/2021-08-23/2021-08-24_work-session.txt
2021,2021-09-06,2021-09-07,Formal Meeting,,25,34808,4150233,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4150233&dbid=0&repo=SLC,minutes/2021/2021-09-06/2021-09-07_formal-meeting.txt
2021,2021-09-06,2021-09-07,Work Session,,20,30433,4150236,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4150236&dbid=0&repo=SLC,minutes/2021/2021-09-06/2021-09-07_work-session.txt
2021,2021-09-13,2021-09-14,Formal Meeting,,6,4683,4204121,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4204121&dbid=0&repo=SLC,minutes/2021/2021-09-13/2021-09-14_formal-meeting.txt
2021,2021-09-13,2021-09-14,Work Session,,11,19646,4781397,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4781397&dbid=0&repo=SLC,minutes/2021/2021-09-13/2021-09-14_work-session.txt
2021,2021-09-20,2021-09-21,Formal Meeting,,25,29389,4630506,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4630506&dbid=0&repo=SLC,minutes/2021/2021-09-20/2021-09-21_formal-meeting.txt
2021,2021-09-20,2021-09-21,Work Session,,16,25708,4630504,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4630504&dbid=0&repo=SLC,minutes/2021/2021-09-20/2021-09-21_work-session.txt
2021,2021-10-04,2021-10-05,Formal Meeting,,21,31491,4638276,https://webdme.slcgov.com/AgendasMinutes/DocView.aspx?id=4638276&dbid=0&repo=SLC,minutes/2021/2021-10-04/2021-10-05_formal-meeting.txt
