candidate,office,election_year,filing_date,reporting_period,filing_type,stated_total_contributions,stated_total_expenditures,stated_beginning_balance,stated_ending_balance,itemized_contrib_sum,itemized_expend_sum,reconciles_contrib,reconciles_expend,recon_delta_contrib,recon_delta_expend,self_funded_amount,n_contrib_rows,n_expend_rows,source_filing,document_id,extraction_confidence,notes,filing_regime
Alden Ben Orme,Sheriff,2010,2010-10-15,,statement,,291.93,,,0,291.93,,True,,0.00,,0,1,raw/juab_2010_primary/Alden_Orme_10-28-10.pdf,raw/juab_2010_primary/Alden_Orme_10-28-10.pdf||Alden Ben Orme,high,"ITEMIZED tranche 3 phase B — juab wave (2026-08-14). | CONTRIBUTIONS: reconciliation UNKNOWN (the filer left BOTH contribution lines blank on the cover (not zeroed), so there is no stated figure to gate against; Form A is present and blank) EXPENDITURES: itemized EXACT vs line 3 cumulative | Form A exists and is entirely blank — a real zero read at the page, not an untranscribed side. Page 4 is the printed statute. | Contribution and balance lines left blank by the filer (not zeroed).",election_cycle
DeEtte Worthington,Treasurer,2010,2010-10-19,,statement,0,0,,0,0,,True,,0,,,0,0,raw/juab_2010_primary/Deette_Worthington_10-28-10.pdf,raw/juab_2010_primary/Deette_Worthington_10-28-10.pdf||DeEtte Worthington,high,"ITEMIZED tranche 3 phase B — juab wave (2026-08-14). | CONTRIBUTIONS: itemized EXACT vs lines 1+2 both struck-zero; Form A present, no entries EXPENDITURES: NO SCHEDULE PAGE in the document (the document is 2 pages (cover + Form A); no Form B page exists. Stated expenses are 0, so no dollars are unaccounted for.) | Form A carries a single slashed-zero glyph in the Amount column of the first line and nothing else — the filer's zero mark for the whole schedule (ZERO-GLYPH RULING: denotes 0, verbatim retained), not a contribution row with a zero amount. | All lines struck-zero across all three columns.",election_cycle
Shirl Julian Nichols,Assessor,2014,2014-10-23,,statement,0,0,,0,,,,,,,,0,0,raw/juab_2014_Nephi/Shirljuliannichols_Nephi_Juab.pdf,raw/juab_2014_Nephi/Shirljuliannichols_Nephi_Juab.pdf||Shirl Julian Nichols,high,"ITEMIZED tranche 3 phase B — juab wave (2026-08-14). | CONTRIBUTIONS: NO SCHEDULE PAGE in the document (single-page filing — cover only; no Form A page exists. All four stated lines are 0, so no dollars are unaccounted for.) EXPENDITURES: NO SCHEDULE PAGE in the document (single-page filing; no Form B page exists. Stated expenses are 0.) | Ran as a Democrat for the same office in 2010 (that filing is also in this dataset).",election_cycle
Jared W. Eldridge,Attorney,2014,2014-10-23,,statement,0,0,,0,,,,,,,,0,0,raw/juab_2014_Nephi/Jaredeldridge_Nephi_Juab.pdf,raw/juab_2014_Nephi/Jaredeldridge_Nephi_Juab.pdf||Jared W. Eldridge,high,"ITEMIZED tranche 3 phase B — juab wave (2026-08-14). | CONTRIBUTIONS: NO SCHEDULE PAGE in the document (single-page filing — cover only; no Form A page exists. All four stated lines are 0, so no dollars are unaccounted for.) EXPENDITURES: NO SCHEDULE PAGE in the document (single-page filing; no Form B page exists. Stated expenses are 0.) | Ran as a Democrat for the same office in 2010 (that filing is also in this dataset).",election_cycle
Alaina E. Lofgran,Clerk/Auditor,2014,2014-10-23,,statement,50.00,1800.00,,1850.00,0,1850.00,False,False,-50.00,50.00,,0,2,raw/juab_2014_Nephi/Alainalofgran_Nephi_Juab.pdf,raw/juab_2014_Nephi/Alainalofgran_Nephi_Juab.pdf||Alaina E. Lofgran,high,"ITEMIZED tranche 3 phase B — juab wave (2026-08-14). | CONTRIBUTIONS: itemized EXACT vs line 1 (>$50) states 0 and Form A is present and blank. Line 2 states a $50.00 under-$50 AGGREGATE, which the form does not itemize by design — a blank Form A is the correct state, not a gap. EXPENDITURES: itemized 1850.00 vs stated 1800.00, delta +50.00 — FILER ARITHMETIC, localised on the page: the filer's line-3 total omits the $50.00 10/15/14 Mangelson item, and his stated ENDING BALANCE (1850.00) is exactly the Form B sum. Both figures stand as filed. | Stated balance 1850.00 is not 50.00-1800.00; retained verbatim.",election_cycle
Sharon J Jarrett,Clerk/Auditor,2014,,,statement,350.00,1419.40,,,350.00,1419.40,True,True,0.00,0.00,,2,10,raw/juab_2014_Nephi/Sharonjarrett_Nephi_Juab.pdf,raw/juab_2014_Nephi/Sharonjarrett_Nephi_Juab.pdf||Sharon J Jarrett,high,ITEMIZED tranche 3 phase B — juab wave (2026-08-14). | CONTRIBUTIONS: itemized EXACT vs line 1 (>$50); line 2 blank EXPENDITURES: itemized EXACT vs line 3 cumulative | The filing is UNSIGNED and UNDATED on the cover (recorded by the totals tranche). Ditto marks in the payee/purpose columns are expanded to the repeated value with the ditto recorded per row. | UNSIGNED and UNDATED — the Date and Signed lines are blank on the form. Recorded as filed. Party written 'Democrate' (verbatim).,election_cycle
Clinton L Painter,Commissioner,2014,2014-10-27,,statement,0,2673.08,,-2673.08,0,1647.51,True,False,0,-1025.57,,0,7,raw/juab_2014_Nephi/Clintonpainter_Nephi_Juab.pdf,raw/juab_2014_Nephi/Clintonpainter_Nephi_Juab.pdf||Clinton L Painter,high,"ITEMIZED tranche 3 phase B — juab wave (2026-08-14). | CONTRIBUTIONS: itemized EXACT vs lines 1+2 both 0; Form A present and blank EXPENDITURES: itemized EXACT vs the TOTALS FOR THIS REPORT column of line 3 — NOT the cumulative. Form B itemizes this report's period only; the cumulative 2673.08 = 1025.57 (from last report) + 1647.51 (this report), and the page's own addition is internally consistent. | PRIOR-REPORT GAP, honest and documented: $1,025.57 of this candidate's cumulative expenditures were itemized on an earlier 2014 report that the state folder does not hold (juab_2014_* carries one report per candidate). That money is stated, not itemized, and the missing detail is a posting gap upstream, not an extraction gap. | 1025.57 + 1647.51 = 2673.08 — the report is cumulative and internally consistent. Balance in parentheses.",election_cycle
Rick Lee Carlton,Commissioner,2014,2014-10-27,,statement,350.00,350.00,,0,350.00,350.00,True,True,0.00,0.00,100.00,2,2,raw/juab_2014_Mona/Rickcarlton_Mona_Juab.pdf,raw/juab_2014_Mona/Rickcarlton_Mona_Juab.pdf||Rick Lee Carlton,high,ITEMIZED tranche 3 phase B — juab wave (2026-08-14). | CONTRIBUTIONS: itemized EXACT vs line 1 (>$50); line 2 stated 0 EXPENDITURES: itemized EXACT vs line 3 cumulative | The 'totals from last report' >$50 cell is struck through and illegible; the cumulative column is clear.,election_cycle
Robert Garrett,Commissioner,2014,2014-10-23,,statement,,,,,,1550.00,,,,,,0,2,raw/juab_2014_Nephi/Robertgarrett_Nephi_Juab.pdf,raw/juab_2014_Nephi/Robertgarrett_Nephi_Juab.pdf||Robert Garrett,high,"ITEMIZED tranche 3 phase B — juab wave (2026-08-14). | CONTRIBUTIONS: NO SCHEDULE PAGE in the document (DOCUMENTED NO-SCHEDULE-PAGE GAP: the county's 2-page scan holds the cover and Form B only — the Form A page does not exist in the document. The cover states $100.00 (>$50) + $150.00 (aggregate <=$50) = $250.00 of contributions with no schedule to transcribe. Honest non-existence, never a zero.) EXPENDITURES: itemized EXACT vs line 3 of the TOTALS FROM LAST REPORT column (this filer, like Anderson, entered everything in that column) | COLUMN-PLACEMENT ERROR retained verbatim; the stated_* columns stay blank in the derived CSV as the totals tranche left them. | Same column-placement error as Douglas Scott Anderson — all figures in the 'from last report' column, other columns blank. Office written 'Commisoner' (verbatim typo).",election_cycle
Craig J. Sperry,Recorder/Surveyor,2014,2014-10-26,,statement,239,1324,,1085,100.00,1324.00,False,True,-139.00,0.00,,1,7,raw/juab_2014_Nephi/Craigsperry_Nephi_Juab.pdf,raw/juab_2014_Nephi/Craigsperry_Nephi_Juab.pdf||Craig J. Sperry,high,"ITEMIZED tranche 3 phase B — juab wave (2026-08-14). | CONTRIBUTIONS: itemized EXACT vs line 1 (>$50), written without cents EXPENDITURES: itemized EXACT vs line 3 cumulative, written without cents | This filer writes whole-dollar figures without cents throughout; recorded as written. | Whole-dollar figures written without cents; recorded as written. Ran as a Republican in 2014 after filing as a Democrat for the same office in 2010 (both filings are in this dataset).",election_cycle
Robert McKell Williams,Recorder/Surveyor,2014,2014-10-23,,statement,0,,,,150.00,1010.00,,,,,,4,9,raw/juab_2014_Mona/Robertwilliams_Mona_Juab.pdf,raw/juab_2014_Mona/Robertwilliams_Mona_Juab.pdf||Robert McKell Williams,medium,"ITEMIZED tranche 3 phase B — juab wave (2026-08-14). | CONTRIBUTIONS: itemized EXACT vs the filer wrote PROSE on line 1 rather than a numeral. The itemized layer EXPLAINS it exactly: two cash gifts of $50 + $100 = $150.00, plus two in-kind SIGNS contributions with no dollar figure. EXPENDITURES: itemized EXACT vs the eight legible Form B amounts sum to 1010.00, which is BOTH the filer's own hand-written column total at the foot of the schedule AND the numeral inside his prose line-3 entry | This filing's prose totals were the module's standing 'filer error retained verbatim' example; the itemized layer now accounts for both of them to the cent. Page-subtotal gate available and used (the filer wrote a column total). | The filer wrote prose amounts ('$150.00 + SIGNS', '$1010.00 + SIGNS') rather than clean decimals — an in-kind sign donation of unstated value. Numeric fields left BLANK; the verbatim strings are preserved in stated_verbatim. Never resolve '+ signs' to a number.",election_cycle
Douglas Scott Anderson,Sheriff,2014,2014-10-28,,statement,,,,,400.00,6322.30,,,,,,4,17,raw/juab_2014_Nephi/Douglasscottanderson_Nephi_Juab.pdf,raw/juab_2014_Nephi/Douglasscottanderson_Nephi_Juab.pdf||Douglas Scott Anderson,high,"ITEMIZED tranche 3 phase B — juab wave (2026-08-14). | CONTRIBUTIONS: itemized EXACT vs lines 1+2 of the TOTALS FROM LAST REPORT column (300.00 + 100.00) — this filer entered every figure in that column and left 'this report' and 'cumulative' blank. The split corroborates the rows exactly: the two >$50 gifts are 100 + 200 = 300 and the two $50 gifts are 50 + 50 = 100. EXPENDITURES: itemized EXACT vs line 3 of the TOTALS FROM LAST REPORT column | COLUMN-PLACEMENT ERROR retained verbatim (the module's standing example): all figures sit in the 'totals from last report' column. The itemized layer reconciles against those figures because they are the only ones the filer wrote; the derived CSV keeps stated_* blank, as the totals tranche left it, and this exact/exact verdict is recorded here and in notes rather than promoted into the stated columns. | This filer entered his figures in the 'TOTALS FROM LAST REPORT' column and left the 'this report' and 'cumulative' columns blank — a column-placement error by the filer. Values are recorded in stated_prior, NOT promoted to the cumulative fields. The largest single-filing spend in the dataset ($6,322.30).",election_cycle
Michael K. Tischner,Sheriff,2014,2014-10-25,,statement,1050.00,1777.39,,,1050.00,1777.39,True,True,0.00,0.00,,2,4,raw/juab_2014_Mona/Michaeltischner_Mona_Juab.pdf,raw/juab_2014_Mona/Michaeltischner_Mona_Juab.pdf||Michael K. Tischner,high,ITEMIZED tranche 3 phase B — juab wave (2026-08-14). | CONTRIBUTIONS: itemized EXACT vs line 1 (>$50); line 2 stated 0 EXPENDITURES: itemized EXACT vs line 3 cumulative (the surviving figure over a struck earlier value) | Expense figure written over a struck earlier value; 1777.39 is the surviving figure. Balance left blank.,election_cycle
DeEtte Worthington,Treasurer,2014,2014-10-27,,statement,0,0,,0,,,,,,,,0,0,raw/juab_2014_Nephi/Deetteworthington_Nephi_Juab.pdf,raw/juab_2014_Nephi/Deetteworthington_Nephi_Juab.pdf||DeEtte Worthington,high,"ITEMIZED tranche 3 phase B — juab wave (2026-08-14). | CONTRIBUTIONS: NO SCHEDULE PAGE in the document (single-page filing — the cover only; no Form A or Form B page exists. All four stated lines are 0, so no dollars are unaccounted for.) EXPENDITURES: NO SCHEDULE PAGE in the document (single-page filing; no Form B page exists. Stated expenses are 0.)",election_cycle
Marvin Garr Kenison,Commissioner,2020,2020-08-11,,statement,,2158.14,,,80.00,1969.86,,,,,,2,10,raw/juab_2020_Primary/20200811_095009.pdf,raw/juab_2020_Primary/20200811_095009.pdf|1-4|Marvin Garr Kenison,medium,Handwriting on Form A and the lower half of Form B is heavily cursive; the flagged rows carry confidence 'low' and two Print Shop amounts could not be read at all and are left BLANK rather than guessed. The itemized rows therefore do NOT reconcile to the stated 2158.14 and the filing is marked needs_review. Contribution line 1 on page 1 is blank even though Form A itemizes two donations — an internal inconsistency retained as filed. GRAMA/clerk follow-up would settle the unreadable cells.,election_cycle
Neil Vance Cook,Commissioner,2020,2020-06-23,,statement,0,2081.03,,2081.03,,2081.03,,True,,0.00,,0,5,raw/juab_2020_Primary/20200810_170204.pdf,raw/juab_2020_Primary/20200810_170204.pdf|3-6|Neil Vance Cook,high,"Form B itemized total written on the form as 2081.03; the five rows sum to 2081.03 — RECONCILES EXACTLY. Expenditure dates are partial ('6-3', no year) or blank as printed. Payee/purpose strings are all-caps verbatim.",election_cycle
Debra Prisbrey Zirbes,Recorder/Surveyor,2020,2020-06-24,,statement,20.00,,,,70.00,2646.26,False,,50.00,,,2,8,raw/juab_2020_Primary/20200810_170204.pdf,raw/juab_2020_Primary/20200810_170204.pdf|7-10|Debra Prisbrey Zirbes,medium,"INTERNAL INCONSISTENCY, retained as filed: the page-1 'Total campaign expenses' and 'Balance' lines are BLANK, yet Form B itemizes eight expenditures (sum 2646.26). Recorded both ways — the stated total stays blank, the itemized rows stand, and the filing will not reconcile. The 50.00 McKay contribution is also carried on line 4 as an anonymous-donor-over-$50 surrender, which conflicts with it being itemized with a name on Form A; both are recorded verbatim. Purpose 'Campaine Signs' is the filer's spelling. One expenditure date is written '5/9/202' (year truncated); read as 2020.",election_cycle
