date,year,body,title,motion_no,motion,motion_type,action_class,result,mover,seconder,names_recorded,member,vote,source
2020-01-08,2020,PlanningCommission,Planning Commission,4,"approve the proposed planned development, as presented in petition PLNSUB2019-00934, with the conditions listed in the staff report",Planned Development,final_action,7:1 Approved (Final Action),Maurine Bachman,,True,Matt Lyon,Aye,planning_commission/minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md
2020-01-08,2020,PlanningCommission,Planning Commission,4,"approve the proposed planned development, as presented in petition PLNSUB2019-00934, with the conditions listed in the staff report",Planned Development,final_action,7:1 Approved (Final Action),Maurine Bachman,,True,Maurine Bachman,Aye,planning_commission/minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md
2020-01-08,2020,PlanningCommission,Planning Commission,4,"approve the proposed planned development, as presented in petition PLNSUB2019-00934, with the conditions listed in the staff report",Planned Development,final_action,7:1 Approved (Final Action),Maurine Bachman,,True,Sara Urquhart,Aye,planning_commission/minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md
2020-01-08,2020,PlanningCommission,Planning Commission,4,"approve the proposed planned development, as presented in petition PLNSUB2019-00934, with the conditions listed in the staff report",Planned Development,final_action,7:1 Approved (Final Action),Maurine Bachman,,True,Andres Paredes,Nay,planning_commission/minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md
2020-01-08,2020,PlanningCommission,Planning Commission,6,(motion text not captured),Other,procedural,6:2 Pass,,,True,Amy Barry,Aye,planning_commission/minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md
2020-01-08,2020,PlanningCommission,Planning Commission,6,(motion text not captured),Other,procedural,6:2 Pass,,,True,Carolynn Hoskins,Aye,planning_commission/minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md
2020-01-08,2020,PlanningCommission,Planning Commission,6,(motion text not captured),Other,procedural,6:2 Pass,,,True,Darin Mano,Aye,planning_commission/minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md
2020-01-08,2020,PlanningCommission,Planning Commission,6,(motion text not captured),Other,procedural,6:2 Pass,,,True,Matt Lyon,Aye,planning_commission/minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md
2020-01-08,2020,PlanningCommission,Planning Commission,6,(motion text not captured),Other,procedural,6:2 Pass,,,True,Maurine Bachman,Aye,planning_commission/minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md
2020-01-08,2020,PlanningCommission,Planning Commission,6,(motion text not captured),Other,procedural,6:2 Pass,,,True,Sara Urquhart,Aye,planning_commission/minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md
2020-01-08,2020,PlanningCommission,Planning Commission,6,(motion text not captured),Other,procedural,6:2 Pass,,,True,Andres Paredes,Nay,planning_commission/minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md
2020-01-08,2020,PlanningCommission,Planning Commission,6,(motion text not captured),Other,procedural,6:2 Pass,,,True,Brenda Scheer,Nay,planning_commission/minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md
2020-01-08,2020,PlanningCommission,Planning Commission,7,"recommends approval of the Ordinance Amendment petition for PLNPCM2017-00753 off-street parking, mobility, and loading with the condition listed in the staff report",Other,procedural,8:0 Pass,Matt Lyon,Brenda Scheer,True,Amy Barry,Aye,planning_commission/minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md
2020-01-08,2020,PlanningCommission,Planning Commission,7,"recommends approval of the Ordinance Amendment petition for PLNPCM2017-00753 off-street parking, mobility, and loading with the condition listed in the staff report",Other,procedural,8:0 Pass,Matt Lyon,Brenda Scheer,True,Andres Paredes,Aye,planning_commission/minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md
2020-01-08,2020,PlanningCommission,Planning Commission,7,"recommends approval of the Ordinance Amendment petition for PLNPCM2017-00753 off-street parking, mobility, and loading with the condition listed in the staff report",Other,procedural,8:0 Pass,Matt Lyon,Brenda Scheer,True,Brenda Scheer,Aye,planning_commission/minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md
2020-01-08,2020,PlanningCommission,Planning Commission,7,"recommends approval of the Ordinance Amendment petition for PLNPCM2017-00753 off-street parking, mobility, and loading with the condition listed in the staff report",Other,procedural,8:0 Pass,Matt Lyon,Brenda Scheer,True,Carolynn Hoskins,Aye,planning_commission/minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md
2020-01-08,2020,PlanningCommission,Planning Commission,7,"recommends approval of the Ordinance Amendment petition for PLNPCM2017-00753 off-street parking, mobility, and loading with the condition listed in the staff report",Other,procedural,8:0 Pass,Matt Lyon,Brenda Scheer,True,Darin Mano,Aye,planning_commission/minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md
2020-01-08,2020,PlanningCommission,Planning Commission,7,"recommends approval of the Ordinance Amendment petition for PLNPCM2017-00753 off-street parking, mobility, and loading with the condition listed in the staff report",Other,procedural,8:0 Pass,Matt Lyon,Brenda Scheer,True,Matt Lyon,Aye,planning_commission/minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md
2020-01-08,2020,PlanningCommission,Planning Commission,7,"recommends approval of the Ordinance Amendment petition for PLNPCM2017-00753 off-street parking, mobility, and loading with the condition listed in the staff report",Other,procedural,8:0 Pass,Matt Lyon,Brenda Scheer,True,Maurine Bachman,Aye,planning_commission/minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md
2020-01-08,2020,PlanningCommission,Planning Commission,7,"recommends approval of the Ordinance Amendment petition for PLNPCM2017-00753 off-street parking, mobility, and loading with the condition listed in the staff report",Other,procedural,8:0 Pass,Matt Lyon,Brenda Scheer,True,Sara Urquhart,Aye,planning_commission/minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md
2020-01-22,2020,PlanningCommission,Planning Commission,1,"approve the January 8, 2020, meeting minutes",Minutes,procedural,5:0 Pass,Maurine Bachman,Brenda Scheer,True,Jon Lee,Abstain,planning_commission/minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md
2020-01-22,2020,PlanningCommission,Planning Commission,1,"approve the January 8, 2020, meeting minutes",Minutes,procedural,5:0 Pass,Maurine Bachman,Brenda Scheer,True,Amy Barry,Aye,planning_commission/minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md
2020-01-22,2020,PlanningCommission,Planning Commission,1,"approve the January 8, 2020, meeting minutes",Minutes,procedural,5:0 Pass,Maurine Bachman,Brenda Scheer,True,Brenda Scheer,Aye,planning_commission/minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md
2020-01-22,2020,PlanningCommission,Planning Commission,1,"approve the January 8, 2020, meeting minutes",Minutes,procedural,5:0 Pass,Maurine Bachman,Brenda Scheer,True,Matt Lyon,Aye,planning_commission/minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md
2020-01-22,2020,PlanningCommission,Planning Commission,1,"approve the January 8, 2020, meeting minutes",Minutes,procedural,5:0 Pass,Maurine Bachman,Brenda Scheer,True,Maurine Bachman,Aye,planning_commission/minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md
2020-01-22,2020,PlanningCommission,Planning Commission,1,"approve the January 8, 2020, meeting minutes",Minutes,procedural,5:0 Pass,Maurine Bachman,Brenda Scheer,True,Sara Urquhart,Aye,planning_commission/minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md
2020-01-22,2020,PlanningCommission,Planning Commission,2,approve the Planned Development and Preliminary Subdivision requests PLNSUB2019-00904 and PLNSUB2019-00987 as proposed subject to complying with all applicable conditions and regulations,Planned Development,final_action,6:0 Approved (Final Action),Sara Urquhart,Jon Lee,True,Amy Barry,Aye,planning_commission/minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md
2020-01-22,2020,PlanningCommission,Planning Commission,2,approve the Planned Development and Preliminary Subdivision requests PLNSUB2019-00904 and PLNSUB2019-00987 as proposed subject to complying with all applicable conditions and regulations,Planned Development,final_action,6:0 Approved (Final Action),Sara Urquhart,Jon Lee,True,Brenda Scheer,Aye,planning_commission/minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md
2020-01-22,2020,PlanningCommission,Planning Commission,2,approve the Planned Development and Preliminary Subdivision requests PLNSUB2019-00904 and PLNSUB2019-00987 as proposed subject to complying with all applicable conditions and regulations,Planned Development,final_action,6:0 Approved (Final Action),Sara Urquhart,Jon Lee,True,Jon Lee,Aye,planning_commission/minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md
2020-01-22,2020,PlanningCommission,Planning Commission,2,approve the Planned Development and Preliminary Subdivision requests PLNSUB2019-00904 and PLNSUB2019-00987 as proposed subject to complying with all applicable conditions and regulations,Planned Development,final_action,6:0 Approved (Final Action),Sara Urquhart,Jon Lee,True,Matt Lyon,Aye,planning_commission/minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md
2020-01-22,2020,PlanningCommission,Planning Commission,2,approve the Planned Development and Preliminary Subdivision requests PLNSUB2019-00904 and PLNSUB2019-00987 as proposed subject to complying with all applicable conditions and regulations,Planned Development,final_action,6:0 Approved (Final Action),Sara Urquhart,Jon Lee,True,Maurine Bachman,Aye,planning_commission/minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md
2020-01-22,2020,PlanningCommission,Planning Commission,2,approve the Planned Development and Preliminary Subdivision requests PLNSUB2019-00904 and PLNSUB2019-00987 as proposed subject to complying with all applicable conditions and regulations,Planned Development,final_action,6:0 Approved (Final Action),Sara Urquhart,Jon Lee,True,Sara Urquhart,Aye,planning_commission/minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md
2020-01-22,2020,PlanningCommission,Planning Commission,3,approve the Design Review request for additional height PLNSUB2019-00926 for the project located at approximately 255 S State Street,Design Review,final_action,5:1 Approved (Final Action),Matt Lyon,Maurine Bachman,True,Amy Barry,Aye,planning_commission/minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md
2020-01-22,2020,PlanningCommission,Planning Commission,3,approve the Design Review request for additional height PLNSUB2019-00926 for the project located at approximately 255 S State Street,Design Review,final_action,5:1 Approved (Final Action),Matt Lyon,Maurine Bachman,True,Jon Lee,Aye,planning_commission/minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md
2020-01-22,2020,PlanningCommission,Planning Commission,3,approve the Design Review request for additional height PLNSUB2019-00926 for the project located at approximately 255 S State Street,Design Review,final_action,5:1 Approved (Final Action),Matt Lyon,Maurine Bachman,True,Matt Lyon,Aye,planning_commission/minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md
2020-01-22,2020,PlanningCommission,Planning Commission,3,approve the Design Review request for additional height PLNSUB2019-00926 for the project located at approximately 255 S State Street,Design Review,final_action,5:1 Approved (Final Action),Matt Lyon,Maurine Bachman,True,Maurine Bachman,Aye,planning_commission/minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md
2020-01-22,2020,PlanningCommission,Planning Commission,3,approve the Design Review request for additional height PLNSUB2019-00926 for the project located at approximately 255 S State Street,Design Review,final_action,5:1 Approved (Final Action),Matt Lyon,Maurine Bachman,True,Sara Urquhart,Aye,planning_commission/minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md
2020-01-22,2020,PlanningCommission,Planning Commission,3,approve the Design Review request for additional height PLNSUB2019-00926 for the project located at approximately 255 S State Street,Design Review,final_action,5:1 Approved (Final Action),Matt Lyon,Maurine Bachman,True,Brenda Scheer,Nay,planning_commission/minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md
2020-01-22,2020,PlanningCommission,Planning Commission,4,forward a positive recommendation to the City Council for,Street/Alley Closure,recommendation,Positive recommendation 6:0,Amy Barry,Matt Lyon,True,Amy Barry,Aye,planning_commission/minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md
2020-01-22,2020,PlanningCommission,Planning Commission,4,forward a positive recommendation to the City Council for,Street/Alley Closure,recommendation,Positive recommendation 6:0,Amy Barry,Matt Lyon,True,Brenda Scheer,Aye,planning_commission/minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md
2020-01-22,2020,PlanningCommission,Planning Commission,4,forward a positive recommendation to the City Council for,Street/Alley Closure,recommendation,Positive recommendation 6:0,Amy Barry,Matt Lyon,True,Jon Lee,Aye,planning_commission/minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md
2020-01-22,2020,PlanningCommission,Planning Commission,4,forward a positive recommendation to the City Council for,Street/Alley Closure,recommendation,Positive recommendation 6:0,Amy Barry,Matt Lyon,True,Matt Lyon,Aye,planning_commission/minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md
2020-01-22,2020,PlanningCommission,Planning Commission,4,forward a positive recommendation to the City Council for,Street/Alley Closure,recommendation,Positive recommendation 6:0,Amy Barry,Matt Lyon,True,Maurine Bachman,Aye,planning_commission/minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md
2020-01-22,2020,PlanningCommission,Planning Commission,4,forward a positive recommendation to the City Council for,Street/Alley Closure,recommendation,Positive recommendation 6:0,Amy Barry,Matt Lyon,True,Sara Urquhart,Aye,planning_commission/minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md
2020-01-22,2020,PlanningCommission,Planning Commission,5,"approve PLNPCM2019-00953, PLNSUB2019-00954/00955, Axioms Townhomes Design Review, Planned Development and Preliminary Subdivision with the conditions listed in the staff report",Planned Development,final_action,6:0 Approved (Final Action),Maurine Bachman,Matt Lyon,True,Amy Barry,Aye,planning_commission/minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md
2020-01-22,2020,PlanningCommission,Planning Commission,5,"approve PLNPCM2019-00953, PLNSUB2019-00954/00955, Axioms Townhomes Design Review, Planned Development and Preliminary Subdivision with the conditions listed in the staff report",Planned Development,final_action,6:0 Approved (Final Action),Maurine Bachman,Matt Lyon,True,Brenda Scheer,Aye,planning_commission/minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md
2020-01-22,2020,PlanningCommission,Planning Commission,5,"approve PLNPCM2019-00953, PLNSUB2019-00954/00955, Axioms Townhomes Design Review, Planned Development and Preliminary Subdivision with the conditions listed in the staff report",Planned Development,final_action,6:0 Approved (Final Action),Maurine Bachman,Matt Lyon,True,Jon Lee,Aye,planning_commission/minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md
2020-01-22,2020,PlanningCommission,Planning Commission,5,"approve PLNPCM2019-00953, PLNSUB2019-00954/00955, Axioms Townhomes Design Review, Planned Development and Preliminary Subdivision with the conditions listed in the staff report",Planned Development,final_action,6:0 Approved (Final Action),Maurine Bachman,Matt Lyon,True,Matt Lyon,Aye,planning_commission/minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md
2020-01-22,2020,PlanningCommission,Planning Commission,5,"approve PLNPCM2019-00953, PLNSUB2019-00954/00955, Axioms Townhomes Design Review, Planned Development and Preliminary Subdivision with the conditions listed in the staff report",Planned Development,final_action,6:0 Approved (Final Action),Maurine Bachman,Matt Lyon,True,Maurine Bachman,Aye,planning_commission/minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md
2020-01-22,2020,PlanningCommission,Planning Commission,5,"approve PLNPCM2019-00953, PLNSUB2019-00954/00955, Axioms Townhomes Design Review, Planned Development and Preliminary Subdivision with the conditions listed in the staff report",Planned Development,final_action,6:0 Approved (Final Action),Maurine Bachman,Matt Lyon,True,Sara Urquhart,Aye,planning_commission/minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md
2020-02-12,2020,PlanningCommission,Planning Commission,1,"approve the January 22, 2020, meeting minutes",Minutes,procedural,7:0 Pass,Maurine Bachman,Brenda Scheer,True,Carolynn Hoskins,Abstain,planning_commission/minutes/2020/2020-02-10/2020-02-12_planning-commission-meeting.md
2020-02-12,2020,PlanningCommission,Planning Commission,1,"approve the January 22, 2020, meeting minutes",Minutes,procedural,7:0 Pass,Maurine Bachman,Brenda Scheer,True,Amy Barry,Aye,planning_commission/minutes/2020/2020-02-10/2020-02-12_planning-commission-meeting.md
2020-02-12,2020,PlanningCommission,Planning Commission,1,"approve the January 22, 2020, meeting minutes",Minutes,procedural,7:0 Pass,Maurine Bachman,Brenda Scheer,True,Andres Paredes,Aye,planning_commission/minutes/2020/2020-02-10/2020-02-12_planning-commission-meeting.md
2020-02-12,2020,PlanningCommission,Planning Commission,1,"approve the January 22, 2020, meeting minutes",Minutes,procedural,7:0 Pass,Maurine Bachman,Brenda Scheer,True,Brenda Scheer,Aye,planning_commission/minutes/2020/2020-02-10/2020-02-12_planning-commission-meeting.md
2020-02-12,2020,PlanningCommission,Planning Commission,1,"approve the January 22, 2020, meeting minutes",Minutes,procedural,7:0 Pass,Maurine Bachman,Brenda Scheer,True,Jon Lee,Aye,planning_commission/minutes/2020/2020-02-10/2020-02-12_planning-commission-meeting.md
2020-02-12,2020,PlanningCommission,Planning Commission,1,"approve the January 22, 2020, meeting minutes",Minutes,procedural,7:0 Pass,Maurine Bachman,Brenda Scheer,True,Matt Lyon,Aye,planning_commission/minutes/2020/2020-02-10/2020-02-12_planning-commission-meeting.md
2020-02-12,2020,PlanningCommission,Planning Commission,1,"approve the January 22, 2020, meeting minutes",Minutes,procedural,7:0 Pass,Maurine Bachman,Brenda Scheer,True,Maurine Bachman,Aye,planning_commission/minutes/2020/2020-02-10/2020-02-12_planning-commission-meeting.md
2020-02-12,2020,PlanningCommission,Planning Commission,1,"approve the January 22, 2020, meeting minutes",Minutes,procedural,7:0 Pass,Maurine Bachman,Brenda Scheer,True,Sara Urquhart,Aye,planning_commission/minutes/2020/2020-02-10/2020-02-12_planning-commission-meeting.md
2020-02-12,2020,PlanningCommission,Planning Commission,2,grant the one-year time extension,Planned Development,final_action,8:0 Approved (Final Action),Sara Urquhart,,True,Amy Barry,Aye,planning_commission/minutes/2020/2020-02-10/2020-02-12_planning-commission-meeting.md
2020-02-12,2020,PlanningCommission,Planning Commission,2,grant the one-year time extension,Planned Development,final_action,8:0 Approved (Final Action),Sara Urquhart,,True,Andres Paredes,Aye,planning_commission/minutes/2020/2020-02-10/2020-02-12_planning-commission-meeting.md
2020-02-12,2020,PlanningCommission,Planning Commission,2,grant the one-year time extension,Planned Development,final_action,8:0 Approved (Final Action),Sara Urquhart,,True,Brenda Scheer,Aye,planning_commission/minutes/2020/2020-02-10/2020-02-12_planning-commission-meeting.md
2020-02-12,2020,PlanningCommission,Planning Commission,2,grant the one-year time extension,Planned Development,final_action,8:0 Approved (Final Action),Sara Urquhart,,True,Carolynn Hoskins,Aye,planning_commission/minutes/2020/2020-02-10/2020-02-12_planning-commission-meeting.md
2020-02-12,2020,PlanningCommission,Planning Commission,2,grant the one-year time extension,Planned Development,final_action,8:0 Approved (Final Action),Sara Urquhart,,True,Jon Lee,Aye,planning_commission/minutes/2020/2020-02-10/2020-02-12_planning-commission-meeting.md
2020-02-12,2020,PlanningCommission,Planning Commission,2,grant the one-year time extension,Planned Development,final_action,8:0 Approved (Final Action),Sara Urquhart,,True,Matt Lyon,Aye,planning_commission/minutes/2020/2020-02-10/2020-02-12_planning-commission-meeting.md
2020-02-12,2020,PlanningCommission,Planning Commission,2,grant the one-year time extension,Planned Development,final_action,8:0 Approved (Final Action),Sara Urquhart,,True,Maurine Bachman,Aye,planning_commission/minutes/2020/2020-02-10/2020-02-12_planning-commission-meeting.md
2020-02-12,2020,PlanningCommission,Planning Commission,2,grant the one-year time extension,Planned Development,final_action,8:0 Approved (Final Action),Sara Urquhart,,True,Sara Urquhart,Aye,planning_commission/minutes/2020/2020-02-10/2020-02-12_planning-commission-meeting.md
2020-02-12,2020,PlanningCommission,Planning Commission,3,"recommend that the City Council deny the proposed Zoning and Master Plan Amendment, PLNPCM2019-00683 and PLNPCM2019-00684, for the properties located at 159 S",Master Plan Amendment,recommendation,Negative recommendation 8:0,Matt Lyon,Sara Urquhart,True,Amy Barry,Aye,planning_commission/minutes/2020/2020-02-10/2020-02-12_planning-commission-meeting.md
2020-02-12,2020,PlanningCommission,Planning Commission,3,"recommend that the City Council deny the proposed Zoning and Master Plan Amendment, PLNPCM2019-00683 and PLNPCM2019-00684, for the properties located at 159 S",Master Plan Amendment,recommendation,Negative recommendation 8:0,Matt Lyon,Sara Urquhart,True,Andres Paredes,Aye,planning_commission/minutes/2020/2020-02-10/2020-02-12_planning-commission-meeting.md
2020-02-12,2020,PlanningCommission,Planning Commission,3,"recommend that the City Council deny the proposed Zoning and Master Plan Amendment, PLNPCM2019-00683 and PLNPCM2019-00684, for the properties located at 159 S",Master Plan Amendment,recommendation,Negative recommendation 8:0,Matt Lyon,Sara Urquhart,True,Brenda Scheer,Aye,planning_commission/minutes/2020/2020-02-10/2020-02-12_planning-commission-meeting.md
2020-02-12,2020,PlanningCommission,Planning Commission,3,"recommend that the City Council deny the proposed Zoning and Master Plan Amendment, PLNPCM2019-00683 and PLNPCM2019-00684, for the properties located at 159 S",Master Plan Amendment,recommendation,Negative recommendation 8:0,Matt Lyon,Sara Urquhart,True,Carolynn Hoskins,Aye,planning_commission/minutes/2020/2020-02-10/2020-02-12_planning-commission-meeting.md
2020-02-12,2020,PlanningCommission,Planning Commission,3,"recommend that the City Council deny the proposed Zoning and Master Plan Amendment, PLNPCM2019-00683 and PLNPCM2019-00684, for the properties located at 159 S",Master Plan Amendment,recommendation,Negative recommendation 8:0,Matt Lyon,Sara Urquhart,True,Jon Lee,Aye,planning_commission/minutes/2020/2020-02-10/2020-02-12_planning-commission-meeting.md
