city,candidate,election_year,office,seat,raised,spent,n_filings,n_live,basis,review_flag
orem,David Garber,2023,Council At-Large,,3176.35,2923.3,2,2,summary,
orem,Heather Fry,2023,Council At-Large,,2395.0,2363.6,2,2,override,"OVERRIDE: CUMULATIVE-leaning filer (empirical: her Final re-lists 62% of the Primary's contribution signatures / 71% of amounts, 60% of expenditure amounts — a partial restatement, the Duerden date-drift pattern) — summing would double-count, so the cycle = the Final snapshot ($2,395.00/$2,363.60), which also preserves the pre-regression figure. Both filings are rec=False/low (OCR floor); flagged, not clean"
orem,Greg Duerden,2023,Council At-Large,,3310.0,1759.87,2,2,summary,
orem,Mike Carpenter,2023,Council At-Large,,865.0,795.67,1,1,single,
orem,Archie Williams,2023,Council At-Large,,75.0,0.0,2,2,sum-interim,
orem,Wade Sewell,2023,Council At-Large,,0.0,0.0,1,1,single,
orem,Quinn Mecham,2025,Council At-Large,,38888.27,25661.24,4,4,override,"OVERRIDE: per-period filer (disjoint itemizations, clean date-blind check; all 4 filings reconcile stated=itemized, high confidence) — the Final Report is itself a period ($2,413.90/$750.00). Cycle = 22,624.37+5,075+8,775+2,413.90 / 8,809.93+9,012.83+7,088.48+750. Replaces the sum-interim figure that dropped the Final period; resolves the near-empty-summary MIXED pattern the docstring describes for Mecham"
orem,David M. Spencer,2025,Council At-Large,,39782.1,24879.46,4,4,override,"OVERRIDE: per-period filer — the amount-containment hits are verified REPEAT DONORS with distinct dates (Crossett $1,000 on 7/11 AND 8/21 then $3,000 on 10/28; Sorells 6/23, 9/20, 10/29; self-loans June/Sept/Oct), not restatements. Final Report ($18,612.10) is a genuine period incl. the late shared package ($10,884.17 Friends of Dave Young + $227.93 UCRP Communications, also on Millett's and Muhlestein's Finals). Cycle = 9,100+6,150+5,920+18,612.10 / 7,101.16+3,225.10+8,943.33+5,609.87. Resolves this row's MIXED review_flag"
orem,Doyle Mortimer,2025,Council At-Large,,25353.62,22367.5,4,4,override,"OVERRIDE: per-period filer (disjoint itemizations, clean date-blind check) — Final Report is itself a period ($245.92/$1,287.78). Cycle = 20,822.50+2,970.50+1,314.70+245.92 / 11,054.49+3,621.73+6,403.50+1,287.78. Primary contrib side is rec=False/low (OCR floor) — its stated total is used, as everywhere. Resolves this row's MIXED review_flag"
orem,Angela Moulton,2025,Council At-Large,,21281.7,20697.5,4,4,override,"OVERRIDE: per-period filer (each report prints a discrete FILING PERIOD range; itemizations disjoint across all pairs, date-blind amount-multiset check clean) — the Nov-25 Final Report is itself a period ($222.22/$235.00) and the near-empty-summary max() rule dropped it. Cycle = sum of all 4 reports' stated totals (15,813.28+4,246.20+1,000+222.22 / 7,108.90+8,733.57+4,620.03+235.00). Final's 22-cent itemized-vs-stated delta is a source artifact (rec False, low) — stated used, consistent with every other filing"
orem,LaNae Millett,2025,Council At-Large,,34487.94,19297.54,6,6,override,"OVERRIDE: per-period filer (disjoint itemizations, clean date-blind check) — Final Report ($18,612.10/$7,070.43) is a genuine period incl. the shared late package (identical stated total to Spencer's Final: both carry the $10,884.17 + $227.93 items). Cycle = 9,901.37+4,554.47+1,420+18,612.10 (+ two zero Annuals) / 4,069.10+3,212.51+4,945.50+7,070.43"
orem,Crystal Muhlestein,2025,Council At-Large,,28437.33,13419.33,4,4,override,"OVERRIDE: per-period filer (disjoint itemizations, clean date-blind check) — Final Report ($13,588.33/$4,469.68, rec True, high) is a genuine period incl. the shared late package ($10,884.17 Friends of Dave Young + $227.93 UCRP). Cycle = 8,424+6,425+0+13,588.33 / 3,912.52+1,473.14+3,563.99+4,469.68. Resolves this row's MIXED review_flag"
orem,Truman Van Cott,2025,Council At-Large,,4410.22,4095.22,5,5,override,"OVERRIDE: per-period filer (disjoint itemizations, clean date-blind check) — the Post Primary ($317.46/$325.00) and Final ($0/$366.25) summaries are periods dropped by the latest-summary rule. Cycle = 3,092.76+317.46+1,000+0+0 / 2,770.22+325+633.75+0+366.25"
orem,Steven White,2025,Council At-Large,,1005.84,965.84,2,2,summary,
orem,Archie Williams,2025,Council At-Large,,0.0,75.0,2,2,sum-interim,
orem,Tommy Williams,2025,Council At-Large,,0.0,75.0,2,2,sum-interim,
orem,Dave Young,2025,Mayor,,186008.46,155152.07,3,3,override,"OVERRIDE: per-period filer (mayoral) — PAGE-VERIFIED 2026-07-20: the Final Report prints FILING PERIOD 10/24/25-12/4/25 (a discrete range) with $51,665.55 itemized cash (incl. Todd Pedersen $48,000 on 12/3/25) + $227.93 Republican Party in-kind = stated $51,893.48; itemizations disjoint across all reports (clean date-blind check). Cycle = 90,346.06+43,768.92+51,893.48 / 71,507.14+60,702.56+22,942.37. (cycle_totals.py's old docstring example calling Young's interims cumulative described a pre-regression data state and does not match these filings.) Resolves this row's MIXED review_flag"
orem,Karen McCandless,2025,Mayor,,80216.15,67366.32,3,3,override,"OVERRIDE: per-period filer (mayoral; disjoint itemizations, clean date-blind check; all reports reconcile stated=itemized) — the Nov-25 Final Report is itself a period ($15,082.08/$15,032.08) dropped by the max() rule. Cycle = 37,694.92+27,439.15+15,082.08 / 32,894.92+19,439.32+15,032.08. Resolves this row's MIXED review_flag"
