year,election_type,office,contest,precinct_code,precinct_name,candidate,votes
2021,municipal primary,Council,Park City Council,Thay4:1,Thay4:1,John Greenfield,19
2021,municipal primary,Council,Park City Council,Thay4:1,Thay4:1,Daniel Lewis,18
2021,municipal primary,Council,Park City Council,Thay4:1,Thay4:1,Tana Toly,132
2021,municipal general,Mayor,Park City Mayor,Dvn1:1,Dvn1:1,Nann Worel,130
2021,municipal general,Mayor,Park City Mayor,Dvn1:1,Dvn1:1,Andy Beerman,76
2021,municipal general,Mayor,Park City Mayor,Dvs31:1,Dvs31:1,Nann Worel,389
2021,municipal general,Mayor,Park City Mayor,Dvs31:1,Dvs31:1,Andy Beerman,207
2021,municipal general,Mayor,Park City Mayor,Dvs31:54,Dvs31:54,Nann Worel,3
2021,municipal general,Mayor,Park City Mayor,Dvs31:54,Dvs31:54,Andy Beerman,0
2021,municipal general,Mayor,Park City Mayor,Oldn32:1,Oldn32:1,Nann Worel,132
2021,municipal general,Mayor,Park City Mayor,Oldn32:1,Oldn32:1,Andy Beerman,89
2021,municipal general,Mayor,Park City Mayor,Olds2:1,Olds2:1,Nann Worel,76
2021,municipal general,Mayor,Park City Mayor,Olds2:1,Olds2:1,Andy Beerman,81
2021,municipal general,Mayor,Park City Mayor,Pkmn35:1,Pkmn35:1,Nann Worel,390
2021,municipal general,Mayor,Park City Mayor,Pkmn35:1,Pkmn35:1,Andy Beerman,203
2021,municipal general,Mayor,Park City Mayor,Pkms5:1,Pkms5:1,Nann Worel,140
2021,municipal general,Mayor,Park City Mayor,Pkms5:1,Pkms5:1,Andy Beerman,136
2021,municipal general,Mayor,Park City Mayor,Pros3:1,Pros3:1,Nann Worel,123
2021,municipal general,Mayor,Park City Mayor,Pros3:1,Pros3:1,Andy Beerman,72
2021,municipal general,Mayor,Park City Mayor,Quar6:1,Quar6:1,Nann Worel,340
2021,municipal general,Mayor,Park City Mayor,Quar6:1,Quar6:1,Andy Beerman,222
2021,municipal general,Mayor,Park City Mayor,Side33:1,Side33:1,Nann Worel,156
2021,municipal general,Mayor,Park City Mayor,Side33:1,Side33:1,Andy Beerman,82
2021,municipal general,Mayor,Park City Mayor,Thay4:1,Thay4:1,Nann Worel,169
2021,municipal general,Mayor,Park City Mayor,Thay4:1,Thay4:1,Andy Beerman,149
2021,municipal general,Council,Park City Council,Dvn1:1,Dvn1:1,Thomas C. Purcell,0
2021,municipal general,Council,Park City Council,Dvn1:1,Dvn1:1,Jeremy Rubell,109
2021,municipal general,Council,Park City Council,Dvn1:1,Dvn1:1,Tim B. Henney,100
2021,municipal general,Council,Park City Council,Dvn1:1,Dvn1:1,Tana Toly,128
2021,municipal general,Council,Park City Council,Dvs31:1,Dvs31:1,Thomas C. Purcell,0
2021,municipal general,Council,Park City Council,Dvs31:1,Dvs31:1,Jeremy Rubell,364
2021,municipal general,Council,Park City Council,Dvs31:1,Dvs31:1,Tim B. Henney,254
2021,municipal general,Council,Park City Council,Dvs31:1,Dvs31:1,Tana Toly,388
2021,municipal general,Council,Park City Council,Dvs31:54,Dvs31:54,Thomas C. Purcell,0
2021,municipal general,Council,Park City Council,Dvs31:54,Dvs31:54,Jeremy Rubell,3
2021,municipal general,Council,Park City Council,Dvs31:54,Dvs31:54,Tim B. Henney,0
2021,municipal general,Council,Park City Council,Dvs31:54,Dvs31:54,Tana Toly,3
2021,municipal general,Council,Park City Council,Oldn32:1,Oldn32:1,Thomas C. Purcell,0
2021,municipal general,Council,Park City Council,Oldn32:1,Oldn32:1,Jeremy Rubell,144
2021,municipal general,Council,Park City Council,Oldn32:1,Oldn32:1,Tim B. Henney,86
2021,municipal general,Council,Park City Council,Oldn32:1,Oldn32:1,Tana Toly,145
2021,municipal general,Council,Park City Council,Olds2:1,Olds2:1,Thomas C. Purcell,0
2021,municipal general,Council,Park City Council,Olds2:1,Olds2:1,Jeremy Rubell,91
2021,municipal general,Council,Park City Council,Olds2:1,Olds2:1,Tim B. Henney,68
2021,municipal general,Council,Park City Council,Olds2:1,Olds2:1,Tana Toly,101
2021,municipal general,Council,Park City Council,Pkmn35:1,Pkmn35:1,Thomas C. Purcell,0
2021,municipal general,Council,Park City Council,Pkmn35:1,Pkmn35:1,Jeremy Rubell,419
2021,municipal general,Council,Park City Council,Pkmn35:1,Pkmn35:1,Tim B. Henney,237
2021,municipal general,Council,Park City Council,Pkmn35:1,Pkmn35:1,Tana Toly,377
2021,municipal general,Council,Park City Council,Pkms5:1,Pkms5:1,Thomas C. Purcell,0
2021,municipal general,Council,Park City Council,Pkms5:1,Pkms5:1,Jeremy Rubell,172
2021,municipal general,Council,Park City Council,Pkms5:1,Pkms5:1,Tim B. Henney,124
2021,municipal general,Council,Park City Council,Pkms5:1,Pkms5:1,Tana Toly,176
2021,municipal general,Council,Park City Council,Pros3:1,Pros3:1,Thomas C. Purcell,0
2021,municipal general,Council,Park City Council,Pros3:1,Pros3:1,Jeremy Rubell,112
2021,municipal general,Council,Park City Council,Pros3:1,Pros3:1,Tim B. Henney,85
2021,municipal general,Council,Park City Council,Pros3:1,Pros3:1,Tana Toly,143
2021,municipal general,Council,Park City Council,Quar6:1,Quar6:1,Thomas C. Purcell,0
2021,municipal general,Council,Park City Council,Quar6:1,Quar6:1,Jeremy Rubell,364
2021,municipal general,Council,Park City Council,Quar6:1,Quar6:1,Tim B. Henney,245
2021,municipal general,Council,Park City Council,Quar6:1,Quar6:1,Tana Toly,374
2021,municipal general,Council,Park City Council,Side33:1,Side33:1,Thomas C. Purcell,0
2021,municipal general,Council,Park City Council,Side33:1,Side33:1,Jeremy Rubell,148
2021,municipal general,Council,Park City Council,Side33:1,Side33:1,Tim B. Henney,89
2021,municipal general,Council,Park City Council,Side33:1,Side33:1,Tana Toly,182
2021,municipal general,Council,Park City Council,Thay4:1,Thay4:1,Thomas C. Purcell,0
2021,municipal general,Council,Park City Council,Thay4:1,Thay4:1,Jeremy Rubell,204
2021,municipal general,Council,Park City Council,Thay4:1,Thay4:1,Tim B. Henney,151
2021,municipal general,Council,Park City Council,Thay4:1,Thay4:1,Tana Toly,191
2023,municipal general,Council,Park City Council,Dvn1:1,Dvn1:1,Ed Parigian,175
2023,municipal general,Council,Park City Council,Dvn1:1,Dvn1:1,Matthew Nagie,150
2023,municipal general,Council,Park City Council,Dvn1:1,Dvn1:1,Ryan Dickey,239
2023,municipal general,Council,Park City Council,Dvn1:1,Dvn1:1,John Greenfield,95
2023,municipal general,Council,Park City Council,Dvn1:1,Dvn1:1,Bill Ciraco,167
2023,municipal general,Council,Park City Council,Dvn1:1,Dvn1:1,Bob Sertner,157
2023,municipal general,Council,Park City Council,Dvs31:1,Dvs31:1,Ed Parigian,114
2023,municipal general,Council,Park City Council,Dvs31:1,Dvs31:1,Matthew Nagie,110
2023,municipal general,Council,Park City Council,Dvs31:1,Dvs31:1,Ryan Dickey,163
2023,municipal general,Council,Park City Council,Dvs31:1,Dvs31:1,John Greenfield,61
2023,municipal general,Council,Park City Council,Dvs31:1,Dvs31:1,Bill Ciraco,129
2023,municipal general,Council,Park City Council,Dvs31:1,Dvs31:1,Bob Sertner,133
2023,municipal general,Council,Park City Council,Dvs31:54,Dvs31:54,Ed Parigian,2
2023,municipal general,Council,Park City Council,Dvs31:54,Dvs31:54,Matthew Nagie,0
2023,municipal general,Council,Park City Council,Dvs31:54,Dvs31:54,Ryan Dickey,3
2023,municipal general,Council,Park City Council,Dvs31:54,Dvs31:54,John Greenfield,0
2023,municipal general,Council,Park City Council,Dvs31:54,Dvs31:54,Bill Ciraco,5
2023,municipal general,Council,Park City Council,Dvs31:54,Dvs31:54,Bob Sertner,1
2023,municipal general,Council,Park City Council,Oldn32:1,Oldn32:1,Ed Parigian,123
2023,municipal general,Council,Park City Council,Oldn32:1,Oldn32:1,Matthew Nagie,55
2023,municipal general,Council,Park City Council,Oldn32:1,Oldn32:1,Ryan Dickey,116
2023,municipal general,Council,Park City Council,Oldn32:1,Oldn32:1,John Greenfield,38
2023,municipal general,Council,Park City Council,Oldn32:1,Oldn32:1,Bill Ciraco,71
2023,municipal general,Council,Park City Council,Oldn32:1,Oldn32:1,Bob Sertner,69
2023,municipal general,Council,Park City Council,Olds2:1,Olds2:1,Ed Parigian,56
2023,municipal general,Council,Park City Council,Olds2:1,Olds2:1,Matthew Nagie,36
2023,municipal general,Council,Park City Council,Olds2:1,Olds2:1,Ryan Dickey,54
2023,municipal general,Council,Park City Council,Olds2:1,Olds2:1,John Greenfield,24
2023,municipal general,Council,Park City Council,Olds2:1,Olds2:1,Bill Ciraco,39
2023,municipal general,Council,Park City Council,Olds2:1,Olds2:1,Bob Sertner,46
2023,municipal general,Council,Park City Council,Pkmn35:1,Pkmn35:1,Ed Parigian,191
2023,municipal general,Council,Park City Council,Pkmn35:1,Pkmn35:1,Matthew Nagie,156
2023,municipal general,Council,Park City Council,Pkmn35:1,Pkmn35:1,Ryan Dickey,368
2023,municipal general,Council,Park City Council,Pkmn35:1,Pkmn35:1,John Greenfield,69
2023,municipal general,Council,Park City Council,Pkmn35:1,Pkmn35:1,Bill Ciraco,210
2023,municipal general,Council,Park City Council,Pkmn35:1,Pkmn35:1,Bob Sertner,176
2023,municipal general,Council,Park City Council,Pkms5:1,Pkms5:1,Ed Parigian,130
2023,municipal general,Council,Park City Council,Pkms5:1,Pkms5:1,Matthew Nagie,100
2023,municipal general,Council,Park City Council,Pkms5:1,Pkms5:1,Ryan Dickey,207
2023,municipal general,Council,Park City Council,Pkms5:1,Pkms5:1,John Greenfield,60
2023,municipal general,Council,Park City Council,Pkms5:1,Pkms5:1,Bill Ciraco,137
2023,municipal general,Council,Park City Council,Pkms5:1,Pkms5:1,Bob Sertner,101
2023,municipal general,Council,Park City Council,Pros3:1,Pros3:1,Ed Parigian,81
2023,municipal general,Council,Park City Council,Pros3:1,Pros3:1,Matthew Nagie,63
2023,municipal general,Council,Park City Council,Pros3:1,Pros3:1,Ryan Dickey,92
2023,municipal general,Council,Park City Council,Pros3:1,Pros3:1,John Greenfield,44
2023,municipal general,Council,Park City Council,Pros3:1,Pros3:1,Bill Ciraco,26
2023,municipal general,Council,Park City Council,Pros3:1,Pros3:1,Bob Sertner,58
2023,municipal general,Council,Park City Council,Quar6:1,Quar6:1,Ed Parigian,187
2023,municipal general,Council,Park City Council,Quar6:1,Quar6:1,Matthew Nagie,132
2023,municipal general,Council,Park City Council,Quar6:1,Quar6:1,Ryan Dickey,252
2023,municipal general,Council,Park City Council,Quar6:1,Quar6:1,John Greenfield,55
2023,municipal general,Council,Park City Council,Quar6:1,Quar6:1,Bill Ciraco,184
2023,municipal general,Council,Park City Council,Quar6:1,Quar6:1,Bob Sertner,162
2023,municipal general,Council,Park City Council,Side33:1,Side33:1,Ed Parigian,118
2023,municipal general,Council,Park City Council,Side33:1,Side33:1,Matthew Nagie,84
2023,municipal general,Council,Park City Council,Side33:1,Side33:1,Ryan Dickey,127
2023,municipal general,Council,Park City Council,Side33:1,Side33:1,John Greenfield,61
2023,municipal general,Council,Park City Council,Side33:1,Side33:1,Bill Ciraco,44
2023,municipal general,Council,Park City Council,Side33:1,Side33:1,Bob Sertner,81
2023,municipal general,Council,Park City Council,Thay4:1,Thay4:1,Ed Parigian,134
2023,municipal general,Council,Park City Council,Thay4:1,Thay4:1,Matthew Nagie,86
2023,municipal general,Council,Park City Council,Thay4:1,Thay4:1,Ryan Dickey,157
2023,municipal general,Council,Park City Council,Thay4:1,Thay4:1,John Greenfield,50
2023,municipal general,Council,Park City Council,Thay4:1,Thay4:1,Bill Ciraco,146
2023,municipal general,Council,Park City Council,Thay4:1,Thay4:1,Bob Sertner,100
2025,municipal general,Mayor,Park City Mayor,22DVN:15,22DVN:15,Jack Rubin,374
2025,municipal general,Mayor,Park City Mayor,22DVN:15,22DVN:15,Ryan Dickey,203
2025,municipal general,Mayor,Park City Mayor,22DVS:25,22DVS:25,Jack Rubin,199
2025,municipal general,Mayor,Park City Mayor,22DVS:25,22DVS:25,Ryan Dickey,150
2025,municipal general,Mayor,Park City Mayor,22OLDN:15,22OLDN:15,Jack Rubin,87
2025,municipal general,Mayor,Park City Mayor,22OLDN:15,22OLDN:15,Ryan Dickey,122
2025,municipal general,Mayor,Park City Mayor,22OLDS:25,22OLDS:25,Jack Rubin,56
2025,municipal general,Mayor,Park City Mayor,22OLDS:25,22OLDS:25,Ryan Dickey,51
2025,municipal general,Mayor,Park City Mayor,22PKMN:15,22PKMN:15,Jack Rubin,273
2025,municipal general,Mayor,Park City Mayor,22PKMN:15,22PKMN:15,Ryan Dickey,310
2025,municipal general,Mayor,Park City Mayor,22PKMS:25,22PKMS:25,Jack Rubin,161
2025,municipal general,Mayor,Park City Mayor,22PKMS:25,22PKMS:25,Ryan Dickey,190
2025,municipal general,Mayor,Park City Mayor,22PROS:5,22PROS:5,Jack Rubin,91
2025,municipal general,Mayor,Park City Mayor,22PROS:5,22PROS:5,Ryan Dickey,118
2025,municipal general,Mayor,Park City Mayor,22QUAR:5,22QUAR:5,Jack Rubin,211
2025,municipal general,Mayor,Park City Mayor,22QUAR:5,22QUAR:5,Ryan Dickey,243
2025,municipal general,Mayor,Park City Mayor,22RNDV:5,22RNDV:5,Jack Rubin,0
2025,municipal general,Mayor,Park City Mayor,22RNDV:5,22RNDV:5,Ryan Dickey,0
2025,municipal general,Mayor,Park City Mayor,22SIDE:5,22SIDE:5,Jack Rubin,85
2025,municipal general,Mayor,Park City Mayor,22SIDE:5,22SIDE:5,Ryan Dickey,159
2025,municipal general,Mayor,Park City Mayor,22THAY:5,22THAY:5,Jack Rubin,158
2025,municipal general,Mayor,Park City Mayor,22THAY:5,22THAY:5,Ryan Dickey,160
2025,municipal general,Council,Park City Council,22DVN:15,22DVN:15,Diego Zegarra,284
2025,municipal general,Council,Park City Council,22DVN:15,22DVN:15,Jeremy Rubell,321
2025,municipal general,Council,Park City Council,22DVN:15,22DVN:15,Tana Toly,325
2025,municipal general,Council,Park City Council,22DVS:25,22DVS:25,Diego Zegarra,185
2025,municipal general,Council,Park City Council,22DVS:25,22DVS:25,Jeremy Rubell,185
2025,municipal general,Council,Park City Council,22DVS:25,22DVS:25,Tana Toly,235
2025,municipal general,Council,Park City Council,22OLDN:15,22OLDN:15,Diego Zegarra,136
2025,municipal general,Council,Park City Council,22OLDN:15,22OLDN:15,Jeremy Rubell,80
2025,municipal general,Council,Park City Council,22OLDN:15,22OLDN:15,Tana Toly,143
2025,municipal general,Council,Park City Council,22OLDS:25,22OLDS:25,Diego Zegarra,60
2025,municipal general,Council,Park City Council,22OLDS:25,22OLDS:25,Jeremy Rubell,52
2025,municipal general,Council,Park City Council,22OLDS:25,22OLDS:25,Tana Toly,74
2025,municipal general,Council,Park City Council,22PKMN:15,22PKMN:15,Diego Zegarra,330
2025,municipal general,Council,Park City Council,22PKMN:15,22PKMN:15,Jeremy Rubell,280
2025,municipal general,Council,Park City Council,22PKMN:15,22PKMN:15,Tana Toly,392
2025,municipal general,Council,Park City Council,22PKMS:25,22PKMS:25,Diego Zegarra,226
2025,municipal general,Council,Park City Council,22PKMS:25,22PKMS:25,Jeremy Rubell,131
2025,municipal general,Council,Park City Council,22PKMS:25,22PKMS:25,Tana Toly,255
2025,municipal general,Council,Park City Council,22PROS:5,22PROS:5,Diego Zegarra,137
2025,municipal general,Council,Park City Council,22PROS:5,22PROS:5,Jeremy Rubell,75
2025,municipal general,Council,Park City Council,22PROS:5,22PROS:5,Tana Toly,166
2025,municipal general,Council,Park City Council,22QUAR:5,22QUAR:5,Diego Zegarra,286
2025,municipal general,Council,Park City Council,22QUAR:5,22QUAR:5,Jeremy Rubell,179
2025,municipal general,Council,Park City Council,22QUAR:5,22QUAR:5,Tana Toly,318
2025,municipal general,Council,Park City Council,22RNDV:5,22RNDV:5,Diego Zegarra,0
2025,municipal general,Council,Park City Council,22RNDV:5,22RNDV:5,Jeremy Rubell,0
2025,municipal general,Council,Park City Council,22RNDV:5,22RNDV:5,Tana Toly,0
2025,municipal general,Council,Park City Council,22SIDE:5,22SIDE:5,Diego Zegarra,186
2025,municipal general,Council,Park City Council,22SIDE:5,22SIDE:5,Jeremy Rubell,63
2025,municipal general,Council,Park City Council,22SIDE:5,22SIDE:5,Tana Toly,212
2025,municipal general,Council,Park City Council,22THAY:5,22THAY:5,Diego Zegarra,185
2025,municipal general,Council,Park City Council,22THAY:5,22THAY:5,Jeremy Rubell,161
2025,municipal general,Council,Park City Council,22THAY:5,22THAY:5,Tana Toly,214
