candidate,office,election_year,filing_date,reporting_period,filing_type,stated_total_contributions,stated_total_expenditures,stated_beginning_balance,stated_ending_balance,itemized_contrib_sum,itemized_expend_sum,reconciles_contrib,reconciles_expend,recon_delta_contrib,recon_delta_expend,self_funded_amount,n_contrib_rows,n_expend_rows,source_filing,document_id,extraction_confidence,notes,filing_regime
J. Levi Andersen,Council,2023,2023-01-01,,summary,1565.98,1495.64,,,1565.98,1495.64,True,True,0.00,0.00,740.98,17,11,raw/2023/30766_Anderson-Combined.pdf,30766,medium,vision-transcribed(claude-sonnet-5),
John H. Thompson,Council,2023,2023-01-01,,summary,0.00,0.00,,,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/2023/30782_Thompson-Combined.pdf,30782,medium,,
Katie Matheson,Council,2023,2023-01-01,,summary,0.00,0.00,,,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/2023/30778_09-25-23-Katie-Matheson.pdf,30778,high,,
Lara Gale,Council,2023,2023-01-01,,summary,0.00,,,,0.00,407.29,True,,0.00,,0.00,0,2,raw/2023/30772_Gale-Combined.pdf,30772,low,,
Richard Hyer,Council,2023,2023-01-01,,summary,,,,,,,,,,,0.00,0,0,raw/2023/30775_Hyer-Combined.pdf,30775,low,vision-transcribed(claude-sonnet-5),
Sebastian Benitez,Council,2023,2023-01-01,,summary,1200.00,1084.00,,,1200.00,1084.00,True,True,0.00,0.00,0.00,12,3,raw/2023/30768_Benitez-Combined.pdf,30768,medium,vision-transcribed(claude-sonnet-5),
Shaun Myers,Council,2023,2023-01-01,,summary,23987.45,23191.22,,,23987.45,23191.22,True,True,0.00,0.00,15000.00,18,9,raw/2023/30779_Myers-Combined.pdf,30779,medium,vision-transcribed(claude-sonnet-5),
Steven Van Wagoner,Council,2023,2023-01-01,,summary,30086.50,26417.85,,,32616.50,26417.85,False,True,2530.00,0.00,5681.50,72,55,raw/2023/30783_Van-Wagoner-Combined.pdf,30783,low,vision-transcribed(claude-sonnet-5); contrib!=stated,
Angel Castillo,Mayor,2023,2023-01-01,,summary,28055.00,27702.60,,,28055.00,27702.60,True,True,0.00,0.00,0.00,86,69,raw/2023/30771_Castillo-Combined.pdf,30771,high,,
Bart E. Blair,Mayor,2023,2023-01-01,,summary,,7308.00,,,15575.00,13143.78,,False,,5835.78,0.00,16,18,raw/2023/30769_Blair-Combined.pdf,30769,low,vision-transcribed(claude-sonnet-5); expend!=stated,
Ben Nadolski,Mayor,2023,2023-01-01,,summary,110797.47,124694.06,,,10525.00,52322.96,False,False,-100272.47,-72371.10,0.00,16,39,raw/2023/30780_Nadolski-Combined.pdf,30780,low,"incomplete extraction: summary states $110,797.47 contributions but only $10,525.00 itemizable (corrupted text layer); incomplete extraction: summary states $124,694.06 expenditures but only $52,322.96 itemizable (corrupted text layer); contrib!=stated; expend!=stated",
Chris Barragan,Mayor,2023,2023-01-01,,summary,25018.50,15300.75,,,25018.50,15300.75,True,True,0.00,0.00,0.00,40,9,raw/2023/30767_Barragan-Combined.pdf,30767,high,,
Jon J. Greiner,Mayor,2023,2023-01-01,,summary,84596.76,83130.56,,,84596.76,83130.56,True,True,0.00,0.00,40046.76,40,44,raw/2023/30774_Greiner-Combined.pdf,30774,medium,vision-transcribed(claude-sonnet-5),
Oscar Landon Mata,Mayor,2023,2023-01-01,,summary,74567.43,73193.50,,,74567.43,73193.50,True,True,0.00,0.00,29500.00,228,212,raw/2023/30777_08-29-2023-Mata.pdf,30777,high,,
Taylor Knuth,Mayor,2023,2023-01-01,,summary,54649.13,62232.51,,,54649.13,66442.93,True,False,0.00,4210.42,0.00,172,55,raw/2023/30776_Knuth-Combined.pdf,30776,low,expend!=stated,
