date,candidate,office,election_year,filing_type,reporting_period,title,source_url,retrieved_date,format,extraction_method,path,district,source_page,matched_election_candidate,join_confidence,is_winner,placeholder
2021-01-01,Jack Barnes,Council,2021,summary,,Jack Barnes — 2021 Ogden Council At-Large A campaign financial disclosure (Combined Report of Contributions & Expenditures) (placeholder — no substantive report filed),https://www.ogdencity.com/DocumentCenter/View/17259/Financial-Report-Place-holder---Barnes,2026-07-05,scanned,tesseract OCR (pdftoppm 300dpi),raw/2021/17259_Financial-Report-Place-holder---Barnes.pdf,At-Large A,https://www.ogdencity.com/2589/2021-Elections,,none,,yes
2021-01-01,Jase Reyneveld,Council,2021,summary,,Jase Reyneveld — 2021 Ogden Council At-Large A campaign financial disclosure (Combined Report of Contributions & Expenditures) (placeholder — no substantive report filed),https://www.ogdencity.com/DocumentCenter/View/17252/Financial-Report-Place-holder---Reyneveld,2026-07-05,text,pdftotext -layout,raw/2021/17252_Financial-Report-Place-holder---Reyneveld.pdf,At-Large A,https://www.ogdencity.com/2589/2021-Elections,,none,,yes
2021-01-01,John H Thompson,Council,2021,summary,,John H Thompson — 2021 Ogden Council At-Large A campaign financial disclosure (Combined Report of Contributions & Expenditures),https://www.ogdencity.com/DocumentCenter/View/17258/Thompson-Combined,2026-07-05,scanned,tesseract OCR (pdftoppm 300dpi),raw/2021/17258_Thompson-Combined.pdf,At-Large A,https://www.ogdencity.com/2589/2021-Elections,,none,,no
2021-01-01,John Ogden,Council,2021,summary,,John Ogden — 2021 Ogden Council At-Large A campaign financial disclosure (Combined Report of Contributions & Expenditures),https://www.ogdencity.com/DocumentCenter/View/17261/Ogden-Combined,2026-07-05,scanned,tesseract OCR (pdftoppm 300dpi),raw/2021/17261_Ogden-Combined.pdf,At-Large A,https://www.ogdencity.com/2589/2021-Elections,,none,,no
2021-01-01,Ken Richey,Council,2021,summary,,Ken Richey — 2021 Ogden Council District 3 campaign financial disclosure (Combined Report of Contributions & Expenditures),https://www.ogdencity.com/DocumentCenter/View/17257/Richey-Combined,2026-07-05,scanned,tesseract OCR (pdftoppm 300dpi),raw/2021/17257_Richey-Combined.pdf,3,https://www.ogdencity.com/2589/2021-Elections,KEN RICHEY,exact,True,no
2021-01-01,Marcia L. White,Council,2021,summary,,Marcia L. White — 2021 Ogden Council At-Large A campaign financial disclosure (Combined Report of Contributions & Expenditures),https://www.ogdencity.com/DocumentCenter/View/17253/White-Combined,2026-07-05,text,pdftotext -layout,raw/2021/17253_White-Combined.pdf,At-Large A,https://www.ogdencity.com/2589/2021-Elections,MARCIA L. WHITE,exact,True,no
2021-01-01,Mary Khalaf,Council,2021,summary,,Mary Khalaf — 2021 Ogden Council District 3 campaign financial disclosure (Combined Report of Contributions & Expenditures),https://www.ogdencity.com/DocumentCenter/View/17255/Khalaf-Combined,2026-07-05,scanned,tesseract OCR (pdftoppm 300dpi),raw/2021/17255_Khalaf-Combined.pdf,3,https://www.ogdencity.com/2589/2021-Elections,,none,,no
2021-01-01,Priscilla Martinez,Council,2021,summary,,Priscilla Martinez — 2021 Ogden Council District 3 campaign financial disclosure (Combined Report of Contributions & Expenditures),https://www.ogdencity.com/DocumentCenter/View/17256/Martinez-Combined,2026-07-05,text,pdftotext -layout,raw/2021/17256_Martinez-Combined.pdf,3,https://www.ogdencity.com/2589/2021-Elections,PRISCILLA MARTINEZ,exact,False,no
2021-01-01,Sebastian Benitez,Council,2021,summary,,Sebastian Benitez — 2021 Ogden Council At-Large B campaign financial disclosure (Combined Report of Contributions & Expenditures),https://www.ogdencity.com/DocumentCenter/View/17485/Benitez-Combined,2026-07-05,scanned,tesseract OCR (pdftoppm 300dpi),raw/2021/17485_Benitez-Combined.pdf,At-Large B,https://www.ogdencity.com/2589/2021-Elections,SEBASTIAN BENITEZ,exact,False,no
2021-01-01,Thomas H. Gooch,Council,2021,summary,,Thomas H. Gooch — 2021 Ogden Council District 1 campaign financial disclosure (Combined Report of Contributions & Expenditures),https://www.ogdencity.com/DocumentCenter/View/17495/Gooch-Combined,2026-07-05,text,pdftotext -layout,raw/2021/17495_Gooch-Combined.pdf,1,https://www.ogdencity.com/2589/2021-Elections,THOMAS H. GOOCH,exact,False,no
2023-01-01,Alexander Castagno,Council,2023,summary,,Alexander Castagno — 2023 Ogden Council District 4 campaign financial disclosure (Combined Report of Contributions & Expenditures),https://www.ogdencity.com/DocumentCenter/View/30770/Castagno-Combined,2026-07-05,scanned,tesseract OCR (pdftoppm 300dpi),raw/2023/30770_Castagno-Combined.pdf,4,https://www.ogdencity.com/2048/2023-Elections,,none,,no
2023-01-01,Austin Raymond,Council,2023,summary,,Austin Raymond — 2023 Ogden Council District 4 campaign financial disclosure (Combined Report of Contributions & Expenditures),https://www.ogdencity.com/DocumentCenter/View/30781/08-29-2023-Raymond,2026-07-05,text,pdftotext -layout,raw/2023/30781_08-29-2023-Raymond.pdf,4,https://www.ogdencity.com/2048/2023-Elections,,none,,no
2023-01-01,Dave Graf,Council,2023,summary,,Dave Graf — 2023 Ogden Council District 4 campaign financial disclosure (Combined Report of Contributions & Expenditures),https://www.ogdencity.com/DocumentCenter/View/30773/Graf-Combined,2026-07-05,scanned,tesseract OCR (pdftoppm 300dpi),raw/2023/30773_Graf-Combined.pdf,4,https://www.ogdencity.com/2048/2023-Elections,DAVE GRAF,exact,True,no
2023-01-01,J. Levi Andersen,Council,2023,summary,,J. Levi Andersen — 2023 Ogden Council At-Large C campaign financial disclosure (Combined Report of Contributions & Expenditures),https://www.ogdencity.com/DocumentCenter/View/30766/Anderson-Combined,2026-07-05,scanned,tesseract OCR (pdftoppm 300dpi),raw/2023/30766_Anderson-Combined.pdf,At-Large C,https://www.ogdencity.com/2048/2023-Elections,J. LEVI ANDERSEN,exact,False,no
2023-01-01,John H. Thompson,Council,2023,summary,,John H. Thompson — 2023 Ogden Council At-Large C campaign financial disclosure (Combined Report of Contributions & Expenditures),https://www.ogdencity.com/DocumentCenter/View/30782/Thompson-Combined,2026-07-05,scanned,tesseract OCR (pdftoppm 300dpi),raw/2023/30782_Thompson-Combined.pdf,At-Large C,https://www.ogdencity.com/2048/2023-Elections,,none,,no
2023-01-01,Katie Matheson,Council,2023,summary,,Katie Matheson — 2023 Ogden Council At-Large C campaign financial disclosure (Combined Report of Contributions & Expenditures),https://www.ogdencity.com/DocumentCenter/View/30778/09-25-23-Katie-Matheson,2026-07-05,text,pdftotext -layout,raw/2023/30778_09-25-23-Katie-Matheson.pdf,At-Large C,https://www.ogdencity.com/2048/2023-Elections,,none,,no
2023-01-01,Lara Gale,Council,2023,summary,,Lara Gale — 2023 Ogden Council At-Large C campaign financial disclosure (Combined Report of Contributions & Expenditures),https://www.ogdencity.com/DocumentCenter/View/30772/Gale-Combined,2026-07-05,text,pdftotext -layout,raw/2023/30772_Gale-Combined.pdf,At-Large C,https://www.ogdencity.com/2048/2023-Elections,,none,,no
2023-01-01,Richard Hyer,Council,2023,summary,,Richard Hyer — 2023 Ogden Council District 2 campaign financial disclosure (Combined Report of Contributions & Expenditures),https://www.ogdencity.com/DocumentCenter/View/30775/Hyer-Combined,2026-07-05,scanned,tesseract OCR (pdftoppm 300dpi),raw/2023/30775_Hyer-Combined.pdf,2,https://www.ogdencity.com/2048/2023-Elections,RICHARD HYER,exact,True,no
2023-01-01,Sebastian Benitez,Council,2023,summary,,Sebastian Benitez — 2023 Ogden Council District 4 campaign financial disclosure (Combined Report of Contributions & Expenditures),https://www.ogdencity.com/DocumentCenter/View/30768/Benitez-Combined,2026-07-05,scanned,tesseract OCR (pdftoppm 300dpi),raw/2023/30768_Benitez-Combined.pdf,4,https://www.ogdencity.com/2048/2023-Elections,,none,,no
2023-01-01,Shaun Myers,Council,2023,summary,,Shaun Myers — 2023 Ogden Council At-Large C campaign financial disclosure (Combined Report of Contributions & Expenditures),https://www.ogdencity.com/DocumentCenter/View/30779/Myers-Combined,2026-07-05,scanned,tesseract OCR (pdftoppm 300dpi),raw/2023/30779_Myers-Combined.pdf,At-Large C,https://www.ogdencity.com/2048/2023-Elections,SHAUN MYERS,exact,True,no
2023-01-01,Steven Van Wagoner,Council,2023,summary,,Steven Van Wagoner — 2023 Ogden Council District 4 campaign financial disclosure (Combined Report of Contributions & Expenditures),https://www.ogdencity.com/DocumentCenter/View/30783/Van-Wagoner-Combined,2026-07-05,scanned,tesseract OCR (pdftoppm 300dpi),raw/2023/30783_Van-Wagoner-Combined.pdf,4,https://www.ogdencity.com/2048/2023-Elections,STEVEN VAN WAGONER,exact,False,no
2023-01-01,Angel Castillo,Mayor,2023,summary,,Angel Castillo — 2023 Ogden Mayor campaign financial disclosure (Combined Report of Contributions & Expenditures),https://www.ogdencity.com/DocumentCenter/View/30771/Castillo-Combined,2026-07-05,text,pdftotext -layout,raw/2023/30771_Castillo-Combined.pdf,,https://www.ogdencity.com/2048/2023-Elections,,none,,no
2023-01-01,Bart E. Blair,Mayor,2023,summary,,Bart E. Blair — 2023 Ogden Mayor campaign financial disclosure (Combined Report of Contributions & Expenditures),https://www.ogdencity.com/DocumentCenter/View/30769/Blair-Combined,2026-07-05,scanned,tesseract OCR (pdftoppm 300dpi),raw/2023/30769_Blair-Combined.pdf,,https://www.ogdencity.com/2048/2023-Elections,,none,,no
2023-01-01,Ben Nadolski,Mayor,2023,summary,,Ben Nadolski — 2023 Ogden Mayor campaign financial disclosure (Combined Report of Contributions & Expenditures),https://www.ogdencity.com/DocumentCenter/View/30780/Nadolski-Combined,2026-07-05,text,pdftotext -layout,raw/2023/30780_Nadolski-Combined.pdf,,https://www.ogdencity.com/2048/2023-Elections,BEN NADOLSKI,exact,True,no
2023-01-01,Chris Barragan,Mayor,2023,summary,,Chris Barragan — 2023 Ogden Mayor campaign financial disclosure (Combined Report of Contributions & Expenditures),https://www.ogdencity.com/DocumentCenter/View/30767/Barragan-Combined,2026-07-05,text,pdftotext -layout,raw/2023/30767_Barragan-Combined.pdf,,https://www.ogdencity.com/2048/2023-Elections,,none,,no
2023-01-01,Jon J. Greiner,Mayor,2023,summary,,Jon J. Greiner — 2023 Ogden Mayor campaign financial disclosure (Combined Report of Contributions & Expenditures),https://www.ogdencity.com/DocumentCenter/View/30774/Greiner-Combined,2026-07-05,scanned,tesseract OCR (pdftoppm 300dpi),raw/2023/30774_Greiner-Combined.pdf,,https://www.ogdencity.com/2048/2023-Elections,,none,,no
2023-01-01,Oscar Landon Mata,Mayor,2023,summary,,Oscar Landon Mata — 2023 Ogden Mayor campaign financial disclosure (Combined Report of Contributions & Expenditures),https://www.ogdencity.com/DocumentCenter/View/30777/08-29-2023-Mata,2026-07-05,text,pdftotext -layout,raw/2023/30777_08-29-2023-Mata.pdf,,https://www.ogdencity.com/2048/2023-Elections,,none,,no
2023-01-01,Taylor Knuth,Mayor,2023,summary,,Taylor Knuth — 2023 Ogden Mayor campaign financial disclosure (Combined Report of Contributions & Expenditures),https://www.ogdencity.com/DocumentCenter/View/30776/Knuth-Combined,2026-07-05,text,pdftotext -layout,raw/2023/30776_Knuth-Combined.pdf,,https://www.ogdencity.com/2048/2023-Elections,TAYLOR KNUTH,exact,False,no
