motion_id,meeting_id,body_id,motion_no,motion_text,motion_type,result_raw,outcome,stage,recommendation,disposition,disposition_method,disposition_confidence,application_id,app_match_method,app_confidence,mover_person_id,seconder_person_id,names_recorded,source_file,provenance
35,9,1,1,"approve the April 21, 2020 minutes as amended and approve tonight’s agenda",Procedural/Administrative,Carried (no names),Pass,council_vote,,procedural,keyword,high,,,,10,23,0,meeting_minutes/minutes/2020/2020-05-04/2020-05-05_city-council-meeting.md,minutes
36,9,1,2,approve Resolution 20-13 as presented,Budget Amendment,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,10,23,1,meeting_minutes/minutes/2020/2020-05-04/2020-05-05_city-council-meeting.md,minutes
37,9,1,3,adopt Ordinance 20-09 as presented,Land-Use/Zoning,5-0 Pass,Pass,council_vote,,approve,keyword,high,3,singleton,high,10,15,1,meeting_minutes/minutes/2020/2020-05-04/2020-05-05_city-council-meeting.md,minutes
38,9,1,4,adopt Ordinance 20-10 as presented,Ordinance,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,23,10,1,meeting_minutes/minutes/2020/2020-05-04/2020-05-05_city-council-meeting.md,minutes
39,9,1,5,adopt Ordinance 20-11 as presented,Ordinance,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,10,15,1,meeting_minutes/minutes/2020/2020-05-04/2020-05-05_city-council-meeting.md,minutes
40,9,1,6,approve Resolution 20-15 as presented,Resolution,4-0-1abs Pass,Pass,council_vote,,approve,keyword,high,,,,8,10,1,meeting_minutes/minutes/2020/2020-05-04/2020-05-05_city-council-meeting.md,minutes
41,9,1,7,adjourn to a Closed Session as presented,Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,8,10,1,meeting_minutes/minutes/2020/2020-05-04/2020-05-05_city-council-meeting.md,minutes
42,10,1,1,"approve the May 5, 2020 minutes as amended and approve tonight’s agenda",Procedural/Administrative,Carried (no names),Pass,council_vote,,procedural,keyword,high,,,,23,10,0,meeting_minutes/minutes/2020/2020-05-18/2020-05-19_city-council-meeting.md,minutes
43,11,1,1,"approve the May 19, 2020 minutes as presented and approve tonight’s agenda",Procedural/Administrative,Carried unanimously (no names),Pass,council_vote,,procedural,keyword,high,,,,23,15,0,meeting_minutes/minutes/2020/2020-06-01/2020-06-02_city-council-meeting.md,minutes
44,11,1,2,approve ratification of Daniel R. Ferris P.E. as presented,Appointment,Carried (no names),Pass,council_vote,,approve,keyword,high,,,,23,8,0,meeting_minutes/minutes/2020/2020-06-01/2020-06-02_city-council-meeting.md,minutes
45,11,1,3,approve Resolution 20-21 as presented,Resolution,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,,,,23,10,0,meeting_minutes/minutes/2020/2020-06-01/2020-06-02_city-council-meeting.md,minutes
46,11,1,4,approve Resolution 20-14 as presented,Resolution,4-1 Pass (no names),Pass,council_vote,,approve,keyword,high,,,,8,10,0,meeting_minutes/minutes/2020/2020-06-01/2020-06-02_city-council-meeting.md,minutes
47,12,1,1,"approve the June 2, 2020 minutes as presented and approve tonight’s agenda",Procedural/Administrative,Carried unanimously (no names),Pass,council_vote,,procedural,keyword,high,,,,8,23,0,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md,minutes
48,12,1,2,adopt Ordinance 20-14 as presented,Ordinance,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,,,,23,10,0,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md,minutes
49,12,1,3,"amend Ordinance 20-13 that the division may grant consent to a State license based on one license per 12,500 population",Ordinance,3-2 Fail (no names),Fail,council_vote,,approve,keyword,high,,,,10,23,0,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md,minutes
50,12,1,4,"amend Ordinance 20-13 that the division may grant consent to a State license based on two licenses per 10,000 population",Ordinance,4-1 Pass (no names),Pass,council_vote,,approve,keyword,high,,,,8,15,0,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md,minutes
51,12,1,5,approve Resolution 20-23 as presented,Budget Amendment,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,,,,23,8,0,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md,minutes
52,12,1,6,approve Resolution 20-24 as presented,Resolution,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,,,,8,23,0,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md,minutes
53,12,1,7,approve Resolution 20-18 as presented,Resolution,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,,,,10,15,0,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md,minutes
54,12,1,8,approve Resolution 20-16 as presented,Resolution,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,,,,23,10,0,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md,minutes
55,12,1,9,approve Resolution 20-17 as presented,Resolution,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,,,,10,8,0,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md,minutes
56,12,1,10,approve Resolution 20-19 as presented,Resolution,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,,,,10,23,0,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md,minutes
57,13,3,1,approve Resolution 20-20 RDA as presented,Resolution,Carried (no names),Pass,rda_vote,,approve,keyword,high,4,singleton,high,8,15,0,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_redevelopment-agency-meeting.md,minutes
58,14,1,1,"approve the June 16, 2020 minutes as presented and approve tonight’s agenda",Procedural/Administrative,Carried unanimously (no names),Pass,council_vote,,procedural,keyword,high,,,,10,15,0,meeting_minutes/minutes/2020/2020-07-06/2020-07-07_city-council-meeting.md,minutes
59,14,1,2,deny Ordinance 20-06 as presented,Land-Use/Zoning,Carried unanimously (no names),Pass,council_vote,,deny,keyword,high,5,singleton,high,8,10,0,meeting_minutes/minutes/2020/2020-07-06/2020-07-07_city-council-meeting.md,minutes
60,14,1,3,approve Resolution 20-22 as presented,Resolution,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,,,,23,8,0,meeting_minutes/minutes/2020/2020-07-06/2020-07-07_city-council-meeting.md,minutes
61,14,1,4,adopt Ordinance 20-17 as presented,Ordinance,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,,,,8,23,0,meeting_minutes/minutes/2020/2020-07-06/2020-07-07_city-council-meeting.md,minutes
62,14,1,5,approve Resolution 20-28 as presented,Resolution,4-1 Pass (no names),Pass,council_vote,,approve,keyword,high,,,,8,15,0,meeting_minutes/minutes/2020/2020-07-06/2020-07-07_city-council-meeting.md,minutes
63,15,1,1,"approve the July 7, 2020 minutes as presented and approve tonight’s agenda",Procedural/Administrative,Carried unanimously (no names),Pass,council_vote,,procedural,keyword,high,,,,10,8,0,meeting_minutes/minutes/2020/2020-07-20/2020-07-21_city-council-meeting.md,minutes
64,15,1,2,approve Resolution 20-26 as presented,Budget Amendment,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,,,,23,10,0,meeting_minutes/minutes/2020/2020-07-20/2020-07-21_city-council-meeting.md,minutes
65,15,1,3,approve Resolution 20-29 as presented,Resolution,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,,,,10,8,0,meeting_minutes/minutes/2020/2020-07-20/2020-07-21_city-council-meeting.md,minutes
66,15,1,4,adopt Ordinance 20-16 as presented,Ordinance,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,,,,10,15,0,meeting_minutes/minutes/2020/2020-07-20/2020-07-21_city-council-meeting.md,minutes
67,15,1,5,approve Resolution 20-25 as presented,Resolution,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,,,,10,23,0,meeting_minutes/minutes/2020/2020-07-20/2020-07-21_city-council-meeting.md,minutes
68,15,1,6,adopt Ordinance 20-15 as presented,Land-Use/Zoning,3-2 Pass (no names),Pass,council_vote,,approve,keyword,high,6,singleton,high,23,15,0,meeting_minutes/minutes/2020/2020-07-20/2020-07-21_city-council-meeting.md,minutes
69,15,1,7,adopt Ordinance 20-04 as amended,Land-Use/Zoning,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,7,singleton,high,15,23,0,meeting_minutes/minutes/2020/2020-07-20/2020-07-21_city-council-meeting.md,minutes
70,16,3,1,approve Resolution 20-27 RDA as presented,Resolution,3-1 Pass (no names),Pass,rda_vote,,approve,keyword,high,8,singleton,high,8,23,0,meeting_minutes/minutes/2020/2020-07-20/2020-07-21_redevelopment-agency-meeting.md,minutes
71,17,1,1,"approve the July 7, 2020 minutes as presented and approve tonight’s agenda",Procedural/Administrative,Carried unanimously (no names),Pass,council_vote,,procedural,keyword,high,,,,8,10,0,meeting_minutes/minutes/2020/2020-08-03/2020-08-04_city-council-meeting.md,minutes
72,17,1,2,approve ratification of Steven E. Harris as presented,Appointment,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,,,,23,8,0,meeting_minutes/minutes/2020/2020-08-03/2020-08-04_city-council-meeting.md,minutes
73,17,1,3,approve Resolution 20-30 as presented,Budget Amendment,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,,,,10,8,0,meeting_minutes/minutes/2020/2020-08-03/2020-08-04_city-council-meeting.md,minutes
74,17,1,4,deny Ordinance 20-18 as presented,Ordinance,Carried unanimously (no names),Pass,council_vote,,deny,keyword,high,,,,8,10,0,meeting_minutes/minutes/2020/2020-08-03/2020-08-04_city-council-meeting.md,minutes
75,17,1,5,deny Ordinance 20-19 as presented,Land-Use/Zoning,Carried unanimously (no names),Pass,council_vote,,deny,keyword,high,9,singleton,high,10,8,0,meeting_minutes/minutes/2020/2020-08-03/2020-08-04_city-council-meeting.md,minutes
76,17,1,6,approve Ordinance 20-20 as amended,Ordinance,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,,,,8,15,0,meeting_minutes/minutes/2020/2020-08-03/2020-08-04_city-council-meeting.md,minutes
77,17,1,7,approve Ordinance 20-21 as presented,Land-Use/Zoning,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,10,singleton,high,8,10,0,meeting_minutes/minutes/2020/2020-08-03/2020-08-04_city-council-meeting.md,minutes
78,17,1,8,approve Ordinance 20-22 as presented,Ordinance,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,,,,23,15,0,meeting_minutes/minutes/2020/2020-08-03/2020-08-04_city-council-meeting.md,minutes
79,17,1,9,approve Ordinance 20-23 as presented,Ordinance,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,,,,23,10,0,meeting_minutes/minutes/2020/2020-08-03/2020-08-04_city-council-meeting.md,minutes
80,17,1,10,approve Ordinance 20-24 as presented,Land-Use/Zoning,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,11,singleton,high,8,10,0,meeting_minutes/minutes/2020/2020-08-03/2020-08-04_city-council-meeting.md,minutes
81,18,3,1,approve Resolution 20-31 RDA as presented,Resolution,Carried (no names),Pass,rda_vote,,approve,keyword,high,12,singleton,high,10,15,0,meeting_minutes/minutes/2020/2020-08-03/2020-08-04_redevelopment-agency-meeting.md,minutes
82,19,1,1,"approve the August 4, 2020 minutes as presented and approve tonight’s agenda",Procedural/Administrative,Carried unanimously (no names),Pass,council_vote,,procedural,keyword,high,,,,8,23,0,meeting_minutes/minutes/2020/2020-08-17/2020-08-18_city-council-meeting.md,minutes
83,19,1,2,"approve Resolution 20-37 as presented. This resolution takes effect August 31, 2020 and will expire at 11:59 p.m. on October 15, 2020 unless otherwise determined by the Municipal Council",Resolution,4-1 Pass (no names),Pass,council_vote,,approve,keyword,high,,,,10,15,1,meeting_minutes/minutes/2020/2020-08-17/2020-08-18_city-council-meeting.md,minutes
84,19,1,3,approve Resolution 20-32 as presented,Budget Amendment,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,,,,23,10,0,meeting_minutes/minutes/2020/2020-08-17/2020-08-18_city-council-meeting.md,minutes
85,19,1,4,deny Resolution 20-33 as presented to withdraw,Resolution,Failed (no second),Died,council_vote,,deny,keyword,high,,,,,,0,meeting_minutes/minutes/2020/2020-08-17/2020-08-18_city-council-meeting.md,minutes
86,19,1,5,approve Resolution 20-33 as presented to withdraw,Resolution,4-1 Pass (no names),Pass,council_vote,,approve,keyword,high,,,,23,15,0,meeting_minutes/minutes/2020/2020-08-17/2020-08-18_city-council-meeting.md,minutes
87,20,1,1,"approve the August 18, 2020 minutes as presented and approve tonight’s agenda",Procedural/Administrative,Carried unanimously (no names),Pass,council_vote,,procedural,keyword,high,,,,10,23,0,meeting_minutes/minutes/2020/2020-08-31/2020-09-01_city-council-meeting.md,minutes
88,20,1,2,approve Resolution 20-41 as presented,Resolution,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,,,,8,10,0,meeting_minutes/minutes/2020/2020-08-31/2020-09-01_city-council-meeting.md,minutes
89,20,1,3,approve Resolution 20-34 as presented,Budget Amendment,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,,,,23,10,0,meeting_minutes/minutes/2020/2020-08-31/2020-09-01_city-council-meeting.md,minutes
90,20,1,4,approve Resolution 20-35 as presented,Resolution,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,,,,10,8,0,meeting_minutes/minutes/2020/2020-08-31/2020-09-01_city-council-meeting.md,minutes
91,21,3,1,approve Resolution 20-36 RDA as presented,Resolution,Carried unanimously (no names),Pass,rda_vote,,approve,keyword,high,13,singleton,high,8,23,0,meeting_minutes/minutes/2020/2020-08-31/2020-09-01_redevelopment-agency-meeting.md,minutes
92,22,1,1,"approve the September 1, 2020 minutes as presented and approve tonight’s agenda",Procedural/Administrative,Carried unanimously (no names),Pass,council_vote,,procedural,keyword,high,,,,10,15,0,meeting_minutes/minutes/2020/2020-09-14/2020-09-15_city-council-meeting.md,minutes
93,22,1,2,approve ratification of Jeff Miller and Bill Peterson as presented,Appointment,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,,,,8,,0,meeting_minutes/minutes/2020/2020-09-14/2020-09-15_city-council-meeting.md,minutes
94,22,1,3,approve Resolution 20-40 as presented,Budget Amendment,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,,,,8,10,0,meeting_minutes/minutes/2020/2020-09-14/2020-09-15_city-council-meeting.md,minutes
95,22,1,4,adopt Ordinance 20-26 as presented,Ordinance,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,,,,15,8,0,meeting_minutes/minutes/2020/2020-09-14/2020-09-15_city-council-meeting.md,minutes
96,22,1,5,"continue Ordinance 20-25 to the November 3, 2020 Council meeting as a workshop item as presented",Procedural/Administrative,Carried unanimously (no names),Pass,council_vote,,continue,keyword,high,,,,8,15,0,meeting_minutes/minutes/2020/2020-09-14/2020-09-15_city-council-meeting.md,minutes
97,23,3,1,approve Resolution 20-39 RDA as presented,Resolution,Carried (no names),Pass,rda_vote,,approve,keyword,high,14,singleton,high,8,10,0,meeting_minutes/minutes/2020/2020-09-14/2020-09-15_redevelopment-agency-meeting.md,minutes
98,23,3,2,approve Resolution 20-38 RDA as presented,Resolution,Carried (no names),Pass,rda_vote,,approve,keyword,high,15,singleton,high,8,10,0,meeting_minutes/minutes/2020/2020-09-14/2020-09-15_redevelopment-agency-meeting.md,minutes
99,24,1,1,"approve the September 15, 2020 minutes as presented and approve tonight’s agenda",Procedural/Administrative,Carried unanimously (no names),Pass,council_vote,,procedural,keyword,high,,,,8,23,0,meeting_minutes/minutes/2020/2020-10-05/2020-10-06_city-council-meeting.md,minutes
100,24,1,2,approve Resolution 20-42 as presented,Resolution,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,,,,15,8,0,meeting_minutes/minutes/2020/2020-10-05/2020-10-06_city-council-meeting.md,minutes
101,24,1,3,adopt Ordinance 20-27 as presented,Land-Use/Zoning,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,16,singleton,high,23,15,0,meeting_minutes/minutes/2020/2020-10-05/2020-10-06_city-council-meeting.md,minutes
102,24,1,4,approve Resolution 20-43 as presented,Resolution,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,,,,8,23,0,meeting_minutes/minutes/2020/2020-10-05/2020-10-06_city-council-meeting.md,minutes
103,24,1,5,approve Resolution 20-44 and approve two full time employees as presented,Resolution,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,,,,23,15,0,meeting_minutes/minutes/2020/2020-10-05/2020-10-06_city-council-meeting.md,minutes
104,24,1,6,adopt Ordinance 20-28 as presented,Ordinance,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,,,,8,15,0,meeting_minutes/minutes/2020/2020-10-05/2020-10-06_city-council-meeting.md,minutes
105,25,1,1,"approve the October 6, 2020 minutes as presented and approve tonight’s agenda",Procedural/Administrative,Carried unanimously (no names),Pass,council_vote,,procedural,keyword,high,,,,8,23,0,meeting_minutes/minutes/2020/2020-10-19/2020-10-20_city-council-meeting.md,minutes
106,25,1,2,approve Resolution 20-45 as presented,Resolution,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,,,,23,15,0,meeting_minutes/minutes/2020/2020-10-19/2020-10-20_city-council-meeting.md,minutes
107,26,1,1,"approve the October 20, 2020 minutes as presented and approve tonight’s agenda",Procedural/Administrative,Carried unanimously (no names),Pass,council_vote,,procedural,keyword,high,,,,8,15,0,meeting_minutes/minutes/2020/2020-11-02/2020-11-03_city-council-meeting.md,minutes
108,26,1,2,approve Resolution 20-46 as presented,Budget Amendment,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,,,,15,8,0,meeting_minutes/minutes/2020/2020-11-02/2020-11-03_city-council-meeting.md,minutes
109,26,1,3,adopt Ordinance 20-29 as presented,Ordinance,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,,,,23,15,0,meeting_minutes/minutes/2020/2020-11-02/2020-11-03_city-council-meeting.md,minutes
110,27,1,1,"approve the November 3, 2020 minutes as presented and approve tonight’s agenda",Procedural/Administrative,Carried unanimously (no names),Pass,council_vote,,procedural,keyword,high,,,,23,15,0,meeting_minutes/minutes/2020/2020-11-16/2020-11-17_city-council-meeting.md,minutes
111,27,1,2,approve Resolution 20-47 as presented,Resolution,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,,,,23,8,0,meeting_minutes/minutes/2020/2020-11-16/2020-11-17_city-council-meeting.md,minutes
112,27,1,3,deny Ordinance 20-30 as presented,Ordinance,Carried unanimously (no names),Pass,council_vote,,deny,keyword,high,,,,8,23,0,meeting_minutes/minutes/2020/2020-11-16/2020-11-17_city-council-meeting.md,minutes
113,27,1,4,"continue Ordinance 20-25 to the February 2, 2021 Council meeting as presented",Procedural/Administrative,Carried unanimously (no names),Pass,council_vote,,continue,keyword,high,,,,23,15,0,meeting_minutes/minutes/2020/2020-11-16/2020-11-17_city-council-meeting.md,minutes
114,28,1,1,"approve the November 17, 2020 minutes as presented and approve tonight’s agenda",Procedural/Administrative,Carried unanimously (no names),Pass,council_vote,,procedural,keyword,high,,,,8,15,0,meeting_minutes/minutes/2020/2020-11-30/2020-12-01_city-council-meeting.md,minutes
115,28,1,2,approve ratification of Cody Hansen and Rachel A. Behm as presented,Appointment,Carried unanimously (no names),Pass,council_vote,,approve,keyword,high,,,,23,8,0,meeting_minutes/minutes/2020/2020-11-30/2020-12-01_city-council-meeting.md,minutes
