date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,source,pmn_body,notice_url,bytes,sha256,doc_class,fetch_status,text_path,text_chars
2020-09-17,200917_EmigrationTPC_Packet.pdf,PlanningCommission,,supporting_docs,https://www.utah.gov/pmn/files/639367.pdf,2026-07-14,text,pdftotext -layout,raw/2020-09-17/639367_200917_EmigrationTPC_Packet.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/626829.html,3811363,c1041d007356e9de,,,,
2020-09-24,09-24-20 Combined Files.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/641521.pdf,2026-07-14,text,pdftotext -layout,raw/2020-09-24/641521_09-24-20_Combined_Files.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/630635.html,9137740,ee9b4d5654bbca0c,,,,
2020-10-15,201015_EmigrationTPC_Packet.pdf,PlanningCommission,,supporting_docs,https://www.utah.gov/pmn/files/646351.pdf,2026-07-14,text,pdftotext -layout,raw/2020-10-15/646351_201015_EmigrationTPC_Packet.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/633579.html,952713,939256b53abb0b84,,,,
2020-10-28,201028_EmigrationLHO_Packet.pdf,PlanningCommission,,supporting_docs,https://www.utah.gov/pmn/files/650823.pdf,2026-07-14,text,pdftotext -layout,raw/2020-10-28/650823_201028_EmigrationLHO_Packet.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/634743.html,12119873,83a7d29d32ffd11b,,,,
2020-11-19,201119_EmigrationTPC_Packet.pdf,PlanningCommission,,supporting_docs,https://www.utah.gov/pmn/files/659103.pdf,2026-07-14,text,pdftotext -layout,raw/2020-11-19/659103_201119_EmigrationTPC_Packet.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/638927.html,892319,71504e32f15534ea,,,,
2020-11-19,Appendix_A-J_reduced.pdf,PlanningCommission,,supporting_docs,https://www.utah.gov/pmn/files/656139.pdf,2026-07-14,text,pdftotext -layout,raw/2020-11-19/656139_Appendix_A-J_reduced.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/638927.html,80681947,fa8f0a2ffb804274,,,,
2020-11-19,Draft_2020_Emigration_Canyon_GP_11-7-20_with_Appendix_Reduced_size.pdf,PlanningCommission,,supporting_docs,https://www.utah.gov/pmn/files/656137.pdf,2026-07-14,text,pdftotext -layout,raw/2020-11-19/656137_Draft_2020_Emigration_Canyon_GP_11-7-20_with_Appendix_Reduced_size.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/638927.html,106579414,ec121db99783353c,,,,
2020-12-17,201217_EmigrationTPC_Packet.pdf,PlanningCommission,,supporting_docs,https://www.utah.gov/pmn/files/668501.pdf,2026-07-14,text,pdftotext -layout,raw/2020-12-17/668501_201217_EmigrationTPC_Packet.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/643995.html,835998,d2002a3670a960ae,,,,
2021-01-14,210114_EmigrationTPC_Packet.pdf,PlanningCommission,,supporting_docs,https://www.utah.gov/pmn/files/674163.pdf,2026-07-14,text,pdftotext -layout,raw/2021-01-14/674163_210114_EmigrationTPC_Packet.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/648323.html,1042586,d4d440b683774b66,,,,
2021-03-04,EC Metro Working Metting 03-04-21.pdf,PlanningCommission,,supporting_docs,https://www.utah.gov/pmn/files/692673.pdf,2026-07-14,text,pdftotext -layout,raw/2021-03-04/692673_EC_Metro_Working_Metting_03-04-21.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/661855.html,141368,c9f42ae6f6eccd7a,,,,
2021-03-15,210315_EmigrationLHO_Packet.pdf,PlanningCommission,,supporting_docs,https://www.utah.gov/pmn/files/695381.pdf,2026-07-14,text,pdftotext -layout,raw/2021-03-15/695381_210315_EmigrationLHO_Packet.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/661519.html,4135897,fb2de8373eb39d67,,,,
2021-03-15,PER2020-000109.. existing conditions Pulins.pdf,PlanningCommission,,supporting_docs,https://www.utah.gov/pmn/files/692029.pdf,2026-07-14,text,pdftotext -layout,raw/2021-03-15/692029_PER2020-000109.._existing_conditions_Pulins.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/661519.html,718559,099e38582627c726,,,,
2021-03-15,PER2020-000109..Pulins proposed Site Plan 1.29.21.pdf,PlanningCommission,,supporting_docs,https://www.utah.gov/pmn/files/692031.pdf,2026-07-14,scanned,none (image-only PDF; vision/OCR to read),raw/2021-03-15/692031_PER2020-000109..Pulins_proposed_Site_Plan_1.29.21.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/661519.html,842700,0cdf4c9c338b6e83,,,,
2021-03-16,03-16-21.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/696423.pdf,2026-07-14,text,pdftotext -layout,raw/2021-03-16/696423_03-16-21.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/663959.html,140518,28be54df3f3f44d1,,,,
2021-03-16,EC Metro Working Metting 03-16-21.pdf,PlanningCommission,,supporting_docs,https://www.utah.gov/pmn/files/696859.pdf,2026-07-14,text,pdftotext -layout,raw/2021-03-16/696859_EC_Metro_Working_Metting_03-16-21.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/664227.html,140775,2c600bf9cdcbb138,,,,
2021-05-10,Design-Build Renovation of existing historic WPA Restroom at the Pinecrest Junction in Emigration Canyon.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/716529.pdf,2026-07-14,text,pdftotext -layout,raw/2021-05-10/716529_Design-Build_Renovation_of_existing_historic_WPA_Restroom_at_the_Pinecrest_Junction_in_Emigration_Ca.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/675905.html,12571630,11ff9a8599a3a321,,,,
2021-06-08,2021 Metro Township Candidates.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/727505.pdf,2026-07-14,text,pdftotext -layout,raw/2021-06-08/727505_2021_Metro_Township_Candidates.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/682891.html,451085,0709e39c7b20413b,,,,
2021-08-23,4 - mayor_septicsmart-week-proclamation-template.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/752703.pdf,2026-07-14,text,pdftotext -layout,raw/2021-08-23/752703_4_-_mayor_septicsmart-week-proclamation-template.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/698389.html,143930,2f166823f7ff5ed9,,,,
2021-08-23,6.2 - UPD Emigration Canyon Monthly Report 07-21.docx,Council,,supporting_docs,https://www.utah.gov/pmn/files/752705.docx,2026-07-14,text,none (docx raw retained),raw/2021-08-23/752705_6.2_-_UPD_Emigration_Canyon_Monthly_Report_07-21.docx,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/698389.html,44139,5e412675e752c046,,,,
2021-08-23,6.3 - UFA August Report.docx,Council,,supporting_docs,https://www.utah.gov/pmn/files/752707.docx,2026-07-14,text,none (docx raw retained),raw/2021-08-23/752707_6.3_-_UFA_August_Report.docx,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/698389.html,102759,b6d5b7b0fa3a5144,,,,
2021-08-23,7.1 - Resolution to Cancel Election ECMT 8.24.21.docx,Council,,supporting_docs,https://www.utah.gov/pmn/files/752709.docx,2026-07-14,text,none (docx raw retained),raw/2021-08-23/752709_7.1_-_Resolution_to_Cancel_Election_ECMT_8.24.21.docx,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/698389.html,17474,1a33f4f62bf1bc84,,,,
2021-08-23,7.2 - Letter Emigration Cayon signed.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/752711.pdf,2026-07-14,scanned,none (image-only PDF; vision/OCR to read),raw/2021-08-23/752711_7.2_-_Letter_Emigration_Cayon_signed.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/698389.html,703675,19525dec70841556,,,,
2021-08-23,7.2 - Report on 2022 tax increase_bk edits.docx,Council,,supporting_docs,https://www.utah.gov/pmn/files/752713.docx,2026-07-14,text,none (docx raw retained),raw/2021-08-23/752713_7.2_-_Report_on_2022_tax_increase_bk_edits.docx,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/698389.html,80117,96a6c4ad7766e11f,,,,
2021-08-23,7.2 - Resolution of Emigration Canyon 2022 tax increase.docx,Council,,supporting_docs,https://www.utah.gov/pmn/files/752715.docx,2026-07-14,text,none (docx raw retained),raw/2021-08-23/752715_7.2_-_Resolution_of_Emigration_Canyon_2022_tax_increase.docx,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/698389.html,19177,c5c84e00acd1ca93,,,,
2021-08-23,7.9 - 05-25-21.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/752719.pdf,2026-07-14,text,pdftotext -layout,raw/2021-08-23/752719_7.9_-_05-25-21.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/698389.html,185654,b39f81c644fdf09a,,,,
2021-08-23,8.2 - 2nd quarter report 2021 Emigration.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/752721.pdf,2026-07-14,text,pdftotext -layout,raw/2021-08-23/752721_8.2_-_2nd_quarter_report_2021_Emigration.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/698389.html,2149269,ce4b4ce3c5e64868,,,,
2021-09-16,210916_EmigrationPC_Packet.pdf,PlanningCommission,,supporting_docs,https://www.utah.gov/pmn/files/757761.pdf,2026-07-14,text,pdftotext -layout,raw/2021-09-16/757761_210916_EmigrationPC_Packet.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/700335.html,1781506,012ce0d35aefd904,,,,
2021-09-16,Emigration Canyon ADU Ordinance 7.2.21 .pdf,PlanningCommission,,supporting_docs,https://www.utah.gov/pmn/files/755825.pdf,2026-07-14,text,pdftotext -layout,raw/2021-09-16/755825_Emigration_Canyon_ADU_Ordinance_7.2.21.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/700335.html,149211,f9b9edbd24e79b3c,,,,
2021-09-16,Memo re Legislative Update on Accessory Dwelling Units (2021-07-14) (GR022-006).pdf,PlanningCommission,,supporting_docs,https://www.utah.gov/pmn/files/755827.pdf,2026-07-14,text,pdftotext -layout,raw/2021-09-16/755827_Memo_re_Legislative_Update_on_Accessory_Dwelling_Units_2021-07-14_GR022-006.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/700335.html,107828,c08838bc06aaba87,,,,
2021-09-28,Agenda & Packet Combined.pdf,Council,,full_packet,https://www.utah.gov/pmn/files/764419.pdf,2026-07-14,text,pdftotext -layout,raw/2021-09-28/764419_Agenda_Packet_Combined.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/705419.html,2774517,74c8b2ff643e47ef,,,,
2021-09-28,Ordinance 2021-09-02.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/773225.pdf,2026-07-14,text,pdftotext -layout,raw/2021-09-28/773225_Ordinance_2021-09-02.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/710933.html,590181,b8c4984fc8e70011,,,,
2021-11-16,11-16-2021 Emigration Canyon Packet.pdf,Council,,full_packet,https://www.utah.gov/pmn/files/781987.pdf,2026-07-14,text,pdftotext -layout,raw/2021-11-16/781987_11-16-2021_Emigration_Canyon_Packet.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/716039.html,4080618,1e3f22092fa32b44,,,,
2021-11-16,Budget adjustment Emigration Canyon CARES.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/779025.pdf,2026-07-14,text,pdftotext -layout,raw/2021-11-16/779025_Budget_adjustment_Emigration_Canyon_CARES.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/714311.html,112329,a51c2072afa52f34,,,,
2021-11-16,Emigration Canyon 2022 proposed expense budget.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/779027.pdf,2026-07-14,text,pdftotext -layout,raw/2021-11-16/779027_Emigration_Canyon_2022_proposed_expense_budget.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/714311.html,455585,dc783c8bbf03ec7f,,,,
2022-01-25,01-25-22 Complete Packet.pdf,Council,,full_packet,https://www.utah.gov/pmn/files/805789.pdf,2026-07-14,text,pdftotext -layout,raw/2022-01-25/805789_01-25-22_Complete_Packet.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/731269.html,532602,d1acb7ecc00482af,,,,
2022-01-25,Ordinance 2022-01-01.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/820805.pdf,2026-07-14,text,pdftotext -layout,raw/2022-01-25/820805_Ordinance_2022-01-01.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/739993.html,188189,98c7b6700cd3b561,,,,
2022-02-22,02-22-22.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/816781.pdf,2026-07-14,text,pdftotext -layout,raw/2022-02-22/816781_02-22-22.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/737619.html,164726,a5c577379c12d9b2,,,,
2022-02-22,Backup combined.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/816783.pdf,2026-07-14,text,pdftotext -layout,raw/2022-02-22/816783_Backup_combined.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/737619.html,56737607,5cdade72d724eeba,,,,
2022-03-22,03-22-22.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/827711.pdf,2026-07-14,text,pdftotext -layout,raw/2022-03-22/827711_03-22-22.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/743839.html,168096,29e5ac61202c67ed,,,,
2022-03-22,6.1 - EMIGRATION WPA-DD1-03012922.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/827713.pdf,2026-07-14,text,pdftotext -layout,raw/2022-03-22/827713_6.1_-_EMIGRATION_WPA-DD1-03012922.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/743839.html,334605,65276ea417436fc3,,,,
2022-03-22,6.1 - EMIGRATION WPA-DD2-03012922.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/827715.pdf,2026-07-14,text,pdftotext -layout,raw/2022-03-22/827715_6.1_-_EMIGRATION_WPA-DD2-03012922.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/743839.html,277152,6ddfa0f8b659f3e8,,,,
2022-03-22,6.1 - EMIGRATION WPA-DD3-03012922.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/827717.pdf,2026-07-14,text,pdftotext -layout,raw/2022-03-22/827717_6.1_-_EMIGRATION_WPA-DD3-03012922.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/743839.html,282079,717252fee04f059f,,,,
2022-03-22,6.1 - EMIGRATION WPA-DD4-03012922.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/827719.pdf,2026-07-14,text,pdftotext -layout,raw/2022-03-22/827719_6.1_-_EMIGRATION_WPA-DD4-03012922.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/743839.html,436861,52bdbdcf1d81100e,,,,
2022-03-22,6.2 - 2022 Child Abuse Prevention Month Proclamation.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/827417.pdf,2026-07-14,text,pdftotext -layout,raw/2022-03-22/827417_6.2_-_2022_Child_Abuse_Prevention_Month_Proclamation.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/743839.html,66256,33b4155797c68033,,,,
2022-03-22,6.3 - 2022 General Plan - Staff Recommendation.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/827419.pdf,2026-07-14,text,pdftotext -layout,raw/2022-03-22/827419_6.3_-_2022_General_Plan_-_Staff_Recommendation.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/743839.html,382271,b88581f7b033c5a7,,,,
2022-03-22,6.3 - General Plan Ordinance No. 2022-03-01.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/827421.pdf,2026-07-14,text,pdftotext -layout,raw/2022-03-22/827421_6.3_-_General_Plan_Ordinance_No._2022-03-01.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/743839.html,144456,e8ba6d357fda16eb,plan_amendment,ok,text/827421_6.3_-_General_Plan_Ordinance_No._2022-03-01.txt,5542
2022-03-22,6.4 - Ordinance Adopting WUI ECMT.docx,Council,,supporting_docs,https://www.utah.gov/pmn/files/828159.docx,2026-07-14,text,none (docx raw retained),raw/2022-03-22/828159_6.4_-_Ordinance_Adopting_WUI_ECMT.docx,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/743839.html,38157,f96657aef2be64eb,,,,
2022-03-22,6.4 - WildlandSubmittalGuide.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/828161.pdf,2026-07-14,text,pdftotext -layout,raw/2022-03-22/828161_6.4_-_WildlandSubmittalGuide.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/743839.html,1877636,98061ec7924efa52,,,,
2022-03-22,6.4 - wildland-urban-interface-code 2006.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/828163.pdf,2026-07-14,text,pdftotext -layout,raw/2022-03-22/828163_6.4_-_wildland-urban-interface-code_2006.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/743839.html,392435,c51a07939303e303,,,,
2022-03-22,7.2 - UPD Emigration Canyon Monthly Report 02-2022.docx,Council,,supporting_docs,https://www.utah.gov/pmn/files/827425.docx,2026-07-14,text,none (docx raw retained),raw/2022-03-22/827425_7.2_-_UPD_Emigration_Canyon_Monthly_Report_02-2022.docx,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/743839.html,43684,1d9afd5a845d0035,,,,
2022-03-22,7.2 - UPD Monthly Report Map for Emigration Canyon.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/827427.pdf,2026-07-14,text,pdftotext -layout,raw/2022-03-22/827427_7.2_-_UPD_Monthly_Report_Map_for_Emigration_Canyon.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/743839.html,221840,041bbeb400f855f3,,,,
2022-03-22,7.3 - UFA March 2022 Liaison Report.docx,Council,,supporting_docs,https://www.utah.gov/pmn/files/827721.docx,2026-07-14,text,none (docx raw retained),raw/2022-03-22/827721_7.3_-_UFA_March_2022_Liaison_Report.docx,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/743839.html,103630,a5f3662fe435e066,,,,
2022-03-22,Ordinance 2022-03-01.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/832001.pdf,2026-07-14,text,pdftotext -layout,raw/2022-03-22/832001_Ordinance_2022-03-01.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/746421.html,292415,de342ddba28ae664,,,,
2022-03-22,Ordinance 2022-03-02.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/832003.pdf,2026-07-14,text,pdftotext -layout,raw/2022-03-22/832003_Ordinance_2022-03-02.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/746423.html,1649154,6d5abc22bb5d6eb2,,,,
2022-04-26,04-26-22.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/839919.pdf,2026-07-14,text,pdftotext -layout,raw/2022-04-26/839919_04-26-22.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/751017.html,168441,0a515ade408f4711,,,,
2022-04-26,2022-04-01.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/844627.pdf,2026-07-14,text,pdftotext -layout,raw/2022-04-26/844627_2022-04-01.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/753617.html,2300756,61449ac4c251eb25,,,,
2022-04-26,Combined Packet.pdf,Council,,full_packet,https://www.utah.gov/pmn/files/839917.pdf,2026-07-14,text,pdftotext -layout,raw/2022-04-26/839917_Combined_Packet.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/751017.html,22130836,d42596298446ea2d,,,,
2022-05-12,Emigration Canyon - Night Sky Ordinance Presentation.pdf,PlanningCommission,,supporting_docs,https://www.utah.gov/pmn/files/847297.pdf,2026-07-14,text,pdftotext -layout,raw/2022-05-12/847297_Emigration_Canyon_-_Night_Sky_Ordinance_Presentation.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/752691.html,2431943,2d51e827239fad0d,,,,
2022-05-12,Emigration Canyon Metro Township - Dark Sky Ordinance Discussion Memo.pdf,PlanningCommission,,supporting_docs,https://www.utah.gov/pmn/files/845409.pdf,2026-07-14,text,pdftotext -layout,raw/2022-05-12/845409_Emigration_Canyon_Metro_Township_-_Dark_Sky_Ordinance_Discussion_Memo.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/752691.html,453813,52db50066f52438f,,,,
2022-05-24,05-24-22.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/851599.pdf,2026-07-14,text,pdftotext -layout,raw/2022-05-24/851599_05-24-22.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/757845.html,169516,2ce6da7395c1f121,,,,
2022-05-24,6.4 - Animal Services 2022 1st Quarter Report Emigration.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/851601.pdf,2026-07-14,text,pdftotext -layout,raw/2022-05-24/851601_6.4_-_Animal_Services_2022_1st_Quarter_Report_Emigration.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/757845.html,10579618,2581cd2a9a281a08,,,,
2022-05-24,7.1 - Community Solar Summary.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/851603.pdf,2026-07-14,text,pdftotext -layout,raw/2022-05-24/851603_7.1_-_Community_Solar_Summary.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/757845.html,149765,8173f533aa037ee9,,,,
2022-05-24,7.1 - Draft Resolution approving C-REP ILA Apr 2022_Emigration Canyon 5.22.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/851605.pdf,2026-07-14,text,pdftotext -layout,raw/2022-05-24/851605_7.1_-_Draft_Resolution_approving_C-REP_ILA_Apr_2022_Emigration_Canyon_5.22.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/757845.html,116305,a89846d1cadcfdd2,,,,
2022-05-24,7.1 - Interlocal Agreement C-REP Sep 7 2021 - 7 Anchors.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/851607.pdf,2026-07-14,text,pdftotext -layout,raw/2022-05-24/851607_7.1_-_Interlocal_Agreement_C-REP_Sep_7_2021_-_7_Anchors.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/757845.html,288737,dafda5fd2aa517b4,,,,
2022-05-24,7.1 - Template_Appointment Letter ECMT Renewable Energy Board.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/851609.pdf,2026-07-14,text,pdftotext -layout,raw/2022-05-24/851609_7.1_-_Template_Appointment_Letter_ECMT_Renewable_Energy_Board.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/757845.html,141485,a033a572a655cdaa,,,,
2022-05-24,7.5 (a) - 03-22-22.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/851611.pdf,2026-07-14,text,pdftotext -layout,raw/2022-05-24/851611_7.5_a_-_03-22-22.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/757845.html,248410,150e3944dc04014f,,,,
2022-05-24,7.5 (b) - 04-26-22.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/851613.pdf,2026-07-14,text,pdftotext -layout,raw/2022-05-24/851613_7.5_b_-_04-26-22.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/757845.html,204105,ab0e6a7e0da3dccf,,,,
2022-06-16,220616_EmigrationPC_Packet.pdf,PlanningCommission,,supporting_docs,https://www.utah.gov/pmn/files/858561.pdf,2026-07-14,text,pdftotext -layout,raw/2022-06-16/858561_220616_EmigrationPC_Packet.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/759941.html,2390586,3e1689f528fc2d82,,,,
