date,body,meeting_type,packet_kind,title,label,pmn_body,fid,ext,source_url,notice_url,purged,raw_rel,raw_name
2020-11-19,PlanningCommission,,supporting_docs,Appendix_A-J_reduced.pdf,Other,1562,656139,pdf,https://www.utah.gov/pmn/files/656139.pdf,https://www.utah.gov/pmn/sitemap/notice/638927.html,,raw/2020-11-19/656139_Appendix_A-J_reduced.pdf,656139_Appendix_A-J_reduced.pdf
2020-11-19,PlanningCommission,,supporting_docs,Draft_2020_Emigration_Canyon_GP_11-7-20_with_Appendix_Reduced_size.pdf,Other,1562,656137,pdf,https://www.utah.gov/pmn/files/656137.pdf,https://www.utah.gov/pmn/sitemap/notice/638927.html,,raw/2020-11-19/656137_Draft_2020_Emigration_Canyon_GP_11-7-20_with_Appendix_Reduced_size.pdf,656137_Draft_2020_Emigration_Canyon_GP_11-7-20_with_Appendix_Reduced_size.pdf
2020-12-17,PlanningCommission,,supporting_docs,201217_EmigrationTPC_Packet.pdf,Other,1562,668501,pdf,https://www.utah.gov/pmn/files/668501.pdf,https://www.utah.gov/pmn/sitemap/notice/643995.html,,raw/2020-12-17/668501_201217_EmigrationTPC_Packet.pdf,668501_201217_EmigrationTPC_Packet.pdf
2021-01-14,PlanningCommission,,supporting_docs,210114_EmigrationTPC_Packet.pdf,Other,1562,674163,pdf,https://www.utah.gov/pmn/files/674163.pdf,https://www.utah.gov/pmn/sitemap/notice/648323.html,,raw/2021-01-14/674163_210114_EmigrationTPC_Packet.pdf,674163_210114_EmigrationTPC_Packet.pdf
2021-03-04,PlanningCommission,,supporting_docs,EC Metro Working Metting 03-04-21.pdf,Other,1562,692673,pdf,https://www.utah.gov/pmn/files/692673.pdf,https://www.utah.gov/pmn/sitemap/notice/661855.html,,raw/2021-03-04/692673_EC_Metro_Working_Metting_03-04-21.pdf,692673_EC_Metro_Working_Metting_03-04-21.pdf
2021-03-15,PlanningCommission,,supporting_docs,210315_EmigrationLHO_Packet.pdf,Other,1562,695381,pdf,https://www.utah.gov/pmn/files/695381.pdf,https://www.utah.gov/pmn/sitemap/notice/661519.html,,raw/2021-03-15/695381_210315_EmigrationLHO_Packet.pdf,695381_210315_EmigrationLHO_Packet.pdf
2021-03-15,PlanningCommission,,supporting_docs,PER2020-000109.. existing conditions Pulins.pdf,Other,1562,692029,pdf,https://www.utah.gov/pmn/files/692029.pdf,https://www.utah.gov/pmn/sitemap/notice/661519.html,,raw/2021-03-15/692029_PER2020-000109.._existing_conditions_Pulins.pdf,692029_PER2020-000109.._existing_conditions_Pulins.pdf
2021-03-15,PlanningCommission,,supporting_docs,PER2020-000109..Pulins proposed Site Plan 1.29.21.pdf,Other,1562,692031,pdf,https://www.utah.gov/pmn/files/692031.pdf,https://www.utah.gov/pmn/sitemap/notice/661519.html,,raw/2021-03-15/692031_PER2020-000109..Pulins_proposed_Site_Plan_1.29.21.pdf,692031_PER2020-000109..Pulins_proposed_Site_Plan_1.29.21.pdf
2021-03-16,Council,,supporting_docs,03-16-21.pdf,Public Information Handout,5809,696423,pdf,https://www.utah.gov/pmn/files/696423.pdf,https://www.utah.gov/pmn/sitemap/notice/663959.html,,raw/2021-03-16/696423_03-16-21.pdf,696423_03-16-21.pdf
2021-03-16,PlanningCommission,,supporting_docs,EC Metro Working Metting 03-16-21.pdf,Other,1562,696859,pdf,https://www.utah.gov/pmn/files/696859.pdf,https://www.utah.gov/pmn/sitemap/notice/664227.html,,raw/2021-03-16/696859_EC_Metro_Working_Metting_03-16-21.pdf,696859_EC_Metro_Working_Metting_03-16-21.pdf
2021-05-10,Council,,supporting_docs,Design-Build Renovation of existing historic WPA Restroom at the Pinecrest Junction in Emigration Canyon.pdf,Public Information Handout,5809,716529,pdf,https://www.utah.gov/pmn/files/716529.pdf,https://www.utah.gov/pmn/sitemap/notice/675905.html,,raw/2021-05-10/716529_Design-Build_Renovation_of_existing_historic_WPA_Restroom_at_the_Pinecrest_Junction_in_Emigration_Ca.pdf,716529_Design-Build_Renovation_of_existing_historic_WPA_Restroom_at_the_Pinecrest_Junction_in_Emigration_Ca.pdf
2021-06-08,Council,,supporting_docs,2021 Metro Township Candidates.pdf,Public Information Handout,5809,727505,pdf,https://www.utah.gov/pmn/files/727505.pdf,https://www.utah.gov/pmn/sitemap/notice/682891.html,,raw/2021-06-08/727505_2021_Metro_Township_Candidates.pdf,727505_2021_Metro_Township_Candidates.pdf
2021-08-23,Council,,supporting_docs,4 - mayor_septicsmart-week-proclamation-template.pdf,Public Information Handout,5809,752703,pdf,https://www.utah.gov/pmn/files/752703.pdf,https://www.utah.gov/pmn/sitemap/notice/698389.html,,raw/2021-08-23/752703_4_-_mayor_septicsmart-week-proclamation-template.pdf,752703_4_-_mayor_septicsmart-week-proclamation-template.pdf
2021-08-23,Council,,supporting_docs,6.2 - UPD Emigration Canyon Monthly Report 07-21.docx,Public Information Handout,5809,752705,docx,https://www.utah.gov/pmn/files/752705.docx,https://www.utah.gov/pmn/sitemap/notice/698389.html,,raw/2021-08-23/752705_6.2_-_UPD_Emigration_Canyon_Monthly_Report_07-21.docx,752705_6.2_-_UPD_Emigration_Canyon_Monthly_Report_07-21.docx
2021-08-23,Council,,supporting_docs,6.3 - UFA August Report.docx,Public Information Handout,5809,752707,docx,https://www.utah.gov/pmn/files/752707.docx,https://www.utah.gov/pmn/sitemap/notice/698389.html,,raw/2021-08-23/752707_6.3_-_UFA_August_Report.docx,752707_6.3_-_UFA_August_Report.docx
2021-08-23,Council,,supporting_docs,7.1 - Resolution to Cancel Election ECMT 8.24.21.docx,Public Information Handout,5809,752709,docx,https://www.utah.gov/pmn/files/752709.docx,https://www.utah.gov/pmn/sitemap/notice/698389.html,,raw/2021-08-23/752709_7.1_-_Resolution_to_Cancel_Election_ECMT_8.24.21.docx,752709_7.1_-_Resolution_to_Cancel_Election_ECMT_8.24.21.docx
2021-08-23,Council,,supporting_docs,7.2 - Letter Emigration Cayon signed.pdf,Public Information Handout,5809,752711,pdf,https://www.utah.gov/pmn/files/752711.pdf,https://www.utah.gov/pmn/sitemap/notice/698389.html,,raw/2021-08-23/752711_7.2_-_Letter_Emigration_Cayon_signed.pdf,752711_7.2_-_Letter_Emigration_Cayon_signed.pdf
2021-08-23,Council,,supporting_docs,7.2 - Report on 2022 tax increase_bk edits.docx,Public Information Handout,5809,752713,docx,https://www.utah.gov/pmn/files/752713.docx,https://www.utah.gov/pmn/sitemap/notice/698389.html,,raw/2021-08-23/752713_7.2_-_Report_on_2022_tax_increase_bk_edits.docx,752713_7.2_-_Report_on_2022_tax_increase_bk_edits.docx
2021-08-23,Council,,supporting_docs,7.2 - Resolution of Emigration Canyon 2022 tax increase.docx,Public Information Handout,5809,752715,docx,https://www.utah.gov/pmn/files/752715.docx,https://www.utah.gov/pmn/sitemap/notice/698389.html,,raw/2021-08-23/752715_7.2_-_Resolution_of_Emigration_Canyon_2022_tax_increase.docx,752715_7.2_-_Resolution_of_Emigration_Canyon_2022_tax_increase.docx
2021-08-23,Council,,supporting_docs,7.9 - 05-25-21.pdf,Public Information Handout,5809,752719,pdf,https://www.utah.gov/pmn/files/752719.pdf,https://www.utah.gov/pmn/sitemap/notice/698389.html,,raw/2021-08-23/752719_7.9_-_05-25-21.pdf,752719_7.9_-_05-25-21.pdf
2021-08-23,Council,,supporting_docs,8.2 - 2nd quarter report 2021 Emigration.pdf,Public Information Handout,5809,752721,pdf,https://www.utah.gov/pmn/files/752721.pdf,https://www.utah.gov/pmn/sitemap/notice/698389.html,,raw/2021-08-23/752721_8.2_-_2nd_quarter_report_2021_Emigration.pdf,752721_8.2_-_2nd_quarter_report_2021_Emigration.pdf
2021-09-16,PlanningCommission,,supporting_docs,210916_EmigrationPC_Packet.pdf,Other,1562,757761,pdf,https://www.utah.gov/pmn/files/757761.pdf,https://www.utah.gov/pmn/sitemap/notice/700335.html,,raw/2021-09-16/757761_210916_EmigrationPC_Packet.pdf,757761_210916_EmigrationPC_Packet.pdf
2021-09-16,PlanningCommission,,supporting_docs,Emigration Canyon ADU Ordinance 7.2.21 .pdf,Other,1562,755825,pdf,https://www.utah.gov/pmn/files/755825.pdf,https://www.utah.gov/pmn/sitemap/notice/700335.html,,raw/2021-09-16/755825_Emigration_Canyon_ADU_Ordinance_7.2.21.pdf,755825_Emigration_Canyon_ADU_Ordinance_7.2.21.pdf
2021-09-16,PlanningCommission,,supporting_docs,Memo re Legislative Update on Accessory Dwelling Units (2021-07-14) (GR022-006).pdf,Other,1562,755827,pdf,https://www.utah.gov/pmn/files/755827.pdf,https://www.utah.gov/pmn/sitemap/notice/700335.html,,raw/2021-09-16/755827_Memo_re_Legislative_Update_on_Accessory_Dwelling_Units_2021-07-14_GR022-006.pdf,755827_Memo_re_Legislative_Update_on_Accessory_Dwelling_Units_2021-07-14_GR022-006.pdf
2021-09-28,Council,,full_packet,Agenda & Packet Combined.pdf,Public Information Handout,5809,764419,pdf,https://www.utah.gov/pmn/files/764419.pdf,https://www.utah.gov/pmn/sitemap/notice/705419.html,,raw/2021-09-28/764419_Agenda_Packet_Combined.pdf,764419_Agenda_Packet_Combined.pdf
2021-09-28,Council,,supporting_docs,Ordinance 2021-09-02.pdf,Public Information Handout,5809,773225,pdf,https://www.utah.gov/pmn/files/773225.pdf,https://www.utah.gov/pmn/sitemap/notice/710933.html,,raw/2021-09-28/773225_Ordinance_2021-09-02.pdf,773225_Ordinance_2021-09-02.pdf
2021-11-16,Council,,full_packet,11-16-2021 Emigration Canyon Packet.pdf,Public Information Handout,5809,781987,pdf,https://www.utah.gov/pmn/files/781987.pdf,https://www.utah.gov/pmn/sitemap/notice/716039.html,,raw/2021-11-16/781987_11-16-2021_Emigration_Canyon_Packet.pdf,781987_11-16-2021_Emigration_Canyon_Packet.pdf
2021-11-16,Council,,supporting_docs,Budget adjustment Emigration Canyon CARES.pdf,Public Information Handout,5809,779025,pdf,https://www.utah.gov/pmn/files/779025.pdf,https://www.utah.gov/pmn/sitemap/notice/714311.html,,raw/2021-11-16/779025_Budget_adjustment_Emigration_Canyon_CARES.pdf,779025_Budget_adjustment_Emigration_Canyon_CARES.pdf
2021-11-16,Council,,supporting_docs,Emigration Canyon 2022 proposed expense budget.pdf,Public Information Handout,5809,779027,pdf,https://www.utah.gov/pmn/files/779027.pdf,https://www.utah.gov/pmn/sitemap/notice/714311.html,,raw/2021-11-16/779027_Emigration_Canyon_2022_proposed_expense_budget.pdf,779027_Emigration_Canyon_2022_proposed_expense_budget.pdf
2022-01-25,Council,,full_packet,01-25-22 Complete Packet.pdf,Public Information Handout,5809,805789,pdf,https://www.utah.gov/pmn/files/805789.pdf,https://www.utah.gov/pmn/sitemap/notice/731269.html,,raw/2022-01-25/805789_01-25-22_Complete_Packet.pdf,805789_01-25-22_Complete_Packet.pdf
2022-01-25,Council,,supporting_docs,Ordinance 2022-01-01.pdf,Public Information Handout,5809,820805,pdf,https://www.utah.gov/pmn/files/820805.pdf,https://www.utah.gov/pmn/sitemap/notice/739993.html,,raw/2022-01-25/820805_Ordinance_2022-01-01.pdf,820805_Ordinance_2022-01-01.pdf
2022-02-22,Council,,supporting_docs,02-22-22.pdf,Public Information Handout,5809,816781,pdf,https://www.utah.gov/pmn/files/816781.pdf,https://www.utah.gov/pmn/sitemap/notice/737619.html,,raw/2022-02-22/816781_02-22-22.pdf,816781_02-22-22.pdf
2022-02-22,Council,,supporting_docs,Backup combined.pdf,Public Information Handout,5809,816783,pdf,https://www.utah.gov/pmn/files/816783.pdf,https://www.utah.gov/pmn/sitemap/notice/737619.html,,raw/2022-02-22/816783_Backup_combined.pdf,816783_Backup_combined.pdf
2022-03-22,Council,,supporting_docs,03-22-22.pdf,Public Information Handout,5809,827711,pdf,https://www.utah.gov/pmn/files/827711.pdf,https://www.utah.gov/pmn/sitemap/notice/743839.html,,raw/2022-03-22/827711_03-22-22.pdf,827711_03-22-22.pdf
2022-03-22,Council,,supporting_docs,6.1 - EMIGRATION WPA-DD1-03012922.pdf,Public Information Handout,5809,827713,pdf,https://www.utah.gov/pmn/files/827713.pdf,https://www.utah.gov/pmn/sitemap/notice/743839.html,,raw/2022-03-22/827713_6.1_-_EMIGRATION_WPA-DD1-03012922.pdf,827713_6.1_-_EMIGRATION_WPA-DD1-03012922.pdf
2022-03-22,Council,,supporting_docs,6.1 - EMIGRATION WPA-DD2-03012922.pdf,Public Information Handout,5809,827715,pdf,https://www.utah.gov/pmn/files/827715.pdf,https://www.utah.gov/pmn/sitemap/notice/743839.html,,raw/2022-03-22/827715_6.1_-_EMIGRATION_WPA-DD2-03012922.pdf,827715_6.1_-_EMIGRATION_WPA-DD2-03012922.pdf
2022-03-22,Council,,supporting_docs,6.1 - EMIGRATION WPA-DD3-03012922.pdf,Public Information Handout,5809,827717,pdf,https://www.utah.gov/pmn/files/827717.pdf,https://www.utah.gov/pmn/sitemap/notice/743839.html,,raw/2022-03-22/827717_6.1_-_EMIGRATION_WPA-DD3-03012922.pdf,827717_6.1_-_EMIGRATION_WPA-DD3-03012922.pdf
2022-03-22,Council,,supporting_docs,6.1 - EMIGRATION WPA-DD4-03012922.pdf,Public Information Handout,5809,827719,pdf,https://www.utah.gov/pmn/files/827719.pdf,https://www.utah.gov/pmn/sitemap/notice/743839.html,,raw/2022-03-22/827719_6.1_-_EMIGRATION_WPA-DD4-03012922.pdf,827719_6.1_-_EMIGRATION_WPA-DD4-03012922.pdf
2022-03-22,Council,,supporting_docs,6.2 - 2022 Child Abuse Prevention Month Proclamation.pdf,Public Information Handout,5809,827417,pdf,https://www.utah.gov/pmn/files/827417.pdf,https://www.utah.gov/pmn/sitemap/notice/743839.html,,raw/2022-03-22/827417_6.2_-_2022_Child_Abuse_Prevention_Month_Proclamation.pdf,827417_6.2_-_2022_Child_Abuse_Prevention_Month_Proclamation.pdf
2022-03-22,Council,,supporting_docs,6.3 - 2022 General Plan - Staff Recommendation.pdf,Public Information Handout,5809,827419,pdf,https://www.utah.gov/pmn/files/827419.pdf,https://www.utah.gov/pmn/sitemap/notice/743839.html,,raw/2022-03-22/827419_6.3_-_2022_General_Plan_-_Staff_Recommendation.pdf,827419_6.3_-_2022_General_Plan_-_Staff_Recommendation.pdf
2022-03-22,Council,,supporting_docs,6.3 - General Plan Ordinance No. 2022-03-01.pdf,Public Information Handout,5809,827421,pdf,https://www.utah.gov/pmn/files/827421.pdf,https://www.utah.gov/pmn/sitemap/notice/743839.html,,raw/2022-03-22/827421_6.3_-_General_Plan_Ordinance_No._2022-03-01.pdf,827421_6.3_-_General_Plan_Ordinance_No._2022-03-01.pdf
2022-03-22,Council,,supporting_docs,6.4 - Ordinance Adopting WUI ECMT.docx,Public Information Handout,5809,828159,docx,https://www.utah.gov/pmn/files/828159.docx,https://www.utah.gov/pmn/sitemap/notice/743839.html,,raw/2022-03-22/828159_6.4_-_Ordinance_Adopting_WUI_ECMT.docx,828159_6.4_-_Ordinance_Adopting_WUI_ECMT.docx
2022-03-22,Council,,supporting_docs,6.4 - WildlandSubmittalGuide.pdf,Public Information Handout,5809,828161,pdf,https://www.utah.gov/pmn/files/828161.pdf,https://www.utah.gov/pmn/sitemap/notice/743839.html,,raw/2022-03-22/828161_6.4_-_WildlandSubmittalGuide.pdf,828161_6.4_-_WildlandSubmittalGuide.pdf
2022-03-22,Council,,supporting_docs,6.4 - wildland-urban-interface-code 2006.pdf,Public Information Handout,5809,828163,pdf,https://www.utah.gov/pmn/files/828163.pdf,https://www.utah.gov/pmn/sitemap/notice/743839.html,,raw/2022-03-22/828163_6.4_-_wildland-urban-interface-code_2006.pdf,828163_6.4_-_wildland-urban-interface-code_2006.pdf
2022-03-22,Council,,supporting_docs,7.2 - UPD Emigration Canyon Monthly Report 02-2022.docx,Public Information Handout,5809,827425,docx,https://www.utah.gov/pmn/files/827425.docx,https://www.utah.gov/pmn/sitemap/notice/743839.html,,raw/2022-03-22/827425_7.2_-_UPD_Emigration_Canyon_Monthly_Report_02-2022.docx,827425_7.2_-_UPD_Emigration_Canyon_Monthly_Report_02-2022.docx
2022-03-22,Council,,supporting_docs,7.2 - UPD Monthly Report Map for Emigration Canyon.pdf,Public Information Handout,5809,827427,pdf,https://www.utah.gov/pmn/files/827427.pdf,https://www.utah.gov/pmn/sitemap/notice/743839.html,,raw/2022-03-22/827427_7.2_-_UPD_Monthly_Report_Map_for_Emigration_Canyon.pdf,827427_7.2_-_UPD_Monthly_Report_Map_for_Emigration_Canyon.pdf
2022-03-22,Council,,supporting_docs,7.3 - UFA March 2022 Liaison Report.docx,Public Information Handout,5809,827721,docx,https://www.utah.gov/pmn/files/827721.docx,https://www.utah.gov/pmn/sitemap/notice/743839.html,,raw/2022-03-22/827721_7.3_-_UFA_March_2022_Liaison_Report.docx,827721_7.3_-_UFA_March_2022_Liaison_Report.docx
2022-03-22,Council,,supporting_docs,Ordinance 2022-03-01.pdf,Public Information Handout,5809,832001,pdf,https://www.utah.gov/pmn/files/832001.pdf,https://www.utah.gov/pmn/sitemap/notice/746421.html,,raw/2022-03-22/832001_Ordinance_2022-03-01.pdf,832001_Ordinance_2022-03-01.pdf
