referral_id,primary_application_id,primary_body,related_application_id,related_body,match_method,confidence,shared_address,subject_score,primary_date,related_date,gap_days,note
118,243,Council,482,PlanningCommission,subject,medium,,0.618,2022-12-13,2021-12-08,370,
119,243,Council,502,PlanningCommission,subject,medium,,0.686,2022-12-13,2022-12-07,6,
120,244,Council,478,PlanningCommission,subject,medium,,0.618,2022-12-13,2021-11-10,398,
121,244,Council,482,PlanningCommission,subject,medium,,0.618,2022-12-13,2021-12-08,370,
122,244,Council,502,PlanningCommission,subject,medium,,0.686,2022-12-13,2022-12-07,6,
123,245,Council,478,PlanningCommission,subject,medium,,0.618,2022-12-13,2021-11-10,398,
124,245,Council,482,PlanningCommission,subject,medium,,0.618,2022-12-13,2021-12-08,370,
125,245,Council,502,PlanningCommission,subject,medium,,0.686,2022-12-13,2022-12-07,6,
126,246,Council,478,PlanningCommission,subject,medium,,0.618,2022-12-13,2021-11-10,398,
127,246,Council,482,PlanningCommission,subject,medium,,0.618,2022-12-13,2021-12-08,370,
128,246,Council,502,PlanningCommission,subject,medium,,0.686,2022-12-13,2022-12-07,6,
129,247,Council,478,PlanningCommission,subject,medium,,0.618,2022-12-13,2021-11-10,398,
130,247,Council,482,PlanningCommission,subject,medium,,0.618,2022-12-13,2021-12-08,370,
131,247,Council,502,PlanningCommission,subject,medium,,0.686,2022-12-13,2022-12-07,6,
132,249,Council,501,PlanningCommission,address+subject,high,3450 w center,0.887,2022-12-13,2022-12-07,6,
133,250,Council,500,PlanningCommission,address+subject,high,3410 w center,0.904,2022-12-13,2022-12-07,6,
134,253,Council,506,PlanningCommission,subject,medium,,0.87,2023-01-17,2023-03-08,-50,
135,254,Council,506,PlanningCommission,subject,medium,,0.87,2023-01-17,2023-03-08,-50,
136,258,Council,493,PlanningCommission,address,low,5515 n edgewood,0.512,2023-03-14,2022-09-14,181,
137,258,Council,505,PlanningCommission,address,low,5515 n edgewood,0.512,2023-03-14,2023-02-22,20,
138,261,Council,506,PlanningCommission,subject,medium,,0.544,2023-03-28,2023-03-08,20,
139,270,Council,510,PlanningCommission,address+subject,high,2050 n canyon,0.7,2023-05-02,2023-04-12,20,
140,271,Council,510,PlanningCommission,address,low,2050 n canyon,0.182,2023-05-02,2023-04-12,20,
141,283,Council,503,PlanningCommission,address+subject,high,2075 w center,0.376,2023-07-18,2023-01-11,188,
142,283,Council,508,PlanningCommission,address+subject,high,2075 w center,0.376,2023-07-18,2023-04-12,97,
143,284,Council,503,PlanningCommission,address+subject,high,2075 w center,0.376,2023-07-18,2023-01-11,188,
144,284,Council,508,PlanningCommission,address+subject,high,2075 w center,0.376,2023-07-18,2023-04-12,97,
145,286,Council,511,PlanningCommission,subject,medium,,0.676,2023-08-01,2023-07-12,20,
146,295,Council,512,PlanningCommission,subject,medium,,1.0,2023-10-17,2023-09-13,34,
147,296,Council,513,PlanningCommission,address+subject,high,358 s 2470 w,0.599,2023-10-17,2023-09-27,20,
148,304,Council,514,PlanningCommission,address,low,1069 n geneva,0.553,2023-11-14,2023-10-25,20,
149,305,Council,500,PlanningCommission,address,low,3410 w center,0.628,2023-11-14,2022-12-07,342,
150,325,Council,327,RDA,subject,medium,,0.598,2024-03-19,2024-04-16,-28,
151,330,Council,510,PlanningCommission,address,low,2050 n canyon,0.177,2024-05-14,2023-04-12,398,
152,333,Council,515,PlanningCommission,address,low,1098 n geneva,0.157,2024-06-04,2024-03-13,83,
153,336,Council,518,PlanningCommission,address+subject,high,1730 n 2300 w,0.905,2024-06-18,2024-05-22,27,
154,338,Council,519,PlanningCommission,address+subject,high,1630 s nevada,0.576,2024-06-18,2024-05-22,27,
155,339,Council,519,PlanningCommission,address+subject,high,1630 s nevada,0.576,2024-06-18,2024-05-22,27,
156,347,Council,521,PlanningCommission,address+subject,high,484 n 2760 w,0.797,2024-09-03,2024-08-14,20,
157,347,Council,522,PlanningCommission,address+subject,high,484 n 2760 w,0.598,2024-09-03,2024-08-14,20,
158,353,Council,352,RDA,subject,medium,,0.774,2024-09-17,2024-09-17,0,
159,354,Council,524,PlanningCommission,subject,medium,,0.76,2024-10-01,2024-09-11,20,
160,357,Council,360,RDA,subject,medium,,1.0,2024-10-15,2024-11-05,-21,
161,374,Council,327,RDA,subject,medium,,0.302,2024-12-17,2024-04-16,245,
162,400,Council,410,RDA,subject,medium,,0.394,2025-08-05,2026-05-12,-280,
163,402,Council,410,RDA,subject,medium,,0.434,2026-01-13,2026-05-12,-119,
164,403,Council,410,RDA,subject,medium,,0.315,2026-01-13,2026-05-12,-119,
165,407,Council,410,RDA,subject,medium,,0.426,2026-02-10,2026-05-12,-91,
