year,election_type,office,district,contest,precinct,candidate,votes,suppressed
2023,municipal general,Council,1,Murray City Council District 1,MUR042,PAUL PICKETT,19,False
2023,municipal general,Council,1,Murray City Council District 1,MUR042,DAVID W. RODGERS,31,False
2023,municipal general,Council,1,Murray City Council District 1,MUR043,PAUL PICKETT,14,False
2023,municipal general,Council,1,Murray City Council District 1,MUR043,DAVID W. RODGERS,12,False
2023,municipal general,Council,1,Murray City Council District 1,MUR047,PAUL PICKETT,1,False
2023,municipal general,Council,1,Murray City Council District 1,MUR047,DAVID W. RODGERS,0,False
2023,municipal general,Council,3,Murray City Council District 3,MUR002,ROSALBA DOMINGUEZ,50,False
2023,municipal general,Council,3,Murray City Council District 3,MUR002,CLARK BULLEN,30,False
2023,municipal general,Council,3,Murray City Council District 3,MUR005,ROSALBA DOMINGUEZ,147,False
2023,municipal general,Council,3,Murray City Council District 3,MUR005,CLARK BULLEN,214,False
2023,municipal general,Council,3,Murray City Council District 3,MUR006,ROSALBA DOMINGUEZ,65,False
2023,municipal general,Council,3,Murray City Council District 3,MUR006,CLARK BULLEN,50,False
2023,municipal general,Council,3,Murray City Council District 3,MUR007,ROSALBA DOMINGUEZ,54,False
2023,municipal general,Council,3,Murray City Council District 3,MUR007,CLARK BULLEN,28,False
2023,municipal general,Council,3,Murray City Council District 3,MUR009,ROSALBA DOMINGUEZ,109,False
2023,municipal general,Council,3,Murray City Council District 3,MUR009,CLARK BULLEN,104,False
2023,municipal general,Council,3,Murray City Council District 3,MUR010,ROSALBA DOMINGUEZ,181,False
2023,municipal general,Council,3,Murray City Council District 3,MUR010,CLARK BULLEN,205,False
2023,municipal general,Council,3,Murray City Council District 3,MUR011,ROSALBA DOMINGUEZ,156,False
2023,municipal general,Council,3,Murray City Council District 3,MUR011,CLARK BULLEN,137,False
2023,municipal general,Council,3,Murray City Council District 3,MUR012,ROSALBA DOMINGUEZ,173,False
2023,municipal general,Council,3,Murray City Council District 3,MUR012,CLARK BULLEN,112,False
2023,municipal general,Council,3,Murray City Council District 3,MUR018,ROSALBA DOMINGUEZ,0,False
2023,municipal general,Council,3,Murray City Council District 3,MUR018,CLARK BULLEN,0,False
2023,municipal general,Council,3,Murray City Council District 3,MUR019,ROSALBA DOMINGUEZ,140,False
2023,municipal general,Council,3,Murray City Council District 3,MUR019,CLARK BULLEN,83,False
2023,municipal general,Council,3,Murray City Council District 3,MUR038,ROSALBA DOMINGUEZ,3,False
2023,municipal general,Council,3,Murray City Council District 3,MUR038,CLARK BULLEN,4,False
2023,municipal general,Council,3,Murray City Council District 3,MUR050,ROSALBA DOMINGUEZ,0,False
2023,municipal general,Council,3,Murray City Council District 3,MUR050,CLARK BULLEN,4,False
2023,municipal general,Council,3,Murray City Council District 3,MUR052,ROSALBA DOMINGUEZ,17,False
2023,municipal general,Council,3,Murray City Council District 3,MUR052,CLARK BULLEN,13,False
2023,municipal general,Council,3,Murray City Council District 3,MUR053,ROSALBA DOMINGUEZ,0,False
2023,municipal general,Council,3,Murray City Council District 3,MUR053,CLARK BULLEN,0,False
2023,municipal general,Council,5,Murray City Council District 5,MUR017,ADAM HOCK,71,False
2023,municipal general,Council,5,Murray City Council District 5,MUR017,"GARRY ""CPA"" HRECHKOSY",37,False
2023,municipal general,Council,5,Murray City Council District 5,MUR023,ADAM HOCK,204,False
2023,municipal general,Council,5,Murray City Council District 5,MUR023,"GARRY ""CPA"" HRECHKOSY",137,False
2023,municipal general,Council,5,Murray City Council District 5,MUR024,ADAM HOCK,205,False
2023,municipal general,Council,5,Murray City Council District 5,MUR024,"GARRY ""CPA"" HRECHKOSY",130,False
2023,municipal general,Council,5,Murray City Council District 5,MUR028,ADAM HOCK,202,False
2023,municipal general,Council,5,Murray City Council District 5,MUR028,"GARRY ""CPA"" HRECHKOSY",225,False
2023,municipal general,Council,5,Murray City Council District 5,MUR032,ADAM HOCK,176,False
2023,municipal general,Council,5,Murray City Council District 5,MUR032,"GARRY ""CPA"" HRECHKOSY",87,False
2023,municipal general,Council,5,Murray City Council District 5,MUR033,ADAM HOCK,201,False
2023,municipal general,Council,5,Murray City Council District 5,MUR033,"GARRY ""CPA"" HRECHKOSY",130,False
2023,municipal general,Council,5,Murray City Council District 5,MUR034,ADAM HOCK,122,False
2023,municipal general,Council,5,Murray City Council District 5,MUR034,"GARRY ""CPA"" HRECHKOSY",162,False
2023,municipal general,Council,5,Murray City Council District 5,MUR035,ADAM HOCK,227,False
2023,municipal general,Council,5,Murray City Council District 5,MUR035,"GARRY ""CPA"" HRECHKOSY",182,False
2023,municipal general,Council,5,Murray City Council District 5,MUR036,ADAM HOCK,32,False
2023,municipal general,Council,5,Murray City Council District 5,MUR036,"GARRY ""CPA"" HRECHKOSY",36,False
2023,municipal general,Council,5,Murray City Council District 5,MUR039,ADAM HOCK,106,False
2023,municipal general,Council,5,Murray City Council District 5,MUR039,"GARRY ""CPA"" HRECHKOSY",74,False
2023,municipal general,Council,5,Murray City Council District 5,MUR040,ADAM HOCK,5,False
2023,municipal general,Council,5,Murray City Council District 5,MUR040,"GARRY ""CPA"" HRECHKOSY",9,False
2023,municipal general,Council,5,Murray City Council District 5,MUR045,ADAM HOCK,2,False
2023,municipal general,Council,5,Murray City Council District 5,MUR045,"GARRY ""CPA"" HRECHKOSY",0,False
2023,municipal primary,Council,1,Murray City Council District 1,MUR001,PAUL PICKETT,33,False
2023,municipal primary,Council,1,Murray City Council District 1,MUR001,AARON THOMPSON,37,False
2023,municipal primary,Council,1,Murray City Council District 1,MUR001,DAVID W. RODGERS,37,False
2023,municipal primary,Council,1,Murray City Council District 1,MUR001,Write-in (unresolved),0,False
2023,municipal primary,Council,1,Murray City Council District 1,MUR003,PAUL PICKETT,107,False
2023,municipal primary,Council,1,Murray City Council District 1,MUR003,AARON THOMPSON,59,False
2023,municipal primary,Council,1,Murray City Council District 1,MUR003,DAVID W. RODGERS,60,False
2023,municipal primary,Council,1,Murray City Council District 1,MUR003,Write-in (unresolved),0,False
2023,municipal primary,Council,1,Murray City Council District 1,MUR004,PAUL PICKETT,18,False
2023,municipal primary,Council,1,Murray City Council District 1,MUR004,AARON THOMPSON,10,False
2023,municipal primary,Council,1,Murray City Council District 1,MUR004,DAVID W. RODGERS,26,False
2023,municipal primary,Council,1,Murray City Council District 1,MUR004,Write-in (unresolved),0,False
2023,municipal primary,Council,1,Murray City Council District 1,MUR008,PAUL PICKETT,184,False
2023,municipal primary,Council,1,Murray City Council District 1,MUR008,AARON THOMPSON,45,False
2023,municipal primary,Council,1,Murray City Council District 1,MUR008,DAVID W. RODGERS,52,False
2023,municipal primary,Council,1,Murray City Council District 1,MUR008,Write-in (unresolved),0,False
2023,municipal primary,Council,1,Murray City Council District 1,MUR013,PAUL PICKETT,172,False
2023,municipal primary,Council,1,Murray City Council District 1,MUR013,AARON THOMPSON,50,False
2023,municipal primary,Council,1,Murray City Council District 1,MUR013,DAVID W. RODGERS,69,False
2023,municipal primary,Council,1,Murray City Council District 1,MUR013,Write-in (unresolved),0,False
2023,municipal primary,Council,1,Murray City Council District 1,MUR042,PAUL PICKETT,8,False
2023,municipal primary,Council,1,Murray City Council District 1,MUR042,AARON THOMPSON,19,False
2023,municipal primary,Council,1,Murray City Council District 1,MUR042,DAVID W. RODGERS,16,False
2023,municipal primary,Council,1,Murray City Council District 1,MUR042,Write-in (unresolved),0,False
2023,municipal primary,Council,1,Murray City Council District 1,MUR043,PAUL PICKETT,6,False
2023,municipal primary,Council,1,Murray City Council District 1,MUR043,AARON THOMPSON,8,False
2023,municipal primary,Council,1,Murray City Council District 1,MUR043,DAVID W. RODGERS,9,False
2023,municipal primary,Council,1,Murray City Council District 1,MUR043,Write-in (unresolved),0,False
2023,municipal primary,Council,1,Murray City Council District 1,MUR047,PAUL PICKETT,0,False
2023,municipal primary,Council,1,Murray City Council District 1,MUR047,AARON THOMPSON,0,False
2023,municipal primary,Council,1,Murray City Council District 1,MUR047,DAVID W. RODGERS,0,False
2023,municipal primary,Council,1,Murray City Council District 1,MUR047,Write-in (unresolved),0,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR002,LEANN PARKER-REED,19,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR002,ROSALBA DOMINGUEZ,18,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR002,SCOTT GOODMAN,8,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR002,CLARK BULLEN,6,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR002,JANICE STROBELL,9,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR002,Write-in (unresolved),0,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR005,LEANN PARKER-REED,27,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR005,ROSALBA DOMINGUEZ,95,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR005,SCOTT GOODMAN,51,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR005,CLARK BULLEN,80,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR005,JANICE STROBELL,55,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR005,Write-in (unresolved),0,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR006,LEANN PARKER-REED,5,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR006,ROSALBA DOMINGUEZ,42,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR006,SCOTT GOODMAN,6,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR006,CLARK BULLEN,36,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR006,JANICE STROBELL,7,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR006,Write-in (unresolved),0,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR007,LEANN PARKER-REED,2,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR007,ROSALBA DOMINGUEZ,49,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR007,SCOTT GOODMAN,3,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR007,CLARK BULLEN,12,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR007,JANICE STROBELL,4,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR007,Write-in (unresolved),0,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR009,LEANN PARKER-REED,6,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR009,ROSALBA DOMINGUEZ,63,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR009,SCOTT GOODMAN,7,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR009,CLARK BULLEN,54,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR009,JANICE STROBELL,41,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR009,Write-in (unresolved),0,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR010,LEANN PARKER-REED,9,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR010,ROSALBA DOMINGUEZ,114,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR010,SCOTT GOODMAN,23,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR010,CLARK BULLEN,115,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR010,JANICE STROBELL,44,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR010,Write-in (unresolved),0,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR011,LEANN PARKER-REED,8,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR011,ROSALBA DOMINGUEZ,103,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR011,SCOTT GOODMAN,29,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR011,CLARK BULLEN,74,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR011,JANICE STROBELL,31,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR011,Write-in (unresolved),0,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR012,LEANN PARKER-REED,10,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR012,ROSALBA DOMINGUEZ,131,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR012,SCOTT GOODMAN,14,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR012,CLARK BULLEN,71,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR012,JANICE STROBELL,23,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR012,Write-in (unresolved),0,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR018,LEANN PARKER-REED,0,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR018,ROSALBA DOMINGUEZ,0,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR018,SCOTT GOODMAN,0,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR018,CLARK BULLEN,1,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR018,JANICE STROBELL,0,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR018,Write-in (unresolved),0,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR019,LEANN PARKER-REED,11,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR019,ROSALBA DOMINGUEZ,91,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR019,SCOTT GOODMAN,16,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR019,CLARK BULLEN,40,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR019,JANICE STROBELL,42,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR019,Write-in (unresolved),0,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR038,LEANN PARKER-REED,0,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR038,ROSALBA DOMINGUEZ,3,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR038,SCOTT GOODMAN,0,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR038,CLARK BULLEN,2,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR038,JANICE STROBELL,0,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR038,Write-in (unresolved),0,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR050,LEANN PARKER-REED,0,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR050,ROSALBA DOMINGUEZ,0,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR050,SCOTT GOODMAN,0,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR050,CLARK BULLEN,2,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR050,JANICE STROBELL,2,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR050,Write-in (unresolved),0,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR052,LEANN PARKER-REED,1,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR052,ROSALBA DOMINGUEZ,9,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR052,SCOTT GOODMAN,3,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR052,CLARK BULLEN,3,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR052,JANICE STROBELL,5,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR052,Write-in (unresolved),0,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR053,LEANN PARKER-REED,0,False
2023,municipal primary,Council,3,Murray City Council District 3,MUR053,ROSALBA DOMINGUEZ,0,False
