WGw_Rkx26Hs|2025 8 4 Civilian Review Board Meeting|441.0
byRZ3TORzfY|2025 7 23 City Council Regular Meeting|2984.0
emvGsxWvmlE|2025 7 23 City Council Work Meeting|265.0
azY5QKD8HsM|2025 7 10 Planning Commission Work Meeting|4728.0
cZJBYu0p7-E|2025 7 10 Planning Commission Regular Meeting|2591.0
j6XOQ9n-vAA|2025 7 9 City Council Regular Meeting|2382.0
sdDNqTkcgEQ|2025 7 9 City Council Work Meeting|2756.0
gHrJ-cPT7LQ|2025 7 7 Civilian Review Board Meeting|931.0
VxYyoSZec3o|2025 7 3 Planning Commission Meeting|1039.0
cdYqFGFsBKM|Drone Show from South Salt Lake 85th Celebration|231.0
aJBFdJF2V84|2025 6 19 Planning Commission Meeting|7361.0
jafsrhXeJ4E|South Salt Lake 2025 Juneteenth Celebration|92.0
l3vhvkCOblQ|2025 6 11 City Council Regular Meeting|4279.0
r_osOMMxrwE|2025 6 11 Redevelopment Agency Meeting|238.0
h71TJEGVQ74|2025 6 11 City Council Work Meeting|911.0
zZPGs_xmDGs|2025 6 2 Civilian Review Board Meeting|397.0
hQnrgGEc2Vw|2025 5 28 City Council Regular Meeting|1651.0
uwccOmzVtY4|2025 5 28 City Council Work Meeting|2685.0
eXOVguKUzsQ|2025 5 28 Redevelopment Agency Meeting|1247.0
NnrzDUZIY8c|2025 5 14 City Council Regular Meeting|2463.0
C3vrO6t_bD4|2025 5 14 City Council Work Meeting|2646.0
FEsb4QFrETE|2025 5 14 Redevelopment Agency Meeting|756.0
DemeFQLKO_I|2025 5 5 Civilian Review Board Meeting|2280.0
t879K8_4SIM|2025 4 23 Regular City Council Meeting|4449.0
i46zTTYvfpw|2025 4 23 City Council Work Meeting|5906.0
c4k4Zz--AV4|2025 4 17 Planning Commission Meeting|2591.0
ZhA0kVN5gqY|2025 4 7 Civilian Review Board|228.0
zhQs3EBdsms|2025 4 3 Planning Commission Meeting|2758.0
fNZuSzAa-F4|2025 4 2 City Council Regular Meeting|1024.0
kw_8mSbJUoQ|2025 4 2 City Council Work Meeting|1788.0
D_85hxYUmas|2025 3 26 City Council Work Meeting|1903.0
BER68nvLA10|2025 3 26 City Council Regular Meeting|1789.0
BALhYeVpugE|2025 3 24 Civilian Review Board Meeting|214.0
0ANfIarLpaA|South Salt Lake State of the City Address 2025|3004.0
SC9mMAgITo8|2025 3 12 City Council Regular Meeting|4515.0
AX5bMt1diCg|2025 3 12 City Council Work Meeting|3247.0
EbiNR3D9kQs|2025 3 6 Planning Commission Meeting|5336.0
0iSwm3L3n3c|2025 3 5 Civilian Review Board Meeting|508.0
yXj8Vpig3rM|2025 2 27 City Council Regular Meeting|2307.0
Rj42T6otTGQ|2025 2 26 City Council Work Meeting|1922.0
2xXMqCuJo1I|2025 2 20 Planning Commission Meeting|6913.0
gIhuBjBXHU8|2025 2 12 City Council Regular Meeting|2476.0
w_-Qzj9mJu8|2025 2 12 City Council Work Meeting|2709.0
SMt67uZ_Qyo|2025 2 12 Redevelopment Agency Meeting|391.0
5qaKPvb5xIo|2025 2 3 Civilian Review Board|1063.0
O58iXKyOyCc|2025 1 22 City Council Regular Meeting|2236.0
ErDRFz4G2E4|2025 1 22 City Council Work Meeting|2691.0
vxHt94XNktc|2025 1 16 Planning Commission|2121.0
nTfnCclYiXA|Stories of South Salt Lake: Promise|212.0
RIm4BAV6jAA|Stories of South Salt Lake: Community|141.0
c4HRy-yw4tU|Stories of South Salt Lake: Center of the West|110.0
2XL6dZ8CuGw|Stories of South Salt Lake: Horton the Water Tower|108.0
gFEy5GlPC4Y|Stories of South Salt Lake: History|114.0
I0GiYZh05R4|2025 1 8 City Council Regular Meeting|1700.0
E5Yq2AEhgGg|2025 1 8 Redevelopment Agency Meeting|190.0
8zE37sGOP60|2025 1 8 City Council Work Meeting|516.0
wydipljm__I|2025 1 6 Civilian Review Board Meeting|565.0
UY4UzWdIb4s|South Salt Lake MURAL FEST 2024|252.0
CDdnS0028mw|South Salt Lake MURAL FEST 2023|277.0
-DpWFoQZXrQ|South Salt Lake MURAL FEST 2022|319.0
ZNafNlcDBHY|South Salt Lake MURAL FEST 2021|235.0
l4SdVCpHUas|2024 12 11 City Council Regular Meeting|2179.0
UMLze-2T5ek|2024 12 11 Redevelopment Agency Meeting|131.0
0jdGjUn-sR0|2024 12 2 Civilian Review Board Meeting|717.0
3PWWwWFGRMI|2024 11 21 Planning Commission Meeting|1563.0
me73HxHrjqI|2024 11 13 City Council Regular Meeting|4611.0
eNJYhfdCLj8|2024 11 13 City Council Work Meeting|2953.0
d2UcB-sTGQA|2024 11 7 Planning Commission Meeting|7250.0
eTdIOvOiRtQ|2024 11 4  Civilian Review Board Meeting|1355.0
icx1yD7U34Q|2024 10 23 City Council Meeting|1090.0
Q3pAEdbTpQk|2024 10 23 Redevelopment Agency Meeting|1416.0
bTRCJpUErRg|2024 10 17 Planning Commission|6623.0
XmZsxCELe1o|2024 10 9 City Council Regular Meeting|746.0
egzFQ6wKYiw|2024 10 9 City Council Work Meeting|3009.0
UyBoedR7AYw|2024 10 7 Civilian Review Board|295.0
3oEHAaYzMcg|2024 9 25 City Council Regular Meeting|735.0
4uwt9eu-Bz4|2024 9 25 City Council Work Meeting|1508.0
wdEgpnKiIrg|2024 9 19 Planning Commission Regular Meeting|1356.0
ltDIRkFfI18|2024 9 11 City Council Work Meeting|2702.0
WfavwlyBGkc|2024 9 9 Civilian Review Board|4364.0
KTuwuWT1_Wc|2024 9 5 Planning Commission Regular Meeting|4824.0
JbLDOqoNQ9I|2024 9 5 Planning Commission Work Meeting|4529.0
yoPgjLExxQs|2024 8 28 City Council Regular Meeting|1404.0
sjOwFf9PdGc|2024 8 28 City Council Work Meeting|1985.0
mQp6y8v6EVg|2024 8 28 Redevelopment Agency Meeting|327.0
uLPvZC1xt94|2024 8 21 City Council Special Meeting|5976.0
wwDtLZ6jxZc|2024 8 7 City Council Truth in Taxation Hearing|5038.0
jq2xz6ZrS_M|2024 8 5 Civilian Review Board|883.0
9RWLkzyEsTQ|2024 8 1 Planning Commission Regular Meeting|1971.0
bubxvJDxvq0|2024 7 11 Planning Commission Regular Meeting|894.0
Hl37hak7RCo|2024 7 11 Planning Commission Work Meeting|2052.0
TZL6t2TddbM|2024 7 31 City Council Regular Meeting|2118.0
RMDdp5OLt2w|2024 7 31 City Council Work Meeting|2512.0
3IAUP6ioCgg|2024 7 10 City Council Regular Meeting|3076.0
DfHN7G5mSW8|2024 7 10 City Council Work Meeting|878.0
bw4osA58Ykk|2024 7 1 Civilian Review Board meeting|1209.0
MjuQPfaSylI|2024 6 12 City Council Regular Meeting|2708.0
Au8AGmYjpBA|2024 6 12 City Council Work Meeting|75.0
bd_P9xIhqJI|2024 6 5 City Council Work Meeting|2867.0
3DceU2lP6HY|2024 6 5 City Council Regular Meeting|2334.0
G6GEZbZX3DU|2024 6 5 Redevelopment Agency Meeting|325.0
5NjfYNakh9s|2024 6 3 Civilian Review Board Meeting|1259.0
qsC6BpF6rIY|2024 5 22 City Council Work Meeting|3206.0
JTTecmgnpv8|2024 5 22 City Council Regular Meeting|2250.0
hqZOjDdAMak|2024 5 22 RDA Meeting|349.0
b-KGDfuogdI|South Salt Lake Signup Video|64.0
uJe9DvkLFmg|2024 5 20 Civilian Review Board Meeting|131.0
0zAeOA-1nG0|2024 5 16 Planning Commission Work Meeting|5391.0
9jiSyCMc-qU|2024 5 16 Planning Commission|1354.0
MOg2WrfOnd8|2024 5 8 Regular Council Meeting|3879.0
EjkSenPaDWw|2024 5 8 Redevelopment Agency Meeting|1325.0
TfVWPtBrSj8|2024 5 6 Civilian Review Board Meeting|2469.0
7iNh9FRyaKU|2024 5 2 Planning Commission Meeting|2221.0
t3SmnkdxM0g|2024 4 24 City Council Regular Meeting|2772.0
8yi7Dngd1nY|2024 4 24 RDA Meeting|363.0
InKDSWzanG8|2024 4 24 City Council Work Meeting|997.0
d3eS20-TB34|2024 4 18 Planning Commission Meeting|3035.0
eBHcvS45UWw|2024 4 10 City Council Regular Meeting|2251.0
B-_o9rbSKXs|2024 4 10 City Council Work Meeting|2009.0
Dn5HTVy0waA|2024 4 8 Civilian Review Board Meeting|519.0
QCt3qq-Z-ds|2024 3 27 City Council Regular Meeting|3165.0
PxAXGWyYcyU|2024 3 27 RDA Meeting|588.0
-oL3iZrhNZY|2024 3 27 City Council Work Meeting|1935.0
T3JfK6V5vEU|2024 3 21 Planning Commission Meeting|1924.0
4FEMbm0_bqE|2024 State of the City Address|4112.0
fEtzop33rsA|2024 3 14 City Council Regular Meeting|1177.0
YzUJpwKX92Q|2024 3 13 City Council Work Meeting|2370.0
0w8mPhBhBFk|2024 3 13 RDA Meeting|1834.0
YxsHVdGCc8c|2024 3 6 City Council Special Meeting|188.0
Car8vhixlVo|2024 3 4 Civilian Review Board Meeting|5444.0
vqnkQaib_fo|2024 2 28 City Council Regular Meeting|2966.0
TXMbiz-AKW0|2024 2 28 City Council Work Meeting|998.0
oSGEsUkkHhA|2024 2 28 RDA Meeting|1790.0
VzQvwHTCOR8|2024 2 21 City Council Special Meeting|892.0
jC1CfAaWaUk|2024 2 15 Planning Commission Work Meeting|2408.0
WX_zLpFtk18|2024 2 15 Planning Commission Meeting|1409.0
bM4-s0BHZOQ|2024 2 7 City Council Regular Meeting|3293.0
Hv1D9mlmJ74|2024 2 7 City Council Work Meeting|87.0
iBg7pjI8cuU|2024 2 5 Civilian Review Board|1513.0
QlQNvV9xt-o|2024 2 1 Planning Commission Meeting|6656.0
cqs_bHNUnfc|2024 2 1 Planning Commission Work Meeting|1746.0
CwpguYMBZSQ|2024 1 24 City Council Regular Meeting|5627.0
FfRbH59KD3U|2024 1 24 City Council Work Meeting|2937.0
SM3C14plI08|2024 1 24 RDA Meeting|1055.0
FBWrC488cHE|2024 1 18 Planning Commission Regular Meeting|5645.0
ONusgeuGT4U|2024 1 18 Planning Commission Work Meeting|1016.0
E5MtJ4sJeFg|2024 1 8 Civilian Review Board|3857.0
uUta5BL4yyU|2024 1 10 City Council Regular Meeting|5570.0
qpgLijAJij4|2024 1 10 RDA Meeting|176.0
9uWE8FSl520|2024 1 10 City Council Work Meeting|1605.0
9ERuvMITd-k|2023 12 13 Regular City Council Meeting|2114.0
DDhOFkzznyE|2023 12 13 City Council Work Meeting|3013.0
PqNUcTOp8iI|2023 12 13 RDA Meeting|138.0
-4KqmZTb1oQ|2023 12 7 Planning Commission Work Meeting|6268.0
A9DRMUpU0sA|2023 12 7 Planning Commission Meeting|2701.0
iUv_P8zpALY|2023 12 6 Board of Canvassers meeting|183.0
4q7vcvl3628|2023 12 4 Civilian Review Board Meeting|2263.0
5AXU5KTJsEY|2023 11 16 Planning Commission Meeting|1602.0
-g185KZrWmA|2023 11 16 Planning Commission Work Meeting|265.0
yZXsuj6-U5g|2023 11 15 City Council Regular Meeting|3333.0
aLYIBcAJyDE|2023 11 15 City Council Work Meeting|545.0
Kefw-GXTA0U|2023 11 15 RDA Meeting|2074.0
pU2xqWKEr0g|2023 11 6 Civilian Review Board Meeting|444.0
5nYHfWnB4f4|2023 11 2 Planning Commission Regular Meeting|4217.0
iL6lLpO9TXY|2023 11 2 Planning Commission Work Meeting|662.0
Kl03uoQaOik|2023-10-25 City Council Regular Meeting|3697.0
NRwltRqOgz0|2023-10-25 RDA Meeting|930.0
q7U8pvuR79E|2023-10-25 City Council Work Meeting|1232.0
FL5U_kDwXPg|2023-10-16 Civilian Review Board Meeting|441.0
7-XJyIWAGK0|2023-10-11 City Council Work Meeting|1651.0
p1-LYVaP5j0|2023-10-11 City Council Regular Meeting|752.0
lNcoL4wrZTg|2023-10-5 Planning Commission Regular Meeting|2362.0
zl8ooYZqCO4|2023-10-5 Planning Commission Work Meeting|893.0
pbIqE585J7s|2023-10-2 Civilian Review Board Meeting|1260.0
nH2Ax_R2X6s|2023-9-27 City Council Regular Meeting|1362.0
FpLdddMeEN8|2023-9-21 Planning Commission Regular Meeting|2653.0
YYIl6kmdbqo|2023-9-21 Planning Commission Work Meeting|1560.0
oS16U_P0SGo|2023-9-13 City Council Regular Meeting|565.0
zx3R6Pt2TfU|2023-9-13 City Council Work Meeting|1365.0
tEUweI7ZIEk|2023-9-11 Civilian Review Board meeting|2767.0
jMinzgFIZOI|2023-8-31 Planning Commission Meeting|5929.0
qg11hDFj8Po|2023-8-23 City Council Regular Meeting|1628.0
oJ9n8iogINg|2023-8-23 City Council Work Meeting|382.0
S88jtHFltoQ|2023-8-17 Planning Commission|885.0
egCTl4bNMdY|2023-8-3 Planning Commission|457.0
_BneFCDLcQo|2023-8-7 Civilian Review Board|234.0
cpzR9KcPp8w|2023-4-12 Regular Council Meeting|5257.0
nkHasHCueKk|2023-3-22 Regular Council Meeting|4325.0
8WenZnbv8ik|2023-2-6 Civilian Review Board Meeting|3733.0
yxxNh35IcuI|2023-2-22 Regular Council Meeting|2488.0
4KYj2b3CyD8|2022-12-14 Regular Council Meeting|1593.0
MEpKIfHM5cA|2023-4-20 Planning Commission Work Meeting|2306.0
sJvqmKcICkc|2022-12-5 Civilian Review Board Meeting|1129.0
Kb44t7pWL3g|2023-3-6 Civilian Review Board Meeting|1824.0
3AN0FNVynxo|2023-2-16 Planning Commission Meeting|1342.0
jdx6Sxmu-7A|2023-5-1 Civilian Review Board Meeting|1350.0
HlOpwbG7qgg|2023-7-26 City Council Regular Meeting|2479.0
-sUtmoZNSqA|2023-7-26 City Council Work Meeting|611.0
c2FqO5x2u2k|2023-7-21 Planning Commission|398.0
-fZ4n5ey6hA|2023-7-13 Planning Commission|1630.0
sGzuLEUfhRY|2023-7-12 Regular City Council Meeting|2064.0
z-2FPisVrPY|2023-7-10 Civilian Review Board meeting|2056.0
ejzqG71Tne4|2023-6-15 Planning Commission|4203.0
6RB3s4Mnzhs|2023-6-14 City Council Work Meeting|1939.0
BmZe8rlIfTQ|2023-6-14 City Council Regular Meeting|1793.0
7WY7ksPlU8A|2023-6-14 Redevelopment Agency Meeting|949.0
R1ysYPGW-x4|2023-6-12 Civilian Review Board Meeting|820.0
3lJHXRowLtE|2023-6-7 Council Regular Meeting|1109.0
RiwFEr_8F4o|2023-6-7 Council Work Meeting|2332.0
nUizgn1uwKk|2023-8-30 Civilian Review Board Info Night|2273.0
xlJqDLzpiLA|2023-5-10 Regular Council Meeting|2547.0
V224eJdOuBE|2023-5-24 RDA Meeting|290.0
R7siVU5YPgk|2023-5-24 Regular Council Meeting|5072.0
IR7zAwxmDnQ|2023-5-24 Council Work Meeting|1901.0
