date,title,body,video_url,video_id,caption_type,source_url,retrieved_date,format,extraction_method,path,platform,meeting_kind,date_source,duration_s
2023-05-10,2023-5-10 Regular Council Meeting,CityCouncil,https://www.youtube.com/watch?v=xlJqDLzpiLA,xlJqDLzpiLA,asr,https://www.youtube.com/watch?v=xlJqDLzpiLA,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,RC,title,2547.0
2023-05-24,2023-5-24 Regular Council Meeting,CityCouncil,https://www.youtube.com/watch?v=R7siVU5YPgk,R7siVU5YPgk,asr,https://www.youtube.com/watch?v=R7siVU5YPgk,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,RC,title,5072.0
2023-05-24,2023-5-24 Council Work Meeting,CityCouncil,https://www.youtube.com/watch?v=IR7zAwxmDnQ,IR7zAwxmDnQ,asr,https://www.youtube.com/watch?v=IR7zAwxmDnQ,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,WM,title,1901.0
2023-05-24,2023-5-24 RDA Meeting,RDA,https://www.youtube.com/watch?v=V224eJdOuBE,V224eJdOuBE,asr,https://www.youtube.com/watch?v=V224eJdOuBE,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,RDA,title,290.0
2023-06-07,2023-6-7 Council Regular Meeting,CityCouncil,https://www.youtube.com/watch?v=3lJHXRowLtE,3lJHXRowLtE,asr,https://www.youtube.com/watch?v=3lJHXRowLtE,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,RC,title,1109.0
2023-06-07,2023-6-7 Council Work Meeting,CityCouncil,https://www.youtube.com/watch?v=RiwFEr_8F4o,RiwFEr_8F4o,asr,https://www.youtube.com/watch?v=RiwFEr_8F4o,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,WM,title,2332.0
2023-06-12,2023-6-12 Civilian Review Board Meeting,CivilianReviewBoard,https://www.youtube.com/watch?v=R1ysYPGW-x4,R1ysYPGW-x4,asr,https://www.youtube.com/watch?v=R1ysYPGW-x4,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,CRB,title,820.0
2023-06-14,2023-6-14 City Council Regular Meeting,CityCouncil,https://www.youtube.com/watch?v=BmZe8rlIfTQ,BmZe8rlIfTQ,asr,https://www.youtube.com/watch?v=BmZe8rlIfTQ,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,RC,title,1793.0
2023-06-14,2023-6-14 City Council Work Meeting,CityCouncil,https://www.youtube.com/watch?v=6RB3s4Mnzhs,6RB3s4Mnzhs,asr,https://www.youtube.com/watch?v=6RB3s4Mnzhs,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,WM,title,1939.0
2023-06-14,2023-6-14 Redevelopment Agency Meeting,RDA,https://www.youtube.com/watch?v=7WY7ksPlU8A,7WY7ksPlU8A,asr,https://www.youtube.com/watch?v=7WY7ksPlU8A,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,RDA,title,949.0
2023-06-15,2023-6-15 Planning Commission,PlanningCommission,https://www.youtube.com/watch?v=ejzqG71Tne4,ejzqG71Tne4,asr,https://www.youtube.com/watch?v=ejzqG71Tne4,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,PC,title,4203.0
2023-07-10,2023-7-10 Civilian Review Board meeting,CivilianReviewBoard,https://www.youtube.com/watch?v=z-2FPisVrPY,z-2FPisVrPY,asr,https://www.youtube.com/watch?v=z-2FPisVrPY,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,CRB,title,2056.0
2023-07-12,2023-7-12 Regular City Council Meeting,CityCouncil,https://www.youtube.com/watch?v=sGzuLEUfhRY,sGzuLEUfhRY,asr,https://www.youtube.com/watch?v=sGzuLEUfhRY,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,RC,title,2064.0
2023-07-13,2023-7-13 Planning Commission,PlanningCommission,https://www.youtube.com/watch?v=-fZ4n5ey6hA,-fZ4n5ey6hA,asr,https://www.youtube.com/watch?v=-fZ4n5ey6hA,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,PC,title,1630.0
2023-07-21,2023-7-21 Planning Commission,PlanningCommission,https://www.youtube.com/watch?v=c2FqO5x2u2k,c2FqO5x2u2k,asr,https://www.youtube.com/watch?v=c2FqO5x2u2k,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,PC,title,398.0
2023-07-26,2023-7-26 City Council Regular Meeting,CityCouncil,https://www.youtube.com/watch?v=HlOpwbG7qgg,HlOpwbG7qgg,asr,https://www.youtube.com/watch?v=HlOpwbG7qgg,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,RC,title,2479.0
2023-07-26,2023-7-26 City Council Work Meeting,CityCouncil,https://www.youtube.com/watch?v=-sUtmoZNSqA,-sUtmoZNSqA,asr,https://www.youtube.com/watch?v=-sUtmoZNSqA,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,WM,title,611.0
2023-08-03,2023-8-3 Planning Commission,PlanningCommission,https://www.youtube.com/watch?v=egCTl4bNMdY,egCTl4bNMdY,asr,https://www.youtube.com/watch?v=egCTl4bNMdY,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,PC,title,457.0
2023-08-07,2023-8-7 Civilian Review Board,CivilianReviewBoard,https://www.youtube.com/watch?v=_BneFCDLcQo,_BneFCDLcQo,asr,https://www.youtube.com/watch?v=_BneFCDLcQo,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,CRB,title,234.0
2023-08-17,2023-8-17 Planning Commission,PlanningCommission,https://www.youtube.com/watch?v=S88jtHFltoQ,S88jtHFltoQ,asr,https://www.youtube.com/watch?v=S88jtHFltoQ,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,PC,title,885.0
2023-08-23,2023-8-23 City Council Regular Meeting,CityCouncil,https://www.youtube.com/watch?v=qg11hDFj8Po,qg11hDFj8Po,asr,https://www.youtube.com/watch?v=qg11hDFj8Po,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,RC,title,1628.0
2023-08-23,2023-8-23 City Council Work Meeting,CityCouncil,https://www.youtube.com/watch?v=oJ9n8iogINg,oJ9n8iogINg,asr,https://www.youtube.com/watch?v=oJ9n8iogINg,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,WM,title,382.0
2023-08-30,2023-8-30 Civilian Review Board Info Night,CivilianReviewBoard,https://www.youtube.com/watch?v=nUizgn1uwKk,nUizgn1uwKk,asr,https://www.youtube.com/watch?v=nUizgn1uwKk,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,CRB,title,2273.0
2023-08-31,2023-8-31 Planning Commission Meeting,PlanningCommission,https://www.youtube.com/watch?v=jMinzgFIZOI,jMinzgFIZOI,asr,https://www.youtube.com/watch?v=jMinzgFIZOI,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,PC,title,5929.0
2023-09-11,2023-9-11 Civilian Review Board meeting,CivilianReviewBoard,https://www.youtube.com/watch?v=tEUweI7ZIEk,tEUweI7ZIEk,asr,https://www.youtube.com/watch?v=tEUweI7ZIEk,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,CRB,title,2767.0
2023-09-13,2023-9-13 City Council Regular Meeting,CityCouncil,https://www.youtube.com/watch?v=oS16U_P0SGo,oS16U_P0SGo,asr,https://www.youtube.com/watch?v=oS16U_P0SGo,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,RC,title,565.0
2023-09-13,2023-9-13 City Council Work Meeting,CityCouncil,https://www.youtube.com/watch?v=zx3R6Pt2TfU,zx3R6Pt2TfU,asr,https://www.youtube.com/watch?v=zx3R6Pt2TfU,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,WM,title,1365.0
2023-09-21,2023-9-21 Planning Commission Regular Meeting,PlanningCommission,https://www.youtube.com/watch?v=FpLdddMeEN8,FpLdddMeEN8,asr,https://www.youtube.com/watch?v=FpLdddMeEN8,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,PC,title,2653.0
2023-09-21,2023-9-21 Planning Commission Work Meeting,PlanningCommission,https://www.youtube.com/watch?v=YYIl6kmdbqo,YYIl6kmdbqo,asr,https://www.youtube.com/watch?v=YYIl6kmdbqo,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,PC,title,1560.0
2023-09-27,2023-9-27 City Council Regular Meeting,CityCouncil,https://www.youtube.com/watch?v=nH2Ax_R2X6s,nH2Ax_R2X6s,asr,https://www.youtube.com/watch?v=nH2Ax_R2X6s,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,RC,title,1362.0
2023-10-02,2023-10-2 Civilian Review Board Meeting,CivilianReviewBoard,https://www.youtube.com/watch?v=pbIqE585J7s,pbIqE585J7s,asr,https://www.youtube.com/watch?v=pbIqE585J7s,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,CRB,title,1260.0
2023-10-05,2023-10-5 Planning Commission Regular Meeting,PlanningCommission,https://www.youtube.com/watch?v=lNcoL4wrZTg,lNcoL4wrZTg,asr,https://www.youtube.com/watch?v=lNcoL4wrZTg,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,PC,title,2362.0
2023-10-05,2023-10-5 Planning Commission Work Meeting,PlanningCommission,https://www.youtube.com/watch?v=zl8ooYZqCO4,zl8ooYZqCO4,asr,https://www.youtube.com/watch?v=zl8ooYZqCO4,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,PC,title,893.0
2023-10-11,2023-10-11 City Council Regular Meeting,CityCouncil,https://www.youtube.com/watch?v=p1-LYVaP5j0,p1-LYVaP5j0,asr,https://www.youtube.com/watch?v=p1-LYVaP5j0,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,RC,title,752.0
2023-10-11,2023-10-11 City Council Work Meeting,CityCouncil,https://www.youtube.com/watch?v=7-XJyIWAGK0,7-XJyIWAGK0,asr,https://www.youtube.com/watch?v=7-XJyIWAGK0,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,WM,title,1651.0
2023-10-16,2023-10-16 Civilian Review Board Meeting,CivilianReviewBoard,https://www.youtube.com/watch?v=FL5U_kDwXPg,FL5U_kDwXPg,asr,https://www.youtube.com/watch?v=FL5U_kDwXPg,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,CRB,title,441.0
2023-10-25,2023-10-25 City Council Regular Meeting,CityCouncil,https://www.youtube.com/watch?v=Kl03uoQaOik,Kl03uoQaOik,asr,https://www.youtube.com/watch?v=Kl03uoQaOik,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,RC,title,3697.0
2023-10-25,2023-10-25 City Council Work Meeting,CityCouncil,https://www.youtube.com/watch?v=q7U8pvuR79E,q7U8pvuR79E,asr,https://www.youtube.com/watch?v=q7U8pvuR79E,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,WM,title,1232.0
2023-10-25,2023-10-25 RDA Meeting,RDA,https://www.youtube.com/watch?v=NRwltRqOgz0,NRwltRqOgz0,asr,https://www.youtube.com/watch?v=NRwltRqOgz0,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,RDA,title,930.0
2023-11-02,2023 11 2 Planning Commission Regular Meeting,PlanningCommission,https://www.youtube.com/watch?v=5nYHfWnB4f4,5nYHfWnB4f4,asr,https://www.youtube.com/watch?v=5nYHfWnB4f4,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,PC,title,4217.0
2023-11-02,2023 11 2 Planning Commission Work Meeting,PlanningCommission,https://www.youtube.com/watch?v=iL6lLpO9TXY,iL6lLpO9TXY,asr,https://www.youtube.com/watch?v=iL6lLpO9TXY,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,PC,title,662.0
2023-11-06,2023 11 6 Civilian Review Board Meeting,CivilianReviewBoard,https://www.youtube.com/watch?v=pU2xqWKEr0g,pU2xqWKEr0g,asr,https://www.youtube.com/watch?v=pU2xqWKEr0g,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,CRB,title,444.0
2023-11-15,2023 11 15 City Council Regular Meeting,CityCouncil,https://www.youtube.com/watch?v=yZXsuj6-U5g,yZXsuj6-U5g,asr,https://www.youtube.com/watch?v=yZXsuj6-U5g,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,RC,title,3333.0
2023-11-15,2023 11 15 City Council Work Meeting,CityCouncil,https://www.youtube.com/watch?v=aLYIBcAJyDE,aLYIBcAJyDE,asr,https://www.youtube.com/watch?v=aLYIBcAJyDE,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,WM,title,545.0
2023-11-15,2023 11 15 RDA Meeting,RDA,https://www.youtube.com/watch?v=Kefw-GXTA0U,Kefw-GXTA0U,asr,https://www.youtube.com/watch?v=Kefw-GXTA0U,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,RDA,title,2074.0
2023-11-16,2023 11 16 Planning Commission Meeting,PlanningCommission,https://www.youtube.com/watch?v=5AXU5KTJsEY,5AXU5KTJsEY,asr,https://www.youtube.com/watch?v=5AXU5KTJsEY,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,PC,title,1602.0
2023-11-16,2023 11 16 Planning Commission Work Meeting,PlanningCommission,https://www.youtube.com/watch?v=-g185KZrWmA,-g185KZrWmA,asr,https://www.youtube.com/watch?v=-g185KZrWmA,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,PC,title,265.0
2023-12-04,2023 12 4 Civilian Review Board Meeting,CivilianReviewBoard,https://www.youtube.com/watch?v=4q7vcvl3628,4q7vcvl3628,asr,https://www.youtube.com/watch?v=4q7vcvl3628,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,CRB,title,2263.0
2023-12-06,2023 12 6 Board of Canvassers meeting,CityCouncil,https://www.youtube.com/watch?v=iUv_P8zpALY,iUv_P8zpALY,asr,https://www.youtube.com/watch?v=iUv_P8zpALY,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,BoC,title,183.0
2023-12-07,2023 12 7 Planning Commission Work Meeting,PlanningCommission,https://www.youtube.com/watch?v=-4KqmZTb1oQ,-4KqmZTb1oQ,asr,https://www.youtube.com/watch?v=-4KqmZTb1oQ,2026-07-13,caption,"yt-dlp --write-auto-sub (android client, en) -> clean_captions_ssl.py",raw/2023-12-07_-4KqmZTb1oQ.en.vtt,youtube,PC,title,6268.0
2023-12-07,2023 12 7 Planning Commission Meeting,PlanningCommission,https://www.youtube.com/watch?v=A9DRMUpU0sA,A9DRMUpU0sA,asr,https://www.youtube.com/watch?v=A9DRMUpU0sA,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,PC,title,2701.0
2023-12-13,2023 12 13 Regular City Council Meeting,CityCouncil,https://www.youtube.com/watch?v=9ERuvMITd-k,9ERuvMITd-k,asr,https://www.youtube.com/watch?v=9ERuvMITd-k,2026-07-13,caption,"yt-dlp --write-auto-sub (android client, en) -> clean_captions_ssl.py",raw/2023-12-13_9ERuvMITd-k.en.vtt,youtube,RC,title,2114.0
2023-12-13,2023 12 13 City Council Work Meeting,CityCouncil,https://www.youtube.com/watch?v=DDhOFkzznyE,DDhOFkzznyE,asr,https://www.youtube.com/watch?v=DDhOFkzznyE,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,WM,title,3013.0
2023-12-13,2023 12 13 RDA Meeting,RDA,https://www.youtube.com/watch?v=PqNUcTOp8iI,PqNUcTOp8iI,asr,https://www.youtube.com/watch?v=PqNUcTOp8iI,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,RDA,title,138.0
2024-01-08,2024 1 8 Civilian Review Board,CivilianReviewBoard,https://www.youtube.com/watch?v=E5MtJ4sJeFg,E5MtJ4sJeFg,asr,https://www.youtube.com/watch?v=E5MtJ4sJeFg,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,CRB,title,3857.0
2024-01-10,2024 1 10 City Council Regular Meeting,CityCouncil,https://www.youtube.com/watch?v=uUta5BL4yyU,uUta5BL4yyU,asr,https://www.youtube.com/watch?v=uUta5BL4yyU,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,RC,title,5570.0
2024-01-10,2024 1 10 City Council Work Meeting,CityCouncil,https://www.youtube.com/watch?v=9uWE8FSl520,9uWE8FSl520,asr,https://www.youtube.com/watch?v=9uWE8FSl520,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,WM,title,1605.0
2024-01-10,2024 1 10 RDA Meeting,RDA,https://www.youtube.com/watch?v=qpgLijAJij4,qpgLijAJij4,asr,https://www.youtube.com/watch?v=qpgLijAJij4,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,RDA,title,176.0
2024-01-18,2024 1 18 Planning Commission Regular Meeting,PlanningCommission,https://www.youtube.com/watch?v=FBWrC488cHE,FBWrC488cHE,asr,https://www.youtube.com/watch?v=FBWrC488cHE,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,PC,title,5645.0
2024-01-18,2024 1 18 Planning Commission Work Meeting,PlanningCommission,https://www.youtube.com/watch?v=ONusgeuGT4U,ONusgeuGT4U,asr,https://www.youtube.com/watch?v=ONusgeuGT4U,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,PC,title,1016.0
2024-01-24,2024 1 24 City Council Regular Meeting,CityCouncil,https://www.youtube.com/watch?v=CwpguYMBZSQ,CwpguYMBZSQ,asr,https://www.youtube.com/watch?v=CwpguYMBZSQ,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,RC,title,5627.0
2024-01-24,2024 1 24 City Council Work Meeting,CityCouncil,https://www.youtube.com/watch?v=FfRbH59KD3U,FfRbH59KD3U,asr,https://www.youtube.com/watch?v=FfRbH59KD3U,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,WM,title,2937.0
2024-01-24,2024 1 24 RDA Meeting,RDA,https://www.youtube.com/watch?v=SM3C14plI08,SM3C14plI08,asr,https://www.youtube.com/watch?v=SM3C14plI08,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,RDA,title,1055.0
2024-02-01,2024 2 1 Planning Commission Meeting,PlanningCommission,https://www.youtube.com/watch?v=QlQNvV9xt-o,QlQNvV9xt-o,asr,https://www.youtube.com/watch?v=QlQNvV9xt-o,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,PC,title,6656.0
2024-02-01,2024 2 1 Planning Commission Work Meeting,PlanningCommission,https://www.youtube.com/watch?v=cqs_bHNUnfc,cqs_bHNUnfc,asr,https://www.youtube.com/watch?v=cqs_bHNUnfc,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,PC,title,1746.0
2024-02-05,2024 2 5 Civilian Review Board,CivilianReviewBoard,https://www.youtube.com/watch?v=iBg7pjI8cuU,iBg7pjI8cuU,asr,https://www.youtube.com/watch?v=iBg7pjI8cuU,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,CRB,title,1513.0
2024-02-07,2024 2 7 City Council Regular Meeting,CityCouncil,https://www.youtube.com/watch?v=bM4-s0BHZOQ,bM4-s0BHZOQ,asr,https://www.youtube.com/watch?v=bM4-s0BHZOQ,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,RC,title,3293.0
2024-02-07,2024 2 7 City Council Work Meeting,CityCouncil,https://www.youtube.com/watch?v=Hv1D9mlmJ74,Hv1D9mlmJ74,asr,https://www.youtube.com/watch?v=Hv1D9mlmJ74,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,WM,title,87.0
2024-02-15,2024 2 15 Planning Commission Work Meeting,PlanningCommission,https://www.youtube.com/watch?v=jC1CfAaWaUk,jC1CfAaWaUk,asr,https://www.youtube.com/watch?v=jC1CfAaWaUk,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,PC,title,2408.0
2024-02-15,2024 2 15 Planning Commission Meeting,PlanningCommission,https://www.youtube.com/watch?v=WX_zLpFtk18,WX_zLpFtk18,asr,https://www.youtube.com/watch?v=WX_zLpFtk18,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,PC,title,1409.0
2024-02-21,2024 2 21 City Council Special Meeting,CityCouncil,https://www.youtube.com/watch?v=VzQvwHTCOR8,VzQvwHTCOR8,asr,https://www.youtube.com/watch?v=VzQvwHTCOR8,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,RC,title,892.0
2024-02-28,2024 2 28 City Council Regular Meeting,CityCouncil,https://www.youtube.com/watch?v=vqnkQaib_fo,vqnkQaib_fo,asr,https://www.youtube.com/watch?v=vqnkQaib_fo,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,RC,title,2966.0
2024-02-28,2024 2 28 City Council Work Meeting,CityCouncil,https://www.youtube.com/watch?v=TXMbiz-AKW0,TXMbiz-AKW0,asr,https://www.youtube.com/watch?v=TXMbiz-AKW0,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,WM,title,998.0
2024-02-28,2024 2 28 RDA Meeting,RDA,https://www.youtube.com/watch?v=oSGEsUkkHhA,oSGEsUkkHhA,asr,https://www.youtube.com/watch?v=oSGEsUkkHhA,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,RDA,title,1790.0
2024-03-04,2024 3 4 Civilian Review Board Meeting,CivilianReviewBoard,https://www.youtube.com/watch?v=Car8vhixlVo,Car8vhixlVo,asr,https://www.youtube.com/watch?v=Car8vhixlVo,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,CRB,title,5444.0
2024-03-06,2024 3 6 City Council Special Meeting,CityCouncil,https://www.youtube.com/watch?v=YxsHVdGCc8c,YxsHVdGCc8c,asr,https://www.youtube.com/watch?v=YxsHVdGCc8c,2026-07-13,caption,"yt-dlp --list-subs (android client): en ASR track available, not fetched (sample-only)",,youtube,RC,title,188.0
