date,year,title,slug,path,source,source_url,format,from_compilation
2020-03-10,2020,City Council Special Meeting,city-council-special-meeting,meeting_minutes/minutes/2020/2020-03-09/2020-03-10_city-council-special-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-03-12,2020,City Council Joint Work Session,city-council-joint-work-session,meeting_minutes/minutes/2020/2020-03-09/2020-03-12_city-council-joint-work-session.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-03-24,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-03-23/2020-03-24_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-03-31,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-03-30/2020-03-31_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-03-31,2020,City Council Special Meeting,city-council-special-meeting,meeting_minutes/minutes/2020/2020-03-30/2020-03-31_city-council-special-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-04-07,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-04-06/2020-04-07_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-04-07,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-04-06/2020-04-07_city-council-meeting-2.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-04-14,2020,City Council Joint Work Session,city-council-joint-work-session,meeting_minutes/minutes/2020/2020-04-13/2020-04-14_city-council-joint-work-session.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-04-14,2020,City Council Special Meeting,city-council-special-meeting,meeting_minutes/minutes/2020/2020-04-13/2020-04-14_city-council-special-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-04-21,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-04-20/2020-04-21_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-04-21,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-04-20/2020-04-21_city-council-meeting-2.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-04-23,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-04-20/2020-04-23_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-04-28,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-04-27/2020-04-28_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-04-28,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-04-27/2020-04-28_city-council-meeting-2.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-05-05,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-05-04/2020-05-05_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-05-05,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-05-04/2020-05-05_city-council-meeting-2.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-05-12,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-05-11/2020-05-12_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-05-19,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-05-18/2020-05-19_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-05-26,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-05-25/2020-05-26_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-05-26,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-05-25/2020-05-26_city-council-meeting-2.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-06-02,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-06-01/2020-06-02_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-06-02,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-06-01/2020-06-02_city-council-meeting-2.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-06-09,2020,City Council Closed Executive Session,city-council-closed-session,meeting_minutes/minutes/2020/2020-06-08/2020-06-09_city-council-closed-session.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-06-09,2020,City Council Special Meeting,city-council-special-meeting,meeting_minutes/minutes/2020/2020-06-08/2020-06-09_city-council-special-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-06-16,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-06-16,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_city-council-meeting-2.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-06-23,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-06-22/2020-06-23_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-06-23,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-06-22/2020-06-23_city-council-meeting-2.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-07-07,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-07-06/2020-07-07_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-07-07,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-07-06/2020-07-07_city-council-meeting-2.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-07-14,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-07-13/2020-07-14_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-07-14,2020,City Council Special Meeting,city-council-special-meeting,meeting_minutes/minutes/2020/2020-07-13/2020-07-14_city-council-special-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-07-21,2020,City Council Closed Executive Session,city-council-closed-session,meeting_minutes/minutes/2020/2020-07-20/2020-07-21_city-council-closed-session.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-07-21,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-07-20/2020-07-21_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-08-04,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-08-03/2020-08-04_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-08-04,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-08-03/2020-08-04_city-council-meeting-2.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-08-11,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-08-10/2020-08-11_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-08-11,2020,City Council Special Meeting,city-council-special-meeting,meeting_minutes/minutes/2020/2020-08-10/2020-08-11_city-council-special-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-08-18,2020,City Council Joint Work Session,city-council-joint-work-session,meeting_minutes/minutes/2020/2020-08-17/2020-08-18_city-council-joint-work-session.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-08-18,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-08-17/2020-08-18_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-08-25,2020,City Council Joint Work Session,city-council-joint-work-session,meeting_minutes/minutes/2020/2020-08-24/2020-08-25_city-council-joint-work-session.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-08-25,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-08-24/2020-08-25_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-09-01,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-08-31/2020-09-01_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-09-01,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-08-31/2020-09-01_city-council-meeting-2.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-09-15,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-09-14/2020-09-15_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-09-15,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-09-14/2020-09-15_city-council-meeting-2.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-09-22,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-09-21/2020-09-22_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-10-06,2020,City Council Closed Executive Session,city-council-closed-session,meeting_minutes/minutes/2020/2020-10-05/2020-10-06_city-council-closed-session.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-10-06,2020,City Council Joint Work Session,city-council-joint-work-session,meeting_minutes/minutes/2020/2020-10-05/2020-10-06_city-council-joint-work-session.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-10-06,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-10-05/2020-10-06_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-10-13,2020,City Council Joint Work Session,city-council-joint-work-session,meeting_minutes/minutes/2020/2020-10-12/2020-10-13_city-council-joint-work-session.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-10-13,2020,City Council Special Meeting,city-council-special-meeting,meeting_minutes/minutes/2020/2020-10-12/2020-10-13_city-council-special-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-10-20,2020,City Council Joint Work Session,city-council-joint-work-session,meeting_minutes/minutes/2020/2020-10-19/2020-10-20_city-council-joint-work-session.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-10-20,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-10-19/2020-10-20_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-10-27,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-10-26/2020-10-27_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-11-10,2020,City Council Closed Executive Session,city-council-closed-session,meeting_minutes/minutes/2020/2020-11-09/2020-11-10_city-council-closed-session.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-11-10,2020,City Council Joint Work Session,city-council-joint-work-session,meeting_minutes/minutes/2020/2020-11-09/2020-11-10_city-council-joint-work-session.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-11-10,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-11-09/2020-11-10_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-11-17,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-11-16/2020-11-17_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-11-18,2020,City Council Joint Work Session,city-council-joint-work-session,meeting_minutes/minutes/2020/2020-11-16/2020-11-18_city-council-joint-work-session.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-12-01,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-11-30/2020-12-01_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-12-01,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-11-30/2020-12-01_city-council-meeting-2.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-12-08,2020,City Council Closed Executive Session,city-council-closed-session,meeting_minutes/minutes/2020/2020-12-07/2020-12-08_city-council-closed-session.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-12-08,2020,City Council Joint Work Session,city-council-joint-work-session,meeting_minutes/minutes/2020/2020-12-07/2020-12-08_city-council-joint-work-session.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-12-08,2020,City Council Special Meeting,city-council-special-meeting,meeting_minutes/minutes/2020/2020-12-07/2020-12-08_city-council-special-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-12-15,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-12-14/2020-12-15_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2020-12-15,2020,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2020/2020-12-14/2020-12-15_city-council-meeting-2.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29304/CC-2020,compilation,Y
2021-01-05,2021,City Council Joint Work Session,city-council-joint-work-session,meeting_minutes/minutes/2021/2021-01-04/2021-01-05_city-council-joint-work-session.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-01-05,2021,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2021/2021-01-04/2021-01-05_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-01-12,2021,City Council Joint Work Session,city-council-joint-work-session,meeting_minutes/minutes/2021/2021-01-11/2021-01-12_city-council-joint-work-session.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-01-12,2021,City Council Special Meeting,city-council-special-meeting,meeting_minutes/minutes/2021/2021-01-11/2021-01-12_city-council-special-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-01-19,2021,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2021/2021-01-18/2021-01-19_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-01-19,2021,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2021/2021-01-18/2021-01-19_city-council-meeting-2.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-01-26,2021,City Council Joint Work Session,city-council-joint-work-session,meeting_minutes/minutes/2021/2021-01-25/2021-01-26_city-council-joint-work-session.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-01-26,2021,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2021/2021-01-25/2021-01-26_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-02-02,2021,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2021/2021-02-01/2021-02-02_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-02-02,2021,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2021/2021-02-01/2021-02-02_city-council-meeting-2.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-02-09,2021,City Council Closed Executive Session,city-council-closed-session,meeting_minutes/minutes/2021/2021-02-08/2021-02-09_city-council-closed-session.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-02-09,2021,City Council Joint Work Session,city-council-joint-work-session,meeting_minutes/minutes/2021/2021-02-08/2021-02-09_city-council-joint-work-session.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-02-09,2021,City Council Special Meeting,city-council-special-meeting,meeting_minutes/minutes/2021/2021-02-08/2021-02-09_city-council-special-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-02-23,2021,City Council Joint Work Session,city-council-joint-work-session,meeting_minutes/minutes/2021/2021-02-22/2021-02-23_city-council-joint-work-session.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-02-23,2021,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2021/2021-02-22/2021-02-23_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-03-02,2021,City Council Joint Work Session,city-council-joint-work-session,meeting_minutes/minutes/2021/2021-03-01/2021-03-02_city-council-joint-work-session.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-03-09,2021,City Council Joint Work Session,city-council-joint-work-session,meeting_minutes/minutes/2021/2021-03-08/2021-03-09_city-council-joint-work-session.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-03-16,2021,City Council Closed Executive Session,city-council-closed-session,meeting_minutes/minutes/2021/2021-03-15/2021-03-16_city-council-closed-session.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-03-16,2021,City Council Joint Work Session,city-council-joint-work-session,meeting_minutes/minutes/2021/2021-03-15/2021-03-16_city-council-joint-work-session.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-03-16,2021,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2021/2021-03-15/2021-03-16_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-03-23,2021,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2021/2021-03-22/2021-03-23_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-03-23,2021,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2021/2021-03-22/2021-03-23_city-council-meeting-2.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-03-30,2021,City Council Field Trip,city-council-field-trip,meeting_minutes/minutes/2021/2021-03-29/2021-03-30_city-council-field-trip.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-04-06,2021,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2021/2021-04-05/2021-04-06_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-04-06,2021,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2021/2021-04-05/2021-04-06_city-council-meeting-2.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-04-13,2021,City Council Joint Work Session,city-council-joint-work-session,meeting_minutes/minutes/2021/2021-04-12/2021-04-13_city-council-joint-work-session.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-04-20,2021,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2021/2021-04-19/2021-04-20_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-04-27,2021,City Council Joint Work Session,city-council-joint-work-session,meeting_minutes/minutes/2021/2021-04-26/2021-04-27_city-council-joint-work-session.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-04-27,2021,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2021/2021-04-26/2021-04-27_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-05-04,2021,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2021/2021-05-03/2021-05-04_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-05-04,2021,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2021/2021-05-03/2021-05-04_city-council-meeting-2.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-05-11,2021,City Council Joint Work Session,city-council-joint-work-session,meeting_minutes/minutes/2021/2021-05-10/2021-05-11_city-council-joint-work-session.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-05-11,2021,City Council Special Meeting,city-council-special-meeting,meeting_minutes/minutes/2021/2021-05-10/2021-05-11_city-council-special-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-05-18,2021,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2021/2021-05-17/2021-05-18_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-05-25,2021,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2021/2021-05-24/2021-05-25_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-05-25,2021,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2021/2021-05-24/2021-05-25_city-council-meeting-2.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-06-01,2021,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2021/2021-05-31/2021-06-01_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-06-01,2021,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2021/2021-05-31/2021-06-01_city-council-meeting-2.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-06-08,2021,City Council Special Meeting,city-council-special-meeting,meeting_minutes/minutes/2021/2021-06-07/2021-06-08_city-council-special-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
2021-06-15,2021,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2021/2021-06-14/2021-06-15_city-council-meeting.md,civicplus,https://www.ogdencity.gov/DocumentCenter/View/29305/CC-2021,compilation,Y
