EventItemId,VoteId,VotePersonId,VotePersonName,VoteValueId,VoteValueName
27139,14956,334,Brooke Christensen,16,Yes
27161,15041,369,Alison Stroud,16,Yes
27161,15042,253,Kris Nicholl,16,Yes
27161,15043,335,Zach Robinson,16,Yes
27161,15044,370,Monica Zoltanski,16,Yes
27161,15045,368,Marci Houseman,16,Yes
27161,15046,331,Cyndi Sharkey,16,Yes
27161,15047,334,Brooke Christensen,16,Yes
27169,15034,369,Alison Stroud,16,Yes
27169,15035,253,Kris Nicholl,16,Yes
27169,15036,335,Zach Robinson,16,Yes
27169,15037,370,Monica Zoltanski,16,Yes
27169,15038,368,Marci Houseman,16,Yes
27169,15039,331,Cyndi Sharkey,16,Yes
27169,15040,334,Brooke Christensen,16,Yes
27250,15041,369,Alison Stroud,16,Yes
27250,15042,253,Kris Nicholl,16,Yes
27250,15043,335,Zach Robinson,16,Yes
27250,15044,370,Monica Zoltanski,16,Yes
27250,15045,368,Marci Houseman,16,Yes
27250,15046,331,Cyndi Sharkey,16,Yes
27250,15047,334,Brooke Christensen,16,Yes
27239,15073,369,Alison Stroud,16,Yes
27239,15074,253,Kris Nicholl,16,Yes
27239,15075,335,Zach Robinson,16,Yes
27239,15076,370,Monica Zoltanski,16,Yes
27239,15077,368,Marci Houseman,16,Yes
27239,15078,331,Cyndi Sharkey,16,Yes
27239,15079,334,Brooke Christensen,16,Yes
27240,15066,369,Alison Stroud,16,Yes
27240,15067,253,Kris Nicholl,16,Yes
27240,15068,335,Zach Robinson,16,Yes
27240,15069,370,Monica Zoltanski,16,Yes
27240,15070,368,Marci Houseman,16,Yes
27240,15071,331,Cyndi Sharkey,16,Yes
27240,15072,334,Brooke Christensen,16,Yes
27297,15130,369,Alison Stroud,16,Yes
27297,15131,253,Kris Nicholl,16,Yes
27297,15132,335,Zach Robinson,16,Yes
27297,15133,370,Monica Zoltanski,16,Yes
27297,15134,368,Marci Houseman,16,Yes
27297,15135,331,Cyndi Sharkey,16,Yes
27297,15136,334,Brooke Christensen,16,Yes
27351,15196,369,Alison Stroud,16,Yes
27351,15197,253,Kris Nicholl,16,Yes
27351,15198,335,Zach Robinson,16,Yes
27351,15199,370,Monica Zoltanski,16,Yes
27351,15200,368,Marci Houseman,16,Yes
27351,15201,331,Cyndi Sharkey,16,Yes
27351,15202,334,Brooke Christensen,16,Yes
27352,15196,369,Alison Stroud,16,Yes
27352,15197,253,Kris Nicholl,16,Yes
27352,15198,335,Zach Robinson,16,Yes
27352,15199,370,Monica Zoltanski,16,Yes
27352,15200,368,Marci Houseman,16,Yes
27352,15201,331,Cyndi Sharkey,16,Yes
27352,15202,334,Brooke Christensen,16,Yes
27353,15196,369,Alison Stroud,16,Yes
27353,15197,253,Kris Nicholl,16,Yes
27353,15198,335,Zach Robinson,16,Yes
27353,15199,370,Monica Zoltanski,16,Yes
27353,15200,368,Marci Houseman,16,Yes
27353,15201,331,Cyndi Sharkey,16,Yes
27353,15202,334,Brooke Christensen,16,Yes
27355,15182,369,Alison Stroud,16,Yes
27355,15183,253,Kris Nicholl,16,Yes
27355,15184,335,Zach Robinson,16,Yes
27355,15185,370,Monica Zoltanski,16,Yes
27355,15186,368,Marci Houseman,16,Yes
27355,15187,331,Cyndi Sharkey,16,Yes
27355,15188,334,Brooke Christensen,16,Yes
27364,15189,369,Alison Stroud,16,Yes
27364,15190,253,Kris Nicholl,16,Yes
27364,15191,335,Zach Robinson,16,Yes
27364,15192,370,Monica Zoltanski,16,Yes
27364,15193,368,Marci Houseman,16,Yes
27364,15194,331,Cyndi Sharkey,16,Yes
27364,15195,334,Brooke Christensen,16,Yes
27370,15196,369,Alison Stroud,16,Yes
27370,15197,253,Kris Nicholl,16,Yes
27370,15198,335,Zach Robinson,16,Yes
27370,15199,370,Monica Zoltanski,16,Yes
27370,15200,368,Marci Houseman,16,Yes
27370,15201,331,Cyndi Sharkey,16,Yes
27370,15202,334,Brooke Christensen,16,Yes
27415,15271,369,Alison Stroud,16,Yes
27415,15272,253,Kris Nicholl,16,Yes
27415,15273,335,Zach Robinson,16,Yes
27415,15274,370,Monica Zoltanski,16,Yes
27415,15275,368,Marci Houseman,16,Yes
27415,15276,331,Cyndi Sharkey,16,Yes
27415,15277,334,Brooke Christensen,16,Yes
27418,15264,369,Alison Stroud,16,Yes
27418,15265,253,Kris Nicholl,16,Yes
27418,15266,335,Zach Robinson,16,Yes
27418,15267,370,Monica Zoltanski,16,Yes
27418,15268,368,Marci Houseman,16,Yes
27418,15269,331,Cyndi Sharkey,16,Yes
27418,15270,334,Brooke Christensen,16,Yes
27462,15271,369,Alison Stroud,16,Yes
27462,15272,253,Kris Nicholl,16,Yes
27462,15273,335,Zach Robinson,16,Yes
27462,15274,370,Monica Zoltanski,16,Yes
27462,15275,368,Marci Houseman,16,Yes
27462,15276,331,Cyndi Sharkey,16,Yes
27462,15277,334,Brooke Christensen,16,Yes
27481,15285,369,Alison Stroud,16,Yes
27481,15286,253,Kris Nicholl,16,Yes
27481,15287,335,Zach Robinson,16,Yes
27481,15288,370,Monica Zoltanski,16,Yes
27481,15289,368,Marci Houseman,16,Yes
27481,15290,331,Cyndi Sharkey,16,Yes
27481,15291,334,Brooke Christensen,16,Yes
27482,15299,369,Alison Stroud,16,Yes
27482,15300,253,Kris Nicholl,16,Yes
27482,15301,335,Zach Robinson,16,Yes
27482,15302,370,Monica Zoltanski,16,Yes
27482,15303,368,Marci Houseman,16,Yes
27482,15304,331,Cyndi Sharkey,16,Yes
27482,15305,334,Brooke Christensen,16,Yes
27484,15320,369,Alison Stroud,16,Yes
27484,15321,253,Kris Nicholl,16,Yes
27484,15322,335,Zach Robinson,16,Yes
27484,15323,370,Monica Zoltanski,16,Yes
27484,15324,368,Marci Houseman,16,Yes
27484,15325,331,Cyndi Sharkey,16,Yes
27484,15326,334,Brooke Christensen,16,Yes
27492,15278,369,Alison Stroud,16,Yes
27492,15279,253,Kris Nicholl,16,Yes
27492,15280,335,Zach Robinson,16,Yes
27492,15281,370,Monica Zoltanski,16,Yes
27492,15282,368,Marci Houseman,16,Yes
27492,15283,331,Cyndi Sharkey,16,Yes
27492,15284,334,Brooke Christensen,16,Yes
27496,15292,369,Alison Stroud,16,Yes
27496,15293,253,Kris Nicholl,16,Yes
27496,15294,335,Zach Robinson,16,Yes
27496,15295,370,Monica Zoltanski,16,Yes
27496,15296,368,Marci Houseman,16,Yes
27496,15297,331,Cyndi Sharkey,16,Yes
27496,15298,334,Brooke Christensen,16,Yes
27498,15327,369,Alison Stroud,16,Yes
27498,15328,253,Kris Nicholl,16,Yes
27498,15329,335,Zach Robinson,16,Yes
27498,15330,370,Monica Zoltanski,16,Yes
27498,15331,368,Marci Houseman,16,Yes
27498,15332,331,Cyndi Sharkey,16,Yes
27498,15333,334,Brooke Christensen,16,Yes
27555,15362,369,Alison Stroud,16,Yes
27555,15363,253,Kris Nicholl,16,Yes
27555,15364,335,Zach Robinson,16,Yes
27555,15365,370,Monica Zoltanski,16,Yes
27555,15366,368,Marci Houseman,16,Yes
27555,15367,331,Cyndi Sharkey,16,Yes
27555,15368,334,Brooke Christensen,16,Yes
27556,15362,369,Alison Stroud,16,Yes
27556,15363,253,Kris Nicholl,16,Yes
27556,15364,335,Zach Robinson,16,Yes
27556,15365,370,Monica Zoltanski,16,Yes
27556,15366,368,Marci Houseman,16,Yes
27556,15367,331,Cyndi Sharkey,16,Yes
27556,15368,334,Brooke Christensen,16,Yes
27559,15334,369,Alison Stroud,17,No
27559,15335,253,Kris Nicholl,17,No
27559,15336,335,Zach Robinson,16,Yes
27559,15337,370,Monica Zoltanski,16,Yes
27559,15338,368,Marci Houseman,17,No
27559,15339,331,Cyndi Sharkey,17,No
27559,15340,334,Brooke Christensen,16,Yes
27561,15341,369,Alison Stroud,16,Yes
27561,15342,253,Kris Nicholl,16,Yes
27561,15343,335,Zach Robinson,17,No
27561,15344,370,Monica Zoltanski,17,No
27561,15345,368,Marci Houseman,16,Yes
27561,15346,331,Cyndi Sharkey,16,Yes
27561,15347,334,Brooke Christensen,17,No
27569,15355,369,Alison Stroud,16,Yes
27569,15356,253,Kris Nicholl,16,Yes
27569,15357,335,Zach Robinson,16,Yes
27569,15358,370,Monica Zoltanski,16,Yes
27569,15359,368,Marci Houseman,16,Yes
27569,15360,331,Cyndi Sharkey,16,Yes
27569,15361,334,Brooke Christensen,16,Yes
27572,15348,369,Alison Stroud,16,Yes
27572,15349,253,Kris Nicholl,16,Yes
27572,15350,335,Zach Robinson,16,Yes
27572,15351,370,Monica Zoltanski,16,Yes
27572,15352,368,Marci Houseman,16,Yes
27572,15353,331,Cyndi Sharkey,16,Yes
27572,15354,334,Brooke Christensen,17,No
27574,15362,369,Alison Stroud,16,Yes
27574,15363,253,Kris Nicholl,16,Yes
27574,15364,335,Zach Robinson,16,Yes
27574,15365,370,Monica Zoltanski,16,Yes
27574,15366,368,Marci Houseman,16,Yes
27574,15367,331,Cyndi Sharkey,16,Yes
27574,15368,334,Brooke Christensen,16,Yes
27647,15419,369,Alison Stroud,16,Yes
27647,15420,253,Kris Nicholl,16,Yes
27647,15421,335,Zach Robinson,16,Yes
27647,15422,370,Monica Zoltanski,17,No
27647,15423,368,Marci Houseman,16,Yes
27647,15424,331,Cyndi Sharkey,16,Yes
27647,15425,334,Brooke Christensen,16,Yes
27668,15454,369,Alison Stroud,16,Yes
27668,15455,253,Kris Nicholl,16,Yes
27668,15456,335,Zach Robinson,16,Yes
27668,15457,370,Monica Zoltanski,17,No
27668,15458,368,Marci Houseman,16,Yes
27668,15459,331,Cyndi Sharkey,16,Yes
27668,15460,334,Brooke Christensen,16,Yes
27669,15461,369,Alison Stroud,16,Yes
27669,15462,253,Kris Nicholl,16,Yes
27669,15463,335,Zach Robinson,16,Yes
27669,15464,370,Monica Zoltanski,17,No
27669,15465,368,Marci Houseman,16,Yes
27669,15466,331,Cyndi Sharkey,16,Yes
27669,15467,334,Brooke Christensen,16,Yes
27676,15440,369,Alison Stroud,16,Yes
27676,15441,253,Kris Nicholl,16,Yes
27676,15442,335,Zach Robinson,16,Yes
27676,15443,370,Monica Zoltanski,17,No
27676,15444,368,Marci Houseman,16,Yes
27676,15445,331,Cyndi Sharkey,16,Yes
27676,15446,334,Brooke Christensen,16,Yes
27677,15426,369,Alison Stroud,16,Yes
27677,15427,253,Kris Nicholl,16,Yes
27677,15428,335,Zach Robinson,16,Yes
27677,15429,370,Monica Zoltanski,16,Yes
27677,15430,368,Marci Houseman,16,Yes
27677,15431,331,Cyndi Sharkey,16,Yes
27677,15432,334,Brooke Christensen,16,Yes
27678,15433,369,Alison Stroud,16,Yes
27678,15434,253,Kris Nicholl,16,Yes
27678,15435,335,Zach Robinson,16,Yes
27678,15436,370,Monica Zoltanski,16,Yes
27678,15437,368,Marci Houseman,16,Yes
27678,15438,331,Cyndi Sharkey,16,Yes
27678,15439,334,Brooke Christensen,16,Yes
27740,15503,369,Alison Stroud,16,Yes
27740,15504,253,Kris Nicholl,16,Yes
27740,15505,335,Zach Robinson,16,Yes
27740,15506,370,Monica Zoltanski,16,Yes
27740,15507,368,Marci Houseman,16,Yes
27740,15508,331,Cyndi Sharkey,16,Yes
27740,15509,334,Brooke Christensen,16,Yes
27741,15503,369,Alison Stroud,16,Yes
27741,15504,253,Kris Nicholl,16,Yes
27741,15505,335,Zach Robinson,16,Yes
27741,15506,370,Monica Zoltanski,16,Yes
27741,15507,368,Marci Houseman,16,Yes
27741,15508,331,Cyndi Sharkey,16,Yes
27741,15509,334,Brooke Christensen,16,Yes
27742,15503,369,Alison Stroud,16,Yes
27742,15504,253,Kris Nicholl,16,Yes
27742,15505,335,Zach Robinson,16,Yes
27742,15506,370,Monica Zoltanski,16,Yes
27742,15507,368,Marci Houseman,16,Yes
27742,15508,331,Cyndi Sharkey,16,Yes
27742,15509,334,Brooke Christensen,16,Yes
27745,15482,369,Alison Stroud,16,Yes
27745,15483,253,Kris Nicholl,16,Yes
27745,15484,335,Zach Robinson,16,Yes
27745,15485,370,Monica Zoltanski,16,Yes
27745,15486,368,Marci Houseman,16,Yes
27745,15487,331,Cyndi Sharkey,16,Yes
27745,15488,334,Brooke Christensen,17,No
27746,15489,369,Alison Stroud,16,Yes
27746,15490,253,Kris Nicholl,16,Yes
27746,15491,335,Zach Robinson,16,Yes
27746,15492,370,Monica Zoltanski,17,No
27746,15493,368,Marci Houseman,16,Yes
27746,15494,331,Cyndi Sharkey,16,Yes
27746,15495,334,Brooke Christensen,17,No
27751,15468,369,Alison Stroud,16,Yes
27751,15469,253,Kris Nicholl,16,Yes
27751,15470,335,Zach Robinson,16,Yes
27751,15471,370,Monica Zoltanski,16,Yes
27751,15472,368,Marci Houseman,16,Yes
27751,15473,331,Cyndi Sharkey,16,Yes
27751,15474,334,Brooke Christensen,16,Yes
27752,15475,369,Alison Stroud,16,Yes
27752,15476,253,Kris Nicholl,16,Yes
27752,15477,335,Zach Robinson,16,Yes
27752,15478,370,Monica Zoltanski,16,Yes
27752,15479,368,Marci Houseman,16,Yes
27752,15480,331,Cyndi Sharkey,16,Yes
27752,15481,334,Brooke Christensen,16,Yes
27753,15533,369,Alison Stroud,16,Yes
27753,15534,253,Kris Nicholl,16,Yes
27753,15535,335,Zach Robinson,16,Yes
27753,15536,370,Monica Zoltanski,17,No
27753,15537,368,Marci Houseman,16,Yes
27753,15538,331,Cyndi Sharkey,16,Yes
27753,15539,334,Brooke Christensen,17,No
27756,15496,369,Alison Stroud,16,Yes
27756,15497,253,Kris Nicholl,16,Yes
27756,15498,335,Zach Robinson,16,Yes
27756,15499,370,Monica Zoltanski,16,Yes
27756,15500,368,Marci Houseman,16,Yes
27756,15501,331,Cyndi Sharkey,16,Yes
