EventId,EventBodyId,EventBodyName,EventDate,EventTime,EventAgendaStatusName,EventMinutesStatusName,EventLocation
1627,138,City Council,2022-02-22T00:00:00,5:15 PM,Final,Final,Online
1636,138,City Council,2022-02-28T00:00:00,6:00 PM,Final,Final,City Hall & Online
1628,138,City Council,2022-03-01T00:00:00,5:15 PM,Final,Final,City Hall & Online
1630,138,City Council,2022-03-15T00:00:00,5:15 PM,Final,Final,City Hall & Online
1655,138,City Council,2022-03-19T00:00:00,8:00 AM,Final,Final,Loveland Living Planet Aquarium
1656,138,City Council,2022-03-28T00:00:00,6:00 PM,Final,Final,Sandy City Parks and Recreation
1632,138,City Council,2022-03-29T00:00:00,5:15 PM,Final,Final,City Hall & Online
1637,138,City Council,2022-04-05T00:00:00,5:15 PM,Final,Final,City Hall & Online
1638,138,City Council,2022-04-12T00:00:00,5:15 PM,Final,Final,City Hall & Online
1639,138,City Council,2022-04-19T00:00:00,5:15 PM,Final,Final,City Hall & Online
1658,138,City Council,2022-04-25T00:00:00,6:00 PM,Final,Final,City Hall & Online
1640,138,City Council,2022-04-26T00:00:00,5:15 PM,Final,Final,City Hall & Online
1641,138,City Council,2022-05-03T00:00:00,5:15 PM,Final,Final,City Hall & Online
1642,138,City Council,2022-05-10T00:00:00,5:15 PM,Final,Final,City Hall & Online
1661,138,City Council,2022-05-16T00:00:00,6:00 PM,Final,Final,Sandy City Public Works
1643,138,City Council,2022-05-17T00:00:00,5:15 PM,Final-revised,Final,City Hall & Online
1644,138,City Council,2022-05-24T00:00:00,5:15 PM,Final-revised,Final,City Hall & Online
1645,138,City Council,2022-05-31T00:00:00,5:15 PM,Final,Final,City Hall & Online
1646,138,City Council,2022-06-07T00:00:00,5:15 PM,Final-revised,Final,City Hall & Online
1647,138,City Council,2022-06-14T00:00:00,5:15 PM,Final,Final,City Hall & Online
1648,138,City Council,2022-06-21T00:00:00,5:15 PM,Final,Final,City Hall & Online
1649,138,City Council,2022-06-28T00:00:00,5:15 PM,Final-revised,Final,City Hall & Online
1664,138,City Council,2022-07-12T00:00:00,5:15 PM,Final,Final,Tour of the Cairns
1667,138,City Council,2022-07-19T00:00:00,5:15 PM,Final,Final,"City Hall, Room #341 and Online"
1669,138,City Council,2022-07-26T00:00:00,5:15 PM,Final-revised,Final,City Hall and Online
1671,138,City Council,2022-08-09T00:00:00,5:15 PM,Final,Final,City Hall and Online
1672,138,City Council,2022-08-16T00:00:00,5:15 PM,Final,Final,City Hall and Online
1673,138,City Council,2022-08-23T00:00:00,5:15 PM,Final,Final,Water Treatment Plant Tour
1675,138,City Council,2022-09-06T00:00:00,5:15 PM,Final,Final,City Hall and Online
1676,138,City Council,2022-09-13T00:00:00,5:15 PM,Final,Final,City Hall and Online
1679,138,City Council,2022-09-20T00:00:00,5:15 PM,Final,Final,City Hall and Online
1681,138,City Council,2022-09-27T00:00:00,5:15 PM,Final,Final,Parks Facilities Tour
1682,138,City Council,2022-10-04T00:00:00,5:15 PM,Final,Final,City Hall and Online
1683,138,City Council,2022-10-11T00:00:00,5:15 PM,Final,Final,City Hall and Online
1684,138,City Council,2022-10-18T00:00:00,5:15 PM,Final,Final,City Hall and Online
1685,138,City Council,2022-10-25T00:00:00,5:15 PM,Final,Final,City Hall and Online
1686,138,City Council,2022-11-01T00:00:00,6:00 PM,Final,Draft,Salt Lake City Public Safety Building (475 S 300 E)
1702,138,City Council,2022-11-08T00:00:00,5:15 PM,Final,Draft,City Hall & Online
1703,138,City Council,2022-11-15T00:00:00,5:15 PM,Final,Draft,City Hall & Online
1706,138,City Council,2022-12-06T00:00:00,5:15 PM,Final,Final,City Hall & Online
1707,138,City Council,2022-12-13T00:00:00,5:15 PM,Final-revised,Draft,City Hall & Online
1708,138,City Council,2022-12-20T00:00:00,5:15 PM,Final,Draft,City Hall & Online
1723,138,City Council,2023-01-03T00:00:00,5:15 PM,Final,Final,City Hall & Online
1724,138,City Council,2023-01-10T00:00:00,5:15 PM,Final,Final,City Hall & Online
1725,138,City Council,2023-01-17T00:00:00,5:15 PM,Final,Final,City Hall & Online
1726,138,City Council,2023-01-24T00:00:00,5:15 PM,Final,Final,City Hall & Online
1727,138,City Council,2023-01-31T00:00:00,5:15 PM,Final,Final,City Hall & Online
1778,138,City Council,2023-02-02T00:00:00,8:30 AM,Final,Final,Sandy Public Works Training Room
1730,138,City Council,2023-02-14T00:00:00,5:15 PM,Final,Final,City Hall & Online
1731,138,City Council,2023-02-21T00:00:00,5:15 PM,Final,Final,City Hall & Online
1784,138,City Council,2023-02-28T00:00:00,5:15 PM,Final,Final,City Hall and Online
1803,138,City Council,2023-03-06T00:00:00,6:00 PM,Final,Draft,Fire Station 31(9010 S 150 E) and Online
1733,138,City Council,2023-03-07T00:00:00,5:15 PM,Final,Final,City Hall & Online
1734,138,City Council,2023-03-14T00:00:00,5:15 PM,Final,Final,City Hall & Online
1735,138,City Council,2023-03-21T00:00:00,5:15 PM,Final,Final,City Hall & Online
1736,138,City Council,2023-03-28T00:00:00,5:15 PM,Final,Final,City Hall & Online
1737,138,City Council,2023-04-04T00:00:00,5:15 PM,Final,Final,City Hall & Online
1739,138,City Council,2023-04-11T00:00:00,5:15 PM,Final,Draft,City Hall & Online
1740,138,City Council,2023-04-18T00:00:00,5:15 PM,Final,Final,City Hall & Online
1741,138,City Council,2023-04-25T00:00:00,5:30 PM,Final-revised,Draft,"Law Enforcement Driving Range, 4200 West, W 2600 N, Lehi, UT 84043"
1742,138,City Council,2023-05-02T00:00:00,5:15 PM,Final,Draft,City Hall & Online
1809,138,City Council,2023-05-08T00:00:00,6:00 PM,Final,Draft,9565 Highland Drive and Online
1743,138,City Council,2023-05-09T00:00:00,5:15 PM,Final,Draft,City Hall & Online
1808,138,City Council,2023-05-23T00:00:00,5:15 PM,Final,Draft,City Hall & Online
1738,138,City Council,2023-05-30T00:00:00,5:15 PM,Final,Draft,City Hall & Online
1745,138,City Council,2023-06-06T00:00:00,5:15 PM,Final,Final,City Hall & Online
1746,138,City Council,2023-06-13T00:00:00,5:15 PM,Final-revised,Final,City Hall & Online
1747,138,City Council,2023-06-20T00:00:00,5:15 PM,Final,Draft,City Hall & Online
1748,138,City Council,2023-06-27T00:00:00,5:15 PM,Final,Final,City Hall & Online
1751,138,City Council,2023-07-11T00:00:00,5:15 PM,Final,Final,City Hall & Online
1750,138,City Council,2023-07-18T00:00:00,5:15 PM,Final,Final,City Hall & Online
1752,138,City Council,2023-07-25T00:00:00,5:15 PM,Final,Final,City Hall & Online
1754,138,City Council,2023-08-08T00:00:00,5:15 PM,Final,Final,City Hall & Online
1756,138,City Council,2023-08-22T00:00:00,5:15 PM,Final,Final,City Hall & Online
1757,138,City Council,2023-08-29T00:00:00,5:15 PM,Final,Draft,City Hall & Online
1759,138,City Council,2023-09-12T00:00:00,6:30 PM,Final,Draft,City Hall & Online
1760,138,City Council,2023-09-19T00:00:00,5:15 PM,Final,Draft,City Hall & Online
1761,138,City Council,2023-09-26T00:00:00,5:15 PM,Final,Draft,City Hall & Online
1762,138,City Council,2023-10-03T00:00:00,5:15 PM,Final-revised,Draft,City Hall & Online
1763,138,City Council,2023-10-10T00:00:00,5:15 PM,Final,Draft,City Hall & Online
1764,138,City Council,2023-10-17T00:00:00,5:15 PM,Final,Draft,City Hall & Online
1765,138,City Council,2023-10-24T00:00:00,5:15 PM,Final,Draft,City Hall & Online
1767,138,City Council,2023-11-07T00:00:00,5:15 PM,Final-revised,Final,City Hall & Online
1768,138,City Council,2023-11-14T00:00:00,5:15 PM,Final-revised,Final,City Hall & Online
1770,138,City Council,2023-11-28T00:00:00,5:15 PM,Final,Final,City Hall & Online
1824,138,City Council,2023-12-06T00:00:00,5:15 PM,Final-revised,Final,City Hall - Multipurpose Room #341
1772,138,City Council,2023-12-12T00:00:00,5:15 PM,Final,Final,City Hall (Multipurpose Room #341) & Online
1825,138,City Council,2023-12-19T00:00:00,5:15 PM,Final,Draft,City Hall & Online
1915,138,City Council,2024-01-02T00:00:00,12:00 PM,Final,Draft,Council Chambers
1916,138,City Council,2024-01-06T00:00:00,9:00 AM,Final,Draft,Sandy City Hall Multi-Purpose Room & Online
1862,138,City Council,2024-01-09T00:00:00,5:15 PM,Final,Draft,City Hall & Online
1863,138,City Council,2024-01-16T00:00:00,5:15 PM,Final,Draft,City Hall & Online
1864,138,City Council,2024-01-23T00:00:00,4:00 PM,Final,Draft,City Hall (Multipurpose Room #341)
1865,138,City Council,2024-01-30T00:00:00,5:15 PM,Final,Draft,City Hall & Online
1867,138,City Council,2024-02-13T00:00:00,5:15 PM,Final,Final,City Hall & Online
1868,138,City Council,2024-02-20T00:00:00,5:15 PM,Final,Draft,City Hall & Online
1869,138,City Council,2024-02-27T00:00:00,5:15 PM,Final,Final,City Hall & Online
1871,138,City Council,2024-03-12T00:00:00,5:15 PM,Final,Final,City Hall & Online
1872,138,City Council,2024-03-19T00:00:00,5:15 PM,Final,Final,City Hall & Online
1873,138,City Council,2024-03-26T00:00:00,5:15 PM,Final,Final,City Hall & Online
1874,138,City Council,2024-04-02T00:00:00,5:15 PM,Final,Final,City Hall & Online
1875,138,City Council,2024-04-09T00:00:00,5:15 PM,Final,Final,City Hall & Online
1876,138,City Council,2024-04-16T00:00:00,5:15 PM,Final,Draft,City Hall & Online
1877,138,City Council,2024-04-23T00:00:00,5:30 PM,Final,Draft,Off Site Tour
1880,138,City Council,2024-05-07T00:00:00,5:15 PM,Final,Draft,City Hall & Online
1881,138,City Council,2024-05-21T00:00:00,5:15 PM,Final,Draft,City Hall & Online
1882,138,City Council,2024-05-28T00:00:00,5:15 PM,Final,Draft,City Hall & Online
1883,138,City Council,2024-06-04T00:00:00,5:15 PM,Final,Draft,City Hall & Online
1923,138,City Council,2024-06-10T00:00:00,6:00 PM,Final,Draft,Multi-purpose Room
1884,138,City Council,2024-06-11T00:00:00,5:15 PM,Final,Draft,City Hall & Online
1885,138,City Council,2024-06-18T00:00:00,5:15 PM,Final,Final,City Hall & Online
1886,138,City Council,2024-06-25T00:00:00,5:15 PM,Final,Draft,City Hall & Online
1888,138,City Council,2024-07-09T00:00:00,5:15 PM,Final,Final,City Hall & Online
1889,138,City Council,2024-07-16T00:00:00,5:15 PM,Final,Draft,City Hall & Online
1890,138,City Council,2024-07-23T00:00:00,5:15 PM,Final,Final,City Hall & Online
1924,138,City Council,2024-07-23T00:00:00,2:30 PM,Final,Draft,Council Chambers
1891,138,City Council,2024-07-30T00:00:00,5:15 PM,Final,Final,City Hall & Online
1893,138,City Council,2024-08-13T00:00:00,5:15 PM,Final,Draft,City Hall & Online
1894,138,City Council,2024-08-20T00:00:00,5:15 PM,Final,Draft,City Hall & Online
1895,138,City Council,2024-08-27T00:00:00,5:15 PM,Final,Draft,City Hall & Online
1896,138,City Council,2024-09-03T00:00:00,5:15 PM,Final,Draft,"410 W 9800 S Sandy, UT"
1897,138,City Council,2024-09-10T00:00:00,5:15 PM,Final,Draft,City Hall & Online
1899,138,City Council,2024-09-24T00:00:00,5:15 PM,Final,Final,City Hall & Online
1900,138,City Council,2024-10-01T00:00:00,5:30 PM,Final,Final,City Hall & Online
1927,138,City Council,2024-10-03T00:00:00,6:00 PM,Final,Draft,Alta Canyon Sports Center
1901,138,City Council,2024-10-08T00:00:00,5:15 PM,Final,Final,City Hall & Online
1929,138,City Council,2024-10-08T00:00:00,5:15 PM,Final,Draft,Council Chambers
1902,138,City Council,2024-10-15T00:00:00,5:15 PM,Final,Final,City Hall & Online
1903,138,City Council,2024-10-22T00:00:00,4:30 PM,Final,Final,City Hall & Online
1906,138,City Council,2024-11-12T00:00:00,5:15 PM,Final,Final,City Hall & Online
1908,138,City Council,2024-11-19T00:00:00,5:15 PM,Final,Final,City Hall & Online
1911,138,City Council,2024-12-10T00:00:00,5:15 PM,Final,Final,City Hall & Online
1955,138,City Council,2024-12-16T00:00:00,10:00 AM,Final,Draft,Council Chambers
1912,138,City Council,2024-12-17T00:00:00,5:15 PM,Final,Final,City Hall & Online
1956,138,City Council,2025-01-07T00:00:00,5:15 PM,Final,Final,City Hall and Online
2010,138,City Council,2025-01-13T00:00:00,6:00 PM,Final,Draft,"Sandy City Hall, Third Floor Multipurpose Room"
1957,138,City Council,2025-01-14T00:00:00,5:15 PM,Final,Final,City Hall Multipurpose Room and Online
1958,138,City Council,2025-01-21T00:00:00,5:15 PM,Final,Final,City Hall and Online
1959,138,City Council,2025-01-28T00:00:00,5:15 PM,Final,Final,City Hall and Online
1960,138,City Council,2025-02-04T00:00:00,5:15 PM,Final,Final,City Hall and Online
1961,138,City Council,2025-02-11T00:00:00,5:15 PM,Final,Final,City Hall and Online
1963,138,City Council,2025-02-25T00:00:00,5:15 PM,Final,Final,City Hall and Online
1962,138,City Council,2025-03-04T00:00:00,5:15 PM,Final,Final,City Hall and Online
1965,138,City Council,2025-03-11T00:00:00,5:15 PM,Final,Final,City Hall and Online
2013,138,City Council,2025-03-17T00:00:00,6:00 PM,Final,Draft,City Hall Third Floor Multipurpose Room
1966,138,City Council,2025-03-18T00:00:00,5:15 PM,Final,Final,City Hall (third floor multipurpose room) and Online
1967,138,City Council,2025-03-25T00:00:00,5:15 PM,Final,Final,City Hall and Online
1968,138,City Council,2025-04-01T00:00:00,5:15 PM,Final,Final,City Hall and Online
1969,138,City Council,2025-04-15T00:00:00,5:15 PM,Final,Final,City Hall and Online
1970,138,City Council,2025-04-22T00:00:00,5:15 PM,Final,Final,City Hall and Online
1971,138,City Council,2025-04-29T00:00:00,5:15 PM,Final,Final,City Hall and Online
1972,138,City Council,2025-05-06T00:00:00,5:15 PM,Final,Final,City Hall and Online
1973,138,City Council,2025-05-13T00:00:00,5:15 PM,Final,Final,City Hall and Online
1974,138,City Council,2025-05-20T00:00:00,5:15 PM,Final,Final,City Hall and Online
1975,138,City Council,2025-05-27T00:00:00,5:15 PM,Final,Final,City Hall and Online
1976,138,City Council,2025-06-03T00:00:00,5:15 PM,Final,Final,City Hall and Online
1979,138,City Council,2025-06-10T00:00:00,5:15 PM,Final-revised,Final,City Hall and Online
1980,138,City Council,2025-06-17T00:00:00,5:15 PM,Final,Final,City Hall and Online
1981,138,City Council,2025-06-24T00:00:00,5:15 PM,Final,Final,City Hall and Online
1982,138,City Council,2025-07-01T00:00:00,5:15 PM,Final,Final,City Hall and Online
1984,138,City Council,2025-07-15T00:00:00,5:15 PM,Final,Final,City Hall and Online
1985,138,City Council,2025-07-22T00:00:00,5:15 PM,Final,Final,City Hall and Online
1986,138,City Council,2025-07-29T00:00:00,5:15 PM,Final,Final,City Hall and Online
1987,138,City Council,2025-08-05T00:00:00,5:15 PM,Final,Final,City Hall and Online
1990,138,City Council,2025-08-26T00:00:00,5:15 PM,Final,Final,City Hall and Online
1991,138,City Council,2025-09-02T00:00:00,5:15 PM,Final,Final,City Hall and Online
1992,138,City Council,2025-09-09T00:00:00,5:15 PM,Final,Final,City Hall and Online
1993,138,City Council,2025-09-16T00:00:00,5:15 PM,Final,Final,City Hall and Online
1995,138,City Council,2025-09-30T00:00:00,5:15 PM,Final,Final,City Hall and Online
1997,138,City Council,2025-10-14T00:00:00,5:15 PM,Final,Final,City Hall and Online
1998,138,City Council,2025-10-21T00:00:00,5:15 PM,Final,Final,"3430 Danish Road, Cottonwood Heights, UT 84093"
1999,138,City Council,2025-10-28T00:00:00,5:15 PM,Final,Final,City Hall and Online
2001,138,City Council,2025-11-11T00:00:00,5:15 PM,Final,Final,City Hall and Online
2002,138,City Council,2025-11-18T00:00:00,5:15 PM,Final,Final,City Hall and Online
2005,138,City Council,2025-12-09T00:00:00,5:15 PM,Final,Final,City Hall and Online
2006,138,City Council,2025-12-16T00:00:00,5:15 PM,Final,Final,City Hall and Online
2051,138,City Council,2026-01-05T00:00:00,12:00 PM,Final,Draft,Council Chambers
2052,138,City Council,2026-01-06T00:00:00,5:15 PM,Final,Final,Council Chambers
2053,138,City Council,2026-01-13T00:00:00,5:15 PM,Final,Final,Council Chambers
2054,138,City Council,2026-01-20T00:00:00,5:15 PM,Final,Final,Council Chambers
2055,138,City Council,2026-01-27T00:00:00,5:15 PM,Final,Final,City Hall Third Floor Multipurpose Room
2057,138,City Council,2026-02-10T00:00:00,5:15 PM,Final,Final,Council Chambers
2058,138,City Council,2026-02-17T00:00:00,5:15 PM,Final,Final,Council Chambers
2059,138,City Council,2026-02-24T00:00:00,5:15 PM,Final,Final,Council Chambers
2060,138,City Council,2026-03-03T00:00:00,5:15 PM,Final,Final,Council Chambers
2061,138,City Council,2026-03-10T00:00:00,5:15 PM,Final-revised,Final,Council Chambers
2063,138,City Council,2026-03-24T00:00:00,5:15 PM,Final,Final,Council Chambers
2064,138,City Council,2026-03-31T00:00:00,5:15 PM,Final-revised,Final,Council Chambers
2065,138,City Council,2026-04-07T00:00:00,5:15 PM,Final,Final,Council Chambers
2066,138,City Council,2026-04-14T00:00:00,5:15 PM,Final,Final,Council Chambers
2067,138,City Council,2026-04-21T00:00:00,5:15 PM,Final,Final,Council Chambers
2068,138,City Council,2026-04-28T00:00:00,5:15 PM,Final,Final,Council Chambers
2069,138,City Council,2026-05-05T00:00:00,5:15 PM,Final,Final,Council Chambers
2070,138,City Council,2026-05-12T00:00:00,5:15 PM,Final,Final,Council Chambers
2071,138,City Council,2026-05-19T00:00:00,5:15 PM,Final,Final,Council Chambers
2072,138,City Council,2026-05-26T00:00:00,5:15 PM,Final,Final,Council Chambers
2073,138,City Council,2026-06-02T00:00:00,5:15 PM,Final,Final,Council Chambers
2074,138,City Council,2026-06-09T00:00:00,5:15 PM,Final,Draft,Council Chambers
2075,138,City Council,2026-06-16T00:00:00,5:15 PM,Final,Draft,Council Chambers
2076,138,City Council,2026-06-23T00:00:00,5:15 PM,Final,Draft,Council Chambers
1386,140,Planning Commission,2020-01-02T00:00:00,6:15 PM,Final,Draft,Council Chambers
1393,140,Planning Commission,2020-01-16T00:00:00,6:15 PM,Final,Final,Council Chambers
1456,140,Planning Commission,2020-02-06T00:00:00,6:15 PM,Final,Final,Council Chambers
1457,140,Planning Commission,2020-02-20T00:00:00,6:15 PM,Final,Final,Council Chambers
1458,140,Planning Commission,2020-03-05T00:00:00,6:15 PM,Final,Final,Council Chambers
1459,140,Planning Commission,2020-03-19T00:00:00,6:15 PM,Final,Draft,Council Chambers
1460,140,Planning Commission,2020-04-02T00:00:00,6:15 PM,Final,Draft,Council Chambers
1468,140,Planning Commission,2020-04-02T00:00:00,4:30 PM,Final,Final,Electronic Meeting
1461,140,Planning Commission,2020-04-16T00:00:00,4:30 PM,Final,Final,Council Chambers
1469,140,Planning Commission,2020-05-07T00:00:00,6:30 PM,Final-revised,Final,On-line Meeting
1473,140,Planning Commission,2020-05-21T00:00:00,6:15 PM,Final,Final,On-Line Meeting
1474,140,Planning Commission,2020-06-04T00:00:00,6:15 PM,Final,Final,On-line meeting
1477,140,Planning Commission,2020-06-18T00:00:00,6:15 PM,Final,Final,On-line Meeting
1479,140,Planning Commission,2020-07-02T00:00:00,6:15 PM,Final,Draft,On-line meeting
1480,140,Planning Commission,2020-07-16T00:00:00,6:15 PM,Final,Final,On-line Meeting
