candidate,office,seat,election_year,filing_date,reporting_period,date,vendor_raw,vendor_normalized,purpose,amount,in_kind,is_incremental,source_filing,document_id,line_no,extraction_confidence,extract_method,needs_review,geometry
Carol A. Goode,City Council District #4,,2003,2003-02-18,2003 pre-election (Feb 14),2003-02-13,Domino's Pizza,Domino's Pizza,Committee Meeting-Snacks,19.35,False,True,raw/recorder_2003/Carol_Goode.pdf,recorder2003-Carol_Goode,2,high,recorder2003/text,0,p1:l27:c43-48
David Buhler,City Council #6,,2003,2003-02-14,2003 pre-election (Feb 14),2002-08-22,Utah Republican Party,Utah Republican Party,Contribution,100.00,False,True,raw/recorder_2003/David_Buhler.pdf,recorder2003-David_Buhler,1,high,recorder2003/text,0,p2:l76:c34-40
David Buhler,City Council #6,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-06,David L. Buhler,David L. Buhler,Reimbursement for Postage & PO Box,148.00,False,True,raw/recorder_2003/David_Buhler.pdf,recorder2003-David_Buhler,2,high,recorder2003/text,0,p2:l77:c34-40
David Buhler,City Council #6,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-18,Arvey Paper,Arvey Paper,Office Supplies and Paper/Stationary,159.83,False,True,raw/recorder_2003/David_Buhler.pdf,recorder2003-David_Buhler,3,high,recorder2003/text,0,p2:l78:c34-40
David Buhler,City Council #6,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-22,Postmaster,Postmaster,Postage Deposit & Business Reply Permit,650.00,False,True,raw/recorder_2003/David_Buhler.pdf,recorder2003-David_Buhler,4,high,recorder2003/text,0,p2:l79:c34-40
David Buhler,City Council #6,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-23,"Grandinetti Printing, Inc.","Grandinetti Printing, Inc.",Letterhead,138.58,False,True,raw/recorder_2003/David_Buhler.pdf,recorder2003-David_Buhler,5,high,recorder2003/text,0,p2:l80:c34-40
David Buhler,City Council #6,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-24,"Grandinetti Printing, Inc.","Grandinetti Printing, Inc.",Envelopes,51.17,False,True,raw/recorder_2003/David_Buhler.pdf,recorder2003-David_Buhler,6,high,recorder2003/text,0,p2:l81:c36-41
David Buhler,City Council #6,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-25,Postmaster,Postmaster,Postage,222.00,False,True,raw/recorder_2003/David_Buhler.pdf,recorder2003-David_Buhler,7,high,recorder2003/text,0,p2:l82:c34-40
David Buhler,City Council #6,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-25,Office Max,Office Max,Office Supplies,94.87,False,True,raw/recorder_2003/David_Buhler.pdf,recorder2003-David_Buhler,8,high,recorder2003/text,0,p2:l83:c36-41
David Buhler,City Council #6,,2003,2003-02-14,2003 pre-election (Feb 14),2003-02-10,Postmaster,Postmaster,Postage,37.00,False,True,raw/recorder_2003/David_Buhler.pdf,recorder2003-David_Buhler,9,high,recorder2003/text,0,p2:l84:c36-41
David J. Spatafore,Mayor,,2003,2003-02-18,2003 pre-election (Feb 14),2003-01-10,Target Group,Target Group,Campaign Consulting,2500.00,False,True,raw/recorder_2003/David_Spatafore.pdf,recorder2003-David_Spatafore,1,high,recorder2003/text,0,p1:l48:c36-43
David J. Spatafore,Mayor,,2003,2003-02-18,2003 pre-election (Feb 14),2003-02-14,Target Group,Target Group,Campaign Consulting,4000.00,False,True,raw/recorder_2003/David_Spatafore.pdf,recorder2003-David_Spatafore,2,high,recorder2003/text,0,p1:l49:c36-43
David J. Spatafore,Mayor,,2003,2003-02-18,2003 pre-election (Feb 14),,US Postal Office,US Postal Office,Stamps,74.00,False,True,raw/recorder_2003/David_Spatafore.pdf,recorder2003-David_Spatafore,3,high,recorder2003/text,0,p1:l50:c39-44
Frank R. Pignanelli,Mayor,,2003,2003-02-18,2003 pre-election (Feb 14),2003-01-31,Beehive,Beehive,Check Order,32.09,False,True,raw/recorder_2003/Frank_R_Pignanelli.pdf,recorder2003-Frank_R_Pignanelli,1,high,recorder2003/text,0,p2:l89:c40-45
Frank R. Pignanelli,Mayor,,2003,2003-02-18,2003 pre-election (Feb 14),2003-01-30,Spencer Jenkins,Spencer Jenkins,Reimbursements,479.14,False,True,raw/recorder_2003/Frank_R_Pignanelli.pdf,recorder2003-Frank_R_Pignanelli,2,high,recorder2003/text,0,p2:l90:c39-45
Frank R. Pignanelli,Mayor,,2003,2003-02-18,2003 pre-election (Feb 14),2003-02-01,600 East Partnerships,600 East Partnerships,Rent - In Kind,150.00,False,True,raw/recorder_2003/Frank_R_Pignanelli.pdf,recorder2003-Frank_R_Pignanelli,3,high,recorder2003/text,0,p2:l91:c39-45
Frank R. Pignanelli,Mayor,,2003,2003-02-18,2003 pre-election (Feb 14),2003-02-18,Dallis Nordstrom,Dallis Nordstrom,Reimbursements,235.58,False,True,raw/recorder_2003/Frank_R_Pignanelli.pdf,recorder2003-Frank_R_Pignanelli,4,high,recorder2003/text,0,p2:l92:c39-45
Frank R. Pignanelli,Mayor,,2003,2003-02-18,2003 pre-election (Feb 14),2003-02-05,Pizza Hut,Pizza Hut,Campaign Meeting-Food,21.34,False,True,raw/recorder_2003/Frank_R_Pignanelli.pdf,recorder2003-Frank_R_Pignanelli,5,high,recorder2003/text,0,p2:l93:c40-45
Frank R. Pignanelli,Mayor,,2003,2003-02-18,2003 pre-election (Feb 14),2003-02-12,Salt Lake County Democrats,Salt Lake County Democrats,Fundraiser,50.00,False,True,raw/recorder_2003/Frank_R_Pignanelli.pdf,recorder2003-Frank_R_Pignanelli,6,high,recorder2003/text,0,p2:l94:c40-45
Frank R. Pignanelli,Mayor,,2003,2003-02-18,2003 pre-election (Feb 14),2003-02-14,Dallis Nordstrom,Dallis Nordstrom,Wages,2000.00,False,True,raw/recorder_2003/Frank_R_Pignanelli.pdf,recorder2003-Frank_R_Pignanelli,7,high,recorder2003/text,0,p2:l95:c37-45
J. Michael Clára,City Council District #2,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-09,Office Depot,Office Depot,Office Supplies,19.83,False,True,raw/recorder_2003/J_Michael_Clara.pdf,recorder2003-J_Michael_Clara,1,high,recorder2003/text,0,p1:l30:c40-45
J. Michael Clára,City Council District #2,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-10,Anchor Printing & Graphics,Anchor Printing & Graphics,Office Supplies,442.55,False,True,raw/recorder_2003/J_Michael_Clara.pdf,recorder2003-J_Michael_Clara,2,high,recorder2003/text,0,p1:l31:c39-45
J. Michael Clára,City Council District #2,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-13,Lyman Printing & Stamp,Lyman Printing & Stamp,Office Supplies,63.75,False,True,raw/recorder_2003/J_Michael_Clara.pdf,recorder2003-J_Michael_Clara,3,high,recorder2003/text,0,p1:l32:c40-45
J. Michael Clára,City Council District #2,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-21,Lyman Printing & Stamp,Lyman Printing & Stamp,Office Supplies,40.29,False,True,raw/recorder_2003/J_Michael_Clara.pdf,recorder2003-J_Michael_Clara,4,high,recorder2003/text,0,p1:l33:c40-45
J. Michael Clára,City Council District #2,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-25,Office Depot,Office Depot,Office Supplies,9.58,False,True,raw/recorder_2003/J_Michael_Clara.pdf,recorder2003-J_Michael_Clara,5,high,recorder2003/text,0,p1:l34:c41-45
J. Michael Clára,City Council District #2,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-27,Paper Plus,Paper Plus,Office Supplies,19.19,False,True,raw/recorder_2003/J_Michael_Clara.pdf,recorder2003-J_Michael_Clara,6,high,recorder2003/text,0,p1:l35:c40-45
J. Michael Clára,City Council District #2,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-28,Paper Plus,Paper Plus,Office Supplies,31.18,False,True,raw/recorder_2003/J_Michael_Clara.pdf,recorder2003-J_Michael_Clara,7,high,recorder2003/text,0,p1:l36:c40-45
J. Michael Clára,City Council District #2,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-29,US Postal Service,US Postal Service,Postage,10.80,False,True,raw/recorder_2003/J_Michael_Clara.pdf,recorder2003-J_Michael_Clara,8,high,recorder2003/text,0,p1:l37:c40-45
J. Michael Clára,City Council District #2,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-29,Documart,Documart,Office Supplies,69.48,False,True,raw/recorder_2003/J_Michael_Clara.pdf,recorder2003-J_Michael_Clara,9,high,recorder2003/text,0,p1:l38:c40-45
J. Michael Clára,City Council District #2,,2003,2003-02-14,2003 pre-election (Feb 14),2003-02-05,US Postal Service,US Postal Service,Postage,22.20,False,True,raw/recorder_2003/J_Michael_Clara.pdf,recorder2003-J_Michael_Clara,10,high,recorder2003/text,0,p1:l39:c40-45
J. Michael Clára,City Council District #2,,2003,2003-02-14,2003 pre-election (Feb 14),2003-02-09,US Postal Service,US Postal Service,Postage,16.60,False,True,raw/recorder_2003/J_Michael_Clara.pdf,recorder2003-J_Michael_Clara,11,high,recorder2003/text,0,p1:l40:c40-45
Jill Remington Love,City Council District #5,,2003,2003-02-18,2003 pre-election (Feb 14),2002-05-13,Unity Utah,Unity Utah,Annual Dinner,300.00,False,True,raw/recorder_2003/Jill_Remington_Love.pdf,recorder2003-Jill_Remington_Love,1,high,recorder2003/text,0,p1:l26:c37-43
Jill Remington Love,City Council District #5,,2003,2003-02-18,2003 pre-election (Feb 14),2002-10-06,Hatch for County Council,Hatch for County Council,Campaign Contribution,100.00,False,True,raw/recorder_2003/Jill_Remington_Love.pdf,recorder2003-Jill_Remington_Love,2,high,recorder2003/text,0,p1:l27:c37-43
Jill Remington Love,City Council District #5,,2003,2003-02-18,2003 pre-election (Feb 14),2002-10-07,Daniels for Legislature,Daniels for Legislature,Campaign Contribution,150.00,False,True,raw/recorder_2003/Jill_Remington_Love.pdf,recorder2003-Jill_Remington_Love,3,high,recorder2003/text,0,p1:l28:c37-43
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-08-19,Qwest,Qwest,Telephone,1720.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,1,high,recorder2003/text,0,p3:l136:c33-40
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-09-11,Qwest,Qwest,DSL,100.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,2,high,recorder2003/text,0,p3:l137:c34-40
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-09-18,Deluxe Forms,Deluxe Forms,Office Expense,125.79,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,3,high,recorder2003/text,0,p3:l138:c34-40
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-09-23,Grass Roots Campaign,Grass Roots Campaign,Membership,48.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,4,high,recorder2003/text,0,p3:l139:c36-41
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-10-30,Salt Lake City Corp,Salt Lake City Corp,Utilities,34.01,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,5,high,recorder2003/text,0,p3:l140:c36-41
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-11-07,Questar,Questar,Utilities,14.67,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,6,high,recorder2003/text,0,p3:l141:c36-41
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-11-15,Lindsey Shorthouse,Lindsey Shorthouse,Payroll,159.51,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,7,high,recorder2003/text,0,p3:l142:c34-40
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-11-19,Salt Lake City Corp,Salt Lake City Corp,Utilities,28.23,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,8,high,recorder2003/text,0,p3:l143:c36-41
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-11-22,Workers Comp Fund,Workers Comp Fund,Insurance,400.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,9,high,recorder2003/text,0,p3:l144:c34-40
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-11-22,Lindsey Shorthouse,Lindsey Shorthouse,Reimburse office Supplies,75.39,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,10,high,recorder2003/text,0,p3:l145:c36-41
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-11-22,Sheryl Ivey,Sheryl Ivey,Reimburse office Supplies,190.29,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,11,high,recorder2003/text,0,p3:l146:c34-40
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-11-25,AT&T,AT&T,Telephone,38.11,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,12,high,recorder2003/text,0,p3:l147:c36-41
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-11-26,AT&T Wireless,AT&T Wireless,Telephone,287.01,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,13,high,recorder2003/text,0,p3:l148:c34-40
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-11-27,Lindsey Shorthouse,Lindsey Shorthouse,Payroll,297.91,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,14,high,recorder2003/text,0,p3:l149:c34-40
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-11-27,Sheryl Ivey,Sheryl Ivey,Payroll,1190.76,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,15,high,recorder2003/text,0,p3:l150:c33-40
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-12-02,Kermit Johnson,Kermit Johnson,Rent,600.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,16,high,recorder2003/text,0,p3:l151:c34-40
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-12-02,Qwest,Qwest,Telephone,220.18,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,17,high,recorder2003/text,0,p3:l152:c34-40
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-12-04,Heart-Song Enterprises,Heart-Song Enterprises,Accounting,900.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,18,high,recorder2003/text,0,p3:l153:c34-40
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-12-05,Mt. Olympus Waters,Mt. Olympus Waters,Office Expense,40.13,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,19,high,recorder2003/text,0,p4:l154:c29-34
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-12-09,Utah Power,Utah Power,Utilities,378.37,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,20,high,recorder2003/text,0,p4:l155:c27-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-12-09,Questar,Questar,Utilities,87.27,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,21,high,recorder2003/text,0,p4:l156:c28-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-12-09,Salt Lake City Corp,Salt Lake City Corp,Utilities,32.32,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,22,high,recorder2003/text,0,p4:l157:c28-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-12-11,Wells Fargo Bank,Wells Fargo Bank,Federal Payroll Taxes,558.72,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,23,high,recorder2003/text,0,p4:l158:c27-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-12-12,Lindsey Shorthouse,Lindsey Shorthouse,Payroll,297.90,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,24,high,recorder2003/text,0,p4:l159:c27-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-12-15,Sheryl Ivey,Sheryl Ivey,Payroll,1190.76,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,25,high,recorder2003/text,0,p4:l160:c26-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-12-16,Sheryl Ivey,Sheryl Ivey,Reimburse office Supplies,143.08,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,26,high,recorder2003/text,0,p4:l161:c27-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-12-16,Sheryl Ivey,Sheryl Ivey,Petty Cash,100.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,27,high,recorder2003/text,0,p4:l162:c27-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-12-16,Utah Power,Utah Power,Utilities,53.04,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,28,high,recorder2003/text,0,p4:l163:c28-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-12-27,Lindsey Shorthouse,Lindsey Shorthouse,Payroll,297.90,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,29,high,recorder2003/text,0,p4:l164:c27-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-12-30,Sheryl Ivey,Sheryl Ivey,Payroll,1190.76,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,30,high,recorder2003/text,0,p4:l165:c26-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-12-31,AT&T,AT&T,Telephone,66.93,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,31,high,recorder2003/text,0,p4:l166:c28-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-12-31,AT&T Wireless,AT&T Wireless,Telephone,327.92,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,32,high,recorder2003/text,0,p4:l167:c27-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-12-31,Wells Fargo Bank,Wells Fargo Bank,Credit Card Fees,58.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,33,high,recorder2003/text,0,p4:l168:c28-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-02,Kermit Johnson,Kermit Johnson,Rent,600.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,34,high,recorder2003/text,0,p4:l169:c27-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-02,Heart-Song Enterprises,Heart-Song Enterprises,Accounting,300.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,35,high,recorder2003/text,0,p4:l170:c27-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-03,Ace Disposal,Ace Disposal,Garbage,40.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,36,high,recorder2003/text,0,p4:l171:c28-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-06,Wells Fargo Bank,Wells Fargo Bank,Credit Card Fees,5.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,37,high,recorder2003/text,0,p4:l172:c29-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-06,Ace Disposal,Ace Disposal,Garbage,30.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,38,high,recorder2003/text,0,p4:l173:c28-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-07,Utah Power,Utah Power,Utilities,190.96,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,39,high,recorder2003/text,0,p4:l174:c27-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-07,Qwest,Qwest,Telephone,274.91,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,40,high,recorder2003/text,0,p4:l175:c27-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-07,Sheryl Ivey,Sheryl Ivey,Reimburse office Supplies,359.05,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,41,high,recorder2003/text,0,p4:l176:c27-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-07,Mt. Olympus Waters,Mt. Olympus Waters,Office Expense,36.99,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,42,high,recorder2003/text,0,p4:l177:c28-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-08,Alphagraphics,Alphagraphics,Printing & Reproduction,5988.61,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,43,high,recorder2003/text,0,p4:l178:c26-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-09,Questar,Questar,Utilities,75.71,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,44,high,recorder2003/text,0,p4:l179:c28-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-09,Qwest,Qwest,Telephone,900.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,45,high,recorder2003/text,0,p4:l180:c27-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-10,Lindsey Shorthouse,Lindsey Shorthouse,Payroll,559.89,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,46,high,recorder2003/text,0,p4:l181:c27-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-13,Wells Fargo Bank,Wells Fargo Bank,Credit Card Fees,8.16,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,47,high,recorder2003/text,0,p4:l182:c29-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-13,Wells Fargo Bank,Wells Fargo Bank,Federal Payroll Taxes,874.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,48,high,recorder2003/text,0,p4:l183:c27-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-13,Wells Fargo Bank,Wells Fargo Bank,Federal Payroll Taxes,49.29,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,49,high,recorder2003/text,0,p4:l184:c28-33
