date,body,md_path,source_url,minutes_status,extraction
2019-07-16,Board of Commissioners (Special Meeting),legislative/minutes/2019/2019-07-16_board_of_commissioners_special.md,https://www.washco.utah.gov/forms/pdf/minutes/2019/M%202019-07-16%20SPEC.pdf,Final,OCR
2019-08-06,Board of Commissioners,legislative/minutes/2019/2019-08-06_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2019/M%202019-08-06.pdf,Final,OCR
2019-08-20,Board of Commissioners,legislative/minutes/2019/2019-08-20_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2019/M%202019-08-20.pdf,Final,OCR
2019-09-03,Board of Commissioners,legislative/minutes/2019/2019-09-03_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2019/M%202019-09-03.pdf,Final,OCR
2019-09-09,Board of Commissioners (Special Meeting),legislative/minutes/2019/2019-09-09_board_of_commissioners_special.md,https://www.washco.utah.gov/forms/pdf/minutes/2019/M%202019-09-09%20SPEC.pdf,Final,OCR
2019-09-17,Board of Commissioners,legislative/minutes/2019/2019-09-17_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2019/M%202019-09-17.pdf,Final,OCR
2019-10-01,Board of Commissioners,legislative/minutes/2019/2019-10-01_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2019/M%202019-10-01.pdf,Final,OCR
2019-10-15,Board of Commissioners,legislative/minutes/2019/2019-10-15_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2019/M%202019-10-15.pdf,Final,OCR
2019-11-05,Board of Commissioners (Special Meeting),legislative/minutes/2019/2019-11-05_board_of_commissioners_special.md,https://www.washco.utah.gov/forms/pdf/minutes/2019/M%202019-11-05%20SPEC.pdf,Final,OCR
2019-11-19,Board of Commissioners,legislative/minutes/2019/2019-11-19_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2019/M%202019-11-19.pdf,Final,OCR
2019-12-03,Board of Commissioners,legislative/minutes/2019/2019-12-03_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2019/M%202019-12-03.pdf,Final,OCR
2019-12-17,Board of Commissioners,legislative/minutes/2019/2019-12-17_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2019/M%202019-12-17.pdf,Final,OCR
2020-01-07,Board of Commissioners,legislative/minutes/2020/2020-01-07_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2020/M%202020-01-07.pdf,Final,OCR
2020-01-21,Board of Commissioners,legislative/minutes/2020/2020-01-21_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2020/M%202020-01-21.pdf,Final,OCR
2020-02-04,Board of Commissioners,legislative/minutes/2020/2020-02-04_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2020/M%202020-02-04.pdf,Final,OCR
2020-02-05,Board of Commissioners (Special Meeting),legislative/minutes/2020/2020-02-05_board_of_commissioners_special.md,https://www.washco.utah.gov/forms/pdf/minutes/2020/M%202020-02-05%20SPEC.pdf,Final,OCR
2020-02-18,Board of Commissioners,legislative/minutes/2020/2020-02-18_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2020/M%202020-02-18.pdf,Final,OCR
2020-02-18,Board of Commissioners (Special Meeting),legislative/minutes/2020/2020-02-18_board_of_commissioners_special.md,https://www.washco.utah.gov/forms/pdf/minutes/2020/M%202020-02-18%20SPEC.pdf,Final,OCR
2020-03-06,Board of Commissioners (Special Meeting),legislative/minutes/2020/2020-03-06_board_of_commissioners_special.md,https://www.washco.utah.gov/forms/pdf/minutes/2020/M%202020-03-06%20SPEC.pdf,Final,OCR
2020-04-07,Board of Commissioners,legislative/minutes/2020/2020-04-07_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2020/M%202020-04-07.pdf,Final,OCR
2020-04-21,Board of Commissioners,legislative/minutes/2020/2020-04-21_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2020/M%202020-04-21.pdf,Final,OCR
2020-04-28,Board of Commissioners (Special Meeting),legislative/minutes/2020/2020-04-28_board_of_commissioners_special.md,https://www.washco.utah.gov/forms/pdf/minutes/2020/M%202020-04-28%20SPEC.pdf,Final,OCR
2020-05-05,Board of Commissioners,legislative/minutes/2020/2020-05-05_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2020/M%202020-05-05.pdf,Final,OCR
2020-05-19,Board of Commissioners,legislative/minutes/2020/2020-05-19_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2020/M%202020-05-19.pdf,Final,OCR
2020-06-02,Board of Commissioners,legislative/minutes/2020/2020-06-02_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2020/M%202020-06-02.pdf,Final,OCR
2020-06-04,Board of Commissioners (Special Meeting),legislative/minutes/2020/2020-06-04_board_of_commissioners_special.md,https://www.washco.utah.gov/forms/pdf/minutes/2020/M%202020-06-04%20SPEC.pdf,Final,OCR
2020-06-16,Board of Commissioners,legislative/minutes/2020/2020-06-16_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2020/M%202020-06-16.pdf,Final,OCR
2020-07-07,Board of Commissioners,legislative/minutes/2020/2020-07-07_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2020/M%202020-07-07.pdf,Final,OCR
2020-07-14,Board of Commissioners (Special Meeting),legislative/minutes/2020/2020-07-14_board_of_commissioners_special.md,https://www.washco.utah.gov/forms/pdf/minutes/2020/M%202020-07-14%20SPEC.pdf,Final,OCR
2020-07-21,Board of Commissioners,legislative/minutes/2020/2020-07-21_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2020/M%202020-07-21.pdf,Final,OCR
2020-08-04,Board of Commissioners,legislative/minutes/2020/2020-08-04_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2020/M%202020-08-04.pdf,Final,OCR
2020-08-05,Board of Commissioners (Special Meeting),legislative/minutes/2020/2020-08-05_board_of_commissioners_special.md,https://www.washco.utah.gov/forms/pdf/minutes/2020/M%202020-08-05%20SPEC.pdf,Final,OCR
2020-08-12,Board of Commissioners (Special Meeting),legislative/minutes/2020/2020-08-12_board_of_commissioners_special.md,https://www.washco.utah.gov/forms/pdf/minutes/2020/M%202020-08-12%20SPEC.pdf,Final,OCR
2020-08-18,Board of Commissioners,legislative/minutes/2020/2020-08-18_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2020/M%202020-08-18.pdf,Final,OCR
2020-09-01,Board of Commissioners,legislative/minutes/2020/2020-09-01_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2020/M%202020-09-01.pdf,Final,OCR
2020-09-15,Board of Commissioners,legislative/minutes/2020/2020-09-15_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2020/M%202020-09-15.pdf,Final,OCR
2020-10-20,Board of Commissioners,legislative/minutes/2020/2020-10-20_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2020/M%202020-10-20.pdf,Final,OCR
2020-10-28,Board of Commissioners (Special Meeting),legislative/minutes/2020/2020-10-28_board_of_commissioners_special.md,https://www.washco.utah.gov/forms/pdf/minutes/2020/M%202020-10-28%20SPEC.pdf,Final,OCR
2020-11-17,Board of Commissioners,legislative/minutes/2020/2020-11-17_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2020/M%202020-11-17.pdf,Final,OCR
2020-12-01,Board of Commissioners,legislative/minutes/2020/2020-12-01_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2020/M%202020-12-01.pdf,Final,OCR
2020-12-15,Board of Commissioners,legislative/minutes/2020/2020-12-15_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2020/M%202020-12-15.pdf,Final,OCR
2021-01-05,Board of Commissioners,legislative/minutes/2021/2021-01-05_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2021/M%202021-01-05.pdf,Final,OCR
2021-01-19,Board of Commissioners,legislative/minutes/2021/2021-01-19_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2021/M%202021-01-19.pdf,Final,OCR
2021-01-19,Board of Commissioners (Special Meeting),legislative/minutes/2021/2021-01-19_board_of_commissioners_special.md,https://www.washco.utah.gov/forms/pdf/minutes/2021/M%202021-01-19%20SPEC.pdf,Final,OCR
2021-02-02,Board of Commissioners,legislative/minutes/2021/2021-02-02_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2021/M%202021-02-02.pdf,Final,OCR
2021-02-16,Board of Commissioners,legislative/minutes/2021/2021-02-16_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2021/M%202021-02-16.pdf,Final,OCR
2021-03-02,Board of Commissioners,legislative/minutes/2021/2021-03-02_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2021/M%202021-03-02.pdf,Final,OCR
2021-03-16,Board of Commissioners,legislative/minutes/2021/2021-03-16_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2021/M%202021-03-16.pdf,Final,OCR
2021-04-06,Board of Commissioners,legislative/minutes/2021/2021-04-06_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2021/M%202021-04-06.pdf,Final,OCR
2021-04-20,Board of Commissioners,legislative/minutes/2021/2021-04-20_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2021/M%202021-04-20.pdf,Final,OCR
2021-04-20,Board of Commissioners (Special Meeting),legislative/minutes/2021/2021-04-20_board_of_commissioners_special.md,https://www.washco.utah.gov/forms/pdf/minutes/2021/M%202021-04-20%20SPEC.pdf,Final,OCR
2021-05-04,Board of Commissioners,legislative/minutes/2021/2021-05-04_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2021/M%202021-05-04.pdf,Final,OCR
2021-05-18,Board of Commissioners,legislative/minutes/2021/2021-05-18_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2021/M%202021-05-18.pdf,Final,OCR
2021-06-01,Board of Commissioners,legislative/minutes/2021/2021-06-01_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2021/M%202021-06-01.pdf,Final,OCR
2021-06-08,Board of Commissioners (Work Session),legislative/minutes/2021/2021-06-08_board_of_commissioners_work.md,https://www.washco.utah.gov/forms/pdf/minutes/2021/M%202021-06-08%20W.pdf,Final,OCR
2021-06-15,Board of Commissioners,legislative/minutes/2021/2021-06-15_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2021/M%202021-06-15.pdf,Final,OCR
2021-07-06,Board of Commissioners,legislative/minutes/2021/2021-07-06_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2021/M%202021-07-06.pdf,Final,OCR
2021-07-20,Board of Commissioners,legislative/minutes/2021/2021-07-20_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2021/M%202021-07-20.pdf,Final,OCR
2021-08-03,Board of Commissioners,legislative/minutes/2021/2021-08-03_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2021/M%202021-08-03.pdf,Final,OCR
2021-08-12,Board of Commissioners (Special Meeting),legislative/minutes/2021/2021-08-12_board_of_commissioners_special.md,https://www.washco.utah.gov/forms/pdf/minutes/2021/M%202021-08-12%20SPEC.pdf,Final,OCR
2021-08-17,Board of Commissioners,legislative/minutes/2021/2021-08-17_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2021/M%202021-08-17.pdf,Final,OCR
2021-08-17,Board of Commissioners (Special Meeting),legislative/minutes/2021/2021-08-17_board_of_commissioners_special.md,https://www.washco.utah.gov/forms/pdf/minutes/2021/M%202021-08-17%20SPEC.pdf,Final,OCR
2021-08-24,Board of Commissioners (Special Meeting),legislative/minutes/2021/2021-08-24_board_of_commissioners_special.md,https://www.washco.utah.gov/forms/pdf/minutes/2021/M%202021-08-24%20SPEC.pdf,Final,OCR
2021-09-21,Board of Commissioners,legislative/minutes/2021/2021-09-21_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2021/M%202021-09-21.pdf,Final,OCR
2021-09-23,Board of Commissioners,legislative/minutes/2021/2021-09-23_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2021/M%202021-09-23.pdf,Final,OCR
2021-10-05,Board of Commissioners,legislative/minutes/2021/2021-10-05_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2021/M%202021-10-05.pdf,Final,OCR
2021-10-19,Board of Commissioners,legislative/minutes/2021/2021-10-19_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2021/M%202021-10-19.pdf,Final,OCR
2021-10-26,Board of Commissioners,legislative/minutes/2021/2021-10-26_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2021/M%202021-10-26.pdf,Final,OCR
2021-11-01,Board of Commissioners (Special Meeting),legislative/minutes/2021/2021-11-01_board_of_commissioners_special.md,https://www.washco.utah.gov/forms/pdf/minutes/2021/M%202021-11-01%20SPEC.pdf,Final,OCR
2021-11-09,Board of Commissioners (Special Meeting),legislative/minutes/2021/2021-11-09_board_of_commissioners_special.md,https://www.washco.utah.gov/forms/pdf/minutes/2021/M%202021-11-09%20SPEC.pdf,Final,OCR
2021-11-16,Board of Commissioners,legislative/minutes/2021/2021-11-16_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2021/M%202021-11-16.pdf,Final,OCR
2021-12-07,Board of Commissioners,legislative/minutes/2021/2021-12-07_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2021/M%202021-12-07.pdf,Final,OCR
2021-12-21,Board of Commissioners,legislative/minutes/2021/2021-12-21_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2021/M%202021-12-21.pdf,Final,OCR
2022-01-04,Board of Commissioners,legislative/minutes/2022/2022-01-04_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2022/M%202022-01-04.pdf,Final,OCR
2022-01-18,Board of Commissioners,legislative/minutes/2022/2022-01-18_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2022/M%202022-01-18.pdf,Final,OCR
2022-02-01,Board of Commissioners,legislative/minutes/2022/2022-02-01_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2022/M%202022-02-01.pdf,Final,OCR
2022-02-15,Board of Commissioners (Special Meeting),legislative/minutes/2022/2022-02-15_board_of_commissioners_special.md,https://www.washco.utah.gov/forms/pdf/minutes/2022/M%202022-02-15%20SPEC.pdf,Final,OCR
2022-03-01,Board of Commissioners,legislative/minutes/2022/2022-03-01_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2022/M%202022-03-01.pdf,Final,OCR
2022-03-15,Board of Commissioners,legislative/minutes/2022/2022-03-15_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2022/M%202022-03-15.pdf,Final,OCR
2022-04-05,Board of Commissioners,legislative/minutes/2022/2022-04-05_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2022/M%202022-04-05.pdf,Final,OCR
2022-04-19,Board of Commissioners,legislative/minutes/2022/2022-04-19_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2022/M%202022-04-19.pdf,Final,OCR
2022-05-02,Board of Commissioners (Special Meeting),legislative/minutes/2022/2022-05-02_board_of_commissioners_special.md,https://www.washco.utah.gov/forms/pdf/minutes/2022/M%202022-05-02%20SPEC.pdf,Final,OCR
2022-05-03,Board of Commissioners,legislative/minutes/2022/2022-05-03_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2022/M%202022-05-03.pdf,Final,OCR
2022-05-16,Board of Commissioners (Special Meeting),legislative/minutes/2022/2022-05-16_board_of_commissioners_special.md,https://www.washco.utah.gov/forms/pdf/minutes/2022/M%202022-05-16%20SPEC.pdf,Final,OCR
2022-05-17,Board of Commissioners,legislative/minutes/2022/2022-05-17_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2022/M%202022-05-17.pdf,Final,OCR
2022-06-01,Board of Commissioners (Special Meeting),legislative/minutes/2022/2022-06-01_board_of_commissioners_special.md,https://www.washco.utah.gov/forms/pdf/minutes/2022/M%202022-06-01%20SPEC.pdf,Final,OCR
2022-06-07,Board of Commissioners,legislative/minutes/2022/2022-06-07_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2022/M%202022-06-07.pdf,Final,OCR
2022-06-21,Board of Commissioners,legislative/minutes/2022/2022-06-21_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2022/M%202022-06-21.pdf,Final,OCR
2022-07-05,Board of Commissioners,legislative/minutes/2022/2022-07-05_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2022/M%202022-07-05.pdf,Final,OCR
2022-07-12,Board of Commissioners (Special Meeting),legislative/minutes/2022/2022-07-12_board_of_commissioners_special.md,https://www.washco.utah.gov/forms/pdf/minutes/2022/M%202022-07-12%20SPEC.pdf,Final,OCR
2022-07-19,Board of Commissioners,legislative/minutes/2022/2022-07-19_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2022/M%202022-07-19.pdf,Final,OCR
2022-08-02,Board of Commissioners,legislative/minutes/2022/2022-08-02_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2022/M%202022-08-02.pdf,Final,OCR
2022-08-16,Board of Commissioners,legislative/minutes/2022/2022-08-16_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2022/M%202022-08-16.pdf,Final,OCR
2022-08-23,Board of Commissioners (Special Meeting),legislative/minutes/2022/2022-08-23_board_of_commissioners_special.md,https://www.washco.utah.gov/forms/pdf/minutes/2022/M%202022-08-23%20SPEC.pdf,Final,OCR
2022-09-06,Board of Commissioners,legislative/minutes/2022/2022-09-06_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2022/M%202022-09-06.pdf,Final,OCR
2022-09-20,Board of Commissioners,legislative/minutes/2022/2022-09-20_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2022/M%202022-09-20.pdf,Final,OCR
2022-10-04,Board of Commissioners,legislative/minutes/2022/2022-10-04_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2022/M%202022-10-04.pdf,Final,OCR
2022-10-18,Board of Commissioners,legislative/minutes/2022/2022-10-18_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2022/M%202022-10-18.pdf,Final,OCR
2022-11-15,Board of Commissioners,legislative/minutes/2022/2022-11-15_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2022/M%202022-11-15.pdf,Final,born-digital
2022-11-22,Board of Commissioners (Special Meeting),legislative/minutes/2022/2022-11-22_board_of_commissioners_special.md,https://www.washco.utah.gov/forms/pdf/minutes/2022/M%202022-11-22%20SPEC.pdf,Final,OCR
2022-12-06,Board of Commissioners,legislative/minutes/2022/2022-12-06_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2022/M%202022-12-06.pdf,Final,OCR
2022-12-20,Board of Commissioners,legislative/minutes/2022/2022-12-20_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2022/M%202022-12-20.pdf,Final,OCR
2023-01-03,Board of Commissioners,legislative/minutes/2023/2023-01-03_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2023/M%202023-01-03.pdf,Final,OCR
2023-01-20,Board of Commissioners (Special Meeting),legislative/minutes/2023/2023-01-20_board_of_commissioners_special.md,https://www.washco.utah.gov/forms/pdf/minutes/2023/M%202023-01-20%20SPEC.pdf,Final,OCR
2023-02-21,Board of Commissioners,legislative/minutes/2023/2023-02-21_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2023/M%202023-02-21.pdf,Final,OCR
2023-03-07,Board of Commissioners,legislative/minutes/2023/2023-03-07_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2023/M%202023-03-07.pdf,Final,OCR
2023-03-21,Board of Commissioners,legislative/minutes/2023/2023-03-21_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2023/M%202023-03-21.pdf,Final,OCR
2023-04-04,Board of Commissioners,legislative/minutes/2023/2023-04-04_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2023/M%202023-04-04.pdf,Final,OCR
2023-04-18,Board of Commissioners,legislative/minutes/2023/2023-04-18_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2023/M%202023-04-18.pdf,Final,OCR
2023-05-02,Board of Commissioners,legislative/minutes/2023/2023-05-02_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2023/M%202023-05-02.pdf,Final,OCR
2023-05-16,Board of Commissioners,legislative/minutes/2023/2023-05-16_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2023/M%202023-05-16.pdf,Final,OCR
2023-06-06,Board of Commissioners,legislative/minutes/2023/2023-06-06_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2023/M%202023-06-06.pdf,Final,OCR
2023-06-08,Board of Commissioners (Special Meeting),legislative/minutes/2023/2023-06-08_board_of_commissioners_special.md,https://www.washco.utah.gov/forms/pdf/minutes/2023/M%202023-06-08%20SPEC.pdf,Final,OCR
2023-06-20,Board of Commissioners,legislative/minutes/2023/2023-06-20_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2023/M%202023-06-20.pdf,Final,OCR
2023-06-30,Board of Commissioners (Special Meeting),legislative/minutes/2023/2023-06-30_board_of_commissioners_special.md,https://www.washco.utah.gov/forms/pdf/minutes/2023/M%202023-06-30%20SPEC.pdf,Final,OCR
2023-07-06,Board of Commissioners,legislative/minutes/2023/2023-07-06_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2023/M%202023-07-06.pdf,Final,OCR
2023-07-18,Board of Commissioners,legislative/minutes/2023/2023-07-18_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2023/M%202023-07-18.pdf,Final,OCR
2023-08-01,Board of Commissioners,legislative/minutes/2023/2023-08-01_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2023/M%202023-08-01.pdf,Final,OCR
2023-08-15,Board of Commissioners,legislative/minutes/2023/2023-08-15_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2023/M%202023-08-15.pdf,Final,OCR
2023-08-16,Board of Commissioners,legislative/minutes/2023/2023-08-16_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2023/M%202023-08-16.pdf,Final,OCR
2023-08-30,Board of Commissioners,legislative/minutes/2023/2023-08-30_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2023/M%202023-08-30.pdf,Final,OCR
2023-09-05,Board of Commissioners,legislative/minutes/2023/2023-09-05_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2023/M%202023-09-05.pdf,Final,OCR
2023-09-19,Board of Commissioners,legislative/minutes/2023/2023-09-19_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2023/M%202023-09-19.pdf,Final,OCR
2023-10-05,Board of Commissioners (Special Meeting),legislative/minutes/2023/2023-10-05_board_of_commissioners_special.md,https://www.washco.utah.gov/forms/pdf/minutes/2023/M%202023-10-05%20SPEC.pdf,Final,OCR
2023-10-17,Board of Commissioners,legislative/minutes/2023/2023-10-17_board_of_commissioners.md,https://www.washco.utah.gov/forms/pdf/minutes/2023/M%202023-10-17.pdf,Final,OCR
2023-10-17,Board of Commissioners (Special Meeting),legislative/minutes/2023/2023-10-17_board_of_commissioners_special.md,https://www.washco.utah.gov/forms/pdf/minutes/2023/M%202023-10-17%20SPEC.pdf,Final,OCR
