referral_id,primary_application_id,primary_body,related_application_id,related_body,match_method,confidence,shared_address,subject_score,primary_date,related_date,gap_days,note
81,172,Council,408,PlanningCommission,address+subject,high,7001 s 900 e,0.524,2024-05-07,2024-04-10,27,
82,183,Council,412,PlanningCommission,address+subject,high,669 w eighth; 7397 s main; 7407 s main; 7409 s main; 7413 s main,0.956,2024-05-21,2024-04-24,27,
83,190,Council,414,PlanningCommission,subject,medium,,0.505,2024-06-04,2024-04-24,41,
84,195,Council,418,PlanningCommission,address+subject,high,160 e 7200 s,1.0,2024-07-16,2024-06-12,34,
85,204,Council,420,PlanningCommission,address,low,58 w 7500 s; 7444 s state,0.162,2024-09-17,2024-08-14,34,
86,206,Council,421,PlanningCommission,address+subject,high,7490 s holden; 7505 s holden; 7576 s holden; 7594 s holden; 7608 s holden; 7620 s holden; 7652 s holden; 7660 s holden,1.0,2024-09-17,2024-08-14,34,
87,207,Council,426,PlanningCommission,subject,medium,,0.56,2024-09-17,2024-10-09,-22,
88,210,Council,422,PlanningCommission,address+subject,high,7488 s casa blanca,0.331,2024-10-01,2024-09-11,20,
89,216,Council,426,PlanningCommission,subject,medium,,0.51,2024-12-03,2024-10-09,55,
90,217,Council,461,PlanningCommission,subject,medium,,1.0,2025-11-18,2025-10-22,27,
91,219,Council,427,PlanningCommission,subject,medium,,0.813,2024-12-03,2024-10-23,41,
92,220,Council,429,PlanningCommission,address+subject,high,1116 e chapel hill; 7444 s union park,0.924,2025-01-21,2024-12-11,41,
93,223,Council,436,PlanningCommission,subject,medium,,0.802,2025-02-18,2025-02-12,6,
94,224,Council,420,PlanningCommission,address+subject,high,58 w 7500 s; 7444 s state,0.332,2025-03-18,2024-08-14,216,
95,225,Council,420,PlanningCommission,address,low,58 w 7500 s; 7444 s state,0.117,2025-03-18,2024-08-14,216,
96,227,Council,436,PlanningCommission,subject,medium,,0.201,2025-04-15,2025-02-12,62,
97,230,Council,446,PlanningCommission,address+subject,high,6852 s 700 e; 6854 s 700 e,1.0,2025-05-20,2025-04-23,27,
98,231,Council,426,PlanningCommission,subject,medium,,0.556,2025-06-03,2024-10-09,237,
99,231,Council,440,PlanningCommission,subject,medium,,0.516,2025-06-03,2025-03-26,69,
100,242,Council,470,PlanningCommission,subject,medium,,1.0,2026-02-03,2025-12-10,55,
101,246,Council,454,PlanningCommission,subject,medium,,0.861,2025-10-07,2025-08-27,41,
102,247,Council,457,PlanningCommission,subject,medium,,0.771,2025-10-07,2025-09-10,27,
103,248,Council,427,PlanningCommission,subject,medium,,0.813,2025-10-21,2024-10-23,363,
104,248,Council,459,PlanningCommission,subject,medium,,0.926,2025-10-21,2025-10-08,13,
105,249,Council,452,PlanningCommission,subject,medium,,0.775,2025-11-18,2025-08-13,97,
106,252,Council,468,PlanningCommission,subject,medium,,0.693,2026-01-06,2025-12-10,27,
107,253,Council,463,PlanningCommission,subject,medium,,0.811,2026-02-03,2025-11-12,83,
108,254,Council,471,PlanningCommission,address+subject,high,7642 s state,0.967,2026-02-03,2026-01-14,20,
109,257,Council,475,PlanningCommission,subject,medium,,0.731,2026-03-24,2026-03-11,13,
110,265,Council,482,PlanningCommission,address+subject,high,7710 s state,0.7,2026-06-02,2026-05-13,20,
111,267,Council,483,PlanningCommission,subject,medium,,0.361,2026-06-02,2026-05-13,20,
112,270,Council,486,PlanningCommission,address+subject,high,8196 s main,0.905,2026-06-16,2026-06-10,6,
113,270,Council,487,PlanningCommission,address+subject,high,8196 s main,0.951,2026-06-16,2026-06-10,6,
