date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,era,bytes
2020-09-03,Council Meeting Packet 9.3.2020,Council,Regular,full_packet,https://whitecity.utah.gov/files/7117aef14/Council+Meeting+Packet+9.3.2020.pdf,2026-07-13,text,pdftotext -layout,raw/2020-09-03/Council+Meeting+Packet+9.3.2020.pdf,metro_township,2438254
2020-10-01,10.01.2020 meeting packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/56844c27e/10.01.2020+meeting_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2020-10-01/10.01.2020+meeting_packet.pdf,metro_township,27886467
2020-10-15,10.15.2020 workshop meeting packet,Council,Special,full_packet,https://whitecity.utah.gov/files/09dcfa5bc/10.15.2020+workshop_meeting_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2020-10-15/10.15.2020+workshop_meeting_packet.pdf,metro_township,4718032
2020-11-05,11-05-2020 wcmtc meeting packet amended,Council,Regular,full_packet,https://whitecity.utah.gov/files/a4bba84dc/11-05-2020_wcmtc_meeting_packet_amended.pdf,2026-07-13,text,pdftotext -layout,raw/2020-11-05/11-05-2020_wcmtc_meeting_packet_amended.pdf,metro_township,626166
2020-12-03,12-03-2020 wcmtc meeting packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/d62cfef83/12-03-2020_wcmtc_meeting_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2020-12-03/12-03-2020_wcmtc_meeting_packet.pdf,metro_township,1682148
2020-12-17,12-17-2020 special wcmtc packet,Council,Special,full_packet,https://whitecity.utah.gov/files/3cde1e434/12-17-2020_special_wcmtc_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2020-12-17/12-17-2020_special_wcmtc_packet.pdf,metro_township,932668
2021-01-07,1-07-2021 wcmtc packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/05826da3d/1-07-2021_wcmtc_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2021-01-07/1-07-2021_wcmtc_packet.pdf,metro_township,409966
2021-02-04,2-04-2021 wcmtc packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/39c2f44cc/2-04-2021_wcmtc_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2021-02-04/2-04-2021_wcmtc_packet.pdf,metro_township,407699
2021-03-04,3-4-2021 wctc packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/309769758/3-4-2021_wctc_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2021-03-04/3-4-2021_wctc_packet.pdf,metro_township,7949191
2021-04-01,04-01-21 wcmt council meeting packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/8d5504921/04-01-21_wcmt_council_meeting_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2021-04-01/04-01-21_wcmt_council_meeting_packet.pdf,metro_township,3555546
2021-05-06,5.6.2021 wcmt meeting packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/00696c19a/5.6.2021+wcmt_meeting_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2021-05-06/5.6.2021+wcmt_meeting_packet.pdf,metro_township,6233699
2021-05-25,5.25.2021 packet,PlanningCommission,Regular,full_packet,https://whitecity.utah.gov/files/95e67599c/5.25.2021_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2021-05-25/5.25.2021_packet.pdf,metro_township,7584670
2021-06-03,6-3-2021 wcmtc packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/6f416c7a6/6-3-2021_wcmtc_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2021-06-03/6-3-2021_wcmtc_packet.pdf,metro_township,6302485
2021-07-08,7.8.2021 wcmtc packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/3c922962b/7.8.2021+wcmtc_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2021-07-08/7.8.2021+wcmtc_packet.pdf,metro_township,1647902
2021-08-05,8-05-2021 wcmtc packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/7ff85b38c/8-05-2021_wcmtc_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2021-08-05/8-05-2021_wcmtc_packet.pdf,metro_township,2009087
2021-08-26,8.26.2021 whitecitypc packet,PlanningCommission,Regular,full_packet,https://whitecity.utah.gov/files/d289de563/8.26.2021_whitecitypc_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2021-08-26/8.26.2021_whitecitypc_packet.pdf,metro_township,1390240
2021-09-02,9-02-2021 wcmtc packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/36d9ff67f/9-02-2021_wcmtc_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2021-09-02/9-02-2021_wcmtc_packet.pdf,metro_township,1845471
2021-09-07,9.7.2021 whitecitypc smpacket,PlanningCommission,Special,full_packet,https://whitecity.utah.gov/files/d7b3ca246/9.7.2021_whitecitypc_smpacket.pdf,2026-07-13,text,pdftotext -layout,raw/2021-09-07/9.7.2021_whitecitypc_smpacket.pdf,metro_township,5517797
2021-10-07,10-07-2021 wcmtc packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/6e806b538/10-07-2021_wcmtc_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2021-10-07/10-07-2021_wcmtc_packet.pdf,metro_township,68152958
2021-10-21,10.21.2021 white city general plan draft,Council,Special,full_packet,https://whitecity.utah.gov/files/a7a87f8c2/10.21.2021+white_city_general_plan_draft.pdf,2026-07-13,text,pdftotext -layout,raw/2021-10-21/10.21.2021+white_city_general_plan_draft.pdf,metro_township,67681732
2021-11-18,11-18-2021 council packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/a65f05143/11-18-2021_council_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2021-11-18/11-18-2021_council_packet.pdf,metro_township,5145585
2021-12-09,12-09-2021 wcmtc packet,Council,Special,full_packet,https://whitecity.utah.gov/files/4ee5d2beb/12-09-2021_wcmtc_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2021-12-09/12-09-2021_wcmtc_packet.pdf,metro_township,1339303
2022-01-03,1-03-2022 wcmtc packet,Council,Special,full_packet,https://whitecity.utah.gov/files/c40d52c45/1-03-2022_wcmtc_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2022-01-03/1-03-2022_wcmtc_packet.pdf,metro_township,67495943
2022-01-06,1-06-2022 wcmtc packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/062328a7f/1-06-2022_wcmtc_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2022-01-06/1-06-2022_wcmtc_packet.pdf,metro_township,2078724
2022-02-03,wcmt 02-03-2022 council packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/de445d9af/wcmt_02-03-2022_council_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2022-02-03/wcmt_02-03-2022_council_packet.pdf,metro_township,519769
2022-04-07,wcmt packet 4-7-2022,Council,Regular,full_packet,https://whitecity.utah.gov/files/460777686/wcmt_packet_4-7-2022.pdf,2026-07-13,text,pdftotext -layout,raw/2022-04-07/wcmt_packet_4-7-2022.pdf,metro_township,5902405
2022-05-05,05-05-22 wcmt packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/3f8421459/05-05-22_wcmt_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2022-05-05/05-05-22_wcmt_packet.pdf,metro_township,1118145
2022-06-02,wcmt meeting packet 6-2-2022,Council,Regular,full_packet,https://whitecity.utah.gov/files/5ae537562/wcmt_meeting_packet_6-2-2022.pdf,2026-07-13,text,pdftotext -layout,raw/2022-06-02/wcmt_meeting_packet_6-2-2022.pdf,metro_township,3871423
2022-06-23,wcmt packet for june 23 2022,Council,Special,full_packet,https://whitecity.utah.gov/files/d18a93964/wcmt_packet_for_june_23_2022.pdf,2026-07-13,text,pdftotext -layout,raw/2022-06-23/wcmt_packet_for_june_23_2022.pdf,metro_township,347870
2022-08-04,8-4-2022 white city council packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/ff7c0cd93/8-4-2022_white_city_council_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2022-08-04/8-4-2022_white_city_council_packet.pdf,metro_township,3732239
2022-09-01,cc packet 9-1-2022 wcmt,Council,Regular,full_packet,https://whitecity.utah.gov/files/ac2e030cf/cc_packet_9-1-2022_wcmt.pdf,2026-07-13,text,pdftotext -layout,raw/2022-09-01/cc_packet_9-1-2022_wcmt.pdf,metro_township,5681339
2022-10-06,wcmt council packet oct 6 2022,Council,Regular,full_packet,https://whitecity.utah.gov/files/6f24e193d/wcmt_council_packet_oct_6_2022.pdf,2026-07-13,text,pdftotext -layout,raw/2022-10-06/wcmt_council_packet_oct_6_2022.pdf,metro_township,1297207
2022-11-10,wcmt council packet 11-10-2022,Council,Regular,full_packet,https://whitecity.utah.gov/files/8dee4065a/wcmt_council_packet_11-10-2022.pdf,2026-07-13,text,pdftotext -layout,raw/2022-11-10/wcmt_council_packet_11-10-2022.pdf,metro_township,61007313
2022-12-01,wcmt council packet 12-1-2022,Council,Regular,full_packet,https://whitecity.utah.gov/files/8ac846e31/wcmt_council_packet_12-1-2022.pdf,2026-07-13,text,pdftotext -layout,raw/2022-12-01/wcmt_council_packet_12-1-2022.pdf,metro_township,533428
2022-12-15,12-15-2022 wcmt special meeting packet,Council,Special,full_packet,https://whitecity.utah.gov/files/70be1ac8b/12-15-2022_wcmt_special_meeting_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2022-12-15/12-15-2022_wcmt_special_meeting_packet.pdf,metro_township,5795890
2023-01-05,1-05-2023 wcmt meeting packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/6bbb32584/1-05-2023_wcmt_meeting_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2023-01-05/1-05-2023_wcmt_meeting_packet.pdf,metro_township,909074
2023-02-02,2-02-2023 wcmt meeting packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/0f476e61c/2-02-2023_wcmt_meeting_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2023-02-02/2-02-2023_wcmt_meeting_packet.pdf,metro_township,12787748
2023-03-16,3-16-2023 wcmt meeting packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/2133d2d9d/3-16-2023_wcmt_meeting_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2023-03-16/3-16-2023_wcmt_meeting_packet.pdf,metro_township,5002671
2023-04-06,4-6-2023 wcmt meeting packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/4e5735754/4-6-2023_wcmt_meeting_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2023-04-06/4-6-2023_wcmt_meeting_packet.pdf,metro_township,2050964
2023-04-11,4-11-2023 wcmt special meeting packet,Council,Special,full_packet,https://whitecity.utah.gov/files/19d3503b1/4-11-2023_wcmt_special_meeting_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2023-04-11/4-11-2023_wcmt_special_meeting_packet.pdf,metro_township,470193
2023-04-27,230427 whitecitypc packet 1,PlanningCommission,Regular,full_packet,https://whitecity.utah.gov/files/5c8d53993/230427_whitecitypc_packet_1.pdf,2026-07-13,text,pdftotext -layout,raw/2023-04-27/230427_whitecitypc_packet_1.pdf,metro_township,4122374
2023-05-04,5-4-2023 wcmt meeting packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/1e9e286a5/5-4-2023_wcmt_meeting_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2023-05-04/5-4-2023_wcmt_meeting_packet.pdf,metro_township,983489
2023-05-25,5-25-2023 wcmt special meeting packet,Council,Special,full_packet,https://whitecity.utah.gov/files/009b55896/5-25-2023_wcmt_special_meeting_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2023-05-25/5-25-2023_wcmt_special_meeting_packet.pdf,metro_township,4967806
2023-06-01,6-1-2023 wcmt meeting packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/9c1f9d1c0/6-1-2023_wcmt_meeting_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2023-06-01/6-1-2023_wcmt_meeting_packet.pdf,metro_township,6830846
2023-06-08,6-8-2023 special wcmt meeting packet,Council,Special,full_packet,https://whitecity.utah.gov/files/7494de594/6-8-2023_special_wcmt_meeting_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2023-06-08/6-8-2023_special_wcmt_meeting_packet.pdf,metro_township,2103422
2023-07-06,july 6 2023 white city metro township meeting packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/edb6542fc/july_6_2023_white_city_metro_township_meeting_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2023-07-06/july_6_2023_white_city_metro_township_meeting_packet.pdf,metro_township,748036
2023-08-03,8-3-2023 wcmt meeting packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/e909e37c9/8-3-2023_wcmt_meeting_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2023-08-03/8-3-2023_wcmt_meeting_packet.pdf,metro_township,1565415
2023-09-07,9-7-2023 wcmt meeting packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/a6d719202/9-7-2023_wcmt_meeting_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2023-09-07/9-7-2023_wcmt_meeting_packet.pdf,metro_township,3481298
2023-10-05,10-5-2023 wcmt meeting packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/10eab5891/10-5-2023_wcmt_meeting_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2023-10-05/10-5-2023_wcmt_meeting_packet.pdf,metro_township,475705
2023-11-02,11-2-2023 wcmt meeting packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/d66659583/11-2-2023_wcmt_meeting_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2023-11-02/11-2-2023_wcmt_meeting_packet.pdf,metro_township,1198354
2023-12-06,12.6.2023 Packet,Council,Special,full_packet,https://whitecity.utah.gov/files/42bd7df16/12.6.2023+Packet.pdf,2026-07-13,text,pdftotext -layout,raw/2023-12-06/12.6.2023+Packet.pdf,metro_township,662350
2023-12-07,12-7-2023 wcmt meeting packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/93acb16d6/12-7-2023_wcmt_meeting_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2023-12-07/12-7-2023_wcmt_meeting_packet.pdf,metro_township,1431074
2024-01-04,1-4-2024 wcmt meeting packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/6f6e16ea9/1-4-2024_wcmt_meeting_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2024-01-04/1-4-2024_wcmt_meeting_packet.pdf,metro_township,751035
2024-02-01,2-1-2024 wcmt meeting packet 1,Council,Regular,full_packet,https://whitecity.utah.gov/files/3b6970a1f/2-1-2024_wcmt_meeting_packet_1.pdf,2026-07-13,text,pdftotext -layout,raw/2024-02-01/2-1-2024_wcmt_meeting_packet_1.pdf,metro_township,4386995
2024-03-07,3-7-2024 wcmt packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/3f94f983b/3-7-2024_wcmt_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2024-03-07/3-7-2024_wcmt_packet.pdf,metro_township,17241965
2024-04-04,4-4-2024 wcmt packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/55a11034e/4-4-2024_wcmt_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2024-04-04/4-4-2024_wcmt_packet.pdf,metro_township,1161987
2024-05-02,5-2-2024 wcmt packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/60f319d94/5-2-2024_wcmt_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2024-05-02/5-2-2024_wcmt_packet.pdf,city,15177307
2024-05-16,5-16-2024 wcmt packet,Council,Special,full_packet,https://whitecity.utah.gov/files/197f3bf08/5-16-2024_wcmt_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2024-05-16/5-16-2024_wcmt_packet.pdf,city,729120
2024-06-06,6-6-2024 wcmt packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/c538cabcd/6-6-2024_wcmt_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2024-06-06/6-6-2024_wcmt_packet.pdf,city,1434791
2024-06-17,6-17-2024 wc special meeting packet,Council,Special,full_packet,https://whitecity.utah.gov/files/b06d97c37/6-17-2024_wc_special_meeting_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2024-06-17/6-17-2024_wc_special_meeting_packet.pdf,city,13635930
2024-07-11,7-11-2024 wc packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/342669555/7-11-2024_wc_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2024-07-11/7-11-2024_wc_packet.pdf,city,1148010
2024-08-01,8-1-2024 wc packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/6014e6e5a/8-1-2024_wc_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2024-08-01/8-1-2024_wc_packet.pdf,city,392529
2024-09-05,9-5-2024 wc packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/4a74ef857/9-5-2024_wc_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2024-09-05/9-5-2024_wc_packet.pdf,city,2150635
2024-10-03,10-3-2024 wc packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/38d0cf3f1/10-3-2024_wc_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2024-10-03/10-3-2024_wc_packet.pdf,city,3398091
2024-11-14,11-14-24 wc packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/dc38383ab/11-14-24_wc_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2024-11-14/11-14-24_wc_packet.pdf,city,855094
2024-12-05,12-5-24 wc packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/3c2cecef0/12-5-24_wc_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2024-12-05/12-5-24_wc_packet.pdf,city,12640488
2025-01-02,1-2-25 wc packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/623938dd7/1-2-25_wc_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2025-01-02/1-2-25_wc_packet.pdf,city,3677145
2025-02-06,2-6-25 wc packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/2f60e5b51/2-6-25_wc_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2025-02-06/2-6-25_wc_packet.pdf,city,2052561
2025-03-06,3-6-25 wc packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/e102a0b95/3-6-25_wc_packet.pdf,2026-07-13,text,pdftotext -layout,raw/2025-03-06/3-6-25_wc_packet.pdf,city,6175985
2025-04-03,4-3-25 wc packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/2261f855d/4-3-25_wc_packet.pdf.pdf,2026-07-13,text,pdftotext -layout,raw/2025-04-03/4-3-25_wc_packet.pdf.pdf,city,7733627
2025-04-22,042225 WhiteCityPC PacketReduced,PlanningCommission,Regular,full_packet,https://whitecity.utah.gov/files/914ebd37f/042225_WhiteCityPC_PacketReduced.pdf,2026-07-13,text,pdftotext -layout,raw/2025-04-22/042225_WhiteCityPC_PacketReduced.pdf,city,2420742
2025-05-01,5-1-25 WC Packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/0228b7978/5-1-25+WC+Packet.pdf,2026-07-13,text,pdftotext -layout,raw/2025-05-01/5-1-25+WC+Packet.pdf,city,3696759
2025-06-05,6-5-25 WC Packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/115b455f3/6-5-25+WC+Packet.pdf,2026-07-13,text,pdftotext -layout,raw/2025-06-05/6-5-25+WC+Packet.pdf,city,1555118
2025-06-12,6-12-25 WC Packet,Council,Special,full_packet,https://whitecity.utah.gov/files/9487a2df0/6-12-25+WC+Packet.pdf,2026-07-13,text,pdftotext -layout,raw/2025-06-12/6-12-25+WC+Packet.pdf,city,438353
2025-06-24,250624 WhiteCityPC Packet (1),PlanningCommission,Regular,full_packet,https://whitecity.utah.gov/files/22f287615/250624_WhiteCityPC_Packet+%281%29.pdf,2026-07-13,text,pdftotext -layout,raw/2025-06-24/250624_WhiteCityPC_Packet+(1).pdf,city,768091
2025-07-10,7-10-25 WC Packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/b84430d07/7-10-25+WC+Packet.pdf,2026-07-13,text,pdftotext -layout,raw/2025-07-10/7-10-25+WC+Packet.pdf,city,2370799
2025-08-07,8-7-25 WC Packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/78e3dee02/8-7-25+WC+Packet.pdf,2026-07-13,text,pdftotext -layout,raw/2025-08-07/8-7-25+WC+Packet.pdf,city,720661
2025-09-04,WC Packet 9-4-2025,Council,Regular,full_packet,https://whitecity.utah.gov/files/26e826e9c/WC+Packet+9-4-2025.pdf,2026-07-13,text,pdftotext -layout,raw/2025-09-04/WC+Packet+9-4-2025.pdf,city,2320739
2025-10-02,10-02-25 WC Packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/ba7dd0ae4/10-02-25+WC+Packet.pdf,2026-07-13,text,pdftotext -layout,raw/2025-10-02/10-02-25+WC+Packet.pdf,city,5602933
2025-11-13,11-13-25 WC Packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/e08b3b47c/11-13-25+WC+Packet.pdf,2026-07-13,text,pdftotext -layout,raw/2025-11-13/11-13-25+WC+Packet.pdf,city,2525972
2025-11-18,11-18-25 WC Packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/59a9e10ce/11-18-25+WC+Packet.pdf,2026-07-13,text,pdftotext -layout,raw/2025-11-18/11-18-25+WC+Packet.pdf,city,309616
2025-12-04,12-04-25 WC Packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/bb098e438/12-04-25+WC+Packet.pdf,2026-07-13,text,pdftotext -layout,raw/2025-12-04/12-04-25+WC+Packet.pdf,city,1097740
2026-01-08,01-08-26 WC Packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/cd60b8e84/01-08-26+WC+Packet.pdf,2026-07-13,text,pdftotext -layout,raw/2026-01-08/01-08-26+WC+Packet.pdf,city,6521734
2026-02-05,2-05-26 WC Packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/92e0d18d5/2-05-26+WC+Packet.pdf,2026-07-13,text,pdftotext -layout,raw/2026-02-05/2-05-26+WC+Packet.pdf,city,5440170
2026-03-05,3-05-26 WC Packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/e1b6eccef/3-05-26+WC+Packet.pdf,2026-07-13,text,pdftotext -layout,raw/2026-03-05/3-05-26+WC+Packet.pdf,city,2914723
2026-04-02,4-02-26 WC Packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/94cc9840c/4-02-26+WC+Packet.pdf,2026-07-13,text,pdftotext -layout,raw/2026-04-02/4-02-26+WC+Packet.pdf,city,4808486
2026-05-07,5-07-26 WC Packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/f162d48b0/5-07-26+WC+Packet.pdf,2026-07-13,text,pdftotext -layout,raw/2026-05-07/5-07-26+WC+Packet.pdf,city,1366388
2026-06-04,6-4-2026 Packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/48eda45e2/6-4-2026+Packet.pdf,2026-07-13,text,pdftotext -layout,raw/2026-06-04/6-4-2026+Packet.pdf,city,1803307
2026-07-02,7-2-2026 Packet,Council,Regular,full_packet,https://whitecity.utah.gov/files/2fc9f01c9/7-2-2026+Packet.pdf,2026-07-13,text,pdftotext -layout,raw/2026-07-02/7-2-2026+Packet.pdf,city,1820077
