city,plan_id,district_id,precinct_id,effective_start,effective_end,source,confidence,note
taylorsville,plan_2022,District 2,TAY017,2022-05-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Taylorsville map — the 44 TAY precincts assigned via the 2023 (D1/D2/D3) + 2025 (D4/D5) district-contest precinct rows (geo/precinct_to_district.csv; 0 splits, 0 conflicts; per-district counts D1=7, D2=6, D3=10, D4=7, D5=14). PRECINCT-DERIVED (no official city GIS layer)."
taylorsville,plan_2022,District 2,TAY018,2022-05-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Taylorsville map — the 44 TAY precincts assigned via the 2023 (D1/D2/D3) + 2025 (D4/D5) district-contest precinct rows (geo/precinct_to_district.csv; 0 splits, 0 conflicts; per-district counts D1=7, D2=6, D3=10, D4=7, D5=14). PRECINCT-DERIVED (no official city GIS layer)."
taylorsville,plan_2022,District 2,TAY019,2022-05-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Taylorsville map — the 44 TAY precincts assigned via the 2023 (D1/D2/D3) + 2025 (D4/D5) district-contest precinct rows (geo/precinct_to_district.csv; 0 splits, 0 conflicts; per-district counts D1=7, D2=6, D3=10, D4=7, D5=14). PRECINCT-DERIVED (no official city GIS layer)."
taylorsville,plan_2022,District 3,TAY023,2022-05-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Taylorsville map — the 44 TAY precincts assigned via the 2023 (D1/D2/D3) + 2025 (D4/D5) district-contest precinct rows (geo/precinct_to_district.csv; 0 splits, 0 conflicts; per-district counts D1=7, D2=6, D3=10, D4=7, D5=14). PRECINCT-DERIVED (no official city GIS layer)."
taylorsville,plan_2022,District 3,TAY024,2022-05-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Taylorsville map — the 44 TAY precincts assigned via the 2023 (D1/D2/D3) + 2025 (D4/D5) district-contest precinct rows (geo/precinct_to_district.csv; 0 splits, 0 conflicts; per-district counts D1=7, D2=6, D3=10, D4=7, D5=14). PRECINCT-DERIVED (no official city GIS layer)."
taylorsville,plan_2022,District 3,TAY025,2022-05-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Taylorsville map — the 44 TAY precincts assigned via the 2023 (D1/D2/D3) + 2025 (D4/D5) district-contest precinct rows (geo/precinct_to_district.csv; 0 splits, 0 conflicts; per-district counts D1=7, D2=6, D3=10, D4=7, D5=14). PRECINCT-DERIVED (no official city GIS layer)."
taylorsville,plan_2022,District 3,TAY029,2022-05-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Taylorsville map — the 44 TAY precincts assigned via the 2023 (D1/D2/D3) + 2025 (D4/D5) district-contest precinct rows (geo/precinct_to_district.csv; 0 splits, 0 conflicts; per-district counts D1=7, D2=6, D3=10, D4=7, D5=14). PRECINCT-DERIVED (no official city GIS layer)."
taylorsville,plan_2022,District 3,TAY032,2022-05-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Taylorsville map — the 44 TAY precincts assigned via the 2023 (D1/D2/D3) + 2025 (D4/D5) district-contest precinct rows (geo/precinct_to_district.csv; 0 splits, 0 conflicts; per-district counts D1=7, D2=6, D3=10, D4=7, D5=14). PRECINCT-DERIVED (no official city GIS layer)."
taylorsville,plan_2022,District 3,TAY033,2022-05-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Taylorsville map — the 44 TAY precincts assigned via the 2023 (D1/D2/D3) + 2025 (D4/D5) district-contest precinct rows (geo/precinct_to_district.csv; 0 splits, 0 conflicts; per-district counts D1=7, D2=6, D3=10, D4=7, D5=14). PRECINCT-DERIVED (no official city GIS layer)."
taylorsville,plan_2022,District 3,TAY034,2022-05-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Taylorsville map — the 44 TAY precincts assigned via the 2023 (D1/D2/D3) + 2025 (D4/D5) district-contest precinct rows (geo/precinct_to_district.csv; 0 splits, 0 conflicts; per-district counts D1=7, D2=6, D3=10, D4=7, D5=14). PRECINCT-DERIVED (no official city GIS layer)."
taylorsville,plan_2022,District 3,TAY035,2022-05-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Taylorsville map — the 44 TAY precincts assigned via the 2023 (D1/D2/D3) + 2025 (D4/D5) district-contest precinct rows (geo/precinct_to_district.csv; 0 splits, 0 conflicts; per-district counts D1=7, D2=6, D3=10, D4=7, D5=14). PRECINCT-DERIVED (no official city GIS layer)."
taylorsville,plan_2022,District 3,TAY036,2022-05-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Taylorsville map — the 44 TAY precincts assigned via the 2023 (D1/D2/D3) + 2025 (D4/D5) district-contest precinct rows (geo/precinct_to_district.csv; 0 splits, 0 conflicts; per-district counts D1=7, D2=6, D3=10, D4=7, D5=14). PRECINCT-DERIVED (no official city GIS layer)."
taylorsville,plan_2022,District 3,TAY040,2022-05-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Taylorsville map — the 44 TAY precincts assigned via the 2023 (D1/D2/D3) + 2025 (D4/D5) district-contest precinct rows (geo/precinct_to_district.csv; 0 splits, 0 conflicts; per-district counts D1=7, D2=6, D3=10, D4=7, D5=14). PRECINCT-DERIVED (no official city GIS layer)."
taylorsville,plan_2022,District 4,TAY021,2022-05-04,,geo/precinct_to_district.csv (2025),high,"post-redistrict precinct->district from the current (post-2020-census) Taylorsville map — the 44 TAY precincts assigned via the 2023 (D1/D2/D3) + 2025 (D4/D5) district-contest precinct rows (geo/precinct_to_district.csv; 0 splits, 0 conflicts; per-district counts D1=7, D2=6, D3=10, D4=7, D5=14). PRECINCT-DERIVED (no official city GIS layer)."
taylorsville,plan_2022,District 4,TAY022,2022-05-04,,geo/precinct_to_district.csv (2025),high,"post-redistrict precinct->district from the current (post-2020-census) Taylorsville map — the 44 TAY precincts assigned via the 2023 (D1/D2/D3) + 2025 (D4/D5) district-contest precinct rows (geo/precinct_to_district.csv; 0 splits, 0 conflicts; per-district counts D1=7, D2=6, D3=10, D4=7, D5=14). PRECINCT-DERIVED (no official city GIS layer)."
taylorsville,plan_2022,District 4,TAY026,2022-05-04,,geo/precinct_to_district.csv (2025),high,"post-redistrict precinct->district from the current (post-2020-census) Taylorsville map — the 44 TAY precincts assigned via the 2023 (D1/D2/D3) + 2025 (D4/D5) district-contest precinct rows (geo/precinct_to_district.csv; 0 splits, 0 conflicts; per-district counts D1=7, D2=6, D3=10, D4=7, D5=14). PRECINCT-DERIVED (no official city GIS layer)."
taylorsville,plan_2022,District 4,TAY027,2022-05-04,,geo/precinct_to_district.csv (2025),high,"post-redistrict precinct->district from the current (post-2020-census) Taylorsville map — the 44 TAY precincts assigned via the 2023 (D1/D2/D3) + 2025 (D4/D5) district-contest precinct rows (geo/precinct_to_district.csv; 0 splits, 0 conflicts; per-district counts D1=7, D2=6, D3=10, D4=7, D5=14). PRECINCT-DERIVED (no official city GIS layer)."
taylorsville,plan_2022,District 4,TAY028,2022-05-04,,geo/precinct_to_district.csv (2025),high,"post-redistrict precinct->district from the current (post-2020-census) Taylorsville map — the 44 TAY precincts assigned via the 2023 (D1/D2/D3) + 2025 (D4/D5) district-contest precinct rows (geo/precinct_to_district.csv; 0 splits, 0 conflicts; per-district counts D1=7, D2=6, D3=10, D4=7, D5=14). PRECINCT-DERIVED (no official city GIS layer)."
taylorsville,plan_2022,District 4,TAY030,2022-05-04,,geo/precinct_to_district.csv (2025),high,"post-redistrict precinct->district from the current (post-2020-census) Taylorsville map — the 44 TAY precincts assigned via the 2023 (D1/D2/D3) + 2025 (D4/D5) district-contest precinct rows (geo/precinct_to_district.csv; 0 splits, 0 conflicts; per-district counts D1=7, D2=6, D3=10, D4=7, D5=14). PRECINCT-DERIVED (no official city GIS layer)."
taylorsville,plan_2022,District 4,TAY031,2022-05-04,,geo/precinct_to_district.csv (2025),high,"post-redistrict precinct->district from the current (post-2020-census) Taylorsville map — the 44 TAY precincts assigned via the 2023 (D1/D2/D3) + 2025 (D4/D5) district-contest precinct rows (geo/precinct_to_district.csv; 0 splits, 0 conflicts; per-district counts D1=7, D2=6, D3=10, D4=7, D5=14). PRECINCT-DERIVED (no official city GIS layer)."
taylorsville,plan_2022,District 5,TAY001,2022-05-04,,geo/precinct_to_district.csv (2025),high,"post-redistrict precinct->district from the current (post-2020-census) Taylorsville map — the 44 TAY precincts assigned via the 2023 (D1/D2/D3) + 2025 (D4/D5) district-contest precinct rows (geo/precinct_to_district.csv; 0 splits, 0 conflicts; per-district counts D1=7, D2=6, D3=10, D4=7, D5=14). PRECINCT-DERIVED (no official city GIS layer)."
taylorsville,plan_2022,District 5,TAY007,2022-05-04,,geo/precinct_to_district.csv (2025),high,"post-redistrict precinct->district from the current (post-2020-census) Taylorsville map — the 44 TAY precincts assigned via the 2023 (D1/D2/D3) + 2025 (D4/D5) district-contest precinct rows (geo/precinct_to_district.csv; 0 splits, 0 conflicts; per-district counts D1=7, D2=6, D3=10, D4=7, D5=14). PRECINCT-DERIVED (no official city GIS layer)."
taylorsville,plan_2022,District 5,TAY008,2022-05-04,,geo/precinct_to_district.csv (2025),high,"post-redistrict precinct->district from the current (post-2020-census) Taylorsville map — the 44 TAY precincts assigned via the 2023 (D1/D2/D3) + 2025 (D4/D5) district-contest precinct rows (geo/precinct_to_district.csv; 0 splits, 0 conflicts; per-district counts D1=7, D2=6, D3=10, D4=7, D5=14). PRECINCT-DERIVED (no official city GIS layer)."
taylorsville,plan_2022,District 5,TAY009,2022-05-04,,geo/precinct_to_district.csv (2025),high,"post-redistrict precinct->district from the current (post-2020-census) Taylorsville map — the 44 TAY precincts assigned via the 2023 (D1/D2/D3) + 2025 (D4/D5) district-contest precinct rows (geo/precinct_to_district.csv; 0 splits, 0 conflicts; per-district counts D1=7, D2=6, D3=10, D4=7, D5=14). PRECINCT-DERIVED (no official city GIS layer)."
taylorsville,plan_2022,District 5,TAY010,2022-05-04,,geo/precinct_to_district.csv (2025),high,"post-redistrict precinct->district from the current (post-2020-census) Taylorsville map — the 44 TAY precincts assigned via the 2023 (D1/D2/D3) + 2025 (D4/D5) district-contest precinct rows (geo/precinct_to_district.csv; 0 splits, 0 conflicts; per-district counts D1=7, D2=6, D3=10, D4=7, D5=14). PRECINCT-DERIVED (no official city GIS layer)."
taylorsville,plan_2022,District 5,TAY015,2022-05-04,,geo/precinct_to_district.csv (2025),high,"post-redistrict precinct->district from the current (post-2020-census) Taylorsville map — the 44 TAY precincts assigned via the 2023 (D1/D2/D3) + 2025 (D4/D5) district-contest precinct rows (geo/precinct_to_district.csv; 0 splits, 0 conflicts; per-district counts D1=7, D2=6, D3=10, D4=7, D5=14). PRECINCT-DERIVED (no official city GIS layer)."
taylorsville,plan_2022,District 5,TAY016,2022-05-04,,geo/precinct_to_district.csv (2025),high,"post-redistrict precinct->district from the current (post-2020-census) Taylorsville map — the 44 TAY precincts assigned via the 2023 (D1/D2/D3) + 2025 (D4/D5) district-contest precinct rows (geo/precinct_to_district.csv; 0 splits, 0 conflicts; per-district counts D1=7, D2=6, D3=10, D4=7, D5=14). PRECINCT-DERIVED (no official city GIS layer)."
taylorsville,plan_2022,District 5,TAY020,2022-05-04,,geo/precinct_to_district.csv (2025),high,"post-redistrict precinct->district from the current (post-2020-census) Taylorsville map — the 44 TAY precincts assigned via the 2023 (D1/D2/D3) + 2025 (D4/D5) district-contest precinct rows (geo/precinct_to_district.csv; 0 splits, 0 conflicts; per-district counts D1=7, D2=6, D3=10, D4=7, D5=14). PRECINCT-DERIVED (no official city GIS layer)."
taylorsville,plan_2022,District 5,TAY037,2022-05-04,,geo/precinct_to_district.csv (2025),high,"post-redistrict precinct->district from the current (post-2020-census) Taylorsville map — the 44 TAY precincts assigned via the 2023 (D1/D2/D3) + 2025 (D4/D5) district-contest precinct rows (geo/precinct_to_district.csv; 0 splits, 0 conflicts; per-district counts D1=7, D2=6, D3=10, D4=7, D5=14). PRECINCT-DERIVED (no official city GIS layer)."
taylorsville,plan_2022,District 5,TAY038,2022-05-04,,geo/precinct_to_district.csv (2025),high,"post-redistrict precinct->district from the current (post-2020-census) Taylorsville map — the 44 TAY precincts assigned via the 2023 (D1/D2/D3) + 2025 (D4/D5) district-contest precinct rows (geo/precinct_to_district.csv; 0 splits, 0 conflicts; per-district counts D1=7, D2=6, D3=10, D4=7, D5=14). PRECINCT-DERIVED (no official city GIS layer)."
taylorsville,plan_2022,District 5,TAY039,2022-05-04,,geo/precinct_to_district.csv (2025),high,"post-redistrict precinct->district from the current (post-2020-census) Taylorsville map — the 44 TAY precincts assigned via the 2023 (D1/D2/D3) + 2025 (D4/D5) district-contest precinct rows (geo/precinct_to_district.csv; 0 splits, 0 conflicts; per-district counts D1=7, D2=6, D3=10, D4=7, D5=14). PRECINCT-DERIVED (no official city GIS layer)."
taylorsville,plan_2022,District 5,TAY042,2022-05-04,,geo/precinct_to_district.csv (2025),high,"post-redistrict precinct->district from the current (post-2020-census) Taylorsville map — the 44 TAY precincts assigned via the 2023 (D1/D2/D3) + 2025 (D4/D5) district-contest precinct rows (geo/precinct_to_district.csv; 0 splits, 0 conflicts; per-district counts D1=7, D2=6, D3=10, D4=7, D5=14). PRECINCT-DERIVED (no official city GIS layer)."
taylorsville,plan_2022,District 5,TAY043,2022-05-04,,geo/precinct_to_district.csv (2025),high,"post-redistrict precinct->district from the current (post-2020-census) Taylorsville map — the 44 TAY precincts assigned via the 2023 (D1/D2/D3) + 2025 (D4/D5) district-contest precinct rows (geo/precinct_to_district.csv; 0 splits, 0 conflicts; per-district counts D1=7, D2=6, D3=10, D4=7, D5=14). PRECINCT-DERIVED (no official city GIS layer)."
taylorsville,plan_2022,District 5,TAY044,2022-05-04,,geo/precinct_to_district.csv (2025),high,"post-redistrict precinct->district from the current (post-2020-census) Taylorsville map — the 44 TAY precincts assigned via the 2023 (D1/D2/D3) + 2025 (D4/D5) district-contest precinct rows (geo/precinct_to_district.csv; 0 splits, 0 conflicts; per-district counts D1=7, D2=6, D3=10, D4=7, D5=14). PRECINCT-DERIVED (no official city GIS layer)."
taylorsville,plan_pre2022,District 1,TAY001,2020-01-01,2022-05-04,precinct_to_district_pre2022.csv,medium,Reconstructed pre-2022 (2012-cycle) precinct->district composition (38/39 TAY precincts — TAY045 is a missing-geometry edge hole; from the pre-2022 SOVC district contests); medium — current-vintage precinct shapes. See scripts/roster_boundary_recon.md.
taylorsville,plan_pre2022,District 1,TAY002,2020-01-01,2022-05-04,precinct_to_district_pre2022.csv,medium,Reconstructed pre-2022 (2012-cycle) precinct->district composition (38/39 TAY precincts — TAY045 is a missing-geometry edge hole; from the pre-2022 SOVC district contests); medium — current-vintage precinct shapes. See scripts/roster_boundary_recon.md.
taylorsville,plan_pre2022,District 1,TAY004,2020-01-01,2022-05-04,precinct_to_district_pre2022.csv,medium,Reconstructed pre-2022 (2012-cycle) precinct->district composition (38/39 TAY precincts — TAY045 is a missing-geometry edge hole; from the pre-2022 SOVC district contests); medium — current-vintage precinct shapes. See scripts/roster_boundary_recon.md.
taylorsville,plan_pre2022,District 1,TAY007,2020-01-01,2022-05-04,precinct_to_district_pre2022.csv,medium,Reconstructed pre-2022 (2012-cycle) precinct->district composition (38/39 TAY precincts — TAY045 is a missing-geometry edge hole; from the pre-2022 SOVC district contests); medium — current-vintage precinct shapes. See scripts/roster_boundary_recon.md.
taylorsville,plan_pre2022,District 1,TAY008,2020-01-01,2022-05-04,precinct_to_district_pre2022.csv,medium,Reconstructed pre-2022 (2012-cycle) precinct->district composition (38/39 TAY precincts — TAY045 is a missing-geometry edge hole; from the pre-2022 SOVC district contests); medium — current-vintage precinct shapes. See scripts/roster_boundary_recon.md.
taylorsville,plan_pre2022,District 2,TAY010,2020-01-01,2022-05-04,precinct_to_district_pre2022.csv,medium,Reconstructed pre-2022 (2012-cycle) precinct->district composition (38/39 TAY precincts — TAY045 is a missing-geometry edge hole; from the pre-2022 SOVC district contests); medium — current-vintage precinct shapes. See scripts/roster_boundary_recon.md.
taylorsville,plan_pre2022,District 2,TAY011,2020-01-01,2022-05-04,precinct_to_district_pre2022.csv,medium,Reconstructed pre-2022 (2012-cycle) precinct->district composition (38/39 TAY precincts — TAY045 is a missing-geometry edge hole; from the pre-2022 SOVC district contests); medium — current-vintage precinct shapes. See scripts/roster_boundary_recon.md.
taylorsville,plan_pre2022,District 2,TAY012,2020-01-01,2022-05-04,precinct_to_district_pre2022.csv,medium,Reconstructed pre-2022 (2012-cycle) precinct->district composition (38/39 TAY precincts — TAY045 is a missing-geometry edge hole; from the pre-2022 SOVC district contests); medium — current-vintage precinct shapes. See scripts/roster_boundary_recon.md.
taylorsville,plan_pre2022,District 2,TAY021,2020-01-01,2022-05-04,precinct_to_district_pre2022.csv,medium,Reconstructed pre-2022 (2012-cycle) precinct->district composition (38/39 TAY precincts — TAY045 is a missing-geometry edge hole; from the pre-2022 SOVC district contests); medium — current-vintage precinct shapes. See scripts/roster_boundary_recon.md.
taylorsville,plan_pre2022,District 2,TAY022,2020-01-01,2022-05-04,precinct_to_district_pre2022.csv,medium,Reconstructed pre-2022 (2012-cycle) precinct->district composition (38/39 TAY precincts — TAY045 is a missing-geometry edge hole; from the pre-2022 SOVC district contests); medium — current-vintage precinct shapes. See scripts/roster_boundary_recon.md.
taylorsville,plan_pre2022,District 2,TAY023,2020-01-01,2022-05-04,precinct_to_district_pre2022.csv,medium,Reconstructed pre-2022 (2012-cycle) precinct->district composition (38/39 TAY precincts — TAY045 is a missing-geometry edge hole; from the pre-2022 SOVC district contests); medium — current-vintage precinct shapes. See scripts/roster_boundary_recon.md.
taylorsville,plan_pre2022,District 2,TAY024,2020-01-01,2022-05-04,precinct_to_district_pre2022.csv,medium,Reconstructed pre-2022 (2012-cycle) precinct->district composition (38/39 TAY precincts — TAY045 is a missing-geometry edge hole; from the pre-2022 SOVC district contests); medium — current-vintage precinct shapes. See scripts/roster_boundary_recon.md.
taylorsville,plan_pre2022,District 2,TAY025,2020-01-01,2022-05-04,precinct_to_district_pre2022.csv,medium,Reconstructed pre-2022 (2012-cycle) precinct->district composition (38/39 TAY precincts — TAY045 is a missing-geometry edge hole; from the pre-2022 SOVC district contests); medium — current-vintage precinct shapes. See scripts/roster_boundary_recon.md.
taylorsville,plan_pre2022,District 3,TAY035,2020-01-01,2022-05-04,precinct_to_district_pre2022.csv,medium,Reconstructed pre-2022 (2012-cycle) precinct->district composition (38/39 TAY precincts — TAY045 is a missing-geometry edge hole; from the pre-2022 SOVC district contests); medium — current-vintage precinct shapes. See scripts/roster_boundary_recon.md.
taylorsville,plan_pre2022,District 3,TAY037,2020-01-01,2022-05-04,precinct_to_district_pre2022.csv,medium,Reconstructed pre-2022 (2012-cycle) precinct->district composition (38/39 TAY precincts — TAY045 is a missing-geometry edge hole; from the pre-2022 SOVC district contests); medium — current-vintage precinct shapes. See scripts/roster_boundary_recon.md.
taylorsville,plan_pre2022,District 3,TAY038,2020-01-01,2022-05-04,precinct_to_district_pre2022.csv,medium,Reconstructed pre-2022 (2012-cycle) precinct->district composition (38/39 TAY precincts — TAY045 is a missing-geometry edge hole; from the pre-2022 SOVC district contests); medium — current-vintage precinct shapes. See scripts/roster_boundary_recon.md.
taylorsville,plan_pre2022,District 3,TAY039,2020-01-01,2022-05-04,precinct_to_district_pre2022.csv,medium,Reconstructed pre-2022 (2012-cycle) precinct->district composition (38/39 TAY precincts — TAY045 is a missing-geometry edge hole; from the pre-2022 SOVC district contests); medium — current-vintage precinct shapes. See scripts/roster_boundary_recon.md.
taylorsville,plan_pre2022,District 3,TAY040,2020-01-01,2022-05-04,precinct_to_district_pre2022.csv,medium,Reconstructed pre-2022 (2012-cycle) precinct->district composition (38/39 TAY precincts — TAY045 is a missing-geometry edge hole; from the pre-2022 SOVC district contests); medium — current-vintage precinct shapes. See scripts/roster_boundary_recon.md.
taylorsville,plan_pre2022,District 3,TAY041,2020-01-01,2022-05-04,precinct_to_district_pre2022.csv,medium,Reconstructed pre-2022 (2012-cycle) precinct->district composition (38/39 TAY precincts — TAY045 is a missing-geometry edge hole; from the pre-2022 SOVC district contests); medium — current-vintage precinct shapes. See scripts/roster_boundary_recon.md.
taylorsville,plan_pre2022,District 3,TAY042,2020-01-01,2022-05-04,precinct_to_district_pre2022.csv,medium,Reconstructed pre-2022 (2012-cycle) precinct->district composition (38/39 TAY precincts — TAY045 is a missing-geometry edge hole; from the pre-2022 SOVC district contests); medium — current-vintage precinct shapes. See scripts/roster_boundary_recon.md.
taylorsville,plan_pre2022,District 3,TAY043,2020-01-01,2022-05-04,precinct_to_district_pre2022.csv,medium,Reconstructed pre-2022 (2012-cycle) precinct->district composition (38/39 TAY precincts — TAY045 is a missing-geometry edge hole; from the pre-2022 SOVC district contests); medium — current-vintage precinct shapes. See scripts/roster_boundary_recon.md.
taylorsville,plan_pre2022,District 3,TAY044,2020-01-01,2022-05-04,precinct_to_district_pre2022.csv,medium,Reconstructed pre-2022 (2012-cycle) precinct->district composition (38/39 TAY precincts — TAY045 is a missing-geometry edge hole; from the pre-2022 SOVC district contests); medium — current-vintage precinct shapes. See scripts/roster_boundary_recon.md.
taylorsville,plan_pre2022,District 4,TAY026,2020-01-01,2022-05-04,precinct_to_district_pre2022.csv,medium,Reconstructed pre-2022 (2012-cycle) precinct->district composition (38/39 TAY precincts — TAY045 is a missing-geometry edge hole; from the pre-2022 SOVC district contests); medium — current-vintage precinct shapes. See scripts/roster_boundary_recon.md.
taylorsville,plan_pre2022,District 4,TAY027,2020-01-01,2022-05-04,precinct_to_district_pre2022.csv,medium,Reconstructed pre-2022 (2012-cycle) precinct->district composition (38/39 TAY precincts — TAY045 is a missing-geometry edge hole; from the pre-2022 SOVC district contests); medium — current-vintage precinct shapes. See scripts/roster_boundary_recon.md.
taylorsville,plan_pre2022,District 4,TAY028,2020-01-01,2022-05-04,precinct_to_district_pre2022.csv,medium,Reconstructed pre-2022 (2012-cycle) precinct->district composition (38/39 TAY precincts — TAY045 is a missing-geometry edge hole; from the pre-2022 SOVC district contests); medium — current-vintage precinct shapes. See scripts/roster_boundary_recon.md.
taylorsville,plan_pre2022,District 4,TAY029,2020-01-01,2022-05-04,precinct_to_district_pre2022.csv,medium,Reconstructed pre-2022 (2012-cycle) precinct->district composition (38/39 TAY precincts — TAY045 is a missing-geometry edge hole; from the pre-2022 SOVC district contests); medium — current-vintage precinct shapes. See scripts/roster_boundary_recon.md.
taylorsville,plan_pre2022,District 4,TAY030,2020-01-01,2022-05-04,precinct_to_district_pre2022.csv,medium,Reconstructed pre-2022 (2012-cycle) precinct->district composition (38/39 TAY precincts — TAY045 is a missing-geometry edge hole; from the pre-2022 SOVC district contests); medium — current-vintage precinct shapes. See scripts/roster_boundary_recon.md.
taylorsville,plan_pre2022,District 4,TAY031,2020-01-01,2022-05-04,precinct_to_district_pre2022.csv,medium,Reconstructed pre-2022 (2012-cycle) precinct->district composition (38/39 TAY precincts — TAY045 is a missing-geometry edge hole; from the pre-2022 SOVC district contests); medium — current-vintage precinct shapes. See scripts/roster_boundary_recon.md.
