date,candidate,office,election_year,filing_type,reporting_period,title,source_url,retrieved_date,format,extraction_method,path,district,source,is_incremental,date_precision,in_election_results,matched_election_candidate,join_confidence,sha256
2021-11-30,Robert M. Dahle,Mayor,2021,summary,2021 year-end final,Robert M. Dahle — Holladay 2021 Mayor campaign financial disclosure (2021 year-end final),https://municipal.utah.gov/salt%20lake/2021/Holladay%20City/Dahle%20-%20Final.pdf,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2021_state_dahle-final.pdf,,state_lg_municipal_disclosures,no,inferred_final,yes,ROBERT M. DAHLE,exact,d0776eef6b94874e14899cdadec87700e36573a4c5f2fd85bae95377019b3603
2023-10-24,Drew B. Quinn,Council,2023,interim,Oct 24 2023,Drew B. Quinn — Holladay 2023 District 4 campaign financial disclosure (Oct 24 2023),https://www.holladayut.gov/Document%20Center/Departments/City%20Recorder/Elections/Financial%20disclosures/Drew.10242023.pdf?t=202412191313040,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2023_city_drew-10242023.pdf,4,city_cf_page,no,label_date,yes,DREW B. QUINN,exact,c8274f9b9a37fa301e1fa26dd84cd27ea1372bee5c8d761811bcc3dac2ff12f8
2023-10-31,Drew B. Quinn,Council,2023,interim,7-day pre-general,Drew B. Quinn — Holladay 2023 District 4 campaign financial disclosure (7-day pre-general),https://www.holladayut.gov/Document%20Center/Departments/City%20Recorder/Elections/Financial%20disclosures/Drew%20-%207day.pdf?t=202412191256240,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2023_city_drew-7day.pdf,4,city_cf_page,no,inferred_pre_general,yes,DREW B. QUINN,exact,4864877eef1e56c0749edd5f53a776148763bbf9220a59b1b063ac302133e60f
2023-11-30,Drew B. Quinn,Council,2023,summary,2023 year-end final,Drew B. Quinn — Holladay 2023 District 4 campaign financial disclosure (2023 year-end final),https://www.holladayut.gov/Document%20Center/Departments/City%20Recorder/Elections/Financial%20disclosures/Drew%20-%20Final.pdf?t=202412191258560,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2023_city_drew-final.pdf,4,city_cf_page,no,inferred_final,yes,DREW B. QUINN,exact,46d476dc11b806146011caddf493b9941329c798202a369ed6ddd54ae0658dc1
2023-10-31,Matthew Collin Tracy,Council,2023,interim,7-day pre-general,Matthew Collin Tracy — Holladay 2023 District 4 campaign financial disclosure (7-day pre-general),https://www.holladayut.gov/Document%20Center/Departments/City%20Recorder/Elections/Financial%20disclosures/Tracy%20-%207%20day.pdf?t=202412191259420,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2023_city_tracy-7-day.pdf,4,city_cf_page,no,inferred_pre_general,yes,MATTHEW COLLIN TRACY,exact,32f2fd0133ac3789af38acd7c2d4ef9463d218df5817b1892f1f8b498dfb5151
2023-11-01,Matthew Collin Tracy,Council,2023,interim,period not stated,Matthew Collin Tracy — Holladay 2023 District 4 campaign financial disclosure (period not stated),https://www.holladayut.gov/Document%20Center/Departments/City%20Recorder/Elections/Financial%20disclosures/Tracy.pdf?t=202412191300450,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2023_city_tracy.pdf,4,city_cf_page,no,cycle_inferred,yes,MATTHEW COLLIN TRACY,exact,f7adb7b3419fa39bb0b766c53e643e4451962a6fe21d8de39f277794ef5299cd
2023-11-30,Matthew Collin Tracy,Council,2023,summary,2023 year-end final,Matthew Collin Tracy — Holladay 2023 District 4 campaign financial disclosure (2023 year-end final),https://www.holladayut.gov/Document%20Center/Departments/City%20Recorder/Elections/Financial%20disclosures/Tracy%20-%20Final.pdf?t=202412191314060,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2023_city_tracy-final.pdf,4,city_cf_page,no,inferred_final,yes,MATTHEW COLLIN TRACY,exact,1f8a7ef5afcba603a98536d7dc2cad2592bd39552743174f07abc5f364bcf4ae
2023-11-01,Emily Gray,Council,2023,statement,period not stated (D5 uncontested 2023),Emily Gray — Holladay 2023 District 5 campaign financial disclosure (period not stated (D5 uncontested 2023)),https://www.holladayut.gov/Document%20Center/Departments/City%20Recorder/Elections/Financial%20disclosures/Gray.pdf?t=202412191301540,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2023_city_gray.pdf,5,city_cf_page,no,cycle_inferred,no,,none,bace74650677304347e7f78b7a6ff657abd47b0530f31dc978774d7444aa8c4b
2025-01-31,D. Ty Brewer,Council,2025,coi_disclosure,FY2025 annual conflict-of-interest disclosure,D. Ty Brewer — Holladay 2025 District 1 Conflict-of-Interest disclosure (FY2025 annual conflict-of-interest disclosure),https://www.holladayut.gov/Document%20Center/Departments/City%20Recorder/T.%20Brewer.pdf?t=202501271721380,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_city_t-brewer.pdf,1,city_cf_page,,inferred_annual_deadline,yes,D. TY BREWER,exact,53eed09d41de02706e011738f6d90b91e68d36893685de6ef6d1338cfb2d8c02
2025-10-07,David Sundwall,Council,2025,interim,Oct 7 2025 (pre-general),David Sundwall — Holladay 2025 District 1 campaign financial disclosure (Oct 7 2025 (pre-general)),https://www.holladayut.gov/Document%20Center/Departments/City%20Recorder/Elections/Sundwall.Oct2025.pdf?t=202510071926010,2026-07-13,text,none (acquisition-only; born-digital text PDF),raw/2025_city_sundwall-oct2025.pdf,1,city_cf_page,no,label_date,yes,DAVID HAMMON SUNDWALL,surname,98569b7bb4d85a7fa20ffc4404edb990a377a9939251bfbb7f227f8156849a23
2025-10-28,David Sundwall,Council,2025,interim,Oct 28 2025 (pre-general),David Sundwall — Holladay 2025 District 1 campaign financial disclosure (Oct 28 2025 (pre-general)),https://www.holladayut.gov/Document%20Center/Departments/City%20Recorder/Elections/Sundwall.10282025.pdf?t=202510281850350,2026-07-13,text,none (acquisition-only; born-digital text PDF),raw/2025_city_sundwall-10282025.pdf,1,city_cf_page,no,label_date,yes,DAVID HAMMON SUNDWALL,surname,0c577e0d83d4c0d9f2d19499e6c9b66eee9767a802aaae9aac27b1cb5d46a095
2025-12-03,David Sundwall,Council,2025,summary,2025 year-end final,David Sundwall — Holladay 2025 District 1 campaign financial disclosure (2025 year-end final),https://www.holladayut.gov/Document%20Center/Departments/City%20Recorder/Elections/Sundwall.Final.pdf?t=202512041147490,2026-07-13,text,none (acquisition-only; born-digital text PDF),raw/2025_city_sundwall-final.pdf,1,city_cf_page,no,label_date,yes,DAVID HAMMON SUNDWALL,surname,0661aed1dd39aded65a5dd16e9ce7a0c7548afacffa028311b2f7dd73e69e89c
2025-10-07,Grant Jacob Bilstad,Council,2025,interim,Oct 7 2025 (pre-general),Grant Jacob Bilstad — Holladay 2025 District 1 campaign financial disclosure (Oct 7 2025 (pre-general)),https://www.holladayut.gov/Document%20Center/Departments/City%20Recorder/Elections/Financial%20disclosures/Bilstad.Oct2025.pdf?t=202510071656110,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_city_bilstad-oct2025.pdf,1,city_cf_page,no,label_date,yes,GRANT JACOB BILSTAD,exact,59a0bdbcfdb6b2f1412839a9abc9fecd09d8ec9b4410857557ce67f8190d3ea1
2025-10-28,Grant Jacob Bilstad,Council,2025,interim,Oct 28 2025 (pre-general),Grant Jacob Bilstad — Holladay 2025 District 1 campaign financial disclosure (Oct 28 2025 (pre-general)),https://www.holladayut.gov/Document%20Center/Departments/City%20Recorder/Elections/Bilstad.10282025.pdf?t=202510281713310,2026-07-13,text,none (acquisition-only; born-digital text PDF),raw/2025_city_bilstad-10282025.pdf,1,city_cf_page,no,label_date,yes,GRANT JACOB BILSTAD,exact,46579413637ddf8e9916422675c499437cedc57f23e05b5b4a8aed40b13b8e6e
2025-12-02,Grant Jacob Bilstad,Council,2025,summary,2025 year-end final,Grant Jacob Bilstad — Holladay 2025 District 1 campaign financial disclosure (2025 year-end final),https://www.holladayut.gov/Document%20Center/Departments/City%20Recorder/Elections/Bilstad.Final.pdf?t=202512041148470,2026-07-13,text,none (acquisition-only; born-digital text PDF),raw/2025_city_bilstad-final.pdf,1,city_cf_page,no,label_date,yes,GRANT JACOB BILSTAD,exact,acfd562af46c65ddb032b266c4ce313e1efa2e456a22834abce3f50861ded887
2025-01-31,Matt Durham,Council,2025,coi_disclosure,FY2025 annual conflict-of-interest disclosure,Matt Durham — Holladay 2025 District 2 Conflict-of-Interest disclosure (FY2025 annual conflict-of-interest disclosure),https://www.holladayut.gov/Document%20Center/Departments/City%20Recorder/M.%20Durham.pdf?t=202501291404480,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_city_m-durham.pdf,2,city_cf_page,,inferred_annual_deadline,yes,MATT DURHAM,exact,ad8af3f30b6a0a034215da7bbafdb4a7057cbb3548f4ccd440400e15d37ad585
2025-10-07,Bailee Jones,Council,2025,interim,Oct 7 2025 (pre-general),Bailee Jones — Holladay 2025 District 3 campaign financial disclosure (Oct 7 2025 (pre-general)),https://www.holladayut.gov/Document%20Center/Departments/City%20Recorder/Elections/Financial%20disclosures/Jones.Oct2025.pdf?t=202510071654300,2026-07-13,text,none (acquisition-only; born-digital text PDF),raw/2025_city_jones-oct2025.pdf,3,city_cf_page,no,label_date,yes,BAILEE JONES,exact,2a16c195541aea79fdfdf95e04c18e8acbe7ddda10dd301a3d42484975c6180b
2025-10-28,Bailee Jones,Council,2025,interim,Oct 28 2025 (pre-general),Bailee Jones — Holladay 2025 District 3 campaign financial disclosure (Oct 28 2025 (pre-general)),https://www.holladayut.gov/Document%20Center/Departments/City%20Recorder/Elections/Jones.10282025.pdf?t=202510281714190,2026-07-13,text,none (acquisition-only; born-digital text PDF),raw/2025_city_jones-10282025.pdf,3,city_cf_page,no,label_date,yes,BAILEE JONES,exact,96e7b84c60cccbdbc9bccfcde3c278348c32047783d1d5369dc66730fceffce5
2025-12-04,Bailee Jones,Council,2025,summary,2025 year-end final,Bailee Jones — Holladay 2025 District 3 campaign financial disclosure (2025 year-end final),https://www.holladayut.gov/Document%20Center/Departments/City%20Recorder/Elections/Jones.Final.pdf?t=202512041255450,2026-07-13,text,none (acquisition-only; born-digital text PDF),raw/2025_city_jones-final.pdf,3,city_cf_page,no,label_date,yes,BAILEE JONES,exact,691aa108de1a7b386e1bdca5e840a2cde4d31dbeaf9cde09af5355e20df8f0e2
2025-10-07,Natalie Bellamy Bradley,Council,2025,interim,Oct 7 2025 (pre-general),Natalie Bellamy Bradley — Holladay 2025 District 3 campaign financial disclosure (Oct 7 2025 (pre-general)),https://www.holladayut.gov/Document%20Center/Departments/City%20Recorder/Elections/Financial%20disclosures/Bradley.Oct2025.pdf?t=202510071655150,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_city_bradley-oct2025.pdf,3,city_cf_page,no,label_date,yes,NATALIE BELLAMY BRADLEY,exact,5f92e5bff09014258abdb9b9199f0d50d04682dfd06a452925123a5be360f3d6
2025-10-24,Natalie Bellamy Bradley,Council,2025,interim,Oct 24 2025 (pre-general; filed for Oct-28 deadline),Natalie Bellamy Bradley — Holladay 2025 District 3 campaign financial disclosure (Oct 24 2025 (pre-general; filed for Oct-28 deadline)),https://www.holladayut.gov/Document%20Center/Departments/City%20Recorder/Elections/Bradley.10282025.pdf?t=202510271400110,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_city_bradley-10282025.pdf,3,city_cf_page,no,label_date,yes,NATALIE BELLAMY BRADLEY,exact,e54c0fa7d32bb1f1e0ec8ed1680c4f11d13b428810343d7f1f6813c803910fd5
2025-12-05,Natalie Bellamy Bradley,Council,2025,summary,2025 year-end final,Natalie Bellamy Bradley — Holladay 2025 District 3 campaign financial disclosure (2025 year-end final),https://www.holladayut.gov/Document%20Center/Departments/City%20Recorder/Elections/Bradley.FInal.pdf?t=202512051426500,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_city_bradley-final.pdf,3,city_cf_page,no,inferred_final,yes,NATALIE BELLAMY BRADLEY,exact,f99ad44924d3e0d9d6a66e765c2d17f891e1dd240ada896da45f5175ef65f0d3
2025-01-31,Paul S. Fotheringham,Council,2025,coi_disclosure,FY2025 annual conflict-of-interest disclosure,Paul S. Fotheringham — Holladay 2025 District 3 Conflict-of-Interest disclosure (FY2025 annual conflict-of-interest disclosure),https://www.holladayut.gov/Document%20Center/Departments/City%20Recorder/P.%20Fotheringham.pdf?t=202501301104010,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_city_p-fotheringham.pdf,3,city_cf_page,,inferred_annual_deadline,yes,PAUL S. FOTHERINGHAM,exact,6b79e7f4f631d71ec534b4cbf1dec424a95ce71b5eb7fa22ccc2572833997e51
2025-01-31,Drew B. Quinn,Council,2025,coi_disclosure,FY2025 annual conflict-of-interest disclosure,Drew B. Quinn — Holladay 2025 District 4 Conflict-of-Interest disclosure (FY2025 annual conflict-of-interest disclosure),https://www.holladayut.gov/Document%20Center/Departments/City%20Recorder/D.Quinn.pdf?t=202501271722200,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_city_d-quinn.pdf,4,city_cf_page,,inferred_annual_deadline,yes,DREW B. QUINN,exact,689ebf0b404bb5a723c8e7108da6b0095fbaba6eb6142bb479ece09f469a2015
2025-01-31,Emily Gray,Council,2025,coi_disclosure,FY2025 annual conflict-of-interest disclosure,Emily Gray — Holladay 2025 District 5 Conflict-of-Interest disclosure (FY2025 annual conflict-of-interest disclosure),https://www.holladayut.gov/Document%20Center/Departments/City%20Recorder/E.Gray.pdf?t=202501271719570,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_city_e-gray.pdf,5,city_cf_page,,inferred_annual_deadline,no,,none,b10d0ea0d75bce91f0658c3ff1c2ffc4abe75f25354e203ec16abdac77c0c4a1
2025-08-05,Daren A. Watts,Mayor,2025,interim,Aug 2025 (pre-primary),Daren A. Watts — Holladay 2025 Mayor campaign financial disclosure (Aug 2025 (pre-primary)),https://www.holladayut.gov/Document%20Center/Departments/City%20Recorder/Elections/Financial%20disclosures/Watts.Aug2025.pdf?t=202508051318580,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_city_watts-aug2025.pdf,,city_cf_page,no,label_month,yes,DAREN A. WATTS,exact,6732c4292a951aa85c6d830c8ae46b7411ab71401ca52d79b162b404c555c646
2025-10-07,Daren A. Watts,Mayor,2025,interim,Oct 7 2025 (pre-general),Daren A. Watts — Holladay 2025 Mayor campaign financial disclosure (Oct 7 2025 (pre-general)),https://www.holladayut.gov/Watts%20Financial%20Disclosure.pdf?t=202510081554090,2026-07-13,text,none (acquisition-only; born-digital text PDF),raw/2025_city_watts-financial-disclosure.pdf,,city_cf_page,no,label_date,yes,DAREN A. WATTS,exact,3c1823e95575900519a69df1e212b71b5c27b95cae3187cb9f363c9c62615288
2025-10-28,Daren A. Watts,Mayor,2025,interim,Oct 28 2025 (pre-general),Daren A. Watts — Holladay 2025 Mayor campaign financial disclosure (Oct 28 2025 (pre-general)),https://www.holladayut.gov/Document%20Center/Departments/City%20Recorder/Watts.Oct282025.pdf?t=202510281716360,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_city_watts-oct282025.pdf,,city_cf_page,no,label_date,yes,DAREN A. WATTS,exact,1e4a06774f7a0f33fe2ea91b6eabb0177004eae4cefabea84ceff5f465f4da5a
2025-12-04,Daren A. Watts,Mayor,2025,summary,2025 year-end final,Daren A. Watts — Holladay 2025 Mayor campaign financial disclosure (2025 year-end final),https://www.holladayut.gov/Document%20Center/Departments/City%20Recorder/Elections/Watts.FInal.pdf?t=202512041146180,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_city_watts-final.pdf,,city_cf_page,no,inferred_final,yes,DAREN A. WATTS,exact,b514f660c2596fe1a9b3520ae3f2e2ba065d694410f4618548444e2eba2f38e8
2025-08-05,Paul S. Fotheringham,Mayor,2025,interim,Aug 2025 (pre-primary),Paul S. Fotheringham — Holladay 2025 Mayor campaign financial disclosure (Aug 2025 (pre-primary)),https://www.holladayut.gov/Document%20Center/Departments/City%20Recorder/Elections/Financial%20disclosures/Fotheringham.Aug2025.pdf?t=202508051314120,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_city_fotheringham-aug2025.pdf,,city_cf_page,no,label_month,yes,PAUL S. FOTHERINGHAM,exact,9a9757c61178729273177ec01fa86f9b8ccfc3018ee2bcb692e8bda39f6d6b27
2025-10-07,Paul S. Fotheringham,Mayor,2025,interim,Oct 7 2025 (pre-general),Paul S. Fotheringham — Holladay 2025 Mayor campaign financial disclosure (Oct 7 2025 (pre-general)),https://www.holladayut.gov/Document%20Center/Departments/City%20Recorder/Elections/Financial%20disclosures/Fotheringham.Oct2025.pdf?t=202510071653340,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_city_fotheringham-oct2025.pdf,,city_cf_page,no,label_date,yes,PAUL S. FOTHERINGHAM,exact,89178e431831602c3b6b92fd15321a1cdc584ff455b86a7a0b82f63cb3b23a3d
2025-10-28,Paul S. Fotheringham,Mayor,2025,interim,Oct 28 2025 (pre-general),Paul S. Fotheringham — Holladay 2025 Mayor campaign financial disclosure (Oct 28 2025 (pre-general)),https://www.holladayut.gov/Document%20Center/Departments/City%20Recorder/Elections/Fotheringham10282025.pdf?t=202510271359170,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_city_fotheringham10282025.pdf,,city_cf_page,no,label_date,yes,PAUL S. FOTHERINGHAM,exact,21e52c43888a67f5f30bf97179de7bb3de5411d83682009d7125852af954fa13
2025-12-04,Paul S. Fotheringham,Mayor,2025,summary,2025 year-end final,Paul S. Fotheringham — Holladay 2025 Mayor campaign financial disclosure (2025 year-end final),https://www.holladayut.gov/Document%20Center/Departments/City%20Recorder/Elections/Fotheringham.Final.pdf?t=202512041136240,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_city_fotheringham-final.pdf,,city_cf_page,no,inferred_final,yes,PAUL S. FOTHERINGHAM,exact,86e98d4c63a7d1239eac9b62d1f9f8ef00251d6aaf7cfd8b723479e3315eb40c
2025-01-31,Robert M. Dahle,Mayor,2025,coi_disclosure,FY2025 annual conflict-of-interest disclosure,Robert M. Dahle — Holladay 2025 Mayor Conflict-of-Interest disclosure (FY2025 annual conflict-of-interest disclosure),https://www.holladayut.gov/Document%20Center/Departments/City%20Recorder/R.Dahle.pdf?t=202501271719080,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_city_r-dahle.pdf,,city_cf_page,,inferred_annual_deadline,yes,ROBERT M. DAHLE,exact,8223a691a870a81e4eb55dc032355a562b6508b3c9d535b1aac2621bc00dde9f
2025-08-05,Zac Wilson,Mayor,2025,interim,Aug 2025 (pre-primary),Zac Wilson — Holladay 2025 Mayor campaign financial disclosure (Aug 2025 (pre-primary)),https://www.holladayut.gov/Document%20Center/Departments/City%20Recorder/Elections/Financial%20disclosures/Wilson.Aug.pdf?t=202508051719440,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_city_wilson-aug.pdf,,city_cf_page,no,label_month,no,,none,c68fdedba64379c626095cdb6617a0f971e52457677f1c7809549ec9f0ee6294
2025-09-11,Zac Wilson,Mayor,2025,summary,Final Sept 11 2025 (eliminated in primary),Zac Wilson — Holladay 2025 Mayor campaign financial disclosure (Final Sept 11 2025 (eliminated in primary)),https://www.holladayut.gov/Document%20Center/Departments/City%20Recorder/Elections/Wilson.Final.Sept2025.pdf?t=202509121428270,2026-07-13,text,none (acquisition-only; born-digital text PDF),raw/2025_city_wilson-final-sept2025.pdf,,city_cf_page,no,label_date,no,,none,11de3d6150b3e13fba9e5ee3227c33dc305935e6f18ebadeb5e34e54a0502052
2026-01-31,David Sundwall,Council,2026,coi_disclosure,FY2026 annual conflict-of-interest disclosure,David Sundwall — Holladay 2026 District 1 Conflict-of-Interest disclosure (FY2026 annual conflict-of-interest disclosure),https://www.holladayut.gov/Document%20Center/Government/Mayor%20And%20Council/2026%20COI%20Forms/DSundwall_2026.pdf?t=202601211251270,2026-07-13,text,none (acquisition-only; born-digital text PDF),raw/coi_city_dsundwall-2026.pdf,1,city_cf_page,,inferred_annual_deadline,yes,DAVID HAMMON SUNDWALL,surname,b2aa66ca37083c49144f105fbc8c86672e832a70c5749f6a93eb1ff009da93e4
2026-01-31,Matt Durham,Council,2026,coi_disclosure,FY2026 annual conflict-of-interest disclosure,Matt Durham — Holladay 2026 District 2 Conflict-of-Interest disclosure (FY2026 annual conflict-of-interest disclosure),https://www.holladayut.gov/Document%20Center/Government/Mayor%20And%20Council/2026%20COI%20Forms/MDurham_2026.pdf?t=202601151225060,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/coi_city_mdurham-2026.pdf,2,city_cf_page,,inferred_annual_deadline,yes,MATT DURHAM,exact,cb1c311bc0548b94269e3bff4745b9f116376d985a747371284e3d863d6df05e
2026-01-31,Natalie Bellamy Bradley,Council,2026,coi_disclosure,FY2026 annual conflict-of-interest disclosure,Natalie Bellamy Bradley — Holladay 2026 District 3 Conflict-of-Interest disclosure (FY2026 annual conflict-of-interest disclosure),https://www.holladayut.gov/Document%20Center/Government/Mayor%20And%20Council/2026%20COI%20Forms/NBradley_2026.pdf?t=202601151225430,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/coi_city_nbradley-2026.pdf,3,city_cf_page,,inferred_annual_deadline,yes,NATALIE BELLAMY BRADLEY,exact,4f843c3200d667c3c8147884de6de3828b083c6128feb5c61ef21b7e591b8a2a
