candidate,office,election_year,filing_date,reporting_period,filing_type,stated_total_contributions,stated_total_expenditures,stated_beginning_balance,stated_ending_balance,itemized_contrib_sum,itemized_expend_sum,reconciles_contrib,reconciles_expend,recon_delta_contrib,recon_delta_expend,self_funded_amount,n_contrib_rows,n_expend_rows,source_filing,document_id,extraction_confidence,notes,filing_regime
Robert M. Dahle,Mayor,2021,2021-11-30,2021 year-end final,summary,7248.75,7238.52,,45.23,7283.75,7232.58,False,False,35.00,-5.94,6585.00,6,4,raw/2021_state_dahle-final.pdf,69b7d792,low,vision-transcribed(read-tool); contrib!=stated; expend!=stated,
Drew B. Quinn,Council,2023,2023-10-24,Oct 24 2023,interim,2500.00,3933.26,,-1433.26,2500.00,3933.26,True,True,0.00,0.00,0.00,11,8,raw/2023_city_drew-10242023.pdf,63818360,medium,vision-transcribed(read-tool),
Drew B. Quinn,Council,2023,2023-10-31,7-day pre-general,interim,200.00,1173.69,-1433.26,-2406.95,200.00,1173.69,True,True,0.00,0.00,0.00,2,2,raw/2023_city_drew-7day.pdf,6f7880ca,medium,vision-transcribed(read-tool),
Drew B. Quinn,Council,2023,2023-11-30,2023 year-end final,summary,2544.45,137.50,-2406.95,0.00,2544.45,137.50,True,True,0.00,0.00,2544.45,1,1,raw/2023_city_drew-final.pdf,37b07041,medium,vision-transcribed(read-tool),
Matthew Collin Tracy,Council,2023,2023-10-31,7-day pre-general,interim,675.00,608.99,,230.83,775.00,608.99,False,True,100.00,0.00,600.00,4,2,raw/2023_city_tracy-7-day.pdf,4e6c5b17,low,vision-transcribed(read-tool); contrib!=stated,
Matthew Collin Tracy,Council,2023,2023-11-01,period not stated,interim,3345.00,3315.20,,64.80,3385.00,3315.20,False,True,40.00,0.00,2000.00,15,13,raw/2023_city_tracy.pdf,528e53ee,low,vision-transcribed(read-tool); contrib!=stated,
Matthew Collin Tracy,Council,2023,2023-11-30,2023 year-end final,summary,369.17,600.00,,0.00,369.17,600.00,True,True,0.00,0.00,369.17,1,1,raw/2023_city_tracy-final.pdf,2ba338e1,medium,vision-transcribed(read-tool),
Emily Gray,Council,2023,2023-11-01,period not stated (D5 uncontested 2023),statement,9297.00,4183.35,,5398.65,9582.00,4183.35,False,True,285.00,0.00,100.00,29,28,raw/2023_city_gray.pdf,467c8691,low,vision-transcribed(read-tool); contrib!=stated,
David Sundwall,Council,2025,2025-10-07,Oct 7 2025 (pre-general),interim,600.00,561.00,,39.00,600.00,561.00,True,True,0.00,0.00,600.00,1,6,raw/2025_city_sundwall-oct2025.pdf,8c6e653c,high,vision-transcribed(read-tool),
David Sundwall,Council,2025,2025-10-28,Oct 28 2025 (pre-general),interim,350.00,381.51,,7.49,350.00,431.51,True,False,0.00,50.00,350.00,1,6,raw/2025_city_sundwall-10282025.pdf,9b65880f,low,vision-transcribed(read-tool); expend!=stated,
David Sundwall,Council,2025,2025-12-03,2025 year-end final,summary,500.00,69.00,,428.49,500.00,129.00,True,False,0.00,60.00,0.00,1,4,raw/2025_city_sundwall-final.pdf,a632a95f,low,vision-transcribed(read-tool); expend!=stated,
Grant Jacob Bilstad,Council,2025,2025-10-07,Oct 7 2025 (pre-general),interim,200.00,58.59,,141.41,200.00,58.59,True,True,0.00,0.00,200.00,1,2,raw/2025_city_bilstad-oct2025.pdf,a58db6f6,medium,vision-transcribed(read-tool),
Grant Jacob Bilstad,Council,2025,2025-10-28,Oct 28 2025 (pre-general),interim,0.00,8.59,,132.82,0.00,58.59,True,False,0.00,50.00,0.00,0,2,raw/2025_city_bilstad-10282025.pdf,1ccd578d,low,vision-transcribed(read-tool); expend!=stated,
Grant Jacob Bilstad,Council,2025,2025-12-02,2025 year-end final,summary,0.00,11.34,,171.48,0.00,61.34,True,False,0.00,50.00,0.00,0,3,raw/2025_city_bilstad-final.pdf,6577367a,low,vision-transcribed(read-tool); expend!=stated,
Bailee Jones,Council,2025,2025-10-07,Oct 7 2025 (pre-general),interim,1750.00,989.91,,960.09,1950.00,1039.91,False,False,200.00,50.00,25.00,14,4,raw/2025_city_jones-oct2025.pdf,dc0a9ba4,low,vision-transcribed(read-tool); contrib!=stated; expend!=stated,
Bailee Jones,Council,2025,2025-10-28,Oct 28 2025 (pre-general),interim,,660.00,,400.09,50.00,710.00,,False,,50.00,0.00,1,3,raw/2025_city_jones-10282025.pdf,18a7010d,low,vision-transcribed(read-tool); expend!=stated,
Bailee Jones,Council,2025,2025-12-04,2025 year-end final,summary,,166.70,,233.39,,216.70,,False,,50.00,0.00,0,6,raw/2025_city_jones-final.pdf,5167d82e,low,vision-transcribed(read-tool); expend!=stated,
Natalie Bellamy Bradley,Council,2025,2025-10-07,Oct 7 2025 (pre-general),interim,1950.00,1520.39,,454.61,1975.00,1520.39,False,True,25.00,0.00,0.00,14,15,raw/2025_city_bradley-oct2025.pdf,ff02730e,low,vision-transcribed(read-tool); contrib!=stated,
Natalie Bellamy Bradley,Council,2025,2025-10-24,Oct 24 2025 (pre-general; filed for Oct-28 deadline),interim,0.00,35.45,,469.16,50.00,85.45,False,False,50.00,50.00,0.00,1,3,raw/2025_city_bradley-10282025.pdf,89aca2a7,low,vision-transcribed(read-tool); contrib!=stated; expend!=stated,
Natalie Bellamy Bradley,Council,2025,2025-12-05,2025 year-end final,summary,,269.04,,250.12,,319.04,,False,,50.00,0.00,0,5,raw/2025_city_bradley-final.pdf,8f64a120,low,vision-transcribed(read-tool); expend!=stated,
Daren A. Watts,Mayor,2025,2025-08-05,Aug 2025 (pre-primary),interim,31163.33,25956.48,,5206.85,31163.33,25956.35,True,False,0.00,-0.13,0.00,44,70,raw/2025_city_watts-aug2025.pdf,bda44768,low,vision-transcribed(read-tool); expend!=stated,
Daren A. Watts,Mayor,2025,2025-10-07,Oct 7 2025 (pre-general),interim,27250.00,23942.71,,3347.29,27250.00,23942.71,True,True,0.00,0.00,0.00,31,23,raw/2025_city_watts-financial-disclosure.pdf,dfa8c29c,high,vision-transcribed(read-tool),
Daren A. Watts,Mayor,2025,2025-10-28,Oct 28 2025 (pre-general),interim,6322.00,20471.57,,14099.57,6322.00,20471.57,True,True,0.00,0.00,0.00,7,17,raw/2025_city_watts-oct282025.pdf,f2c57d1d,medium,vision-transcribed(read-tool),
Daren A. Watts,Mayor,2025,2025-12-04,2025 year-end final,summary,1600.00,5738.45,,-4103.45,1635.00,5738.45,False,True,35.00,0.00,0.00,4,10,raw/2025_city_watts-final.pdf,d7c8cf61,low,vision-transcribed(read-tool); contrib!=stated,
Paul S. Fotheringham,Mayor,2025,2025-08-05,Aug 2025 (pre-primary),interim,20684.43,17926.84,,3057.59,20984.43,17926.84,False,True,300.00,0.00,6059.43,47,20,raw/2025_city_fotheringham-aug2025.pdf,3e85fcee,low,vision-transcribed(read-tool); contrib!=stated,
Paul S. Fotheringham,Mayor,2025,2025-10-07,Oct 7 2025 (pre-general),interim,9675.00,5022.11,,8160.48,9675.00,5022.11,True,True,0.00,0.00,0.00,22,7,raw/2025_city_fotheringham-oct2025.pdf,f006c96e,medium,vision-transcribed(read-tool),
Paul S. Fotheringham,Mayor,2025,2025-10-28,Oct 28 2025 (pre-general),interim,2300.00,9192.46,,1338.02,2300.00,9192.46,True,True,0.00,0.00,0.00,6,5,raw/2025_city_fotheringham10282025.pdf,f81c4e73,medium,vision-transcribed(read-tool),
Paul S. Fotheringham,Mayor,2025,2025-12-04,2025 year-end final,summary,17165.57,18101.24,,857.98,17165.57,18101.24,True,True,0.00,0.00,12940.57,6,5,raw/2025_city_fotheringham-final.pdf,02eb9077,medium,vision-transcribed(read-tool),
Zac Wilson,Mayor,2025,2025-08-05,Aug 2025 (pre-primary),interim,28913.37,24201.89,,4826.48,28913.37,24201.89,True,True,0.00,0.00,0.00,16,33,raw/2025_city_wilson-aug.pdf,35c6ba44,medium,vision-transcribed(read-tool),
Zac Wilson,Mayor,2025,2025-09-11,Final Sept 11 2025 (eliminated in primary),summary,10000.10,2815.12,,11469.74,10001.00,2815.12,False,True,0.90,0.00,10001.00,1,11,raw/2025_city_wilson-final-sept2025.pdf,12f52ac6,low,vision-transcribed(read-tool); contrib!=stated,
