entity,plan_kind,plan_vintage,project_id,name,mode,improvement_type,jurisdiction,county,phase_or_year,cost,status,description,source_layer,source_url
wfrc_mpo,tip,2020-2025,14165,"Hole in the Rock Road, Garfield Co., Phase 1",,,,Route Error,2016,994500,Scoping,"This project will fully reconstruct the existing roadway. Reconstruction includes the removal of the old road as well as the base materials it was built on. Reconstruction might also include drainage and drainage systems, new signing and striping, widening, including additional lanes, widened shoulders and auxiliary lanes.",TIP20202025_gdb/FeatureServer/0 (lines),https://services1.arcgis.com/taguadKoI1XFwivx/ArcGIS/rest/services/TIP20202025_gdb/FeatureServer/0/query?where=OBJECTID%3D13486&outFields=*&f=json
wfrc_mpo,tip,2020-2025,17458,"Brush Wellman Road, Millard County",,,,Millard,2020,8404000,Scoping,"This project will reconstruct the pavement, improve drainage and provide enhanced mobility and safety.",TIP20202025_gdb/FeatureServer/0 (lines),https://services1.arcgis.com/taguadKoI1XFwivx/ArcGIS/rest/services/TIP20202025_gdb/FeatureServer/0/query?where=OBJECTID%3D13487&outFields=*&f=json
wfrc_mpo,tip,2020-2025,13886,"Morgan Valley Drive, Peterson to Porterville",,,,Morgan,2020,2180000,Advertised,,TIP20202025_gdb/FeatureServer/0 (lines),https://services1.arcgis.com/taguadKoI1XFwivx/ArcGIS/rest/services/TIP20202025_gdb/FeatureServer/0/query?where=OBJECTID%3D13488&outFields=*&f=json
wfrc_mpo,tip,2020-2025,16512,"4300 N over UPRR Bridge Replacement, 029007F",,,,Morgan,2020,2802000,STIP,,TIP20202025_gdb/FeatureServer/0 (lines),https://services1.arcgis.com/taguadKoI1XFwivx/ArcGIS/rest/services/TIP20202025_gdb/FeatureServer/0/query?where=OBJECTID%3D13489&outFields=*&f=json
wfrc_mpo,tip,2020-2025,12624,"Devil's Slide Bridge, Near Croydon, 029014D",,,,Morgan,2019,2200000,Scoping,Replacement and Rehabilitation - Structure,TIP20202025_gdb/FeatureServer/0 (lines),https://services1.arcgis.com/taguadKoI1XFwivx/ArcGIS/rest/services/TIP20202025_gdb/FeatureServer/0/query?where=OBJECTID%3D13490&outFields=*&f=json
wfrc_mpo,tip,2020-2025,17014,Morgan Safe Routes to School FY19,,,,Morgan,2019,104444.22,Scoping,"This project will improve safety around schools. It begins with traffic engineers evaluating current safety levels in school zones and making recommendations for improvements. Additionally, UDOT works to educate school administrators, parents and students on safely walking and bicycling to and from school.",TIP20202025_gdb/FeatureServer/0 (lines),https://services1.arcgis.com/taguadKoI1XFwivx/ArcGIS/rest/services/TIP20202025_gdb/FeatureServer/0/query?where=OBJECTID%3D13491&outFields=*&f=json
wfrc_mpo,tip,2020-2025,17668,Station 2431 Concrete Repairs,,,,Salt Lake,2019,60000,Scoping,Contingency Funding,TIP20202025_gdb/FeatureServer/0 (lines),https://services1.arcgis.com/taguadKoI1XFwivx/ArcGIS/rest/services/TIP20202025_gdb/FeatureServer/0/query?where=OBJECTID%3D13492&outFields=*&f=json
wfrc_mpo,tip,2020-2025,17578,RUC STSFA Federal Grant,,,,Salt Lake,2022,2500000,Active,"Research studies allow UDOT to incorporate new solutions that may include the latest design and construction techniques, safety improvements and concepts to improve mobility.",TIP20202025_gdb/FeatureServer/0 (lines),https://services1.arcgis.com/taguadKoI1XFwivx/ArcGIS/rest/services/TIP20202025_gdb/FeatureServer/0/query?where=OBJECTID%3D13493&outFields=*&f=json
wfrc_mpo,tip,2020-2025,17006,Signing Internal Requests,,,,Salt Lake,2019,214564.46,Active,"Consistent highway signs help road users interpret, understand, and respond to the intended messages correctly. This project will replace and improve highway signs on Utah roadways.",TIP20202025_gdb/FeatureServer/0 (lines),https://services1.arcgis.com/taguadKoI1XFwivx/ArcGIS/rest/services/TIP20202025_gdb/FeatureServer/0/query?where=OBJECTID%3D13494&outFields=*&f=json
wfrc_mpo,tip,2020-2025,17645,Stormwater Mitigation - Statewide,,,,Salt Lake,2020,16700000,STIP,Enviro. Mitigation/Storm Water Pollution/ etc,TIP20202025_gdb/FeatureServer/0 (lines),https://services1.arcgis.com/taguadKoI1XFwivx/ArcGIS/rest/services/TIP20202025_gdb/FeatureServer/0/query?where=OBJECTID%3D13495&outFields=*&f=json
wfrc_mpo,tip,2020-2025,15351,State Grade Crossing Action Plan,,,,Salt Lake,2017,80000,Active,"Railway-Highway Grade Crossing
Construction of new and updating existing railroad crossings. Guard arms, vehicle and train detection, improved signing and striping regulating and promoting safety at all locations in the state where public roads cross railroad tracks.",TIP20202025_gdb/FeatureServer/0 (lines),https://services1.arcgis.com/taguadKoI1XFwivx/ArcGIS/rest/services/TIP20202025_gdb/FeatureServer/0/query?where=OBJECTID%3D13496&outFields=*&f=json
wfrc_mpo,tip,2020-2025,14466,UTRAC Research Studies FY18,,,,Salt Lake,2018,270000,Active,"Highway Safety Improvement
Research studies allow UDOT to incorporate new solutions that may include the latest design and construction techniques, safety improvements and concepts to improve mobility.",TIP20202025_gdb/FeatureServer/0 (lines),https://services1.arcgis.com/taguadKoI1XFwivx/ArcGIS/rest/services/TIP20202025_gdb/FeatureServer/0/query?where=OBJECTID%3D13497&outFields=*&f=json
wfrc_mpo,tip,2020-2025,12042,Statewide Railroad Signal Preemption Upgrades,,,,Salt Lake,2014,800000,Active,Railway-Highway Grade Crossing,TIP20202025_gdb/FeatureServer/0 (lines),https://services1.arcgis.com/taguadKoI1XFwivx/ArcGIS/rest/services/TIP20202025_gdb/FeatureServer/0/query?where=OBJECTID%3D13498&outFields=*&f=json
wfrc_mpo,tip,2020-2025,13574,usRAP Model Development,,,,Salt Lake,2016,170000,Active,Highway Safety Improvement,TIP20202025_gdb/FeatureServer/0 (lines),https://services1.arcgis.com/taguadKoI1XFwivx/ArcGIS/rest/services/TIP20202025_gdb/FeatureServer/0/query?where=OBJECTID%3D13499&outFields=*&f=json
wfrc_mpo,tip,2020-2025,12211,Traffic & Safety Program Management Support FY15,,,,Salt Lake,2015,1865341.72,Active,"Contractors and consultants provide a variety of services including engineering, administration and right of way to help the Department.",TIP20202025_gdb/FeatureServer/0 (lines),https://services1.arcgis.com/taguadKoI1XFwivx/ArcGIS/rest/services/TIP20202025_gdb/FeatureServer/0/query?where=OBJECTID%3D13500&outFields=*&f=json
wfrc_mpo,tip,2020-2025,13027,Utah CODES 2014-2015,,,,Salt Lake,2014,275333,Close Out,"Safety studies review locations safety improvements could be made. Traffic engineers will review traffic volumes, roadway characteristics and crash history.",TIP20202025_gdb/FeatureServer/0 (lines),https://services1.arcgis.com/taguadKoI1XFwivx/ArcGIS/rest/services/TIP20202025_gdb/FeatureServer/0/query?where=OBJECTID%3D13501&outFields=*&f=json
wfrc_mpo,tip,2020-2025,13531,RR Crossing Program Management,,,,Salt Lake,2015,601000,Active,"Construction of new and updating existing railroad crossings. Guard arms, vehicle and train detection, improved signing and striping regulating and promoting safety at all locations in the state where public roads cross railroad tracks.
Contractors and consultants provide a variety of services including engineering, administration and right of way to help the Department.",TIP20202025_gdb/FeatureServer/0 (lines),https://services1.arcgis.com/taguadKoI1XFwivx/ArcGIS/rest/services/TIP20202025_gdb/FeatureServer/0/query?where=OBJECTID%3D13502&outFields=*&f=json
wfrc_mpo,tip,2020-2025,17005,State Park Signing Needs,,,,Salt Lake,2019,84082.68,Active,"Consistent highway signs help road users interpret, understand, and respond to the intended messages correctly. This project will replace and improve highway signs on Utah roadways.",TIP20202025_gdb/FeatureServer/0 (lines),https://services1.arcgis.com/taguadKoI1XFwivx/ArcGIS/rest/services/TIP20202025_gdb/FeatureServer/0/query?where=OBJECTID%3D13503&outFields=*&f=json
wfrc_mpo,tip,2020-2025,15690,Freeway Speed & Safety Analysis,,,,Salt Lake,2017,127500,Active,"HSIP - Highway Safety Improvement
Safety studies review locations safety improvements could be made. Traffic engineers will review traffic volumes, roadway characteristics and crash history.",TIP20202025_gdb/FeatureServer/0 (lines),https://services1.arcgis.com/taguadKoI1XFwivx/ArcGIS/rest/services/TIP20202025_gdb/FeatureServer/0/query?where=OBJECTID%3D13504&outFields=*&f=json
wfrc_mpo,tip,2020-2025,14467,UTRAC Research Studies FY19,,,,Salt Lake,2019,190000,Scoping,"Highway Safety Improvement
Research studies allow UDOT to incorporate new solutions that may include the latest design and construction techniques, safety improvements and concepts to improve mobility.",TIP20202025_gdb/FeatureServer/0 (lines),https://services1.arcgis.com/taguadKoI1XFwivx/ArcGIS/rest/services/TIP20202025_gdb/FeatureServer/0/query?where=OBJECTID%3D13505&outFields=*&f=json
wfrc_mpo,tip,2020-2025,11746,Commuter Rail North Pedestrian Treatments Program,,,,Salt Lake,2013,1367017.09,Close Out,Railway-Highway Grade Crossing,TIP20202025_gdb/FeatureServer/0 (lines),https://services1.arcgis.com/taguadKoI1XFwivx/ArcGIS/rest/services/TIP20202025_gdb/FeatureServer/0/query?where=OBJECTID%3D13506&outFields=*&f=json
wfrc_mpo,tip,2020-2025,14476,BYU Safety Modeling FY19,,,,Salt Lake,2019,120000,Active,"Highway Safety Improvement
Research studies allow UDOT to incorporate new solutions that may include the latest design and construction techniques, safety improvements and concepts to improve mobility.",TIP20202025_gdb/FeatureServer/0 (lines),https://services1.arcgis.com/taguadKoI1XFwivx/ArcGIS/rest/services/TIP20202025_gdb/FeatureServer/0/query?where=OBJECTID%3D13507&outFields=*&f=json
wfrc_mpo,tip,2020-2025,14474,Traffic & Safety Program Management Support FY19,,,,Salt Lake,2019,1625000,Active,"Highway Safety Improvement
Contractors and consultants provide a variety of services including engineering, administration and right of way to help the Department.",TIP20202025_gdb/FeatureServer/0 (lines),https://services1.arcgis.com/taguadKoI1XFwivx/ArcGIS/rest/services/TIP20202025_gdb/FeatureServer/0/query?where=OBJECTID%3D13508&outFields=*&f=json
wfrc_mpo,tip,2020-2025,12213,Traffic & Safety Program Management Support FY16,,,,Salt Lake,2016,2000000,Close Out,"Highway Safety Improvement
Contractors and consultants provide a variety of services including engineering, administration and right of way to help the Department.",TIP20202025_gdb/FeatureServer/0 (lines),https://services1.arcgis.com/taguadKoI1XFwivx/ArcGIS/rest/services/TIP20202025_gdb/FeatureServer/0/query?where=OBJECTID%3D13509&outFields=*&f=json
wfrc_mpo,tip,2020-2025,13525,FRA Railroad Crossing Inventory,,,,Salt Lake,2015,601000,Active,"Railway-Highway Grade Crossing
Construction of new and updating existing railroad crossings. Guard arms, vehicle and train detection, improved signing and striping regulating and promoting safety at all locations in the state where public roads cross railroad tracks.",TIP20202025_gdb/FeatureServer/0 (lines),https://services1.arcgis.com/taguadKoI1XFwivx/ArcGIS/rest/services/TIP20202025_gdb/FeatureServer/0/query?where=OBJECTID%3D13510&outFields=*&f=json
wfrc_mpo,tip,2020-2025,15598,Arterial Street Safety Concept Analysis,,,,Salt Lake,2017,230000,Active,HSIP - Highway Safety Improvement,TIP20202025_gdb/FeatureServer/0 (lines),https://services1.arcgis.com/taguadKoI1XFwivx/ArcGIS/rest/services/TIP20202025_gdb/FeatureServer/0/query?where=OBJECTID%3D13511&outFields=*&f=json
