date,url,meetingTemplateId,had_comments,n_comments,n_dropped,status
2023-09-27,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=2536,2536,TRUE,1,0,ok
2023-10-11,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=2542,2542,FALSE,0,0,ok
2023-10-18,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=2378,2378,FALSE,0,0,ok
2023-10-25,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=2548,2548,FALSE,0,0,ok
2023-11-01,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=2554,2554,FALSE,0,0,ok
2023-11-15,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=2560,2560,FALSE,0,0,ok
2023-11-29,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=2739,2739,FALSE,0,0,ok
2023-12-06,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=2566,2566,FALSE,0,0,ok
2023-12-20,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=2572,2572,TRUE,1,0,ok
2024-01-10,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=2705,2705,FALSE,0,0,ok
2024-01-17,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=2745,2745,FALSE,0,0,ok
2024-01-24,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=2750,2750,FALSE,0,1,ok
2024-02-21,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=2937,2937,FALSE,0,0,ok
2024-02-28,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=2942,2942,FALSE,0,0,ok
2024-03-13,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=2948,2948,FALSE,0,0,ok
2024-03-20,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=2954,2954,FALSE,0,0,ok
2024-03-27,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3253,3253,FALSE,0,0,ok
2024-03-27,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3428,3428,FALSE,0,0,ok
2024-04-10,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3259,3259,FALSE,0,0,ok
2024-04-10,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3433,3433,FALSE,0,0,ok
2024-04-24,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3265,3265,FALSE,0,0,ok
2024-05-08,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3271,3271,FALSE,0,0,ok
2024-05-15,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=2988,2988,FALSE,0,0,ok
2024-05-22,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3291,3291,FALSE,0,0,ok
2024-05-22,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3458,3458,FALSE,0,0,ok
2024-06-05,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3297,3297,FALSE,0,0,ok
2024-06-05,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3555,3555,FALSE,0,0,ok
2024-06-12,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3303,3303,FALSE,0,0,ok
2024-06-26,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3308,3308,FALSE,0,0,ok
2024-07-10,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3314,3314,FALSE,0,0,ok
2024-07-17,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3320,3320,FALSE,0,0,ok
2024-07-31,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3325,3325,FALSE,0,0,ok
2024-08-21,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3337,3337,FALSE,0,0,ok
2024-08-27,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3610,3610,TRUE,1,1,ok
2024-09-11,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3622,3622,FALSE,0,1,ok
2024-09-18,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3474,3474,FALSE,0,0,ok
2024-09-25,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3628,3628,FALSE,0,0,ok
2024-09-25,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3704,3704,FALSE,0,0,ok
2024-10-09,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3634,3634,FALSE,0,0,ok
2024-10-09,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3771,3771,FALSE,0,0,ok
2024-10-16,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3491,3491,FALSE,0,0,ok
2024-10-23,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3640,3640,FALSE,0,0,ok
2024-10-23,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3728,3728,FALSE,0,0,ok
2024-11-06,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3646,3646,FALSE,0,0,ok
2024-11-13,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3508,3508,FALSE,0,0,ok
2024-11-20,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3652,3652,FALSE,0,1,ok
2024-12-04,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3658,3658,FALSE,0,1,ok
2025-01-14,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3754,3754,FALSE,0,1,ok
2025-01-14,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3749,3749,FALSE,0,0,ok
2025-01-28,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3765,3765,FALSE,0,0,ok
2025-01-28,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3760,3760,FALSE,0,0,ok
2025-02-11,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3791,3791,FALSE,0,0,ok
2025-02-11,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3786,3786,FALSE,0,0,ok
2025-02-25,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3802,3802,FALSE,0,0,ok
2025-02-25,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3797,3797,FALSE,0,0,ok
2025-03-11,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3871,3871,FALSE,0,0,ok
2025-03-11,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3866,3866,FALSE,0,0,ok
2025-03-25,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3887,3887,FALSE,0,0,ok
2025-03-25,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3882,3882,FALSE,0,0,ok
2025-04-08,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3918,3918,FALSE,0,0,ok
2025-04-08,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=4121,4121,FALSE,0,0,ok
2025-04-22,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=4142,4142,FALSE,0,0,ok
2025-04-22,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=4132,4132,FALSE,0,0,ok
2025-04-29,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=3933,3933,FALSE,0,0,ok
2025-05-06,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=4162,4162,FALSE,0,0,ok
2025-05-06,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=4313,4313,FALSE,0,0,ok
