year,election_type,office,district,contest,candidate,votes,pct,rank,is_winner
2009,municipal primary,Council,3,Riverton City Council District 3,RUSSELL R SANDERSON,65,12.38,4,False
2009,municipal primary,Council,3,Riverton City Council District 3,EILEEN J. BROOKS,55,10.48,5,False
2009,municipal primary,Mayor,,Riverton City Mayor,BILL APPLEGARTH,2004,80.06,1,True
2009,municipal primary,Mayor,,Riverton City Mayor,WILLIAM MARK NEWMAN,347,13.86,2,False
2009,municipal primary,Mayor,,Riverton City Mayor,CORY COLE,94,3.76,3,False
2009,municipal primary,Mayor,,Riverton City Mayor,ALFREDO S. GONZALEZ,58,2.32,4,False
2011,municipal general,Council,1,Riverton City Council District 1,SHELDON B. STEWART,400,74.77,1,True
2011,municipal general,Council,1,Riverton City Council District 1,DOUGLAS R. CARLILE,133,24.86,2,False
2011,municipal general,Council,1,Riverton City Council District 1,Write-in,2,0.37,3,False
2011,municipal general,Council,2,Riverton City Council District 2,ROY TINGEY,491,57.83,1,True
2011,municipal general,Council,2,Riverton City Council District 2,TERRY L. CLAWSON,352,41.46,2,False
2011,municipal general,Council,2,Riverton City Council District 2,Write-in,6,0.71,3,False
2011,municipal general,Council,5,Riverton City Council District 5,BRENT JOHNSON,678,62.2,1,True
2011,municipal general,Council,5,Riverton City Council District 5,SCOTT SILCOX,406,37.25,2,False
2011,municipal general,Council,5,Riverton City Council District 5,Write-in,6,0.55,3,False
2011,municipal primary,Council,1,Riverton City Council District 1,SHELDON B. STEWART,169,53.82,1,True
2011,municipal primary,Council,1,Riverton City Council District 1,DOUGLAS R. CARLILE,79,25.16,2,False
2011,municipal primary,Council,1,Riverton City Council District 1,BOB BOWEN,58,18.47,3,False
2011,municipal primary,Council,1,Riverton City Council District 1,DAVE COOPER,8,2.55,4,False
2011,municipal primary,Council,5,Riverton City Council District 5,SCOTT SILCOX,188,24.29,1,True
2011,municipal primary,Council,5,Riverton City Council District 5,BRENT JOHNSON,180,23.26,2,False
2011,municipal primary,Council,5,Riverton City Council District 5,CADE BRYANT,158,20.41,3,False
2011,municipal primary,Council,5,Riverton City Council District 5,DAVID DAVENPORT,130,16.8,4,False
2011,municipal primary,Council,5,Riverton City Council District 5,GALEN K. MILLS,90,11.63,5,False
2011,municipal primary,Council,5,Riverton City Council District 5,PERRY NEWMAN,28,3.62,6,False
2013,municipal general,Council,3,Riverton City Council District 3,PAUL WAYMAN,591,52.44,1,True
2013,municipal general,Council,3,Riverton City Council District 3,TRACY C. THAXTON,527,46.76,2,False
2013,municipal general,Council,3,Riverton City Council District 3,Write-in,9,0.8,3,False
2013,municipal general,Council,4,Riverton City Council District 4,TRENT STAGGS,887,52.99,1,True
2013,municipal general,Council,4,Riverton City Council District 4,AL LEAVITT,782,46.71,2,False
2013,municipal general,Council,4,Riverton City Council District 4,Write-in,5,0.3,3,False
2013,municipal general,Mayor,,Riverton City Mayor,BILL APPLEGARTH,4940,79.77,1,True
2013,municipal general,Mayor,,Riverton City Mayor,Write-in,935,15.1,2,False
2013,municipal general,Mayor,,Riverton City Mayor,BRIAN DELL BECKSTEAD,318,5.13,3,False
2015,municipal general,Council,1,Riverton City Council District 1,SHELDON B. STEWART,660,100.0,1,True
2015,municipal general,Council,2,Riverton City Council District 2,TRICIA TINGEY,876,53.28,1,True
2015,municipal general,Council,2,Riverton City Council District 2,JASON R BEST,768,46.72,2,False
2015,municipal general,Council,5,Riverton City Council District 5,WM. BRENT JOHNSON,1026,63.06,1,True
2015,municipal general,Council,5,Riverton City Council District 5,PERRY HOWARD NEWMAN,601,36.94,2,False
2017,municipal general,Council,3,Riverton City Council District 3,TAWNEE MCCAY,994,52.76,1,True
2017,municipal general,Council,3,Riverton City Council District 3,PAUL WAYMAN,890,47.24,2,False
2017,municipal general,Council,4,Riverton City Council District 4,TISH R. BUROKER,1213,53.18,1,True
2017,municipal general,Council,4,Riverton City Council District 4,DARREN J. PARK,1068,46.82,2,False
2017,municipal general,Mayor,,Riverton City Mayor,TRENT STAGGS,5427,59.66,1,True
2017,municipal general,Mayor,,Riverton City Mayor,BILL APPLEGARTH,3669,40.34,2,False
2019,municipal general,Council,1,Riverton City Council District 1,SHELDON B. STEWART,498,100.0,1,True
2019,municipal general,Council,2,Riverton City Council District 2,TROY D MCDOUGAL,1174,64.08,1,True
2019,municipal general,Council,2,Riverton City Council District 2,TRACIE HALVORSEN,658,35.92,2,False
2019,municipal general,Council,5,Riverton City Council District 5,CLAUDE WELLS,846,55.26,1,True
2019,municipal general,Council,5,Riverton City Council District 5,STEVEN WINTERS,685,44.74,2,False
2019,municipal primary,Council,2,Riverton City Council District 2,TROY D MCDOUGAL,591,44.2,1,True
2019,municipal primary,Council,2,Riverton City Council District 2,TRACIE HALVORSEN,431,32.24,2,False
2019,municipal primary,Council,2,Riverton City Council District 2,DEVIN YOST,256,19.15,3,False
2019,municipal primary,Council,2,Riverton City Council District 2,CHERITY SIMONS,59,4.41,4,False
2019,municipal primary,Council,5,Riverton City Council District 5,CLAUDE WELLS,589,50.09,1,True
2019,municipal primary,Council,5,Riverton City Council District 5,STEVEN WINTERS,300,25.51,2,False
2019,municipal primary,Council,5,Riverton City Council District 5,LARA A. HUFF,287,24.4,3,False
2021,municipal general,Council,3,Riverton City Council District 3,TAWNEE MCCAY,863,100.0,1,True
2021,municipal general,Council,4,Riverton City Council District 4,TISH BUROKER,1160,100.0,1,True
2021,municipal general,Mayor,,Riverton City Mayor,TRENT STAGGS,4973,100.0,1,True
2023,municipal general,Council,1,Riverton City Council District 1,ANDY PIERUCCI,416,100.0,1,True
2023,municipal general,Council,2,Riverton City Council District 2,TROY MCDOUGAL,945,51.16,1,True
2023,municipal general,Council,2,Riverton City Council District 2,DAVID GATTI,902,48.84,2,False
2023,municipal general,Council,5,Riverton City Council District 5,SPENCER HAYMOND,1142,62.82,1,True
2023,municipal general,Council,5,Riverton City Council District 5,STEVEN WINTERS,676,37.18,2,False
2025,municipal general,Council,3,Riverton City Council District 3,ALEXANDER A. JOHNSON,1546,68.77,1,True
2025,municipal general,Council,3,Riverton City Council District 3,RUSTY LANCE,702,31.23,2,False
2025,municipal general,Council,3,Riverton City Council District 3,Write-in (unresolved),0,0.0,3,False
2025,municipal general,Council,4,Riverton City Council District 4,SHANNON SMITH,1987,70.99,1,True
2025,municipal general,Council,4,Riverton City Council District 4,DARREN J. PARK,812,29.01,2,False
2025,municipal general,Council,4,Riverton City Council District 4,Write-in (unresolved),0,0.0,3,False
2025,municipal general,Mayor,,Riverton City Mayor,TISH BUROKER,7687,70.07,1,True
2025,municipal general,Mayor,,Riverton City Mayor,TAWNEE MCCAY,3284,29.93,2,False
2025,municipal general,Mayor,,Riverton City Mayor,Write-in (unresolved),0,0.0,3,False
2025,municipal primary,Mayor,,Riverton City Mayor,TISH BUROKER,4492,60.34,1,True
2025,municipal primary,Mayor,,Riverton City Mayor,TAWNEE MCCAY,2471,33.19,2,False
2025,municipal primary,Mayor,,Riverton City Mayor,JOHN E. SCOTT,481,6.46,3,False
2025,municipal primary,Mayor,,Riverton City Mayor,Write-in (unresolved),0,0.0,4,False
