ord_num,file_id,notice_id,event_date,filename,label,name,url
397,999137,844595,2023/07/11 04:00 PM,"Ordinance 397 (Amending Titles 5, 11, 12, 14 and 19 of the CWH Code of Ordinances).pdf",Public Information Handout,pmn_f999137_Ord397.pdf,https://www.utah.gov/pmn/files/999137.pdf
396,992463,840673,2023/06/20 04:00 PM,Ordinance 396 (Adopting an Amended Budget for the Period of 1 July 2022 through 30 June 2023).pdf,Public Information Handout,pmn_f992463_Ord396.pdf,https://www.utah.gov/pmn/files/992463.pdf
397,992465,840673,2023/06/20 04:00 PM,Ordinance 397 (Adopting a Final Budget for the Period of 1 July 2023 through 30 June 2024).pdf,Public Information Handout,pmn_f992465_Ord397.pdf,https://www.utah.gov/pmn/files/992465.pdf
395,963385,822613,2023/04/04 04:00 PM,Ordinance 395 (Amending Title 17 CWH Code of Ordinances Concerning Storm Water Management).pdf,Public Information Handout,pmn_f963385_Ord395.pdf,https://www.utah.gov/pmn/files/963385.pdf
394,947335,814077,2023/02/21 04:00 PM,Ordinance 394 (Amending the PDD-2 Zoning Ordinance Enacted Under Ordinance 363-A).pdf,Public Information Handout,pmn_f947335_Ord394.pdf,https://www.utah.gov/pmn/files/947335.pdf
393,941047,810729,2023/02/07 04:00 PM,Ordinance 393 (Adopting an Amended Budget for the period of 7-1-22 through 6-30-2023).pdf,Public Information Handout,pmn_f941047_Ord393.pdf,https://www.utah.gov/pmn/files/941047.pdf
390,922541,799496,2022/12/13 04:00 PM,Ord 390 (Amending Sections 11.16.010 of the CWH Code of Ordinances Concerning Spedd Designations for Certain Roadways).pdf,Public Information Handout,pmn_f922541_Ord390.pdf,https://www.utah.gov/pmn/files/922541.pdf
391,922543,799496,2022/12/13 04:00 PM,Ord 391 (Adopting the Project Area Plan for the Town Center at 2300 E Fort Union CDA and Directing that Notice of Adoption be Given).pdf,Public Information Handout,pmn_f922543_Ord391.pdf,https://www.utah.gov/pmn/files/922543.pdf
391,924539,799496,2022/12/13 04:00 PM,CDRA-Notice for Posting of Adoption of Project Area Plan (Ord 391) (Town Center at 2300 East Fort Union) (12.19.22).pdf,Public Information Handout,pmn_f924539_Ord391.pdf,https://www.utah.gov/pmn/files/924539.pdf
389,919597,797975,2022/12/06 04:00 PM,"Ord 389 (Establishing a Schedule for Regular Meetings of the City Council, the PC, the ARC, and Certain Advisory Committees for 2023).pdf",Public Information Handout,pmn_f919597_Ord389.pdf,https://www.utah.gov/pmn/files/919597.pdf
388,908513,790875,2022/11/01 04:00 PM,Ord 388 (Adopting an Amended Budget for the Period of July 1 2022 through June 30 2023).pdf,Public Information Handout,pmn_f908513_Ord388.pdf,https://www.utah.gov/pmn/files/908513.pdf
387,882443,775152,2022/08/16 04:00 PM,Ord 387 (Vacating and Consolidating with other City-Owned Realty a Parcel of Public Works Right of Way).pdf,Public Information Handout,pmn_f882443_Ord387.pdf,https://www.utah.gov/pmn/files/882443.pdf
386,876471,771977,2022/08/02 04:00 PM,Ord 386 (Establishing an Amended Compensation Schedule for Elected and Appointed Officers).pdf,Public Information Handout,pmn_f876471_Ord386.pdf,https://www.utah.gov/pmn/files/876471.pdf
385-D,867285,766627,2022/07/05 04:00 PM,Ord 385-D (Denying the Re-zone of the Real Property Located at 3526 E Fort Union Blvd).pdf,Public Information Handout,pmn_f867285_Ord385-D.pdf,https://www.utah.gov/pmn/files/867285.pdf
384,863217,763981,2022/06/21 04:00 PM,Ord 384 (Adopting a Final Budget for Period 2022-2023).pdf,Public Information Handout,pmn_f863217_Ord384.pdf,https://www.utah.gov/pmn/files/863217.pdf
383,849873,755725,2022/05/17 04:00 PM,Ord 383 (Adopting and Amended Budget for the Period of 1 July 2021 Through 30 June 2022).pdf,Public Information Handout,pmn_f849873_Ord383.pdf,https://www.utah.gov/pmn/files/849873.pdf
379-D,838191,749083,2022/04/19 04:00 PM,Ord 379-D (Denying a General Plan Amendment for Realty at 3526 E Fort Union Blvd).pdf,Public Information Handout,pmn_f838191_Ord379-D.pdf,https://www.utah.gov/pmn/files/838191.pdf
380-D,838193,749083,2022/04/19 04:00 PM,Ord 380-D (Denying a Re-Zone of Real property Located at 3526 E Fort Union Blvd).pdf,Public Information Handout,pmn_f838193_Ord380-D.pdf,https://www.utah.gov/pmn/files/838193.pdf
381,838195,749083,2022/04/19 04:00 PM,"Ord 381 (Amending Chapter 11.22 CWH Code of Ordinances, Concerning the Permit Parking Program).pdf",Public Information Handout,pmn_f838195_Ord381.pdf,https://www.utah.gov/pmn/files/838195.pdf
382,838197,749083,2022/04/19 04:00 PM,"Ord 382 (Amending Chapter 14.12 CWH Code of Ordinances, Concerning Roadway Design).pdf",Public Information Handout,pmn_f838197_Ord382.pdf,https://www.utah.gov/pmn/files/838197.pdf
378,832691,745723,2022/04/05 04:00 PM,Ord 378 (Amending Chapter 14.44 and Title 19 of the CWH Code of Ordinances Regarding Waterwise Landscaping).pdf,Public Information Handout,pmn_f832691_Ord378.pdf,https://www.utah.gov/pmn/files/832691.pdf
376,821709,738769,2022/03/01 04:00 PM,Ord 376 (Granting a Telecommunications System Franchise to Vaix Inc DBA Senawave Communications).pdf,Public Information Handout,pmn_f821709_Ord376.pdf,https://www.utah.gov/pmn/files/821709.pdf
377,821711,738769,2022/03/01 04:00 PM,Ord 377 (Adopting an Amended Budget for the Period of 1 July 2021 Through 30 June 2022).pdf,Public Information Handout,pmn_f821711_Ord377.pdf,https://www.utah.gov/pmn/files/821711.pdf
375,815063,735451,2022/02/15 04:00 PM,"Ord 375 (Amending Section 8.32.050, CWH Code of Ordinances, Concerning Animals in and upon Vehicles).pdf",Public Information Handout,pmn_f815063_Ord375.pdf,https://www.utah.gov/pmn/files/815063.pdf
374,803513,728865,2022/01/18 04:00 PM,Ord. 374 (Amending Section 9.65.020 (D) CWH Code of Ordinances Concerning Automatc Fire Sprinkler Systems).pdf,Public Information Handout,pmn_f803513_Ord374.pdf,https://www.utah.gov/pmn/files/803513.pdf
372,793555,722354,2021/12/14 05:00 PM,Ord 372 (Granting a Telecommunications System Franchise to FirstDigital Telecom LLC).pdf,Public Information Handout,pmn_f793555_Ord372.pdf,https://www.utah.gov/pmn/files/793555.pdf
373,793557,722354,2021/12/14 05:00 PM,"Ord 373 (Establishing a Schedule for Regular Meetings of the City Council, PC, ARC, and Certain Advisory Committees for 2022).pdf",Public Information Handout,pmn_f793557_Ord373.pdf,https://www.utah.gov/pmn/files/793557.pdf
371,783737,715795,2021/11/16 05:00 PM,Ord 371 (Adopting a PTOS Master Plan Element of the City's General Plan).pdf,Public Information Handout,pmn_f783737_Ord371.pdf,https://www.utah.gov/pmn/files/783737.pdf
370,772943,709659,2021/10/19 05:00 PM,Ord 370 (Amending Chapter 19.89 of the CWH Code of Ordinances Regarding Short-Term Rentals).pdf,Public Information Handout,pmn_f772943_Ord370.pdf,https://www.utah.gov/pmn/files/772943.pdf
369,768243,706455,2021/10/05 05:00 PM,Ord. 369 (Adopting an Amended Budget for the Period of 1 July 2021 through 30 June 2022).pdf,Public Information Handout,pmn_f768243_Ord369.pdf,https://www.utah.gov/pmn/files/768243.pdf
363-A,747321,693377,2021/08/03 05:00 PM,Ord 363-A (Enacting the PDD-2 Zoning Ordinance - Rezoning 21.65 Acres of Realty at 6695 S Wasatch Blvd to PDD-2 and Amending the Zoning Map).pdf,Public Information Handout,pmn_f747321_Ord363-A.pdf,https://www.utah.gov/pmn/files/747321.pdf
364,747323,693377,2021/08/03 05:00 PM,Ord 364 (Amending the Consolidated Fee Schedule).pdf,Public Information Handout,pmn_f747323_Ord364.pdf,https://www.utah.gov/pmn/files/747323.pdf
361-A,737789,688185,2021/07/06 05:00 PM,Ord 361-A (Approving a General Plan Amendment for the Realty at 7432 S 2300 E from Residential Low Density to Residential Medium Density).pdf,Public Information Handout,pmn_f737789_Ord361-A.pdf,https://www.utah.gov/pmn/files/737789.pdf
362-A,737791,688185,2021/07/06 05:00 PM,Ord 362-A (Approving the Rezone of Real property located at 7432 S 2300 E from R-1-8 to R-2-8 and Amending the Zoning Map).pdf,Public Information Handout,pmn_f737791_Ord362-A.pdf,https://www.utah.gov/pmn/files/737791.pdf
360,733119,685765,2021/06/21 05:00 PM,Ord 360 (Enacting Additional Restrictions on the Use of Fireworks).pdf,Public Information Handout,pmn_f733119_Ord360.pdf,https://www.utah.gov/pmn/files/733119.pdf
359,731985,684098,2021/06/15 05:00 PM,Ord 359 (Enacting and Codifying Chapter 17.29 - Storm Sewer Utility - of the CWH Code of Ordinances).pdf,Public Information Handout,pmn_f731985_Ord359.pdf,https://www.utah.gov/pmn/files/731985.pdf
358,731983,684098,2021/06/15 05:00 PM,Ord 358 (Adopting a Final Budget for 1 July 2021 through 30 June 2022 and Determining the rate of Tax and Levying Taxes).pdf,Public Information Handout,pmn_f731983_Ord358.pdf,https://www.utah.gov/pmn/files/731983.pdf
357-A,731981,684098,2021/06/15 05:00 PM,Ord 357-A (Approving the Re-zone of Real Property at 2751 E Fort Union Blvd from R-1-8 to RO-ZC and Amending the Zoning Map).pdf,Public Information Handout,pmn_f731981_Ord357-A.pdf,https://www.utah.gov/pmn/files/731981.pdf
355,688211,658249,2021/02/16 05:00 PM,Ord 355 (Amending Section 19.51.060 of the CWH Code of Ordinances Regarding Affordable Housing in the PDD Zone).pdf,Public Information Handout,pmn_f688211_Ord355.pdf,https://www.utah.gov/pmn/files/688211.pdf
353,677549,651728,2021/01/19 05:00 PM,Ord 353 (Enacting and Codifying Chapter 10.42 - Targeted Residential Picketing - of the CWH Code of Ordinances).pdf,Public Information Handout,pmn_f677549_Ord353.pdf,https://www.utah.gov/pmn/files/677549.pdf
354,677551,651728,2021/01/19 05:00 PM,Ord 354 (Amending Sections 11.22.130 and 11.22.140 of the CWH Code of Ordinances Concerning Guest Permits in Permit Parking Areas).pdf,Public Information Handout,pmn_f677551_Ord354.pdf,https://www.utah.gov/pmn/files/677551.pdf
352,678045,651728,2021/01/19 05:00 PM,Ord 352 (Adopting an Amended Budget for the Period of 7-1-2020 - 6-30-2021).pdf,Public Information Handout,pmn_f678045_Ord352.pdf,https://www.utah.gov/pmn/files/678045.pdf
351,669715,646111,2020/12/15 05:00 PM,"Ord 351 (Adopting an Amended Budget for the Period of July 1, 2020 - June 20, 2021).pdf",Public Information Handout,pmn_f669715_Ord351.pdf,https://www.utah.gov/pmn/files/669715.pdf
350,663867,642721,2020/12/01 05:00 PM,"Ord 350 (Establishing a Schedule for Regular Meetings of the City Council, PC, ARC and PTOS for 2021).pdf",Public Information Handout,pmn_f663867_Ord350.pdf,https://www.utah.gov/pmn/files/663867.pdf
348,659773,640749,2020/11/17 05:00 PM,Ord 348 (Adopting an Amended Budget for the Period of 2020-2021).pdf,Public Information Handout,pmn_f659773_Ord348.pdf,https://www.utah.gov/pmn/files/659773.pdf
349,659775,640749,2020/11/17 05:00 PM,Ord 349 (Approving the Rezone of Real Property located at 1166 E Fort Union Blvd from ORD to MU and Amending the Zoning Map).pdf,Public Information Handout,pmn_f659775_Ord349.pdf,https://www.utah.gov/pmn/files/659775.pdf
346,651559,634919,2020/10/20 05:00 PM,Ordinance 346.pdf,Public Information Handout,pmn_f651559_Ord346.pdf,https://www.utah.gov/pmn/files/651559.pdf
347,651561,634919,2020/10/20 05:00 PM,Ordinance 347.pdf,Public Information Handout,pmn_f651561_Ord347.pdf,https://www.utah.gov/pmn/files/651561.pdf
344,645847,632361,2020/10/06 05:00 PM,Ordinance 344 (Amending Section 19.77.030 of the CWH Code of Ordinances reg Outdoor Lighting).pdf,Public Information Handout,pmn_f645847_Ord344.pdf,https://www.utah.gov/pmn/files/645847.pdf
345,645849,632361,2020/10/06 05:00 PM,Ordinance 345 (Approving the Re-Zone of Real Property Located at 6632 S Highland Dr from R-1-8 to RO).pdf,Public Information Handout,pmn_f645849_Ord345.pdf,https://www.utah.gov/pmn/files/645849.pdf
341,611879,611313,2020/06/16 05:00 PM,Ord 341 (Adopting an Amended Budget for the Period of 1 July 2019 through 30 June 2020).pdf,Public Information Handout,pmn_f611879_Ord341.pdf,https://www.utah.gov/pmn/files/611879.pdf
342,611881,611313,2020/06/16 05:00 PM,Ord 342 (Adopting a Final Budget for the Period of 1 July 2020 through 30 June 2021).pdf,Public Information Handout,pmn_f611881_Ord342.pdf,https://www.utah.gov/pmn/files/611881.pdf
340,577269,588793,2020/02/18 05:00 PM,Ord 340 (Granting a Telecommunications System Franchise to UTOPIA).pdf,Public Information Handout,pmn_f577269_Ord340.pdf,https://www.utah.gov/pmn/files/577269.pdf
339-A,572941,585349,2020/02/04 05:00 PM,Ord 339-A (Approving the Re-Zone of Real Property located at 2540 E Bengal Blvd R-1-8 to NC and Amending the Zoning Map).pdf,Public Information Handout,pmn_f572941_Ord339-A.pdf,https://www.utah.gov/pmn/files/572941.pdf
337,567733,582914,2020/01/21 05:00 PM,Ord 337.pdf,Public Information Handout,pmn_f567733_Ord337.pdf,https://www.utah.gov/pmn/files/567733.pdf
338,567735,582914,2020/01/21 05:00 PM,Ord 338.pdf,Public Information Handout,pmn_f567735_Ord338.pdf,https://www.utah.gov/pmn/files/567735.pdf
336,567223,579589,2020/01/07 05:00 PM,Ord. 336.pdf,Public Information Handout,pmn_f567223_Ord336.pdf,https://www.utah.gov/pmn/files/567223.pdf
334,554313,574231,2019/12/03 05:00 PM,WST-Cottonwood Heights-Ordinance 334 Amending Title 19 of the Cottonwood Heights Code re Tandem Parking (FINAL 11.29.2019).pdf,Public Information Handout,pmn_f554313_Ord334.pdf,https://www.utah.gov/pmn/files/554313.pdf
331,540429,564143,2019/10/15 05:00 PM,Ord 331 (Amending the CH Code of Ordinances Regarding Outdoor Lighting).pdf,Public Information Handout,pmn_f540429_Ord331.pdf,https://www.utah.gov/pmn/files/540429.pdf
304,419895,481329,2018/08/15 07:30 PM,Ordinance 304.pdf,Public Information Handout,pmn_f419895_Ord304.pdf,https://www.utah.gov/pmn/files/419895.pdf
