year,election_type,source_file,sheet,contest,vote_for,precinct,candidate,votes,suppressed,vote_method,times_cast,registered_voters
2021,municipal primary,cache-2021-primary-precinct-summary.pdf,p12,Smithfield City Council,2,SMI04:I,ANDREW LILLYWHITE,101,False,Total,243,1142
2021,municipal primary,cache-2021-primary-precinct-summary.pdf,p13,Smithfield City Council,2,SMI05:I,JAMIE ANDERSON,59,False,Total,182,1163
2021,municipal primary,cache-2021-primary-precinct-summary.pdf,p13,Smithfield City Council,2,SMI05:I,WADE C. CAMPBELL,90,False,Total,182,1163
2021,municipal primary,cache-2021-primary-precinct-summary.pdf,p13,Smithfield City Council,2,SMI05:I,BART CALEY,30,False,Total,182,1163
2021,municipal primary,cache-2021-primary-precinct-summary.pdf,p13,Smithfield City Council,2,SMI05:I,SUE HYER,69,False,Total,182,1163
2021,municipal primary,cache-2021-primary-precinct-summary.pdf,p13,Smithfield City Council,2,SMI05:I,ANDREW LILLYWHITE,74,False,Total,182,1163
2021,municipal primary,cache-2021-primary-precinct-summary.pdf,p14,Smithfield City Council,2,SMI06:I,JAMIE ANDERSON,63,False,Total,248,878
2021,municipal primary,cache-2021-primary-precinct-summary.pdf,p14,Smithfield City Council,2,SMI06:I,WADE C. CAMPBELL,97,False,Total,248,878
2021,municipal primary,cache-2021-primary-precinct-summary.pdf,p14,Smithfield City Council,2,SMI06:I,BART CALEY,88,False,Total,248,878
2021,municipal primary,cache-2021-primary-precinct-summary.pdf,p14,Smithfield City Council,2,SMI06:I,SUE HYER,89,False,Total,248,878
2021,municipal primary,cache-2021-primary-precinct-summary.pdf,p14,Smithfield City Council,2,SMI06:I,ANDREW LILLYWHITE,103,False,Total,248,878
2021,municipal primary,cache-2021-primary-precinct-summary.pdf,p15,Smithfield City Council,2,SMI07:I,JAMIE ANDERSON,74,False,Total,248,983
2021,municipal primary,cache-2021-primary-precinct-summary.pdf,p15,Smithfield City Council,2,SMI07:I,WADE C. CAMPBELL,140,False,Total,248,983
2021,municipal primary,cache-2021-primary-precinct-summary.pdf,p15,Smithfield City Council,2,SMI07:I,BART CALEY,50,False,Total,248,983
2021,municipal primary,cache-2021-primary-precinct-summary.pdf,p15,Smithfield City Council,2,SMI07:I,SUE HYER,122,False,Total,248,983
2021,municipal primary,cache-2021-primary-precinct-summary.pdf,p15,Smithfield City Council,2,SMI07:I,ANDREW LILLYWHITE,73,False,Total,248,983
2021,municipal primary,cache-2021-primary-precinct-summary.pdf,p16,Mayor of Trenton,1,TRE:I,LYNN G. PAYNE,97,False,Total,175,299
2021,municipal primary,cache-2021-primary-precinct-summary.pdf,p16,Mayor of Trenton,1,TRE:I,DEYETTE K. BRADLEY,40,False,Total,175,299
2021,municipal primary,cache-2021-primary-precinct-summary.pdf,p16,Mayor of Trenton,1,TRE:I,RACHELLE LUDWINSKI,38,False,Total,175,299
2021,municipal general,cache-2021-general-summary.pdf,p2,Mayor of Amalga,1,Electionwide,DAVID P WOOD,100,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p2,Mayor of Amalga,1,Electionwide,Write-In Totals,13,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p2,Mayor of Amalga,1,Electionwide,Write-In: INVALID,12,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p2,Mayor of Amalga,1,Electionwide,Write-In: JULIO VEGA,1,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p2,Mayor of Amalga,1,Electionwide,Not Assigned,0,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p2,Amalga City Council,2,Electionwide,PAUL HANSEN,108,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p2,Amalga City Council,2,Electionwide,Write-In Totals,75,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p2,Amalga City Council,2,Electionwide,Write-In: LANCE GATES,71,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p2,Amalga City Council,2,Electionwide,Write-In: INVALID,4,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p2,Amalga City Council,2,Electionwide,Not Assigned,0,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p2,Mayor of Hyde Park,1,Electionwide,BRYAN L. COX,1177,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p2,Hyde Park City Council,2,Electionwide,GERALD OSBORNE,959,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p2,Hyde Park City Council,2,Electionwide,KEVIN FLINT,798,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p2,Hyde Park City Council,2,Electionwide,BOB CHRISTENSEN,616,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p3,Mayor of Lewiston,1,Electionwide,JEFF W HALL,396,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p3,Lewiston City Council 4 Year,2,Electionwide,SIGRID R. RODERER,184,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p3,Lewiston City Council 4 Year,2,Electionwide,JOHN H MORRISON,358,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p3,Lewiston City Council 4 Year,2,Electionwide,BROOKE E. HYER,193,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p3,Lewiston City Council 2 Year,1,Electionwide,Write-In Totals,361,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p3,Lewiston City Council 2 Year,1,Electionwide,Write-In: NED K SIMPER,138,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p3,Lewiston City Council 2 Year,1,Electionwide,Write-In: KADE B TARBET,133,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p3,Lewiston City Council 2 Year,1,Electionwide,Write-In: REGAN WHEELER,54,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p3,Lewiston City Council 2 Year,1,Electionwide,Write-In: BRENDA K. LINK,27,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p3,Lewiston City Council 2 Year,1,Electionwide,Write-In: INVALID 1,9,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p3,Lewiston City Council 2 Year,1,Electionwide,Not Assigned,0,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p3,Mayor of Mendon,1,Electionwide,EDWIN D. BUIST,313,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p4,Mendon City Council 4 Year,2,Electionwide,MICHAEL MORGAN,246,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p4,Mendon City Council 4 Year,2,Electionwide,JONATHAN W.HARDMAN,217,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p4,Mendon City Council 4 Year,2,Electionwide,JUDITH KEILANI LUDLOW,160,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p4,Mendon City Council 2 Year,1,Electionwide,ROBERT JEPSEN,314,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p4,Mayor of Millville,1,Electionwide,ROBERT LEE CUDNEY,54,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p4,Mayor of Millville,1,Electionwide,DAVID N. HAIR,483,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p4,Millville City Council,2,Electionwide,CLAY WILKER,430,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p4,Millville City Council,2,Electionwide,DANIEL GRANGE,472,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p4,Mayor of Newton,1,Electionwide,MIKE BENSON,176,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p4,Mayor of Newton,1,Electionwide,KEVIN L. RHODES,138,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p5,Mayor of North Logan,1,Electionwide,LYNDSAY PETERSON,1708,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p5,Mayor of North Logan,1,Electionwide,HR CHRIS NELSON,780,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p5,North Logan City Council,2,Electionwide,JONI KARTCHNER,1300,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p5,North Logan City Council,2,Electionwide,EMILY SCHMIDT,1185,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p5,North Logan City Council,2,Electionwide,BRAD CROOKSTON,1107,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p5,North Logan City Council,2,Electionwide,BRUCE W LEE,1022,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p5,Mayor of Providence,1,Electionwide,KATHLEEN WILLARDSON ALDER,2064,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p5,Providence City Council,2,Electionwide,KRISTINA ECK,1235,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p5,Providence City Council,2,Electionwide,JEFF CARLOS NEBEKER,1262,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p5,Providence City Council,2,Electionwide,JEANELL S. SEALY,1887,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p5,Providence City Council,2,Electionwide,RYAN MOELLER,512,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p6,Proposition #1,1,Electionwide,FOR,530,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p6,Proposition #1,1,Electionwide,AGAINST,2265,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p6,Mayor of Richmond,1,Electionwide,PAUL J ERICKSON,492,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p6,Mayor of Richmond,1,Electionwide,TERRIE L. WIERENGA,273,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p6,Richmond City Council,2,Electionwide,AMBER ERVIN,405,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p6,Richmond City Council,2,Electionwide,LYLE R. BAIR,499,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p6,Richmond City Council,2,Electionwide,VERN FIELDING,299,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p6,Richmond City Council,2,Electionwide,REESE HULBERT,270,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p6,Mayor of Smithfield,1,Electionwide,JEFFREY H. BARNES,1045,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p6,Mayor of Smithfield,1,Electionwide,KRIS MONSON,1531,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p7,Smithfield City Council,2,Electionwide,JAMIE ANDERSON,1036,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p7,Smithfield City Council,2,Electionwide,WADE C. CAMBELL,1339,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p7,Smithfield City Council,2,Electionwide,SUE HYER,1411,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p7,Smithfield City Council,2,Electionwide,ANDREW LILLYWHITE,1009,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p7,Mayor of Trenton,1,Electionwide,LYNN G. PAYNE,117,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p7,Mayor of Trenton,1,Electionwide,DEYETTE K. BRADLEY,61,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p7,Trenton City Council,2,Electionwide,KYLE KINGSTON,111,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p7,Trenton City Council,2,Electionwide,CORTNEY ANDREW,150,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p7,Trenton City Council,2,Electionwide,STEPHANIE MERRILL,82,False,Total,,
2021,municipal general,cache-2021-general-summary.pdf,p7,Mayor of River Heights,1,Electionwide,JASON E. THOMPSON,438,False,Total,,
2023,municipal primary,cache-2023-primary-results.pdf,p2,Hyrum City Council,3,Electionwide,CRAIG RASMUSSEN,657,False,Total,,
2023,municipal primary,cache-2023-primary-results.pdf,p2,Hyrum City Council,3,Electionwide,STEVE ADAMS,560,False,Total,,
2023,municipal primary,cache-2023-primary-results.pdf,p2,Hyrum City Council,3,Electionwide,VICKY MCCOMBS,531,False,Total,,
2023,municipal primary,cache-2023-primary-results.pdf,p2,Hyrum City Council,3,Electionwide,KEVIN J. PETERSEN,504,False,Total,,
2023,municipal primary,cache-2023-primary-results.pdf,p2,Hyrum City Council,3,Electionwide,MICHAEL NELSON,414,False,Total,,
2023,municipal primary,cache-2023-primary-results.pdf,p2,Hyrum City Council,3,Electionwide,SCOTT R CASAS,228,False,Total,,
2023,municipal primary,cache-2023-primary-results.pdf,p2,Hyrum City Council,3,Electionwide,TERESA F DIMICK,221,False,Total,,
2023,municipal primary,cache-2023-primary-results.pdf,p2,Logan City Council,3,Electionwide,MARK A. ANDERSON,2677,False,Total,,
2023,municipal primary,cache-2023-primary-results.pdf,p2,Logan City Council,3,Electionwide,MIKE JOHNSON,2036,False,Total,,
2023,municipal primary,cache-2023-primary-results.pdf,p2,Logan City Council,3,Electionwide,JEANNIE F. SIMMONDS,1925,False,Total,,
2023,municipal primary,cache-2023-primary-results.pdf,p2,Logan City Council,3,Electionwide,JOE NEEDHAM,1753,False,Total,,
2023,municipal primary,cache-2023-primary-results.pdf,p2,Logan City Council,3,Electionwide,KATIE LEE-KOVEN,1662,False,Total,,
2023,municipal primary,cache-2023-primary-results.pdf,p2,Logan City Council,3,Electionwide,ERIN BENNETT,949,False,Total,,
2023,municipal primary,cache-2023-primary-results.pdf,p2,Logan City Council,3,Electionwide,STEFANI A.M. TAYLOR,715,False,Total,,
2023,municipal primary,cache-2023-primary-results.pdf,p2,Logan City Council,3,Electionwide,JOSHUA M. MOLITOR,360,False,Total,,
2023,municipal primary,cache-2023-primary-results.pdf,p2,Logan City Council,3,Electionwide,MATTHEW FATUESI,347,False,Total,,
2023,municipal primary,cache-2023-primary-results.pdf,p3,North Logan City Council,3,Electionwide,KENNETH REESE,835,False,Total,,
2023,municipal primary,cache-2023-primary-results.pdf,p3,North Logan City Council,3,Electionwide,BUZZY MULLAHKHEL,810,False,Total,,
2023,municipal primary,cache-2023-primary-results.pdf,p3,North Logan City Council,3,Electionwide,BRAD CROOKSTON,688,False,Total,,
2023,municipal primary,cache-2023-primary-results.pdf,p3,North Logan City Council,3,Electionwide,ROGER T. ANDERSON,688,False,Total,,
2023,municipal primary,cache-2023-primary-results.pdf,p3,North Logan City Council,3,Electionwide,MARK HANCEY,581,False,Total,,
2023,municipal primary,cache-2023-primary-results.pdf,p3,North Logan City Council,3,Electionwide,JENNY R. WHITELEY,529,False,Total,,
2023,municipal primary,cache-2023-primary-results.pdf,p3,North Logan City Council,3,Electionwide,MATTHEW BROG,420,False,Total,,
2023,municipal primary,cache-2023-primary-results.pdf,p3,North Logan City Council,3,Electionwide,ANNE BIGELOW,291,False,Total,,
2023,municipal primary,cache-2023-primary-results.pdf,p3,Smithfield City Council,3,Electionwide,TED F. STOKES,892,False,Total,,
2023,municipal primary,cache-2023-primary-results.pdf,p3,Smithfield City Council,3,Electionwide,TODD ORME,861,False,Total,,
2023,municipal primary,cache-2023-primary-results.pdf,p3,Smithfield City Council,3,Electionwide,JENN STAKER,802,False,Total,,
2023,municipal primary,cache-2023-primary-results.pdf,p3,Smithfield City Council,3,Electionwide,JAY D. DOWNS,752,False,Total,,
2023,municipal primary,cache-2023-primary-results.pdf,p3,Smithfield City Council,3,Electionwide,JON WELLS,455,False,Total,,
2023,municipal primary,cache-2023-primary-results.pdf,p3,Smithfield City Council,3,Electionwide,JEFFREY H BARNES,421,False,Total,,
2023,municipal primary,cache-2023-primary-results.pdf,p3,Smithfield City Council,3,Electionwide,SARAH J. PRICE,391,False,Total,,
2023,municipal primary,cache-2023-primary-results.pdf,p3,Smithfield City Council,3,Electionwide,CHRIS OLSEN,388,False,Total,,
2023,municipal primary,cache-2023-primary-results.pdf,p3,Smithfield City Council,3,Electionwide,DAN SUNDSTROM,287,False,Total,,
2023,municipal primary,cache-2023-primary-results.pdf,p3,Smithfield City Council,3,Electionwide,KARL LAMBERT,273,False,Total,,
2023,municipal primary,cache-2023-primary-results.pdf,p3,Smithfield City Council,3,Electionwide,AARON RUDIE,198,False,Total,,
2023,municipal primary,cache-2023-primary-results.pdf,p3,Smithfield City Council,3,Electionwide,STUART REIS,108,False,Total,,
2023,municipal general,cache-2023-general-details.pdf,p1,Amalga Town Council 4yr,2,AMA:I,COLETTE DURSTELER,87,False,Total,140,271
2023,municipal general,cache-2023-general-details.pdf,p1,Amalga Town Council 4yr,2,AMA:I,MARK COWLEY,81,False,Total,140,271
2023,municipal general,cache-2023-general-details.pdf,p1,Amalga Town Council 4yr,2,AMA:I,RICK FONNESBECK,36,False,Total,140,271
2023,municipal general,cache-2023-general-details.pdf,p1,Amalga Town Council 2yr,1,AMA:I,Write-In: David E. Lee,104,False,Total,140,271
2023,municipal general,cache-2023-general-details.pdf,p1,Amalga Town Council 2yr,1,AMA:I,Write-In Totals,111,False,Total,140,271
2023,municipal general,cache-2023-general-details.pdf,p1,Amalga Town Council 2yr,1,AMA:I,Not Assigned,7,False,Total,140,271
2023,municipal general,cache-2023-general-details.pdf,p1,Cache School District Bond Proposition,1,AMA:I,AGAINST,63,False,Total,140,271
2023,municipal general,cache-2023-general-details.pdf,p1,Cache School District Bond Proposition,1,AMA:I,FOR,57,False,Total,140,271
2023,municipal general,cache-2023-general-details.pdf,p2,Cache School District Bond Proposition,1,AMA:U1,FOR,0,False,Total,0,2
2023,municipal general,cache-2023-general-details.pdf,p2,Cache School District Bond Proposition,1,AMA:U1,AGAINST,0,False,Total,0,2
2023,municipal general,cache-2023-general-details.pdf,p3,Cache School District Bond Proposition,1,AMA:U2,FOR,0,False,Total,0,0
2023,municipal general,cache-2023-general-details.pdf,p3,Cache School District Bond Proposition,1,AMA:U2,AGAINST,0,False,Total,0,0
2023,municipal general,cache-2023-general-details.pdf,p4,Cache School District Bond Proposition,1,AMA:U3,FOR,2,False,Total,4,16
2023,municipal general,cache-2023-general-details.pdf,p4,Cache School District Bond Proposition,1,AMA:U3,AGAINST,2,False,Total,4,16
2023,municipal general,cache-2023-general-details.pdf,p5,Cache School District Bond Proposition,1,BEN:U,FOR,91,False,Total,165,422
2023,municipal general,cache-2023-general-details.pdf,p5,Cache School District Bond Proposition,1,BEN:U,AGAINST,73,False,Total,165,422
2023,municipal general,cache-2023-general-details.pdf,p6,Cache School District Bond Proposition,1,CLK:I,AGAINST,87,False,Total,135,405
2023,municipal general,cache-2023-general-details.pdf,p6,Cache School District Bond Proposition,1,CLK:I,FOR,48,False,Total,135,405
2023,municipal general,cache-2023-general-details.pdf,p7,Cache School District Bond Proposition,1,CLK:U1,AGAINST,10,False,Total,16,47
2023,municipal general,cache-2023-general-details.pdf,p7,Cache School District Bond Proposition,1,CLK:U1,FOR,6,False,Total,16,47
2023,municipal general,cache-2023-general-details.pdf,p8,Cache School District Bond Proposition,1,CLK:U2,FOR,0,False,Total,0,0
2023,municipal general,cache-2023-general-details.pdf,p8,Cache School District Bond Proposition,1,CLK:U2,AGAINST,0,False,Total,0,0
2023,municipal general,cache-2023-general-details.pdf,p9,Cache School District Bond Proposition,1,COR:I,FOR,28,False,Total,52,145
2023,municipal general,cache-2023-general-details.pdf,p9,Cache School District Bond Proposition,1,COR:I,AGAINST,24,False,Total,52,145
2023,municipal general,cache-2023-general-details.pdf,p10,Cache School District Bond Proposition,1,COR:U,AGAINST,5,False,Total,8,18
2023,municipal general,cache-2023-general-details.pdf,p10,Cache School District Bond Proposition,1,COR:U,FOR,3,False,Total,8,18
2023,municipal general,cache-2023-general-details.pdf,p11,Cache School District Bond Proposition,1,COV:U,AGAINST,87,False,Total,136,294
