video_id,tab,title,date,date_source,upload_date_raw,is_meeting,body,meeting_kind,in_window_2020_2026,minutes_match,video_url
tn5WYlM1c0M,streams,11.12.2024 City Council Regular Meeting,2024-11-12,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=tn5WYlM1c0M
1eYtdxZS4pU,streams,11.12.2024 City Council Study Meeting,2024-11-12,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=1eYtdxZS4pU
VMH3GYdDFUM,streams,10.22.2024 City Council Regular Meeting,2024-10-22,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=VMH3GYdDFUM
UlKPslKinL0,streams,10.22.2024 City Council Study Meeting,2024-10-22,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=UlKPslKinL0
OxlzvH97MMw,streams,Professional Standards Review Board (PSRB) - Public Meeting,,,,False,NonMeeting,,False,False,https://www.youtube.com/watch?v=OxlzvH97MMw
YRLTlW_N4CE,streams,10.08.2024 City Council Regular Meeting,2024-10-08,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=YRLTlW_N4CE
8x12BUoCs9o,streams,10.08.2024 City Council Study Meeting,2024-10-08,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=8x12BUoCs9o
58Y9An28VHM,streams,09.24.2024 City Council Regular Meeting/ RDA Special Meeting,2024-09-24,title,,True,Council+RDA,Special,True,True,https://www.youtube.com/watch?v=58Y9An28VHM
y6AvhpVgCk4,streams,09.24.2024 City Council Study Meeting,2024-09-24,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=y6AvhpVgCk4
79dpn1P7VMI,streams,09.17.2024 City Council Regular Meeting,2024-09-17,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=79dpn1P7VMI
phCBRs7Z1rg,streams,09.17.2024 City Council Study Meeting,2024-09-17,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=phCBRs7Z1rg
KsiUhOUUjpU,streams,Professional Standards Review Board,,,,False,NonMeeting,,False,False,https://www.youtube.com/watch?v=KsiUhOUUjpU
7vN91Oues58,streams,09.10.2024 City Council Regular Meeting,2024-09-10,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=7vN91Oues58
54SqadszioA,streams,09.10.2024 City Council Study Meeting,2024-09-10,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=54SqadszioA
AhzVvvrG7_Y,streams,09.03.2024 City Council Regular Meeting,2024-09-03,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=AhzVvvrG7_Y
G_5JwhrFws4,streams,09.03.2024 City Council Study Meeting,2024-09-03,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=G_5JwhrFws4
ZI6STiV2gr0,streams,08.27.2024 City Council Regular Meeting,2024-08-27,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=ZI6STiV2gr0
_fVwQdg-W9c,streams,08.27.2024 City Council Study Meeting,2024-08-27,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=_fVwQdg-W9c
r_ofIjVRC3Y,streams,08.20.2024 City Council Regular Meeting/ Special RDA Meeting,2024-08-20,title,,True,Council+RDA,Special,True,True,https://www.youtube.com/watch?v=r_ofIjVRC3Y
vRtyfqI-Few,streams,08.20.2024 City Council Study Meeting,2024-08-20,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=vRtyfqI-Few
HDfVkgsiV3E,streams,08.13.2024 City Council Regular Meeting,2024-08-13,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=HDfVkgsiV3E
fuO9XWrZn2o,streams,08.13.2024 City Council Study Meeting,2024-08-13,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=fuO9XWrZn2o
dTi-c8Ek99Q,streams,Professional Standards Review Board,,,,False,NonMeeting,,False,False,https://www.youtube.com/watch?v=dTi-c8Ek99Q
yb0Rq5C9KkA,streams,07.23.2024 City Council Regular Meeting,2024-07-23,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=yb0Rq5C9KkA
z-_9S4UVv2g,streams,07.23.2024 City Council Study Meeting,2024-07-23,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=z-_9S4UVv2g
nMoKjH8wtzA,streams,07.16.2024 City Council Regular Meeting,2024-07-16,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=nMoKjH8wtzA
JuWaFc5cbgA,streams,07.16.2024 City Council Study Meeting,2024-07-16,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=JuWaFc5cbgA
IL-QVkOqRCA,streams,07.16.2024 City Council Study Meeting,2024-07-16,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=IL-QVkOqRCA
WR_QtVU2J88,streams,Professional Standards Review Board,,,,False,NonMeeting,,False,False,https://www.youtube.com/watch?v=WR_QtVU2J88
inz0bVFYbV8,streams,Professional Standards Review Board,,,,False,NonMeeting,,False,False,https://www.youtube.com/watch?v=inz0bVFYbV8
GVkp6CyiJ0k,streams,07.09.2024 City Council Regular Meeting,2024-07-09,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=GVkp6CyiJ0k
Uhzsk2IhHeI,streams,07.09.2024 City Council Study Meeting,2024-07-09,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=Uhzsk2IhHeI
C2cQfE2xbWI,streams,07.02.2024 City Council Regular Meeting,2024-07-02,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=C2cQfE2xbWI
mX01eZV7MbM,streams,07.02.2024 City Council Study Meeting,2024-07-02,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=mX01eZV7MbM
5HwlmGDjR7E,streams,06.25.2024 City Council Regular Meeting,2024-06-25,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=5HwlmGDjR7E
-36lb3Y7q7Q,streams,06.25.2024 City Council Study Meeting,2024-06-25,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=-36lb3Y7q7Q
rHSv4KwGL1Q,streams,06.18.2024 City Council Regular Meeting,2024-06-18,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=rHSv4KwGL1Q
eKp8EGH4T2g,streams,06.18.2024 City Council Study Meeting,2024-06-18,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=eKp8EGH4T2g
OS3SnsImtcY,streams,Professional Standards Review Board,,,,False,NonMeeting,,False,False,https://www.youtube.com/watch?v=OS3SnsImtcY
cEwqST9b3aI,streams,06.11.2024 City Council Regular Meeting,2024-06-11,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=cEwqST9b3aI
qI_JvYbP9gY,streams,06.11.2024 City Council Study Meeting,2024-06-11,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=qI_JvYbP9gY
zgV1FnUOUKs,streams,"06.04.2024 City Council, RDA, HA, BA Regular Meetings",2024-06-04,title,,True,Council+RDA+BA+HA,Regular,True,True,https://www.youtube.com/watch?v=zgV1FnUOUKs
SmyFcDPEkNg,streams,"06.04.2024 City Council, RDA, HA, BA Regular Meetings",2024-06-04,title,,True,Council+RDA+BA+HA,Regular,True,True,https://www.youtube.com/watch?v=SmyFcDPEkNg
Y8PlYRheGSs,streams,06.04.2024 City Council Study Meeting,2024-06-04,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=Y8PlYRheGSs
P78MzlYG3p4,streams,05.28.2024 Regular City Council Meeting,2024-05-28,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=P78MzlYG3p4
Zh6aYMqirJ4,streams,05.28.2024 Regular City Council Meeting,2024-05-28,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=Zh6aYMqirJ4
MvKIi9f1FIA,streams,05.28.2024 City Council Study Meeting,2024-05-28,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=MvKIi9f1FIA
srophRS1INQ,streams,05.21.2024 City Council Regular Meeting,2024-05-21,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=srophRS1INQ
9JVdhXeMEOk,streams,05.21.2024 City Council Study Meeting,2024-05-21,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=9JVdhXeMEOk
Dq1DgPSOVhE,streams,05.14.2024 City Council Regular Meeting and Special RDA Meeting,2024-05-14,title,,True,Council+RDA,Special,True,True,https://www.youtube.com/watch?v=Dq1DgPSOVhE
dkUXPtYtIlo,streams,05.14.2024 City Council Regular Meeting and Special RDA Meeting,2024-05-14,title,,True,Council+RDA,Special,True,True,https://www.youtube.com/watch?v=dkUXPtYtIlo
eFZtPyUb5qM,streams,05.14.2024 City Council Study Meeting,2024-05-14,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=eFZtPyUb5qM
oi7yIBPpWVk,streams,Professional Standards Review Board (PSRB) - Public Meeting,,,,False,NonMeeting,,False,False,https://www.youtube.com/watch?v=oi7yIBPpWVk
pbEipUnpQHk,streams,05.07.2024 City Council Study Meeting,2024-05-07,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=pbEipUnpQHk
u75695NKvQ4,streams,04.23.2024 Regular City Council and Special HA Meeting,2024-04-23,title,,True,Council+HA,Special,True,True,https://www.youtube.com/watch?v=u75695NKvQ4
OhAbG2gSDew,streams,04.23.2024 City Council Study Meeting,2024-04-23,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=OhAbG2gSDew
91NAaqV1wrU,streams,04.16.2024 Regular City Council Meeting,2024-04-16,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=91NAaqV1wrU
OBUnJ6q32Sw,streams,04.16.2024 City Council Study Meeting,2024-04-16,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=OBUnJ6q32Sw
92i8e4vp01g,streams,04.09.2024 City Council Regular Meeting,2024-04-09,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=92i8e4vp01g
AGYHMIoShrs,streams,04.09.2024 City Council Study Meeting,2024-04-09,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=AGYHMIoShrs
fyTSErbT50E,streams,04.02.2024 City Council Regular Meeting,2024-04-02,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=fyTSErbT50E
E3e4o72Dz5w,streams,04.02.2024 City Council Study Meeting,2024-04-02,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=E3e4o72Dz5w
V8IJ7Yoyj5k,streams,03.26.2024 City Council Regular Meeting,2024-03-26,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=V8IJ7Yoyj5k
BNaB6GNYfCU,streams,03.26.2024 City Council Study Meeting,2024-03-26,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=BNaB6GNYfCU
T21-jeXVwtU,streams,03.19.2024 City Council Regular Meeting,2024-03-19,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=T21-jeXVwtU
ZCEeROFdoNw,streams,03.19.2024 City Council Study Meeting,2024-03-19,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=ZCEeROFdoNw
dynRYh0i280,streams,03.12.2024 City Council Regular Meeting,2024-03-12,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=dynRYh0i280
hR0imDgfAbY,streams,03.12.2024 City Council Study Meeting,2024-03-12,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=hR0imDgfAbY
