date,title,body,video_url,video_id,caption_type,source_url,retrieved_date,format,extraction_method,path,meeting_kind,minutes_match,date_source,raw_path
2026-03-10,03.10.2026 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=8eyZ9VHmRKk,8eyZ9VHmRKk,asr,https://www.youtube.com/watch?v=8eyZ9VHmRKk,2026-07-06,caption,yt-dlp_auto_sub,text/2026-03-10_council-regular-meeting.md,Regular,True,title,raw/2026-03-10_council-regular-meeting.en.vtt
2026-02-24,02.24.2026 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=tGC82wmytrE,tGC82wmytrE,asr,https://www.youtube.com/watch?v=tGC82wmytrE,2026-07-06,caption,yt-dlp_auto_sub,text/2026-02-24_council-regular-meeting.md,Regular,True,title,raw/2026-02-24_council-regular-meeting.en.vtt
2026-02-24,02.24.2026 City Council Study Session,Council,https://www.youtube.com/watch?v=CiHBTTo88kQ,CiHBTTo88kQ,asr,https://www.youtube.com/watch?v=CiHBTTo88kQ,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2026-02-20,02.20.2026 City Council Budget Retreat Day 2,Council,https://www.youtube.com/watch?v=zNRTBrdPvJk,zNRTBrdPvJk,asr,https://www.youtube.com/watch?v=zNRTBrdPvJk,2026-07-06,na,mapped_not_fetched,,BudgetRetreat,False,title,
2026-02-20,02.20.2026 City Council Budget Retreat Day 2,Council,https://www.youtube.com/watch?v=U9Rg6F3cqgk,U9Rg6F3cqgk,asr,https://www.youtube.com/watch?v=U9Rg6F3cqgk,2026-07-06,na,mapped_not_fetched,,BudgetRetreat,False,title,
2026-02-20,02.20.2026 City Council Budget Retreat Day 2,Council,https://www.youtube.com/watch?v=NDhLt-p8-Ug,NDhLt-p8-Ug,asr,https://www.youtube.com/watch?v=NDhLt-p8-Ug,2026-07-06,na,mapped_not_fetched,,BudgetRetreat,False,title,
2026-02-19,02.19.2026 City Council Budget Retreat Day 1,Council,https://www.youtube.com/watch?v=hLlYpyd_za8,hLlYpyd_za8,asr,https://www.youtube.com/watch?v=hLlYpyd_za8,2026-07-06,na,mapped_not_fetched,,BudgetRetreat,False,title,
2026-02-19,02.19.2026 City Council Budget Retreat Day 1,Council,https://www.youtube.com/watch?v=SuVQjF1pP-8,SuVQjF1pP-8,asr,https://www.youtube.com/watch?v=SuVQjF1pP-8,2026-07-06,na,mapped_not_fetched,,BudgetRetreat,False,title,
2026-02-10,02.10.2026 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=z2De0e4Bcqo,z2De0e4Bcqo,asr,https://www.youtube.com/watch?v=z2De0e4Bcqo,2026-07-06,caption,yt-dlp_auto_sub,text/2026-02-10_council-regular-meeting.md,Regular,True,title,raw/2026-02-10_council-regular-meeting.en.vtt
2026-02-10,02.10.2026 City Council Study Session,Council,https://www.youtube.com/watch?v=F7koK85dt2Y,F7koK85dt2Y,asr,https://www.youtube.com/watch?v=F7koK85dt2Y,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2026-01-27,01.27.2026 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=3iXGws7-ql8,3iXGws7-ql8,asr,https://www.youtube.com/watch?v=3iXGws7-ql8,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2025-12-09,12.09.2025 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=ptNrHE3z0sg,ptNrHE3z0sg,asr,https://www.youtube.com/watch?v=ptNrHE3z0sg,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2025-12-09,12.09.2025 City Council Study Meeting,Council,https://www.youtube.com/watch?v=Dpp8fML5Xos,Dpp8fML5Xos,asr,https://www.youtube.com/watch?v=Dpp8fML5Xos,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2025-11-25,11.25.2025 City Council Study Meeting,Council,https://www.youtube.com/watch?v=V_e8cKyKyiI,V_e8cKyKyiI,asr,https://www.youtube.com/watch?v=V_e8cKyKyiI,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2025-11-25,11.25.2025 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=FQKntiBBASc,FQKntiBBASc,asr,https://www.youtube.com/watch?v=FQKntiBBASc,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2025-11-18,11.18.2025 City Council Study Meeting,Council,https://www.youtube.com/watch?v=XqzvAecH1yM,XqzvAecH1yM,asr,https://www.youtube.com/watch?v=XqzvAecH1yM,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2025-11-18,11.18.2025 City Council Regular Meeting and Special Redevelopment Agency Meeting,Council+RDA,https://www.youtube.com/watch?v=KoK_Jswv7NM,KoK_Jswv7NM,asr,https://www.youtube.com/watch?v=KoK_Jswv7NM,2026-07-06,na,mapped_not_fetched,,Special,True,title,
2025-10-28,10.28.2025 City Council Study Meeting,Council,https://www.youtube.com/watch?v=hQ_dmld6RrQ,hQ_dmld6RrQ,asr,https://www.youtube.com/watch?v=hQ_dmld6RrQ,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2025-10-28,10.28.2025 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=QmYCrB0IyCE,QmYCrB0IyCE,asr,https://www.youtube.com/watch?v=QmYCrB0IyCE,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2025-10-28,10.28.2025 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=JM-qEyzsNt4,JM-qEyzsNt4,asr,https://www.youtube.com/watch?v=JM-qEyzsNt4,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2025-10-14,10.14.2025 City Council and Municipal Building Authority Meetings,Council+BA,https://www.youtube.com/watch?v=iJrPl4uMA6U,iJrPl4uMA6U,asr,https://www.youtube.com/watch?v=iJrPl4uMA6U,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2025-10-14,10.14.2025 City Council Study Meeting,Council,https://www.youtube.com/watch?v=C-i6gtqcDzE,C-i6gtqcDzE,asr,https://www.youtube.com/watch?v=C-i6gtqcDzE,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2025-09-23,09.23.2025 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=Ydg7Q9iK72I,Ydg7Q9iK72I,asr,https://www.youtube.com/watch?v=Ydg7Q9iK72I,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2025-09-23,09.23.2025 City Council Study Meeting,Council,https://www.youtube.com/watch?v=CydpZ1azx7Q,CydpZ1azx7Q,asr,https://www.youtube.com/watch?v=CydpZ1azx7Q,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2025-09-16,09.16.2025 City Council Special Meeting,Council,https://www.youtube.com/watch?v=n5DQ-Yb6F1o,n5DQ-Yb6F1o,asr,https://www.youtube.com/watch?v=n5DQ-Yb6F1o,2026-07-06,na,mapped_not_fetched,,Special,True,title,
2025-09-09,09.09.2025 City Council Study Meeting,Council,https://www.youtube.com/watch?v=tA3gHjRqQIM,tA3gHjRqQIM,asr,https://www.youtube.com/watch?v=tA3gHjRqQIM,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2025-09-09,09.09.2025 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=npdbaHD174s,npdbaHD174s,asr,https://www.youtube.com/watch?v=npdbaHD174s,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2025-08-26,08.26.2025 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=uQDkmToMy5c,uQDkmToMy5c,asr,https://www.youtube.com/watch?v=uQDkmToMy5c,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2025-08-26,08.26.2025 City Council Study Meeting,Council,https://www.youtube.com/watch?v=dCtyYV7moZY,dCtyYV7moZY,asr,https://www.youtube.com/watch?v=dCtyYV7moZY,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2025-08-19,08.19.2025 City Council Special Meeting,Council,https://www.youtube.com/watch?v=9l3FCAhtdbk,9l3FCAhtdbk,asr,https://www.youtube.com/watch?v=9l3FCAhtdbk,2026-07-06,na,mapped_not_fetched,,Special,True,title,
2025-08-12,08.12.2025 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=NV9oKy4qDAQ,NV9oKy4qDAQ,asr,https://www.youtube.com/watch?v=NV9oKy4qDAQ,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2025-08-12,08.12.2025 City Council Study Meeting,Council,https://www.youtube.com/watch?v=NK14gRxEjr0,NK14gRxEjr0,asr,https://www.youtube.com/watch?v=NK14gRxEjr0,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2025-07-22,07.22.2025 City Council Regular Meeting/ Special HA Meeting,Council+HA,https://www.youtube.com/watch?v=K5ohWps7Fn0,K5ohWps7Fn0,asr,https://www.youtube.com/watch?v=K5ohWps7Fn0,2026-07-06,na,mapped_not_fetched,,Special,True,title,
2025-07-22,07.22.2025 City Council Study Meeting,Council,https://www.youtube.com/watch?v=HSL8Yg4rPeg,HSL8Yg4rPeg,asr,https://www.youtube.com/watch?v=HSL8Yg4rPeg,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2025-07-08,07.08.2025 City Council Study Meeting,Council,https://www.youtube.com/watch?v=VL2JvKvnUho,VL2JvKvnUho,asr,https://www.youtube.com/watch?v=VL2JvKvnUho,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2025-07-08,07.08.2025 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=3QSUwOP5tb4,3QSUwOP5tb4,asr,https://www.youtube.com/watch?v=3QSUwOP5tb4,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2025-06-24,06.24.2025 City Council Study Meeting,Council,https://www.youtube.com/watch?v=ddltk7ivNKw,ddltk7ivNKw,asr,https://www.youtube.com/watch?v=ddltk7ivNKw,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2025-06-24,06.24.2025 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=Sr_fqLcBxtM,Sr_fqLcBxtM,asr,https://www.youtube.com/watch?v=Sr_fqLcBxtM,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2025-06-10,"06.10.2025 City Council, RDA, HA, BA Regular Meetings",Council+RDA+BA+HA,https://www.youtube.com/watch?v=n3Pe0Jzrf2Y,n3Pe0Jzrf2Y,asr,https://www.youtube.com/watch?v=n3Pe0Jzrf2Y,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2025-06-10,06.10.2025 City Council Study Meeting,Council,https://www.youtube.com/watch?v=Y-Qtc1fkalU,Y-Qtc1fkalU,asr,https://www.youtube.com/watch?v=Y-Qtc1fkalU,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2025-05-27,05.27.2025 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=xJ3SMHrtDZ0,xJ3SMHrtDZ0,asr,https://www.youtube.com/watch?v=xJ3SMHrtDZ0,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2025-05-27,05.27.2025 City Council Study Meeting,Council,https://www.youtube.com/watch?v=9zZeV286d0I,9zZeV286d0I,asr,https://www.youtube.com/watch?v=9zZeV286d0I,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2025-05-13,05.13.2025 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=UBr2uxYf0Oo,UBr2uxYf0Oo,asr,https://www.youtube.com/watch?v=UBr2uxYf0Oo,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2025-05-13,05.13.2025 City Council Study Meeting,Council,https://www.youtube.com/watch?v=335BZ3HNLNM,335BZ3HNLNM,asr,https://www.youtube.com/watch?v=335BZ3HNLNM,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2025-05-06,05.06.2025 City Council Study Meeting,Council,https://www.youtube.com/watch?v=k8Or9kMHOq4,k8Or9kMHOq4,asr,https://www.youtube.com/watch?v=k8Or9kMHOq4,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2025-05-06,"05.06.2025 City Council, RDA, HA, and BA Regular Meetings",Council+RDA+BA+HA,https://www.youtube.com/watch?v=9YQLGCJRPhg,9YQLGCJRPhg,asr,https://www.youtube.com/watch?v=9YQLGCJRPhg,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2025-04-22,04.22.2025 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=zRmlN4b6GSk,zRmlN4b6GSk,asr,https://www.youtube.com/watch?v=zRmlN4b6GSk,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2025-04-22,04.22.2025 City Council Study Meeting,Council,https://www.youtube.com/watch?v=2epqAWM09Z4,2epqAWM09Z4,asr,https://www.youtube.com/watch?v=2epqAWM09Z4,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2025-04-08,04.08.2025 City Council Study Meeting,Council,https://www.youtube.com/watch?v=S2RX5FXV-rU,S2RX5FXV-rU,asr,https://www.youtube.com/watch?v=S2RX5FXV-rU,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2025-04-08,04.08.2025 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=JCUziyK6pU0,JCUziyK6pU0,asr,https://www.youtube.com/watch?v=JCUziyK6pU0,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2025-03-25,"March 25, 2025 City Council Study Meeting",Council,https://www.youtube.com/watch?v=ntQYoRfpYcA,ntQYoRfpYcA,asr,https://www.youtube.com/watch?v=ntQYoRfpYcA,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2025-03-25,"March 25, 2025 City Council Regular Meeting",Council,https://www.youtube.com/watch?v=9rQCdlQX5Ag,9rQCdlQX5Ag,asr,https://www.youtube.com/watch?v=9rQCdlQX5Ag,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2025-03-18,"March 18, 2025 City Council Special Meeting",Council,https://www.youtube.com/watch?v=6XY7RHSY_LU,6XY7RHSY_LU,asr,https://www.youtube.com/watch?v=6XY7RHSY_LU,2026-07-06,na,mapped_not_fetched,,Special,True,title,
2025-03-11,"March 11, 2025 City Council Regular Meeting",Council,https://www.youtube.com/watch?v=bEVmsfu1XmA,bEVmsfu1XmA,asr,https://www.youtube.com/watch?v=bEVmsfu1XmA,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2025-03-11,"March 11, 2025 City Council Study Meeting",Council,https://www.youtube.com/watch?v=4A1W4G7eBdo,4A1W4G7eBdo,asr,https://www.youtube.com/watch?v=4A1W4G7eBdo,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2025-02-25,02.25.2025 City Council Study Meeting,Council,https://www.youtube.com/watch?v=jnFyn9kLEzQ,jnFyn9kLEzQ,asr,https://www.youtube.com/watch?v=jnFyn9kLEzQ,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2025-02-25,02.25.2025 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=MU8CfpqVM2c,MU8CfpqVM2c,asr,https://www.youtube.com/watch?v=MU8CfpqVM2c,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2025-02-23,2025 Annual Budget Retreat (Day Two),Council,https://www.youtube.com/watch?v=4Jmajd3rjDk,4Jmajd3rjDk,asr,https://www.youtube.com/watch?v=4Jmajd3rjDk,2026-07-06,na,mapped_not_fetched,,BudgetRetreat,False,upload_date_approx,
2025-02-23,2025 Annual Budget Retreat (Day Two),Council,https://www.youtube.com/watch?v=2vQHLWwu-vQ,2vQHLWwu-vQ,asr,https://www.youtube.com/watch?v=2vQHLWwu-vQ,2026-07-06,na,mapped_not_fetched,,BudgetRetreat,False,upload_date_approx,
2025-02-11,02.11.2025 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=mTc8PGe5-wc,mTc8PGe5-wc,asr,https://www.youtube.com/watch?v=mTc8PGe5-wc,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2025-02-11,02.11.2025 City Council Study Meeting,Council,https://www.youtube.com/watch?v=00q1wMSru18,00q1wMSru18,asr,https://www.youtube.com/watch?v=00q1wMSru18,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2025-01-28,01.28.2025 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=X9NubdEtCFU,X9NubdEtCFU,asr,https://www.youtube.com/watch?v=X9NubdEtCFU,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2025-01-28,01.28.2025 City Council Study Meeting,Council,https://www.youtube.com/watch?v=OtTGwN4cIVI,OtTGwN4cIVI,asr,https://www.youtube.com/watch?v=OtTGwN4cIVI,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2025-01-28,01.28.2025 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=6bRywz7DueQ,6bRywz7DueQ,asr,https://www.youtube.com/watch?v=6bRywz7DueQ,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2025-01-27,01.27.2025 City Council Study Meeting,Council,https://www.youtube.com/watch?v=TcIskS901wM,TcIskS901wM,asr,https://www.youtube.com/watch?v=TcIskS901wM,2026-07-06,na,mapped_not_fetched,,Study,False,title,
2025-01-20,01.20.2025 City Council / Planning Commission Special Meeting,Council,https://www.youtube.com/watch?v=YsdQ2hWglzg,YsdQ2hWglzg,asr,https://www.youtube.com/watch?v=YsdQ2hWglzg,2026-07-06,na,mapped_not_fetched,,Special,False,title,
2025-01-14,01.14.2025 City Council Study Meeting,Council,https://www.youtube.com/watch?v=tkSyGPgAKXA,tkSyGPgAKXA,asr,https://www.youtube.com/watch?v=tkSyGPgAKXA,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2025-01-14,"01.14.2025 City Council Regular Meeting and Annual HA, BA, RDA Meetings",Council+RDA+BA+HA,https://www.youtube.com/watch?v=InNtSabxbgI,InNtSabxbgI,asr,https://www.youtube.com/watch?v=InNtSabxbgI,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2025-01-13,1.13.2025 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=bXCdGJHpyeA,bXCdGJHpyeA,asr,https://www.youtube.com/watch?v=bXCdGJHpyeA,2026-07-06,na,mapped_not_fetched,,Regular,False,title,
2025-01-13,1.13.2025 City Council Study Meeting,Council,https://www.youtube.com/watch?v=YZ6UovNdBoA,YZ6UovNdBoA,asr,https://www.youtube.com/watch?v=YZ6UovNdBoA,2026-07-06,na,mapped_not_fetched,,Study,False,title,
2025-01-05,1.5.2025 City Council Oath of Office Ceremony,Council,https://www.youtube.com/watch?v=WihOlDqGX3o,WihOlDqGX3o,asr,https://www.youtube.com/watch?v=WihOlDqGX3o,2026-07-06,na,mapped_not_fetched,,OathOfOffice,False,title,
2024-12-10,12.10.2024 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=lcf28kIvQwQ,lcf28kIvQwQ,asr,https://www.youtube.com/watch?v=lcf28kIvQwQ,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2024-12-10,12.10.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=UJY0stKw8JM,UJY0stKw8JM,asr,https://www.youtube.com/watch?v=UJY0stKw8JM,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-11-26,11.26.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=Vm9905b5pKY,Vm9905b5pKY,asr,https://www.youtube.com/watch?v=Vm9905b5pKY,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-11-26,11.26.2024 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=BDjY7xrjU5U,BDjY7xrjU5U,asr,https://www.youtube.com/watch?v=BDjY7xrjU5U,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2024-11-12,11.12.2024 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=tn5WYlM1c0M,tn5WYlM1c0M,asr,https://www.youtube.com/watch?v=tn5WYlM1c0M,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2024-11-12,11.12.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=1eYtdxZS4pU,1eYtdxZS4pU,asr,https://www.youtube.com/watch?v=1eYtdxZS4pU,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-10-22,10.22.2024 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=VMH3GYdDFUM,VMH3GYdDFUM,asr,https://www.youtube.com/watch?v=VMH3GYdDFUM,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2024-10-22,10.22.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=UlKPslKinL0,UlKPslKinL0,asr,https://www.youtube.com/watch?v=UlKPslKinL0,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-10-08,10.08.2024 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=YRLTlW_N4CE,YRLTlW_N4CE,asr,https://www.youtube.com/watch?v=YRLTlW_N4CE,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2024-10-08,10.08.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=8x12BUoCs9o,8x12BUoCs9o,asr,https://www.youtube.com/watch?v=8x12BUoCs9o,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-09-24,09.24.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=y6AvhpVgCk4,y6AvhpVgCk4,asr,https://www.youtube.com/watch?v=y6AvhpVgCk4,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-09-24,09.24.2024 City Council Regular Meeting/ RDA Special Meeting,Council+RDA,https://www.youtube.com/watch?v=58Y9An28VHM,58Y9An28VHM,asr,https://www.youtube.com/watch?v=58Y9An28VHM,2026-07-06,na,mapped_not_fetched,,Special,True,title,
2024-09-17,09.17.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=phCBRs7Z1rg,phCBRs7Z1rg,asr,https://www.youtube.com/watch?v=phCBRs7Z1rg,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-09-17,09.17.2024 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=79dpn1P7VMI,79dpn1P7VMI,asr,https://www.youtube.com/watch?v=79dpn1P7VMI,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2024-09-10,09.10.2024 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=7vN91Oues58,7vN91Oues58,asr,https://www.youtube.com/watch?v=7vN91Oues58,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2024-09-10,09.10.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=54SqadszioA,54SqadszioA,asr,https://www.youtube.com/watch?v=54SqadszioA,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-09-03,09.03.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=G_5JwhrFws4,G_5JwhrFws4,asr,https://www.youtube.com/watch?v=G_5JwhrFws4,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-09-03,09.03.2024 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=AhzVvvrG7_Y,AhzVvvrG7_Y,asr,https://www.youtube.com/watch?v=AhzVvvrG7_Y,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2024-08-27,08.27.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=_fVwQdg-W9c,_fVwQdg-W9c,asr,https://www.youtube.com/watch?v=_fVwQdg-W9c,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-08-27,08.27.2024 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=ZI6STiV2gr0,ZI6STiV2gr0,asr,https://www.youtube.com/watch?v=ZI6STiV2gr0,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
