date,title,body,video_url,video_id,caption_type,source_url,retrieved_date,format,extraction_method,path,duration_sec,tab,date_source
2019-02-19,Cottonwood Heights City Council Business Meeting 2-19-19 (ASR transcript),Council,https://www.youtube.com/watch?v=UkmiR5CcRQg,UkmiR5CcRQg,asr,https://www.youtube.com/watch?v=UkmiR5CcRQg,2026-07-13,na,mapped_not_fetched,,5744,streams,title_mdy
2019-02-19,Cottonwood Heights City Council Work Session 2-19-19 (ASR transcript),Council,https://www.youtube.com/watch?v=Qp2UTBWLYpg,Qp2UTBWLYpg,asr,https://www.youtube.com/watch?v=Qp2UTBWLYpg,2026-07-13,na,mapped_not_fetched,,3153,streams,title_mdy
2019-03-05,Cottonwood Heights City Council Work Session (Part 2) 3-5-19 (ASR transcript),Council,https://www.youtube.com/watch?v=c1i4YIi81lI,c1i4YIi81lI,asr,https://www.youtube.com/watch?v=c1i4YIi81lI,2026-07-13,na,mapped_not_fetched,,1737,streams,title_mdy
2019-03-19,Cottonwood Heights City Council Business Meeting 3-19-19 (ASR transcript),Council,https://www.youtube.com/watch?v=OF5cbT9eGNg,OF5cbT9eGNg,asr,https://www.youtube.com/watch?v=OF5cbT9eGNg,2026-07-13,na,mapped_not_fetched,,2783,streams,title_mdy
2019-03-19,Cottonwood Heights City Council Work Session 3-19-19 (ASR transcript),Council,https://www.youtube.com/watch?v=kD-mgk3adEo,kD-mgk3adEo,asr,https://www.youtube.com/watch?v=kD-mgk3adEo,2026-07-13,na,mapped_not_fetched,,7351,streams,title_mdy
2019-04-02,Cottonwood Heights City Council Business Meeting 4-2-19 (ASR transcript),Council,https://www.youtube.com/watch?v=CJAuMU8PRFQ,CJAuMU8PRFQ,asr,https://www.youtube.com/watch?v=CJAuMU8PRFQ,2026-07-13,na,mapped_not_fetched,,1087,streams,title_mdy
2019-04-02,Cottonwood Heights City Council Work Session 4-2-19 (ASR transcript),Council,https://www.youtube.com/watch?v=C2SfdWG-Qu4,C2SfdWG-Qu4,asr,https://www.youtube.com/watch?v=C2SfdWG-Qu4,2026-07-13,na,mapped_not_fetched,,7030,streams,title_mdy
2019-04-16,Cottonwood Heights City Council Business Meeting (4-16-19) (ASR transcript),Council,https://www.youtube.com/watch?v=3BYKAlczRnk,3BYKAlczRnk,asr,https://www.youtube.com/watch?v=3BYKAlczRnk,2026-07-13,na,mapped_not_fetched,,1800,streams,title_mdy
2019-04-16,Cottonwood Heights City Council Work Session #1 (4-16-19) (ASR transcript),Council,https://www.youtube.com/watch?v=nfoU0Rd1PGA,nfoU0Rd1PGA,asr,https://www.youtube.com/watch?v=nfoU0Rd1PGA,2026-07-13,na,mapped_not_fetched,,7039,streams,title_mdy
2019-04-16,Cottonwood Heights City Council Work Session #2 (4-16-19) (ASR transcript),Council,https://www.youtube.com/watch?v=Oox39F72jPM,Oox39F72jPM,asr,https://www.youtube.com/watch?v=Oox39F72jPM,2026-07-13,na,mapped_not_fetched,,3396,streams,title_mdy
2019-05-07,Cottonwood Heights City Council Business Meeting 5/7/2019 (ASR transcript),Council,https://www.youtube.com/watch?v=aLwBJV3s1TI,aLwBJV3s1TI,asr,https://www.youtube.com/watch?v=aLwBJV3s1TI,2026-07-13,na,mapped_not_fetched,,5868,streams,title_mdy
2019-05-07,Cottonwood Heights City Council Work Session 5/7/2019 (ASR transcript),Council,https://www.youtube.com/watch?v=VOIqLKwfNkI,VOIqLKwfNkI,asr,https://www.youtube.com/watch?v=VOIqLKwfNkI,2026-07-13,na,mapped_not_fetched,,6615,streams,title_mdy
2019-05-21,Cottonwood Heights City Council Work Session 5/21/2019. (ASR transcript),Council,https://www.youtube.com/watch?v=mlQx0qaMvHY,mlQx0qaMvHY,asr,https://www.youtube.com/watch?v=mlQx0qaMvHY,2026-07-13,na,mapped_not_fetched,,4137,streams,title_mdy
2019-06-04,"Cottonwood Heights City council working meeting June 4, 2019 (ASR transcript)",Council,https://www.youtube.com/watch?v=7eACcMhaVDs,7eACcMhaVDs,asr,https://www.youtube.com/watch?v=7eACcMhaVDs,2026-07-13,na,mapped_not_fetched,,6684,streams,title_monthname
2019-06-18,Cottonwood Heights City Council business meeting 6-18-2019 (ASR transcript),Council,https://www.youtube.com/watch?v=3tgDHWepym8,3tgDHWepym8,asr,https://www.youtube.com/watch?v=3tgDHWepym8,2026-07-13,na,mapped_not_fetched,,4134,streams,title_mdy
2019-06-18,Cottonwood Heights City Council working meeting 6-18-2019 (ASR transcript),Council,https://www.youtube.com/watch?v=xh5G8GVXNeU,xh5G8GVXNeU,asr,https://www.youtube.com/watch?v=xh5G8GVXNeU,2026-07-13,na,mapped_not_fetched,,4360,streams,title_mdy
2019-07-02,Cottonwood Heights City Council business meeting 7-2-2019 (ASR transcript),Council,https://www.youtube.com/watch?v=RlpLUJkpZXQ,RlpLUJkpZXQ,asr,https://www.youtube.com/watch?v=RlpLUJkpZXQ,2026-07-13,na,mapped_not_fetched,,5515,streams,title_mdy
2019-07-02,Cottonwood Heights City Council working meeting 7-2-2019 (ASR transcript),Council,https://www.youtube.com/watch?v=cUZ9oKUitxc,cUZ9oKUitxc,asr,https://www.youtube.com/watch?v=cUZ9oKUitxc,2026-07-13,na,mapped_not_fetched,,7142,streams,title_mdy
2019-07-16,Cottonwood Heights City Council business meeting 7-16-2019 (ASR transcript),Council,https://www.youtube.com/watch?v=rMCc2ZTQl2Y,rMCc2ZTQl2Y,asr,https://www.youtube.com/watch?v=rMCc2ZTQl2Y,2026-07-13,na,mapped_not_fetched,,2759,streams,title_mdy
2019-07-16,Cottonwood Heights City Council working meeting 7-16-2019 (ASR transcript),Council,https://www.youtube.com/watch?v=6m7uazADOEs,6m7uazADOEs,asr,https://www.youtube.com/watch?v=6m7uazADOEs,2026-07-13,na,mapped_not_fetched,,5133,streams,title_mdy
2019-08-06,Cottonwood Heights City Council business meeting 8-6-2019 (ASR transcript),Council,https://www.youtube.com/watch?v=MpmNWSjKXBU,MpmNWSjKXBU,asr,https://www.youtube.com/watch?v=MpmNWSjKXBU,2026-07-13,na,mapped_not_fetched,,3214,streams,title_mdy
2019-08-06,Cottonwood Heights City Council work meeting 8-6-2019 (ASR transcript),Council,https://www.youtube.com/watch?v=YIO-e8V_IzI,YIO-e8V_IzI,asr,https://www.youtube.com/watch?v=YIO-e8V_IzI,2026-07-13,na,mapped_not_fetched,,3855,streams,title_mdy
2019-08-27,Cottonwood Heights City Council meeting 8-27-2019 (ASR transcript),Council,https://www.youtube.com/watch?v=CHaCtLh9SM8,CHaCtLh9SM8,asr,https://www.youtube.com/watch?v=CHaCtLh9SM8,2026-07-13,na,mapped_not_fetched,,2134,streams,title_mdy
2019-08-27,Cottonwood Heights City Council work meeting 8-27-2019 (ASR transcript),Council,https://www.youtube.com/watch?v=BKTp52Hr0a8,BKTp52Hr0a8,asr,https://www.youtube.com/watch?v=BKTp52Hr0a8,2026-07-13,na,mapped_not_fetched,,121,streams,title_mdy
2019-08-27,Cottonwood Heights City Council work meeting 8-27-2019 (ASR transcript),Council,https://www.youtube.com/watch?v=FTxHHArYvvY,FTxHHArYvvY,asr,https://www.youtube.com/watch?v=FTxHHArYvvY,2026-07-13,na,mapped_not_fetched,,2098,streams,title_mdy
2019-09-03,Cottonwood Heights City Council business meeting 9-3-2019 (ASR transcript),Council,https://www.youtube.com/watch?v=xxJGtJtIO3M,xxJGtJtIO3M,asr,https://www.youtube.com/watch?v=xxJGtJtIO3M,2026-07-13,na,mapped_not_fetched,,2571,streams,title_mdy
2019-09-03,Cottonwood Heights City Council work meeting 9-3-2019 (ASR transcript),Council,https://www.youtube.com/watch?v=ge3ElUjQVkw,ge3ElUjQVkw,asr,https://www.youtube.com/watch?v=ge3ElUjQVkw,2026-07-13,na,mapped_not_fetched,,5214,streams,title_mdy
2019-09-17,Cottonwood Heights City Council Meetings - 9-17-2019 (ASR transcript),Council,https://www.youtube.com/watch?v=XF4qIRA2WEk,XF4qIRA2WEk,asr,https://www.youtube.com/watch?v=XF4qIRA2WEk,2026-07-13,na,mapped_not_fetched,,500,streams,title_mdy
2019-09-17,Cottonwood Heights City Council Meetings - 9-17-2019 (ASR transcript),Council,https://www.youtube.com/watch?v=jqYh5NJFbzs,jqYh5NJFbzs,asr,https://www.youtube.com/watch?v=jqYh5NJFbzs,2026-07-13,na,mapped_not_fetched,,2568,streams,title_mdy
2019-09-17,Cottonwood Heights City Council Meetings - 9-17-2019 (ASR transcript),Council,https://www.youtube.com/watch?v=6hE7djd323c,6hE7djd323c,asr,https://www.youtube.com/watch?v=6hE7djd323c,2026-07-13,na,mapped_not_fetched,,6585,streams,title_mdy
2019-10-01,Cottonwood Heights City Council Meeting - Live (ASR transcript),Council,https://www.youtube.com/watch?v=-nbbql22ttQ,-nbbql22ttQ,asr,https://www.youtube.com/watch?v=-nbbql22ttQ,2026-07-13,caption,"yt-dlp --write-auto-sub (YouTube ASR auto-captions), cleaned to text/",raw/2019-10-01_-nbbql22ttQ.en.vtt,4101,streams,yt_release_ts_local
2019-10-01,Cottonwood Heights City Council Meeting - Live (ASR transcript),Council,https://www.youtube.com/watch?v=DxAt-stywus,DxAt-stywus,asr,https://www.youtube.com/watch?v=DxAt-stywus,2026-07-13,na,mapped_not_fetched,,4424,streams,yt_release_ts_local
2019-10-15,Cottonwood Heights City Council Meeting - Live (ASR transcript),Council,https://www.youtube.com/watch?v=M-stuPRqbec,M-stuPRqbec,asr,https://www.youtube.com/watch?v=M-stuPRqbec,2026-07-13,na,mapped_not_fetched,,2907,streams,yt_release_ts_local
2019-10-15,Cottonwood Heights City Council Meeting - Live (ASR transcript),Council,https://www.youtube.com/watch?v=MLFLSXUzKFM,MLFLSXUzKFM,asr,https://www.youtube.com/watch?v=MLFLSXUzKFM,2026-07-13,na,mapped_not_fetched,,4370,streams,yt_release_ts_local
2019-10-15,Cottonwood Heights City Council Meeting - Live (ASR transcript),Council,https://www.youtube.com/watch?v=8qBT_3RCTHk,8qBT_3RCTHk,asr,https://www.youtube.com/watch?v=8qBT_3RCTHk,2026-07-13,na,mapped_not_fetched,,6618,streams,yt_release_ts_local
2019-11-05,Cottonwood Heights City Council Meeting - Live (ASR transcript),Council,https://www.youtube.com/watch?v=ETXrEzlXR2Y,ETXrEzlXR2Y,asr,https://www.youtube.com/watch?v=ETXrEzlXR2Y,2026-07-13,na,mapped_not_fetched,,3647,streams,yt_release_ts_local
2019-11-05,Cottonwood Heights City Council Meeting - Live (ASR transcript),Council,https://www.youtube.com/watch?v=nKrSk-DkRVs,nKrSk-DkRVs,asr,https://www.youtube.com/watch?v=nKrSk-DkRVs,2026-07-13,na,mapped_not_fetched,,5461,streams,yt_release_ts_local
2019-11-19,Cottonwood Heights City Council Meeting - Live (ASR transcript),Council,https://www.youtube.com/watch?v=eBNx5XggDss,eBNx5XggDss,asr,https://www.youtube.com/watch?v=eBNx5XggDss,2026-07-13,na,mapped_not_fetched,,2062,streams,yt_release_ts_local
2019-11-19,Cottonwood Heights City Council Meeting - Live (ASR transcript),Council,https://www.youtube.com/watch?v=qTG5yGp85hE,qTG5yGp85hE,asr,https://www.youtube.com/watch?v=qTG5yGp85hE,2026-07-13,na,mapped_not_fetched,,4250,streams,yt_release_ts_local
2019-11-19,Cottonwood Heights City Council Meeting - Live (ASR transcript),Council,https://www.youtube.com/watch?v=qwq_vKJ2Bdk,qwq_vKJ2Bdk,asr,https://www.youtube.com/watch?v=qwq_vKJ2Bdk,2026-07-13,na,mapped_not_fetched,,929,streams,yt_release_ts_local
2019-12-03,Cottonwood Heights City Council Meeting - Live (ASR transcript),Council,https://www.youtube.com/watch?v=qFwyylYFLJM,qFwyylYFLJM,asr,https://www.youtube.com/watch?v=qFwyylYFLJM,2026-07-13,na,mapped_not_fetched,,887,streams,yt_release_ts_local
2019-12-03,Cottonwood Heights City Council Meeting - Live (ASR transcript),Council,https://www.youtube.com/watch?v=wIyu4MseeK8,wIyu4MseeK8,asr,https://www.youtube.com/watch?v=wIyu4MseeK8,2026-07-13,na,mapped_not_fetched,,3213,streams,yt_release_ts_local
2019-12-03,Cottonwood Heights City Council Meeting - Live (ASR transcript),Council,https://www.youtube.com/watch?v=ePM-FUKC1Lo,ePM-FUKC1Lo,asr,https://www.youtube.com/watch?v=ePM-FUKC1Lo,2026-07-13,na,mapped_not_fetched,,5323,streams,yt_release_ts_local
2019-12-17,Cottonwood Heights City Council Meeting - Live (ASR transcript),Council,https://www.youtube.com/watch?v=ANw9KqerBcg,ANw9KqerBcg,asr,https://www.youtube.com/watch?v=ANw9KqerBcg,2026-07-13,na,mapped_not_fetched,,4500,streams,yt_release_ts_local
2019-12-17,Cottonwood Heights City Council Meeting - Live (ASR transcript),Council,https://www.youtube.com/watch?v=i1ibBDJPPeY,i1ibBDJPPeY,asr,https://www.youtube.com/watch?v=i1ibBDJPPeY,2026-07-13,na,mapped_not_fetched,,3091,streams,yt_release_ts_local
2020-01-06,Cottonwood Heights City Council Meeting - Live (ASR transcript),Council,https://www.youtube.com/watch?v=kfBn6bhLKzk,kfBn6bhLKzk,asr,https://www.youtube.com/watch?v=kfBn6bhLKzk,2026-07-13,na,mapped_not_fetched,,1661,streams,yt_release_ts_local
2020-01-07,Cottonwood Heights City Council Meeting - Live (ASR transcript),Council,https://www.youtube.com/watch?v=ffUzwKjaWvY,ffUzwKjaWvY,asr,https://www.youtube.com/watch?v=ffUzwKjaWvY,2026-07-13,na,mapped_not_fetched,,3724,streams,yt_release_ts_local
2020-01-07,Cottonwood Heights City Council Meeting - Live (ASR transcript),Council,https://www.youtube.com/watch?v=UFpw011ut3s,UFpw011ut3s,asr,https://www.youtube.com/watch?v=UFpw011ut3s,2026-07-13,na,mapped_not_fetched,,2139,streams,yt_release_ts_local
2020-01-07,Cottonwood Heights City Council Meeting - Live (ASR transcript),Council,https://www.youtube.com/watch?v=Lk4vjLDUk5A,Lk4vjLDUk5A,asr,https://www.youtube.com/watch?v=Lk4vjLDUk5A,2026-07-13,na,mapped_not_fetched,,2195,streams,yt_release_ts_local
2020-01-21,Cottonwood Heights City Council Meeting - Live (ASR transcript),Council,https://www.youtube.com/watch?v=HWLCErIiP88,HWLCErIiP88,asr,https://www.youtube.com/watch?v=HWLCErIiP88,2026-07-13,na,mapped_not_fetched,,3915,streams,yt_release_ts_local
2020-01-21,Cottonwood Heights City Council Meeting - Live (ASR transcript),Council,https://www.youtube.com/watch?v=taf7BE9qQnY,taf7BE9qQnY,asr,https://www.youtube.com/watch?v=taf7BE9qQnY,2026-07-13,na,mapped_not_fetched,,2366,streams,yt_release_ts_local
2020-02-04,Cottonwood Heights City Council Meeting - Live (ASR transcript),Council,https://www.youtube.com/watch?v=gUUcVj4kz5U,gUUcVj4kz5U,asr,https://www.youtube.com/watch?v=gUUcVj4kz5U,2026-07-13,na,mapped_not_fetched,,1542,streams,yt_release_ts_local
2020-02-04,Cottonwood Heights City Council Meeting - Live (ASR transcript),Council,https://www.youtube.com/watch?v=ZNTLb4wPmOc,ZNTLb4wPmOc,asr,https://www.youtube.com/watch?v=ZNTLb4wPmOc,2026-07-13,na,mapped_not_fetched,,5727,streams,yt_release_ts_local
2020-02-18,Cottonwood Heights City Council Meeting - Live (ASR transcript),Council,https://www.youtube.com/watch?v=0fQ6nwuG_UY,0fQ6nwuG_UY,asr,https://www.youtube.com/watch?v=0fQ6nwuG_UY,2026-07-13,na,mapped_not_fetched,,1325,streams,yt_release_ts_local
2020-02-18,Cottonwood Heights City Council Meeting - Live (ASR transcript),Council,https://www.youtube.com/watch?v=qEXeDnNhWp0,qEXeDnNhWp0,asr,https://www.youtube.com/watch?v=qEXeDnNhWp0,2026-07-13,na,mapped_not_fetched,,3966,streams,yt_release_ts_local
2020-03-03,Cottonwood Heights City Council Meeting - Live (ASR transcript),Council,https://www.youtube.com/watch?v=cJkZKH1vrXQ,cJkZKH1vrXQ,asr,https://www.youtube.com/watch?v=cJkZKH1vrXQ,2026-07-13,na,mapped_not_fetched,,1513,streams,yt_release_ts_local
2020-03-03,Cottonwood Heights City Council Meeting - Live (ASR transcript),Council,https://www.youtube.com/watch?v=mIWnCF6hDi4,mIWnCF6hDi4,asr,https://www.youtube.com/watch?v=mIWnCF6hDi4,2026-07-13,na,mapped_not_fetched,,6660,streams,yt_release_ts_local
2020-04-07,Cottonwood Heights city council meeting: 4/7/2020 (ASR transcript),Council,https://www.youtube.com/watch?v=yWrdk0h-4N8,yWrdk0h-4N8,asr,https://www.youtube.com/watch?v=yWrdk0h-4N8,2026-07-13,na,mapped_not_fetched,,7096,videos,title_mdy
2020-04-07,Cottonwood Heights city council work session: 4/7/20 (ASR transcript),Council,https://www.youtube.com/watch?v=eeQEm14Eplg,eeQEm14Eplg,asr,https://www.youtube.com/watch?v=eeQEm14Eplg,2026-07-13,na,mapped_not_fetched,,1533,videos,title_mdy
2020-04-21,Cottonwood Heights city council work session and business meeting: 4/21/2020 (ASR transcript),Council,https://www.youtube.com/watch?v=g0bS4PrfWHw,g0bS4PrfWHw,asr,https://www.youtube.com/watch?v=g0bS4PrfWHw,2026-07-13,na,mapped_not_fetched,,10844,videos,title_mdy
2020-04-28,Cottonwood Heights city council business meeting: 4/28/20 (ASR transcript),Council,https://www.youtube.com/watch?v=DiQWH8iUQnI,DiQWH8iUQnI,asr,https://www.youtube.com/watch?v=DiQWH8iUQnI,2026-07-13,na,mapped_not_fetched,,2529,videos,title_mdy
2020-05-05,Cottonwood Heights city council meeting: 5/5/20 (ASR transcript),Council,https://www.youtube.com/watch?v=9i-OX3QsNC4,9i-OX3QsNC4,asr,https://www.youtube.com/watch?v=9i-OX3QsNC4,2026-07-13,na,mapped_not_fetched,,6327,videos,title_mdy
2020-05-19,Cottonwood Heights city council business meeting: 5/19/2020 (ASR transcript),Council,https://www.youtube.com/watch?v=zLISkKtzsmM,zLISkKtzsmM,asr,https://www.youtube.com/watch?v=zLISkKtzsmM,2026-07-13,na,mapped_not_fetched,,3663,videos,title_mdy
2020-05-19,Cottonwood Heights city council work session: 5/19/2020 (ASR transcript),Council,https://www.youtube.com/watch?v=1kYTD2O1cR4,1kYTD2O1cR4,asr,https://www.youtube.com/watch?v=1kYTD2O1cR4,2026-07-13,na,mapped_not_fetched,,4367,videos,title_mdy
2020-06-02,Cottonwood Heights city council meeting: 6/2/2020 (ASR transcript),Council,https://www.youtube.com/watch?v=fwd0v6LHAhI,fwd0v6LHAhI,asr,https://www.youtube.com/watch?v=fwd0v6LHAhI,2026-07-13,na,mapped_not_fetched,,2986,videos,title_mdy
2020-06-16,Cottonwood Heights city council business meeting: 6-16-20 (ASR transcript),Council,https://www.youtube.com/watch?v=yo-j-lU-uzU,yo-j-lU-uzU,asr,https://www.youtube.com/watch?v=yo-j-lU-uzU,2026-07-13,na,mapped_not_fetched,,8747,videos,title_mdy
2020-06-16,Cottonwood Heights city council work session: 6/16/20 (ASR transcript),Council,https://www.youtube.com/watch?v=H2tELNG6-Ak,H2tELNG6-Ak,asr,https://www.youtube.com/watch?v=H2tELNG6-Ak,2026-07-13,na,mapped_not_fetched,,3758,videos,title_mdy
2020-07-07,"Cottonwood Heights City Council Business Meeting July 7, 2020 (Zoom Video) (ASR transcript)",Council,https://www.youtube.com/watch?v=4zoVRvrgBfA,4zoVRvrgBfA,asr,https://www.youtube.com/watch?v=4zoVRvrgBfA,2026-07-13,na,mapped_not_fetched,,9269,videos,title_monthname
2020-07-07,"Cottonwood Heights City Council Work Session July 7, 2020 (Zoom Video) (ASR transcript)",Council,https://www.youtube.com/watch?v=bfQK7zzn8wM,bfQK7zzn8wM,asr,https://www.youtube.com/watch?v=bfQK7zzn8wM,2026-07-13,caption,"yt-dlp --write-auto-sub (YouTube ASR auto-captions), cleaned to text/",raw/2020-07-07_bfQK7zzn8wM.en.vtt,7008,videos,title_monthname
2020-07-07,Cottonwood Heights city council work session reconvened: 7/7/20 (ASR transcript),Council,https://www.youtube.com/watch?v=HKMjc8RtqC0,HKMjc8RtqC0,asr,https://www.youtube.com/watch?v=HKMjc8RtqC0,2026-07-13,na,mapped_not_fetched,,307,videos,title_mdy
2020-07-21,Cottonwood Heights city council meeting: 7-21-20 (ASR transcript),Council,https://www.youtube.com/watch?v=bWt8julhgDo,bWt8julhgDo,asr,https://www.youtube.com/watch?v=bWt8julhgDo,2026-07-13,na,mapped_not_fetched,,3673,videos,title_mdy
2020-07-21,Cottonwood Heights city council work session: 7/21/20 (ASR transcript),Council,https://www.youtube.com/watch?v=b8MNzKoS7RM,b8MNzKoS7RM,asr,https://www.youtube.com/watch?v=b8MNzKoS7RM,2026-07-13,na,mapped_not_fetched,,5128,videos,title_mdy
2020-08-04,Cottonwood Heights city council business meeting: 8/4/2020 (ASR transcript),Council,https://www.youtube.com/watch?v=9SmUbzlzofE,9SmUbzlzofE,asr,https://www.youtube.com/watch?v=9SmUbzlzofE,2026-07-13,na,mapped_not_fetched,,7682,videos,title_mdy
2020-08-04,Cottonwood Heights city council work session: 8/4/2020 (ASR transcript),Council,https://www.youtube.com/watch?v=QDovbwmZAHw,QDovbwmZAHw,asr,https://www.youtube.com/watch?v=QDovbwmZAHw,2026-07-13,na,mapped_not_fetched,,5180,videos,title_mdy
2020-08-18,Cottonwood Heights city council business meeting: 8/18/20 (ASR transcript),Council,https://www.youtube.com/watch?v=Zhg6IgYISc8,Zhg6IgYISc8,asr,https://www.youtube.com/watch?v=Zhg6IgYISc8,2026-07-13,na,mapped_not_fetched,,3838,videos,title_mdy
2020-08-18,Cottonwood Heights city council work session: 8/18/20 (ASR transcript),Council,https://www.youtube.com/watch?v=HztvlxZye_s,HztvlxZye_s,asr,https://www.youtube.com/watch?v=HztvlxZye_s,2026-07-13,na,mapped_not_fetched,,5177,videos,title_mdy
2020-09-01,Cottonwood Heights city council business meeting: 9/1/2020 (ASR transcript),Council,https://www.youtube.com/watch?v=P30he1b8blA,P30he1b8blA,asr,https://www.youtube.com/watch?v=P30he1b8blA,2026-07-13,na,mapped_not_fetched,,5305,videos,title_mdy
2020-09-01,Cottonwood Heights city council work session: 9/1/20 (ASR transcript),Council,https://www.youtube.com/watch?v=QIkq2O5CLjU,QIkq2O5CLjU,asr,https://www.youtube.com/watch?v=QIkq2O5CLjU,2026-07-13,na,mapped_not_fetched,,6679,videos,title_mdy
2020-09-15,Cottonwood Heights City Council Business Meeting 9-15-2020 (ASR transcript),Council,https://www.youtube.com/watch?v=-B4gBnJ4AiM,-B4gBnJ4AiM,asr,https://www.youtube.com/watch?v=-B4gBnJ4AiM,2026-07-13,na,mapped_not_fetched,,8009,videos,title_mdy
2020-09-15,Cottonwood Heights city council work session: 9/15/2020 (ASR transcript),Council,https://www.youtube.com/watch?v=iYMVd-FOf-M,iYMVd-FOf-M,asr,https://www.youtube.com/watch?v=iYMVd-FOf-M,2026-07-13,na,mapped_not_fetched,,7114,videos,title_mdy
2020-10-06,Cottonwood Heights city council business meeting: 10/6/2020 (ASR transcript),Council,https://www.youtube.com/watch?v=qG5h73_zMCo,qG5h73_zMCo,asr,https://www.youtube.com/watch?v=qG5h73_zMCo,2026-07-13,na,mapped_not_fetched,,3855,videos,title_mdy
2020-10-06,Cottonwood Heights city council work session: 10/6/2020 (ASR transcript),Council,https://www.youtube.com/watch?v=pdS5CGo1MLM,pdS5CGo1MLM,asr,https://www.youtube.com/watch?v=pdS5CGo1MLM,2026-07-13,na,mapped_not_fetched,,5895,videos,title_mdy
2020-10-20,Cottonwood Heights Community Development & Renewal Agency business meeting: 10/20/2020 (ASR transcript),CDRA,https://www.youtube.com/watch?v=0Z-sTx3qG_k,0Z-sTx3qG_k,asr,https://www.youtube.com/watch?v=0Z-sTx3qG_k,2026-07-13,caption,"yt-dlp --write-auto-sub (YouTube ASR auto-captions), cleaned to text/",raw/2020-10-20_0Z-sTx3qG_k.en.vtt,790,videos,title_mdy
2020-10-20,Cottonwood Heights city council business meeting: 10/20/2020 (ASR transcript),Council,https://www.youtube.com/watch?v=N7pKjo2fDqU,N7pKjo2fDqU,asr,https://www.youtube.com/watch?v=N7pKjo2fDqU,2026-07-13,na,mapped_not_fetched,,2931,videos,title_mdy
2020-10-20,Cottonwood Heights city council work session: 10/20/2020 (ASR transcript),Council,https://www.youtube.com/watch?v=vnfm_qOxWRY,vnfm_qOxWRY,asr,https://www.youtube.com/watch?v=vnfm_qOxWRY,2026-07-13,na,mapped_not_fetched,,6154,videos,title_mdy
2020-10-27,Cottonwood Heights city council special work session: 10/27/2020 (ASR transcript),Council,https://www.youtube.com/watch?v=BoCIN2GXz94,BoCIN2GXz94,asr,https://www.youtube.com/watch?v=BoCIN2GXz94,2026-07-13,na,mapped_not_fetched,,486,videos,title_mdy
