date,date_source,body,is_meeting,video_id,video_url,title,duration_sec,tab
2026-03-03,title_iso,Council,yes,ER-_6l0c-bo,https://www.youtube.com/watch?v=ER-_6l0c-bo,2026-03-03 Council Business Meeting,742,streams
2026-03-03,title_iso,Council,yes,8rL-KYXjFmM,https://www.youtube.com/watch?v=8rL-KYXjFmM,2026-03-03 Council Work Session,10946,streams
2026-02-17,title_iso,Council,yes,6S9B0tv--Xc,https://www.youtube.com/watch?v=6S9B0tv--Xc,2026-02-17 Council Business Session,3745,streams
2026-02-17,title_iso,Council,yes,6sMX-0iPVIw,https://www.youtube.com/watch?v=6sMX-0iPVIw,2026-02-17 Council Work Session,10467,streams
2025-02-04,title_iso,PlanningCommission,yes,uku31axIe3c,https://www.youtube.com/watch?v=uku31axIe3c,2025-02-04 Planning Commission Business Session,6361,streams
2025-02-04,title_iso,PlanningCommission,yes,OjBd7_PubKI,https://www.youtube.com/watch?v=OjBd7_PubKI,2025-02-04 Planning Commission Work Session,4511,streams
2026-02-02,title_iso,Council,yes,_973uiV-irI,https://www.youtube.com/watch?v=_973uiV-irI,2026-02-02 Council Work Session,7840,streams
2025-01-21,title_iso,PlanningCommission,yes,gvAsqLoMel0,https://www.youtube.com/watch?v=gvAsqLoMel0,2025-01-21 Planning Commission Business Session,7703,streams
2026-01-21,title_iso,PlanningCommission,yes,zjXUXQCkjG8,https://www.youtube.com/watch?v=zjXUXQCkjG8,2026-01-21 Planning Commission Work Session,3949,streams
2026-01-20,title_iso,Council,yes,4JK0V6AAJBw,https://www.youtube.com/watch?v=4JK0V6AAJBw,2026-01-20 Council Business Session,2322,streams
2026-01-20,title_iso,CDRA,yes,wf2QELff9L4,https://www.youtube.com/watch?v=wf2QELff9L4,2026-01-20 CDRA,1035,streams
2026-01-20,title_iso,Council,yes,7kma3jra6ys,https://www.youtube.com/watch?v=7kma3jra6ys,2026-01-20 Council Work Session,9303,streams
2026-01-14,title_iso,NonMeeting,no,o8P-Om830GI,https://www.youtube.com/watch?v=o8P-Om830GI,2026-01-14 CED Appeals Hearing,1411,streams
2026-01-07,title_iso,NonMeeting,no,4iGr99VpdwI,https://www.youtube.com/watch?v=4iGr99VpdwI,2026-01-07 Administrative Hearing,1285,streams
2026-01-06,title_iso,Council,yes,x_MeGSx1rFU,https://www.youtube.com/watch?v=x_MeGSx1rFU,2026-01-06 Council Work Session,8383,streams
2026-01-05,title_iso,NonMeeting,no,6T9nIu5jNP4,https://www.youtube.com/watch?v=6T9nIu5jNP4,2026-01-05 Cottonwood Heights Oath of Office,3198,streams
2025-12-18,title_iso,ARC,yes,3X1fViwss48,https://www.youtube.com/watch?v=3X1fViwss48,2025-12-18 Architectural Review Commission,2455,streams
2025-12-16,title_iso,Council,yes,MPrg81jm7oA,https://www.youtube.com/watch?v=MPrg81jm7oA,2025-12-16 Council Business Session,4318,streams
2025-12-16,title_iso,CDRA,yes,o2NUE7StOv0,https://www.youtube.com/watch?v=o2NUE7StOv0,2025-12-16 CDRA,1683,streams
2025-12-16,title_iso,Council,yes,t2GX9M6DnuI,https://www.youtube.com/watch?v=t2GX9M6DnuI,2025-12-16 Council Work Session,6367,streams
2025-12-15,title_iso,PlanningCommission,yes,eJEhIrLd3yw,https://www.youtube.com/watch?v=eJEhIrLd3yw,2025-12-15 Planning Commission Business Session,1577,streams
2025-12-03,title_iso,PlanningCommission,yes,yPfLJ5J_z8E,https://www.youtube.com/watch?v=yPfLJ5J_z8E,2025-12-03 Planning Commission Business Session,2064,streams
2025-12-03,title_iso,PlanningCommission,yes,6-41qxsNtmA,https://www.youtube.com/watch?v=6-41qxsNtmA,2025-12-03 Planning Commission Work Session,4329,streams
2025-12-03,title_iso,NonMeeting,no,AR_bquxXKCs,https://www.youtube.com/watch?v=AR_bquxXKCs,2025-12-03 Administrative Hearing,630,streams
2025-12-02,title_iso,Council,yes,hVZkWe4HFhU,https://www.youtube.com/watch?v=hVZkWe4HFhU,2025-12-02 Council Business Meeting,755,streams
2025-12-02,title_iso,Council,yes,WP_-sbqnasI,https://www.youtube.com/watch?v=WP_-sbqnasI,Council Work Session 2025-12-02,7537,streams
2025-11-18,title_iso,Council,yes,cEX_TxU5unE,https://www.youtube.com/watch?v=cEX_TxU5unE,2025-11-18 Council Business Session 2,431,streams
2025-11-18,title_iso,Council,yes,AqHNTZ9LYYo,https://www.youtube.com/watch?v=AqHNTZ9LYYo,2025-11-18 Council Business Session,1527,streams
2025-11-18,title_iso,Council,yes,z046xsw-dAc,https://www.youtube.com/watch?v=z046xsw-dAc,2025-11-18 Council Work Session,5699,streams
2025-11-13,title_iso,NonMeeting,no,23QUuWUb41s,https://www.youtube.com/watch?v=23QUuWUb41s,2025-11-13 Appeals Hearing,1151,streams
2025-11-05,title_iso,PlanningCommission,yes,KM92QwXdKGE,https://www.youtube.com/watch?v=KM92QwXdKGE,2025-11-05 Planning Commission Business Session,1580,streams
2025-11-05,title_iso,PlanningCommission,yes,6HgtFrk0yog,https://www.youtube.com/watch?v=6HgtFrk0yog,2025-11-05 Planning Commission Work Session,4855,streams
2025-11-05,title_iso,NonMeeting,no,fBdw-amTRnE,https://www.youtube.com/watch?v=fBdw-amTRnE,2025-11-05 Administrative Hearing,2516,streams
2025-10-25,title_iso,Council,yes,YG8prSxbP3Q,https://www.youtube.com/watch?v=YG8prSxbP3Q,2025-10-25 Council Business Session,5256,streams
2025-10-21,title_iso,Joint,yes,Q3A4xB_o0Zs,https://www.youtube.com/watch?v=Q3A4xB_o0Zs,2025-10-21 Joint Council & Planning Commission Work Session,8476,streams
2025-10-07,title_iso,Council,yes,847zUMpIQBI,https://www.youtube.com/watch?v=847zUMpIQBI,2025-10-07 Council Business Meeting,1919,streams
2025-10-07,title_iso,CDRA,yes,ZUkNG37RUcQ,https://www.youtube.com/watch?v=ZUkNG37RUcQ,2025-10-07 CDRA,221,streams
2025-10-07,title_iso,Council,yes,5phkVXij5cs,https://www.youtube.com/watch?v=5phkVXij5cs,2025-10-07 Council Work Session,7909,streams
2025-10-01,title_iso,PlanningCommission,yes,2GSxftzc_hc,https://www.youtube.com/watch?v=2GSxftzc_hc,2025-10-01 Planning Commission Business Session,3824,streams
2025-10-01,title_iso,PlanningCommission,yes,4FpSAne84f4,https://www.youtube.com/watch?v=4FpSAne84f4,2025-10-01 Planning Commission Work Session,4093,streams
2025-10-01,title_iso,NonMeeting,no,sQlALwd69E8,https://www.youtube.com/watch?v=sQlALwd69E8,2025-10-01 Administrative Hearing,1703,streams
2025-09-16,title_iso,Council,yes,l_GjoW4UtWs,https://www.youtube.com/watch?v=l_GjoW4UtWs,2025-09-16 Council Business Session,2139,streams
2025-09-16,title_iso,Council,yes,CHl4X0xLsCA,https://www.youtube.com/watch?v=CHl4X0xLsCA,2025-09-16 Council Work Session,9357,streams
2025-09-11,title_iso,NonMeeting,no,1vR0IyfIcEE,https://www.youtube.com/watch?v=1vR0IyfIcEE,2025-09-11 Appeals Hearing,1446,streams
2025-09-03,title_iso,PlanningCommission,yes,wkU99ZFsuKo,https://www.youtube.com/watch?v=wkU99ZFsuKo,2025-09-03 Planning Commission Business Session,165,streams
2025-09-03,title_iso,PlanningCommission,yes,BZoEGsWPr9U,https://www.youtube.com/watch?v=BZoEGsWPr9U,2025-09-03 Planning Commission Work Session,4005,streams
2025-09-02,title_iso,Council,yes,SmG1RBK61KE,https://www.youtube.com/watch?v=SmG1RBK61KE,2025-09-02 Council Business Meeting,919,streams
2025-09-02,title_iso,Council,yes,GoqcNcBIKIM,https://www.youtube.com/watch?v=GoqcNcBIKIM,2025-09-02 Council Work Session,6722,streams
2025-08-28,title_iso,ARC,yes,G3qdEZLwL98,https://www.youtube.com/watch?v=G3qdEZLwL98,2025-08-28 Architectural Review Commission,4930,streams
2025-08-19,title_iso,Council,yes,QlwQONbweCk,https://www.youtube.com/watch?v=QlwQONbweCk,2025-08-19 Council Business Session,3763,streams
2025-08-19,title_iso,Council,yes,F4gfiEgJHDs,https://www.youtube.com/watch?v=F4gfiEgJHDs,2025-08-19 Council Work Session,7371,streams
2025-08-06,title_iso,PlanningCommission,yes,1-XgiQu3i7o,https://www.youtube.com/watch?v=1-XgiQu3i7o,2025-08-06 Planning Commission Business Session,2286,streams
2025-08-06,title_iso,PlanningCommission,yes,33kfEJFD8bs,https://www.youtube.com/watch?v=33kfEJFD8bs,2025-08-06 Planning Commission Work Session,3817,streams
2025-08-06,title_iso,NonMeeting,no,alkhVB9ebRA,https://www.youtube.com/watch?v=alkhVB9ebRA,2025-08-06 Administrative Hearing,1120,streams
,,Other,no,-erqGinHTgc,https://www.youtube.com/watch?v=-erqGinHTgc,Council Business Meeting: 1st Tue 7PM,1551,streams
2025-08-05,title_iso,Council,yes,PgDD2yE5qwE,https://www.youtube.com/watch?v=PgDD2yE5qwE,2025-08-05 Council Work Session,10210,streams
2025-07-16,title_iso,PlanningCommission,yes,RL5mzAfMvoo,https://www.youtube.com/watch?v=RL5mzAfMvoo,2025-07-16 Planning Commission Business Session,5475,streams
2025-07-16,title_iso,PlanningCommission,yes,e4wnrLvCqvk,https://www.youtube.com/watch?v=e4wnrLvCqvk,2025-07-16 Planning Commission Work Session,4227,streams
2025-07-15,title_iso,Council,yes,a-7Hwy1Qx4w,https://www.youtube.com/watch?v=a-7Hwy1Qx4w,2025-07-15 Council Business Session,5237,streams
2025-07-15,title_iso,Council,yes,Kll5stbX8gA,https://www.youtube.com/watch?v=Kll5stbX8gA,2025-07-15 Council Work Session,8208,streams
2025-07-10,title_iso,NonMeeting,no,Z9DHu8-l_sw,https://www.youtube.com/watch?v=Z9DHu8-l_sw,2025-07-10 Appeals Hearing,1233,streams
2025-07-01,title_iso,Council,yes,gg8BfjtugDE,https://www.youtube.com/watch?v=gg8BfjtugDE,2025-07-01 Council Business Meeting,2221,streams
2025-07-01,title_iso,Council,yes,rSmijyCfIXY,https://www.youtube.com/watch?v=rSmijyCfIXY,2025-07-01 Council Work Session,9099,streams
2025-06-17,title_iso,Council,yes,rVAfUdcRlqw,https://www.youtube.com/watch?v=rVAfUdcRlqw,2025-06-17 Council Business Session,2892,streams
2025-06-17,title_iso,Council,yes,UfQ_Qe0cAL8,https://www.youtube.com/watch?v=UfQ_Qe0cAL8,2025-06-17 Council Work Session,11238,streams
2025-06-04,title_iso,PlanningCommission,yes,OmLRoQYV6Zk,https://www.youtube.com/watch?v=OmLRoQYV6Zk,2025-06-04 Planning Commission Business Session,2794,streams
2025-06-04,title_iso,PlanningCommission,yes,1d_NA3MHKWc,https://www.youtube.com/watch?v=1d_NA3MHKWc,2025-06-04 Planning Commission Work Session,4550,streams
2025-06-04,title_iso,NonMeeting,no,0DpHltKewTo,https://www.youtube.com/watch?v=0DpHltKewTo,2025-06-04 Administrative Hearing,1188,streams
2025-06-03,title_iso,Council,yes,JJgluPGxvEA,https://www.youtube.com/watch?v=JJgluPGxvEA,2025-06-03 Council Business Meeting,1846,streams
2025-06-03,title_iso,Council,yes,En93toGIuhk,https://www.youtube.com/watch?v=En93toGIuhk,2025-06-03 Council Work Session,8088,streams
2025-05-20,title_iso,Council,yes,Jw0Z_S2kOJc,https://www.youtube.com/watch?v=Jw0Z_S2kOJc,2025-05-20 Council Business Session,5868,streams
2025-05-20,title_iso,Council,yes,F9hEEbbZNzo,https://www.youtube.com/watch?v=F9hEEbbZNzo,2025-05-20 Council Work Session,10304,streams
2025-05-07,title_iso,PlanningCommission,yes,jDaFaP-0rFQ,https://www.youtube.com/watch?v=jDaFaP-0rFQ,2025-05-07 Planning Commission Business Session,4276,streams
2025-05-07,title_iso,PlanningCommission,yes,EWZAy-dXPv8,https://www.youtube.com/watch?v=EWZAy-dXPv8,2025-05-07 Planning Commission Work Session,4729,streams
2025-05-06,title_iso,CDRA,yes,loPgJxZKgbY,https://www.youtube.com/watch?v=loPgJxZKgbY,2025-05-06 CDRA & Council Business Meeting,1368,streams
2025-05-06,title_iso,Council,yes,kFLfgaZhSiM,https://www.youtube.com/watch?v=kFLfgaZhSiM,2025-05-06 Council Work Session,9058,streams
2025-04-24,title_iso,ARC,yes,2dz0fZ4YdHg,https://www.youtube.com/watch?v=2dz0fZ4YdHg,2025-04-24 Architectural Review Commission,7930,streams
2025-04-16,title_iso,PlanningCommission,yes,B9t4ozoK4p4,https://www.youtube.com/watch?v=B9t4ozoK4p4,2025-04-16 Planning Commission Business Session,609,streams
2025-04-16,title_iso,PlanningCommission,yes,va6YLo66Lxk,https://www.youtube.com/watch?v=va6YLo66Lxk,2025-04-16 Planning Commission Work Session,4003,streams
2025-04-15,title_iso,Council,yes,QVTRGeKO6x4,https://www.youtube.com/watch?v=QVTRGeKO6x4,2025-04-15 Council Business Session,5748,streams
2025-04-15,title_iso,Council,yes,aF_0qBe4A4I,https://www.youtube.com/watch?v=aF_0qBe4A4I,2025-04-15 Council Work Session,10304,streams
2025-04-02,title_iso,NonMeeting,no,9DM3oM49eTo,https://www.youtube.com/watch?v=9DM3oM49eTo,2025-04-02 Administrative Hearing,352,streams
2025-04-01,title_iso,Council,yes,AJpB7TbCpJ8,https://www.youtube.com/watch?v=AJpB7TbCpJ8,2025-04-01 Council Business Meeting,1461,streams
2025-04-01,title_iso,Council,yes,XM-1af6njBw,https://www.youtube.com/watch?v=XM-1af6njBw,2025-04-01 Council Work Session,6492,streams
2025-03-27,title_iso,ARC,yes,W7qBbVfYZjg,https://www.youtube.com/watch?v=W7qBbVfYZjg,2025-03-27 Architectural Review Commission Meeting,5822,streams
2025-03-18,title_iso,Council,yes,1xQRIGHUZD8,https://www.youtube.com/watch?v=1xQRIGHUZD8,2025-03-18 Council Business Session,1283,streams
2025-03-18,title_iso,Council,yes,Eyd9dUIwe5Y,https://www.youtube.com/watch?v=Eyd9dUIwe5Y,2025-03-18 Council Work Session,7728,streams
2025-03-13,title_iso,NonMeeting,no,31tKipdFzuU,https://www.youtube.com/watch?v=31tKipdFzuU,2025-03-13 Appeals Hearing,1932,streams
2025-03-05,title_iso,PlanningCommission,yes,dOh7OtHraJ0,https://www.youtube.com/watch?v=dOh7OtHraJ0,2025-03-05 Planning Commission Business Session,850,streams
2025-03-05,title_iso,PlanningCommission,yes,lhwQHOHjCvA,https://www.youtube.com/watch?v=lhwQHOHjCvA,2025-03-05 Planning Commission Work Session,4201,streams
2025-03-04,title_iso,Council,yes,leDil4XqDQo,https://www.youtube.com/watch?v=leDil4XqDQo,2025-03-04 Council Business Meeting,2096,streams
2025-03-04,title_iso,Council,yes,d9o_bL3GwjU,https://www.youtube.com/watch?v=d9o_bL3GwjU,2025-03-04 Council Work Session,9661,streams
2025-02-18,title_iso,CDRA,yes,KI-RHJq457Q,https://www.youtube.com/watch?v=KI-RHJq457Q,2025-02-18 CDRA and Council Business Session,4956,streams
2025-02-18,title_iso,Council,yes,MElo9zNkfFQ,https://www.youtube.com/watch?v=MElo9zNkfFQ,2025-02-18 Council Work Session,7528,streams
2025-02-05,title_iso,PlanningCommission,yes,VYyeySWtwrk,https://www.youtube.com/watch?v=VYyeySWtwrk,2025-02-05 Planning Commission Business Session,8754,streams
2025-02-05,title_iso,PlanningCommission,yes,TL9s0xa4LCo,https://www.youtube.com/watch?v=TL9s0xa4LCo,2025-02-05 Planning Commission Work Session,4748,streams
2025-02-04,title_iso,Council,yes,hLm8mCKBNiE,https://www.youtube.com/watch?v=hLm8mCKBNiE,2025-02-04 Council Business Meeting,1532,streams
2025-02-04,title_iso,Council,yes,4r7As_NkWvI,https://www.youtube.com/watch?v=4r7As_NkWvI,2025-02-04 Council Work Session,10959,streams
2025-01-22,title_mdy,PlanningCommission,yes,cNzStFKZBAk,https://www.youtube.com/watch?v=cNzStFKZBAk,1/22/25-Planning Commission Business Session: 3rd Wed. 6pm,9535,streams
2025-01-22,title_mdy,PlanningCommission,yes,6oY9WXHCqsQ,https://www.youtube.com/watch?v=6oY9WXHCqsQ,1/22/25-Planning Commission Work Session: 3rd Wed. 5pm,3979,streams
2025-01-21,title_mdy,Council,yes,M1I6tuJlGKY,https://www.youtube.com/watch?v=M1I6tuJlGKY,Council Business Session: 1/21/2025,5224,streams
2025-01-21,title_mdy,Council,yes,RbPPq0fYcXM,https://www.youtube.com/watch?v=RbPPq0fYcXM,Council Work Session: 01/21/2025,6196,streams
,,NonMeeting,no,t1GaLkEIxwM,https://www.youtube.com/watch?v=t1GaLkEIxwM,Appeals Hearing,1317,streams
2025-01-08,title_mdy,PlanningCommission,yes,EwrR7HDavPk,https://www.youtube.com/watch?v=EwrR7HDavPk,1/8/2025 - Planning Commission Business Session: 1st Wed. 6pm,5009,streams
2025-01-08,title_mdy,PlanningCommission,yes,k6d_Kr1o4vg,https://www.youtube.com/watch?v=k6d_Kr1o4vg,1/8/2025 - Planning Commission Work Session: 1st Wed. 5pm,3851,streams
,,NonMeeting,no,65sb90GhJZI,https://www.youtube.com/watch?v=65sb90GhJZI,Administrative Hearing: 12pm Wednesdays,1357,streams
2025-01-07,title_mdy,Council,yes,FFHmCquwpcU,https://www.youtube.com/watch?v=FFHmCquwpcU,Council Business Meeting: 01/07/2025,1107,streams
2025-01-07,title_mdy,CDRA,yes,_ZwSw1jrpeQ,https://www.youtube.com/watch?v=_ZwSw1jrpeQ,Cottonwood Heights's CDRA: 01/07/2025,919,streams
2025-01-07,title_mdy,Council,yes,5_T1_iWSIUg,https://www.youtube.com/watch?v=5_T1_iWSIUg,Council Work Session: 1/7/2025,7404,streams
2024-12-17,title_mdy,Council,yes,Ex60k0OAyjc,https://www.youtube.com/watch?v=Ex60k0OAyjc,CWH Council Business Meeting: 12/17/2024,5094,streams
2024-12-17,title_mdy,NonMeeting,no,nZ5ibpvO3bQ,https://www.youtube.com/watch?v=nZ5ibpvO3bQ,Cottonwood Heights's Zoom Meeting: 12/17/2024,1173,streams
2024-12-17,title_mdy,Council,yes,0XxlXkYtpy0,https://www.youtube.com/watch?v=0XxlXkYtpy0,CWH Council Work Session: 12/17/2024,6659,streams
,,Other,no,WiS3Eh_4LZs,https://www.youtube.com/watch?v=WiS3Eh_4LZs,CH Planning Commission Business Session - 1st Wednesday 6pm,792,streams
,,Other,no,AIb5J9jiexA,https://www.youtube.com/watch?v=AIb5J9jiexA,CH Planning Commission Work Session - 1st Wed 5pm,3671,streams
,,NonMeeting,no,mqQZBnRjQWo,https://www.youtube.com/watch?v=mqQZBnRjQWo,Administrative Hearing: 12pm Wednesdays,1118,streams
2024-12-03,title_mdy,Council,yes,ebFbw5jCgz0,https://www.youtube.com/watch?v=ebFbw5jCgz0,CWH Council Business Meeting: 12/03/2024,1356,streams
2024-12-03,title_mdy,Council,yes,bO2dOGnZlAo,https://www.youtube.com/watch?v=bO2dOGnZlAo,CWH Council Work Session: 12/03/24,9468,streams
,,Other,no,l_XMaZ1EkZY,https://www.youtube.com/watch?v=l_XMaZ1EkZY,CWH Council Business Meeting: 3rd Tues 7PM,4338,streams
2024-11-19,title_mdy,NonMeeting,no,fAsgfSwBXKU,https://www.youtube.com/watch?v=fAsgfSwBXKU,Cottonwood Heights's Zoom Meeting: 11/19/2024,3234,streams
2024-11-19,title_mdy,Council,yes,BevFiBOJFWw,https://www.youtube.com/watch?v=BevFiBOJFWw,CWH Council Work Session: 11/19/2024,5247,streams
2024-11-19,title_mdy,Council,yes,fYUeJc8ZF4E,https://www.youtube.com/watch?v=fYUeJc8ZF4E,CWH Council Work Session: 11/19/2024,1125,streams
2024-11-12,title_mdy,Council,yes,YkcT98rZgWM,https://www.youtube.com/watch?v=YkcT98rZgWM,CWH Council Business Meeting: 11/12/2024,1167,streams
2024-11-12,title_mdy,Council,yes,NKA7MjO_6PU,https://www.youtube.com/watch?v=NKA7MjO_6PU,CWH Council Work Session: 11/12/2024,7235,streams
2024-11-07,title_mdy,ARC,yes,E5KUw9TGIaM,https://www.youtube.com/watch?v=E5KUw9TGIaM,CH Architectural Review Commission - 11/7/2024,4462,streams
,,Other,no,BJilW5gEtpA,https://www.youtube.com/watch?v=BJilW5gEtpA,CH Planning Commission Business Session - 1st Wednesday 6pm,1357,streams
,,Other,no,0B1q7vs0JLA,https://www.youtube.com/watch?v=0B1q7vs0JLA,CH Planning Commission Work Session - 1st Wed 5pm,4567,streams
2024-10-29,title_mdy,Joint,yes,uMXTzuIPqp4,https://www.youtube.com/watch?v=uMXTzuIPqp4,CH Joint Council and Planning Commission Work Session: 10/29/2024,8166,streams
,,Other,no,ca-xkv7dm0U,https://www.youtube.com/watch?v=ca-xkv7dm0U,CH Planning Commission Business Session - 3rd Wednesday 6pm,2981,streams
,,Other,no,LhGh0-CQgNU,https://www.youtube.com/watch?v=LhGh0-CQgNU,CH Planning Commission Work Session - 3rd Wednesday 5pm,4579,streams
2024-10-16,title_mdy,Council,yes,BUzVivtUjfE,https://www.youtube.com/watch?v=BUzVivtUjfE,CWH Council Business Meeting: 10/16/2024,2276,streams
2024-10-16,title_mdy,Council,yes,e4iB8nO9ZDk,https://www.youtube.com/watch?v=e4iB8nO9ZDk,CWH Council Work Session: 10/16/2024,13961,streams
,,Other,no,K-pIT4DO4uc,https://www.youtube.com/watch?v=K-pIT4DO4uc,CH Planning Commission Business Session - 1st Wednesday 6pm,2192,streams
,,Other,no,C5BjEOsQCs4,https://www.youtube.com/watch?v=C5BjEOsQCs4,CH Planning Commission Work Session - 1st Wed 5pm,2025,streams
2024-10-01,title_mdy,Council,yes,LunNXZGMaIk,https://www.youtube.com/watch?v=LunNXZGMaIk,CWH Council Business Meeting: 10/01/2024,2197,streams
2024-10-01,title_mdy,Council,yes,CwvvSamYUwM,https://www.youtube.com/watch?v=CwvvSamYUwM,CWH Council Work Session: 10/01/2024,8722,streams
2024-09-17,title_mdy,Council,yes,Obwd77HqbDs,https://www.youtube.com/watch?v=Obwd77HqbDs,CWH Council Business Meeting: 09/17/2024,4410,streams
2024-09-17,title_mdy,CDRA,yes,M7a4dMqlmnw,https://www.youtube.com/watch?v=M7a4dMqlmnw,Cottonwood Heights's CDRA: 09/17/2024,828,streams
2024-09-17,title_mdy,Council,yes,zGH2UJEvTBI,https://www.youtube.com/watch?v=zGH2UJEvTBI,CWH Council Work Session: 09/17/2024,9709,streams
2024-09-10,title_mdy,Council,yes,2xqzK4PoLy0,https://www.youtube.com/watch?v=2xqzK4PoLy0,CWH Council Business Meeting: 9/10/2024,2157,streams
2024-09-10,title_mdy,CDRA,yes,sUC_xKyuCYw,https://www.youtube.com/watch?v=sUC_xKyuCYw,CDRA Business Meeting: 09/10/2024,318,streams
2024-09-10,title_mdy,Council,yes,dWzVFRh9jwQ,https://www.youtube.com/watch?v=dWzVFRh9jwQ,CWH Council Work Session: 9/10/2024,7985,streams
,,Other,no,SQXDXI9HXpY,https://www.youtube.com/watch?v=SQXDXI9HXpY,CH Planning Commission Business Session - 1st Wednesday 6pm,2884,streams
,,Other,no,7ATIiprd_AI,https://www.youtube.com/watch?v=7ATIiprd_AI,CH Planning Commission Work Session - 1st Wed 5pm,3414,streams
2024-08-20,title_mdy,Council,yes,QFszh6w55NQ,https://www.youtube.com/watch?v=QFszh6w55NQ,CWH Council Business Meeting: 08/20/24,3255,streams
