meeting_date,body,meeting_type,source_file,provenance
2017-09-26,Board of Commissioners,regular,legislative/minutes/2017/2017-09-26_commission.md,county_portal
2017-10-03,Board of Commissioners,regular,legislative/minutes/2017/2017-10-03_commission.md,county_portal
2017-10-10,Board of Commissioners,regular,legislative/minutes/2017/2017-10-10_commission.md,county_portal
2017-10-17,Board of Commissioners,regular,legislative/minutes/2017/2017-10-17_commission.md,county_portal
2017-10-24,Board of Commissioners,regular,legislative/minutes/2017/2017-10-24_commission.md,county_portal
2017-10-31,Board of Commissioners,regular,legislative/minutes/2017/2017-10-31_commission.md,county_portal
2017-11-07,Board of Commissioners,regular,legislative/minutes/2017/2017-11-07_commission.md,county_portal
2017-11-14,Board of Commissioners,regular,legislative/minutes/2017/2017-11-14_commission.md,county_portal
2017-11-21,Board of Commissioners,regular,legislative/minutes/2017/2017-11-21_commission.md,county_portal
2017-11-28,Board of Commissioners,regular,legislative/minutes/2017/2017-11-28_commission.md,county_portal
2017-12-05,Board of Commissioners,regular,legislative/minutes/2017/2017-12-05_commission.md,county_portal
2017-12-12,Board of Commissioners,regular,legislative/minutes/2017/2017-12-12_commission.md,county_portal
2017-12-19,Board of Commissioners,regular,legislative/minutes/2017/2017-12-19_commission.md,county_portal
2018-01-02,Board of Commissioners,regular,legislative/minutes/2018/2018-01-02_commission.md,county_portal
2018-01-09,Board of Commissioners,regular,legislative/minutes/2018/2018-01-09_commission.md,county_portal
2018-01-16,Board of Commissioners,regular,legislative/minutes/2018/2018-01-16_commission.md,county_portal
2018-01-23,Board of Commissioners,regular,legislative/minutes/2018/2018-01-23_commission.md,county_portal
2018-01-30,Board of Commissioners,regular,legislative/minutes/2018/2018-01-30_commission.md,county_portal
2018-02-06,Board of Commissioners,regular,legislative/minutes/2018/2018-02-06_commission.md,county_portal
2018-02-13,Board of Commissioners,regular,legislative/minutes/2018/2018-02-13_commission.md,county_portal
2018-02-20,Board of Commissioners,regular,legislative/minutes/2018/2018-02-20_commission.md,county_portal
2018-02-27,Board of Commissioners,regular,legislative/minutes/2018/2018-02-27_commission.md,county_portal
2018-03-13,Board of Commissioners,regular,legislative/minutes/2018/2018-03-13_commission.md,county_portal
2018-03-20,Board of Commissioners,regular,legislative/minutes/2018/2018-03-20_commission.md,county_portal
2018-03-27,Board of Commissioners,regular,legislative/minutes/2018/2018-03-27_commission.md,county_portal
2018-04-03,Board of Commissioners,regular,legislative/minutes/2018/2018-04-03_commission.md,county_portal
2018-04-10,Board of Commissioners,regular,legislative/minutes/2018/2018-04-10_commission.md,county_portal
2018-04-17,Board of Commissioners,regular,legislative/minutes/2018/2018-04-17_commission.md,county_portal
2018-04-24,Board of Commissioners,regular,legislative/minutes/2018/2018-04-24_commission.md,county_portal
2018-05-01,Board of Commissioners,regular,legislative/minutes/2018/2018-05-01_commission.md,county_portal
2018-05-08,Board of Commissioners,regular,legislative/minutes/2018/2018-05-08_commission.md,county_portal
2018-05-15,Board of Commissioners,regular,legislative/minutes/2018/2018-05-15_commission.md,county_portal
2018-05-22,Board of Commissioners,regular,legislative/minutes/2018/2018-05-22_commission.md,county_portal
2018-05-29,Board of Commissioners,regular,legislative/minutes/2018/2018-05-29_commission.md,county_portal
2018-06-05,Board of Commissioners,regular,legislative/minutes/2018/2018-06-05_commission.md,county_portal
2018-06-12,Board of Commissioners,regular,legislative/minutes/2018/2018-06-12_commission.md,county_portal
2018-06-19,Board of Commissioners,regular,legislative/minutes/2018/2018-06-19_commission.md,county_portal
2018-06-26,Board of Commissioners,regular,legislative/minutes/2018/2018-06-26_commission.md,county_portal
2018-07-03,Board of Commissioners,regular,legislative/minutes/2018/2018-07-03_commission.md,county_portal
2018-07-10,Board of Commissioners,regular,legislative/minutes/2018/2018-07-10_commission.md,county_portal
2018-07-17,Board of Commissioners,regular,legislative/minutes/2018/2018-07-17_commission.md,county_portal
2018-07-31,Board of Commissioners,regular,legislative/minutes/2018/2018-07-31_commission.md,county_portal
2018-08-07,Board of Commissioners,regular,legislative/minutes/2018/2018-08-07_commission.md,county_portal
2018-08-14,Board of Commissioners,regular,legislative/minutes/2018/2018-08-14_commission.md,county_portal
2018-08-21,Board of Commissioners,regular,legislative/minutes/2018/2018-08-21_commission.md,county_portal
2018-08-28,Board of Commissioners,regular,legislative/minutes/2018/2018-08-28_commission.md,county_portal
2018-09-04,Board of Commissioners,regular,legislative/minutes/2018/2018-09-04_commission.md,county_portal
2018-09-11,Board of Commissioners,regular,legislative/minutes/2018/2018-09-11_commission.md,county_portal
2018-09-18,Board of Commissioners,regular,legislative/minutes/2018/2018-09-18_commission.md,county_portal
2018-09-25,Board of Commissioners,regular,legislative/minutes/2018/2018-09-25_commission.md,county_portal
2018-10-02,Board of Commissioners,regular,legislative/minutes/2018/2018-10-02_commission.md,county_portal
2018-10-09,Board of Commissioners,regular,legislative/minutes/2018/2018-10-09_commission.md,county_portal
2018-10-10,Board of Commissioners,work_session,legislative/minutes/2018/2018-10-10_commission.md,county_portal
2018-10-16,Board of Commissioners,regular,legislative/minutes/2018/2018-10-16_commission.md,county_portal
2018-10-23,Board of Commissioners,regular,legislative/minutes/2018/2018-10-23_commission.md,county_portal
2018-10-30,Board of Commissioners,regular,legislative/minutes/2018/2018-10-30_commission.md,county_portal
2018-11-06,Board of Commissioners,regular,legislative/minutes/2018/2018-11-06_commission.md,county_portal
2018-11-13,Board of Commissioners,regular,legislative/minutes/2018/2018-11-13_commission.md,county_portal
2018-11-20,Board of Commissioners,regular,legislative/minutes/2018/2018-11-20_commission.md,county_portal
2018-11-27,Board of Commissioners,regular,legislative/minutes/2018/2018-11-27_commission.md,county_portal
2018-12-04,Board of Commissioners,regular,legislative/minutes/2018/2018-12-04_commission.md,county_portal
2018-12-11,Board of Commissioners,regular,legislative/minutes/2018/2018-12-11_commission.md,county_portal
2018-12-18,Board of Commissioners,regular,legislative/minutes/2018/2018-12-18_commission.md,county_portal
2019-01-08,Board of Commissioners,regular,legislative/minutes/2019/2019-01-08_commission.md,county_portal
2019-01-15,Board of Commissioners,regular,legislative/minutes/2019/2019-01-15_commission.md,county_portal
2019-01-22,Board of Commissioners,regular,legislative/minutes/2019/2019-01-22_commission.md,county_portal
2019-01-29,Board of Commissioners,regular,legislative/minutes/2019/2019-01-29_commission.md,county_portal
2019-02-05,Board of Commissioners,regular,legislative/minutes/2019/2019-02-05_commission.md,county_portal
2019-02-12,Board of Commissioners,regular,legislative/minutes/2019/2019-02-12_commission.md,county_portal
2019-02-19,Board of Commissioners,regular,legislative/minutes/2019/2019-02-19_commission.md,county_portal
2019-02-26,Board of Commissioners,regular,legislative/minutes/2019/2019-02-26_commission.md,county_portal
2019-03-12,Board of Commissioners,regular,legislative/minutes/2019/2019-03-12_commission.md,county_portal
2019-03-19,Board of Commissioners,regular,legislative/minutes/2019/2019-03-19_commission.md,county_portal
2019-03-26,Board of Commissioners,regular,legislative/minutes/2019/2019-03-26_commission.md,county_portal
2019-04-02,Board of Commissioners,regular,legislative/minutes/2019/2019-04-02_commission.md,county_portal
2019-04-09,Board of Commissioners,regular,legislative/minutes/2019/2019-04-09_commission.md,county_portal
2019-04-16,Board of Commissioners,regular,legislative/minutes/2019/2019-04-16_commission.md,county_portal
2019-04-23,Board of Commissioners,regular,legislative/minutes/2019/2019-04-23_commission.md,county_portal
2019-04-30,Board of Commissioners,regular,legislative/minutes/2019/2019-04-30_commission.md,county_portal
2019-05-07,Board of Commissioners,regular,legislative/minutes/2019/2019-05-07_commission.md,county_portal
2019-05-28,Board of Commissioners,regular,legislative/minutes/2019/2019-05-28_commission.md,county_portal
2019-06-04,Board of Commissioners,regular,legislative/minutes/2019/2019-06-04_commission.md,county_portal
2019-06-11,Board of Commissioners,regular,legislative/minutes/2019/2019-06-11_commission.md,county_portal
2019-06-18,Board of Commissioners,regular,legislative/minutes/2019/2019-06-18_commission.md,county_portal
2019-06-25,Board of Commissioners,regular,legislative/minutes/2019/2019-06-25_commission.md,county_portal
2019-07-02,Board of Commissioners,regular,legislative/minutes/2019/2019-07-02_commission.md,county_portal
2019-07-09,Board of Commissioners,regular,legislative/minutes/2019/2019-07-09_commission.md,county_portal
2019-07-16,Board of Commissioners,regular,legislative/minutes/2019/2019-07-16_commission.md,county_portal
2019-07-23,Board of Commissioners,regular,legislative/minutes/2019/2019-07-23_commission.md,county_portal
2019-07-30,Board of Commissioners,regular,legislative/minutes/2019/2019-07-30_commission.md,county_portal
2019-08-06,Board of Commissioners,regular,legislative/minutes/2019/2019-08-06_commission.md,county_portal
2019-08-13,Board of Commissioners,regular,legislative/minutes/2019/2019-08-13_commission.md,county_portal
2019-08-20,Board of Commissioners,regular,legislative/minutes/2019/2019-08-20_commission.md,county_portal
2019-08-27,Board of Commissioners,regular,legislative/minutes/2019/2019-08-27_commission.md,county_portal
2019-09-03,Board of Commissioners,regular,legislative/minutes/2019/2019-09-03_commission.md,county_portal
2019-09-10,Board of Commissioners,regular,legislative/minutes/2019/2019-09-10_commission.md,county_portal
2019-09-17,Board of Commissioners,regular,legislative/minutes/2019/2019-09-17_commission.md,county_portal
2019-09-24,Board of Commissioners,regular,legislative/minutes/2019/2019-09-24_commission.md,county_portal
2019-10-08,Board of Commissioners,regular,legislative/minutes/2019/2019-10-08_commission.md,county_portal
2019-10-15,Board of Commissioners,regular,legislative/minutes/2019/2019-10-15_commission.md,county_portal
2019-10-22,Board of Commissioners,regular,legislative/minutes/2019/2019-10-22_commission.md,county_portal
2019-10-29,Board of Commissioners,regular,legislative/minutes/2019/2019-10-29_commission.md,county_portal
2019-11-05,Board of Commissioners,regular,legislative/minutes/2019/2019-11-05_commission.md,county_portal
2019-11-12,Board of Commissioners,regular,legislative/minutes/2019/2019-11-12_commission.md,county_portal
2019-11-19,Board of Commissioners,regular,legislative/minutes/2019/2019-11-19_commission.md,county_portal
2019-11-26,Board of Commissioners,regular,legislative/minutes/2019/2019-11-26_commission.md,county_portal
2019-12-03,Board of Commissioners,regular,legislative/minutes/2019/2019-12-03_commission.md,county_portal
2019-12-10,Board of Commissioners,regular,legislative/minutes/2019/2019-12-10_commission.md,county_portal
2019-12-17,Board of Commissioners,regular,legislative/minutes/2019/2019-12-17_commission.md,county_portal
2020-01-07,Board of Commissioners,regular,legislative/minutes/2020/2020-01-07_commission.md,county_portal
2020-01-14,Board of Commissioners,regular,legislative/minutes/2020/2020-01-14_commission.md,county_portal
2020-01-21,Board of Commissioners,regular,legislative/minutes/2020/2020-01-21_commission.md,county_portal
2020-01-28,Board of Commissioners,regular,legislative/minutes/2020/2020-01-28_commission.md,county_portal
2020-02-04,Board of Commissioners,regular,legislative/minutes/2020/2020-02-04_commission.md,county_portal
2020-02-11,Board of Commissioners,regular,legislative/minutes/2020/2020-02-11_commission.md,county_portal
2020-02-18,Board of Commissioners,regular,legislative/minutes/2020/2020-02-18_commission.md,county_portal
2020-02-25,Board of Commissioners,regular,legislative/minutes/2020/2020-02-25_commission.md,county_portal
2020-03-03,Board of Commissioners,regular,legislative/minutes/2020/2020-03-03_commission.md,county_portal
2020-03-10,Board of Commissioners,regular,legislative/minutes/2020/2020-03-10_commission.md,county_portal
2020-03-17,Board of Commissioners,regular,legislative/minutes/2020/2020-03-17_commission.md,county_portal
2020-03-31,Board of Commissioners,regular,legislative/minutes/2020/2020-03-31_commission.md,county_portal
2020-04-07,Board of Commissioners,regular,legislative/minutes/2020/2020-04-07_commission.md,county_portal
2020-04-14,Board of Commissioners,regular,legislative/minutes/2020/2020-04-14_commission.md,county_portal
2020-04-21,Board of Commissioners,regular,legislative/minutes/2020/2020-04-21_commission.md,county_portal
2020-04-28,Board of Commissioners,regular,legislative/minutes/2020/2020-04-28_commission.md,county_portal
2020-05-05,Board of Commissioners,regular,legislative/minutes/2020/2020-05-05_commission.md,county_portal
2020-05-12,Board of Commissioners,regular,legislative/minutes/2020/2020-05-12_commission.md,county_portal
2020-05-19,Board of Commissioners,regular,legislative/minutes/2020/2020-05-19_commission.md,county_portal
2020-05-26,Board of Commissioners,regular,legislative/minutes/2020/2020-05-26_commission.md,county_portal
2020-06-02,Board of Commissioners,regular,legislative/minutes/2020/2020-06-02_commission.md,county_portal
2020-06-09,Board of Commissioners,regular,legislative/minutes/2020/2020-06-09_commission.md,county_portal
2020-06-16,Board of Commissioners,regular,legislative/minutes/2020/2020-06-16_commission.md,county_portal
2020-06-23,Board of Commissioners,regular,legislative/minutes/2020/2020-06-23_commission.md,county_portal
2020-06-30,Board of Commissioners,regular,legislative/minutes/2020/2020-06-30_commission.md,county_portal
2020-07-07,Board of Commissioners,regular,legislative/minutes/2020/2020-07-07_commission.md,county_portal
2020-07-14,Board of Commissioners,regular,legislative/minutes/2020/2020-07-14_commission.md,county_portal
2020-07-21,Board of Commissioners,regular,legislative/minutes/2020/2020-07-21_commission.md,county_portal
2020-07-28,Board of Commissioners,regular,legislative/minutes/2020/2020-07-28_commission.md,county_portal
2020-08-04,Board of Commissioners,regular,legislative/minutes/2020/2020-08-04_commission.md,county_portal
2020-08-11,Board of Commissioners,regular,legislative/minutes/2020/2020-08-11_commission.md,county_portal
2020-08-18,Board of Commissioners,regular,legislative/minutes/2020/2020-08-18_commission.md,county_portal
2020-08-25,Board of Commissioners,regular,legislative/minutes/2020/2020-08-25_commission.md,county_portal
2020-09-01,Board of Commissioners,regular,legislative/minutes/2020/2020-09-01_commission.md,county_portal
2020-09-15,Board of Commissioners,regular,legislative/minutes/2020/2020-09-15_commission.md,county_portal
2020-09-22,Board of Commissioners,regular,legislative/minutes/2020/2020-09-22_commission.md,county_portal
2020-09-29,Board of Commissioners,regular,legislative/minutes/2020/2020-09-29_commission.md,county_portal
2020-10-06,Board of Commissioners,regular,legislative/minutes/2020/2020-10-06_commission.md,county_portal
2020-10-13,Board of Commissioners,regular,legislative/minutes/2020/2020-10-13_commission.md,county_portal
2020-10-14,Board of Commissioners,regular,legislative/minutes/2020/2020-10-14_commission.md,county_portal
2020-10-20,Board of Commissioners,regular,legislative/minutes/2020/2020-10-20_commission.md,county_portal
2020-10-27,Board of Commissioners,regular,legislative/minutes/2020/2020-10-27_commission.md,county_portal
2020-11-03,Board of Commissioners,regular,legislative/minutes/2020/2020-11-03_commission.md,county_portal
2020-11-10,Board of Commissioners,regular,legislative/minutes/2020/2020-11-10_commission.md,county_portal
2020-11-24,Board of Commissioners,regular,legislative/minutes/2020/2020-11-24_commission.md,county_portal
2020-12-01,Board of Commissioners,regular,legislative/minutes/2020/2020-12-01_commission.md,county_portal
2020-12-08,Board of Commissioners,regular,legislative/minutes/2020/2020-12-08_commission.md,county_portal
2020-12-15,Board of Commissioners,regular,legislative/minutes/2020/2020-12-15_commission.md,county_portal
2020-12-22,Board of Commissioners,regular,legislative/minutes/2020/2020-12-22_commission.md,county_portal
2021-01-05,Board of Commissioners,regular,legislative/minutes/2021/2021-01-05_commission.md,county_portal
2021-01-12,Board of Commissioners,regular,legislative/minutes/2021/2021-01-12_commission.md,county_portal
2021-01-19,Board of Commissioners,regular,legislative/minutes/2021/2021-01-19_commission.md,county_portal
2021-01-26,Board of Commissioners,regular,legislative/minutes/2021/2021-01-26_commission.md,county_portal
2021-02-02,Board of Commissioners,regular,legislative/minutes/2021/2021-02-02_commission.md,county_portal
2021-02-09,Board of Commissioners,regular,legislative/minutes/2021/2021-02-09_commission.md,county_portal
2021-02-16,Board of Commissioners,regular,legislative/minutes/2021/2021-02-16_commission.md,county_portal
2021-02-23,Board of Commissioners,regular,legislative/minutes/2021/2021-02-23_commission.md,county_portal
