meeting_date,motion_no,motion_text,mover,seconder,result_raw,outcome,stage,names_recorded,n_aye,n_nay,source_file,provenance
2015-01-20,6,Commissioner Bell moved to approve Contract C2015-13 with Utah State Cutter and Chariot Association for the Utah State Chariot Championships at the Golden Spike Event Center on 2/21-22/2015 Commissioner Ebert seconded,Bell,Ebert,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson - aye,Pass,,1,3,0,legislative/minutes/2015/2015-01-20_commission.md,county_portal
2015-01-20,7,Commissioner Ebert moved to approve Contracts C2015-14 with Jordan World Productions Inc. for the Jordan World Circus at the Golden Spike Event Center on 1/30-2/1/2015; Commissioner Bell seconded,Ebert,Bell,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson - aye,Pass,,1,3,0,legislative/minutes/2015/2015-01-20_commission.md,county_portal
2015-01-20,8,Commissioner Bell moved to adopt Resolution 10-2015 reappointing Lori Berrett and Ricky Yorgason to the Golden Spike Event Center Advisory Board; Commissioner Ebert seconded.,Bell,Ebert,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-01-20_commission.md,county_portal
2015-01-20,9,Commissioner Ebert moved to adopt Resolution 11-2015 appointing Commissioner Gibson and Commissioner Bell to the Board of Directors of the Northern Utah Environmental Resource Agency and Gary Laird to the Operations and Management Committee of the Northern Utah Environmental Resource Agency with terms expiring when replaced; Commissioner Bell seconded.,Ebert,Bell,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-01-20_commission.md,county_portal
2015-01-20,10,Commissioner Bell moved to adopt Resolution 12-2015 appointing Commissioner Ebert as the county representative to the Weber Housing Authority Board; Commissioner Ebert seconded.,Bell,Ebert,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-01-20_commission.md,county_portal
2015-01-20,11,"Commissioner Bell moved to adopt Ordinance 2015-1, Amendment to the Local Sales and Use Tax (“RAMP Tax, Title 34”) to fund recreational facilities and cultural organizations including art, museums, and parks providing for an additional ten year enactment period as authorized by Weber County voters; Commissioner Ebert seconded.",Bell,Ebert,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-01-20_commission.md,county_portal
2015-01-20,12,Commissioner Bell moved to adopt Resolution 13-2015 appointing Commissioner Ebert to the Powder Mountain Water and Sewer District with a term expiring 12/31/2015; Commissioner Ebert seconded.,Bell,Ebert,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-01-20_commission.md,county_portal
2015-01-20,13,Commissioner Bell moved to adopt Resolution 14-2015 reappointing Bruce Thorpe as the county representative on the Ben Lomond Cemetery District; Commissioner Ebert seconded.,Bell,Ebert,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-01-20_commission.md,county_portal
2015-01-20,14,"Commissioner Bell moved to approve Contract C2015-15, Agreement with the Utah Department of Natural Resources for the Weber County EWP Project; Commissioner Ebert seconded.",Bell,Ebert,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson - aye,Pass,,1,3,0,legislative/minutes/2015/2015-01-20_commission.md,county_portal
2015-01-20,15,Commissioner Ebert moved to approve Contract C2015-16 with Blue Review for the management of Blue Stake tickets; Commissioner Bell seconded.,Ebert,Bell,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson - aye,Pass,,1,3,0,legislative/minutes/2015/2015-01-20_commission.md,county_portal
2015-01-20,16,Commissioner Bell moved to approve Contract C2015-17 with Blue Stakes for marking utilities within the county rights-of-way; Commissioner Ebert seconded.,Bell,Ebert,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson - aye,Pass,,1,3,0,legislative/minutes/2015/2015-01-20_commission.md,county_portal
2015-01-20,17,Commissioner Bell moved to adjourn; Commissioner Ebert seconded,Bell,Ebert,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson - aye,Pass,,1,3,0,legislative/minutes/2015/2015-01-20_commission.md,county_portal
2015-01-27,1,Commissioner Bell moved to approve the consent items; Commissioner Ebert seconded.,Bell,Ebert,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson - aye,Pass,,1,3,0,legislative/minutes/2015/2015-01-27_commission.md,county_portal
2015-01-27,2,"Commissioner Ebert moved to adopt Resolution 15-2015 reappointing Mike Fenton, Kym Buttschardt and Todd Ferrario and appointing Will Shafer to the Tourism Tax Advisory Board pending the appropriate terms according to the by-laws with terms [beginning immediately and continuing through 12/31/2018]; Commissioner Bell seconded.",Ebert,Bell,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-01-27_commission.md,county_portal
2015-01-27,3,Commissioner Ebert moved to adopt Resolution 16-2015 appointing Matt Taggart to the Weber County Audit Committee with a term from 1/1/2015 – 12/31/2016; Commissioner Bell seconded.,Ebert,Bell,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-01-27_commission.md,county_portal
2015-01-27,4,Commissioner Bell moved to approve Contract C2015-26 with West Haven City to fund capacity and safety improvements for 4700 W. in West Haven City; Commissioner Ebert seconded.,Bell,Ebert,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson - aye,Pass,,1,3,0,legislative/minutes/2015/2015-01-27_commission.md,county_portal
2015-01-27,5,"Commissioner Bell moved to grant final approval of The Retreat at Wolf Creek a Cluster Subdivision Phases 2 & 3 with a financial guarantee for $150,516.49 Commissioner Ebert seconded.",Bell,Ebert,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson - aye,Pass,,1,3,0,legislative/minutes/2015/2015-01-27_commission.md,county_portal
2015-01-27,6,Commissioner Bell moved to adjourn at 10:50 am; Commissioner Ebert seconded.,Bell,Ebert,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson - aye,Pass,,1,3,0,legislative/minutes/2015/2015-01-27_commission.md,county_portal
2015-02-03,1,Commissioner Bell moved to approve the consent items; Commissioner Ebert seconded.,Bell,Ebert,Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,2,0,legislative/minutes/2015/2015-02-03_commission.md,county_portal
2015-02-03,2,"Commissioner Ebert moved to adopt Resolution 17-2015 appointing Joe Olsen and Douglas Larsen as the two voting members and Scott Parke to act in case of absence of either of them to serve on all taxing entity committees for all community development, urban renewal and economic development project areas within an incorporated or unincorporated area of Weber County until their respective successors are appointed; Commissioner Bell seconded.",Ebert,Bell,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-02-03_commission.md,county_portal
2015-02-03,3,Commissioner Bell moved to approve Contract C2015-28 with Ogden Nordic for grooming the Nordic trails at North Fork; Commissioner Ebert seconded.,Bell,Ebert,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-02-03_commission.md,county_portal
2015-02-03,4,"Commissioner Ebert moved to approve Contract C2015-29, Maintenance Agreement with Wheeler Machinery for services on six front-end loaders and two track hoes; Commissioner Bell seconded.",Ebert,Bell,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-02-03_commission.md,county_portal
2015-02-03,5,"Commissioner Ebert moved to approve Contract C2015-30 with the U.S. Department of the Interior, Bureau of Reclamation, to allow Weber County to construct and maintain a 20 ft. by 25 ft. paved asphalt access road, along with 25 ft. of minimal landscaping and irrigation system on U.S. lands acquired for a Roy City well on behalf of Weber Basin Water Conservancy District; Commissioner Bell seconded.",Ebert,Bell,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-02-03_commission.md,county_portal
2015-02-03,6,"Commissioner Bell moved to approve Contract C2015-31, addendum to the 2002 Zoning Development Agreement for Wolf Creek Resort allowing a transfer of 58 units between the Forest Residential Fr-3 and the Residential RE-15 Zones, and other minor changes; Commissioner Ebert seconded.",Bell,Ebert,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-02-03_commission.md,county_portal
2015-02-03,7,Commissioner Ebert moved to convene a closed executive session to discuss strategy relating to pending or imminent litigation; Commissioner Bell seconded.,Ebert,Bell,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-02-03_commission.md,county_portal
2015-02-03,8,Commissioner Bell moved to adjourn at 11:38 am; Commissioner Ebert seconded.,Bell,Ebert,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-02-03_commission.md,county_portal
2015-02-17,1,Commissioner Bell moved to approve the consent items; Commissioner Ebert seconded.,Bell,Ebert,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-02-17_commission.md,county_portal
2015-02-17,2,Commissioner Bell moved to approve the amendments to the Weber County Landfill Final End Use Plan; Commissioner Ebert seconded.,Bell,Ebert,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-02-17_commission.md,county_portal
2015-02-17,3,Commissioner Bell moved to approve Contract C2015-34 with Junction City Roller Dolls for the February Roller Derby Bout at the Golden Spike Event Center on 2/28/2015; Commissioner Ebert seconded.,Bell,Ebert,Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,2,0,legislative/minutes/2015/2015-02-17_commission.md,county_portal
2015-02-17,4,Commissioner Ebert moved to approve Contract C2015-35 with Broken Heart Rodeo for the Intermountain Icebreaker High School Invitational Rodeo at the Golden Spike Event Center on 3/5- 7/2015; Commissioner Bell seconded.,Ebert,Bell,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-02-17_commission.md,county_portal
2015-02-17,5,Commissioner Bell moved to adopt Resolution 18-2015 appointing Brett Birt to the Golden Spike Event Center Advisory Board Executive Committee; Commissioner Ebert seconded.,Bell,Ebert,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-02-17_commission.md,county_portal
2015-02-17,6,Commissioner Bell moved to approve Contract C2015-36 with Journal Technologies Inc. to provide a Prosecution Case Management System to the Attorney’s Office; Commissioner Ebert seconded.,Bell,Ebert,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-02-17_commission.md,county_portal
2015-02-17,7,"Commissioner Ebert moved to approve Contract C2015-37 by/among Weber County, Eaton Energy Solutions and Total Building Commissioning, Inc. for all rights and all obligations yet to be completed by Eaton Energy Solutions for commissioning library capital improvements as detailed in #C2013-278, are being reassigned to Total Building Commissioning, Inc. by agreement of all parties; Commissioner Bell seconded.",Ebert,Bell,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-02-17_commission.md,county_portal
2015-02-17,8,"Commissioner Ebert moved to approve Contract C2015-38 with Christensen, Palmer & Ambrose for the engagement letter for the 2014 Financial Audit; Commissioner Bell seconded.",Ebert,Bell,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-02-17_commission.md,county_portal
2015-02-17,9,Commissioner Bell moved to approve Contract C2015-39 with Buck Consulting for additional actuary services; Commissioner Ebert seconded.,Bell,Ebert,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-02-17_commission.md,county_portal
2015-02-17,10,Commissioner Bell moved to adopt Ordinance 2015-2 vacating Lot 1 of David L. Hansen Estates Subdivision; Commissioner Ebert seconded.,Bell,Ebert,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-02-17_commission.md,county_portal
2015-02-17,11,Commissioner Ebert moved to adjourn the public meeting and convene the public hearing; Commissioner Bell seconded.,Ebert,Bell,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-02-17_commission.md,county_portal
2015-02-17,12,Commissioner Ebert moved to adjourn the public hearing and reconvene the public meeting; Commissioner Bell seconded.,Ebert,Bell,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-02-17_commission.md,county_portal
2015-02-17,13,"Commissioner Ebert moved to adopt Ordinance 2015-3 amending the County Land Use Code Title 110 (Signs) Chapter 1 (Western Weber Signs) and Title 104 Chapter 25 (M-3 Zone), by increasing the size of Identification Signs in the M-3 Zone from 8 to 20 square feet; Commissioner Bell seconded.",Ebert,Bell,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-02-17_commission.md,county_portal
2015-02-17,14,Commissioner Bell moved to adjourn at 11:52 am; Commissioner Ebert seconded.,Bell,Ebert,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-02-17_commission.md,county_portal
2015-03-03,1,Commissioner Bell moved to approve the consent items; Commissioner Ebert seconded.,Bell,Ebert,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-03-03_commission.md,county_portal
2015-03-03,2,Commissioner Bell moved to adopt Resolution 19-2015 appointing Brent Davis and Doug Taylor to 4-year terms (expiring 12/31/2018) and John Meibos to a 2-year term (expiring 12/31/2016) to the West Warren Park; Commissioner Ebert seconded.,Bell,Ebert,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-03-03_commission.md,county_portal
2015-03-03,3,Commissioner Ebert moved to adopt Resolution 20-2015 appointing Bret Harper to the West Weber/Taylor Cemetery District (expiring 12/31/2018); Commissioner Bell seconded.,Ebert,Bell,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-03-03_commission.md,county_portal
2015-03-03,4,Commissioner Bell moved to adjourn; Commissioner Ebert seconded.,Bell,Ebert,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-03-03_commission.md,county_portal
2015-03-10,1,Commissioner Ebert moved to approve the consent items; Commissioner Bell seconded.,Ebert,Bell,Commissioner Ebert – aye; Commissioner Bell – aye,Pass,,1,2,0,legislative/minutes/2015/2015-03-10_commission.md,county_portal
2015-03-10,2,Commissioner Ebert moved to adopt Resolution 21-2015 reappointing Nicholas A. Froerer and Mindi L. Quinn to the Eden Park Service Area Board through 12/31/2018; Commissioner Bell seconded.,Ebert,Bell,Commissioner Ebert – aye; Commissioner Bell – aye,Pass,,1,2,0,legislative/minutes/2015/2015-03-10_commission.md,county_portal
2015-03-10,3,"Commissioner Ebert moved to adopt Resolution 22-2015 appointing Ross Mertlich and Kevin Phipps to 2-year terms; Brett Hansen, Michael Rhodes, and Sharmain Kennedy-Croft to 4-year terms on the Liberty Park Service Area Board; Commissioner Bell seconded.",Ebert,Bell,Commissioner Ebert – aye; Commissioner Bell – aye,Pass,,1,2,0,legislative/minutes/2015/2015-03-10_commission.md,county_portal
2015-03-10,4,"Commissioner Ebert moved to approve Contract C2015-55 for sale of property located at 701 W. 12th Street to the State of Utah, Division of Facilities and Construction Management, for a Youth Center; Commissioner Bell seconded.",Ebert,Bell,Commissioner Ebert – aye; Commissioner Bell – aye,Pass,,1,2,0,legislative/minutes/2015/2015-03-10_commission.md,county_portal
2015-03-10,5,Commissioner Ebert moved to approve Contract C2015-56 with Wooden Creations to provide a chainsaw carvings presentation at the 2015 Weber County Fair; Commissioner Bell seconded.,Ebert,Bell,Commissioner Ebert – aye; Commissioner Bell – aye,Pass,,1,2,0,legislative/minutes/2015/2015-03-10_commission.md,county_portal
2015-03-10,6,Commissioner Ebert moved to approve Contract C2015-57 with Broken Heart Rodeo Company to produce the rodeo for the 2015 Weber County Fair; Commissioner Bell seconded.,Ebert,Bell,Commissioner Ebert – aye; Commissioner Bell – aye,Pass,,1,2,0,legislative/minutes/2015/2015-03-10_commission.md,county_portal
2015-03-10,7,Commissioner Ebert moved to approve Contract C2015-58 with Animal Specialties to provide a petting zoo at the 2015 Weber County Fair; Commissioner Bell seconded.,Ebert,Bell,Commissioner Ebert – aye; Commissioner Bell – aye,Pass,,1,2,0,legislative/minutes/2015/2015-03-10_commission.md,county_portal
2015-03-10,8,"Commissioner Ebert moved to approve Contract C2015-59 with Live Music in Vegas, Inc. for “The Fab” to perform at the 2015 Weber County Fair; Commissioner Bell seconded.",Ebert,Bell,Commissioner Ebert – aye; Commissioner Bell – aye,Pass,,1,2,0,legislative/minutes/2015/2015-03-10_commission.md,county_portal
2015-03-10,9,"Commissioner Ebert moved to approve the request by the Weber County Recreation, Arts, Museums and Parks Board for approval of the 2015 grant recommendations; Commissioner Bell seconded.",Ebert,Bell,Commissioner Ebert – aye; Commissioner Bell – aye,Pass,,1,2,0,legislative/minutes/2015/2015-03-10_commission.md,county_portal
2015-03-10,10,Commissioner Bell moved to adjourn at 10:50 a.m.; Commissioner Ebert seconded.,Bell,Ebert,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-03-10_commission.md,county_portal
2015-03-24,1,Commissioner Ebert moved to approve the consent items; Commissioner Bell seconded.,Ebert,Bell,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-03-24_commission.md,county_portal
2015-03-24,2,Commissioner Ebert moved to approve Contract C2015-63 with Ogden City to fund safety improvements for 17th Street in Ogden; Wall Avenue to Ogden City’s west boundary; Commissioner Bell seconded.,Ebert,Bell,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-03-24_commission.md,county_portal
2015-03-24,3,Commissioner Bell moved to approve Contract C2015-64 with Ogden City to fund safety improvements for Skyline Drive in Ogden; Quail Run Drive to 4600 South; Commissioner Ebert seconded.,Bell,Ebert,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-03-24_commission.md,county_portal
2015-03-24,4,Commissioner Ebert moved to approve Contract C2015-65 with Free Mountain Trappers for the Easter Rendezvous 2015; Commissioner Bell seconded.,Ebert,Bell,Commissioner Bell – aye; Commissioner Ebert – aye; Chair Gibson – aye,Pass,,1,3,0,legislative/minutes/2015/2015-03-24_commission.md,county_portal
