body,body_name,event_date,notice_id,title,file_id,filename,type_label,minutes_like
753,City Council,2026-05-19,1076861,Midvale City Public Notice Conveyed Property,1425777,705 W. Ivy Dr Conveyance  Utah Public Notice Website.pdf,Public Information Handout,False
753,City Council,2026-05-05,1075039,Midvale City Notice of Public Hearing,1422501,Tentative Budget Public Hearing Notice FY 2027.pdf,Public Information Handout,False
753,City Council,2026-05-05,1076989,Midvale City Council Meeting,1436573,CC Minutes 5-5-2026.pdf,Meeting Minutes,True
753,City Council,2026-05-05,1076989,Midvale City Council Meeting,1426019,CC Agenda 5-5-2026.pdf,Public Information Handout,False
753,City Council,2026-05-05,1076989,Midvale City Council Meeting,1427417,CC Packet 5-5-2026.pdf,Public Information Handout,False
753,City Council,2026-05-05,1075201,Midvale City Council Notice of Public Hearing,1422779,CC  Notice - 5-5-2026.pdf,Public Information Handout,False
753,City Council,2026-04-21,1073611,Midvale City Council Meeting,1428803,CC Minutes 4-21-2026.pdf,Meeting Minutes,True
753,City Council,2026-04-21,1073611,Midvale City Council Meeting,1419703,CC Agenda 4-21-2026.pdf,Public Information Handout,False
753,City Council,2026-04-21,1073611,Midvale City Council Meeting,1419705,CC Packet 4-21-2026.pdf,Public Information Handout,False
753,City Council,2026-04-21,1075029,Midvale City Public Notice Ordinance 2026-O-11,1422485,Ordinance Publications City Website 2026-O-11.pdf,Public Information Handout,False
753,City Council,2026-04-21,1075033,Midvale City Public Notice Ordinance 2026-O-12,1422491,Ordinance Publications Utah Public Notice Website 2026-O-12.pdf,Public Information Handout,False
753,City Council,2026-04-07,1071627,Midvale City Public Notice Ordinance 2026-O-10,1415799,Ordinance Publications Utah Public Notice Website  ORD 2026-O-10.pdf,Public Information Handout,False
753,City Council,2026-04-07,1071625,Midvale City Public Notice Ordinance 2026-O-09,1415797,Ordinance Publications City Website ORD 2026-O-09.pdf,Public Information Handout,False
753,City Council,2026-04-07,1068375,Midvale City Notice of Public Hearing  to Consider Proposed Fee Schedule Amendments,1409397,Fee Schedule Amendment PH Apr 2026.pdf,Public Information Handout,False
753,City Council,2026-04-07,1070159,Midvale City Council Meeting,1422419,CC Minutes 4-7-2026.pdf,Meeting Minutes,True
753,City Council,2026-04-07,1070159,Midvale City Council Meeting,1413573,CC Agenda 4-7-2026.pdf,Public Information Handout,False
753,City Council,2026-04-07,1070159,Midvale City Council Meeting,1413575,CC Packet 4-7-2026.pdf,Public Information Handout,False
753,City Council,2026-04-07,1068731,Midvale City Council Notice of Public Hearing,1410371,CC  Notice - 4-7-2026.pdf,Other,False
753,City Council,2026-04-03,1068989,Midvale City Council Budget Retreat,1410807,Budget Retreat 4-3-2026.pdf,Public Information Handout,False
753,City Council,2026-03-24,1068853,Midvale City Public Notice Ordinance No. 2026-O-08,1410567,Ordinance Publications City Website 2026-O-08.pdf,Public Information Handout,False
753,City Council,2026-03-24,1067591,Midvale City Council Meeting,1415723,CC Minutes 3-24-2026.pdf,Meeting Minutes,True
753,City Council,2026-03-24,1067591,Midvale City Council Meeting,1409163,CC Agenda 3-24-2026.pdf,Public Information Handout,False
753,City Council,2026-03-24,1067591,Midvale City Council Meeting,1409165,CC Packet 3-24-2026.pdf,Public Information Handout,False
753,City Council,2026-03-24,1066783,Midvale City Council Notice of Public Hearing,1406075,CC  Notice - 3-24-2026.pdf,Public Information Handout,False
753,City Council,2026-03-03,1063773,Midvale City Public Notice Ordinance 2026-O--07,1400043,Ordinance Publications Utah Public Notice Website 2026-O-07.pdf,Public Information Handout,False
753,City Council,2026-03-03,1063771,Midvale City Public Notice Ordinance 2026-O-06,1400041,Ordinance Publications City Website 2026-O-06.pdf,Public Information Handout,False
753,City Council,2026-03-03,1060889,Midvale City Council Notice of Public Hearing,1394039,CC  Notice - 3-3-2026.pdf,Public Information Handout,False
753,City Council,2026-03-03,1062565,Midvale City Council Meeting,1410487,CC Minutes 3-3-2026.pdf,Meeting Minutes,True
753,City Council,2026-03-03,1062565,Midvale City Council Meeting,1398701,CC Agenda 3-3-2026.pdf,Public Information Handout,False
753,City Council,2026-03-03,1062565,Midvale City Council Meeting,1398703,CC Packet 3-3-2026.pdf,Public Information Handout,False
753,City Council,2026-02-17,1057597,Midvale City Notice of Public Hearing,1387623,Budget Amendment PH Feb 2026.pdf,Public Information Handout,False
753,City Council,2026-02-17,1059341,Midvale City Council Meeting,1400035,CC Minutes 2-17-2026.pdf,Meeting Minutes,True
753,City Council,2026-02-17,1059341,Midvale City Council Meeting,1391019,CC Agenda 2-17-2026.pdf,Public Information Handout,False
753,City Council,2026-02-17,1059341,Midvale City Council Meeting,1391021,CC Packet 2-17-2026.pdf,Public Information Handout,False
753,City Council,2026-02-11,1059017,Public Notice of Invitation for Bids (IFB) Midvale City 2026 Pipeline Projects,1390159,2026 Pipeline Projects Public Notice.pdf,Public Information Handout,False
753,City Council,2026-02-07,1093163,Midvale City Council Meeting,1457393,CC Agenda 7-7-2026.pdf,Public Information Handout,False
753,City Council,2026-02-07,1093163,Midvale City Council Meeting,1457395,CC Packet 7-7-2026.pdf,Public Information Handout,False
753,City Council,2026-02-03,1055651,Midvale City Council Meeting,1393781,CC Minutes 2-3-2026.pdf,Meeting Minutes,True
753,City Council,2026-02-03,1055651,Midvale City Council Meeting,1384303,CC Agenda 2-3-2026.pdf,Public Information Handout,False
753,City Council,2026-02-03,1055651,Midvale City Council Meeting,1384305,CC Packet 2-3-2026.pdf,Public Information Handout,False
753,City Council,2026-02-03,1053621,Midvale City Council Notice of Public Hearing,1379707,CC  Notice - 2-3-2026 PLN.pdf,Public Information Handout,False
753,City Council,2026-01-20,1054207,Midvale City Public Notice Audit Report,1381147,Audit 2025.pdf,Public Information Handout,False
753,City Council,2026-01-20,1052569,Midvale City Council Meeting,1387333,CC Minutes 1-20-2026.pdf,Meeting Minutes,True
753,City Council,2026-01-20,1052569,Midvale City Council Meeting,1377877,CC Agenda 1-20-2026.pdf,Public Information Handout,False
753,City Council,2026-01-20,1052569,Midvale City Council Meeting,1377879,CC Packet 1-20-2026.pdf,Public Information Handout,False
753,City Council,2026-01-08,1050145,Public Notice of Request for Proposals (IFB) for Construction Manager/General Contractor for Public Works Facilities Expansion,1373185,Public Notice CMGC PW Facilities Expansion.pdf,Public Information Handout,False
753,City Council,2026-01-06,1050319,Midvale City Public Notice Ordinance 2026-O-02,1373459,Ordinance Publications Utah Public Notice Website 02.pdf,Public Information Handout,False
753,City Council,2026-01-06,1050313,Midvale City Public Notice Ordinance 2026-O-01,1373439,Ordinance Publications City Website 2026-O-01.pdf,Public Information Handout,False
753,City Council,2026-01-06,1048033,Midvale City Council Notice of Public Hearing,1370479,CC Notice - 1-6-2026.pdf,Public Information Handout,False
753,City Council,2026-01-06,1048507,Midvale City Council Meeting,1380439,CC Minutes 1-6-2026.pdf,Meeting Minutes,True
753,City Council,2026-01-06,1048507,Midvale City Council Meeting,1371969,CC Agenda 1-6-2026.pdf,Public Information Handout,False
753,City Council,2026-01-06,1048507,Midvale City Council Meeting,1371971,CC Packet 1-6-2026.pdf,Public Information Handout,False
753,City Council,2025-12-16,1046735,Midvale City 2026 Meeting Schedule,1369699,2026 Published Meeting Schedule.pdf,Public Information Handout,False
753,City Council,2025-12-11,1042871,Midvale City Legislative Meeting,1373653,CC Minutes 12-11- 2025 Legislative Breakfast.pdf,Meeting Minutes,True
753,City Council,2025-12-11,1042871,Midvale City Legislative Meeting,1360489,Legislative Breakfast Agenda 12-11-2025.pdf,Public Information Handout,False
753,City Council,2025-12-02,1039205,Midvale City Council Notice of Public Hearing,1353227,CC  Notice - 12-2-2025.pdf,Public Information Handout,False
753,City Council,2025-12-02,1041285,Midvale City Council Meeting,1373645,CC Minutes 12-2-2025.pdf,Meeting Minutes,True
753,City Council,2025-12-02,1041285,Midvale City Council Meeting,1357479,CC Agenda 12-2-2025.pdf,Public Information Handout,False
753,City Council,2025-12-02,1041285,Midvale City Council Meeting,1357481,CC Packet 12-2-2025.pdf,Public Information Handout,False
753,City Council,2025-12-02,1042739,Midvale City Public Notice Ordinance 2025-O-23,1360181,Ordinance Publications City Website 2025-O-23.pdf,Public Information Handout,False
753,City Council,2025-11-18,1035419,Midvale City Council Notice of Public Hearing,1346417,CC  Notice - 11-18-2025.pdf,Public Information Handout,False
753,City Council,2025-11-18,1034673,Midvale City Notice of Public Hearing,1344671,Public Notice Sale of Land 110325.pdf,Public Information Handout,False
753,City Council,2025-11-18,1039935,Midvale City Public Notice Ordinance 2025-O-21,1355089,Ordinance Publications City Website 2025-O-21.pdf,Public Information Handout,False
753,City Council,2025-11-18,1039933,2025 Municipal General Election Canvass Results,1355087,NOTICE OF 2025 MUNICIPAL GENERAL ELECTION RESULTS.pdf,Public Information Handout,False
753,City Council,2025-11-18,1037615,Midvale City Council Meeting,1352171,CC Agenda 11-18-2025.pdf,Public Information Handout,False
753,City Council,2025-11-18,1037615,Midvale City Council Meeting,1352173,CC Packet 11-18-2025.pdf,Public Information Handout,False
753,City Council,2025-10-21,1032589,Midvale City Public Notice Ordinance 2025-O--20,1340613,Ordinance Publications Utah Public Notice Website ORD 2025-O-20.pdf,Public Information Handout,False
753,City Council,2025-10-21,1032587,Midvale City Public Notice Ordinance 2025-O-18,1340611,Ordinance Publications Utah Public Notice Website ORD 2025-O-18.pdf,Public Information Handout,False
753,City Council,2025-10-21,1030973,Midvale City Council Meeting,1353907,CC Minutes 10-21-2025.pdf,Meeting Minutes,True
753,City Council,2025-10-21,1030973,Midvale City Council Meeting,1337751,CC Agenda 10-21-2025.pdf,Public Information Handout,False
753,City Council,2025-10-21,1030973,Midvale City Council Meeting,1338871,CC Packet 10-21-2025.pdf,Public Information Handout,False
753,City Council,2025-10-21,1029415,Midvale City Council Notice of Public Hearing,1334859,CC Notice - 10-21-2025.pdf,Public Information Handout,False
753,City Council,2025-10-07,1030813,Midvale City Public Notice Ordinance 2025-O-19,1337471,Ordinance Publications Utah Public Notice Website 19.pdf,Public Information Handout,False
753,City Council,2025-10-07,1029213,Midvale City Public Notice Ordinance 2025-O-17,1334547,Ordinance Publications 2025-O-17.pdf,Public Information Handout,False
753,City Council,2025-10-07,1029211,Midvale City Public Notice Ordinance No. 2025-O-16,1334541,Ordinance Publications Utah Public Notice Website2025-O-16.pdf,Public Information Handout,False
753,City Council,2025-10-07,1025887,Midvale City Council Notice of Public Hearing,1329159,CC  Notice - 10-7-2025.pdf,Public Information Handout,False
753,City Council,2025-10-07,1025403,Midvale City Notice of Public Hearing,1327955,CC  Notice - 10-7-2025.pdf,Public Information Handout,False
753,City Council,2025-10-07,1027377,Midvale City Council Meeting,1331623,CC Agenda 10-7-2025.pdf,Public Information Handout,False
753,City Council,2025-10-07,1027377,Midvale City Council Meeting,1333553,CC Packet 10-7-2025 (1)compressed.pdf,Public Information Handout,False
753,City Council,2025-09-30,1025857,Midvale City Candidate Forum,1329129,Midvale City Candidate Forum 9-30-2025 revised.pdf,Public Information Handout,False
753,City Council,2025-09-16,1022231,Midvale City Council Meeting,1334535,CC Minutes 9-16-2025.pdf,Meeting Minutes,True
753,City Council,2025-09-16,1022231,Midvale City Council Meeting,1321843,CC Agenda 9-16-2025.pdf,Public Information Handout,False
753,City Council,2025-09-16,1022231,Midvale City Council Meeting,1321845,CC Packet 9-16-2025.pdf,Public Information Handout,False
753,City Council,2025-09-08,1015137,Notice of Public Hearing and Bonds to be Issued,1307943,Notice of Public Hearing and Bonds to Be Issued - UIA Telecom Rev 2025.pdf,Public Information Handout,False
753,City Council,2025-09-03,1020023,Midvale City Public Notice Ordinance 2025-O-15,1317801,Ordinance Publications Utah Public Notice Website 2025-O-15.pdf,Public Information Handout,False
753,City Council,2025-09-03,1020021,Midvale City Notice of Public Notice Ordinance No. 2025-O-14,1317799,Ordinance Publications Utah Public Notice Website 2025-O-14.pdf,Public Information Handout,False
753,City Council,2025-09-02,1016883,Midvale City Council Notice of Public Hearing,1311365,CC  Notice - 9-2-2025.pdf,Public Information Handout,False
753,City Council,2025-09-02,1019141,Midvale City Council Meeting,1324371,CC Minutes 9-2-2025.pdf,Meeting Minutes,True
753,City Council,2025-09-02,1019141,Midvale City Council Meeting,1316009,CC Agenda 9-2-2025.pdf,Public Information Handout,False
753,City Council,2025-09-02,1019141,Midvale City Council Meeting,1316011,CC Packet 9-2-2025.pdf,Public Information Handout,False
753,City Council,2025-08-26,1018503,Midvale City Public Notice Ordinance 2025-O-13,1314495,Ordinance Publications Utah Public Notice Website 2025-O-13.pdf,Public Information Handout,False
753,City Council,2025-08-25,1018249,"Midvale City Notice of Intent to Prepare an Impact Fee Facilities Plan for Parks, Trails, and Open Space",1314077,IFFP Notice- Parks Open Space and Trails.pdf,Public Information Handout,False
753,City Council,2025-08-19,1015883,Midvale City Council Meeting Truth in Taxation,1319879,CC Minutes Truth in Taxation 8-19-2025.pdf,Meeting Minutes,True
753,City Council,2025-08-19,1015883,Midvale City Council Meeting Truth in Taxation,1309725,CC Agenda Truth in Taxation 8-19-2025.pdf,Public Information Handout,False
753,City Council,2025-08-19,1015883,Midvale City Council Meeting Truth in Taxation,1310703,CC Packet Truth in Taxation 8-19-2025.pdf,Public Information Handout,False
753,City Council,2025-08-19,1010259,Midvale City Notice of Public Hearing of Proposed Tax Increase to Benefit Public Safety,1299185,TNT Public Notice - Midvale 2025.pdf,Public Information Handout,False
753,City Council,2025-08-19,1015881,Midvale City Council Meeting,1319875,CC Minutes 8-19-2025.pdf,Meeting Minutes,True
753,City Council,2025-08-19,1015881,Midvale City Council Meeting,1309729,CC Agenda 8-19-2025.pdf,Public Information Handout,False
753,City Council,2025-08-19,1015881,Midvale City Council Meeting,1310715,CC Packet 8-19-2025.pdf,Public Information Handout,False
753,City Council,2025-08-05,1012711,Midvale City Council Meeting,1312911,CC Minutes 8-5-2025.pdf,Meeting Minutes,True
753,City Council,2025-08-05,1012711,Midvale City Council Meeting,1303515,CC Agenda 8-5-2025.pdf,Public Information Handout,False
753,City Council,2025-08-05,1012711,Midvale City Council Meeting,1303517,CC Packet 8-5-2025.pdf,Public Information Handout,False
753,City Council,2025-07-22,1011155,Midvale City Council Special Meeting,1305607,CC Minutes 7-22-2025.pdf,Meeting Minutes,True
753,City Council,2025-07-22,1011155,Midvale City Council Special Meeting,1300831,CC Agenda 7-22-2025.pdf,Public Information Handout,False
753,City Council,2025-07-22,1011155,Midvale City Council Special Meeting,1300833,CC Packet 7-22-2025.pdf,Public Information Handout,False
753,City Council,2025-07-18,1010475,Public Notice of Invitation for Bids (IFB) for 2025 Midvale Sewer Rehabilitation IFB#MID25-137,1299645,Sewer Rehab Project 2025 - Public Notice.pdf,Public Information Handout,False
753,City Council,2025-07-15,1009005,Midvale City Council Meeting,1305605,CC Minutes 7-15-2025.pdf,Meeting Minutes,True
753,City Council,2025-07-15,1009005,Midvale City Council Meeting,1298313,CC Agenda 7-15-2025 AMENDED.pdf,Public Information Handout,False
753,City Council,2025-07-15,1009005,Midvale City Council Meeting,1298315,CC Packet 7-15-2025 AMENDED.pdf,Public Information Handout,False
753,City Council,2025-07-15,1006725,Midvale City Notice of Public Hearing,1293191,Declare Surplus Property PH 2025.pdf,Public Information Handout,False
753,City Council,2025-07-01,1005247,Midvale City Council Meeting *CANCELED*,1290105,CC Draft Agenda 7-1-2025.pdf,Public Information Handout,False
753,City Council,2025-06-17,1004305,Midvale City Public Notice,1288009,2025-O-12 Public Notice.pdf,Public Information Handout,False
753,City Council,2025-06-17,1004301,Midvale City Public Notice,1288005,2025-O-11.pdf,Public Information Handout,False
753,City Council,2025-06-17,1002755,Midvale City Council Meeting,1299323,CC Minutes 6-17-2025.pdf,Meeting Minutes,True
753,City Council,2025-06-17,1002755,Midvale City Council Meeting,1285413,Commercial Truck Parking Policy Brief.pdf,Public Information Handout,False
753,City Council,2025-06-17,1002755,Midvale City Council Meeting,1286663,CC Agenda 6-17-2024.pdf,Public Information Handout,False
753,City Council,2025-06-17,1002755,Midvale City Council Meeting,1286665,CC Packet 6-17-2024.pdf,Public Information Handout,False
753,City Council,2025-06-17,999107,Midvale City Notice of Public Hearing regarding Bonds to be Issued,1279035,Notice of Public Hearing - Midvale Sales &amp; Franchise Sales Tax Rev 2025.pdf,Public Information Handout,False
753,City Council,2025-06-10,1001991,Public Notice of Request for Proposals (IFB) for Midvale City 2025 Roadway and Utility Improvement Project,1283813,IFB - Public Notice Midvale Roadway and Utility Improvement Project.pdf,Public Information Handout,False
753,City Council,2025-06-03,996343,Midvale City Council Notice of Public Hearing,1274229,CC  Notice - 6-3-2025.pdf,Public Information Handout,False
753,City Council,2025-06-03,995505,Midvale City Notice of Public Hearing,1272811,Budget Amendment PH FY2025.pdf,Public Information Handout,False
753,City Council,2025-06-03,1000281,Midvale City Public Notice Ordinance 2025-O-10,1281277,Ordinance Publications City Website.pdf,Public Information Handout,False
753,City Council,2025-06-03,998391,Midvale City Council Meeting,1290349,CC Minutes 6-3-2025.pdf,Meeting Minutes,True
753,City Council,2025-06-03,998391,Midvale City Council Meeting,1278031,CC Agenda 6-3-2025.pdf,Public Information Handout,False
753,City Council,2025-06-03,998391,Midvale City Council Meeting,1279249,CC Packet 6-3-2025r.pdf,Public Information Handout,False
753,City Council,2025-05-20,992569,Midvale City Council Notice of Public Hearing,1267251,CC Notice - 5-20-2025.pdf,Public Information Handout,False
753,City Council,2025-05-20,988497,Midvale City Notice of Public Hearing and Bonds to be Issued,1260347,Notice of Public Hearing and Bonds to Be Issued - Midvale Water Sewer  Storm Water Rev 2025.pdf,Public Information Handout,False
753,City Council,2025-05-20,988495,Midvale City Notice of Public Hearing and Bonds to be Issued,1260339,Notice of Public Hearing and Bonds to Be Issued - Midvale SFTRB.pdf,Public Information Handout,False
753,City Council,2025-05-20,995481,Midvale City Council Meeting,1281269,CC Minutes 5-20-2025.pdf,Meeting Minutes,True
753,City Council,2025-05-20,995481,Midvale City Council Meeting,1272739,CC Agenda 5-20-2025.pdf,Public Information Handout,False
753,City Council,2025-05-20,995481,Midvale City Council Meeting,1272741,CC Packet 5-20-2025.pdf,Public Information Handout,False
753,City Council,2025-05-07,992969,Ordinance No. 2025-O-06 Amending Section 17-7-7.2 of the Midvale Municipal Code,1267841,Ordinance Publications Utah Public Notice Website.pdf,Public Information Handout,False
753,City Council,2025-05-07,992805,Public Notice - FY2026 Budget Public Hearing,1267605,Budget Public Hearing Notice FY 2026 City Combined notice.pdf,Public Information Handout,False
753,City Council,2025-05-06,991601,Midvale City Council Meeting,1274973,CC Minutes 5-6-2025.pdf,Meeting Minutes,True
753,City Council,2025-05-06,991601,Midvale City Council Meeting,1266891,CC Agenda 5-6-2025.pdf,Public Information Handout,False
753,City Council,2025-05-06,991601,Midvale City Council Meeting,1266893,CC Packet 5-6-2025.pdf,Public Information Handout,False
753,City Council,2025-05-06,987491,Notice of Public Hearing 2026 Fiscal Year Tentative Budget,1258449,Tentative Budget Public Hearing Notice FY 2026.pdf,Public Information Handout,False
753,City Council,2025-04-16,988315,Public Notice - Ordinance No. 2025-O-07,1259919,Ordinance Publications City Website.pdf,Audio Recording,False
753,City Council,2025-04-16,988313,Public Notice - Ordinance No. 2025-O-05,1259917,Ordinance Publications Utah Public Notice Website.pdf,Public Information Handout,False
753,City Council,2025-04-16,988023,Notice of Public Hearing and Bonds to be Issued,1259641,Notice of Public Hearing and Bonds to Be Issued - Midvale Water Sewer  Storm Water Rev 2025.pdf,Public Information Handout,False
753,City Council,2025-04-16,988019,Notice of Public Hearing and Bonds to be Issued,1259639,Notice of Public Hearing and Bonds to Be Issued - Midvale SFTRB.pdf,Public Information Handout,False
753,City Council,2025-04-15,984695,Midvale City Council Notice of Public Hearing,1253455,CC Notice - 4-15-2025.pdf,Public Information Handout,False
753,City Council,2025-04-15,986865,Midvale City Council Meeting,1267933,CC Minutes 4-15-2025.pdf,Meeting Minutes,True
753,City Council,2025-04-15,986865,Midvale City Council Meeting,1257315,CC Agenda 4-15-2025.pdf,Public Information Handout,False
753,City Council,2025-04-15,986865,Midvale City Council Meeting,1257317,CC Packet 4-15-2025.pdf,Public Information Handout,False
753,City Council,2025-04-08,986183,2025 Municipal Election,1255843,2025 Municipal Elections Overview Flier.pdf,Public Information Handout,False
753,City Council,2025-04-01,983593,Midvale City Council Meeting,1252029,CC Agenda 4-1-2025.pdf,Public Information Handout,False
753,City Council,2025-04-01,983593,Midvale City Council Meeting,1252031,CC Packet 4-1-2025.pdf,Public Information Handout,False
753,City Council,2025-04-01,983593,Midvale City Council Meeting,1260351,CC Minutes 4-1-2025.pdf,Public Information Handout,True
753,City Council,2025-03-20,981079,Midvale City Council Budget Retreat,1246625,Budget Retreat 3-20-2025.pdf,Public Information Handout,False
753,City Council,2025-03-18,981779,Midvale City Public Notice Ordinance 2025-O--04,1248065,Ordinance Publications Utah Public Notice Website 2025-O-04.pdf,Public Information Handout,False
753,City Council,2025-03-18,980413,Midvale City Council Meeting,1246769,CC Agenda 3-18-2025.pdf,Public Information Handout,False
753,City Council,2025-03-18,980413,Midvale City Council Meeting,1246771,CC Packet 3-18-2025.pdf,Public Information Handout,False
753,City Council,2025-03-18,980413,Midvale City Council Meeting,1253399,CC Minutes 3-18-2025.pdf,Public Information Handout,True
753,City Council,2025-03-04,973919,Midvale City Public Notice,1232877,Budget Amendment PH FY2025.pdf,Public Information Handout,False
753,City Council,2025-03-04,977013,Midvale City Council Meeting,1240101,CC Agenda AMENDED  3-4-2025.pdf,Public Information Handout,False
753,City Council,2025-03-04,977013,Midvale City Council Meeting,1240103,CC Packet AMENDED 3-4-2025.pdf,Public Information Handout,False
753,City Council,2025-03-04,977013,Midvale City Council Meeting,1247699,CC Minutes 3-4-2025.pdf,Public Information Handout,True
753,City Council,2025-02-18,975473,Midvale City Public Notice,1235485,Ordinance Publications Utah Public Notice Website 2025-O-03.pdf,Public Information Handout,False
753,City Council,2025-02-18,971633,Midvale City Council Notice of Public Hearing,1228331,CC  Notice - 2-18-2025.pdf,Public Information Handout,False
753,City Council,2025-02-18,973915,Midvale City Council Meeting,1232865,CC Agenda 2-18-2025.pdf,Public Information Handout,False
753,City Council,2025-02-18,973915,Midvale City Council Meeting,1232867,CC Packet 2-18-2025.pdf,Public Information Handout,False
753,City Council,2025-02-18,973915,Midvale City Council Meeting,1241001,CC Minutes 2-18-2025.pdf,Public Information Handout,True
753,City Council,2025-02-04,971793,Midvale City Public Notice Ordinance Publication 2025-O-02,1228701,Ordinance Publications Utah Public Notice Website 2025-O-02.pdf,Public Information Handout,False
753,City Council,2025-02-04,968577,Midvale City Council Notice of Public Hearing,1222509,CC  Notice - 2-4-2025 Final.pdf,Public Information Handout,False
753,City Council,2025-02-04,970693,Midvale City Council Meeting,1227443,CC Agenda 2-4-2025 rev.pdf,Public Information Handout,False
753,City Council,2025-02-04,970693,Midvale City Council Meeting,1227445,CC Packet 2-4-2025 rev.pdf,Public Information Handout,False
753,City Council,2025-02-04,970693,Midvale City Council Meeting,1235481,CC Minutes 2-4-2025.pdf,Public Information Handout,True
753,City Council,2025-01-21,968779,Midvale City Public Notice Ordinance No. 2025-O-01 Publication,1222965,Ordinance Publications Utah Public Notice Website.pdf,Public Information Handout,False
753,City Council,2025-01-21,967799,Midvale City Council Meeting,1221079,CC Agenda 1-21-2025.pdf,Public Information Handout,False
753,City Council,2025-01-21,967799,Midvale City Council Meeting,1221193,CC Packet 1-21-2025 r.pdf,Public Information Handout,False
753,City Council,2025-01-21,967799,Midvale City Council Meeting,1228699,CC Minutes 1-21-2025.pdf,Public Information Handout,True
753,City Council,2025-01-21,965041,Midvale City Council Notice of Public Hearing,1215699,CC  Notice - 1-21-2025.pdf,Public Information Handout,False
753,City Council,2025-01-07,964157,Midvale City Council Meeting,1222859,CC Minutes 1-7-2025.pdf,Meeting Minutes,True
753,City Council,2025-01-07,964157,Midvale City Council Meeting,1214739,CC Agenda 1-7-2025.pdf,Public Information Handout,False
753,City Council,2025-01-07,964157,Midvale City Council Meeting,1216155,CC Packet 1-7-2025_Redacted.pdf,Public Information Handout,False
753,City Council,2025-01-01,960767,Midvale City 2025 Meeting Schedule,1210519,2025 Published Meeting Schedule.pdf,Public Information Handout,False
753,City Council,2024-12-11,960579,Public Notice to Fill Council District 5 Vacancy,1210521,Application to Fill Council Vacancy 2024 with Garrett&#039;s edits.pdf,Audio Recording,False
753,City Council,2024-12-11,960579,Public Notice to Fill Council District 5 Vacancy,1210523,Filling the Council District 5 Vacancy Website Content.pdf,Public Information Handout,False
753,City Council,2024-12-11,960995,LEGISLATIVE BREAKFAST,1222853,CC Minutes 12-11- 2024 Legislative Breakfast.pdf,Meeting Minutes,True
753,City Council,2024-12-11,960995,LEGISLATIVE BREAKFAST,1209381,Legislative Breakfast Agenda 12-11-2024.pdf,Public Information Handout,False
