date,title,body,video_url,video_id,caption_type,source_url,retrieved_date,format,extraction_method,path,duration_sec,date_source,body_source,minutes_match
2019-12-05,MURRAY CITY LIVE,PlanningCommission,https://www.youtube.com/watch?v=4p1amgs6ILE,4p1amgs6ILE,asr,https://www.youtube.com/watch?v=4p1amgs6ILE,2026-07-13,na,mapped_not_fetched,,8179,yt_release_date_utc-1_weekday,weekday,False
2019-12-10,MURRAY CITY LIVE,Council,https://www.youtube.com/watch?v=3VOCU04Q3RY,3VOCU04Q3RY,asr,https://www.youtube.com/watch?v=3VOCU04Q3RY,2026-07-13,na,mapped_not_fetched,,3680,yt_release_date_utc-1_weekday,weekday,False
2019-12-19,MURRAY CITY LIVE,PlanningCommission,https://www.youtube.com/watch?v=ZzFbtZblzSU,ZzFbtZblzSU,asr,https://www.youtube.com/watch?v=ZzFbtZblzSU,2026-07-13,na,mapped_not_fetched,,669,yt_release_date_utc-1_weekday,weekday,False
2020-01-02,MURRAY CITY LIVE,PlanningCommission,https://www.youtube.com/watch?v=PN49FkYz6NM,PN49FkYz6NM,asr,https://www.youtube.com/watch?v=PN49FkYz6NM,2026-07-13,na,mapped_not_fetched,,1728,yt_release_date_utc-1_minutes_match,weekday,True
2020-01-07,MURRAY CITY LIVE,Council,https://www.youtube.com/watch?v=5UR-I5GtIHo,5UR-I5GtIHo,asr,https://www.youtube.com/watch?v=5UR-I5GtIHo,2026-07-13,na,mapped_not_fetched,,526,yt_release_date,weekday,True
2020-01-07,MURRAY CITY LIVE,Council,https://www.youtube.com/watch?v=MguiOJyl1h0,MguiOJyl1h0,asr,https://www.youtube.com/watch?v=MguiOJyl1h0,2026-07-13,na,mapped_not_fetched,,2893,yt_release_date,weekday,True
2020-01-07,MURRAY CITY LIVE,Council,https://www.youtube.com/watch?v=PStx_x-kEH4,PStx_x-kEH4,asr,https://www.youtube.com/watch?v=PStx_x-kEH4,2026-07-13,na,mapped_not_fetched,,42,yt_release_date,weekday,True
2020-01-07,MURRAY CITY LIVE,Council,https://www.youtube.com/watch?v=Q4TFId76ov0,Q4TFId76ov0,asr,https://www.youtube.com/watch?v=Q4TFId76ov0,2026-07-13,na,mapped_not_fetched,,5716,yt_release_date_utc-1_minutes_match,weekday,True
2020-01-16,MURRAY CITY LIVE,PlanningCommission,https://www.youtube.com/watch?v=9aCEKym_Ke0,9aCEKym_Ke0,asr,https://www.youtube.com/watch?v=9aCEKym_Ke0,2026-07-13,na,mapped_not_fetched,,3787,yt_release_date_utc-1_minutes_match,weekday,True
2020-01-21,MURRAY CITY LIVE,Council,https://www.youtube.com/watch?v=VN4DqNUO8JY,VN4DqNUO8JY,asr,https://www.youtube.com/watch?v=VN4DqNUO8JY,2026-07-13,na,mapped_not_fetched,,8726,yt_release_date_utc-1_minutes_match,weekday,True
2020-02-06,MURRAY CITY LIVE,PlanningCommission,https://www.youtube.com/watch?v=rm6FimouVhs,rm6FimouVhs,asr,https://www.youtube.com/watch?v=rm6FimouVhs,2026-07-13,na,mapped_not_fetched,,1795,yt_release_date_utc-1_minutes_match,weekday,True
2020-02-18,MURRAY CITY LIVE,Council,https://www.youtube.com/watch?v=9yPKUX7GrJA,9yPKUX7GrJA,asr,https://www.youtube.com/watch?v=9yPKUX7GrJA,2026-07-13,na,mapped_not_fetched,,13,yt_release_date_utc-1_minutes_match,weekday,True
2020-02-18,MURRAY CITY LIVE,Council,https://www.youtube.com/watch?v=U81K_Ejr-UU,U81K_Ejr-UU,asr,https://www.youtube.com/watch?v=U81K_Ejr-UU,2026-07-13,na,mapped_not_fetched,,1709,yt_release_date_utc-1_minutes_match,weekday,True
2020-02-18,MURRAY CITY LIVE,Council,https://www.youtube.com/watch?v=jf5P-29YK_0,jf5P-29YK_0,asr,https://www.youtube.com/watch?v=jf5P-29YK_0,2026-07-13,na,mapped_not_fetched,,742,yt_release_date_utc-1_minutes_match,weekday,True
2020-02-20,MURRAY CITY LIVE,PlanningCommission,https://www.youtube.com/watch?v=M6cMFza8BCg,M6cMFza8BCg,asr,https://www.youtube.com/watch?v=M6cMFza8BCg,2026-07-13,na,mapped_not_fetched,,5160,yt_release_date_utc-1_minutes_match,weekday,True
2020-03-03,MURRAY CITY LIVE,Council,https://www.youtube.com/watch?v=8UTz7sM4788,8UTz7sM4788,asr,https://www.youtube.com/watch?v=8UTz7sM4788,2026-07-13,na,mapped_not_fetched,,3035,yt_release_date_utc-1_minutes_match,weekday,True
2020-03-05,MURRAY CITY LIVE,PlanningCommission,https://www.youtube.com/watch?v=iFfmt3uKekE,iFfmt3uKekE,asr,https://www.youtube.com/watch?v=iFfmt3uKekE,2026-07-13,na,mapped_not_fetched,,5559,yt_release_date_utc-1_minutes_match,weekday,True
2020-03-17,MURRAY CITY LIVE,Council,https://www.youtube.com/watch?v=7BAzOvlwp4Y,7BAzOvlwp4Y,asr,https://www.youtube.com/watch?v=7BAzOvlwp4Y,2026-07-13,na,mapped_not_fetched,,4039,yt_release_date,weekday,True
2020-03-17,MURRAY CITY LIVE,Council,https://www.youtube.com/watch?v=QoZBhlFnM8k,QoZBhlFnM8k,asr,https://www.youtube.com/watch?v=QoZBhlFnM8k,2026-07-13,na,mapped_not_fetched,,1253,yt_release_date,weekday,True
2020-03-17,MURRAY CITY LIVE,Council,https://www.youtube.com/watch?v=b082in9OF8U,b082in9OF8U,asr,https://www.youtube.com/watch?v=b082in9OF8U,2026-07-13,na,mapped_not_fetched,,4199,yt_release_date_utc-1_minutes_match,weekday,True
2020-04-02,MURRAY CITY LIVE,PlanningCommission,https://www.youtube.com/watch?v=wa-8ElveDmM,wa-8ElveDmM,asr,https://www.youtube.com/watch?v=wa-8ElveDmM,2026-07-13,na,mapped_not_fetched,,12661,yt_release_date_utc-1_minutes_match,weekday,True
2020-04-07,MURRAY CITY LIVE,Council,https://www.youtube.com/watch?v=4wE9Bh97R_c,4wE9Bh97R_c,asr,https://www.youtube.com/watch?v=4wE9Bh97R_c,2026-07-13,na,mapped_not_fetched,,5554,yt_release_date_utc-1_minutes_match,weekday,True
2020-04-16,MURRAY CITY LIVE,PlanningCommission,https://www.youtube.com/watch?v=i8DZbPvE0EQ,i8DZbPvE0EQ,asr,https://www.youtube.com/watch?v=i8DZbPvE0EQ,2026-07-13,na,mapped_not_fetched,,6263,yt_release_date,weekday,True
2020-04-16,MURRAY CITY LIVE,PlanningCommission,https://www.youtube.com/watch?v=qjPYR3Mdl1M,qjPYR3Mdl1M,asr,https://www.youtube.com/watch?v=qjPYR3Mdl1M,2026-07-13,na,mapped_not_fetched,,7144,yt_release_date_utc-1_minutes_match,weekday,True
2020-04-21,MURRAY CITY LIVE,Council,https://www.youtube.com/watch?v=er4qnRIO5IY,er4qnRIO5IY,asr,https://www.youtube.com/watch?v=er4qnRIO5IY,2026-07-13,na,mapped_not_fetched,,9879,yt_release_date,weekday,True
2020-05-05,MURRAY CITY LIVE,Council,https://www.youtube.com/watch?v=7WPM7FwUwWg,7WPM7FwUwWg,asr,https://www.youtube.com/watch?v=7WPM7FwUwWg,2026-07-13,na,mapped_not_fetched,,1435,yt_release_date_utc-1_minutes_match,weekday,True
2020-05-05,MURRAY CITY LIVE,Council,https://www.youtube.com/watch?v=w-uW-gGFGKc,w-uW-gGFGKc,asr,https://www.youtube.com/watch?v=w-uW-gGFGKc,2026-07-13,na,mapped_not_fetched,,3296,yt_release_date,weekday,True
2020-05-07,MURRAY CITY LIVE,PlanningCommission,https://www.youtube.com/watch?v=1eybOledG7U,1eybOledG7U,asr,https://www.youtube.com/watch?v=1eybOledG7U,2026-07-13,na,mapped_not_fetched,,2428,yt_release_date_utc-1_minutes_match,weekday,True
2020-05-11,MURRAY CITY LIVE,Unknown,https://www.youtube.com/watch?v=PVN9ekU49ww,PVN9ekU49ww,asr,https://www.youtube.com/watch?v=PVN9ekU49ww,2026-07-13,na,mapped_not_fetched,,13572,yt_release_date,unknown,
2020-05-12,MURRAY CITY LIVE,Council,https://www.youtube.com/watch?v=O2Y-ZwvT1Dk,O2Y-ZwvT1Dk,asr,https://www.youtube.com/watch?v=O2Y-ZwvT1Dk,2026-07-13,na,mapped_not_fetched,,15019,yt_release_date,weekday,False
2020-05-14,MURRAY CITY LIVE,PlanningCommission,https://www.youtube.com/watch?v=TGJkWNkBc5Y,TGJkWNkBc5Y,asr,https://www.youtube.com/watch?v=TGJkWNkBc5Y,2026-07-13,na,mapped_not_fetched,,7568,yt_release_date_utc-1_weekday,weekday,False
2020-05-19,MURRAY CITY LIVE,Council,https://www.youtube.com/watch?v=A6JdxLDMHlk,A6JdxLDMHlk,asr,https://www.youtube.com/watch?v=A6JdxLDMHlk,2026-07-13,na,mapped_not_fetched,,2232,yt_release_date,weekday,True
2020-05-19,MURRAY CITY LIVE,Council,https://www.youtube.com/watch?v=rqUHY9CLFX0,rqUHY9CLFX0,asr,https://www.youtube.com/watch?v=rqUHY9CLFX0,2026-07-13,na,mapped_not_fetched,,7851,yt_release_date,weekday,True
2020-05-21,MURRAY CITY LIVE,PlanningCommission,https://www.youtube.com/watch?v=yCWepcgJA1Q,yCWepcgJA1Q,asr,https://www.youtube.com/watch?v=yCWepcgJA1Q,2026-07-13,na,mapped_not_fetched,,12687,yt_release_date,weekday,True
2020-06-02,MURRAY CITY LIVE,Council,https://www.youtube.com/watch?v=MzI3qfQM1lE,MzI3qfQM1lE,asr,https://www.youtube.com/watch?v=MzI3qfQM1lE,2026-07-13,na,mapped_not_fetched,,3799,yt_release_date_utc-1_minutes_match,weekday,True
2020-06-02,MURRAY CITY LIVE,Council,https://www.youtube.com/watch?v=i55LC-_s0Ww,i55LC-_s0Ww,asr,https://www.youtube.com/watch?v=i55LC-_s0Ww,2026-07-13,na,mapped_not_fetched,,1459,yt_release_date,weekday,True
2020-06-04,MURRAY CITY LIVE,PlanningCommission,https://www.youtube.com/watch?v=qY94jtdvpzk,qY94jtdvpzk,asr,https://www.youtube.com/watch?v=qY94jtdvpzk,2026-07-13,na,mapped_not_fetched,,5009,yt_release_date,weekday,True
2020-06-16,MURRAY CITY LIVE,Council,https://www.youtube.com/watch?v=Tuye4nuz92w,Tuye4nuz92w,asr,https://www.youtube.com/watch?v=Tuye4nuz92w,2026-07-13,na,mapped_not_fetched,,11273,yt_release_date,weekday,True
2020-06-18,MURRAY CITY LIVE,PlanningCommission,https://www.youtube.com/watch?v=9IKLza6v-zQ,9IKLza6v-zQ,asr,https://www.youtube.com/watch?v=9IKLza6v-zQ,2026-07-13,na,mapped_not_fetched,,8893,yt_release_date,weekday,True
2020-06-30,MURRAY CITY LIVE,Council,https://www.youtube.com/watch?v=ABzEYglE6b0,ABzEYglE6b0,asr,https://www.youtube.com/watch?v=ABzEYglE6b0,2026-07-13,na,mapped_not_fetched,,531,yt_release_date_utc-1_weekday,weekday,False
2020-07-02,MURRAY CITY LIVE,PlanningCommission,https://www.youtube.com/watch?v=g9SaNKZCofU,g9SaNKZCofU,asr,https://www.youtube.com/watch?v=g9SaNKZCofU,2026-07-13,na,mapped_not_fetched,,15539,yt_release_date,weekday,True
2020-07-07,MURRAY CITY LIVE,Council,https://www.youtube.com/watch?v=eSBjEoCUUDs,eSBjEoCUUDs,asr,https://www.youtube.com/watch?v=eSBjEoCUUDs,2026-07-13,na,mapped_not_fetched,,11759,yt_release_date,weekday,True
2020-07-16,MURRAY CITY LIVE,PlanningCommission,https://www.youtube.com/watch?v=qMK_aP6XwU8,qMK_aP6XwU8,asr,https://www.youtube.com/watch?v=qMK_aP6XwU8,2026-07-13,na,mapped_not_fetched,,7799,yt_release_date,weekday,True
2020-07-21,MURRAY CITY LIVE,Council,https://www.youtube.com/watch?v=ljpOE1uTtyo,ljpOE1uTtyo,asr,https://www.youtube.com/watch?v=ljpOE1uTtyo,2026-07-13,na,mapped_not_fetched,,11427,yt_release_date,weekday,True
2020-07-30,MURRAY CITY LIVE,PlanningCommission,https://www.youtube.com/watch?v=9UTAIkU3YlQ,9UTAIkU3YlQ,asr,https://www.youtube.com/watch?v=9UTAIkU3YlQ,2026-07-13,na,mapped_not_fetched,,988,yt_release_date_utc-1_weekday,weekday,False
2020-08-04,MURRAY CITY LIVE,Council,https://www.youtube.com/watch?v=AnpBWFDgkJc,AnpBWFDgkJc,asr,https://www.youtube.com/watch?v=AnpBWFDgkJc,2026-07-13,na,mapped_not_fetched,,10881,yt_release_date,weekday,True
2020-08-06,MURRAY CITY LIVE,PlanningCommission,https://www.youtube.com/watch?v=lbN7o6Utk48,lbN7o6Utk48,asr,https://www.youtube.com/watch?v=lbN7o6Utk48,2026-07-13,na,mapped_not_fetched,,4217,yt_release_date,weekday,True
2020-08-20,MURRAY CITY LIVE,PlanningCommission,https://www.youtube.com/watch?v=FHNHwIoX1Xw,FHNHwIoX1Xw,asr,https://www.youtube.com/watch?v=FHNHwIoX1Xw,2026-07-13,na,mapped_not_fetched,,4805,yt_release_date,weekday,True
2020-08-25,MURRAY CITY LIVE,Council,https://www.youtube.com/watch?v=-EbHw2RP-DI,-EbHw2RP-DI,asr,https://www.youtube.com/watch?v=-EbHw2RP-DI,2026-07-13,na,mapped_not_fetched,,27,yt_release_date,weekday,True
2020-08-25,MURRAY CITY LIVE,Council,https://www.youtube.com/watch?v=5iZoAa42Z1Y,5iZoAa42Z1Y,asr,https://www.youtube.com/watch?v=5iZoAa42Z1Y,2026-07-13,na,mapped_not_fetched,,14379,yt_release_date,weekday,True
2020-09-01,MURRAY CITY LIVE,Council,https://www.youtube.com/watch?v=ydTK8_t3XuE,ydTK8_t3XuE,asr,https://www.youtube.com/watch?v=ydTK8_t3XuE,2026-07-13,na,mapped_not_fetched,,5167,yt_release_date,weekday,True
2020-09-17,MURRAY CITY LIVE,PlanningCommission,https://www.youtube.com/watch?v=BUZ62QOVGYc,BUZ62QOVGYc,asr,https://www.youtube.com/watch?v=BUZ62QOVGYc,2026-07-13,na,mapped_not_fetched,,7417,yt_release_date,weekday,True
2020-10-01,MURRAY CITY LIVE,PlanningCommission,https://www.youtube.com/watch?v=6Mtpey5uDro,6Mtpey5uDro,asr,https://www.youtube.com/watch?v=6Mtpey5uDro,2026-07-13,na,mapped_not_fetched,,3105,yt_release_date_utc-1_minutes_match,weekday,True
2020-10-01,MURRAY CITY LIVE,PlanningCommission,https://www.youtube.com/watch?v=Hybeg-JjIEo,Hybeg-JjIEo,asr,https://www.youtube.com/watch?v=Hybeg-JjIEo,2026-07-13,na,mapped_not_fetched,,251,yt_release_date,weekday,True
2020-10-06,Murray City Live,Council,https://www.youtube.com/watch?v=VjusnalxA0o,VjusnalxA0o,asr,https://www.youtube.com/watch?v=VjusnalxA0o,2026-07-13,na,mapped_not_fetched,,6076,yt_release_date,weekday,True
2020-10-15,Murray City Live,PlanningCommission,https://www.youtube.com/watch?v=V_qjY3mm_n0,V_qjY3mm_n0,asr,https://www.youtube.com/watch?v=V_qjY3mm_n0,2026-07-13,na,mapped_not_fetched,,9566,yt_release_date,weekday,True
2020-10-20,Murray City Live,Council,https://www.youtube.com/watch?v=QhjgZ5nMx6c,QhjgZ5nMx6c,asr,https://www.youtube.com/watch?v=QhjgZ5nMx6c,2026-07-13,na,mapped_not_fetched,,9311,yt_release_date,weekday,True
2020-11-05,Murray City Live,PlanningCommission,https://www.youtube.com/watch?v=_OuwXQa5Yko,_OuwXQa5Yko,asr,https://www.youtube.com/watch?v=_OuwXQa5Yko,2026-07-13,na,mapped_not_fetched,,5451,yt_release_date_utc-1_minutes_match,weekday,True
2020-11-10,Murray City Live,Council,https://www.youtube.com/watch?v=mJuLwiWBscw,mJuLwiWBscw,asr,https://www.youtube.com/watch?v=mJuLwiWBscw,2026-07-13,na,mapped_not_fetched,,8679,yt_release_date_utc-1_minutes_match,weekday,True
2020-11-17,Murray City Live,Council,https://www.youtube.com/watch?v=dq1SIFSAbZE,dq1SIFSAbZE,asr,https://www.youtube.com/watch?v=dq1SIFSAbZE,2026-07-13,na,mapped_not_fetched,,13291,yt_release_date,weekday,True
2020-11-19,Murray City Live,PlanningCommission,https://www.youtube.com/watch?v=UGfRlyFNzn8,UGfRlyFNzn8,asr,https://www.youtube.com/watch?v=UGfRlyFNzn8,2026-07-13,na,mapped_not_fetched,,10456,yt_release_date_utc-1_minutes_match,weekday,True
2020-12-01,Murray City Live,Council,https://www.youtube.com/watch?v=LMHlwhXnhdU,LMHlwhXnhdU,asr,https://www.youtube.com/watch?v=LMHlwhXnhdU,2026-07-13,na,mapped_not_fetched,,10161,yt_release_date,weekday,True
2020-12-03,MURRAY CITY LIVE Live Stream,PlanningCommission,https://www.youtube.com/watch?v=3b7waJmWvYI,3b7waJmWvYI,asr,https://www.youtube.com/watch?v=3b7waJmWvYI,2026-07-13,na,mapped_not_fetched,,12419,yt_release_date_utc-1_minutes_match,weekday,True
2020-12-08,Murray City Live,Council,https://www.youtube.com/watch?v=WUuJd8FM9hE,WUuJd8FM9hE,asr,https://www.youtube.com/watch?v=WUuJd8FM9hE,2026-07-13,na,mapped_not_fetched,,11386,yt_release_date,weekday,True
2020-12-17,Murray City Live,PlanningCommission,https://www.youtube.com/watch?v=5-HqjsuSjvs,5-HqjsuSjvs,asr,https://www.youtube.com/watch?v=5-HqjsuSjvs,2026-07-13,na,mapped_not_fetched,,12589,yt_release_date_utc-1_minutes_match,weekday,True
2021-01-05,Murray City Live,Council,https://www.youtube.com/watch?v=qTsV_VcPMr8,qTsV_VcPMr8,asr,https://www.youtube.com/watch?v=qTsV_VcPMr8,2026-07-13,na,mapped_not_fetched,,10551,yt_release_date,weekday,True
2021-01-07,Murray City Live,PlanningCommission,https://www.youtube.com/watch?v=Gx11-QUAaWM,Gx11-QUAaWM,asr,https://www.youtube.com/watch?v=Gx11-QUAaWM,2026-07-13,na,mapped_not_fetched,,5976,yt_release_date_utc-1_minutes_match,weekday,True
2021-01-12,Murray City School Coordinating Council,Other,https://www.youtube.com/watch?v=bWf1N-NHOl8,bWf1N-NHOl8,asr,https://www.youtube.com/watch?v=bWf1N-NHOl8,2026-07-13,na,mapped_not_fetched,,2506,yt_release_date_utc-1_weekday,title,
2021-01-19,"Murray City RDA Meeting Jan 19, 2021",Council,https://www.youtube.com/watch?v=4A7AOp-8TV4,4A7AOp-8TV4,asr,https://www.youtube.com/watch?v=4A7AOp-8TV4,2026-07-13,na,mapped_not_fetched,,11756,title,weekday,True
2021-01-19,"Murray City RDA Meeting Jan 19, 2021",Council,https://www.youtube.com/watch?v=YQc9sh27r8o,YQc9sh27r8o,asr,https://www.youtube.com/watch?v=YQc9sh27r8o,2026-07-13,na,mapped_not_fetched,,5756,title,weekday,True
2021-01-21,"Murray City Planning Meeting Jan 21, 2021",PlanningCommission,https://www.youtube.com/watch?v=zGwpF7B4wQw,zGwpF7B4wQw,asr,https://www.youtube.com/watch?v=zGwpF7B4wQw,2026-07-13,na,mapped_not_fetched,,5936,title,weekday,True
2021-01-26,"Murray City Budget and Finance Committee Jan 26, 2021",Council,https://www.youtube.com/watch?v=kGzYnctYitI,kGzYnctYitI,asr,https://www.youtube.com/watch?v=kGzYnctYitI,2026-07-13,na,mapped_not_fetched,,15641,title,weekday,False
2021-02-02,"Murray City Feb. 2, 2021",Council,https://www.youtube.com/watch?v=GoHaSOqxkcI,GoHaSOqxkcI,asr,https://www.youtube.com/watch?v=GoHaSOqxkcI,2026-07-13,na,mapped_not_fetched,,15506,title,weekday,True
2021-02-04,"Murray City Feb. 4, 2021",PlanningCommission,https://www.youtube.com/watch?v=FLL-0K9zzQ8,FLL-0K9zzQ8,asr,https://www.youtube.com/watch?v=FLL-0K9zzQ8,2026-07-13,na,mapped_not_fetched,,5861,title,weekday,True
2021-02-04,"Murray City Feb. 4, 2021",PlanningCommission,https://www.youtube.com/watch?v=eI3C72j4Yu0,eI3C72j4Yu0,asr,https://www.youtube.com/watch?v=eI3C72j4Yu0,2026-07-13,na,mapped_not_fetched,,6,title,weekday,True
2021-02-16,"Murray City Feb. 16, 2021",Council,https://www.youtube.com/watch?v=KPU_hIftOVc,KPU_hIftOVc,asr,https://www.youtube.com/watch?v=KPU_hIftOVc,2026-07-13,na,mapped_not_fetched,,9976,title,weekday,True
2021-02-18,"MURRAY CITY Planning Commission Meeting Feb. 18, 2021",PlanningCommission,https://www.youtube.com/watch?v=bPR7vWEhG0A,bPR7vWEhG0A,asr,https://www.youtube.com/watch?v=bPR7vWEhG0A,2026-07-13,na,mapped_not_fetched,,10981,title,title,True
2021-03-02,"MURRAY CITY March 2, 2021",Council,https://www.youtube.com/watch?v=gnCX0n6TtHQ,gnCX0n6TtHQ,asr,https://www.youtube.com/watch?v=gnCX0n6TtHQ,2026-07-13,na,mapped_not_fetched,,6136,title,weekday,True
2021-03-04,"MURRAY CITY March 4, 2021",PlanningCommission,https://www.youtube.com/watch?v=muYNvr7kbf0,muYNvr7kbf0,asr,https://www.youtube.com/watch?v=muYNvr7kbf0,2026-07-13,na,mapped_not_fetched,,4456,title,weekday,True
2021-03-16,"MURRAY CITY March 16, 2021",Council,https://www.youtube.com/watch?v=0rI5Iu5NXio,0rI5Iu5NXio,asr,https://www.youtube.com/watch?v=0rI5Iu5NXio,2026-07-13,na,mapped_not_fetched,,9461,title,weekday,True
2021-03-16,"MURRAY CITY March 16, 2021",Council,https://www.youtube.com/watch?v=zl5Zth0nBFU,zl5Zth0nBFU,asr,https://www.youtube.com/watch?v=zl5Zth0nBFU,2026-07-13,na,mapped_not_fetched,,721,title,weekday,True
2021-03-18,"MURRAY CITY March 18, 2021",PlanningCommission,https://www.youtube.com/watch?v=ExHCISSCa_w,ExHCISSCa_w,asr,https://www.youtube.com/watch?v=ExHCISSCa_w,2026-07-13,na,mapped_not_fetched,,3031,title,weekday,True
2021-03-18,"MURRAY CITY March 18, 2021",PlanningCommission,https://www.youtube.com/watch?v=h5y4RGW_qQc,h5y4RGW_qQc,asr,https://www.youtube.com/watch?v=h5y4RGW_qQc,2026-07-13,na,mapped_not_fetched,,14196,title,weekday,True
2021-04-01,"MURRAY CITY April 1, 2021",PlanningCommission,https://www.youtube.com/watch?v=7Ff55T_MXz8,7Ff55T_MXz8,asr,https://www.youtube.com/watch?v=7Ff55T_MXz8,2026-07-13,na,mapped_not_fetched,,7956,title,weekday,True
2021-04-06,"MURRAY CITY April 6, 2021",Council,https://www.youtube.com/watch?v=Cy9-iHx9ViY,Cy9-iHx9ViY,asr,https://www.youtube.com/watch?v=Cy9-iHx9ViY,2026-07-13,na,mapped_not_fetched,,7814,title,weekday,True
2021-04-06,"MURRAY CITY April 6, 2021",Council,https://www.youtube.com/watch?v=JFMccu5GIwo,JFMccu5GIwo,asr,https://www.youtube.com/watch?v=JFMccu5GIwo,2026-07-13,na,mapped_not_fetched,,8239,title,weekday,True
2021-04-06,"MURRAY CITY April 6, 2021",Council,https://www.youtube.com/watch?v=hyRubHJPwLM,hyRubHJPwLM,asr,https://www.youtube.com/watch?v=hyRubHJPwLM,2026-07-13,na,mapped_not_fetched,,3210,title,weekday,True
2021-04-20,"MURRAY CITY April 20, 2021",Council,https://www.youtube.com/watch?v=GYFScLq39c4,GYFScLq39c4,asr,https://www.youtube.com/watch?v=GYFScLq39c4,2026-07-13,na,mapped_not_fetched,,15059,title,weekday,True
2021-05-05,"Murray City Live May 5, 2021",Unknown,https://www.youtube.com/watch?v=BQiL7LzAhr0,BQiL7LzAhr0,asr,https://www.youtube.com/watch?v=BQiL7LzAhr0,2026-07-13,na,mapped_not_fetched,,10604,title,unknown,
2021-05-06,"Murray City Live May 6, 2021",PlanningCommission,https://www.youtube.com/watch?v=0YDDOzKNrt0,0YDDOzKNrt0,asr,https://www.youtube.com/watch?v=0YDDOzKNrt0,2026-07-13,na,mapped_not_fetched,,13550,title,weekday,True
2021-05-06,"Murray City Live May 6, 2021",PlanningCommission,https://www.youtube.com/watch?v=m_5LsSTGGLU,m_5LsSTGGLU,asr,https://www.youtube.com/watch?v=m_5LsSTGGLU,2026-07-13,na,mapped_not_fetched,,9157,title,weekday,True
2021-05-07,"Murray City Live May 7, 2021",Unknown,https://www.youtube.com/watch?v=ifeTTggXyiQ,ifeTTggXyiQ,asr,https://www.youtube.com/watch?v=ifeTTggXyiQ,2026-07-13,na,mapped_not_fetched,,1547,title,unknown,
2021-05-18,"Murray City Live May 18, 2021",Council,https://www.youtube.com/watch?v=kxhVTayfcgY,kxhVTayfcgY,asr,https://www.youtube.com/watch?v=kxhVTayfcgY,2026-07-13,na,mapped_not_fetched,,2652,title,weekday,True
2021-05-18,"Murray City Live May 18, 2021",Council,https://www.youtube.com/watch?v=nJjrSELzECc,nJjrSELzECc,asr,https://www.youtube.com/watch?v=nJjrSELzECc,2026-07-13,na,mapped_not_fetched,,8385,title,weekday,True
2021-05-20,"Murray City Live May 20, 2021",PlanningCommission,https://www.youtube.com/watch?v=h4NpuUeHHgk,h4NpuUeHHgk,asr,https://www.youtube.com/watch?v=h4NpuUeHHgk,2026-07-13,na,mapped_not_fetched,,10945,title,weekday,True
