date,title,body,video_url,video_id,caption_type,source_url,retrieved_date,format,extraction_method,path,duration_sec,tab,date_source,body_source,pg_dates,pg_bodies,minutes_match
2018-06-21,"Planning Commission Meeting - June 21, 2018",PlanningCommission,https://www.youtube.com/watch?v=PuBSum-2bNo,PuBSum-2bNo,asr,https://www.youtube.com/watch?v=PuBSum-2bNo,2026-07-13,na,mapped_not_fetched,,3063,streams,title,title,,,False
2018-07-11,"Herriman City Council Work Meeting - July 11, 2018",Council,https://www.youtube.com/watch?v=3Gik27JKCAc,3Gik27JKCAc,asr,https://www.youtube.com/watch?v=3Gik27JKCAc,2026-07-13,na,mapped_not_fetched,,4721,streams,title,title,,,False
2018-07-11,"Herriman City Council Meeting - July 11, 2018",Council,https://www.youtube.com/watch?v=SB8tkMGWjHQ,SB8tkMGWjHQ,asr,https://www.youtube.com/watch?v=SB8tkMGWjHQ,2026-07-13,na,mapped_not_fetched,,4221,streams,title,title,,,False
2018-07-11,"Herriman City Council Work Meeting Part 2 - July 11, 2018",Council,https://www.youtube.com/watch?v=VhvAFSzq-7o,VhvAFSzq-7o,asr,https://www.youtube.com/watch?v=VhvAFSzq-7o,2026-07-13,na,mapped_not_fetched,,896,streams,title,title,,,False
2018-07-11,"Herriman City Council Work Meeting - July 11, 2018",Council,https://www.youtube.com/watch?v=jnE2QIqBC1Y,jnE2QIqBC1Y,asr,https://www.youtube.com/watch?v=jnE2QIqBC1Y,2026-07-13,na,mapped_not_fetched,,1839,streams,title,title,,,False
2018-07-19,"Herriman City Planning Commission Meeting - July 19, 2018",PlanningCommission,https://www.youtube.com/watch?v=iTOeVyGDN0c,iTOeVyGDN0c,asr,https://www.youtube.com/watch?v=iTOeVyGDN0c,2026-07-13,na,mapped_not_fetched,,5676,streams,title,title,,,False
2018-08-02,"Herriman City Planning Commission Meeting - August 2, 2018",PlanningCommission,https://www.youtube.com/watch?v=EyOVAbn86i0,EyOVAbn86i0,asr,https://www.youtube.com/watch?v=EyOVAbn86i0,2026-07-13,na,mapped_not_fetched,,2502,streams,title,title,,,False
2018-08-08,"Herriman City Council Work Meeting - August 8, 2018",Council,https://www.youtube.com/watch?v=wKCm3woZYus,wKCm3woZYus,asr,https://www.youtube.com/watch?v=wKCm3woZYus,2026-07-13,na,mapped_not_fetched,,4521,streams,title,title,,,False
2018-08-08,"Herriman City Council Meeting - August 8, 2018",Council,https://www.youtube.com/watch?v=z7uxPdfTU_0,z7uxPdfTU_0,asr,https://www.youtube.com/watch?v=z7uxPdfTU_0,2026-07-13,na,mapped_not_fetched,,4309,streams,title,title,,,False
2018-08-16,"Herriman City Safety Enforcement Area Board Meeting - August 16, 2018",HCSEA,https://www.youtube.com/watch?v=mNqhlXrfP7o,mNqhlXrfP7o,asr,https://www.youtube.com/watch?v=mNqhlXrfP7o,2026-07-13,na,mapped_not_fetched,,683,streams,title,title,,,False
2018-08-16,"Herriman City Planning Commission Meeting - August 16, 2018",PlanningCommission,https://www.youtube.com/watch?v=zVA9JJTeEbY,zVA9JJTeEbY,asr,https://www.youtube.com/watch?v=zVA9JJTeEbY,2026-07-13,na,mapped_not_fetched,,1711,streams,title,title,,,False
2018-08-22,"Herriman City Council Meeting - August 22, 2018",Council,https://www.youtube.com/watch?v=QC-FTivj3_Q,QC-FTivj3_Q,asr,https://www.youtube.com/watch?v=QC-FTivj3_Q,2026-07-13,na,mapped_not_fetched,,4012,streams,title,title,,,False
2018-08-22,"Herriman City Council Work Meeting - August 22, 2018",Council,https://www.youtube.com/watch?v=jGZ7uVxJamw,jGZ7uVxJamw,asr,https://www.youtube.com/watch?v=jGZ7uVxJamw,2026-07-13,na,mapped_not_fetched,,5781,streams,title,title,,,False
2018-08-30,"City Council and Planning Commission Joint Work Meeting - August 30, 2018",Joint,https://www.youtube.com/watch?v=rJNGrCSzRYI,rJNGrCSzRYI,asr,https://www.youtube.com/watch?v=rJNGrCSzRYI,2026-07-13,na,mapped_not_fetched,,7511,streams,title,title,,,False
2018-09-06,"Herriman City Planning Commission Meeting - September 6, 2018",PlanningCommission,https://www.youtube.com/watch?v=_78lhzTGANE,_78lhzTGANE,asr,https://www.youtube.com/watch?v=_78lhzTGANE,2026-07-13,na,mapped_not_fetched,,1878,streams,title,title,,,False
2018-09-06,"Herriman City Planning Commission Meeting - September 6, 2018",PlanningCommission,https://www.youtube.com/watch?v=zZK1ddWJn6Q,zZK1ddWJn6Q,asr,https://www.youtube.com/watch?v=zZK1ddWJn6Q,2026-07-13,na,mapped_not_fetched,,24,streams,title,title,,,False
2018-09-12,"Herriman City Council Meeting - September 12, 2018",Council,https://www.youtube.com/watch?v=AJzD-D7mlpw,AJzD-D7mlpw,asr,https://www.youtube.com/watch?v=AJzD-D7mlpw,2026-07-13,na,mapped_not_fetched,,6364,streams,title,title,,,False
2018-09-12,"Herriman City Council Work Meeting - September 12, 2018",Council,https://www.youtube.com/watch?v=ote1CBHSEWY,ote1CBHSEWY,asr,https://www.youtube.com/watch?v=ote1CBHSEWY,2026-07-13,na,mapped_not_fetched,,4106,streams,title,title,,,False
2018-09-20,"Herriman City Planning Commission Meeting - September 20, 2018",PlanningCommission,https://www.youtube.com/watch?v=t_ti0ioQkNo,t_ti0ioQkNo,asr,https://www.youtube.com/watch?v=t_ti0ioQkNo,2026-07-13,na,mapped_not_fetched,,2222,streams,title,title,,,False
2018-09-26,"Herriman City Council Meeting - September 26, 2018",Council,https://www.youtube.com/watch?v=GmmLVnlS-iY,GmmLVnlS-iY,asr,https://www.youtube.com/watch?v=GmmLVnlS-iY,2026-07-13,na,mapped_not_fetched,,5805,streams,title,title,,,False
2018-09-26,"Herriman City Council Work Meeting - September 26, 2018",Council,https://www.youtube.com/watch?v=znff3SYoXsc,znff3SYoXsc,asr,https://www.youtube.com/watch?v=znff3SYoXsc,2026-07-13,na,mapped_not_fetched,,5687,streams,title,title,,,False
2018-10-04,"Herriman City Council Meeting - October 4, 2018",Council,https://www.youtube.com/watch?v=aFq3h4bza-g,aFq3h4bza-g,asr,https://www.youtube.com/watch?v=aFq3h4bza-g,2026-07-13,na,mapped_not_fetched,,2661,streams,title,title,,,False
2018-10-10,"Herriman City Council Work Meeting - October 10, 2018",Council,https://www.youtube.com/watch?v=8g0QCX2bYdI,8g0QCX2bYdI,asr,https://www.youtube.com/watch?v=8g0QCX2bYdI,2026-07-13,na,mapped_not_fetched,,3534,streams,title,title,,,False
2018-10-10,"Herriman City Council Meeting - October 10, 2018",Council,https://www.youtube.com/watch?v=TR0L9p9EQSM,TR0L9p9EQSM,asr,https://www.youtube.com/watch?v=TR0L9p9EQSM,2026-07-13,na,mapped_not_fetched,,6776,streams,title,title,,,False
2018-10-24,"Herriman City Council Meeting - October 24, 2018",Council,https://www.youtube.com/watch?v=2DhtpBX8iL0,2DhtpBX8iL0,asr,https://www.youtube.com/watch?v=2DhtpBX8iL0,2026-07-13,na,mapped_not_fetched,,7307,streams,title,title,,,False
2018-10-24,"Herriman City Council Work Meeting - October 24, 2018",Council,https://www.youtube.com/watch?v=I6exweFKZ6c,I6exweFKZ6c,asr,https://www.youtube.com/watch?v=I6exweFKZ6c,2026-07-13,na,mapped_not_fetched,,4329,streams,title,title,,,False
2018-10-24,"Herriman City Council Work Meeting - October 24, 2018",Council,https://www.youtube.com/watch?v=dlYowbYpFmY,dlYowbYpFmY,asr,https://www.youtube.com/watch?v=dlYowbYpFmY,2026-07-13,na,mapped_not_fetched,,6295,streams,title,title,,,False
2018-11-01,"Herriman City Planning Commission Meeting - November 1, 2018",PlanningCommission,https://www.youtube.com/watch?v=jjq-6BnN6oQ,jjq-6BnN6oQ,asr,https://www.youtube.com/watch?v=jjq-6BnN6oQ,2026-07-13,na,mapped_not_fetched,,10487,streams,title,title,,,False
2018-11-09,"Special Herriman City Council and Staff Work Meeting - November 9, 2018",Council,https://www.youtube.com/watch?v=KL1NsQqJ7IA,KL1NsQqJ7IA,asr,https://www.youtube.com/watch?v=KL1NsQqJ7IA,2026-07-13,na,mapped_not_fetched,,23342,streams,title,title,,,False
2018-11-09,"Special Herriman City Council Meeting - November 9, 2018",Council,https://www.youtube.com/watch?v=ookpR4X_vvs,ookpR4X_vvs,asr,https://www.youtube.com/watch?v=ookpR4X_vvs,2026-07-13,na,mapped_not_fetched,,438,streams,title,title,,,False
2018-11-14,"City Council Work Meeting (part 2) - November 14, 2018",Council,https://www.youtube.com/watch?v=7Jm9ip5htAg,7Jm9ip5htAg,asr,https://www.youtube.com/watch?v=7Jm9ip5htAg,2026-07-13,na,mapped_not_fetched,,624,streams,title,title,,,False
2018-11-14,"City Council Meeting - November 14, 2018",Council,https://www.youtube.com/watch?v=WJdiZS1VWYw,WJdiZS1VWYw,asr,https://www.youtube.com/watch?v=WJdiZS1VWYw,2026-07-13,na,mapped_not_fetched,,2834,streams,title,title,,,False
2018-11-14,"City Council Work Meeting - November 14, 2018",Council,https://www.youtube.com/watch?v=x4H4XAxypnc,x4H4XAxypnc,asr,https://www.youtube.com/watch?v=x4H4XAxypnc,2026-07-13,na,mapped_not_fetched,,5963,streams,title,title,,,False
2018-11-15,"Planning Commission Meeting - November 15, 2018",PlanningCommission,https://www.youtube.com/watch?v=sSLYzIC6hGc,sSLYzIC6hGc,asr,https://www.youtube.com/watch?v=sSLYzIC6hGc,2026-07-13,na,mapped_not_fetched,,3292,streams,title,title,,,False
2018-12-06,"Planning Commission Meeting - December 6, 2018",PlanningCommission,https://www.youtube.com/watch?v=RcE8Rz_RDAY,RcE8Rz_RDAY,asr,https://www.youtube.com/watch?v=RcE8Rz_RDAY,2026-07-13,na,mapped_not_fetched,,3444,streams,title,title,,,False
2018-12-12,"City Council Meeting - December 12, 2018",Council,https://www.youtube.com/watch?v=9Eh9lTJjKYo,9Eh9lTJjKYo,asr,https://www.youtube.com/watch?v=9Eh9lTJjKYo,2026-07-13,na,mapped_not_fetched,,16729,streams,title,title,,,False
2018-12-12,"City Council Work Meeting Part 2 - December 12, 2018",Council,https://www.youtube.com/watch?v=_El6__Soqqg,_El6__Soqqg,asr,https://www.youtube.com/watch?v=_El6__Soqqg,2026-07-13,na,mapped_not_fetched,,2476,streams,title,title,,,False
2018-12-12,"City Council Work Meeting - December 12, 2018",Council,https://www.youtube.com/watch?v=wfIzLX2PzQE,wfIzLX2PzQE,asr,https://www.youtube.com/watch?v=wfIzLX2PzQE,2026-07-13,na,mapped_not_fetched,,5334,streams,title,title,,,False
2019-01-03,"Planning Commission Meeting - January 3, 2019",PlanningCommission,https://www.youtube.com/watch?v=52sjt53RowE,52sjt53RowE,asr,https://www.youtube.com/watch?v=52sjt53RowE,2026-07-13,na,mapped_not_fetched,,5136,streams,title,title,,,False
2019-01-09,"City Council Work Meeting 2 - January 9, 2019",Council,https://www.youtube.com/watch?v=3S-uvBx4bgE,3S-uvBx4bgE,asr,https://www.youtube.com/watch?v=3S-uvBx4bgE,2026-07-13,na,mapped_not_fetched,,1811,streams,title,title,,,False
2019-01-09,"Special Community Development and Renewal Agency of Herriman City Meeting - January 9, 2019",CDRA,https://www.youtube.com/watch?v=cMYG6cFM3GI,cMYG6cFM3GI,asr,https://www.youtube.com/watch?v=cMYG6cFM3GI,2026-07-13,na,mapped_not_fetched,,150,streams,title,title,,,False
2019-01-09,"City Council Work Meeting - January 9, 2019",Council,https://www.youtube.com/watch?v=eesQNC1bqnE,eesQNC1bqnE,asr,https://www.youtube.com/watch?v=eesQNC1bqnE,2026-07-13,na,mapped_not_fetched,,6493,streams,title,title,,,False
2019-01-09,"City Council Meeting - January 9, 2019",Council,https://www.youtube.com/watch?v=zWNReVROxW0,zWNReVROxW0,asr,https://www.youtube.com/watch?v=zWNReVROxW0,2026-07-13,na,mapped_not_fetched,,1805,streams,title,title,,,False
2019-01-17,"Herriman City Planning Commission Meeting - January 17, 2019",PlanningCommission,https://www.youtube.com/watch?v=VCgLLHWKz0E,VCgLLHWKz0E,asr,https://www.youtube.com/watch?v=VCgLLHWKz0E,2026-07-13,na,mapped_not_fetched,,2,streams,title,title,,,False
2019-01-23,"Herriman City Council Meeting - January 23, 2019",Council,https://www.youtube.com/watch?v=4HQu4wreaHU,4HQu4wreaHU,asr,https://www.youtube.com/watch?v=4HQu4wreaHU,2026-07-13,na,mapped_not_fetched,,1213,streams,title,title,,,False
2019-01-23,"Herriman City Council Work Meeting - January 23, 2019",Council,https://www.youtube.com/watch?v=U9XYOXFbkrU,U9XYOXFbkrU,asr,https://www.youtube.com/watch?v=U9XYOXFbkrU,2026-07-13,na,mapped_not_fetched,,6362,streams,title,title,,,False
2019-01-23,"Herriman City Council Work Meeting Part 2 - January 23, 2019",Council,https://www.youtube.com/watch?v=Yy2m_ugxjI4,Yy2m_ugxjI4,asr,https://www.youtube.com/watch?v=Yy2m_ugxjI4,2026-07-13,na,mapped_not_fetched,,5305,streams,title,title,,,False
2019-01-30,"Joint City Council/Planning Commission Meeting - January 30, 2019",Joint,https://www.youtube.com/watch?v=Yq7d9rv8YE8,Yq7d9rv8YE8,asr,https://www.youtube.com/watch?v=Yq7d9rv8YE8,2026-07-13,na,mapped_not_fetched,,7061,videos,title,title,,,False
2019-02-07,"Planning Commission Meeting - February 7, 2019",PlanningCommission,https://www.youtube.com/watch?v=iA6wHO1MqUE,iA6wHO1MqUE,asr,https://www.youtube.com/watch?v=iA6wHO1MqUE,2026-07-13,na,mapped_not_fetched,,7222,streams,title,title,,,False
2019-02-13,"Herriman City Work Meeting - February 13, 2019",Council,https://www.youtube.com/watch?v=ZQbtU1CDAyA,ZQbtU1CDAyA,asr,https://www.youtube.com/watch?v=ZQbtU1CDAyA,2026-07-13,na,mapped_not_fetched,,6575,streams,title,title,,,False
2019-02-13,"Herriman City Council Meeting - February 13, 2019",Council,https://www.youtube.com/watch?v=aO0mUndEErE,aO0mUndEErE,asr,https://www.youtube.com/watch?v=aO0mUndEErE,2026-07-13,na,mapped_not_fetched,,3813,streams,title,title,,,False
