week_ending,period_start,n_comments,n_meetings,n_motions,n_contested,meeting_types
2023-05-16,2023-05-10,0,2,8,0,council regular meeting; council work session
2023-06-06,2023-05-31,0,2,8,0,council regular meeting; council work session
2023-06-13,2023-06-07,0,1,1,0,council work session
2023-06-20,2023-06-14,0,2,17,3,council regular meeting; council work session
2023-07-18,2023-07-12,0,2,12,1,council regular meeting; council work session
2023-08-01,2023-07-26,0,2,3,0,council regular meeting; council work session
2023-08-08,2023-08-02,0,1,0,0,truth in taxation
2023-08-22,2023-08-16,0,2,9,3,council regular meeting; council work session
2023-09-05,2023-08-30,0,2,2,0,council regular meeting; council work session
2023-09-19,2023-09-13,0,3,3,1,board of canvassers meeting; council regular meeting; council work session
2023-09-26,2023-09-20,0,1,0,0,joint meeting with provo city school district
2023-10-03,2023-09-27,0,2,3,0,council regular meeting; council work session
2023-10-17,2023-10-11,0,2,11,0,council regular meeting; council work session
2023-11-14,2023-11-08,0,2,9,2,council regular meeting; council work session
2023-12-12,2023-12-06,0,3,14,3,board of canvassers; council regular meeting; council work session
2024-01-09,2024-01-03,0,2,15,0,council regular meeting; council work session
2024-01-16,2024-01-10,0,1,0,0,council work session
2024-01-23,2024-01-17,0,2,3,0,council regular meeting; council work session
2024-02-06,2024-01-31,0,2,7,0,council regular meeting; council work session
2024-02-13,2024-02-07,0,1,0,0,council work session
2024-02-20,2024-02-14,0,2,7,0,council regular meeting; council work session
2024-03-05,2024-02-28,0,2,9,2,council regular meeting; council work session
2024-03-19,2024-03-13,0,2,4,0,council regular meeting; council work session
2024-04-16,2024-04-10,0,2,15,5,council regular meeting; council work session
2024-04-30,2024-04-24,0,2,7,1,council regular meeting; council work session
2024-05-14,2024-05-08,0,2,8,0,council regular meeting; council work session
2024-06-04,2024-05-29,0,2,8,0,council regular meeting; council work session
2024-06-11,2024-06-05,0,1,0,0,council work session
2024-06-18,2024-06-12,0,2,16,6,council regular meeting; council work session
2024-07-16,2024-07-10,0,2,6,1,council regular meeting; council work session
2024-07-23,2024-07-17,0,1,0,0,joint meeting with provo library board
2024-08-06,2024-07-31,0,2,13,4,council regular meeting; council work session
2024-08-13,2024-08-07,0,1,0,0,truth in taxation
2024-08-20,2024-08-14,0,2,2,2,council regular meeting; council work session
2024-09-03,2024-08-28,0,2,1,0,council regular meeting; council work session
2024-09-17,2024-09-11,0,2,11,1,council regular meeting; council work session
2024-10-01,2024-09-25,0,2,2,0,council regular meeting; council work session
2024-10-15,2024-10-09,0,3,5,0,council regular meeting; council work session; provo city council housing summit
2024-11-05,2024-10-30,0,2,2,0,council regular meeting; council work session
2024-11-19,2024-11-13,0,2,17,5,council regular meeting; council work session
2024-12-03,2024-11-27,0,2,7,4,council regular meeting; council work session
2024-12-17,2024-12-11,0,2,8,1,council regular meeting; council work session
2025-01-07,2025-01-01,0,1,0,0,budget priorities meeting
2025-01-14,2025-01-08,0,2,9,1,council regular meeting; council work session
2025-01-28,2025-01-22,0,2,7,1,council regular meeting; council work session
2025-02-11,2025-02-05,0,2,9,2,council regular meeting; council work session
2025-02-25,2025-02-19,0,2,2,0,council regular meeting; council work session
2025-03-11,2025-03-05,0,2,15,5,council regular meeting; council work session
2025-03-25,2025-03-19,0,2,7,0,council regular meeting; council work session
2025-04-08,2025-04-02,0,2,6,3,council regular meeting; council work session
2025-04-22,2025-04-16,0,2,17,5,council regular meeting; council work session
2025-05-06,2025-04-30,0,2,11,1,council regular meeting; council work session
2025-05-20,2025-05-14,0,2,4,0,council regular meeting; council work session
2025-06-03,2025-05-28,0,2,7,0,council regular meeting; council work session
2025-06-17,2025-06-11,0,2,7,1,council regular meeting; council work session
2025-07-08,2025-07-02,0,1,0,0,council work session
2025-07-22,2025-07-16,0,2,2,0,council regular meeting; council work session
2025-08-05,2025-07-30,0,2,5,0,council regular meeting; council work session
2025-08-19,2025-08-13,0,2,4,1,council regular meeting; council work session
2025-08-26,2025-08-20,0,1,1,0,board of canvassers
2025-09-09,2025-09-03,0,1,0,0,council work session
2025-09-23,2025-09-17,0,1,0,0,council work session
2025-10-07,2025-10-01,0,2,0,0,council regular meeting; council work session
2025-10-21,2025-10-15,0,2,3,0,council regular meeting; council work session
2025-11-11,2025-11-05,0,2,2,0,council regular meeting; council work session
2025-11-18,2025-11-12,0,1,2,0,board of canvassers
2025-12-02,2025-11-26,0,1,0,0,council work session
2025-12-16,2025-12-10,0,1,0,0,council work session
2026-01-06,2025-12-31,0,1,0,0,budget priorities meeting
2026-01-13,2026-01-07,0,2,7,0,council regular meeting; council work session
2026-01-27,2026-01-21,0,2,4,1,council regular meeting; council work session
2026-02-10,2026-02-04,0,2,7,3,council regular meeting; council work session
2026-03-10,2026-03-04,0,2,4,3,council regular meeting; council work session
2026-03-24,2026-03-18,0,2,3,0,council regular meeting; council work session
2026-04-14,2026-04-08,0,2,2,0,council regular meeting; council work session
2026-04-28,2026-04-22,0,2,4,1,council regular meeting; council work session
2026-05-05,2026-04-29,0,1,0,0,council meeting tentative budget
2026-05-12,2026-05-06,0,2,5,1,council regular meeting; council work session
2026-05-26,2026-05-20,0,1,0,0,council work session
