retrieved_date,date,path,source_url
2026-07-12,2021-06-15,minutes/2021/2021-06-14/2021-06-15_city-council.md,https://www.utah.gov/pmn/files/741889.pdf
2026-07-12,2021-07-20,minutes/2021/2021-07-19/2021-07-20_city-council.md,https://www.utah.gov/pmn/files/745719.pdf
2026-07-12,2021-08-03,minutes/2021/2021-08-02/2021-08-03_city-council.md,https://www.utah.gov/pmn/files/750517.pdf
2026-07-12,2021-08-17,minutes/2021/2021-08-16/2021-08-17_city-council.md,https://www.utah.gov/pmn/files/762490.pdf
2026-07-12,2021-09-21,minutes/2021/2021-09-20/2021-09-21_city-council.md,https://www.utah.gov/pmn/files/784171.pdf
2026-07-12,2021-10-05,minutes/2021/2021-10-04/2021-10-05_city-council.md,https://www.utah.gov/pmn/files/784215.pdf
2026-07-12,2021-11-16,minutes/2021/2021-11-15/2021-11-16_city-council.md,https://www.utah.gov/pmn/files/794249.pdf
2026-07-12,2021-12-14,minutes/2021/2021-12-13/2021-12-14_city-council.md,https://www.utah.gov/pmn/files/797577.pdf
2026-07-12,2022-01-04,minutes/2022/2022-01-03/2022-01-04_city-council.md,https://www.utah.gov/pmn/files/803811.pdf
2026-07-12,2022-01-18,minutes/2022/2022-01-17/2022-01-18_city-council.md,https://www.utah.gov/pmn/files/808907.pdf
2026-07-12,2022-02-01,minutes/2022/2022-01-31/2022-02-01_city-council.md,https://www.utah.gov/pmn/files/819971.pdf
2026-07-12,2022-02-15,minutes/2022/2022-02-14/2022-02-15_city-council.md,https://www.utah.gov/pmn/files/819973.pdf
2026-07-12,2022-03-01,minutes/2022/2022-02-28/2022-03-01_city-council.md,https://www.utah.gov/pmn/files/825527.pdf
2026-07-12,2022-03-15,minutes/2022/2022-03-14/2022-03-15_city-council.md,https://www.utah.gov/pmn/files/832863.pdf
2026-07-12,2022-04-05,minutes/2022/2022-04-04/2022-04-05_city-council.md,https://www.utah.gov/pmn/files/838129.pdf
2026-07-12,2022-04-19,minutes/2022/2022-04-18/2022-04-19_city-council.md,https://www.utah.gov/pmn/files/843853.pdf
2026-07-12,2022-05-03,minutes/2022/2022-05-02/2022-05-03_city-council.md,https://www.utah.gov/pmn/files/849917.pdf
2026-07-12,2022-05-17,minutes/2022/2022-05-16/2022-05-17_city-council.md,https://www.utah.gov/pmn/files/857441.pdf
2026-07-12,2022-06-07,minutes/2022/2022-06-06/2022-06-07_city-council.md,https://www.utah.gov/pmn/files/863283.pdf
2026-07-12,2022-06-21,minutes/2022/2022-06-20/2022-06-21_city-council.md,https://www.utah.gov/pmn/files/872115.pdf
2026-07-12,2022-07-19,minutes/2022/2022-07-18/2022-07-19_city-council.md,https://www.utah.gov/pmn/files/876317.pdf
2026-07-12,2022-08-02,minutes/2022/2022-08-01/2022-08-02_city-council.md,https://www.utah.gov/pmn/files/881367.pdf
2026-07-12,2022-08-16,minutes/2022/2022-08-15/2022-08-16_city-council.md,https://www.utah.gov/pmn/files/893231.pdf
2026-07-12,2022-09-20,minutes/2022/2022-09-19/2022-09-20_city-council.md,https://www.utah.gov/pmn/files/897647.pdf
2026-07-12,2022-10-04,minutes/2022/2022-10-03/2022-10-04_city-council.md,https://www.utah.gov/pmn/files/903141.pdf
2026-07-12,2022-10-18,minutes/2022/2022-10-17/2022-10-18_city-council.md,https://www.utah.gov/pmn/files/908021.pdf
2026-07-12,2022-11-01,minutes/2022/2022-10-31/2022-11-01_city-council.md,https://www.utah.gov/pmn/files/913295.pdf
2026-07-12,2022-11-15,minutes/2022/2022-11-14/2022-11-15_city-council.md,https://www.utah.gov/pmn/files/922655.pdf
2026-07-12,2022-12-13,minutes/2022/2022-12-12/2022-12-13_city-council.md,https://www.utah.gov/pmn/files/927017.pdf
2026-07-12,2023-01-03,minutes/2023/2023-01-02/2023-01-03_city-council.md,https://www.utah.gov/pmn/files/932847.pdf
2026-07-12,2023-01-17,minutes/2023/2023-01-16/2023-01-17_city-council.md,https://www.utah.gov/pmn/files/941245.pdf
2026-07-12,2023-01-31,minutes/2023/2023-01-30/2023-01-31_city-council.md,https://www.utah.gov/pmn/files/941243.pdf
2026-07-12,2023-02-07,minutes/2023/2023-02-06/2023-02-07_city-council.md,https://www.utah.gov/pmn/files/947105.pdf
2026-07-12,2023-02-21,minutes/2023/2023-02-20/2023-02-21_city-council.md,https://www.utah.gov/pmn/files/952315.pdf
2026-07-12,2023-03-07,minutes/2023/2023-03-06/2023-03-07_city-council.md,https://www.utah.gov/pmn/files/958517.pdf
2026-07-12,2023-03-21,minutes/2023/2023-03-20/2023-03-21_city-council.md,https://www.utah.gov/pmn/files/962061.pdf
2026-07-12,2023-04-04,minutes/2023/2023-04-03/2023-04-04_city-council.md,https://www.utah.gov/pmn/files/968545.pdf
2026-07-12,2023-04-18,minutes/2023/2023-04-17/2023-04-18_city-council.md,https://www.utah.gov/pmn/files/979497.pdf
2026-07-12,2023-05-16,minutes/2023/2023-05-15/2023-05-16_city-council.md,https://www.utah.gov/pmn/files/986495.pdf
2026-07-12,2023-06-06,minutes/2023/2023-06-05/2023-06-06_city-council.md,https://www.utah.gov/pmn/files/992207.pdf
2026-07-12,2023-06-20,minutes/2023/2023-06-19/2023-06-20_city-council.md,https://www.utah.gov/pmn/files/1001217.pdf
2026-07-12,2023-07-18,minutes/2023/2023-07-17/2023-07-18_city-council.md,https://www.utah.gov/pmn/files/1006217.pdf
2026-07-12,2023-08-01,minutes/2023/2023-07-31/2023-08-01_city-council.md,https://www.utah.gov/pmn/files/1011433.pdf
2026-07-12,2023-08-15,minutes/2023/2023-08-14/2023-08-15_city-council.md,https://www.utah.gov/pmn/files/1017745.pdf
2026-07-12,2023-09-19,minutes/2023/2023-09-18/2023-09-19_city-council.md,https://www.utah.gov/pmn/files/1029273.pdf
2026-07-12,2023-10-03,minutes/2023/2023-10-02/2023-10-03_city-council.md,https://www.utah.gov/pmn/files/1035437.pdf
2026-07-12,2023-10-17,minutes/2023/2023-10-16/2023-10-17_city-council.md,https://www.utah.gov/pmn/files/1044791.pdf
2026-07-12,2023-12-06,minutes/2023/2023-12-04/2023-12-06_city-council.md,https://www.utah.gov/pmn/files/1065475.pdf
2026-07-12,2024-01-02,minutes/2024/2024-01-01/2024-01-02_city-council.md,https://www.utah.gov/pmn/files/1072241.pdf
2026-07-12,2024-01-16,minutes/2024/2024-01-15/2024-01-16_city-council.md,https://www.utah.gov/pmn/files/1082905.pdf
2026-07-12,2024-02-06,minutes/2024/2024-02-05/2024-02-06_city-council.md,https://www.utah.gov/pmn/files/1089621.pdf
2026-07-12,2024-02-20,minutes/2024/2024-02-19/2024-02-20_city-council.md,https://www.utah.gov/pmn/files/1100055.pdf
2026-07-12,2024-03-19,minutes/2024/2024-03-18/2024-03-19_city-council.md,https://www.utah.gov/pmn/files/1105215.pdf
2026-07-12,2024-04-02,minutes/2024/2024-04-01/2024-04-02_city-council.md,https://www.utah.gov/pmn/files/1111447.pdf
2026-07-12,2024-04-16,minutes/2024/2024-04-15/2024-04-16_city-council.md,https://www.utah.gov/pmn/files/1126105.pdf
2026-07-12,2024-05-07,minutes/2024/2024-05-06/2024-05-07_city-council.md,https://www.utah.gov/pmn/files/1126095.pdf
2026-07-12,2024-05-21,minutes/2024/2024-05-20/2024-05-21_city-council.md,https://www.utah.gov/pmn/files/1131439.pdf
2026-07-12,2024-06-04,minutes/2024/2024-06-03/2024-06-04_city-council.md,https://www.utah.gov/pmn/files/1137885.pdf
2026-07-12,2024-06-18,minutes/2024/2024-06-17/2024-06-18_city-council.md,https://www.utah.gov/pmn/files/1147844.pdf
2026-07-12,2024-07-16,minutes/2024/2024-07-15/2024-07-16_city-council.md,https://www.utah.gov/pmn/files/1155273.pdf
2026-07-12,2024-08-06,minutes/2024/2024-08-05/2024-08-06_city-council.md,https://www.utah.gov/pmn/files/1160519.pdf
2026-07-12,2024-08-20,minutes/2024/2024-08-19/2024-08-20_city-council.md,https://www.utah.gov/pmn/files/1165327.pdf
2026-07-12,2024-09-03,minutes/2024/2024-09-02/2024-09-03_city-council.md,https://www.utah.gov/pmn/files/1177623.pdf
2026-07-12,2024-10-01,minutes/2024/2024-09-30/2024-10-01_city-council.md,https://www.utah.gov/pmn/files/1183671.pdf
2026-07-12,2024-10-15,minutes/2024/2024-10-14/2024-10-15_city-council.md,https://www.utah.gov/pmn/files/1196225.pdf
2026-07-12,2024-11-12,minutes/2024/2024-11-11/2024-11-12_city-council.md,https://www.utah.gov/pmn/files/1204397.pdf
2026-07-12,2024-12-03,minutes/2024/2024-12-02/2024-12-03_city-council.md,https://www.utah.gov/pmn/files/1216853.pdf
2026-07-12,2025-01-07,minutes/2025/2025-01-06/2025-01-07_city-council.md,https://www.utah.gov/pmn/files/1229107.pdf
2026-07-12,2025-02-04,minutes/2025/2025-02-03/2025-02-04_city-council.md,https://www.utah.gov/pmn/files/1236205.pdf
2026-07-12,2025-02-18,minutes/2025/2025-02-17/2025-02-18_city-council.md,https://www.utah.gov/pmn/files/1241935.pdf
2026-07-12,2025-03-04,minutes/2025/2025-03-03/2025-03-04_city-council.md,https://www.utah.gov/pmn/files/1247945.pdf
2026-07-12,2025-03-18,minutes/2025/2025-03-17/2025-03-18_city-council.md,https://www.utah.gov/pmn/files/1253699.pdf
2026-07-12,2025-04-01,minutes/2025/2025-03-31/2025-04-01_city-council.md,https://www.utah.gov/pmn/files/1259891.pdf
2026-07-12,2025-04-15,minutes/2025/2025-04-14/2025-04-15_city-council.md,https://www.utah.gov/pmn/files/1267967.pdf
2026-07-12,2025-05-06,minutes/2025/2025-05-05/2025-05-06_city-council.md,https://www.utah.gov/pmn/files/1275757.pdf
2026-07-12,2025-05-20,minutes/2025/2025-05-19/2025-05-20_city-council.md,https://www.utah.gov/pmn/files/1280839.pdf
2026-07-12,2025-06-03,minutes/2025/2025-06-02/2025-06-03_city-council.md,https://www.utah.gov/pmn/files/1288113.pdf
2026-07-12,2025-06-17,minutes/2025/2025-06-16/2025-06-17_city-council.md,https://www.utah.gov/pmn/files/1299137.pdf
2026-07-12,2025-07-15,minutes/2025/2025-07-14/2025-07-15_city-council.md,https://www.utah.gov/pmn/files/1305733.pdf
2026-07-12,2025-08-05,minutes/2025/2025-08-04/2025-08-05_city-council.md,https://www.utah.gov/pmn/files/1315101.pdf
2026-07-12,2025-08-26,minutes/2025/2025-08-25/2025-08-26_city-council.md,https://www.utah.gov/pmn/files/1324533.pdf
2026-07-12,2025-09-16,minutes/2025/2025-09-15/2025-09-16_city-council.md,https://www.utah.gov/pmn/files/1333733.pdf
2026-07-12,2025-10-07,minutes/2025/2025-10-06/2025-10-07_city-council.md,https://www.utah.gov/pmn/files/1339769.pdf
2026-07-12,2025-10-21,minutes/2025/2025-10-20/2025-10-21_city-council.md,https://www.utah.gov/pmn/files/1353857.pdf
2026-07-12,2025-11-18,minutes/2025/2025-11-17/2025-11-18_city-council.md,https://www.utah.gov/pmn/files/1360753.pdf
2026-07-12,2025-12-02,minutes/2025/2025-12-01/2025-12-02_city-council.md,https://www.utah.gov/pmn/files/1367877.pdf
2026-07-12,2025-12-16,minutes/2025/2025-12-15/2025-12-16_city-council.md,https://www.utah.gov/pmn/files/1380299.pdf
2026-07-12,2026-01-20,minutes/2026/2026-01-19/2026-01-20_city-council.md,https://www.utah.gov/pmn/files/1386709.pdf
2026-07-12,2026-02-03,minutes/2026/2026-02-02/2026-02-03_city-council.md,https://www.utah.gov/pmn/files/1393847.pdf
2026-07-12,2026-02-17,minutes/2026/2026-02-16/2026-02-17_city-council.md,https://www.utah.gov/pmn/files/1399905.pdf
2026-07-12,2026-03-03,minutes/2026/2026-03-02/2026-03-03_city-council.md,https://www.utah.gov/pmn/files/1417211.pdf
2026-07-12,2026-03-17,minutes/2026/2026-03-16/2026-03-17_city-council.md,https://www.utah.gov/pmn/files/1417213.pdf
2026-07-12,2026-04-07,minutes/2026/2026-04-06/2026-04-07_city-council.md,https://www.utah.gov/pmn/files/1422685.pdf
2026-07-12,2026-04-21,minutes/2026/2026-04-20/2026-04-21_city-council.md,https://www.utah.gov/pmn/files/1429369.pdf
2026-07-12,2026-05-05,minutes/2026/2026-05-04/2026-05-05_city-council.md,https://www.utah.gov/pmn/files/1443301.pdf
2026-07-12,2026-05-19,minutes/2026/2026-05-18/2026-05-19_city-council.md,https://www.utah.gov/pmn/files/1443305.pdf
2026-07-12,2026-06-02,minutes/2026/2026-06-01/2026-06-02_city-council.md,https://www.utah.gov/pmn/files/1450943.pdf
2026-07-12,2020-06-02,minutes/2020/2020-06-01/2020-06-02_city-council.md,https://www.utah.gov/pmn/files/611601.pdf
2026-07-12,2021-09-07,minutes/2021/2021-09-06/2021-09-07_city-council.md,https://www.utah.gov/pmn/files/762494.pdf
