date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,event_id,file_id,size_mb,stored_locally
2014-05-21,Planning Commission Regular Meeting Agenda,PlanningCommission,Planning Commission Regular Meeting Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=139,plainText=false)",2026-07-05,na,civicclerk_odata,,88,139,,no
2014-05-28,Town Council Preliminary Budget,Council,Town Council Preliminary Budget,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=257,plainText=false)",2026-07-05,na,civicclerk_odata,,157,257,,no
2014-05-28,Town Council  Meeting - Regular Agenda,Council,Town Council  Meeting - Regular Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=270,plainText=false)",2026-07-05,na,civicclerk_odata,,164,270,,no
2014-05-28,Redevelopment Agency Meeting Agenda,RDA,Redevelopment Agency Meeting Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=83,plainText=false)",2026-07-05,na,civicclerk_odata,,56,83,,no
2014-06-04,Planning Commission Regular Meeting - Cancelled,PlanningCommission,Planning Commission Regular Meeting - Cancelled,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=131,plainText=false)",2026-07-05,na,civicclerk_odata,,83,131,,no
2014-06-11,Town Council Meeting - Regular Agenda,Council,Town Council Meeting - Regular Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=296,plainText=false)",2026-07-05,na,civicclerk_odata,,178,296,,no
2014-06-11,Town Council Final Budget,Council,Town Council Final Budget,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=327,plainText=false)",2026-07-05,na,civicclerk_odata,,195,327,,no
2014-06-11,Redevelopment Agency Meeting Agenda,RDA,Redevelopment Agency Meeting Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=101,plainText=false)",2026-07-05,na,civicclerk_odata,,65,101,,no
2014-06-18,Planning Commission Regular Meeting - Cancelled,PlanningCommission,Planning Commission Regular Meeting - Cancelled,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=132,plainText=false)",2026-07-05,na,civicclerk_odata,,84,132,,no
2014-06-25,Town Council  Meeting - Regular Agenda,Council,Town Council  Meeting - Regular Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=290,plainText=false)",2026-07-05,na,civicclerk_odata,,175,290,,no
2014-07-02,Planning Commission Regular Meeting Agenda,PlanningCommission,Planning Commission Regular Meeting Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=128,plainText=false)",2026-07-05,na,civicclerk_odata,,81,128,,no
2014-07-09,Town Council Budget Amendment,Council,Town Council Budget Amendment,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=305,plainText=false)",2026-07-05,na,civicclerk_odata,,183,305,,no
2014-07-09,Town Council  Meeting - Regular Agenda,Council,Town Council  Meeting - Regular Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=306,plainText=false)",2026-07-05,na,civicclerk_odata,,184,306,,no
2014-07-09,Redevelopment Agency Meeting Agenda,RDA,Redevelopment Agency Meeting Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=111,plainText=false)",2026-07-05,na,civicclerk_odata,,70,111,,no
2014-07-16,Planning Commission Regular Meeting - Cancelled,PlanningCommission,Planning Commission Regular Meeting - Cancelled,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=130,plainText=false)",2026-07-05,na,civicclerk_odata,,82,130,,no
2014-07-23,Town Council  Meeting - Regular Agenda - Cancellation,Council,Town Council  Meeting - Regular Agenda - Cancellation,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=302,plainText=false)",2026-07-05,na,civicclerk_odata,,181,302,,no
2014-08-06,Planning Commission Regular Meeting - Cancelled,PlanningCommission,Planning Commission Regular Meeting - Cancelled,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=119,plainText=false)",2026-07-05,na,civicclerk_odata,,74,119,,no
2014-08-13,Town Council  Meeting - Regular Agenda,Council,Town Council  Meeting - Regular Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=475,plainText=false)",2026-07-05,na,civicclerk_odata,,278,475,,no
2014-08-20,Planning Commission Regular Meeting Agenda,PlanningCommission,Planning Commission Regular Meeting Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=120,plainText=false)",2026-07-05,na,civicclerk_odata,,75,120,,no
2014-08-27,Town Council  Meeting - Regular Agenda,Council,Town Council  Meeting - Regular Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=473,plainText=false)",2026-07-05,na,civicclerk_odata,,277,473,,no
2014-09-03,Planning Commission Regular Meeting - Cancelled,PlanningCommission,Planning Commission Regular Meeting - Cancelled,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=147,plainText=false)",2026-07-05,na,civicclerk_odata,,94,147,,no
2014-09-10,Town Council  Meeting - Regular Agenda,Council,Town Council  Meeting - Regular Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=255,plainText=false)",2026-07-05,na,civicclerk_odata,,156,255,,no
2014-09-10,Redevelopment Agency Meeting Agenda,RDA,Redevelopment Agency Meeting Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=69,plainText=false)",2026-07-05,na,civicclerk_odata,,49,69,0.08,no
2014-09-17,Planning Commission Regular Meeting Agenda,PlanningCommission,Planning Commission Regular Meeting Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=148,plainText=false)",2026-07-05,na,civicclerk_odata,,95,148,,no
2014-09-24,Town Council  Meeting - Regular Agenda,Council,Town Council  Meeting - Regular Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=251,plainText=false)",2026-07-05,na,civicclerk_odata,,154,251,,no
2014-10-01,Planning Commission Regular Meeting Agenda,PlanningCommission,Planning Commission Regular Meeting Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=142,plainText=false)",2026-07-05,na,civicclerk_odata,,91,142,,no
2014-10-08,Town Council Meeting - Regular Agenda,Council,Town Council Meeting - Regular Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=264,plainText=false)",2026-07-05,na,civicclerk_odata,,161,264,,no
2014-10-15,Planning Commission Regular Meeting - Cancelled,PlanningCommission,Planning Commission Regular Meeting - Cancelled,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=144,plainText=false)",2026-07-05,na,civicclerk_odata,,92,144,,no
2014-10-22,Town Council Meeting - Regular Agenda,Council,Town Council Meeting - Regular Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=260,plainText=false)",2026-07-05,na,civicclerk_odata,,159,260,,no
2014-10-22,Redevelopment Agency Meeting Agenda,RDA,Redevelopment Agency Meeting Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=75,plainText=false)",2026-07-05,na,civicclerk_odata,,52,75,,no
2014-10-29,Planning Commission Regular Meeting Agenda,PlanningCommission,Planning Commission Regular Meeting Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=145,plainText=false)",2026-07-05,na,civicclerk_odata,,93,145,,no
2014-11-05,Planning Commission Regular Meeting - Cancelled,PlanningCommission,Planning Commission Regular Meeting - Cancelled,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=140,plainText=false)",2026-07-05,na,civicclerk_odata,,89,140,,no
2014-11-12,Town Council Meeting - Regular Agenda,Council,Town Council Meeting - Regular Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=266,plainText=false)",2026-07-05,na,civicclerk_odata,,162,266,,no
2014-11-19,Planning Commission Regular Meeting - Cancelled,PlanningCommission,Planning Commission Regular Meeting - Cancelled,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=141,plainText=false)",2026-07-05,na,civicclerk_odata,,90,141,,no
2014-12-03,Planning Commission Regular Meeting - Cancelled,PlanningCommission,Planning Commission Regular Meeting - Cancelled,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=122,plainText=false)",2026-07-05,na,civicclerk_odata,,76,122,,no
2014-12-10,Town Council Meeting - Regular Agenda,Council,Town Council Meeting - Regular Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=471,plainText=false)",2026-07-05,na,civicclerk_odata,,276,471,,no
2014-12-17,Planning Commission Regular Meeting - Cancelled,PlanningCommission,Planning Commission Regular Meeting - Cancelled,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=123,plainText=false)",2026-07-05,na,civicclerk_odata,,77,123,,no
2015-01-07,Planning Commission Regular Meeting - Cancelled,PlanningCommission,Planning Commission Regular Meeting - Cancelled,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=155,plainText=false)",2026-07-05,na,civicclerk_odata,,100,155,,no
2015-01-14,Town Council Meeting - Regular Agenda,Council,Town Council Meeting - Regular Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=469,plainText=false)",2026-07-05,na,civicclerk_odata,,275,469,,no
2015-01-14,Redevelopment Agency Meeting Agenda,RDA,Redevelopment Agency Meeting Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=41,plainText=false)",2026-07-05,na,civicclerk_odata,,35,41,0.151,no
2015-01-20,Town Council Meeting - Special Session Agenda,Council,Town Council Meeting - Special Session Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=467,plainText=false)",2026-07-05,na,civicclerk_odata,,274,467,,no
2015-01-21,Planning Commission Regular Meeting Agenda,PlanningCommission,Planning Commission Regular Meeting Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=170,plainText=false)",2026-07-05,na,civicclerk_odata,,110,170,,no
2015-01-26,Town Council Meeting - Retreat Agenda,Council,Town Council Meeting - Retreat Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=465,plainText=false)",2026-07-05,na,civicclerk_odata,,273,465,,no
2015-01-28,Town Council Meeting - Regular Agenda,Council,Town Council Meeting - Regular Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=463,plainText=false)",2026-07-05,na,civicclerk_odata,,272,463,,no
2015-01-28,Redevelopment Agency Meeting Agenda,RDA,Redevelopment Agency Meeting Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=39,plainText=false)",2026-07-05,na,civicclerk_odata,,34,39,0.149,no
2015-02-04,Planning Commission Regular Meeting Agenda,PlanningCommission,Planning Commission Regular Meeting Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=166,plainText=false)",2026-07-05,na,civicclerk_odata,,108,166,,no
2015-02-11,Town Council Meeting - Regular Agenda,Council,Town Council Meeting - Regular Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=461,plainText=false)",2026-07-05,na,civicclerk_odata,,271,461,,no
2015-02-18,Planning Commission Regular Meeting Agenda,PlanningCommission,Planning Commission Regular Meeting Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=168,plainText=false)",2026-07-05,na,civicclerk_odata,,109,168,,no
2015-02-25,Town Council Meeting - Regular Agenda,Council,Town Council Meeting - Regular Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=459,plainText=false)",2026-07-05,na,civicclerk_odata,,270,459,,no
2015-02-27,Youth Council Swearing in Ceremony,Council,Youth Council Swearing in Ceremony,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=457,plainText=false)",2026-07-05,na,civicclerk_odata,,269,457,,no
2015-03-04,Planning Commission Regular Meeting Agenda,PlanningCommission,Planning Commission Regular Meeting Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=180,plainText=false)",2026-07-05,na,civicclerk_odata,,115,180,,no
2015-03-11,Town Council Meeting - Regular Agenda,Council,Town Council Meeting - Regular Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=455,plainText=false)",2026-07-05,na,civicclerk_odata,,268,455,,no
2015-03-18,Planning Commission Regular Meeting - Cancelled,PlanningCommission,Planning Commission Regular Meeting - Cancelled,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=156,plainText=false)",2026-07-05,na,civicclerk_odata,,101,156,,no
2015-03-25,Town Council Meeting - Regular Agenda,Council,Town Council Meeting - Regular Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=452,plainText=false)",2026-07-05,na,civicclerk_odata,,266,452,,no
2015-04-01,Planning Commission Regular Meeting - Cancelled,PlanningCommission,Planning Commission Regular Meeting - Cancelled,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=152,plainText=false)",2026-07-05,na,civicclerk_odata,,97,152,,no
2015-04-08,Town Council Meeting - Regular Agenda - Cancelled,Council,Town Council Meeting - Regular Agenda - Cancelled,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=451,plainText=false)",2026-07-05,na,civicclerk_odata,,265,451,,no
2015-04-15,Planning Commission Regular Meeting Agenda,PlanningCommission,Planning Commission Regular Meeting Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=160,plainText=false)",2026-07-05,na,civicclerk_odata,,105,160,,no
2015-04-22,Town Council Meeting - Regular Agenda,Council,Town Council Meeting - Regular Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=449,plainText=false)",2026-07-05,na,civicclerk_odata,,264,449,,no
2015-05-06,Planning Commission Regular Meeting - Cancelled,PlanningCommission,Planning Commission Regular Meeting - Cancelled,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=157,plainText=false)",2026-07-05,na,civicclerk_odata,,102,157,,no
2015-05-13,Town Council Meeting - Regular Agenda,Council,Town Council Meeting - Regular Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=447,plainText=false)",2026-07-05,na,civicclerk_odata,,263,447,,no
2015-05-13,Redevelopment Agency Meeting Agenda,RDA,Redevelopment Agency Meeting Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=89,plainText=false)",2026-07-05,na,civicclerk_odata,,59,89,,no
2015-05-20,Planning Commission Regular Meeting Agenda,PlanningCommission,Planning Commission Regular Meeting Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=182,plainText=false)",2026-07-05,na,civicclerk_odata,,116,182,,no
2015-05-27,Town Council Meeting - Regular Agenda,Council,Town Council Meeting - Regular Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=445,plainText=false)",2026-07-05,na,civicclerk_odata,,262,445,,no
2015-06-03,Planning Commission Regular Meeting Agenda,PlanningCommission,Planning Commission Regular Meeting Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=176,plainText=false)",2026-07-05,na,civicclerk_odata,,113,176,,no
2015-06-10,Town Council Meeting - Regular Agenda,Council,Town Council Meeting - Regular Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=443,plainText=false)",2026-07-05,na,civicclerk_odata,,261,443,,no
2015-06-10,Redevelopment Agency Meeting Agenda,RDA,Redevelopment Agency Meeting Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=103,plainText=false)",2026-07-05,na,civicclerk_odata,,66,103,,no
2015-06-17,Planning Commission Regular Meeting Agenda,PlanningCommission,Planning Commission Regular Meeting Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=178,plainText=false)",2026-07-05,na,civicclerk_odata,,114,178,,no
2015-06-24,Town Council Meeting - Regular Agenda,Council,Town Council Meeting - Regular Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=441,plainText=false)",2026-07-05,na,civicclerk_odata,,260,441,,no
2015-07-01,Town Council Meeting - Special Session Agenda,Council,Town Council Meeting - Special Session Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=439,plainText=false)",2026-07-05,na,civicclerk_odata,,259,439,,no
2015-07-01,Planning Commission Regular Meeting Agenda,PlanningCommission,Planning Commission Regular Meeting Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=172,plainText=false)",2026-07-05,na,civicclerk_odata,,111,172,,no
2015-07-01,Redevelopment Agency Meeting Special Session Agenda,RDA,Redevelopment Agency Meeting Special Session Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=37,plainText=false)",2026-07-05,na,civicclerk_odata,,33,37,0.088,no
2015-07-08,Town Council Meeting - Regular Agenda,Council,Town Council Meeting - Regular Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=437,plainText=false)",2026-07-05,na,civicclerk_odata,,258,437,,no
2015-07-08,Redevelopment Agency Meeting Agenda,RDA,Redevelopment Agency Meeting Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=113,plainText=false)",2026-07-05,na,civicclerk_odata,,71,113,,no
2015-07-15,Planning Commission Regular Meeting Agenda,PlanningCommission,Planning Commission Regular Meeting Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=174,plainText=false)",2026-07-05,na,civicclerk_odata,,112,174,,no
2015-07-22,Town Council Meeting - Regular Agenda,Council,Town Council Meeting - Regular Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=435,plainText=false)",2026-07-05,na,civicclerk_odata,,257,435,,no
2015-08-05,Planning Commission Regular Meeting Agenda,PlanningCommission,Planning Commission Regular Meeting Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=162,plainText=false)",2026-07-05,na,civicclerk_odata,,106,162,,no
2015-08-06,Planning Commission Special Meeting Agenda,PlanningCommission,Planning Commission Special Meeting Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=150,plainText=false)",2026-07-05,na,civicclerk_odata,,96,150,,no
2015-08-12,Town Council Meeting - Regular Agenda - Cancelled,Council,Town Council Meeting - Regular Agenda - Cancelled,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=434,plainText=false)",2026-07-05,na,civicclerk_odata,,256,434,,no
2015-08-19,Planning Commission Regular Meeting - Cancelled,PlanningCommission,Planning Commission Regular Meeting - Cancelled,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=153,plainText=false)",2026-07-05,na,civicclerk_odata,,98,153,,no
2015-08-24,Town Council Meeting - Special Session Agenda,Council,Town Council Meeting - Special Session Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=432,plainText=false)",2026-07-05,na,civicclerk_odata,,255,432,,no
2015-08-26,Town Council Meeting - Regular Agenda,Council,Town Council Meeting - Regular Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=430,plainText=false)",2026-07-05,na,civicclerk_odata,,254,430,,no
2015-09-02,Planning Commission Regular Meeting Agenda,PlanningCommission,Planning Commission Regular Meeting Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=190,plainText=false)",2026-07-05,na,civicclerk_odata,,120,190,,no
2015-09-09,Town Council Meeting - Regular Agenda,Council,Town Council Meeting - Regular Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=428,plainText=false)",2026-07-05,na,civicclerk_odata,,253,428,,no
2015-09-16,Planning Commission Regular Meeting - Cancelled,PlanningCommission,Planning Commission Regular Meeting - Cancelled,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=159,plainText=false)",2026-07-05,na,civicclerk_odata,,104,159,,no
2015-09-23,Town Council Meeting - Regular Agenda,Council,Town Council Meeting - Regular Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=426,plainText=false)",2026-07-05,na,civicclerk_odata,,252,426,,no
2015-10-07,Planning Commission Regular Meeting Agenda,PlanningCommission,Planning Commission Regular Meeting Agenda,agenda,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=186,plainText=false)",2026-07-05,na,civicclerk_odata,,118,186,,no
