candidate,office,election_year,filing_date,reporting_period,filing_type,stated_total_contributions,stated_total_expenditures,stated_beginning_balance,stated_ending_balance,itemized_contrib_sum,itemized_expend_sum,reconciles_contrib,reconciles_expend,recon_delta_contrib,recon_delta_expend,self_funded_amount,n_contrib_rows,n_expend_rows,source_filing,document_id,extraction_confidence,notes,filing_regime
Nancy Lord,Council,2017,2017-10-31,Pre-General Financial Disclosure (2017-10-31),interim,,,,,,,,,,,0.00,0,0,raw/201710_Nancy-Lord_2380.pdf,2380,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Ulises Flynn,Council,2017,2017-10-31,Pre-General Financial Disclosure (2017-10-31),interim,,,,,,,,,,,0.00,0,0,raw/201710_Ulises-Flynn_2371.pdf,2371,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Wendy Aston,Council,2017,2017-10-31,Pre-General Financial Disclosure (2017-10-31),interim,,,,,,,,,,,0.00,0,0,raw/201710_Wendy-Aston_2374.pdf,2374,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Alan Jackson,Council,2017,2017-12-07,Final Financial Disclosure (2017-12-07),summary,,,,,,,,,,,0.00,0,0,raw/201712_Alan-Jackson_2408.pdf,2408,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Connie Robbins,Council,2017,2017-12-07,Final Financial Disclosure (2017-12-07),summary,,,,,,,,,,,0.00,0,0,raw/201712_Connie-Robbins_2410.pdf,2410,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Dave Kallas,Council,2017,2017-12-07,Final Financial Disclosure (2017-12-07),summary,,,,,,,,,,,0.00,0,0,raw/201712_Dave-Kallas_2412.pdf,2412,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Derk Timothy,Mayor,2017,2017-12-07,Final Financial Disclosure (2017-12-07),summary,,,,,,,,,,,0.00,0,0,raw/201712_Derk-Timothy_2407.pdf,2407,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Ulises Flynn,Council,2017,2017-12-07,Final Financial Disclosure (2017-12-07),summary,,,,,,,,,,,0.00,0,0,raw/201712_Ulises-Flynn_2411.pdf,2411,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Wendy Aston,Council,2017,2017-12-07,Final Financial Disclosure (2017-12-07),summary,,,,,,,,,,,0.00,0,0,raw/201712_Wendy-Aston_2409.pdf,2409,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Blain Dietrich,Council,2019,2019-08-06,Pre-Primary Financial Disclosure (2019-08-06),interim,,,,,,,,,,,0.00,0,0,raw/201908_Blain-Dietrich_3320.pdf,3320,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Boyd Preece,Council,2019,2019-08-06,Pre-Primary Financial Disclosure (2019-08-06),interim,,,,,,,,,,,0.00,0,0,raw/201908_Boyd-Preece_3321.pdf,3321,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Dave Kallas,Council,2019,2019-08-06,Pre-Primary Financial Disclosure (2019-08-06),interim,,,,,,,,,,,0.00,0,0,raw/201908_Dave-Kallas_3322.pdf,3322,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Jared Knowlton,Council,2019,2019-08-06,Pre-Primary Financial Disclosure (2019-08-06),interim,,,,,,,,,,,0.00,0,0,raw/201908_Jared-Knowlton_3323.pdf,3323,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Jeff Gaston,Council,2019,2019-08-06,Pre-Primary Financial Disclosure (2019-08-06),interim,,,,,,,,,,,0.00,0,0,raw/201908_Jeff-Gaston_3324.pdf,3324,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Jon R Hansen,Council,2019,2019-08-06,Pre-Primary Financial Disclosure (2019-08-06),interim,,,,,,,,,,,0.00,0,0,raw/201908_Jon-R-Hansen_3325.pdf,3325,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Mark Hales,Council,2019,2019-08-06,Pre-Primary Financial Disclosure (2019-08-06),interim,,,,,,,,,,,0.00,0,0,raw/201908_Mark-Hales_3326.pdf,3326,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Michelle A Love Day,Council,2019,2019-08-06,Pre-Primary Financial Disclosure (2019-08-06),interim,,,,,,,,,,,0.00,0,0,raw/201908_Michelle-A-Love-Day_3327.pdf,3327,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Stephen L Walston,Council,2019,2019-08-06,Pre-Primary Financial Disclosure (2019-08-06),interim,,,,,,,,,,,0.00,0,0,raw/201908_Stephen-L-Walston_3328.pdf,3328,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Traci Crockett,Council,2019,2019-08-06,Pre-Primary Financial Disclosure (2019-08-06),interim,,,,,,,,,,,0.00,0,0,raw/201908_Traci-Crockett_3329.pdf,3329,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Ty T Nielsen,Council,2019,2019-08-06,Pre-Primary Financial Disclosure (2019-08-06),interim,,,,,,,,,,,0.00,0,0,raw/201908_Ty-T-Nielsen_3330.pdf,3330,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Ulises Flynn,Council,2019,2019-08-06,Pre-Primary Financial Disclosure (2019-08-06),interim,,,,,,,,,,,0.00,0,0,raw/201908_Ulises-Flynn_3331.pdf,3331,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Warren L James,Council,2019,2019-08-06,Pre-Primary Financial Disclosure (2019-08-06),interim,,,,,,,,,,,0.00,0,0,raw/201908_Warren-L-James_3332.pdf,3332,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Blain Dietrich,Council,2019,2019-09-12,Financial Disclosure (2019-09-12),interim,,,,,,,,,,,0.00,0,0,raw/201909_Blain-Dietrich_3367.pdf,3367,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Michelle A Love Day,Council,2019,2019-09-12,Financial Disclosure (2019-09-12),interim,,,,,,,,,,,0.00,0,0,raw/201909_Michelle-A-Love-Day_3368.pdf,3368,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Stephen L Walston,Council,2019,2019-09-12,Financial Disclosure (2019-09-12),interim,,,,,,,,,,,0.00,0,0,raw/201909_Stephen-L-Walston_3369.pdf,3369,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Boyd A Preece,Council,2019,2019-10-29,Pre-General Financial Disclosure (2019-10-29),interim,,,,,,,,,,,0.00,0,0,raw/201910_Boyd-A-Preece_3398.pdf,3398,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Dave Kallas,Council,2019,2019-10-29,Pre-General Financial Disclosure (2019-10-29),interim,,,,,,,,,,,0.00,0,0,raw/201910_Dave-Kallas_3399.pdf,3399,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Jeff Gaston,Council,2019,2019-10-29,Pre-General Financial Disclosure (2019-10-29),interim,,,,,,,,,,,0.00,0,0,raw/201910_Jeff-Gaston_3400.pdf,3400,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Mark Hales,Council,2019,2019-10-29,Pre-General Financial Disclosure (2019-10-29),interim,,,,,,,,,,,0.00,0,0,raw/201910_Mark-Hales_3401.pdf,3401,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Traci Crockett,Council,2019,2019-10-29,Pre-General Financial Disclosure (2019-10-29),interim,,,,,,,,,,,0.00,0,0,raw/201910_Traci-Crockett_3402.pdf,3402,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Ty T Nielsen,Council,2019,2019-10-29,Pre-General Financial Disclosure (2019-10-29),interim,,,,,,,,,,,0.00,0,0,raw/201910_Ty-T-Nielsen_3403.pdf,3403,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Warren L James,Council,2019,2019-10-29,Pre-General Financial Disclosure (2019-10-29),interim,,,,,,,,,,,0.00,0,0,raw/201910_Warren-L-James_3404.pdf,3404,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Mark Hales,Council,2019,2019-12-04,FINAL Financial Disclosure (2019-12-04),summary,,,,,,,,,,,0.00,0,0,raw/201912_Mark-Hales_3466.pdf,3466,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Boyd A Preece,Council,2019,2019-12-05,FINAL Financial Disclosure (2019-12-05),summary,,,,,,,,,,,0.00,0,0,raw/201912_Boyd-A-Preece_3463.pdf,3463,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Dave Kallas,Council,2019,2019-12-05,FINAL Financial Disclosure (2019-12-05),summary,,,,,,,,,,,0.00,0,0,raw/201912_Dave-Kallas_3464.pdf,3464,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Jeff Gaston,Council,2019,2019-12-05,FINAL Financial Disclosure (2019-12-05),summary,,,,,,,,,,,0.00,0,0,raw/201912_Jeff-Gaston_3465.pdf,3465,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Traci Crockett,Council,2019,2019-12-05,FINAL Financial Disclosure (2019-12-05),summary,,,,,,,,,,,0.00,0,0,raw/201912_Traci-Crockett_3467.pdf,3467,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Ty T Nielsen,Council,2019,2019-12-05,FINAL Financial Disclosure (2019-12-05),summary,,,,,,,,,,,0.00,0,0,raw/201912_Ty-T-Nielsen_3468.pdf,3468,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Warren L James,Council,2019,2019-12-05,FINAL Financial Disclosure (2019-12-05),summary,,,,,,,,,,,0.00,0,0,raw/201912_Warren-L-James_3469.pdf,3469,low,"not transcribed (below-2020-floor bonus acquisition; candidate-keyed coverage retained as inventory-only — vision deferred, see AVAILABILITY.md)",
Blain Dietrich,Council,2021,2021-12-02,FINAL Campaign Financial Report,summary,4683.51,4683.51,,,4683.51,4689.51,True,False,0.00,6.00,0.00,5,11,raw/202112_Blain-Dietrich_4470.pdf,4470,low,vision-transcribed(read-tool); expend!=stated,
Connie Robbins 2,Council,2021,2021-12-02,FINAL Campaign Financial Report,summary,6445.84,6445.84,,,,826.43,,False,,-5619.41,0.00,0,4,raw/202112_Connie-Robbins_4471.pdf,4471,low,vision-transcribed(read-tool); totals-only(no itemization); expend!=stated,
Natalie Hall,Mayor,2021,2021-12-02,FINAL Campaign Financial Report,summary,15947.87,13623.57,,,15947.87,13623.57,True,True,0.00,0.00,926.87,97,25,raw/202112_Natalie-Hall_4473.pdf,4473,medium,vision-transcribed(read-tool); reconciles cash-only (cover total excludes in-kind),
Tammy L Rasmussen,Council,2021,2021-12-02,FINAL Campaign Financial Report,summary,1500.00,1429.33,,,1500.00,1429.33,True,True,0.00,0.00,0.00,1,12,raw/202112_Tammy-L-Rasmussen_4475.pdf,4475,medium,vision-transcribed(read-tool),
Traci Crockett,Council,2021,2021-12-02,FINAL Campaign Financial Report,summary,600.00,1300.24,,,600.00,1300.24,True,True,0.00,0.00,600.00,1,1,raw/202112_Traci-Crockett_4472.pdf,4472,medium,vision-transcribed(read-tool),
Wendy Aston,Council,2021,2021-12-02,FINAL Campaign Financial Report,summary,3016.42,3216.42,,,3016.42,3216.42,True,True,0.00,0.00,916.42,3,9,raw/202112_Wendy-Aston_4474.pdf,4474,medium,vision-transcribed(read-tool),
Alan Lord,Council,2023,2023-08-29,Pre-Primary Financial Disclosure (2023-08-29),interim,1019.51,1019.51,,,1019.51,1019.51,True,True,0.00,0.00,1019.51,1,1,raw/202308_Alan-Lord_5772.pdf,5772,medium,vision-transcribed(read-tool),
Billy Hesterman,Council,2023,2023-08-29,Pre-Primary Financial Disclosure (2023-08-29),interim,5444.00,3520.83,,,5444.00,3520.83,True,True,0.00,0.00,0.00,14,15,raw/202308_Billy-Hesterman_5773.pdf,5773,medium,vision-transcribed(read-tool); reconciles cash-only (cover total excludes in-kind),
Brian Ostler,Council,2023,2023-08-29,Pre-Primary Financial Disclosure (2023-08-29),interim,200.00,3085.59,,,200.00,3085.59,True,True,0.00,0.00,0.00,1,2,raw/202308_Brian-Ostler_5851.pdf,5851,medium,vision-transcribed(read-tool),
Eric Hawker,Council,2023,2023-08-29,Pre-Primary Financial Disclosure (2023-08-29),interim,7250.00,7070.85,,,7250.00,7070.85,True,True,0.00,0.00,1000.00,10,7,raw/202308_Eric-Hawker_5778.pdf,5778,medium,vision-transcribed(read-tool),
Erik Swanson,Council,2023,2023-08-29,Pre-Primary Financial Disclosure (2023-08-29),interim,1700.00,1495.83,,,1700.00,1495.83,True,True,0.00,0.00,800.00,8,7,raw/202308_Eric-Swanson_5774.pdf,5774,medium,vision-transcribed(read-tool),
Gregory Wilding,Council,2023,2023-08-29,Pre-Primary Financial Disclosure (2023-08-29),interim,4500.00,3046.38,,,4500.00,3046.38,True,True,0.00,0.00,0.00,2,7,raw/202308_Gregory-Wilding_5769.pdf,5769,medium,vision-transcribed(read-tool); reconciles cash-only (cover total excludes in-kind); superseded (cumulative snapshot; cycle total = latest report),
Mark Hales,Council,2023,2023-08-29,Pre-Primary Financial Disclosure (2023-08-29),interim,201.26,251.26,,,201.26,240.74,True,False,0.00,-10.52,201.26,2,8,raw/202308_Mark-Hales_5770.pdf,5770,low,vision-transcribed(read-tool); expend!=stated,
Steve Austin,Council,2023,2023-08-29,Pre-Primary Financial Disclosure (2023-08-29),interim,1943.47,1943.47,,,1943.47,1943.47,True,True,0.00,0.00,1943.47,3,3,raw/202308_Steve-Austin_5771.pdf,5771,medium,vision-transcribed(read-tool),
Tony Elegante,Council,2023,2023-08-29,Pre-Primary Financial Disclosure (2023-08-29),interim,0.00,0.00,,,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/202308_Tony-Elegante_5777.pdf,5777,medium,vision-transcribed(read-tool),
Ulises Flynn,Council,2023,2023-08-29,Pre-Primary Financial Disclosure (2023-08-29),interim,0.00,0.00,,,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/202308_Ulises-Flynn_5776.pdf,5776,medium,vision-transcribed(read-tool); superseded (cumulative snapshot; cycle total = latest report),
Erik Swanson,Council,2023,2023-10-05,Financial Disclosure (2023-10-05),interim,0.00,0.00,,,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/202310_Erik-Swanson_5969.pdf,5969,high,vision-transcribed(read-tool),
Ulises Flynn,Council,2023,2023-10-05,Financial Disclosure (2023-10-05),interim,0.00,0.00,,,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/202310_Ulises-Flynn_5971.pdf,5971,high,vision-transcribed(read-tool),
Alan Lord,Council,2023,2023-10-24,Pre-General Financial Disclosure (2023-10-24),interim,1049.32,1049.32,,,1049.32,1049.32,True,True,0.00,0.00,1049.32,1,3,raw/202310_Alan-Lord_5993.pdf,5993,medium,vision-transcribed(read-tool),
Billy Hesterman,Council,2023,2023-10-24,Pre-General Financial Disclosure (2023-10-24),interim,300.00,106.16,,,300.00,106.16,True,True,0.00,0.00,0.00,2,3,raw/202310_Billy-Hesterman_5991.pdf,5991,medium,vision-transcribed(read-tool),
Eric Hawker,Council,2023,2023-10-24,Pre-General Financial Disclosure (2023-10-24),interim,0.00,0.00,,,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/202310_Eric-Hawker_5998.pdf,5998,medium,vision-transcribed(read-tool),
Gregory Wilding,Council,2023,2023-10-24,Pre-General Financial Disclosure (2023-10-24),interim,5100.00,3046.38,,,5100.00,3046.38,True,True,0.00,0.00,0.00,4,7,raw/202310_Gregory-Wilding_5996.pdf,5996,high,vision-transcribed(read-tool); reconciles cash-only (cover total excludes in-kind); superseded (cumulative snapshot; cycle total = latest report),
Mark Hales,Council,2023,2023-10-24,Pre-General Financial Disclosure (2023-10-24),interim,0.00,0.00,,,2000.00,0.00,False,True,2000.00,0.00,0.00,1,0,raw/202310_Mark-Hales_5994.pdf,5994,low,vision-transcribed(read-tool); contrib!=stated,
Steve Austin,Council,2023,2023-10-24,Pre-General Financial Disclosure (2023-10-24),interim,477.26,477.26,,,477.26,477.26,True,True,0.00,0.00,477.26,2,2,raw/202310_Steve-Austin_5995.pdf,5995,medium,vision-transcribed(read-tool),
Alan Lord,Council,2023,2023-11-14,Post-General Financial Disclosure (2023-11-14),interim,255.60,255.60,,,255.60,255.60,True,True,0.00,0.00,155.60,2,1,raw/202311_Alan-Lord_6057.pdf,6057,medium,vision-transcribed(read-tool),
Billy Hesterman,Council,2023,2023-11-14,Post-General Financial Disclosure (2023-11-14),interim,325.00,2044.54,,,325.00,2044.54,True,True,0.00,0.00,0.00,3,5,raw/202311_Billy-Hesterman_6058.pdf,6058,medium,vision-transcribed(read-tool); reconciles cash-only (cover total excludes in-kind),
Eric Hawker,Council,2023,2023-11-14,Post-General Financial Disclosure (2023-11-14),interim,0.00,0.00,,,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/202311_Eric-Hawker_6062.pdf,6062,medium,vision-transcribed(read-tool),
Gregory Wilding,Council,2023,2023-11-14,Post-General Financial Disclosure (2023-11-14),interim,6097.33,6043.71,,,6097.33,6043.71,True,True,0.00,0.00,0.00,5,9,raw/202311_Gregory-Wilding_6059.pdf,6059,medium,vision-transcribed(read-tool); reconciles cash-only (cover total excludes in-kind); superseded (cumulative snapshot; cycle total = latest report),
Mark Hales,Council,2023,2023-11-14,Post-General Financial Disclosure (2023-11-14),interim,2000.00,659.35,,,2000.00,659.35,True,True,0.00,0.00,0.00,1,2,raw/202311_Mark-Hales_6060.pdf,6060,medium,vision-transcribed(read-tool),
Steve Austin,Council,2023,2023-11-14,Post-General Financial Disclosure (2023-11-14),interim,751.24,751.24,,,751.24,751.24,True,True,0.00,0.00,751.24,3,3,raw/202311_Steven-Austin_6061.pdf,6061,medium,vision-transcribed(read-tool),
Alan Lord,Council,2023,2023-12-21,Final Financial Disclosure (2023-12-21),summary,265.86,265.86,,,265.86,265.86,True,True,0.00,0.00,265.86,1,1,raw/202312_Alan-Lord_6172.pdf,6172,medium,vision-transcribed(read-tool),
Gregory Wilding,Council,2023,2023-12-21,Final Financial Disclosure (2023-12-21),summary,6397.33,6043.71,,,6397.33,6043.71,True,True,0.00,0.00,0.00,6,9,raw/202312_Greg-Wilding_6173.pdf,6173,medium,vision-transcribed(read-tool); reconciles cash-only (cover total excludes in-kind),
Steve Austin,Council,2023,2023-12-21,Final Financial Disclosure (2023-12-21),summary,84.66,84.66,,,84.66,84.66,True,True,0.00,0.00,84.66,1,1,raw/202312_Steve-Austin_6174.pdf,6174,medium,vision-transcribed(read-tool),
ADAM CHRISTIAN,Council,2025,2025-08-05,Pre-Primary Financial Disclosure (2025-08-05),interim,2000.00,1746.33,,,2000.00,1746.33,True,True,0.00,0.00,0.00,1,2,raw/202508_ADAM-CHRISTIAN_8688.pdf,8688,medium,vision-transcribed(read-tool); superseded (cumulative snapshot; cycle total = latest report),
ALBERT ALLEN LARSEN,Council,2025,2025-08-05,Pre-Primary Financial Disclosure (2025-08-05),interim,3470.00,3470.00,,,3470.00,3470.00,True,True,0.00,0.00,3470.00,1,7,raw/202508_ALBERT-ALLEN-LARSEN_8701.pdf,8701,medium,vision-transcribed(read-tool),
JEFFREY STEELE,Council,2025,2025-08-05,Pre-Primary Financial Disclosure (2025-08-05),interim,2548.81,2548.81,,,2548.81,2548.81,True,True,0.00,0.00,2548.81,1,8,raw/202508_JEFF-STEELE_8689.pdf,8689,medium,vision-transcribed(read-tool),
MACKEY SMITH,Council,2025,2025-08-05,Pre-Primary Financial Disclosure (2025-08-05),interim,18029.71,12662.71,,,18029.71,12662.71,True,True,0.00,0.00,2500.00,54,9,raw/202508_MACKEY-SMITH_8690.pdf,8690,medium,vision-transcribed(read-tool),
WENDY ASTON,Council,2025,2025-08-05,Pre-Primary Financial Disclosure (2025-08-05),interim,14371.00,13593.31,,,14371.00,13593.31,True,True,0.00,0.00,250.00,13,15,raw/202508_WENDY-ASTON_8691.pdf,8691,medium,vision-transcribed(read-tool),
ADAM CHRISTIAN,Council,2025,2025-09-11,Financial Disclosure (2025-09-11),interim,4045.79,4045.79,,,4045.79,4045.79,True,True,0.00,0.00,2021.31,2,5,raw/202509_ADAM-CHRISTIAN_8882.pdf,8882,medium,vision-transcribed(read-tool),
ALBERT ALLEN LARSEN,Council,2025,2025-10-07,Pre-General Financial Disclosure (2025-10-07),interim,12685.40,12685.40,,,12685.40,12675.30,True,False,0.00,-10.10,12685.40,1,9,raw/202510_ALLEN-LARSEN_9004.pdf,9004,low,vision-transcribed(read-tool); expend!=stated,
CONNIE PAVLAKIS,Mayor,2025,2025-10-07,Pre-General Financial Disclosure (2025-10-07),interim,7665.70,7312.88,,,7665.70,7312.88,True,True,0.00,0.00,2000.00,21,11,raw/202510_CONNIE-PAVLAKIS_9005.pdf,9005,medium,"vision-transcribed(read-tool); multi-report bundle: kept the AMENDED Pre-General re-file, dropped the original same-period copy in the same PDF (identical covers; the amendment only renamed anonymous donors) to avoid double-count",
JEFFREY STEELE,Council,2025,2025-10-07,Pre-General Financial Disclosure (2025-10-07),interim,2989.06,1468.93,,,2989.06,1468.90,True,False,0.00,-0.03,239.06,5,7,raw/202510_JEFF-STEELE_9006.pdf,9006,low,vision-transcribed(read-tool); expend!=stated,
MACKEY SMITH,Council,2025,2025-10-07,Pre-General Financial Disclosure (2025-10-07),interim,4011.00,5982.62,,,4011.00,5982.62,True,True,0.00,0.00,0.00,9,7,raw/202510_MACKEY-SMITH_9007.pdf,9007,medium,vision-transcribed(read-tool),
NATALIE HALL,Mayor,2025,2025-10-07,Pre-General Financial Disclosure (2025-10-07),interim,21035.67,16135.22,,,21035.67,16135.22,True,True,0.00,0.00,141.00,71,31,raw/202510_NATALIE-HALL_9008.pdf,9008,medium,vision-transcribed(read-tool); reconciles cash-only (cover total excludes in-kind),
WENDY ASTON,Council,2025,2025-10-07,Pre-General Financial Disclosure (2025-10-07),interim,4426.32,5203.99,,,4426.32,5203.97,True,False,0.00,-0.02,1590.32,7,8,raw/202510_WENDY-ASTON_9009.pdf,9009,low,vision-transcribed(read-tool); expend!=stated,
