body_id,body_name,date,flag_class,evidence_url,pmn_title,pmn_files,known_unrecovered,note
2147,City Council,2025-12-02,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/1041115.html,JOINT PLANNING COMMISSION/CITY COUNCIL WORK SESSION AND BUSINESS MEETING AGENDAS,,,no repo record of this meeting date at all (lower confidence)
2148,Planning Commission,2025-12-03,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/1024523.html,"Notice of a Public Hearing Planning Commission Meeting - December 3, 2025",,,no repo record of this meeting date at all (lower confidence)
2148,Planning Commission,2025-12-15,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/1045289.html,"Cottonwood Heights Planning Commission Meeting - December 15, 2025",,,no repo record of this meeting date at all (lower confidence)
2148,Planning Commission,2026-03-04,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/1010131.html,"Notice of a Public Hearing Planning Commission Meeting - March 4, 2026",,,no repo record of this meeting date at all (lower confidence)
2148,Planning Commission,2026-05-06,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/1068949.html,"Notice of a Public Hearing Planning Commission Meeting - May 6, 2026",,,no repo record of this meeting date at all (lower confidence)
3287,Administrative Hearings,2021-01-27,missing_minutes,https://www.utah.gov/pmn/sitemap/notice/652561.html,Notice of Administrative Hearing,012721 CH Admin Hearing.pdf,,
2148,Planning Commission,2021-03-03,missing_minutes,https://www.utah.gov/pmn/sitemap/notice/661091.html,PLANNING COMMISSION MEETING AGENDA,030321 CHPC - Approved Minutes .docx,,
2147,City Council,2022-01-25,missing_minutes,https://www.utah.gov/pmn/sitemap/notice/730967.html,City Council Retreat,012522 CHCC Retreat-APPROVED.pdf,,
3287,Administrative Hearings,2022-12-07,missing_minutes,https://www.utah.gov/pmn/sitemap/notice/797835.html,"December 7, 2022 Administrative Hearing",120722 CH - Approved Minutes.pdf,,
2148,Planning Commission,2023-03-08,missing_minutes,https://www.utah.gov/pmn/sitemap/notice/816903.html,"March 8th, 2023 Planning Commission Meeting",011823 CHPC Mtg Minutes - CED Changes Approved.pdf; 010423 CHPC Mtg Minutes - CED Changes Approved.pdf; 030823 CHPC Mtg Approved Minutes.docx,,
