date,year,title,slug,body,path,source,source_url,notice_url,pmn_body_id,pmn_file_id,retrieved_date,format,extraction_method,text_path
2024-06-12,2024,HCSEA Meeting (PMN standalone minutes),pmn-hcsea-2024-06-12-1162423,HCSEA,raw/pmn_hcsea_2024-06-12_1162423.pdf,pmn,https://www.utah.gov/pmn/files/1162423.pdf,https://www.utah.gov/pmn/sitemap/notice/919291.html,6239,1162423,2026-07-13,text,pdftotext-layout,text/pmn_hcsea_2024-06-12_1162423.md
2024-09-11,2024,CDRA Meeting (PMN standalone minutes),pmn-cdra-2024-09-11-1181285,CDRA,raw/pmn_cdra_2024-09-11_1181285.pdf,pmn,https://www.utah.gov/pmn/files/1181285.pdf,https://www.utah.gov/pmn/sitemap/notice/937887.html,2256,1181285,2026-07-13,text,pdftotext-layout,text/pmn_cdra_2024-09-11_1181285.md
2024-12-11,2024,CDRA Meeting (PMN standalone minutes),pmn-cdra-2024-12-11-1223297,CDRA,raw/pmn_cdra_2024-12-11_1223297.pdf,pmn,https://www.utah.gov/pmn/files/1223297.pdf,https://www.utah.gov/pmn/sitemap/notice/959029.html,2256,1223297,2026-07-13,text,pdftotext-layout,text/pmn_cdra_2024-12-11_1223297.md
2024-12-11,2024,HCSEA Meeting (PMN standalone minutes),pmn-hcsea-2024-12-11-1223299,HCSEA,raw/pmn_hcsea_2024-12-11_1223299.pdf,pmn,https://www.utah.gov/pmn/files/1223299.pdf,https://www.utah.gov/pmn/sitemap/notice/959027.html,6239,1223299,2026-07-13,text,pdftotext-layout,text/pmn_hcsea_2024-12-11_1223299.md
2025-02-12,2025,CDRA Meeting (PMN standalone minutes),pmn-cdra-2025-02-12-1245225,CDRA,raw/pmn_cdra_2025-02-12_1245225.pdf,pmn,https://www.utah.gov/pmn/files/1245225.pdf,https://www.utah.gov/pmn/sitemap/notice/972243.html,2256,1245225,2026-07-13,text,pdftotext-layout,text/pmn_cdra_2025-02-12_1245225.md
2025-02-20,2025,Appeal Authority Hearing (PMN-recovered minutes),pmn-appeals-2025-02-20-1238575,AppealAuthority,raw/pmn_appeals_2025-02-20_1238575.pdf,pmn,https://www.utah.gov/pmn/files/1238575.pdf,https://www.utah.gov/pmn/sitemap/notice/975111.html,1171,1238575,2026-07-13,text,pdftotext-layout,text/pmn_appeals_2025-02-20_1238575.md
2025-04-09,2025,CDRA Meeting (PMN standalone minutes),pmn-cdra-2025-04-09-1297233,CDRA,raw/pmn_cdra_2025-04-09_1297233.pdf,pmn,https://www.utah.gov/pmn/files/1297233.pdf,https://www.utah.gov/pmn/sitemap/notice/985211.html,2256,1297233,2026-07-13,text,pdftotext-layout,text/pmn_cdra_2025-04-09_1297233.md
2025-05-21,2025,Planning Commission Meeting (PMN-recovered minutes),pmn-pc-2025-05-21-1288169,PlanningCommission,raw/pmn_pc_2025-05-21_1288169.pdf,pmn,https://www.utah.gov/pmn/files/1288169.pdf,https://www.utah.gov/pmn/sitemap/notice/995397.html,1151,1288169,2026-07-13,text,pdftotext-layout,text/pmn_pc_2025-05-21_1288169.md
2025-06-11,2025,HCFSA Meeting (PMN standalone minutes),pmn-hcfsa-2025-06-11-1297119,HCFSA,raw/pmn_hcfsa_2025-06-11_1297119.pdf,pmn,https://www.utah.gov/pmn/files/1297119.pdf,https://www.utah.gov/pmn/sitemap/notice/1000457.html,7553,1297119,2026-07-13,text,pdftotext-layout,text/pmn_hcfsa_2025-06-11_1297119.md
2025-06-11,2025,HCSEA Meeting (PMN standalone minutes),pmn-hcsea-2025-06-11-1297121,HCSEA,raw/pmn_hcsea_2025-06-11_1297121.pdf,pmn,https://www.utah.gov/pmn/files/1297121.pdf,https://www.utah.gov/pmn/sitemap/notice/1000459.html,6239,1297121,2026-07-13,text,pdftotext-layout,text/pmn_hcsea_2025-06-11_1297121.md
2025-06-25,2025,CDRA Meeting (PMN standalone minutes),pmn-cdra-2025-06-25-1299415,CDRA,raw/pmn_cdra_2025-06-25_1299415.pdf,pmn,https://www.utah.gov/pmn/files/1299415.pdf,https://www.utah.gov/pmn/sitemap/notice/1004537.html,2256,1299415,2026-07-13,text,pdftotext-layout,text/pmn_cdra_2025-06-25_1299415.md
2025-06-25,2025,HCSEA Meeting (PMN standalone minutes),pmn-hcsea-2025-06-25-1299417,HCSEA,raw/pmn_hcsea_2025-06-25_1299417.pdf,pmn,https://www.utah.gov/pmn/files/1299417.pdf,https://www.utah.gov/pmn/sitemap/notice/1004539.html,6239,1299417,2026-07-13,text,pdftotext-layout,text/pmn_hcsea_2025-06-25_1299417.md
2025-08-13,2025,HCFSA Meeting (PMN standalone minutes),pmn-hcfsa-2025-08-13-1315207,HCFSA,raw/pmn_hcfsa_2025-08-13_1315207.pdf,pmn,https://www.utah.gov/pmn/files/1315207.pdf,https://www.utah.gov/pmn/sitemap/notice/1014089.html,7553,1315207,2026-07-13,text,pdftotext-layout,text/pmn_hcfsa_2025-08-13_1315207.md
2025-08-13,2025,HCSEA Meeting (PMN standalone minutes),pmn-hcsea-2025-08-13-1331167,HCSEA,raw/pmn_hcsea_2025-08-13_1331167.pdf,pmn,https://www.utah.gov/pmn/files/1331167.pdf,https://www.utah.gov/pmn/sitemap/notice/1014097.html,6239,1331167,2026-07-13,text,pdftotext-layout,text/pmn_hcsea_2025-08-13_1331167.md
2025-08-27,2025,HCFSA Meeting (PMN standalone minutes),pmn-hcfsa-2025-08-27-1331163,HCFSA,raw/pmn_hcfsa_2025-08-27_1331163.pdf,pmn,https://www.utah.gov/pmn/files/1331163.pdf,https://www.utah.gov/pmn/sitemap/notice/1017469.html,7553,1331163,2026-07-13,text,pdftotext-layout,text/pmn_hcfsa_2025-08-27_1331163.md
2025-08-27,2025,HCSEA Meeting (PMN standalone minutes),pmn-hcsea-2025-08-27-1331165,HCSEA,raw/pmn_hcsea_2025-08-27_1331165.pdf,pmn,https://www.utah.gov/pmn/files/1331165.pdf,https://www.utah.gov/pmn/sitemap/notice/1017471.html,6239,1331165,2026-07-13,text,pdftotext-layout,text/pmn_hcsea_2025-08-27_1331165.md
2026-03-25,2026,HCFSA Meeting (PMN standalone minutes),pmn-hcfsa-2026-03-25-1414743,HCFSA,raw/pmn_hcfsa_2026-03-25_1414743.pdf,pmn,https://www.utah.gov/pmn/files/1414743.pdf,https://www.utah.gov/pmn/sitemap/notice/1067621.html,7553,1414743,2026-07-13,text,pdftotext-layout,text/pmn_hcfsa_2026-03-25_1414743.md
2026-06-09,2026,Appeal Authority Hearing (PMN-recovered minutes),pmn-appeals-2026-06-09-1451173,AppealAuthority,raw/pmn_appeals_2026-06-09_1451173.pdf,pmn,https://www.utah.gov/pmn/files/1451173.pdf,https://www.utah.gov/pmn/sitemap/notice/1087023.html,1151,1451173,2026-07-13,text,pdftotext-layout,text/pmn_appeals_2026-06-09_1451173.md
2020-01-16,2020,Cancellation proof — Planning Commission meeting 2020-01-16 CANCELLED (PMN notice page),cancel-2020-01-16-notice-581069,PlanningCommission,raw/cancel_2020-01-16_notice_581069.html,pmn,https://www.utah.gov/pmn/sitemap/notice/581069.html,https://www.utah.gov/pmn/sitemap/notice/581069.html,1151,,2026-07-13,html,,
2020-03-19,2020,Cancellation proof — Planning Commission meeting 2020-03-19 CANCELLED (PMN notice page),cancel-2020-03-19-notice-594463,PlanningCommission,raw/cancel_2020-03-19_notice_594463.html,pmn,https://www.utah.gov/pmn/sitemap/notice/594463.html,https://www.utah.gov/pmn/sitemap/notice/594463.html,1151,,2026-07-13,html,,
2020-04-29,2020,Cancellation proof — Joint CC/PC work meeting 2020-04-29 CANCELLED (posted cancellation agenda PDF),cancel-2020-04-29-594755,JointCC-PC,raw/cancel_2020-04-29_594755.pdf,pmn,https://www.utah.gov/pmn/files/594755.pdf,https://www.utah.gov/pmn/sitemap/notice/601099.html,1251,594755,2026-07-13,text,,
2020-04-29,2020,Cancellation proof — Joint CC/PC work meeting 2020-04-29 CANCELLED (PMN notice page),cancel-2020-04-29-notice-601099,JointCC-PC,raw/cancel_2020-04-29_notice_601099.html,pmn,https://www.utah.gov/pmn/sitemap/notice/601099.html,https://www.utah.gov/pmn/sitemap/notice/601099.html,1251,,2026-07-13,html,,
2020-09-16,2020,Cancellation proof — City Council work meeting 2020-09-16 CANCELLED (PMN notice page),cancel-2020-09-16-notice-628319,Council,raw/cancel_2020-09-16_notice_628319.html,pmn,https://www.utah.gov/pmn/sitemap/notice/628319.html,https://www.utah.gov/pmn/sitemap/notice/628319.html,1155,,2026-07-13,html,,
2020-10-21,2020,Cancellation proof — City Council work meeting 2020-10-21 CANCELLED (PMN notice page),cancel-2020-10-21-notice-634903,Council,raw/cancel_2020-10-21_notice_634903.html,pmn,https://www.utah.gov/pmn/sitemap/notice/634903.html,https://www.utah.gov/pmn/sitemap/notice/634903.html,1155,,2026-07-13,html,,
2020-11-11,2020,Cancellation proof — City Council meeting 2020-11-11 RESCHEDULED to 2020-11-18 (Veterans Day) (PMN notice page),cancel-2020-11-11-notice-639075,Council,raw/cancel_2020-11-11_notice_639075.html,pmn,https://www.utah.gov/pmn/sitemap/notice/639075.html,https://www.utah.gov/pmn/sitemap/notice/639075.html,1155,,2026-07-13,html,,
