year,election_type,office,contest,precinct_code,precinct_name,candidate,votes
2019,municipal general,Council,Logan City Council,9,9,Mark A. Anderson,93
2019,municipal general,Council,Logan City Council,9,9,Tom Jensen,52
2019,municipal general,Council,Logan City Council,Provisional,Provisional,Abraham E. Verdoes,32
2019,municipal general,Council,Logan City Council,Provisional,Provisional,Jeannie F. Simmonds,43
2019,municipal general,Council,Logan City Council,Provisional,Provisional,Keegan Garrity,22
2019,municipal general,Council,Logan City Council,Provisional,Provisional,Ken Heare,31
2019,municipal general,Council,Logan City Council,Provisional,Provisional,Mark A. Anderson,36
2019,municipal general,Council,Logan City Council,Provisional,Provisional,Tom Jensen,23
2019,municipal primary,Council,Logan City Council,1,1,Abraham E. Verdoes,22
2019,municipal primary,Council,Logan City Council,1,1,Gary Poore,15
2019,municipal primary,Council,Logan City Council,1,1,Jeannie F. Simmonds,45
2019,municipal primary,Council,Logan City Council,1,1,Keegan Garrity,24
2019,municipal primary,Council,Logan City Council,1,1,Ken Heare,38
2019,municipal primary,Council,Logan City Council,1,1,Mark A. Anderson,66
2019,municipal primary,Council,Logan City Council,1,1,Tom Jensen,37
2019,municipal primary,Council,Logan City Council,10,10,Abraham E. Verdoes,17
2019,municipal primary,Council,Logan City Council,10,10,Gary Poore,12
2019,municipal primary,Council,Logan City Council,10,10,Jeannie F. Simmonds,42
2019,municipal primary,Council,Logan City Council,10,10,Keegan Garrity,14
2019,municipal primary,Council,Logan City Council,10,10,Ken Heare,28
2019,municipal primary,Council,Logan City Council,10,10,Mark A. Anderson,45
2019,municipal primary,Council,Logan City Council,10,10,Tom Jensen,23
2019,municipal primary,Council,Logan City Council,11,11,Abraham E. Verdoes,17
2019,municipal primary,Council,Logan City Council,11,11,Gary Poore,36
2019,municipal primary,Council,Logan City Council,11,11,Jeannie F. Simmonds,53
2019,municipal primary,Council,Logan City Council,11,11,Keegan Garrity,20
2019,municipal primary,Council,Logan City Council,11,11,Ken Heare,35
2019,municipal primary,Council,Logan City Council,11,11,Mark A. Anderson,65
2019,municipal primary,Council,Logan City Council,11,11,Tom Jensen,39
2019,municipal primary,Council,Logan City Council,12,12,Abraham E. Verdoes,2
2019,municipal primary,Council,Logan City Council,12,12,Gary Poore,1
2019,municipal primary,Council,Logan City Council,12,12,Jeannie F. Simmonds,1
2019,municipal primary,Council,Logan City Council,12,12,Keegan Garrity,1
2019,municipal primary,Council,Logan City Council,12,12,Ken Heare,1
2019,municipal primary,Council,Logan City Council,12,12,Mark A. Anderson,3
2019,municipal primary,Council,Logan City Council,12,12,Tom Jensen,3
2019,municipal primary,Council,Logan City Council,13,13,Abraham E. Verdoes,67
2019,municipal primary,Council,Logan City Council,13,13,Gary Poore,30
2019,municipal primary,Council,Logan City Council,13,13,Jeannie F. Simmonds,230
2019,municipal primary,Council,Logan City Council,13,13,Keegan Garrity,57
2019,municipal primary,Council,Logan City Council,13,13,Ken Heare,113
2019,municipal primary,Council,Logan City Council,13,13,Mark A. Anderson,225
2019,municipal primary,Council,Logan City Council,13,13,Tom Jensen,185
2019,municipal primary,Council,Logan City Council,14,14,Abraham E. Verdoes,48
2019,municipal primary,Council,Logan City Council,14,14,Gary Poore,10
2019,municipal primary,Council,Logan City Council,14,14,Jeannie F. Simmonds,136
2019,municipal primary,Council,Logan City Council,14,14,Keegan Garrity,43
2019,municipal primary,Council,Logan City Council,14,14,Ken Heare,93
2019,municipal primary,Council,Logan City Council,14,14,Mark A. Anderson,153
2019,municipal primary,Council,Logan City Council,14,14,Tom Jensen,96
2019,municipal primary,Council,Logan City Council,15,15,Abraham E. Verdoes,14
2019,municipal primary,Council,Logan City Council,15,15,Gary Poore,17
2019,municipal primary,Council,Logan City Council,15,15,Jeannie F. Simmonds,24
2019,municipal primary,Council,Logan City Council,15,15,Keegan Garrity,9
2019,municipal primary,Council,Logan City Council,15,15,Ken Heare,25
2019,municipal primary,Council,Logan City Council,15,15,Mark A. Anderson,31
2019,municipal primary,Council,Logan City Council,15,15,Tom Jensen,22
2019,municipal primary,Council,Logan City Council,16,16,Abraham E. Verdoes,39
2019,municipal primary,Council,Logan City Council,16,16,Gary Poore,8
2019,municipal primary,Council,Logan City Council,16,16,Jeannie F. Simmonds,97
2019,municipal primary,Council,Logan City Council,16,16,Keegan Garrity,28
2019,municipal primary,Council,Logan City Council,16,16,Ken Heare,55
2019,municipal primary,Council,Logan City Council,16,16,Mark A. Anderson,108
2019,municipal primary,Council,Logan City Council,16,16,Tom Jensen,66
2019,municipal primary,Council,Logan City Council,17,17,Abraham E. Verdoes,32
2019,municipal primary,Council,Logan City Council,17,17,Gary Poore,14
2019,municipal primary,Council,Logan City Council,17,17,Jeannie F. Simmonds,65
2019,municipal primary,Council,Logan City Council,17,17,Keegan Garrity,39
2019,municipal primary,Council,Logan City Council,17,17,Ken Heare,35
2019,municipal primary,Council,Logan City Council,17,17,Mark A. Anderson,73
2019,municipal primary,Council,Logan City Council,17,17,Tom Jensen,45
2019,municipal primary,Council,Logan City Council,18,18,Abraham E. Verdoes,7
2019,municipal primary,Council,Logan City Council,18,18,Gary Poore,9
2019,municipal primary,Council,Logan City Council,18,18,Jeannie F. Simmonds,19
2019,municipal primary,Council,Logan City Council,18,18,Keegan Garrity,9
2019,municipal primary,Council,Logan City Council,18,18,Ken Heare,6
2019,municipal primary,Council,Logan City Council,18,18,Mark A. Anderson,22
2019,municipal primary,Council,Logan City Council,18,18,Tom Jensen,15
2019,municipal primary,Council,Logan City Council,19,19,Abraham E. Verdoes,16
2019,municipal primary,Council,Logan City Council,19,19,Gary Poore,14
2019,municipal primary,Council,Logan City Council,19,19,Jeannie F. Simmonds,10
2019,municipal primary,Council,Logan City Council,19,19,Keegan Garrity,10
2019,municipal primary,Council,Logan City Council,19,19,Ken Heare,5
2019,municipal primary,Council,Logan City Council,19,19,Mark A. Anderson,13
2019,municipal primary,Council,Logan City Council,19,19,Tom Jensen,14
2019,municipal primary,Council,Logan City Council,2,2,Abraham E. Verdoes,26
2019,municipal primary,Council,Logan City Council,2,2,Gary Poore,21
2019,municipal primary,Council,Logan City Council,2,2,Jeannie F. Simmonds,57
2019,municipal primary,Council,Logan City Council,2,2,Keegan Garrity,34
2019,municipal primary,Council,Logan City Council,2,2,Ken Heare,30
2019,municipal primary,Council,Logan City Council,2,2,Mark A. Anderson,75
2019,municipal primary,Council,Logan City Council,2,2,Tom Jensen,43
2019,municipal primary,Council,Logan City Council,20,20,Abraham E. Verdoes,63
2019,municipal primary,Council,Logan City Council,20,20,Gary Poore,46
2019,municipal primary,Council,Logan City Council,20,20,Jeannie F. Simmonds,193
2019,municipal primary,Council,Logan City Council,20,20,Keegan Garrity,81
2019,municipal primary,Council,Logan City Council,20,20,Ken Heare,98
2019,municipal primary,Council,Logan City Council,20,20,Mark A. Anderson,233
2019,municipal primary,Council,Logan City Council,20,20,Tom Jensen,147
2019,municipal primary,Council,Logan City Council,21,21,Abraham E. Verdoes,50
2019,municipal primary,Council,Logan City Council,21,21,Gary Poore,29
2019,municipal primary,Council,Logan City Council,21,21,Jeannie F. Simmonds,157
2019,municipal primary,Council,Logan City Council,21,21,Keegan Garrity,40
2019,municipal primary,Council,Logan City Council,21,21,Ken Heare,81
2019,municipal primary,Council,Logan City Council,21,21,Mark A. Anderson,149
2019,municipal primary,Council,Logan City Council,21,21,Tom Jensen,122
2019,municipal primary,Council,Logan City Council,22,22,Abraham E. Verdoes,55
2019,municipal primary,Council,Logan City Council,22,22,Gary Poore,32
2019,municipal primary,Council,Logan City Council,22,22,Jeannie F. Simmonds,206
2019,municipal primary,Council,Logan City Council,22,22,Keegan Garrity,65
2019,municipal primary,Council,Logan City Council,22,22,Ken Heare,114
2019,municipal primary,Council,Logan City Council,22,22,Mark A. Anderson,302
2019,municipal primary,Council,Logan City Council,22,22,Tom Jensen,241
2019,municipal primary,Council,Logan City Council,23,23,Abraham E. Verdoes,7
2019,municipal primary,Council,Logan City Council,23,23,Gary Poore,12
2019,municipal primary,Council,Logan City Council,23,23,Jeannie F. Simmonds,12
2019,municipal primary,Council,Logan City Council,23,23,Keegan Garrity,7
2019,municipal primary,Council,Logan City Council,23,23,Ken Heare,2
2019,municipal primary,Council,Logan City Council,23,23,Mark A. Anderson,15
2019,municipal primary,Council,Logan City Council,23,23,Tom Jensen,6
2019,municipal primary,Council,Logan City Council,24,24,Abraham E. Verdoes,28
2019,municipal primary,Council,Logan City Council,24,24,Gary Poore,15
2019,municipal primary,Council,Logan City Council,24,24,Jeannie F. Simmonds,48
2019,municipal primary,Council,Logan City Council,24,24,Keegan Garrity,26
2019,municipal primary,Council,Logan City Council,24,24,Ken Heare,42
2019,municipal primary,Council,Logan City Council,24,24,Mark A. Anderson,70
2019,municipal primary,Council,Logan City Council,24,24,Tom Jensen,42
2019,municipal primary,Council,Logan City Council,25,25,Abraham E. Verdoes,38
2019,municipal primary,Council,Logan City Council,25,25,Gary Poore,25
2019,municipal primary,Council,Logan City Council,25,25,Jeannie F. Simmonds,91
2019,municipal primary,Council,Logan City Council,25,25,Keegan Garrity,53
2019,municipal primary,Council,Logan City Council,25,25,Ken Heare,49
2019,municipal primary,Council,Logan City Council,25,25,Mark A. Anderson,95
2019,municipal primary,Council,Logan City Council,25,25,Tom Jensen,60
2019,municipal primary,Council,Logan City Council,26,26,Abraham E. Verdoes,29
2019,municipal primary,Council,Logan City Council,26,26,Gary Poore,42
2019,municipal primary,Council,Logan City Council,26,26,Jeannie F. Simmonds,108
2019,municipal primary,Council,Logan City Council,26,26,Keegan Garrity,23
2019,municipal primary,Council,Logan City Council,26,26,Ken Heare,46
2019,municipal primary,Council,Logan City Council,26,26,Mark A. Anderson,98
2019,municipal primary,Council,Logan City Council,26,26,Tom Jensen,66
2019,municipal primary,Council,Logan City Council,27,27,Abraham E. Verdoes,31
2019,municipal primary,Council,Logan City Council,27,27,Gary Poore,18
2019,municipal primary,Council,Logan City Council,27,27,Jeannie F. Simmonds,54
2019,municipal primary,Council,Logan City Council,27,27,Keegan Garrity,56
2019,municipal primary,Council,Logan City Council,27,27,Ken Heare,37
2019,municipal primary,Council,Logan City Council,27,27,Mark A. Anderson,73
2019,municipal primary,Council,Logan City Council,27,27,Tom Jensen,71
2019,municipal primary,Council,Logan City Council,28,28,Abraham E. Verdoes,5
2019,municipal primary,Council,Logan City Council,28,28,Gary Poore,9
2019,municipal primary,Council,Logan City Council,28,28,Jeannie F. Simmonds,19
2019,municipal primary,Council,Logan City Council,28,28,Keegan Garrity,5
2019,municipal primary,Council,Logan City Council,28,28,Ken Heare,25
2019,municipal primary,Council,Logan City Council,28,28,Mark A. Anderson,28
2019,municipal primary,Council,Logan City Council,28,28,Tom Jensen,19
2019,municipal primary,Council,Logan City Council,29,29,Abraham E. Verdoes,64
2019,municipal primary,Council,Logan City Council,29,29,Gary Poore,31
2019,municipal primary,Council,Logan City Council,29,29,Jeannie F. Simmonds,217
2019,municipal primary,Council,Logan City Council,29,29,Keegan Garrity,70
2019,municipal primary,Council,Logan City Council,29,29,Ken Heare,116
2019,municipal primary,Council,Logan City Council,29,29,Mark A. Anderson,273
2019,municipal primary,Council,Logan City Council,29,29,Tom Jensen,188
2019,municipal primary,Council,Logan City Council,3,3,Abraham E. Verdoes,40
2019,municipal primary,Council,Logan City Council,3,3,Gary Poore,14
2019,municipal primary,Council,Logan City Council,3,3,Jeannie F. Simmonds,61
2019,municipal primary,Council,Logan City Council,3,3,Keegan Garrity,97
2019,municipal primary,Council,Logan City Council,3,3,Ken Heare,35
2019,municipal primary,Council,Logan City Council,3,3,Mark A. Anderson,112
2019,municipal primary,Council,Logan City Council,3,3,Tom Jensen,62
2019,municipal primary,Council,Logan City Council,30,30,Abraham E. Verdoes,27
2019,municipal primary,Council,Logan City Council,30,30,Gary Poore,23
2019,municipal primary,Council,Logan City Council,30,30,Jeannie F. Simmonds,66
2019,municipal primary,Council,Logan City Council,30,30,Keegan Garrity,32
2019,municipal primary,Council,Logan City Council,30,30,Ken Heare,42
2019,municipal primary,Council,Logan City Council,30,30,Mark A. Anderson,79
2019,municipal primary,Council,Logan City Council,30,30,Tom Jensen,51
2019,municipal primary,Council,Logan City Council,31,31,Abraham E. Verdoes,23
2019,municipal primary,Council,Logan City Council,31,31,Gary Poore,11
2019,municipal primary,Council,Logan City Council,31,31,Jeannie F. Simmonds,39
2019,municipal primary,Council,Logan City Council,31,31,Keegan Garrity,29
2019,municipal primary,Council,Logan City Council,31,31,Ken Heare,22
2019,municipal primary,Council,Logan City Council,31,31,Mark A. Anderson,47
2019,municipal primary,Council,Logan City Council,31,31,Tom Jensen,36
2019,municipal primary,Council,Logan City Council,32,32,Abraham E. Verdoes,15
2019,municipal primary,Council,Logan City Council,32,32,Gary Poore,8
2019,municipal primary,Council,Logan City Council,32,32,Jeannie F. Simmonds,32
2019,municipal primary,Council,Logan City Council,32,32,Keegan Garrity,19
2019,municipal primary,Council,Logan City Council,32,32,Ken Heare,22
2019,municipal primary,Council,Logan City Council,32,32,Mark A. Anderson,38
2019,municipal primary,Council,Logan City Council,32,32,Tom Jensen,28
2019,municipal primary,Council,Logan City Council,33,33,Abraham E. Verdoes,29
2019,municipal primary,Council,Logan City Council,33,33,Gary Poore,22
2019,municipal primary,Council,Logan City Council,33,33,Jeannie F. Simmonds,77
2019,municipal primary,Council,Logan City Council,33,33,Keegan Garrity,93
2019,municipal primary,Council,Logan City Council,33,33,Ken Heare,50
2019,municipal primary,Council,Logan City Council,33,33,Mark A. Anderson,90
2019,municipal primary,Council,Logan City Council,33,33,Tom Jensen,55
2019,municipal primary,Council,Logan City Council,33:5,33:5,Abraham E. Verdoes,2
2019,municipal primary,Council,Logan City Council,33:5,33:5,Gary Poore,5
2019,municipal primary,Council,Logan City Council,33:5,33:5,Jeannie F. Simmonds,15
2019,municipal primary,Council,Logan City Council,33:5,33:5,Keegan Garrity,24
2019,municipal primary,Council,Logan City Council,33:5,33:5,Ken Heare,10
2019,municipal primary,Council,Logan City Council,33:5,33:5,Mark A. Anderson,13
